Emissions_tCO2_coal_dispatched,Emissions_tCO2_cogen_gas,Emissions_tCO2_cogen_wood,Emissions_tCO2_diesel_dispatched,Emissions_tCO2_gas_ccgt_dispatched,Emissions_tCO2_gas_ocgt_dispatched,Emissions_tCO2_geothermal_dispatched,kWh_coal_dispatched,kWh_cogen_gas,kWh_cogen_wood,kWh_diesel_dispatched,kWh_gas_ccgt_dispatched,kWh_gas_ocgt_dispatched,kWh_geothermal_dispatched,kWh_hydro_dispatched,kWh_solar_dispatched,kWh_wind_dispatched,Total_Emissions_tCO2_,Total_kWh_,EF_tCO2_per_MWh_
0.0,54.986845624415835,10.08439796,0.0,0.0,359.7910203018147,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,633434.894897561,860789.3,1669425.94,0.0,585743.0,481.062943350387,3868921.23415682,0.12434033009080586
0.0,54.986845624415835,10.08439796,0.0,0.0,256.9143110256815,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,452313.9278621154,860789.3,1711728.95,0.0,559149.0,378.18623407425383,3703509.2771213744,0.10211564377886655
0.0,54.986845624415835,10.08439796,0.0,0.0,227.85132392810888,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,401146.69705652975,860789.3,1686456.43,0.0,472325.0,349.12324697668123,3540245.5263157887,0.0986155464025123
0.0,54.986845624415835,10.08439796,0.0,0.0,229.88970113541296,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,404735.38932291017,860789.3,1643194.93,0.0,420699.0,351.16162418398534,3448946.718582169,0.10181706266785841
0.0,54.986845624415835,10.08439796,0.0,0.0,224.00274945687394,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,394371.03777618654,860789.3,1648797.52,0.0,407201.0,345.2746725054463,3430686.9570354456,0.10064301314271121
0.0,54.986845624415835,10.08439796,0.0,0.0,194.83642555010505,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,343021.87596849486,860789.3,1790104.31,8432.454462353979,435040.0,316.1083485986774,3556916.039690108,0.08887146760602704
0.0,54.986845624415835,10.08439796,0.0,0.0,230.66445704870594,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,406099.3962125105,860789.3,1723901.49,77405.33718122853,524792.0,351.9363800972783,3712515.6226529987,0.09479727922216291
0.0,54.986845624415835,10.08439796,0.0,0.0,255.174458376881,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,449250.8070015511,860789.3,1910661.75,180287.6073797004,414390.0,376.44638142545335,3934907.563640511,0.0956684179582535
0.0,54.986845624415835,10.08439796,0.0,0.0,208.49214006466326,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,367063.6268744072,860789.3,2185573.08,256599.12722715916,393183.0,329.76406311323564,4182736.233360826,0.07883931587248819
0.0,54.986845624415835,10.08439796,0.0,0.0,224.7348619108002,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,395659.9681528173,860789.3,2441585.09,312249.895204404,325390.0,346.0067849593725,4455202.35261648,0.07766353973937176
0.0,54.986845624415835,10.08439796,0.0,0.0,237.1918227934512,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,417591.23731241416,860789.3,2383975.3,320978.88413973874,392504.0,358.46374584202357,4495366.8207114125,0.07974071085600419
0.0,54.986845624415835,10.08439796,0.0,0.0,192.21880610667776,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,338413.3910328834,860789.3,2487214.81,340338.7012105585,380012.0,313.4907291552501,4526296.301502701,0.06925987789424506
0.0,54.986845624415835,10.08439796,0.0,0.0,210.73949329627567,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,371020.2346765417,860789.3,2380958.69,318161.24472028005,409071.0,332.011416344848,4459528.568656081,0.0744498911114505
0.0,54.986845624415835,10.08439796,0.0,0.0,195.26011187268654,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,343767.80259275803,860789.3,2314998.36,329626.72669718985,385030.0,316.5320349212589,4353740.288549207,0.07270347194428921
0.0,54.986845624415835,10.08439796,0.0,0.0,203.379258168389,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,358062.07424012147,860789.3,2308815.39,322270.2898560541,363332.0,324.65118121696133,4332797.153355435,0.07492877458284487
0.0,54.986845624415835,10.08439796,0.0,0.0,174.02327111997226,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,306378.99845065543,860789.3,2318350.53,274919.35842113115,418168.0,295.29519416854464,4298134.286131046,0.06870311035217884
0.0,54.986845624415835,10.08439796,0.0,0.0,253.03987950947646,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,445492.7456152755,860789.3,2315018.47,207663.72256886447,429109.0,374.3118025580488,4377601.3374434,0.0855061422236895
0.0,54.986845624415835,10.08439796,0.0,0.0,278.72141209474427,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,490706.71143440896,860789.3,2514621.35,145884.86213100463,375129.0,399.99333514331664,4506659.322824674,0.08875606219389348
0.0,54.986845624415835,10.08439796,0.0,0.0,347.9480975186385,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,612584.6787299975,860789.3,2568009.77,88716.31570524235,331402.0,469.22002056721084,4581030.163694499,0.10242674765293301
0.0,54.986845624415835,10.08439796,0.0,0.0,377.5478214221168,56.20067946415651,0.0,91823.70925925924,27704.39,0.0,0.0,664696.8687009099,860789.3,2506534.76,18495.19596443718,328524.0,498.81974447068916,4498568.223924606,0.11088411237553994
