Emissions_tCO2_coal_dispatched,Emissions_tCO2_cogen_gas,Emissions_tCO2_cogen_wood,Emissions_tCO2_diesel_dispatched,Emissions_tCO2_gas_ccgt_dispatched,Emissions_tCO2_gas_ocgt_dispatched,Emissions_tCO2_geothermal_dispatched,kWh_coal_dispatched,kWh_cogen_gas,kWh_cogen_wood,kWh_diesel_dispatched,kWh_gas_ccgt_dispatched,kWh_gas_ocgt_dispatched,kWh_geothermal_dispatched,kWh_hydro_dispatched,kWh_solar_dispatched,kWh_wind_dispatched,Total_Emissions_tCO2_,Total_kWh_,EF_tCO2_per_MWh_
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2266660.436173493,0.0,588098.037167,66.9746834255226,3880566.193340493,0.01725899780822165
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2128014.708196939,0.0,560833.93915,66.9746834255226,3714656.3673469387,0.01802984631748236
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2051540.8944616572,0.0,473552.599287,66.9746834255226,3550901.213748657,0.01886131981543299
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2011091.862961556,0.0,422428.026061,66.9746834255226,3459327.609022556,0.0193606073188444
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2002063.877957045,0.0,413141.289261,66.9746834255226,3441012.887218045,0.019463653761456735
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2082219.8512828737,17880.107931353978,441144.738458,66.9746834255226,3567052.417672228,0.018775917924197104
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,1988254.9674294,177299.3171312285,527248.237175,66.9746834255226,3718610.241735629,0.018010675782537174
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2086489.8296044653,405108.2221797004,417672.630145,66.9746834255226,3935078.4019291657,0.017019910808559333
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2200304.670343928,554027.3804271591,398661.607369,66.9746834255226,4178801.3781400872,0.01602724737669439
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2431797.974617064,660585.208604404,330319.182104,66.9746834255226,4448510.085325467,0.01505553143432348
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2381597.4044055208,680891.9934397388,399720.696961,66.9746834255226,4488017.814806259,0.014922998568447926
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2371661.366648426,723721.7548105584,396362.53264,66.9746834255226,4517553.3740989845,0.014825432679891809
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2344383.249571172,652943.1701002801,429542.22068,66.9746834255226,4452676.360351453,0.01504144429222254
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2242251.6886826344,679209.7508271899,398564.84314,66.9746834255226,4345834.002649824,0.0154112382996418
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2267262.648484405,665706.9437460542,366505.946536,66.9746834255226,4325283.258766459,0.015484461807161115
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2280402.2959968834,561100.3611511311,426671.230501,66.9746834255226,4293981.607649014,0.015597338215473102
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2497341.482719658,421237.92108886444,434000.731421,66.9746834255226,4378387.855229522,0.015296653846124759
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,2818028.378906215,291504.77150100464,376483.224224,66.9746834255226,4511824.09463122,0.014844258557246982
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,3062798.883409968,169211.99457524234,332530.818073,66.9746834255226,4590349.416058211,0.014590323601778138
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,3125350.5484005394,30659.874949437177,329588.315493,66.9746834255226,4511406.458842977,0.014845632739263164
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,3128801.880659149,67.24693937594247,262398.298614,66.9746834255226,4417075.146212525,0.015162676931804266
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,3235798.9042088995,0.0,211494.6625795,66.9746834255226,4473101.286788399,0.014972762549181876
0.0,0.0,0.0,0.0,0.0,0.0,66.9746834255226,0.0,0.0,0.0,0.0,0.0,0.0,1025807.72,3041281.3373019355,0.0,203472.960958,66.9746834255226,4270562.018259936,0.015682873387426372
