Emissions_tCO2_coal_dispatched,Emissions_tCO2_cogen_gas,Emissions_tCO2_cogen_wood,Emissions_tCO2_gas_ocgt_dispatched,Emissions_tCO2_geothermal_dispatched,kWh_coal_dispatched,kWh_cogen_gas,kWh_cogen_wood,kWh_gas_ocgt_dispatched,kWh_geothermal_dispatched,kWh_hydro_dispatched,kWh_solar_dispatched,kWh_wind_dispatched,Total_Emissions_tCO2_,Total_kWh_,EF_tCO2_per_MWh_
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2833296.61280494,0.0,967451.8119,91.97625223457295,5209488.93340494,0.017655523106075006
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2440280.6685189037,0.0,1137741.1332,91.97625223457295,4986762.310418904,0.018444081852950125
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2076097.2239015033,0.0,1282090.508,91.97625223457295,4766928.240601503,0.019294658445071777
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2082716.0170598282,0.0,1152538.1896000002,91.97625223457295,4643994.715359828,0.019805417075597683
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1921392.6636670239,0.0,1289274.8373,91.97625223457295,4619408.009667024,0.01991083100737031
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2010063.610309483,44700.16600235397,1324289.3314999999,91.97625223457295,4787793.616511837,0.019210571633115334
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1479573.8136199354,718223.6465812286,1368696.5485999999,91.97625223457295,4975234.517501164,0.018486817437656882
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,942143.8050773042,1564191.4166797004,1331574.7371,91.97625223457295,5246650.467557005,0.017530470688549567
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,847121.1560451254,2166818.769627159,1136559.0135,91.97625223457295,5559239.447872285,0.016544754565262606
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1058466.4581384608,2441499.5853044037,1007273.9157,91.97625223457295,5915980.467842864,0.015547085176248077
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,893082.8556691002,2503268.4761397387,1162582.5474999999,91.97625223457295,5967674.3880088385,0.015412411310406892
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,845039.4066926492,2542909.0932105584,1210844.3494,91.97625223457295,6007533.3580032075,0.015310152562372812
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,792846.6815010994,2418487.3009202797,1301688.4308,91.97625223457295,5921762.92192138,0.015531903834598342
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,695934.7356832246,2401752.04369719,1273453.8966,91.97625223457295,5779881.184680415,0.015913173523074517
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,720363.6037394367,2265506.2539560543,1361675.4594,91.97625223457295,5756285.825795491,0.015978402570352258
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,845744.0686538758,2057128.428921131,1405748.438,91.97625223457295,5717361.444275008,0.01608718516942321
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1304404.595484142,1737335.4053688643,1385772.1718000001,91.97625223457295,5836252.6813530065,0.015759470546647114
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1863094.8703116034,1400138.0748310045,1349784.2921,91.97625223457295,6021757.745942608,0.015273987449353222
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2627984.374995817,902591.2135052424,1199773.3171,91.97625223457295,6139089.41430106,0.014982067539253217
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,3242975.632447642,203851.80017443714,1195278.7381,91.97625223457295,6050846.679422079,0.015200559046946085
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,3387234.354486772,3017.9236019859427,1130638.8867000001,91.97625223457295,5929631.6734887585,0.015511292656809793
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,3483306.418794737,0.0,1112894.2304,91.97625223457295,6004941.157894737,0.015316761616165239
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,3205773.7180972067,0.0,1118526.8978,91.97625223457295,5733041.124597207,0.01604318724314664
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2974105.2595495167,0.0,1013212.8687,91.97625223457295,5396058.636949517,0.017045080200716402
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2705934.5931875403,0.0,874979.7617,91.97625223457295,4989654.863587541,0.01843338963297402
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2145482.5601728247,0.0,1192457.2974,91.97625223457295,4746680.366272825,0.01937696350655991
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1851244.3274697096,0.0,1336282.746,91.97625223457295,4596267.58216971,0.02001107433156769
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2066973.8712281412,0.0,1041007.9799,91.97625223457295,4516722.3598281415,0.020363494788303214
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2289694.191045434,0.0,832750.427,91.97625223457295,4531185.1267454345,0.0202984980003754
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2339523.6292185257,32022.232280017903,954651.4134,91.97625223457295,4734937.783598544,0.019425018118120058
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1817716.781906242,704012.3904807847,1063700.4602,91.97625223457295,4994170.141287027,0.018416723826487444
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1617082.3441299866,1459572.7298423895,839373.6758,91.97625223457295,5324769.2584723765,0.01727328411240115
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1746473.167929258,1972078.9758877293,560619.2284,91.97625223457295,5687911.880916988,0.01617047770081572
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1717941.4543138621,2163505.632696798,773447.6702,91.97625223457295,6063635.265910661,0.015168500116037174
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1591576.4170985217,2199226.596414916,913120.096,91.97625223457295,6112663.618213438,0.015046836858569859
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1480948.40183239,2202096.1831616852,994308.5144,91.97625223457295,6086093.608094076,0.01511252671372833
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1377025.0820535617,2187608.3969339626,1062903.8212000001,91.97625223457295,6036277.8088875245,0.0152372463870287
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1192187.4281988477,2256245.7810717328,1112779.4708,91.97625223457295,5969953.188770581,0.01540652821324953
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1093580.5886413339,2027865.3793518164,1466724.878,91.97625223457295,5996911.35469315,0.015337270603907266
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,896004.9104770302,1793684.9948751202,1887324.238,91.97625223457295,5985754.65205215,0.01536585736988734
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,904607.7025032139,1596531.7579138037,2215024.35,91.97625223457295,6124904.319117017,0.015016765559503875
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1731429.7740849215,1183475.7420085259,2022078.771,91.97625223457295,6345724.795793448,0.014494207548291976
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2366214.3679098273,659758.3536597284,1982530.459,91.97625223457295,6417243.689269556,0.014332672513024385
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,3320063.2148438487,115661.07886509359,1452407.7285,91.97625223457295,6296872.530908942,0.014606656206409874
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,3032797.82195364,663.3860731925827,1707341.392,91.97625223457295,6149543.108726832,0.014956599312890291
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,3067670.159167884,0.0,1691959.765,91.97625223457295,6168370.432867884,0.014910948237557465
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2355088.9339487646,0.0,2044418.074,91.97625223457295,5808247.516648765,0.015835456731300133
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2175613.7775696022,0.0,1846414.993,91.97625223457295,5430769.279269602,0.016936136945766744
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1738904.31203899,0.0,1873828.132,91.97625223457295,5021472.95273899,0.01831658820036141
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1496341.1176029,0.0,1871970.552,91.97625223457295,4777052.1783029,0.019253767554041776
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1456562.8699412453,0.0,1797492.935,91.97625223457295,4662796.3136412455,0.019725556521843296
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1437220.1349369497,0.0,1743075.554,91.97625223457295,4589036.19763695,0.02004260770092305
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,1916510.004538453,0.0,1317297.925,91.97625223457295,4642548.438238453,0.019811586988949543
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2764390.797969036,36032.081612957976,725075.2227,91.97625223457295,4934238.610981993,0.018640414354884265
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2268421.978839451,752915.7744797794,909642.3156,91.97625223457295,5339720.57761923,0.017224918588451966
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2314984.713033623,1440241.4411101793,660676.4162,91.97625223457295,5824643.079043803,0.01579088211696435
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2450877.5572881117,1847903.1087765298,541424.7032,91.97625223457295,6248945.877964642,0.014718682803591626
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2659711.2327773976,1976411.586250019,513056.282,91.97625223457295,6557919.609727416,0.014025218012453801
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2539119.668599057,2130338.543840487,526862.4062000001,91.97625223457295,6605061.127339545,0.013925117491171517
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2484678.229742077,2133017.492775721,574825.8208,91.97625223457295,6601262.052017798,0.013933131499674173
0.0,0.0,0.0,0.0,91.97625223457295,0.0,0.0,0.0,0.0,1408740.5087000001,2409783.883224036,2113650.411533602,625139.5974,91.97625223457295,6557314.400857639,0.01402651247323802
