house_type,insulation,schedule,Loc_code,Grid_year,Hydro_resource,SH_code,HP_cap,R_cap,P_annual_kWh_SH,Q_annual_kWh_SH,kgCO2_SH,P_avg_peak_kW_SH,Embodied_SH,Occ_code,DW_code,Tank_Volume (L),CS_code,P_annual_kWh_WH,Q_annual_kWh_WH,kgCO2_WH,P_avg_peak_kW_WH,Embodied_WH,scenario,P_annual_kWh_total,Q_annual_kWh_total,P_avg_peak_kW_total,kgCO2_total,Embodied,SH_DW_code
Mod,H1,Ideal,AK,2024,Hhigh,HYD500,6,NA,NA,NA,NA,NA,NA,3,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mod-H1-Ideal-AK-3-HYD500-HYD500-Cpeak-2024-Hhigh,1485.274395,4499.2,0.058588504,132.3169794,3596.723061,HYD500-HYD500
Mod,Nom,Real,AK,2024,Hhigh,HYD500,8.5,NA,NA,NA,NA,NA,NA,3,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mod-Nom-Real-AK-3-HYD500-HYD500-Cpeak-2024-Hhigh,1869.598339,5312.641667,0.074788801,171.1261213,3734.535561,HYD500-HYD500
Mod,H1,Real,AK,2024,Hhigh,HYD500,6,NA,NA,NA,NA,NA,NA,3,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mod-H1-Real-AK-3-HYD500-HYD500-Cpeak-2024-Hhigh,1455.857943,4421.7,0.059643413,130.4231722,3596.723061,HYD500-HYD500
Mod,Nom,Ideal,CH,2024,Hhigh,HYD500,14,NA,NA,NA,NA,NA,NA,3,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mod-Nom-Ideal-CH-3-HYD500-HYD500-Cpeak-2024-Hhigh,5062.842265,13237.93333,0.181035472,495.027473,4503.660561,HYD500-HYD500
Mod,H1,Ideal,CH,2024,Hhigh,HYD500,8.5,NA,NA,NA,NA,NA,NA,3,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mod-H1-Ideal-CH-3-HYD500-HYD500-Cpeak-2024-Hhigh,4274.888528,10774.85546,0.155954934,410.0570768,3734.535561,HYD500-HYD500
Mod,Nom,Real,CH,2024,Hhigh,HYD500,14,NA,NA,NA,NA,NA,NA,3,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mod-Nom-Real-CH-3-HYD500-HYD500-Cpeak-2024-Hhigh,4201.48467,11236.16667,0.190454584,419.6848883,4503.660561,HYD500-HYD500
Mod,H1,Real,CH,2024,Hhigh,HYD500,8.5,NA,NA,NA,NA,NA,NA,3,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mod-H1-Real-CH-3-HYD500-HYD500-Cpeak-2024-Hhigh,3785.071921,9672.914135,0.165993774,368.3784329,3734.535561,HYD500-HYD500
Mass,Nom,Ideal,AK,2024,Hhigh,HYD500,8.5,NA,NA,NA,NA,NA,NA,3,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mass-Nom-Ideal-AK-3-HYD500-HYD500-Cpeak-2024-Hhigh,1644.491409,4686.05,0.043716035,153.5575859,3157.035561,HYD500-HYD500
Mass,H1,Ideal,AK,2024,Hhigh,HYD500,5,NA,NA,NA,NA,NA,NA,3,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mass-H1-Ideal-AK-3-HYD500-HYD500-Cpeak-2024-Hhigh,855.9948479,2765.014644,0.013197407,75.93556815,3117.660561,HYD500-HYD500
Mass,Nom,Real,AK,2024,Hhigh,HYD500,8.5,NA,NA,NA,NA,NA,NA,3,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mass-Nom-Real-AK-3-HYD500-HYD500-Cpeak-2024-Hhigh,1525.666879,4386.708333,0.045841383,144.2491277,3157.035561,HYD500-HYD500
Mass,H1,Real,AK,2024,Hhigh,HYD500,5,NA,NA,NA,NA,NA,NA,3,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mass-H1-Real-AK-3-HYD500-HYD500-Cpeak-2024-Hhigh,852.6025736,2756.204067,0.013192721,75.73846826,3117.660561,HYD500-HYD500
