house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),kgCO2_oper_life,P_annual_kWh_life,kgCO2_embod_life,kgCO2_total_life
Mass,Nom,Real,CH,Hhigh,HPl,NA,NA,NA,8.5,NA,1631.45354771,21261.623416,1147.2006975,2778.6542452100002
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,3,NA,11.2,1000,4866.2393408,67111.03487,4860.8777205999995,9727.1170614
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,4,NA,11.2,1000,5037.7193861,70102.793508,4860.8777205999995,9898.5971067
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,5,NA,11.2,1000,5229.3916513,73216.196416,4860.8777205999995,10090.2693719
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,3,NA,14,200,4423.0731561,62248.700734000005,3838.7953681,8261.8685242
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,4,NA,14,200,4578.4402669,65308.604944,3838.7953681,8417.235635000001
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,5,NA,14,200,4759.4016119,68510.981308,3838.7953681,8598.19698
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,3,NA,14,500,4589.9514703,64200.480652,4383.7453671,8973.6968374
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,4,NA,14,500,4750.9584507,67250.57295,4383.7453671,9134.7038178
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,5,NA,14,500,4935.5846282,70449.499054,4383.7453671,9319.3299953
Mass,Nom,Real,CH,Hhigh,R,NA,NA,15.5,NA,NA,9458.1069652,121753.23364600001,1163.1529415,10621.259906700001
Mass,Nom,Real,CH,Hhigh,Rb,NA,NA,7,NA,NA,3785.1638365,45620.10706,581.5764706399999,4366.7403071399995
Mass,Nom,Real,CH,Hhigh,Rl,NA,NA,8.5,NA,NA,5672.9431286,76133.126564,581.5764706399999,6254.5195992399995
Mass,Nom,Real,CH,Hlow,HP,NA,NA,NA,15.5,NA,3614.934008,34682.742138,2271.378912,5886.31292
Mass,Nom,Real,CH,Hlow,HPl,NA,NA,NA,8.5,NA,2125.75771264,21261.623416,1147.2006975,3272.95841014
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,3,NA,11.2,1000,6388.225271,67111.03487,4860.8777205999995,11249.1029916
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,4,NA,11.2,1000,6580.706912,70102.793508,4860.8777205999995,11441.5846326
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,5,NA,11.2,1000,6795.9843798,73216.196416,4860.8777205999995,11656.8621004
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,3,NA,14,200,5847.7019241,62248.700734000005,3838.7953681,9686.4972922
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,4,NA,14,200,6026.7816795,65308.604944,3838.7953681,9865.5770476
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,5,NA,14,200,6236.5682988,68510.981308,3838.7953681,10075.3636669
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,3,NA,14,500,6037.6455967,64200.480652,4383.7453671,10421.3909638
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,4,NA,14,500,6220.7642792999995,67250.57295,4383.7453671,10604.5096464
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,5,NA,14,500,6433.6363359,70449.499054,4383.7453671,10817.381703
Mass,Nom,Real,CH,Hlow,R,NA,NA,15.5,NA,NA,12278.612766,121753.23364600001,1163.1529415,13441.7657075
Mass,Nom,Real,CH,Hlow,Rb,NA,NA,7,NA,NA,4906.3974484,45620.10706,581.5764706399999,5487.97391904
Mass,Nom,Real,CH,Hlow,Rl,NA,NA,8.5,NA,NA,7372.2153175,76133.126564,581.5764706399999,7953.79178814
Mod,H1,Ideal,AK,Hhigh,HP,NA,NA,NA,7,NA,908.56415222,12130.818469,990.9950956399999,1899.55924786
Mod,H1,Ideal,AK,Hhigh,HPl,NA,NA,NA,5,NA,710.54028813,9609.3498314,815.29411766,1525.83440579
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2193.4065972,34032.377456,4644.1453674,6837.5519646
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2350.05536045,37064.705876,4644.1453674,6994.2007278500005
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2531.4928849,40152.52164,4644.1453674,7175.6382523
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,2107.73038015,32777.124006,3411.4453681,5519.17574825
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2259.39220485,35903.604154,3411.4453681,5670.83757295
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,2442.3917358999997,39159.70245,3411.4453681,5853.837104
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,3,NA,6,500,2121.6379104000002,32682.427976000003,3956.3953671,6078.033277500001
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,4,NA,6,500,2270.65203565,35620.153052,3956.3953671,6227.04740275
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,5,NA,6,500,2446.1803793,38701.686804,3956.3953671,6402.5757464
Mod,H1,Ideal,AK,Hhigh,R,NA,NA,8.5,NA,NA,3722.3956268,49768.136637999996,1744.7294117000001,5467.1250385
Mod,H1,Ideal,AK,Hhigh,Rb,NA,NA,4,NA,NA,991.39775108,12703.9148104,1163.1529415,2154.55069258
Mod,H1,Ideal,AK,Hhigh,Rl,NA,NA,4.5,NA,NA,2730.9978754,37064.221832,581.5764706399999,3312.57434604
Mod,H1,Ideal,AK,Hlow,HP,NA,NA,NA,7,NA,1455.73097095,12130.818469,990.9950956399999,2446.72606659
Mod,H1,Ideal,AK,Hlow,HPl,NA,NA,NA,5,NA,1112.6783026,9609.3498314,815.29411766,1927.97242026
Mod,H1,Ideal,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,3211.5273417999997,34032.377456,4644.1453674,7855.6727092
Mod,H1,Ideal,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,3385.6534959,37064.705876,4644.1453674,8029.7988633
Mod,H1,Ideal,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,3587.4765779,40152.52164,4644.1453674,8231.621945300001
Mod,H1,Ideal,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,3168.2404083,32777.124006,3411.4453681,6579.6857764
Mod,H1,Ideal,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,3342.6665765,35903.604154,3411.4453681,6754.111944599999
Mod,H1,Ideal,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,3554.0147981,39159.70245,3411.4453681,6965.4601662000005
Mod,H1,Ideal,AK,Hlow,HYD500,HYD500,3,NA,6,500,3157.1311144,32682.427976000003,3956.3953671,7113.5264815
Mod,H1,Ideal,AK,Hlow,HYD500,HYD500,4,NA,6,500,3327.8849818999997,35620.153052,3956.3953671,7284.280349
Mod,H1,Ideal,AK,Hlow,HYD500,HYD500,5,NA,6,500,3529.8196827,38701.686804,3956.3953671,7486.2150498
Mod,H1,Ideal,AK,Hlow,R,NA,NA,8.5,NA,NA,5964.7389589,49768.136637999996,1744.7294117000001,7709.4683706000005
Mod,H1,Ideal,AK,Hlow,Rb,NA,NA,4,NA,NA,1686.11758078,12703.9148104,1163.1529415,2849.27052228
Mod,H1,Ideal,AK,Hlow,Rl,NA,NA,4.5,NA,NA,4278.6213794000005,37064.221832,581.5764706399999,4860.19785004
Mod,H1,Ideal,CH,Hhigh,HP,NA,NA,NA,12.5,NA,4081.7269129,53667.51643,1694.9379161,5776.664829
Mod,H1,Ideal,CH,Hhigh,HPl,NA,NA,NA,8,NA,2132.6862717,28825.354052,1092.5720929200002,3225.25836462
Mod,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,3,NA,8.5,1000,6723.2520671,96789.96813200001,4795.7391174,11518.9911845
Mod,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,4,NA,8.5,1000,6911.7232619999995,100239.455932,4795.7391174,11707.4623794
Mod,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,5,NA,8.5,1000,7126.5012947,103791.83122000001,4795.7391174,11922.2404121
Mod,H1,Ideal,CH,Hhigh,HYD200,HYD200,3,NA,11.2,200,6233.8843028,87963.768178,4068.5214702,10302.405773
Mod,H1,Ideal,CH,Hhigh,HYD200,HYD200,4,NA,11.2,200,6387.4960026,90924.163638,4068.5214702,10456.0174728
Mod,H1,Ideal,CH,Hhigh,HYD200,HYD200,5,NA,11.2,200,6564.0829435,94012.024018,4068.5214702,10632.604413699999
Mod,H1,Ideal,CH,Hhigh,HYD500,HYD500,3,NA,8.5,500,6535.0703868,94076.026858,4107.9891171,10643.0595039
Mod,H1,Ideal,CH,Hhigh,HYD500,HYD500,4,NA,8.5,500,6713.3574933,97518.06024400001,4107.9891171,10821.3466104
Mod,H1,Ideal,CH,Hhigh,HYD500,HYD500,5,NA,8.5,500,6916.1686394,101065.36151799999,4107.9891171,11024.1577565
Mod,H1,Ideal,CH,Hhigh,R,NA,NA,12.5,NA,NA,13755.3856735,186198.467004,1744.7294117000001,15500.115085200001
Mod,H1,Ideal,CH,Hhigh,Rb,NA,NA,4.5,NA,NA,5859.1589267,76497.958416,1163.1529415,7022.3118682
Mod,H1,Ideal,CH,Hhigh,Rl,NA,NA,8,NA,NA,7896.2267467,109700.508588,581.5764706399999,8477.80321734
Mod,H1,Ideal,CH,Hlow,HP,NA,NA,NA,12.5,NA,5994.684614,53667.51643,1694.9379161,7689.6225300999995
Mod,H1,Ideal,CH,Hlow,HPl,NA,NA,NA,8,NA,2992.958603,28825.354052,1092.5720929200002,4085.53069592
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,3,NA,8.5,1000,9691.6130039,96789.96813200001,4795.7391174,14487.3521213
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,4,NA,8.5,1000,9902.4536329,100239.455932,4795.7391174,14698.1927503
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,5,NA,8.5,1000,10139.0509085,103791.83122000001,4795.7391174,14934.7900259
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,3,NA,11.2,200,9103.005054,87963.768178,4068.5214702,13171.526524199999
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,4,NA,11.2,200,9282.2326816,90924.163638,4068.5214702,13350.7541518
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,5,NA,11.2,200,9484.9189009,94012.024018,4068.5214702,13553.4403711
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,3,NA,8.5,500,9463.1020841,94076.026858,4107.9891171,13571.0912012
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,4,NA,8.5,500,9665.8604317,97518.06024400001,4107.9891171,13773.8495488
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,5,NA,8.5,500,9893.813211800001,101065.36151799999,4107.9891171,14001.802328900001
Mod,H1,Ideal,CH,Hlow,R,NA,NA,12.5,NA,NA,20279.4084111,186198.467004,1744.7294117000001,22024.137822800003
Mod,H1,Ideal,CH,Hlow,Rb,NA,NA,4.5,NA,NA,9093.5959889,76497.958416,1163.1529415,10256.748930400001
Mod,H1,Ideal,CH,Hlow,Rl,NA,NA,8,NA,NA,11185.8124221,109700.508588,581.5764706399999,11767.38889274
Mod,H1,Real,AK,Hhigh,HP,NA,NA,NA,7,NA,880.11635832,11655.570517799999,990.9950956399999,1871.1114539599998
Mod,H1,Real,AK,Hhigh,HPl,NA,NA,NA,5,NA,711.4397163,9621.5701186,815.29411766,1526.73383396
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2153.79672125,33386.33947,4644.1453674,6797.94208865
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2309.9794703000002,36416.600836000005,4644.1453674,6954.124837700001
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2490.9751192,39503.761902000006,4644.1453674,7135.120486600001
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,2068.69026145,32099.29855,3411.4453681,5480.13562955
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2220.5645508,35225.87838,3411.4453681,5632.009918899999
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,2403.82961075,38481.830111999996,3411.4453681,5815.2749788500005
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,3,NA,6,500,2084.9844659,32037.627622,3956.3953671,6041.379833
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,4,NA,6,500,2234.0051197000003,34973.579454,3956.3953671,6190.4004868
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,5,NA,6,500,2409.5342073,38054.573414,3956.3953671,6365.9295744
Mod,H1,Real,AK,Hhigh,R,NA,NA,8.5,NA,NA,3623.1387453,48075.879302,1744.7294117000001,5367.868157000001
Mod,H1,Real,AK,Hhigh,Rb,NA,NA,4,NA,NA,888.61692899,10963.6822218,1163.1529415,2051.76987049
Mod,H1,Real,AK,Hhigh,Rl,NA,NA,4.5,NA,NA,2734.521816,37112.197078000005,581.5764706399999,3316.09828664
Mod,H1,Real,AK,Hlow,HP,NA,NA,NA,7,NA,1389.15903762,11655.570517799999,990.9950956399999,2380.15413326
Mod,H1,Real,AK,Hlow,HPl,NA,NA,NA,5,NA,1114.3231859100001,9621.5701186,815.29411766,1929.61730357
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,3118.7710972,33386.33947,4644.1453674,7762.916464600001
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,3291.59589,36416.600836000005,4644.1453674,7935.741257400001
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,3493.6159575,39503.761902000006,4644.1453674,8137.7613249000005
Mod,H1,Real,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,3073.9211493,32099.29855,3411.4453681,6485.3665174
Mod,H1,Real,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,3248.4899864,35225.87838,3411.4453681,6659.935354499999
Mod,H1,Real,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,3460.0477854,38481.830111999996,3411.4453681,6871.4931535
Mod,H1,Real,AK,Hlow,HYD500,HYD500,3,NA,6,500,3067.0459674,32037.627622,3956.3953671,7023.441334499999
Mod,H1,Real,AK,Hlow,HYD500,HYD500,4,NA,6,500,3237.5334067,34973.579454,3956.3953671,7193.9287738
Mod,H1,Real,AK,Hlow,HYD500,HYD500,5,NA,6,500,3439.2488856,38054.573414,3956.3953671,7395.6442527
Mod,H1,Real,AK,Hlow,R,NA,NA,8.5,NA,NA,5727.1690884,48075.879302,1744.7294117000001,7471.8985001
Mod,H1,Real,AK,Hlow,Rb,NA,NA,4,NA,NA,1442.07775431,10963.6822218,1163.1529415,2605.23069581
Mod,H1,Real,AK,Hlow,Rl,NA,NA,4.5,NA,NA,4285.0913342,37112.197078000005,581.5764706399999,4866.66780484
Mod,H1,Real,CH,Hhigh,HP,NA,NA,NA,12.5,NA,3563.3201887,45767.614024,1694.9379161,5258.2581048
Mod,H1,Real,CH,Hhigh,HPl,NA,NA,NA,8,NA,2143.20880873,28972.258568,1092.5720929200002,3235.78090165
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,3,NA,8.5,1000,6010.8731898,86009.09037600001,4795.7391174,10806.612307200001
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,4,NA,8.5,1000,6199.2201016,89450.278742,4795.7391174,10994.959219
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,5,NA,8.5,1000,6412.8826985,93001.45478799999,4795.7391174,11208.6218159
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,3,NA,11.2,200,5476.7381666,76732.171824,4068.5214702,9545.2596368
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,4,NA,11.2,200,5630.5892538,79700.407754,4068.5214702,9699.110724
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,5,NA,11.2,200,5807.1254746,82779.842772,4068.5214702,9875.6469448
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,3,NA,8.5,500,5821.841843,83309.208906,4107.9891171,9929.8309601
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,4,NA,8.5,500,5999.9942118,86744.966484,4107.9891171,10107.9833289
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,5,NA,8.5,500,6201.8816156,90291.07522599999,4107.9891171,10309.870732700001
Mod,H1,Real,CH,Hhigh,R,NA,NA,12.5,NA,NA,12204.4827005,162021.093872,1744.7294117000001,13949.2121122
Mod,H1,Real,CH,Hhigh,Rb,NA,NA,4.5,NA,NA,4268.4885707,51742.477776,1163.1529415,5431.6415122
Mod,H1,Real,CH,Hhigh,Rl,NA,NA,8,NA,NA,7935.9941297,110278.616096,581.5764706399999,8517.57060034
Mod,H1,Real,CH,Hlow,HP,NA,NA,NA,12.5,NA,5045.0770007,45767.614024,1694.9379161,6740.0149168
Mod,H1,Real,CH,Hlow,HPl,NA,NA,NA,8,NA,3008.924165,28972.258568,1092.5720929200002,4101.49625792
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,3,NA,8.5,1000,8418.0710549,86009.09037600001,4795.7391174,13213.8101723
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,4,NA,8.5,1000,8627.2210844,89450.278742,4795.7391174,13422.9602018
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,5,NA,8.5,1000,8863.4859932,93001.45478799999,4795.7391174,13659.2251106
Mod,H1,Real,CH,Hlow,HYD200,HYD200,3,NA,11.2,200,7770.2337136,76732.171824,4068.5214702,11838.7551838
Mod,H1,Real,CH,Hlow,HYD200,HYD200,4,NA,11.2,200,7950.2336774,79700.407754,4068.5214702,12018.755147599999
Mod,H1,Real,CH,Hlow,HYD200,HYD200,5,NA,11.2,200,8152.3190936,82779.842772,4068.5214702,12220.8405638
Mod,H1,Real,CH,Hlow,HYD500,HYD500,3,NA,8.5,500,8192.4528802,83309.208906,4107.9891171,12300.4419973
Mod,H1,Real,CH,Hlow,HYD500,HYD500,4,NA,8.5,500,8394.2741589,86744.966484,4107.9891171,12502.263276
Mod,H1,Real,CH,Hlow,HYD500,HYD500,5,NA,8.5,500,8622.7268922,90291.07522599999,4107.9891171,12730.7160093
Mod,H1,Real,CH,Hlow,R,NA,NA,12.5,NA,NA,17407.2528485,162021.093872,1744.7294117000001,19151.9822602
Mod,H1,Real,CH,Hlow,Rb,NA,NA,4.5,NA,NA,6159.9771116,51742.477776,1163.1529415,7323.1300531
Mod,H1,Real,CH,Hlow,Rl,NA,NA,8,NA,NA,11247.2757362,110278.616096,581.5764706399999,11828.85220684
Mod,Nom,Ideal,AK,Hhigh,HP,NA,NA,NA,11,NA,1404.1194282,18751.5341552,1464.1510982999998,2868.2705264999995
Mod,Nom,Ideal,AK,Hhigh,HPl,NA,NA,NA,8,NA,904.88105518,12005.883610600002,1092.5720929200002,1997.4531481000001
Mod,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,3,NA,6,1000,2928.5982713000003,43915.977644,4795.7391174,7724.337388700001
Mod,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,4,NA,6,1000,3084.1605254,46847.902749999994,4795.7391174,7879.899642800001
Mod,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,5,NA,6,1000,3268.1144344,49935.73211,4795.7391174,8063.853551800001
Mod,Nom,Ideal,AK,Hhigh,HYD200,HYD200,3,NA,11.2,200,2397.0224193999998,35951.770118,4068.5214702,6465.5438896
Mod,Nom,Ideal,AK,Hhigh,HYD200,HYD200,4,NA,11.2,200,2520.6031698,38474.207793999994,4068.5214702,6589.12464
Mod,Nom,Ideal,AK,Hhigh,HYD200,HYD200,5,NA,11.2,200,2669.9023658,41124.463534,4068.5214702,6738.423836
Mod,Nom,Ideal,AK,Hhigh,HYD500,HYD500,3,NA,8.5,500,2923.0048503,43894.127904,4107.9891171,7030.9939674
Mod,Nom,Ideal,AK,Hhigh,HYD500,HYD500,4,NA,8.5,500,3080.0428489,47002.558284,4107.9891171,7188.0319660000005
Mod,Nom,Ideal,AK,Hhigh,HYD500,HYD500,5,NA,8.5,500,3265.1792294,50252.399846,4107.9891171,7373.168346500001
Mod,Nom,Ideal,AK,Hhigh,R,NA,NA,12,NA,NA,5579.7261763,74591.237248,1744.7294117000001,7324.455588
Mod,Nom,Ideal,AK,Hhigh,Rb,NA,NA,4,NA,NA,1884.95097121,25454.050929999998,1163.1529415,3048.1039127100003
Mod,Nom,Ideal,AK,Hhigh,Rl,NA,NA,8,NA,NA,3694.7752056,49137.18634000001,581.5764706399999,4276.3516762399995
Mod,Nom,Ideal,AK,Hlow,HP,NA,NA,NA,11,NA,2224.60129765,18751.5341552,1464.1510982999998,3688.75239595
Mod,Nom,Ideal,AK,Hlow,HPl,NA,NA,NA,8,NA,1374.04782329,12005.883610600002,1092.5720929200002,2466.61991621
Mod,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,3,NA,6,1000,4360.9566872,43915.977644,4795.7391174,9156.6958046
Mod,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,4,NA,6,1000,4537.9384489,46847.902749999994,4795.7391174,9333.6775663
Mod,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,5,NA,6,1000,4745.1874894,49935.73211,4795.7391174,9540.9266068
Mod,Nom,Ideal,AK,Hlow,HYD200,HYD200,3,NA,11.2,200,3650.9700784,35951.770118,4068.5214702,7719.4915486
Mod,Nom,Ideal,AK,Hlow,HYD200,HYD200,4,NA,11.2,200,3793.7027347,38474.207793999994,4068.5214702,7862.2242049
Mod,Nom,Ideal,AK,Hlow,HYD200,HYD200,5,NA,11.2,200,3968.3664292000003,41124.463534,4068.5214702,8036.887899400001
Mod,Nom,Ideal,AK,Hlow,HYD500,HYD500,3,NA,8.5,500,4388.9470358,43894.127904,4107.9891171,8496.9361529
Mod,Nom,Ideal,AK,Hlow,HYD500,HYD500,4,NA,8.5,500,4567.7818563,47002.558284,4107.9891171,8675.7709734
Mod,Nom,Ideal,AK,Hlow,HYD500,HYD500,5,NA,8.5,500,4780.3898001,50252.399846,4107.9891171,8888.3789172
Mod,Nom,Ideal,AK,Hlow,R,NA,NA,12,NA,NA,8831.686388,74591.237248,1744.7294117000001,10576.4157997
Mod,Nom,Ideal,AK,Hlow,Rb,NA,NA,4,NA,NA,3218.1986977,25454.050929999998,1163.1529415,4381.3516392
Mod,Nom,Ideal,AK,Hlow,Rl,NA,NA,8,NA,NA,5613.4876897,49137.18634000001,581.5764706399999,6195.06416034
Mod,Nom,Ideal,CH,Hhigh,HP,NA,NA,NA,15.5,NA,5246.4296951,68978.44129,2271.378912,7517.8086071
Mod,Nom,Ideal,CH,Hhigh,HPl,NA,NA,NA,9,NA,2367.5239001,31557.408124,1204.5607321000002,3572.0846322
Mod,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,3,NA,14,1000,8095.3561822,114020.97445200001,5641.7766174,13737.1327996
Mod,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,4,NA,14,1000,8266.8505817,117093.821856,5641.7766174,13908.6271991
Mod,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,5,NA,14,1000,8461.468780700001,120294.88497399999,5641.7766174,14103.2453981
Mod,Nom,Ideal,CH,Hhigh,HYD200,HYD200,3,NA,14,200,7747.7108766,109573.77992,4409.0766181,12156.7874947
Mod,Nom,Ideal,CH,Hhigh,HYD200,HYD200,4,NA,14,200,7903.6090441,112636.270802,4409.0766181,12312.6856622
Mod,Nom,Ideal,CH,Hhigh,HYD200,HYD200,5,NA,14,200,8084.7869664,115838.784446,4409.0766181,12493.863584499999
Mod,Nom,Ideal,CH,Hhigh,HYD500,HYD500,3,NA,14,500,7907.7566644,111420.01156,4954.026617099999,12861.7832815
Mod,Nom,Ideal,CH,Hhigh,HYD500,HYD500,4,NA,14,500,8066.6664222,114471.832112,4954.026617099999,13020.6930393
Mod,Nom,Ideal,CH,Hhigh,HYD500,HYD500,5,NA,14,500,8251.1884926,117669.14302,4954.026617099999,13205.215109699999
Mod,Nom,Ideal,CH,Hhigh,R,NA,NA,15.5,NA,NA,17838.8398081,240321.65696,1744.7294117000001,19583.569219800003
Mod,Nom,Ideal,CH,Hhigh,Rb,NA,NA,6.5,NA,NA,8374.0261597,111234.337258,1163.1529415,9537.179101200001
Mod,Nom,Ideal,CH,Hhigh,Rl,NA,NA,9,NA,NA,9464.8136477,129087.31981199999,581.5764706399999,10046.390118340001
Mod,Nom,Ideal,CH,Hlow,HP,NA,NA,NA,15.5,NA,7550.481950699999,68978.44129,2271.378912,9821.8608627
Mod,Nom,Ideal,CH,Hlow,HPl,NA,NA,NA,9,NA,3238.9063036,31557.408124,1204.5607321000002,4443.4670356999995
Mod,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,3,NA,14,1000,11540.987532699999,114020.97445200001,5641.7766174,17182.7641501
Mod,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,4,NA,14,1000,11734.7327872,117093.821856,5641.7766174,17376.5094046
Mod,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,5,NA,14,1000,11952.8440692,120294.88497399999,5641.7766174,17594.6206866
Mod,Nom,Ideal,CH,Hlow,HYD200,HYD200,3,NA,14,200,11136.2605723,109573.77992,4409.0766181,15545.3371904
Mod,Nom,Ideal,CH,Hlow,HYD200,HYD200,4,NA,14,200,11316.3782932,112636.270802,4409.0766181,15725.4549113
Mod,Nom,Ideal,CH,Hlow,HYD200,HYD200,5,NA,14,200,11526.621502599999,115838.784446,4409.0766181,15935.698120699999
Mod,Nom,Ideal,CH,Hlow,HYD500,HYD500,3,NA,14,500,11318.2047873,111420.01156,4954.026617099999,16272.231404399998
Mod,Nom,Ideal,CH,Hlow,HYD500,HYD500,4,NA,14,500,11500.437430599999,114471.832112,4954.026617099999,16454.4640477
Mod,Nom,Ideal,CH,Hlow,HYD500,HYD500,5,NA,14,500,11711.6911828,117669.14302,4954.026617099999,16665.717799899998
Mod,Nom,Ideal,CH,Hlow,R,NA,NA,15.5,NA,NA,25697.199942,240321.65696,1744.7294117000001,27441.929353699998
Mod,Nom,Ideal,CH,Hlow,Rb,NA,NA,6.5,NA,NA,12606.440802,111234.337258,1163.1529415,13769.5937435
Mod,Nom,Ideal,CH,Hlow,Rl,NA,NA,9,NA,NA,13090.759141300001,129087.31981199999,581.5764706399999,13672.335611940001
Mod,Nom,Real,AK,Hhigh,HP,NA,NA,NA,11,NA,1288.40410397,16819.9886888,1464.1510982999998,2752.55520227
Mod,Nom,Real,AK,Hhigh,HPl,NA,NA,NA,8,NA,906.45017663,12030.230258200001,1092.5720929200002,1999.0222695500001
Mod,Nom,Real,AK,Hhigh,HYD1000,HYD1000,3,NA,6,1000,2769.4062955,41283.08382,4795.7391174,7565.1454129
Mod,Nom,Real,AK,Hhigh,HYD1000,HYD1000,4,NA,6,1000,2924.4501726,44210.786928,4795.7391174,7720.18929
Mod,Nom,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,6,1000,3108.0112587,47297.531402,4795.7391174,7903.750376100001
Mod,Nom,Real,AK,Hhigh,HYD200,HYD200,3,NA,11.2,200,2245.5011372999998,33432.62835,4068.5214702,6314.022607499999
Mod,Nom,Real,AK,Hhigh,HYD200,HYD200,4,NA,11.2,200,2368.8031566,35955.137195999996,4068.5214702,6437.3246268
