house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),kgCO2_oper_life,P_annual_kWh_life,kgCO2_embod_life,kgCO2_total_life
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2485.4946927,39495.260001999995,4644.1453674,7129.6400601000005
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,2064.4598954,32088.603954,3411.4453681,5475.9052635
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2216.67812545,35216.877872000005,3411.4453681,5628.12349355
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,2398.02717565,38457.454442,3411.4453681,5809.47254375
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,3,NA,6,500,2080.454855,32028.874746,3956.3953671,6036.8502221
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,4,NA,6,500,2229.09739215,34965.296256,3956.3953671,6185.49275925
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,5,NA,6,500,2404.1056946,38044.539478,3956.3953671,6360.5010617
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,3116.8659031,33379.52629,4644.1453674,7761.011270500001
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,3288.9609809,36408.27806,4644.1453674,7933.1063483
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,3490.7367214,39495.260001999995,4644.1453674,8134.882088800001
Mod,H1,Real,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,3070.1875638,32088.603954,3411.4453681,6481.6329319
Mod,H1,Real,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,3244.8659858,35216.877872000005,3411.4453681,6656.3113539000005
Mod,H1,Real,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,3454.6346439999998,38457.454442,3411.4453681,6866.080012099999
Mod,H1,Real,AK,Hlow,HYD500,HYD500,3,NA,6,500,3063.8973051,32028.874746,3956.3953671,7020.292672199999
