house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),kgCO2_oper_life,P_annual_kWh_life,kgCO2_embod_life,kgCO2_total_life
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,4,NA,6,500,1983.5794304600001,34903.778505,3956.3953671,5939.97479756
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,5,NA,6,500,2158.0741852,37985.18449,3956.3953671,6114.4695523
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,2726.1278112,33742.62433,4644.1453674,7370.2731786
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,2875.6705689,36778.207342,4644.1453674,7519.8159363
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,3071.9610096,39829.953333,4644.1453674,7716.106377
Mod,H1,Real,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,3020.6995268,32143.530954,3411.4453681,6432.1448949000005
Mod,H1,Real,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,3202.2235104,35277.41834,3411.4453681,6613.668878500001
Mod,H1,Real,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,3417.6530747,38544.293652,3411.4453681,6829.0984428
Mod,H1,Real,AK,Hlow,HYD500,HYD500,3,NA,6,500,2848.6960628,31978.634927,3956.3953671,6805.0914299
Mod,H1,Real,AK,Hlow,HYD500,HYD500,4,NA,6,500,3011.6806206,34906.636518,3956.3953671,6968.0759877
Mod,H1,Real,AK,Hlow,HYD500,HYD500,5,NA,6,500,3212.7644201,37986.577877,3956.3953671,7169.1597872
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,3,NA,8.5,1000,5486.7698296,85657.88165699999,4795.7391174,10282.508947
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,4,NA,8.5,1000,5648.9796183,89039.55582,4795.7391174,10444.7187357
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,5,NA,8.5,1000,5855.3763724,92576.153857,4795.7391174,10651.1154898
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,3,NA,11.2,200,5422.5549034000005,76764.480528,4068.5214702,9491.0763736
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,4,NA,11.2,200,5580.5214284,79739.701508,4068.5214702,9649.0428986
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,5,NA,11.2,200,5762.7403822,82843.872813,4068.5214702,9831.261852399999
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,3,NA,8.5,500,5547.7531922,83184.176117,4107.9891171,9655.7423093
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,4,NA,8.5,500,5723.2637647,86623.11955,4107.9891171,9831.2528818
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,5,NA,8.5,500,5931.2252567000005,90181.383377,4107.9891171,10039.214373800001
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,3,NA,8.5,1000,7954.1138501000005,85672.674977,4795.7391174,12749.8529675
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,4,NA,8.5,1000,8143.1374141999995,89055.212115,4795.7391174,12938.876531599999
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,5,NA,8.5,1000,8378.0213441,92591.505726,4795.7391174,13173.7604615
Mod,H1,Real,CH,Hlow,HYD200,HYD200,3,NA,11.2,200,7721.6421615,76768.506859,4068.5214702,11790.1636317
Mod,H1,Real,CH,Hlow,HYD200,HYD200,4,NA,11.2,200,7906.4719181,79743.781742,4068.5214702,11974.9933883
Mod,H1,Real,CH,Hlow,HYD200,HYD200,5,NA,11.2,200,8113.7797013,82846.662731,4068.5214702,12182.3011715
Mod,H1,Real,CH,Hlow,HYD500,HYD500,3,NA,8.5,500,7954.309151699999,83192.159667,4107.9891171,12062.2982688
Mod,H1,Real,CH,Hlow,HYD500,HYD500,4,NA,8.5,500,8155.2455194,86628.108013,4107.9891171,12263.234636500001
Mod,H1,Real,CH,Hlow,HYD500,HYD500,5,NA,8.5,500,8387.347738,90188.333873,4107.9891171,12495.3368551
Mod,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,3,NA,6,1000,2489.62804785,43667.239052,4795.7391174,7285.36716525
Mod,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,4,NA,6,1000,2615.7660974,46571.437680999996,4795.7391174,7411.5052148
Mod,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,5,NA,6,1000,2783.5412063999997,49600.433377,4795.7391174,7579.2803238
Mod,Nom,Ideal,AK,Hhigh,HYD200,HYD200,3,NA,11.2,200,2352.0929099,35977.392246,4068.5214702,6420.6143801
Mod,Nom,Ideal,AK,Hhigh,HYD200,HYD200,4,NA,11.2,200,2478.60928375,38506.350774,4068.5214702,6547.130753949999
Mod,Nom,Ideal,AK,Hhigh,HYD200,HYD200,5,NA,11.2,200,2633.8453049,41166.826213,4068.5214702,6702.366775099999
Mod,Nom,Ideal,AK,Hhigh,HYD500,HYD500,3,NA,8.5,500,2670.3386845,43830.054877,4107.9891171,6778.3278016
Mod,Nom,Ideal,AK,Hhigh,HYD500,HYD500,4,NA,8.5,500,2818.5285083999997,46933.169038,4107.9891171,6926.5176255
Mod,Nom,Ideal,AK,Hhigh,HYD500,HYD500,5,NA,8.5,500,3003.6260624,50187.431029,4107.9891171,7111.6151795000005
Mod,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,3,NA,6,1000,3940.7303578,43670.718043,4795.7391174,8736.4694752
Mod,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,4,NA,6,1000,4094.0592358,46575.884115,4795.7391174,8889.7983532
Mod,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,5,NA,6,1000,4294.760717,49604.846565,4795.7391174,9090.499834400001
Mod,Nom,Ideal,AK,Hlow,HYD200,HYD200,3,NA,11.2,200,3609.0777724,35977.89998,4068.5214702,7677.599242599999
Mod,Nom,Ideal,AK,Hlow,HYD200,HYD200,4,NA,11.2,200,3756.7535608,38506.773393,4068.5214702,7825.275030999999
Mod,Nom,Ideal,AK,Hlow,HYD200,HYD200,5,NA,11.2,200,3935.0766015,41167.750501,4068.5214702,8003.5980717
Mod,Nom,Ideal,AK,Hlow,HYD500,HYD500,3,NA,8.5,500,4154.982386,43831.460628,4107.9891171,8262.9715031
Mod,Nom,Ideal,AK,Hlow,HYD500,HYD500,4,NA,8.5,500,4328.4174139,46934.539174,4107.9891171,8436.406531
Mod,Nom,Ideal,AK,Hlow,HYD500,HYD500,5,NA,8.5,500,4541.690114,50189.275061,4107.9891171,8649.679231099999
Mod,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,3,NA,14,1000,7612.5256619,113460.02794,5641.7766174,13254.3022793
Mod,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,4,NA,14,1000,7766.828342899999,116532.668057,5641.7766174,13408.6049603
Mod,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,5,NA,14,1000,7957.1845342,119746.014035,5641.7766174,13598.9611516
Mod,Nom,Ideal,CH,Hhigh,HYD200,HYD200,3,NA,14,200,7701.9359707,109622.336608,4409.0766181,12111.0125888
Mod,Nom,Ideal,CH,Hhigh,HYD200,HYD200,4,NA,14,200,7860.094329,112691.478459,4409.0766181,12269.1709471
Mod,Nom,Ideal,CH,Hhigh,HYD200,HYD200,5,NA,14,200,8045.9297706,115902.046235,4409.0766181,12455.0063887
Mod,Nom,Ideal,CH,Hhigh,HYD500,HYD500,3,NA,14,500,7666.6228262,111285.977279,4954.026617099999,12620.6494433
Mod,Nom,Ideal,CH,Hhigh,HYD500,HYD500,4,NA,14,500,7826.1806606,114342.798317,4954.026617099999,12780.2072777
Mod,Nom,Ideal,CH,Hhigh,HYD500,HYD500,5,NA,14,500,8017.6424937,117588.92504799999,4954.026617099999,12971.6691108
Mod,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,3,NA,14,1000,11097.9282109,113471.737459,5641.7766174,16739.7048283
Mod,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,4,NA,14,1000,11279.9638818,116550.531247,5641.7766174,16921.7404992
Mod,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,5,NA,14,1000,11498.0459771,119765.01229,5641.7766174,17139.8225945
Mod,Nom,Ideal,CH,Hlow,HYD200,HYD200,3,NA,14,200,11093.396195199999,109625.320969,4409.0766181,15502.472813299999
Mod,Nom,Ideal,CH,Hlow,HYD200,HYD200,4,NA,14,200,11276.9548285,112695.525,4409.0766181,15686.0314466
Mod,Nom,Ideal,CH,Hlow,HYD200,HYD200,5,NA,14,200,11489.2300772,115904.360429,4409.0766181,15898.3066953
Mod,Nom,Ideal,CH,Hlow,HYD500,HYD500,3,NA,14,500,11096.0814698,111294.17985,4954.026617099999,16050.1080869
Mod,Nom,Ideal,CH,Hlow,HYD500,HYD500,4,NA,14,500,11281.6917302,114348.64134999999,4954.026617099999,16235.7183473
Mod,Nom,Ideal,CH,Hlow,HYD500,HYD500,5,NA,14,500,11499.0847992,117597.598882,4954.026617099999,16453.1114163
Mod,Nom,Real,AK,Hhigh,HYD1000,HYD1000,3,NA,6,1000,2323.92953785,41043.270598,4795.7391174,7119.6686552500005
Mod,Nom,Real,AK,Hhigh,HYD1000,HYD1000,4,NA,6,1000,2449.64986555,43941.217899,4795.7391174,7245.38898295
Mod,Nom,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,6,1000,2618.0468044,46972.277066,4795.7391174,7413.7859218
Mod,Nom,Real,AK,Hhigh,HYD200,HYD200,3,NA,11.2,200,2198.0874645,33460.621599,4068.5214702,6266.6089347
Mod,Nom,Real,AK,Hhigh,HYD200,HYD200,4,NA,11.2,200,2325.25945325,35988.677128,4068.5214702,6393.78092345
Mod,Nom,Real,AK,Hhigh,HYD200,HYD200,5,NA,11.2,200,2479.95179885,38652.108983,4068.5214702,6548.4732690500005
Mod,Nom,Real,AK,Hhigh,HYD500,HYD500,3,NA,8.5,500,2501.07743285,41082.160945999996,4107.9891171,6609.06654995
Mod,Nom,Real,AK,Hhigh,HYD500,HYD500,4,NA,8.5,500,2649.2738841,44185.059277,4107.9891171,6757.2630012
Mod,Nom,Real,AK,Hhigh,HYD500,HYD500,5,NA,8.5,500,2835.3169604,47437.105983,4107.9891171,6943.306077499999
Mod,Nom,Real,AK,Hlow,HYD1000,HYD1000,3,NA,6,1000,3603.3705253,41046.459135,4795.7391174,8399.109642700001
Mod,Nom,Real,AK,Hlow,HYD1000,HYD1000,4,NA,6,1000,3755.2464451,43945.386642,4795.7391174,8550.9855625
Mod,Nom,Real,AK,Hlow,HYD1000,HYD1000,5,NA,6,1000,3956.6317431999996,46976.339525999996,4795.7391174,8752.3708606
Mod,Nom,Real,AK,Hlow,HYD200,HYD200,3,NA,11.2,200,3291.2038773,33461.368593,4068.5214702,7359.7253475
Mod,Nom,Real,AK,Hlow,HYD200,HYD200,4,NA,11.2,200,3438.9827870999998,35989.593962,4068.5214702,7507.504257299999
Mod,Nom,Real,AK,Hlow,HYD200,HYD200,5,NA,11.2,200,3617.0921184,38652.190057,4068.5214702,7685.613588599999
Mod,Nom,Real,AK,Hlow,HYD500,HYD500,3,NA,8.5,500,3807.2355109,41083.250871,4107.9891171,7915.224628
Mod,Nom,Real,AK,Hlow,HYD500,HYD500,4,NA,8.5,500,3980.4335989,44187.518852,4107.9891171,8088.422716
Mod,Nom,Real,AK,Hlow,HYD500,HYD500,5,NA,8.5,500,4194.4266943,47439.433124999996,4107.9891171,8302.4158114
Mod,Nom,Real,CH,Hhigh,HYD1000,HYD1000,3,NA,14,1000,6322.1348288,94525.094944,5641.7766174,11963.9114462
Mod,Nom,Real,CH,Hhigh,HYD1000,HYD1000,4,NA,14,1000,6478.12368,97586.361288,5641.7766174,12119.9002974
Mod,Nom,Real,CH,Hhigh,HYD1000,HYD1000,5,NA,14,1000,6667.0594185,100802.753246,5641.7766174,12308.8360359
Mod,Nom,Real,CH,Hhigh,HYD200,HYD200,3,NA,14,200,6427.6426737,90677.711528,4409.0766181,10836.7192918
Mod,Nom,Real,CH,Hhigh,HYD200,HYD200,4,NA,14,200,6585.2807794,93737.56034499999,4409.0766181,10994.3573975
Mod,Nom,Real,CH,Hhigh,HYD200,HYD200,5,NA,14,200,6772.6096773,96954.786639,4409.0766181,11181.686295399999
Mod,Nom,Real,CH,Hhigh,HYD500,HYD500,3,NA,14,500,6383.1811935,92358.675231,4954.026617099999,11337.207810599999
Mod,Nom,Real,CH,Hhigh,HYD500,HYD500,4,NA,14,500,6544.8172289,95410.99368500001,4954.026617099999,11498.843846
Mod,Nom,Real,CH,Hhigh,HYD500,HYD500,5,NA,14,500,6735.3210018,98655.05874400001,4954.026617099999,11689.3476189
Mod,Nom,Real,CH,Hlow,HYD1000,HYD1000,3,NA,14,1000,8985.6284516,94539.424316,5641.7766174,14627.405069
Mod,Nom,Real,CH,Hlow,HYD1000,HYD1000,4,NA,14,1000,9166.2508778,97605.27481799999,5641.7766174,14808.0274952
Mod,Nom,Real,CH,Hlow,HYD1000,HYD1000,5,NA,14,1000,9385.5807966,100823.256062,5641.7766174,15027.357413999998
Mod,Nom,Real,CH,Hlow,HYD200,HYD200,3,NA,14,200,8986.5825903,90680.597204,4409.0766181,13395.6592084
Mod,Nom,Real,CH,Hlow,HYD200,HYD200,4,NA,14,200,9169.1431785,93743.432198,4409.0766181,13578.2197966
Mod,Nom,Real,CH,Hlow,HYD200,HYD200,5,NA,14,200,9383.0408195,96956.52689,4409.0766181,13792.1174376
Mod,Nom,Real,CH,Hlow,HYD500,HYD500,3,NA,14,500,8987.0973746,92367.191904,4954.026617099999,13941.123991699998
Mod,Nom,Real,CH,Hlow,HYD500,HYD500,4,NA,14,500,9172.5344528,95420.107717,4954.026617099999,14126.561069899999
Mod,Nom,Real,CH,Hlow,HYD500,HYD500,5,NA,14,500,9390.6835426,98665.431421,4954.026617099999,14344.7101597
NA,NA,NA,AK,Hhigh,NA,HP,1,NA,4,135,217.88353668,5990.0627459,543.52941181,761.4129484900001
NA,NA,NA,AK,Hhigh,NA,HP,2,NA,4,135,244.116917511,6621.3131351,543.52941181,787.646329321
NA,NA,NA,AK,Hhigh,NA,HP,3,NA,4,180,344.92017183,9351.9367046,679.4117646799999,1024.3319365099999
NA,NA,NA,AK,Hhigh,NA,HP,4,NA,4,300,637.95210673,17692.5048435,883.2352941500001,1521.18740088
NA,NA,NA,AK,Hhigh,NA,HP,5,NA,4,300,670.8977305999999,18502.9454105,883.2352941500001,1554.13302475
NA,NA,NA,AK,Hhigh,NA,HPo,1,NA,4,162,255.96092677000001,7052.001469,611.47058819,867.43151496
NA,NA,NA,AK,Hhigh,NA,HPo,2,NA,4,162,284.3745094,7767.5958045,611.47058819,895.84509759
NA,NA,NA,AK,Hhigh,NA,HPo,3,NA,4,216,416.98484048,11440.5533149,713.3823529800001,1130.3671934600002
NA,NA,NA,AK,Hhigh,NA,HPo,4,NA,4,360,777.86415406,21776.1517342,951.1764706399999,1729.0406247
NA,NA,NA,AK,Hhigh,NA,HPo,5,NA,4,360,815.5762881200001,22674.2040391,951.1764706399999,1766.75275876
NA,NA,NA,AK,Hlow,NA,HP,1,NA,4,135,293.16694082,5995.2063352000005,543.52941181,836.6963526300001
NA,NA,NA,AK,Hlow,NA,HP,2,NA,4,135,329.35837521,6628.891817,543.52941181,872.8877870200001
NA,NA,NA,AK,Hlow,NA,HP,3,NA,4,180,461.67201778,9367.6873197,679.4117646799999,1141.0837824599998
NA,NA,NA,AK,Hlow,NA,HP,4,NA,4,300,844.7457052,17713.1257516,883.2352941500001,1727.98099935
NA,NA,NA,AK,Hlow,NA,HP,5,NA,4,300,887.64228308,18531.4382522,883.2352941500001,1770.87757723
NA,NA,NA,AK,Hlow,NA,HPo,1,NA,4,162,344.00851565,7060.0378995,611.47058819,955.4791038399999
NA,NA,NA,AK,Hlow,NA,HPo,2,NA,4,162,382.44323828,7771.2139176,611.47058819,993.91382647
NA,NA,NA,AK,Hlow,NA,HPo,3,NA,4,216,557.69317962,11458.0979568,713.3823529800001,1271.0755326
NA,NA,NA,AK,Hlow,NA,HPo,4,NA,4,360,1030.59391843,21808.5848452,951.1764706399999,1981.77038907
NA,NA,NA,AK,Hlow,NA,HPo,5,NA,4,360,1078.89957062,22708.615224099998,951.1764706399999,2030.07604126
NA,NA,NA,CH,Hhigh,NA,HP,1,NA,4,135,232.850651353,6318.0628582,543.52941181,776.380063163
NA,NA,NA,CH,Hhigh,NA,HP,2,NA,4,135,260.56116798,6964.8253656,543.52941181,804.09057979
NA,NA,NA,CH,Hhigh,NA,HP,3,NA,4,180,363.43802377,9736.1849439,679.4117646799999,1042.8497884499998
NA,NA,NA,CH,Hhigh,NA,HP,4,NA,4,300,662.18708361,18193.6222738,883.2352941500001,1545.42237776
NA,NA,NA,CH,Hhigh,NA,HP,5,NA,4,300,694.08385822,18957.7398572,883.2352941500001,1577.3191523700002
NA,NA,NA,CH,Hhigh,NA,HPo,1,NA,4,162,271.58423782,7404.0663442000005,611.47058819,883.0548260099999
NA,NA,NA,CH,Hhigh,NA,HPo,2,NA,4,162,301.42019271,8115.741107,611.47058819,912.8907809
NA,NA,NA,CH,Hhigh,NA,HPo,3,NA,4,216,436.67071468999995,11856.548826499999,713.3823529800001,1150.05306767
NA,NA,NA,CH,Hhigh,NA,HPo,4,NA,4,360,806.68729077,22394.7186119,951.1764706399999,1757.8637614099998
NA,NA,NA,CH,Hhigh,NA,HPo,5,NA,4,360,841.66818016,23218.74148,951.1764706399999,1792.8446508
NA,NA,NA,CH,Hlow,NA,HP,1,NA,4,135,312.03538664,6325.3056316,543.52941181,855.5647984500001
NA,NA,NA,CH,Hlow,NA,HP,2,NA,4,135,349.39118541,6969.2680658,543.52941181,892.92059722
NA,NA,NA,CH,Hlow,NA,HP,3,NA,4,180,484.69231798000004,9744.9464218,679.4117646799999,1164.10408266
NA,NA,NA,CH,Hlow,NA,HP,4,NA,4,300,876.55057571,18215.599593400002,883.2352941500001,1759.78586986
NA,NA,NA,CH,Hlow,NA,HP,5,NA,4,300,917.75375464,18992.4237386,883.2352941500001,1800.9890487900002
NA,NA,NA,CH,Hlow,NA,HPo,1,NA,4,162,363.72936225,7414.0938563,611.47058819,975.19995044
NA,NA,NA,CH,Hlow,NA,HPo,2,NA,4,162,403.95469704,8119.2159407,611.47058819,1015.4252852299999
NA,NA,NA,CH,Hlow,NA,HPo,3,NA,4,216,582.53064553,11870.1756661,713.3823529800001,1295.91299851
NA,NA,NA,CH,Hlow,NA,HPo,4,NA,4,360,1068.32781055,22427.9298319,951.1764706399999,2019.50428119
NA,NA,NA,CH,Hlow,NA,HPo,5,NA,4,360,1112.4395178099999,23250.377248,951.1764706399999,2063.61598845
NA,NA,NA,NA,Hhigh,NA,R,1,NA,3,135,995.88679941,22902.7,339.70588233999996,1335.5926817499999
NA,NA,NA,NA,Hhigh,NA,R,2,NA,3,135,1521.59866513,33330.35,339.70588233999996,1861.30454747
NA,NA,NA,NA,Hhigh,NA,R,3,NA,3,180,2132.16535355,45386.5,434.82352936,2566.98888291
NA,NA,NA,NA,Hhigh,NA,R,4,NA,3,300,2790.6547858999998,61385.95,679.4117646799999,3470.06655058
NA,NA,NA,NA,Hhigh,NA,R,5,NA,3,300,3378.1286772,71835.65,679.4117646799999,4057.54044188
NA,NA,NA,NA,Hhigh,NA,Ro,1,NA,3,162,1025.38523701,23864.7,407.64705883,1433.0322958400002
NA,NA,NA,NA,Hhigh,NA,Ro,2,NA,3,162,1549.22584409,34272.8,407.64705883,1956.87290292
NA,NA,NA,NA,Hhigh,NA,Ro,3,NA,3,216,2179.91121956,46966.799999999996,543.52941181,2723.44063137
NA,NA,NA,NA,Hhigh,NA,Ro,4,NA,3,360,2871.0560319,64264,706.5882353200001,3577.64426722
NA,NA,NA,NA,Hhigh,NA,Ro,5,NA,3,360,3455.3151524,74694.6,706.5882353200001,4161.90338772
NA,NA,NA,NA,Hlow,NA,R,1,NA,3,135,1283.96317625,22903.45,339.70588233999996,1623.66905859
NA,NA,NA,NA,Hlow,NA,R,2,NA,3,135,1951.54630896,33330.2,339.70588233999996,2291.2521913
NA,NA,NA,NA,Hlow,NA,R,3,NA,3,180,2730.3406535,45386.6,434.82352936,3165.16418286
NA,NA,NA,NA,Hlow,NA,R,4,NA,3,300,3511.6588899,61386.55,679.4117646799999,4191.070654579999
NA,NA,NA,NA,Hlow,NA,R,5,NA,3,300,4162.0953443,71835.7,679.4117646799999,4841.507108979999
NA,NA,NA,NA,Hlow,NA,Ro,1,NA,3,162,1323.9088282,23865.2,407.64705883,1731.5558870300001
NA,NA,NA,NA,Hlow,NA,Ro,2,NA,3,162,1990.18396887,34272.65,407.64705883,2397.8310277
NA,NA,NA,NA,Hlow,NA,Ro,3,NA,3,216,2796.2953423999998,46966.9,543.52941181,3339.82475421
NA,NA,NA,NA,Hlow,NA,Ro,4,NA,3,360,3626.0653518,64264.35,706.5882353200001,4332.65358712
NA,NA,NA,NA,Hlow,NA,Ro,5,NA,3,360,4273.453569,74694.8,706.5882353200001,4980.041804320001
