house_type,insulation,schedule,Loc_code,Hydro_resource,SH_DW_code,Occ_code,kgCO2_SH_life,kgCO2_WH_life,P_annual_kWh_life,kgCO2_op_life,Embodied_SH,Embodied_WH,Embodied,kgCO2_total_life
Mass,H1,Ideal,AK,Hhigh,R-Ro,1,1002.85173705,1156.84317299,34941.14778,2159.69491004,1057.411765,370.5882353,1428.0000003,3587.69491034
Mass,H1,Ideal,AK,Hhigh,R-Ro,2,1002.85173705,1685.61986393,45408.74778,2688.47160098,1057.411765,370.5882353,1428.0000003,4116.47160128
Mass,H1,Ideal,AK,Hhigh,R-Ro,3,1002.85173705,2371.2111473,57900.347780000004,3374.06288435,1057.411765,494.1176471,1551.5294121000002,4925.5922964500005
Mass,H1,Ideal,AK,Hhigh,R-Ro,4,1002.85173705,3196.4449752,74494.94778,4199.2967122499995,1057.411765,642.3529412,1699.7647062,5899.061418449999
Mass,H1,Ideal,AK,Hhigh,R-Ro,5,1002.85173705,3791.0008338999996,84987.84778,4793.85257095,1057.411765,642.3529412,1699.7647062,6493.6172771500005
Mass,H1,Ideal,AK,Hlow,HP-HP,1,355.37692855,333.81362084,8145.644685200001,689.19054939,858.0044118,494.1176471,1352.1220589,2041.3126082899998
Mass,H1,Ideal,AK,Hlow,HP-HP,2,355.37692855,495.11004994,10607.4930874,850.4869784900001,858.0044118,494.1176471,1352.1220589,2202.60903739
Mass,H1,Ideal,AK,Hlow,HP-HP,3,355.37692855,691.98375861,13410.709422000002,1047.36068716,858.0044118,617.6470588,1475.6514705999998,2523.01215776
Mass,H1,Ideal,AK,Hlow,HP-HP,4,355.37692855,903.38851628,16964.302487,1258.76544483,858.0044118,802.9411765,1660.9455883,2919.71103313
Mass,H1,Ideal,AK,Hlow,HP-HP,5,355.37692855,1061.12169006,19441.7514698,1416.49861861,858.0044118,802.9411765,1660.9455883,3077.44420691
Mass,H1,Ideal,AK,Hlow,HP-HPo,1,355.37692855,347.10625169,8341.198054200002,702.48318024,858.0044118,555.8823529,1413.8867647,2116.36994494
Mass,H1,Ideal,AK,Hlow,HP-HPo,2,355.37692855,508.58172619,10805.735349200002,863.95865474,858.0044118,555.8823529,1413.8867647,2277.84541944
Mass,H1,Ideal,AK,Hlow,HP-HPo,3,355.37692855,714.37153927,13732.8479134,1069.7484678199999,858.0044118,648.5294118,1506.5338236,2576.2822914199996
Mass,H1,Ideal,AK,Hlow,HP-HPo,4,355.37692855,944.70691193,17538.4360932,1300.08384048,858.0044118,864.7058824,1722.7102942,3022.79413468
Mass,H1,Ideal,AK,Hlow,HP-HPo,5,355.37692855,1102.61407767,20015.6992464,1457.99100622,858.0044118,864.7058824,1722.7102942,3180.70130042
Mass,H1,Ideal,AK,Hlow,HP-R,1,355.37692855,1387.40597499,25206.6098218,1742.78290354,858.0044118,308.8235294,1166.8279412,2909.61084474
Mass,H1,Ideal,AK,Hlow,HP-R,2,355.37692855,2062.83292671,35689.609821800004,2418.20985526,858.0044118,308.8235294,1166.8279412,3585.03779646
Mass,H1,Ideal,AK,Hlow,HP-R,3,355.37692855,2879.0005874,47618.009821800006,3234.37751595,858.0044118,395.2941176,1253.2985294,4487.67604535
Mass,H1,Ideal,AK,Hlow,HP-R,4,355.37692855,3756.4114322,63077.4098218,4111.78836075,858.0044118,617.6470588,1475.6514705999998,5587.43983135
Mass,H1,Ideal,AK,Hlow,HP-R,5,355.37692855,4416.3740267,73581.30982180001,4771.75095525,858.0044118,617.6470588,1475.6514705999998,6247.402425849999
Mass,H1,Ideal,AK,Hlow,HP-Ro,1,355.37692855,1442.95954268,26075.6098218,1798.33647123,858.0044118,370.5882353,1228.5926471,3026.92911833
Mass,H1,Ideal,AK,Hlow,HP-Ro,2,355.37692855,2115.45571569,36543.2098218,2470.83264424,858.0044118,370.5882353,1228.5926471,3699.4252913399996
Mass,H1,Ideal,AK,Hlow,HP-Ro,3,355.37692855,2967.2467382,49034.8098218,3322.6236667499998,858.0044118,494.1176471,1352.1220589,4674.74572565
Mass,H1,Ideal,AK,Hlow,HP-Ro,4,355.37692855,3921.3697744,65629.4098218,4276.74670295,858.0044118,642.3529412,1500.3573529999999,5777.10405595
Mass,H1,Ideal,AK,Hlow,HP-Ro,5,355.37692855,4577.8476014,76122.30982180001,4933.22452995,858.0044118,642.3529412,1500.3573529999999,6433.58188295
Mass,H1,Ideal,AK,Hlow,HPl_Rb-HP,1,559.98727584,333.81362084,9705.242878100002,893.80089668,1269.882353,494.1176471,1764.0000000999999,2657.8008967799997
Mass,H1,Ideal,AK,Hlow,HPl_Rb-HP,2,559.98727584,495.11004994,12167.0912803,1055.09732578,1269.882353,494.1176471,1764.0000000999999,2819.0973258799995
Mass,H1,Ideal,AK,Hlow,HPl_Rb-HP,3,559.98727584,691.98375861,14970.307614899999,1251.97103445,1269.882353,617.6470588,1887.5294118,3139.50044625
Mass,H1,Ideal,AK,Hlow,HPl_Rb-HP,4,559.98727584,903.38851628,18523.9006799,1463.37579212,1269.882353,802.9411765,2072.8235295,3536.19932162
Mass,H1,Ideal,AK,Hlow,HPl_Rb-HP,5,559.98727584,1061.12169006,21001.3496627,1621.1089659,1269.882353,802.9411765,2072.8235295,3693.9324954
Mass,H1,Ideal,AK,Hlow,HPl_Rb-HPo,1,559.98727584,347.10625169,9900.796247100001,907.09352753,1269.882353,555.8823529,1825.7647059,2732.85823343
Mass,H1,Ideal,AK,Hlow,HPl_Rb-HPo,2,559.98727584,508.58172619,12365.3335421,1068.56900203,1269.882353,555.8823529,1825.7647059,2894.33370793
Mass,H1,Ideal,AK,Hlow,HPl_Rb-HPo,3,559.98727584,714.37153927,15292.446106300002,1274.35881511,1269.882353,648.5294118,1918.4117648000001,3192.7705799100004
Mass,H1,Ideal,AK,Hlow,HPl_Rb-HPo,4,559.98727584,944.70691193,19098.034286100003,1504.69418777,1269.882353,864.7058824,2134.5882354,3639.28242317
Mass,H1,Ideal,AK,Hlow,HPl_Rb-HPo,5,559.98727584,1102.61407767,21575.2974393,1662.6013535099999,1269.882353,864.7058824,2134.5882354,3797.1895889099997
Mass,H1,Ideal,AK,Hlow,HPl_Rb-R,1,559.98727584,1387.40597499,26766.2080147,1947.3932508300002,1269.882353,308.8235294,1578.7058824,3526.09913323
Mass,H1,Ideal,AK,Hlow,HPl_Rb-R,2,559.98727584,2062.83292671,37249.2080147,2622.82020255,1269.882353,308.8235294,1578.7058824,4201.52608495
Mass,H1,Ideal,AK,Hlow,HPl_Rb-R,3,559.98727584,2879.0005874,49177.608014699996,3438.98786324,1269.882353,395.2941176,1665.1764706,5104.16433384
Mass,H1,Ideal,AK,Hlow,HPl_Rb-R,4,559.98727584,3756.4114322,64637.0080147,4316.39870804,1269.882353,617.6470588,1887.5294118,6203.92811984
Mass,H1,Ideal,AK,Hlow,HPl_Rb-R,5,559.98727584,4416.3740267,75140.9080147,4976.36130254,1269.882353,617.6470588,1887.5294118,6863.89071434
Mass,H1,Ideal,AK,Hlow,HPl_Rb-Ro,1,559.98727584,1442.95954268,27635.2080147,2002.94681852,1269.882353,370.5882353,1640.4705883,3643.41740682
Mass,H1,Ideal,AK,Hlow,HPl_Rb-Ro,2,559.98727584,2115.45571569,38102.80801469999,2675.44299153,1269.882353,370.5882353,1640.4705883,4315.91357983
Mass,H1,Ideal,AK,Hlow,HPl_Rb-Ro,3,559.98727584,2967.2467382,50594.4080147,3527.2340140399997,1269.882353,494.1176471,1764.0000000999999,5291.23401414
Mass,H1,Ideal,AK,Hlow,HPl_Rb-Ro,4,559.98727584,3921.3697744,67189.0080147,4481.35705024,1269.882353,642.3529412,1912.2352942,6393.59234444
Mass,H1,Ideal,AK,Hlow,HPl_Rb-Ro,5,559.98727584,4577.8476014,77681.9080147,5137.83487724,1269.882353,642.3529412,1912.2352942,7050.07017144
Mass,H1,Ideal,AK,Hlow,HYD1000-HYD1000,3,NA,NA,20874.3868828,1660.39367272,NA,NA,3742.887834,5403.28150672
Mass,H1,Ideal,AK,Hlow,HYD1000-HYD1000,4,NA,NA,23912.798448,1833.76299534,NA,NA,3742.887834,5576.65082934
Mass,H1,Ideal,AK,Hlow,HYD1000-HYD1000,5,NA,NA,26988.571632,2033.84344592,NA,NA,3742.887834,5776.73127992
Mass,H1,Ideal,AK,Hlow,HYD200-HYD200,3,NA,NA,18443.208740000002,1497.94197005,NA,NA,2622.251471,4120.19344105
Mass,H1,Ideal,AK,Hlow,HYD200-HYD200,4,NA,NA,21567.951151999998,1671.99729764,NA,NA,2622.251471,4294.24876864
Mass,H1,Ideal,AK,Hlow,HYD200-HYD200,5,NA,NA,24824.748585999998,1883.8527765800002,NA,NA,2622.251471,4506.10424758
Mass,H1,Ideal,AK,Hlow,HYD500-HYD500,3,NA,NA,18835.4603932,1509.25759634,NA,NA,3117.660561,4626.91815734
Mass,H1,Ideal,AK,Hlow,HYD500-HYD500,4,NA,NA,21890.1193104,1679.03687218,NA,NA,3117.660561,4796.69743318
Mass,H1,Ideal,AK,Hlow,HYD500-HYD500,5,NA,NA,24983.345552,1875.98547889,NA,NA,3117.660561,4993.64603989
Mass,H1,Ideal,AK,Hlow,R-HP,1,1404.16739653,333.81362084,17011.1826434,1737.98101737,1057.411765,494.1176471,1551.5294121000002,3289.5104294700004
Mass,H1,Ideal,AK,Hlow,R-HP,2,1404.16739653,495.11004994,19473.0310456,1899.27744647,1057.411765,494.1176471,1551.5294121000002,3450.8068585700003
Mass,H1,Ideal,AK,Hlow,R-HP,3,1404.16739653,691.98375861,22276.247380200002,2096.15115514,1057.411765,617.6470588,1675.0588238,3771.20997894
Mass,H1,Ideal,AK,Hlow,R-HP,4,1404.16739653,903.38851628,25829.8404452,2307.55591281,1057.411765,802.9411765,1860.3529415,4167.90885431
Mass,H1,Ideal,AK,Hlow,R-HP,5,1404.16739653,1061.12169006,28307.289428,2465.28908659,1057.411765,802.9411765,1860.3529415,4325.64202809
Mass,H1,Ideal,AK,Hlow,R-HPo,1,1404.16739653,347.10625169,17206.736012399997,1751.27364822,1057.411765,555.8823529,1613.2941179,3364.5677661199998
Mass,H1,Ideal,AK,Hlow,R-HPo,2,1404.16739653,508.58172619,19671.273307400003,1912.74912272,1057.411765,555.8823529,1613.2941179,3526.04324062
Mass,H1,Ideal,AK,Hlow,R-HPo,3,1404.16739653,714.37153927,22598.3858716,2118.5389357999998,1057.411765,648.5294118,1705.9411768,3824.4801125999998
Mass,H1,Ideal,AK,Hlow,R-HPo,4,1404.16739653,944.70691193,26403.974051400004,2348.87430846,1057.411765,864.7058824,1922.1176474,4270.9919558599995
Mass,H1,Ideal,AK,Hlow,R-HPo,5,1404.16739653,1102.61407767,28881.2372046,2506.7814742,1057.411765,864.7058824,1922.1176474,4428.8991215999995
Mass,H1,Ideal,AK,Hlow,R-R,1,1404.16739653,1387.40597499,34072.14778,2791.57337152,1057.411765,308.8235294,1366.2352944,4157.80866592
Mass,H1,Ideal,AK,Hlow,R-R,2,1404.16739653,2062.83292671,44555.14778,3467.00032324,1057.411765,308.8235294,1366.2352944,4833.23561764
Mass,H1,Ideal,AK,Hlow,R-R,3,1404.16739653,2879.0005874,56483.54778,4283.1679839299995,1057.411765,395.2941176,1452.7058826,5735.87386653
Mass,H1,Ideal,AK,Hlow,R-R,4,1404.16739653,3756.4114322,71942.94778,5160.57882873,1057.411765,617.6470588,1675.0588238,6835.63765253
Mass,H1,Ideal,AK,Hlow,R-R,5,1404.16739653,4416.3740267,82446.84778,5820.54142323,1057.411765,617.6470588,1675.0588238,7495.60024703
Mass,H1,Ideal,AK,Hlow,R-Ro,1,1404.16739653,1442.95954268,34941.14778,2847.1269392100003,1057.411765,370.5882353,1428.0000003,4275.126939510001
Mass,H1,Ideal,AK,Hlow,R-Ro,2,1404.16739653,2115.45571569,45408.74778,3519.62311222,1057.411765,370.5882353,1428.0000003,4947.62311252
Mass,H1,Ideal,AK,Hlow,R-Ro,3,1404.16739653,2967.2467382,57900.347780000004,4371.41413473,1057.411765,494.1176471,1551.5294121000002,5922.94354683
Mass,H1,Ideal,AK,Hlow,R-Ro,4,1404.16739653,3921.3697744,74494.94778,5325.53717093,1057.411765,642.3529412,1699.7647062,7025.301877129999
Mass,H1,Ideal,AK,Hlow,R-Ro,5,1404.16739653,4577.8476014,84987.84778,5982.01499793,1057.411765,642.3529412,1699.7647062,7681.77970413
Mass,H1,Ideal,CH,Hhigh,HP-HP,1,1102.5135004200001,291.9505536,18460.731366,1394.46405402,1042.909725,494.1176471,1537.0273720999999,2931.49142612
Mass,H1,Ideal,CH,Hhigh,HP-HP,2,1102.5135004200001,427.30174832,21061.349786400002,1529.81524874,1042.909725,494.1176471,1537.0273720999999,3066.8426208399997
Mass,H1,Ideal,CH,Hhigh,HP-HP,3,1102.5135004200001,597.98996033,24077.279261200005,1700.50346075,1042.909725,617.6470588,1660.5567838,3361.06024455
Mass,H1,Ideal,CH,Hhigh,HP-HP,4,1102.5135004200001,799.6598528100001,27971.224386600003,1902.17335323,1042.909725,802.9411765,1845.8509015,3748.02425473
Mass,H1,Ideal,CH,Hhigh,HP-HP,5,1102.5135004200001,947.55409452,30566.167152399998,2050.06759494,1042.909725,802.9411765,1845.8509015,3895.91849644
Mass,H1,Ideal,CH,Hhigh,HP-HPo,1,1102.5135004200001,305.57916568,18692.8840868,1408.0926661,1042.909725,555.8823529,1598.7920779,3006.884744
Mass,H1,Ideal,CH,Hhigh,HP-HPo,2,1102.5135004200001,440.9416675,21297.1142582,1543.4551679200001,1042.909725,555.8823529,1598.7920779,3142.24724582
Mass,H1,Ideal,CH,Hhigh,HP-HPo,3,1102.5135004200001,619.8489847,24458.704025800005,1722.36248512,1042.909725,648.5294118,1691.4391368000001,3413.80162192
Mass,H1,Ideal,CH,Hhigh,HP-HPo,4,1102.5135004200001,837.44612145,28654.051184,1939.95962187,1042.909725,864.7058824,1907.6156074,3847.57522927
Mass,H1,Ideal,CH,Hhigh,HP-HPo,5,1102.5135004200001,986.09365499,31254.238575999996,2088.60715541,1042.909725,864.7058824,1907.6156074,3996.22276281
Mass,H1,Ideal,CH,Hhigh,HP-R,1,1102.5135004200001,1109.0985507999999,35071.142312799995,2211.61205122,1042.909725,308.8235294,1351.7332544,3563.34530562
Mass,H1,Ideal,CH,Hhigh,HP-R,2,1102.5135004200001,1641.43353946,45554.142312799995,2743.94703988,1042.909725,308.8235294,1351.7332544,4095.68029428
Mass,H1,Ideal,CH,Hhigh,HP-R,3,1102.5135004200001,2296.2689032,57482.542312800004,3398.78240362,1042.909725,395.2941176,1438.2038426,4836.98624622
Mass,H1,Ideal,CH,Hhigh,HP-R,4,1102.5135004200001,3059.0651384000003,72941.9423128,4161.57863882,1042.909725,617.6470588,1660.5567838,5822.13542262
Mass,H1,Ideal,CH,Hhigh,HP-R,5,1102.5135004200001,3654.8247219,83445.8423128,4757.338222320001,1042.909725,617.6470588,1660.5567838,6417.89500612
Mass,H1,Ideal,CH,Hhigh,HP-Ro,1,1102.5135004200001,1156.84317299,35940.142312799995,2259.35667341,1042.909725,370.5882353,1413.4979603,3672.8546337099997
Mass,H1,Ideal,CH,Hhigh,HP-Ro,2,1102.5135004200001,1685.61986393,46407.7423128,2788.13336435,1042.909725,370.5882353,1413.4979603,4201.63132465
Mass,H1,Ideal,CH,Hhigh,HP-Ro,3,1102.5135004200001,2371.2111473,58899.34231280001,3473.7246477199997,1042.909725,494.1176471,1537.0273720999999,5010.75201982
Mass,H1,Ideal,CH,Hhigh,HP-Ro,4,1102.5135004200001,3196.4449752,75493.9423128,4298.95847562,1042.909725,642.3529412,1685.2626662,5984.22114182
Mass,H1,Ideal,CH,Hhigh,HP-Ro,5,1102.5135004200001,3791.0008338999996,85986.8423128,4893.51433432,1042.909725,642.3529412,1685.2626662,6578.77700052
Mass,H1,Ideal,CH,Hhigh,HPl_Rb-HP,1,2008.96588739,291.9505536,28653.045993000003,2300.91644099,1269.882353,494.1176471,1764.0000000999999,4064.91644109
Mass,H1,Ideal,CH,Hhigh,HPl_Rb-HP,2,2008.96588739,427.30174832,31253.6644134,2436.26763571,1269.882353,494.1176471,1764.0000000999999,4200.26763581
Mass,H1,Ideal,CH,Hhigh,HPl_Rb-HP,3,2008.96588739,597.98996033,34269.593888200005,2606.95584772,1269.882353,617.6470588,1887.5294118,4494.48525952
Mass,H1,Ideal,CH,Hhigh,HPl_Rb-HP,4,2008.96588739,799.6598528100001,38163.539013600006,2808.6257402,1269.882353,802.9411765,2072.8235295,4881.4492697000005
