house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),kgCO2_oper_life,P_annual_kWh_life,kgCO2_manuf_life,kgCO2_dist_life,kgCO2_inst_life,kgCO2_eol_life,kgCO2_other_life,kgCO2_total_life
Mass,H1,Ideal,AK,Hhigh,HP,NA,NA,NA,6.5,NA,226.90571934326866,2855.0548309277096,1215.547618,27.44847036,76.31200903,241.3279934,1264.174085,3051.7158951332685
Mass,H1,Ideal,AK,Hhigh,HPl,NA,NA,NA,4.5,NA,197.40476313207415,2529.423166391112,793.8182066,16.69170212,44.5649502,147.322111,615.6446734,1815.4464064520744
Mass,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,1154.4750907558666,19472.846563073326,3358.681364,122.6757267,82.34313369,651.5794652,1922.834118,7292.588898345867
Mass,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,1293.61983997187,22373.148518637863,3358.681364,122.6757267,82.34313369,651.5794652,1922.834118,7431.733647561871
Mass,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,1453.9631051294555,25309.113823383097,3358.681364,122.6757267,82.34313369,651.5794652,1922.834118,7592.076912719455
Mass,H1,Ideal,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,1013.9061231764978,16985.381365412137,3014.089556,114.00003770000001,123.4132941,441.9585882,2060.920235,6768.287834176497
Mass,H1,Ideal,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,1147.782855479646,19954.37495369954,3014.089556,114.00003770000001,123.4132941,441.9585882,2060.920235,6902.164566479645
Mass,H1,Ideal,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,1310.9279214114658,23055.005108828525,3014.089556,114.00003770000001,123.4132941,441.9585882,2060.920235,7065.309632411465
Mass,H1,Ideal,AK,Hhigh,HYD500,HYD500,3,NA,5,500,1042.1825479097738,17526.5985520008,3044.349545,115.3761552,82.34313369,513.1703743,1922.834118,6720.255874099774
Mass,H1,Ideal,AK,Hhigh,HYD500,HYD500,4,NA,5,500,1176.5327175519128,20442.409335086402,3044.349545,115.3761552,82.34313369,513.1703743,1922.834118,6854.606043741913
Mass,H1,Ideal,AK,Hhigh,HYD500,HYD500,5,NA,5,500,1332.442033894533,23395.034389350934,3044.349545,115.3761552,82.34313369,513.1703743,1922.834118,7010.515360084532
Mass,H1,Ideal,AK,Hhigh,R,NA,NA,7,NA,NA,897.6127269230011,11317.613790472351,833.7807930000001,34.39267655,4.221680447,40.8013688,0,1810.8092457200014
Mass,H1,Ideal,AK,Hhigh,Rb,NA,NA,2,NA,NA,157.92828247921304,1814.3390296115833,260.6117315,10.46295479,1.367578355,12.423650609999997,0,442.79419773421307
Mass,H1,Ideal,AK,Hhigh,Rl,NA,NA,5,NA,NA,739.6844444437883,9503.274760860771,573.1690614,23.92972175,2.854102092,28.37771819,0,1368.0150478757882
Mass,H1,Ideal,AK,Hlow,HP,NA,NA,NA,6.5,NA,299.2170823106232,2855.0548309277096,1215.547618,27.44847036,76.31200903,241.3279934,1264.174085,3124.0272581006234
Mass,H1,Ideal,AK,Hlow,HPl,NA,NA,NA,4.5,NA,259.7559938241657,2529.423166391112,793.8182066,16.69170212,44.5649502,147.322111,615.6446734,1877.797637144166
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,1419.166410583754,19472.846563073326,3358.681364,122.6757267,82.34313369,651.5794652,1922.834118,7557.280218173754
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,1574.2033213607215,22373.148518637863,3358.681364,122.6757267,82.34313369,651.5794652,1922.834118,7712.317128950722
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,1754.5659420317115,25309.113823383097,3358.681364,122.6757267,82.34313369,651.5794652,1922.834118,7892.679749621712
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,1267.7820852400157,16985.381365412137,3014.089556,114.00003770000001,123.4132941,441.9585882,2060.920235,7022.163796240015
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,1422.2041488412178,19954.37495369954,3014.089556,114.00003770000001,123.4132941,441.9585882,2060.920235,7176.585859841218
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,1611.0707367955317,23055.005108828525,3014.089556,114.00003770000001,123.4132941,441.9585882,2060.920235,7365.452447795531
Mass,H1,Ideal,AK,Hlow,HYD500,HYD500,3,NA,5,500,1285.741338075021,17526.5985520008,3044.349545,115.3761552,82.34313369,513.1703743,1922.834118,6963.814664265021
Mass,H1,Ideal,AK,Hlow,HYD500,HYD500,4,NA,5,500,1436.939468493344,20442.409335086402,3044.349545,115.3761552,82.34313369,513.1703743,1922.834118,7115.012794683344
Mass,H1,Ideal,AK,Hlow,HYD500,HYD500,5,NA,5,500,1613.2981792286569,23395.034389350934,3044.349545,115.3761552,82.34313369,513.1703743,1922.834118,7291.371505418656
Mass,H1,Ideal,AK,Hlow,R,NA,NA,7,NA,NA,1182.2875053192477,11317.613790472351,833.7807930000001,34.39267655,4.221680447,40.8013688,0,2095.484024116248
Mass,H1,Ideal,AK,Hlow,Rb,NA,NA,2,NA,NA,209.90362130639255,1814.3390296115833,260.6117315,10.46295479,1.367578355,12.423650609999997,0,494.76953656139256
Mass,H1,Ideal,AK,Hlow,Rl,NA,NA,5,NA,NA,972.383884012855,9503.274760860771,573.1690614,23.92972175,2.854102092,28.37771819,0,1600.714487444855
Mass,H1,Ideal,CH,Hhigh,HP,NA,NA,NA,8,NA,973.2937751874335,12271.199480267622,1248.729155,28.28269202,81.11150315,246.4902634,1275.71918,3853.6265687574332
Mass,H1,Ideal,CH,Hhigh,HPl,NA,NA,NA,5,NA,606.6561063524261,7962.039772749726,826.9997436999998,17.52592378,49.36444432999999,152.484381,627.1897679,2280.2203670624262
Mass,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2309.017661775289,33961.96797018283,3473.707355,125.7400226,82.34313369,664.7044652,2093.459118,8748.97175626529
Mass,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2472.639617270904,37111.047744209965,3473.707355,125.7400226,82.34313369,664.7044652,2093.459118,8912.593711760905
Mass,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2649.2233009265333,40262.973409347505,3473.707355,125.7400226,82.34313369,664.7044652,2093.459118,9089.177395416535
Mass,H1,Ideal,CH,Hhigh,HYD200,HYD200,3,NA,11.2,200,1977.7161370563517,28570.852770529444,3350.330783,121.69696629999999,162.8068235,499.7542941,2335.109824,8447.414827956352
Mass,H1,Ideal,CH,Hhigh,HYD200,HYD200,4,NA,11.2,200,2115.7380135278845,31386.12611125514,3350.330783,121.69696629999999,162.8068235,499.7542941,2335.109824,8585.436704427884
Mass,H1,Ideal,CH,Hhigh,HYD200,HYD200,5,NA,11.2,200,2271.8934103227425,34333.47443431575,3350.330783,121.69696629999999,162.8068235,499.7542941,2335.109824,8741.592101222743
Mass,H1,Ideal,CH,Hhigh,HYD500,HYD500,3,NA,6,500,2043.6886233951525,30418.85844581611,3233.1139479999997,119.98466200000001,95.47431016,541.1856096,2127.980647,8161.427800155152
Mass,H1,Ideal,CH,Hhigh,HYD500,HYD500,4,NA,6,500,2195.251104157011,33520.43368169569,3233.1139479999997,119.98466200000001,95.47431016,541.1856096,2127.980647,8312.99028091701
Mass,H1,Ideal,CH,Hhigh,HYD500,HYD500,5,NA,6,500,2366.629809906162,36736.55883260742,3233.1139479999997,119.98466200000001,95.47431016,541.1856096,2127.980647,8484.36898666616
Mass,H1,Ideal,CH,Hhigh,R,NA,NA,8.5,NA,NA,3125.5809069507723,40291.66486860519,911.6991905000001,38.89839479,4.400098522,46.09699423,0,4126.675584992772
Mass,H1,Ideal,CH,Hhigh,Rb,NA,NA,3.5,NA,NA,1174.8309643987643,14038.187304758125,338.5301291,14.96867304,1.545996429,17.71927605,0,1547.5950390177645
Mass,H1,Ideal,CH,Hhigh,Rl,NA,NA,5,NA,NA,1950.7499425520084,26253.477563847075,573.1690614,23.92972175,2.854102092,28.37771819,0,2579.080545984009
Mass,H1,Ideal,CH,Hlow,HP,NA,NA,NA,8,NA,1251.2105481563258,12271.199480267622,1248.729155,28.28269202,81.11150315,246.4902634,1275.71918,4131.543341726326
Mass,H1,Ideal,CH,Hlow,HPl,NA,NA,NA,5,NA,768.8544186851998,7962.039772749726,826.9997436999998,17.52592378,49.36444432999999,152.484381,627.1897679,2442.4186793952
Mass,H1,Ideal,CH,Hlow,HYD1000,HYD1000,3,NA,5,1000,2875.526003456645,33961.96797018283,3473.707355,125.7400226,82.34313369,664.7044652,2093.459118,9315.480097946645
Mass,H1,Ideal,CH,Hlow,HYD1000,HYD1000,4,NA,5,1000,3060.3763753680732,37111.047744209965,3473.707355,125.7400226,82.34313369,664.7044652,2093.459118,9500.330469858074
Mass,H1,Ideal,CH,Hlow,HYD1000,HYD1000,5,NA,5,1000,3255.723239540776,40262.973409347505,3473.707355,125.7400226,82.34313369,664.7044652,2093.459118,9695.677334030777
Mass,H1,Ideal,CH,Hlow,HYD200,HYD200,3,NA,11.2,200,2496.859692248091,28570.852770529444,3350.330783,121.69696629999999,162.8068235,499.7542941,2335.109824,8966.55838314809
Mass,H1,Ideal,CH,Hlow,HYD200,HYD200,4,NA,11.2,200,2656.215412624358,31386.12611125514,3350.330783,121.69696629999999,162.8068235,499.7542941,2335.109824,9125.91410352436
Mass,H1,Ideal,CH,Hlow,HYD200,HYD200,5,NA,11.2,200,2836.2504131665723,34333.47443431575,3350.330783,121.69696629999999,162.8068235,499.7542941,2335.109824,9305.949104066573
Mass,H1,Ideal,CH,Hlow,HYD500,HYD500,3,NA,6,500,2550.7653723375183,30418.85844581611,3233.1139479999997,119.98466200000001,95.47431016,541.1856096,2127.980647,8668.504549097517
Mass,H1,Ideal,CH,Hlow,HYD500,HYD500,4,NA,6,500,2722.72597684938,33520.43368169569,3233.1139479999997,119.98466200000001,95.47431016,541.1856096,2127.980647,8840.465153609379
Mass,H1,Ideal,CH,Hlow,HYD500,HYD500,5,NA,6,500,2915.560309574443,36736.55883260742,3233.1139479999997,119.98466200000001,95.47431016,541.1856096,2127.980647,9033.299486334443
Mass,H1,Ideal,CH,Hlow,R,NA,NA,8.5,NA,NA,4013.9180531539873,40291.66486860519,911.6991905000001,38.89839479,4.400098522,46.09699423,0,5015.012731195987
Mass,H1,Ideal,CH,Hlow,Rb,NA,NA,3.5,NA,NA,1540.630414726116,14038.187304758125,338.5301291,14.96867304,1.545996429,17.71927605,0,1913.3944893451162
Mass,H1,Ideal,CH,Hlow,Rl,NA,NA,5,NA,NA,2473.287638427872,26253.477563847075,573.1690614,23.92972175,2.854102092,28.37771819,0,3101.6182418598723
Mass,H1,Real,AK,Hhigh,HP,NA,NA,NA,6.5,NA,222.5900791762725,2799.5242136790635,1215.547618,27.44847036,76.31200903,241.3279934,1264.174085,3047.4002549662728
Mass,H1,Real,AK,Hhigh,HPl,NA,NA,NA,4.5,NA,197.070107271344,2525.132156077758,793.8182066,16.69170212,44.5649502,147.322111,615.6446734,1815.111750591344
Mass,H1,Real,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,1149.0592685975187,19402.300207433036,3358.681364,122.6757267,82.34313369,651.5794652,1922.834118,7287.17307618752
Mass,H1,Real,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,1287.6120452965686,22298.711426755555,3358.681364,122.6757267,82.34313369,651.5794652,1922.834118,7425.725852886569
Mass,H1,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,1448.0537259141158,25234.974504637903,3358.681364,122.6757267,82.34313369,651.5794652,1922.834118,7586.1675335041155
Mass,H1,Real,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,1010.3428403659262,16916.942367876603,3014.089556,114.00003770000001,123.4132941,441.9585882,2060.920235,6764.724551365925
Mass,H1,Real,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,1144.1742767954402,19886.79254878942,3014.089556,114.00003770000001,123.4132941,441.9585882,2060.920235,6898.55598779544
Mass,H1,Real,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,1306.6732744717444,22988.113776428952,3014.089556,114.00003770000001,123.4132941,441.9585882,2060.920235,7061.054985471745
Mass,H1,Real,AK,Hhigh,HYD500,HYD500,3,NA,5,500,1038.66821881391,17463.79149147242,3044.349545,115.3761552,82.34313369,513.1703743,1922.834118,6716.74154500391
Mass,H1,Real,AK,Hhigh,HYD500,HYD500,4,NA,5,500,1173.096810172426,20376.931250719426,3044.349545,115.3761552,82.34313369,513.1703743,1922.834118,6851.170136362425
Mass,H1,Real,AK,Hhigh,HYD500,HYD500,5,NA,5,500,1328.4874433597533,23328.527821193657,3044.349545,115.3761552,82.34313369,513.1703743,1922.834118,7006.560769549753
Mass,H1,Real,AK,Hhigh,R,NA,NA,7,NA,NA,883.7249872427515,11135.835785899315,833.7807930000001,34.39267655,4.221680447,40.8013688,0,1796.9215060397516
