house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),year,...1,Grid_year,P_annual (kWh),Q_annual (kWh),sCOP_annual,Q_standing_losses_annual (kWh),P_avg_peak (kW),kgCO2,kgCO2_kWh_dispatched,unmet_demand_DW (L.K),unmet_demand_DW (min),unmet_demand_SH (L.K),unmet_demand_SH (min),CS_code,Hyd_Cap_kW_Adj,Hyd_Manufacture_HP,Hyd_Manufacture_Tank,Hyd_Manufacture_FC,Manufacture,Distribution,Installation,EOL,Other,kgCO2_oper_year,kgCO2_manuf_year,kgCO2_dist_year,kgCO2_inst_year,kgCO2_eol_year,kgCO2_other_year,P_annual_kWh_year,P_avg_peak_kW_year
Mod,H1,Ideal,CH,Hlow,HP,NA,NA,NA,12.5,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.94443734000004,78.22352942857142,1.453883019047619,4.547058823333334,14.4232493,95.19411766666667,2439.432565,1.143833885
Mod,H1,Ideal,CH,Hlow,HPl,NA,NA,NA,7.5,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.01822026000002,38.05882352857143,0.7222380776190476,1.529411764761905,5.476190476190476,34.52941176666667,1310.243366,0.784157093
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,3,NA,8.5,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.26808292,230.92383423809522,4.854177395238095,6.073982619047619,50.81837433333333,109.82655880952382,4399.544006,1.924621071
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,4,NA,8.5,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.50668398,230.92383423809522,4.854177395238095,6.073982619047619,50.81837433333333,109.82655880952382,4556.338906,1.932091791
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,5,NA,8.5,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.95166592000004,230.92383423809522,4.854177395238095,6.073982619047619,50.81837433333333,109.82655880952382,4717.81051,2.011887213
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,3,NA,11.2,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.12053046,170.3215294285714,4.300990464761905,7.358955880952381,29.17282352857143,114.75820590476191,3998.353099,1.735645274
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,4,NA,11.2,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.92313028,170.3215294285714,4.300990464761905,7.358955880952381,29.17282352857143,114.75820590476191,4132.916529,1.729960269
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,5,NA,11.2,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.65459414,170.3215294285714,4.300990464761905,7.358955880952381,29.17282352857143,114.75820590476191,4273.273819,1.827237344
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,3,NA,8.5,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.83926746,190.60565242857143,4.498809288095238,6.028528076190476,37.22746524285714,109.82655880952382,4276.183039,1.83617234
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,4,NA,8.5,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.71238194,190.60565242857143,4.498809288095238,6.028528076190476,37.22746524285714,109.82655880952382,4432.639102,1.846465893
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,5,NA,8.5,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497.64830034000005,190.60565242857143,4.498809288095238,6.028528076190476,37.22746524285714,109.82655880952382,4593.880069,1.924273221
Mod,H1,Ideal,CH,Hlow,R,NA,NA,12.5,NA,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960.04142498,40.482252833333334,1.731500988095238,0.09953584095238095,2.7842193276190477,0,8463.566682,3.898873357
Mod,H1,Ideal,CH,Hlow,Rb,NA,NA,4.5,NA,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.79355772,17.832715223809526,0.7627382833333333,0.04384623338095238,1.2264680671428572,0,3477.179928,1.025843728
Mod,H1,Ideal,CH,Hlow,Rl,NA,NA,8,NA,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.2478673,22.64953760952381,0.9687627047619047,0.055689607571428566,1.5577512604761905,0,4986.386754,2.873029629
Mod,H1,Real,AK,Hhigh,HP,NA,NA,NA,6.5,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.428515854,68.69411766666667,1.2725153447619046,4.135294117619047,13.04229691904762,86.48823528571428,529.7986599,0.355340181
Mod,H1,Real,AK,Hhigh,HPl,NA,NA,NA,4.5,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.556166010000002,28.529411766666666,0.5408704038095238,1.117647059047619,4.095238095238095,25.82352940952381,437.3440963,0.296205409
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.36517340399999,210.3159224761905,4.544163757142857,3.3540561495238097,47.41963903809524,99.18852942857144,1517.560885,0.79778165
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.578109936,210.3159224761905,4.544163757142857,3.3540561495238097,47.41963903809524,99.18852942857144,1655.300038,0.813795481
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.9053952,210.3159224761905,4.544163757142857,3.3540561495238097,47.41963903809524,99.18852942857144,1795.625541,0.878260617
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.104860832,153.22497057142857,4.043493253809523,5.2643235285714285,26.483147057142858,105.76405880952382,1459.059025,0.752692947
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.01127345799999,153.22497057142857,4.043493253809523,5.2643235285714285,26.483147057142858,105.76405880952382,1601.17629,0.754676726
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.352364238,153.22497057142857,4.043493253809523,5.2643235285714285,26.483147057142858,105.76405880952382,1749.174096,0.863567608
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,3,NA,6,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.970347224,173.50909357142856,4.2413120766666665,3.9338957219047623,34.53778877142857,100.83241176190475,1456.255801,0.770825086
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,4,NA,6,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.75053518,173.50909357142856,4.2413120766666665,3.9338957219047623,34.53778877142857,100.83241176190475,1589.708157,0.780852459
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,5,NA,6,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.756948904,173.50909357142856,4.2413120766666665,3.9338957219047623,34.53778877142857,100.83241176190475,1729.753337,0.849915361
Mod,H1,Real,AK,Hhigh,R,NA,NA,8.5,NA,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.98035784,30.928736309523806,1.322879379047619,0.07604610819047619,2.1271638657142855,0,2185.267241,1.491085333
Mod,H1,Real,AK,Hhigh,Rb,NA,NA,4,NA,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.35072294,16.638525657142857,0.7116605823809523,0.04091001680952381,1.1443361342857141,0,498.3491919,0.33671559
Mod,H1,Real,AK,Hhigh,Rl,NA,NA,4.5,NA,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.6296349,14.290210652380953,0.6112187966666667,0.03513609138095238,0.9828277309523811,0,1686.918049,1.154369743
Mod,H1,Real,AK,Hlow,HP,NA,NA,NA,6.5,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.38092974,68.69411766666667,1.2725153447619046,4.135294117619047,13.04229691904762,86.48823528571428,529.7986599,0.355340181
Mod,H1,Real,AK,Hlow,HPl,NA,NA,NA,4.5,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.083464378,28.529411766666666,0.5408704038095238,1.117647059047619,4.095238095238095,25.82352940952381,437.3440963,0.296205409
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.17358682,210.3159224761905,4.544163757142857,3.3540561495238097,47.41963903809524,99.18852942857144,1517.560885,0.79778165
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.61470885999998,210.3159224761905,4.544163757142857,3.3540561495238097,47.41963903809524,99.18852942857144,1655.300038,0.813795481
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.30200274,210.3159224761905,4.544163757142857,3.3540561495238097,47.41963903809524,99.18852942857144,1795.625541,0.878260617
Mod,H1,Real,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.77463458,153.22497057142857,4.043493253809523,5.2643235285714285,26.483147057142858,105.76405880952382,1459.059025,0.752692947
Mod,H1,Real,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.32158536,153.22497057142857,4.043493253809523,5.2643235285714285,26.483147057142858,105.76405880952382,1601.17629,0.754676726
Mod,H1,Real,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.41920084,153.22497057142857,4.043493253809523,5.2643235285714285,26.483147057142858,105.76405880952382,1749.174096,0.863567608
Mod,H1,Real,AK,Hlow,HYD500,HYD500,3,NA,6,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.55155864,173.50909357142856,4.2413120766666665,3.9338957219047623,34.53778877142857,100.83241176190475,1456.255801,0.770825086
Mod,H1,Real,AK,Hlow,HYD500,HYD500,4,NA,6,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.82867798,173.50909357142856,4.2413120766666665,3.9338957219047623,34.53778877142857,100.83241176190475,1589.708157,0.780852459
Mod,H1,Real,AK,Hlow,HYD500,HYD500,5,NA,6,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.55518116000002,173.50909357142856,4.2413120766666665,3.9338957219047623,34.53778877142857,100.83241176190475,1729.753337,0.849915361
Mod,H1,Real,AK,Hlow,R,NA,NA,8.5,NA,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.5105525,30.928736309523806,1.322879379047619,0.07604610819047619,2.1271638657142855,0,2185.267241,1.491085333
Mod,H1,Real,AK,Hlow,Rb,NA,NA,4,NA,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.55038264,16.638525657142857,0.7116605823809523,0.04091001680952381,1.1443361342857141,0,498.3491919,0.33671559
Mod,H1,Real,AK,Hlow,Rl,NA,NA,4.5,NA,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.96016988,14.290210652380953,0.6112187966666667,0.03513609138095238,0.9828277309523811,0,1686.918049,1.154369743
Mod,H1,Real,CH,Hhigh,HP,NA,NA,NA,12.5,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.37596162,78.22352942857142,1.453883019047619,4.547058823333334,14.4232493,95.19411766666667,2080.346092,1.219848194
Mod,H1,Real,CH,Hhigh,HPl,NA,NA,NA,7.5,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.204600418,38.05882352857143,0.7222380776190476,1.529411764761905,5.476190476190476,34.52941176666667,1316.920844,0.789061182
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,3,NA,8.5,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.23950052,230.92383423809522,4.854177395238095,6.073982619047619,50.81837433333333,109.82655880952382,3909.504108,2.102868742
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,4,NA,8.5,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.90390246,230.92383423809522,4.854177395238095,6.073982619047619,50.81837433333333,109.82655880952382,4065.921761,2.11068726
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,5,NA,8.5,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285.83393278,230.92383423809522,4.854177395238095,6.073982619047619,50.81837433333333,109.82655880952382,4227.338854,2.16654286
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,3,NA,11.2,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.61154524,170.3215294285714,4.300990464761905,7.358955880952381,29.17282352857143,114.75820590476191,3487.825992,1.875973608
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,4,NA,11.2,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.57367564,170.3215294285714,4.300990464761905,7.358955880952381,29.17282352857143,114.75820590476191,3622.745807,1.873762442
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,5,NA,11.2,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.6567554,170.3215294285714,4.300990464761905,7.358955880952381,29.17282352857143,114.75820590476191,3762.720126,1.954753659
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,3,NA,8.5,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.51336108,190.60565242857143,4.498809288095238,6.028528076190476,37.22746524285714,109.82655880952382,3786.782223,1.994866797
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,4,NA,8.5,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.67228144,190.60565242857143,4.498809288095238,6.028528076190476,37.22746524285714,109.82655880952382,3942.953022,1.997269244
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,5,NA,8.5,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.8906773,190.60565242857143,4.498809288095238,6.028528076190476,37.22746524285714,109.82655880952382,4104.139783,2.071874842
Mod,H1,Real,CH,Hhigh,R,NA,NA,12.5,NA,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.93536152,40.482252833333334,1.731500988095238,0.09953584095238095,2.7842193276190477,0,7364.595176,4.149844352
Mod,H1,Real,CH,Hhigh,Rb,NA,NA,4.5,NA,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.64389646,17.832715223809526,0.7627382833333333,0.04384623338095238,1.2264680671428572,0,2351.930808,1.258429773
Mod,H1,Real,CH,Hhigh,Rl,NA,NA,8,NA,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.29146506,22.64953760952381,0.9687627047619047,0.055689607571428566,1.5577512604761905,0,5012.664368,2.891414579
Mod,H1,Real,CH,Hlow,HP,NA,NA,NA,12.5,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.1418603,78.22352942857142,1.453883019047619,4.547058823333334,14.4232493,95.19411766666667,2080.346092,1.219848194
Mod,H1,Real,CH,Hlow,HPl,NA,NA,NA,7.5,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.78647936,38.05882352857143,0.7222380776190476,1.529411764761905,5.476190476190476,34.52941176666667,1316.920844,0.789061182
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,3,NA,8.5,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.05705918,230.92383423809522,4.854177395238095,6.073982619047619,50.81837433333333,109.82655880952382,3909.504108,2.102868742
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,4,NA,8.5,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.23016438,230.92383423809522,4.854177395238095,6.073982619047619,50.81837433333333,109.82655880952382,4065.921761,2.11068726
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,5,NA,8.5,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.63343982000004,230.92383423809522,4.854177395238095,6.073982619047619,50.81837433333333,109.82655880952382,4227.338854,2.16654286
Mod,H1,Real,CH,Hlow,HYD200,HYD200,3,NA,11.2,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.67509768,170.3215294285714,4.300990464761905,7.358955880952381,29.17282352857143,114.75820590476191,3487.825992,1.875973608
Mod,H1,Real,CH,Hlow,HYD200,HYD200,4,NA,11.2,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.53071308,170.3215294285714,4.300990464761905,7.358955880952381,29.17282352857143,114.75820590476191,3622.745807,1.873762442
Mod,H1,Real,CH,Hlow,HYD200,HYD200,5,NA,11.2,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.19634640000004,170.3215294285714,4.300990464761905,7.358955880952381,29.17282352857143,114.75820590476191,3762.720126,1.954753659
Mod,H1,Real,CH,Hlow,HYD500,HYD500,3,NA,8.5,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.57639388,190.60565242857143,4.498809288095238,6.028528076190476,37.22746524285714,109.82655880952382,3786.782223,1.994866797
Mod,H1,Real,CH,Hlow,HYD500,HYD500,4,NA,8.5,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.41101734,190.60565242857143,4.498809288095238,6.028528076190476,37.22746524285714,109.82655880952382,3942.953022,1.997269244
Mod,H1,Real,CH,Hlow,HYD500,HYD500,5,NA,8.5,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.37639892000004,190.60565242857143,4.498809288095238,6.028528076190476,37.22746524285714,109.82655880952382,4104.139783,2.071874842
Mod,H1,Real,CH,Hlow,R,NA,NA,12.5,NA,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824.78452728,40.482252833333334,1.731500988095238,0.09953584095238095,2.7842193276190477,0,7364.595176,4.149844352
Mod,H1,Real,CH,Hlow,Rb,NA,NA,4.5,NA,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.58890558,17.832715223809526,0.7627382833333333,0.04384623338095238,1.2264680671428572,0,2351.930808,1.258429773
Mod,H1,Real,CH,Hlow,Rl,NA,NA,8,NA,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.19562166,22.64953760952381,0.9687627047619047,0.055689607571428566,1.5577512604761905,0,5012.664368,2.891414579
Mod,Nom,Ideal,AK,Hhigh,HP,NA,NA,NA,11,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.096943208,78.22352942857142,1.453883019047619,4.547058823333334,14.4232493,95.19411766666667,852.3424616,0.448881095
Mod,Nom,Ideal,AK,Hhigh,HPl,NA,NA,NA,8,NA,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.806580432,38.05882352857143,0.7222380776190476,1.529411764761905,5.476190476190476,34.52941176666667,545.7219823,0.343949791
Mod,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,3,NA,6,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.46766664,220.38977538095236,4.696628110952381,4.198100267142857,48.69119785714286,104.89491176190475,1996.180802,0.961552785
Mod,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,4,NA,6,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.54645532,220.38977538095236,4.696628110952381,4.198100267142857,48.69119785714286,104.89491176190475,2129.450125,0.963741236
Mod,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,5,NA,6,1000,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.03208082,220.38977538095236,4.696628110952381,4.198100267142857,48.69119785714286,104.89491176190475,2269.806005,1.033918268
Mod,Nom,Ideal,AK,Hhigh,HYD200,HYD200,3,NA,11.2,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.00213506,170.3215294285714,4.300990464761905,7.358955880952381,29.17282352857143,114.75820590476191,1634.171369,0.730205305
Mod,Nom,Ideal,AK,Hhigh,HYD200,HYD200,4,NA,11.2,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.63041988,170.3215294285714,4.300990464761905,7.358955880952381,29.17282352857143,114.75820590476191,1748.827627,0.72071118
Mod,Nom,Ideal,AK,Hhigh,HYD200,HYD200,5,NA,11.2,200,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.40882674000001,170.3215294285714,4.300990464761905,7.358955880952381,29.17282352857143,114.75820590476191,1869.293797,0.816463363
Mod,Nom,Ideal,AK,Hhigh,HYD500,HYD500,3,NA,8.5,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.07340614,190.60565242857143,4.498809288095238,6.028528076190476,37.22746524285714,109.82655880952382,1995.187632,0.924536236
Mod,Nom,Ideal,AK,Hhigh,HYD500,HYD500,4,NA,8.5,500,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.20922674,190.60565242857143,4.498809288095238,6.028528076190476,37.22746524285714,109.82655880952382,2136.479922,0.927884324
