house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),year,Grid_year,P_annual (kWh),Q_annual (kWh),P_avg_peak (kW),kgCO2,kgCO2_kWh_dispatched,sCOP_annual,Q_standing_losses_annual (kWh),unmet_demand_DW (L.K),unmet_demand_DW (min),unmet_demand_SH (L.K),unmet_demand_SH (min),CS_code,Hyd_Cap_kW_Adj,Hyd_Manufacture_HP,Hyd_Manufacture_Tank,Hyd_Manufacture_FC,Manufacture,Distribution,Installation,EOL,Other,kgCO2_oper_year,kgCO2_manuf_year,kgCO2_dist_year,kgCO2_inst_year,kgCO2_eol_year,kgCO2_other_year,P_annual_kWh_year,P_avg_peak_kW_year
Mass,H1,Ideal,AK,Hhigh,HP,NA,NA,NA,6.5,NA,2025,2025,135.95499194893856,538.9339900224929,0.08110954070528423,11.956766763034624,0.08794650782315738,3.964061799399787,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,1215.547618,27.44847036,76.31200903,241.3279934,1264.174085,11.956766763034624,57.88321990476191,1.3070700171428573,3.633905191904762,11.49180920952381,60.19876595238096,135.95499194893856,0.08110954070528423
Mass,H1,Ideal,AK,Hhigh,HPl,NA,NA,NA,4.5,NA,2025,2025,120.44872220910057,452.53689337432246,0.07578872699635032,10.376210467334122,0.0861462892841726,3.7570916907587657,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,793.8182066,16.69170212,44.5649502,147.322111,615.6446734,10.376210467334122,37.800866980952385,0.7948429580952381,2.1221404857142856,7.015338619047619,29.31641301904762,120.44872220910057,0.07578872699635032
Mass,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2025,2025,927.2784077653964,3069.426833331161,0.32934479061955113,64.48654212685202,0.06954388410947153,3.3101459147830528,861.6763056383284,0,0,0,0,C0,5,1406.833235,639.5454545,1312.302674,3358.681364,122.6757267,82.34313369,651.5794652,1922.834118,64.48654212685202,159.9372078095238,5.841701271428572,3.9211016042857145,31.027593580952377,91.56352942857143,927.2784077653964,0.32934479061955113
Mass,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2025,2025,1065.3880246970411,3539.51066666424,0.35134907902771606,73.61049238645447,0.06909265983854727,3.3222737487318317,852.3934212838758,0,0,0,0,C0,5,1406.833235,639.5454545,1312.302674,3358.681364,122.6757267,82.34313369,651.5794652,1922.834118,73.61049238645447,159.9372078095238,5.841701271428572,3.9211016042857145,31.027593580952377,91.56352942857143,1065.3880246970411,0.35134907902771606
Mass,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2025,2025,1205.195896351576,4011.1351555516258,0.3989199695307597,83.07441426428962,0.06893021666915418,3.3282018032871807,845.8121611033579,0,0,0,0,C0,5,1406.833235,639.5454545,1312.302674,3358.681364,122.6757267,82.34313369,651.5794652,1922.834118,83.07441426428962,159.9372078095238,5.841701271428572,3.9211016042857145,31.027593580952377,91.56352942857143,1205.195896351576,0.3989199695307597
Mass,H1,Ideal,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,2025,2025,808.8276840672446,2532.575,0.2951807378960925,56.27236005603862,0.06957274233378025,3.1311675526049942,320.22305682422194,627.4657308303191,129,-534.5544531223122,89,C0,9,1701.786882,0,1312.302674,3014.089556,114.0000377,123.4132941,441.9585882,2060.920235,56.27236005603862,143.52807409523808,5.428573223809524,5.876823528571428,21.045647057142858,98.13905880952382,808.8276840672446,0.2951807378960925
Mass,H1,Ideal,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2025,2025,950.2083311285494,3008.858333333333,0.2809270348971534,65.5041966387893,0.06893666840511792,3.1665248922410028,318.01778936877133,1234.5362306686873,182,-458.6164410294224,97,C0,9,1701.786882,0,1312.302674,3014.089556,114.0000377,123.4132941,441.9585882,2060.920235,65.5041966387893,143.52807409523808,5.428573223809524,5.876823528571428,21.045647057142858,98.13905880952382,950.2083311285494,0.2809270348971534
Mass,H1,Ideal,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,2025,2025,1097.8573861346918,3486.4166666666665,0.3899128163220683,75.14759368502713,0.06844932195574588,3.1756553362013196,316.83333573398926,1877.035863945541,264,-597.7100087609194,121,C0,9,1701.786882,0,1312.302674,3014.089556,114.0000377,123.4132941,441.9585882,2060.920235,75.14759368502713,143.52807409523808,5.428573223809524,5.876823528571428,21.045647057142858,98.13905880952382,1097.8573861346918,0.3899128163220683
Mass,H1,Ideal,AK,Hhigh,HYD500,HYD500,3,NA,5,500,2025,2025,834.5999310476572,2765.215655553599,0.3034222196098237,58.070483004407286,0.06957882554760403,3.3132229619076017,554.3755519846553,0,0,0,0,C0,5,1406.833235,325.2136364,1312.302674,3044.349545,115.3761552,82.34313369,513.1703743,1922.834118,58.070483004407286,144.96902595238095,5.4941026285714285,3.9211016042857145,24.436684490476193,91.56352942857143,834.5999310476572,0.3034222196098237
Mass,H1,Ideal,AK,Hhigh,HYD500,HYD500,4,NA,5,500,2025,2025,973.448063575543,3239.093111108693,0.3159211891172033,67.08112622994075,0.06891084254001911,3.327443170631289,548.8548898114417,0,0,0,0,C0,5,1406.833235,325.2136364,1312.302674,3044.349545,115.3761552,82.34313369,513.1703743,1922.834118,67.08112622994075,144.96902595238095,5.4941026285714285,3.9211016042857145,24.436684490476193,91.56352942857143,973.448063575543,0.3159211891172033
