house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),kgCO2_oper_life,P_annual_kWh_life,kgCO2_manuf_life,kgCO2_dist_life,kgCO2_inst_life,kgCO2_eol_life,kgCO2_other_life,kgCO2_EOL_S_life,kgCO2_Other_S_life,kgCO2_total_life,kgCO2_total_life_R,CS_code
Mass,H1,Real,CH,Hlow,HYD500,HYD500,3,NA,6,500,2732.3378061999997,30860.45088,3555.08213,119.6312576,95.47431016,624.2310642,2127.980647,503.0639015,1717.837855,9254.73721516,8723.42726046,Cpeak
Mass,H1,Real,CH,Hlow,HYD500,HYD500,4,NA,6,500,2909.6614453,33960.64308,3555.08213,119.6312576,95.47431016,624.2310642,2127.980647,503.0639015,1717.837855,9432.06085426,8900.75089956,Cpeak
Mass,H1,Real,CH,Hlow,HYD500,HYD500,5,NA,6,500,3110.0809043,37178.80509,3555.08213,119.6312576,95.47431016,624.2310642,2127.980647,503.0639015,1717.837855,9632.48031326,9101.17035856,Cpeak
Mass,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,3,NA,6,1000,2282.2872312,34872.486264,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,10335.42264231,9804.11268761,Cpeak
Mass,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,4,NA,6,1000,2428.2422850000003,37686.309318,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,10481.37769611,9950.06774141,Cpeak
Mass,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,5,NA,6,1000,2600.1794517,40638.342108,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,10653.31486281,10122.00490811,Cpeak
Mass,Nom,Ideal,AK,Hhigh,HYD200,HYD200,3,NA,11.2,200,1838.49810704,28102.442088,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,8698.95555484,7951.05575914,Cpeak
Mass,Nom,Ideal,AK,Hhigh,HYD200,HYD200,4,NA,11.2,200,1952.25932205,30513.351204,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,8812.71676985,8064.81697415,Cpeak
Mass,Nom,Ideal,AK,Hhigh,HYD200,HYD200,5,NA,11.2,200,2090.12821905,33028.806573,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,8950.58566685,8202.68587115,Cpeak
Mass,Nom,Ideal,AK,Hhigh,HYD500,HYD500,3,NA,8.5,500,2259.09175345,34534.319589,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,9585.59272795,8927.58583855,Cpeak
Mass,Nom,Ideal,AK,Hhigh,HYD500,HYD500,4,NA,8.5,500,2405.3223807,37506.73857,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,9731.8233552,9073.8164658,Cpeak
Mass,Nom,Ideal,AK,Hhigh,HYD500,HYD500,5,NA,8.5,500,2577.7374199,40612.119114,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,9904.2383944,9246.231505,Cpeak
Mass,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,3,NA,6,1000,3170.9562772,34872.486264,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,11224.091688310002,10692.78173361,Cpeak
Mass,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,4,NA,6,1000,3337.8111271,37686.309318,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,11390.94653821,10859.63658351,Cpeak
Mass,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,5,NA,6,1000,3531.0385868,40638.342108,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,11584.17399791,11052.86404321,Cpeak
Mass,Nom,Ideal,AK,Hlow,HYD200,HYD200,3,NA,11.2,200,2604.8420419,28102.442088,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,9465.2994897,8717.399694,Cpeak
Mass,Nom,Ideal,AK,Hlow,HYD200,HYD200,4,NA,11.2,200,2737.3403372,30513.351204,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,9597.797785,8849.8979893,Cpeak
Mass,Nom,Ideal,AK,Hlow,HYD200,HYD200,5,NA,11.2,200,2896.9198098,33028.806573,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,9757.3772576,9009.4774619,Cpeak
Mass,Nom,Ideal,AK,Hlow,HYD500,HYD500,3,NA,8.5,500,3156.5415647,34534.319589,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,10483.0425392,9825.0356498,Cpeak
Mass,Nom,Ideal,AK,Hlow,HYD500,HYD500,4,NA,8.5,500,3323.6896595999997,37506.73857,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,10650.1906341,9992.1837447,Cpeak
Mass,Nom,Ideal,AK,Hlow,HYD500,HYD500,5,NA,8.5,500,3520.2765258,40612.119114,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,10846.7775003,10188.7706109,Cpeak
Mass,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,3,NA,11.2,1000,5357.0665613,76262.645487,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,15165.4004909,14417.500695,Cpeak
Mass,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,4,NA,11.2,1000,5514.4665325,79142.038836,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,15322.8004621,14574.9006662,Cpeak
Mass,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,5,NA,11.2,1000,5693.3132988,82107.290748,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,15501.6472284,14753.747432499998,Cpeak
Mass,Nom,Ideal,CH,Hhigh,HYD200,HYD200,3,NA,14,200,4886.6040677,70713.262893,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,12950.9577772,12154.8900432,Cpeak
Mass,Nom,Ideal,CH,Hhigh,HYD200,HYD200,4,NA,14,200,5026.4835987,73622.691492,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,13090.8373082,12294.7695742,Cpeak
Mass,Nom,Ideal,CH,Hhigh,HYD200,HYD200,5,NA,14,200,5194.2804295,76673.471742,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,13258.634139,12462.566405,Cpeak
Mass,Nom,Ideal,CH,Hhigh,HYD500,HYD500,3,NA,14,500,5035.8186769,72555.379701,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,13979.6926049,13183.6248709,Cpeak
Mass,Nom,Ideal,CH,Hhigh,HYD500,HYD500,4,NA,14,500,5181.9883906,75478.953081,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,14125.862318599997,13329.794584599998,Cpeak
Mass,Nom,Ideal,CH,Hhigh,HYD500,HYD500,5,NA,14,500,5354.5472883,78528.357768,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,14298.421216299996,13502.353482300001,Cpeak
Mass,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,3,NA,11.2,1000,7183.0468323,76262.645487,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,16991.3807619,16243.480966,Cpeak
Mass,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,4,NA,11.2,1000,7364.662863,79142.038836,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,17172.9967926,16425.0969967,Cpeak
Mass,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,5,NA,11.2,1000,7560.7662991,82107.290748,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,17369.100228699997,16621.200432799997,Cpeak
Mass,Nom,Ideal,CH,Hlow,HYD200,HYD200,3,NA,14,200,6581.0633037,70713.262893,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,14645.4170132,13849.3492792,Cpeak
Mass,Nom,Ideal,CH,Hlow,HYD200,HYD200,4,NA,14,200,6744.0182179,73622.691492,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,14808.3719274,14012.3041934,Cpeak
Mass,Nom,Ideal,CH,Hlow,HYD200,HYD200,5,NA,14,200,6935.9880271,76673.471742,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,15000.3417366,14204.2740026,Cpeak
Mass,Nom,Ideal,CH,Hlow,HYD500,HYD500,3,NA,14,500,6754.550135699999,72555.379701,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,15698.424063699997,14902.356329699998,Cpeak
Mass,Nom,Ideal,CH,Hlow,HYD500,HYD500,4,NA,14,500,6923.442933,75478.953081,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,15867.316861,15071.249127,Cpeak
Mass,Nom,Ideal,CH,Hlow,HYD500,HYD500,5,NA,14,500,7118.4620556,78528.357768,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,16062.335983599998,15266.2682496,Cpeak
Mass,Nom,Real,AK,Hhigh,HYD1000,HYD1000,3,NA,6,1000,2125.1236099,32468.62458,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,10178.25902101,9646.94906631,Cpeak
Mass,Nom,Real,AK,Hhigh,HYD1000,HYD1000,4,NA,6,1000,2269.6295552,35275.928961,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,10322.76496631,9791.455011610002,Cpeak
Mass,Nom,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,6,1000,2440.616189,38225.367935999995,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,10493.75160011,9962.44164541,Cpeak
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,3,NA,11.2,200,1691.13655969,25806.781686,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,8551.594007489999,7803.694211789999,Cpeak
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,4,NA,11.2,200,1803.70677054,28215.162108,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,8664.16421834,7916.26442264,Cpeak
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,5,NA,11.2,200,1942.53145735,30734.089302,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,8802.98890515,8055.089109449999,Cpeak
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,3,NA,8.5,500,2100.4669625,32039.004459000003,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,9426.967937,8768.9610476,Cpeak
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,4,NA,8.5,500,2247.7492356,35012.348742,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,9574.2502101,8916.2433207,Cpeak
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,5,NA,8.5,500,2419.6445372,38115.923202,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,9746.1455117,9088.1386223,Cpeak
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,3,NA,6,1000,2884.5240851,32468.62458,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,10937.65949621,10406.34954151,Cpeak
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,4,NA,6,1000,3048.137296,35275.928961,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,11101.272707110002,10569.96275241,Cpeak
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,5,NA,6,1000,3241.3429919,38225.367935999995,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,11294.478403010002,10763.16844831,Cpeak
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,3,NA,11.2,200,2336.93951335,25806.781686,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,9197.39696115,8449.49716545,Cpeak
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,4,NA,11.2,200,2468.8501764,28215.162108,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,9329.3076242,8581.4078285,Cpeak
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,5,NA,11.2,200,2629.1621009,30734.089302,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,9489.6195487,8741.719753000001,Cpeak
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,3,NA,8.5,500,2865.3782074,32039.004459000003,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,10191.8791819,9533.8722925,Cpeak
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,4,NA,8.5,500,3032.6108915,35012.348742,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,10359.111866,9701.1049766,Cpeak
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,5,NA,8.5,500,3229.4020356,38115.923202,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,10555.9030101,9897.8961207,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,3,NA,11.2,1000,4537.2542017000005,64004.343879,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,14345.5881313,13597.6883354,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,4,NA,11.2,1000,4694.7653432,66863.570571,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,14503.0992728,13755.1994769,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,5,NA,11.2,1000,4873.8454558,69833.798034,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,14682.1793854,13934.2795895,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,3,NA,14,200,4124.201537,59401.245519,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,12188.5552465,11392.4875125,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,4,NA,14,200,4265.2632278,62313.973134,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,12329.6169373,11533.5492033,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,5,NA,14,200,4433.5498725,65357.735667,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,12497.903582,11701.835848,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,3,NA,14,500,4280.5167748,61249.135248000006,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,13224.3907028,12428.3229688,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,4,NA,14,500,4427.6838569,64165.905426000005,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,13371.557784899998,12575.4900509,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,5,NA,14,500,4599.2769208,67216.727109,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,13543.150848799998,12747.0831148,Cpeak
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,3,NA,11.2,1000,5924.8974279,64004.343879,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,15733.2313575,14985.3315616,Cpeak
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,4,NA,11.2,1000,6103.3468396,66863.570571,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,15911.6807692,15163.7809733,Cpeak
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,5,NA,11.2,1000,6302.0163698,69833.798034,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,16110.3502994,15362.450503499998,Cpeak
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,3,NA,14,200,5423.083086,59401.245519,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,13487.4367955,12691.3690615,Cpeak
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,4,NA,14,200,5586.8641351999995,62313.973134,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,13651.2178447,12855.1501107,Cpeak
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,5,NA,14,200,5779.0348473,65357.735667,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,13843.3885568,13047.3208228,Cpeak
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,3,NA,14,500,5600.5677811,61249.135248000006,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,14544.441709099998,13748.3739751,Cpeak
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,4,NA,14,500,5769.4577861,64165.905426000005,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,14713.331714099995,13917.2639801,Cpeak
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,5,NA,14,500,5964.8746863,67216.727109,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,14908.7486143,14112.6808803,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2051.85614305,32480.083314000003,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,10173.00888229,9698.26186109,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2195.00900025,35373.31413,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,10316.16173949,9841.41471829,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2363.8589481,38320.676625,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,10485.01168734,10010.26466614,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,1971.45962915,31278.493848,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8624.283275650001,7966.27638635,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2110.55869215,34263.855696,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8763.38233865,8105.37544935,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,2279.3429155,37358.238918,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8932.166562,8274.1596727,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,3,NA,6,500,1985.24211575,31190.762294999997,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,9104.10928995,8572.79933525,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,4,NA,6,500,2121.2618142,33993.344028,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,9240.1289884,8708.8190337,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,5,NA,6,500,2284.48209265,36933.717387,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,9403.34926685,8872.03931215,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,2985.6554706,32480.083314000003,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,11106.80820984,10632.06118864,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,3145.6773001,35373.31413,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,11266.83003934,10792.08301814,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,3331.9401390000003,38320.676625,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,11453.09287824,10978.34585704,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,2941.7609264,31278.493848,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9594.5845729,8936.5776836,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,3102.6950043,34263.855696,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9755.5186508,9097.511761500002,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,3296.177963,37358.238918,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9949.0016095,9290.9947202,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD500,HYD500,3,NA,6,500,2933.8103701,31190.762294999997,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,10052.6775443,9521.3675896,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD500,HYD500,4,NA,6,500,3090.9357384,33993.344028,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,10209.8029126,9678.4929579,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD500,HYD500,5,NA,6,500,3276.7775272,36933.717387,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,10395.6447014,9864.3347467,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,3,NA,8.5,1000,6289.2275644,92363.378772,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,15677.8914258,15019.8845364,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,4,NA,8.5,1000,6461.4682223,95655.128898,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,15850.132083699998,15192.1251943,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,5,NA,8.5,1000,6661.6675634,99048.74322,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,16050.3314248,15392.3245354,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD200,HYD200,3,NA,11.2,200,5830.0377111,83922.90253200001,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,13612.5469181,12864.647122400002,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD200,HYD200,4,NA,11.2,200,5972.5797226,86756.54841,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,13755.0889296,13007.1891339,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD200,HYD200,5,NA,11.2,200,6132.4908782,89678.152221,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,13915.0000852,13167.100289500002,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD500,HYD500,3,NA,8.5,500,6112.7662898,89772.65908800001,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,14361.319023599995,13703.312134199998,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD500,HYD500,4,NA,8.5,500,6274.6260803000005,93060.040017,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,14523.1788141,13865.1719247,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD500,HYD500,5,NA,8.5,500,6463.5161253999995,96445.250286,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,14712.068859199995,14054.061969799995,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,3,NA,8.5,1000,9005.9555585,92363.378772,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,18394.6194199,17736.6125305,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,4,NA,8.5,1000,9199.8890565,95655.128898,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,18588.5529179,17930.5460285,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,5,NA,8.5,1000,9418.6936956,99048.74322,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,18807.357557,18149.350667599996,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,3,NA,11.2,200,8452.342129,83922.90253200001,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,16234.851336000002,15486.951540300002,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,4,NA,11.2,200,8620.4891839,86756.54841,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,16402.9983909,15655.0985952,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,5,NA,11.2,200,8802.769257,89678.152221,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,16585.278464,15837.378668300002,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,3,NA,8.5,500,8791.582513199999,89772.65908800001,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,17040.135247,16382.1283576,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,4,NA,8.5,500,8977.5428761,93060.040017,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,17226.0956099,16568.0887205,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,5,NA,8.5,500,9188.1758115,96445.250286,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,17436.728545299997,16778.721655899997,Cpeak
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2013.81719965,31862.275095,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,10134.96993889,9660.22291769,Cpeak
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2156.2531164,34753.35633,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,10277.40585564,9802.65883444,Cpeak
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2324.8100181,37700.020911,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,10445.96275734,9971.21573614,Cpeak
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,1934.3468215,30630.031047,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8587.170468,7929.1635787,Cpeak
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2073.39901305,33616.110696,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8726.222659550001,8068.215770250001,Cpeak
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,2242.27372125,36709.388331,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8895.09736775,8237.090478450002,Cpeak
