house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),kgCO2_oper_life,P_annual_kWh_life,kgCO2_manuf_life,kgCO2_dist_life,kgCO2_inst_life,kgCO2_eol_life,kgCO2_other_life,kgCO2_EOL_S_life,kgCO2_Other_S_life,kgCO2_total_life,kgCO2_total_life_R,CS_code
Mod,H1,Real,AK,Hlow,HPl,NA,NA,NA,4.5,NA,1048.3564679,9184.2260223,793.8182066,15.90393715,23.47058824,86,542.2941176,4.507861519,201.5438287,2509.84331749,2087.6008901090004,C0
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,2901.3725271,31868.778585000004,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,11022.52526634,10547.77824514,C0
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,3060.9400006,34761.300798000004,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,11182.09273984,10707.34571864,C0
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,3247.6493467,37708.136361,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,11368.80208594,10894.05506474,C0
Mod,H1,Real,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,2858.1648488,30640.239525,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9510.988495300002,8852.981606000001,C0
Mod,H1,Real,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,3018.9709137,33624.70209,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9671.794560200002,9013.7876709,C0
Mod,H1,Real,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,3213.9063234,36732.656016,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9866.7299699,9208.7230806,C0
Mod,H1,Real,AK,Hlow,HYD500,HYD500,3,NA,6,500,2853.111943,30581.371821,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,9971.9791172,9440.6691625,C0
Mod,H1,Real,AK,Hlow,HYD500,HYD500,4,NA,6,500,3010.5353296,33383.871297,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,10129.4025038,9598.0925491,C0
Mod,H1,Real,AK,Hlow,HYD500,HYD500,5,NA,6,500,3196.5394476,36324.820077,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,10315.4066218,9784.0966671,C0
Mod,H1,Real,AK,Hlow,R,NA,NA,8.5,NA,NA,5389.0908107000005,45890.612061,793.7042254,38.89839479,1.596968272,44.67044118,0,44.67044118,0,6267.960840342,6267.960840342,C0
Mod,H1,Real,AK,Hlow,Rb,NA,NA,4,NA,NA,1357.62746735,10465.3330299,426.9837599,20.92590959,0.859110353,24.03105882,0,24.03105882,0,1830.427306013,1830.427306013,C0
Mod,H1,Real,AK,Hlow,Rl,NA,NA,4.5,NA,NA,4031.4633435,35425.279029000005,366.7204655,17.9724852,0.737857919,20.63938235,0,20.63938235,0,4437.533534469,4437.533534469,C0
Mod,H1,Real,CH,Hhigh,HP,NA,NA,NA,12.5,NA,3370.4148053,43687.267932,1836.366253,42.75047033,95.48823529,302.8882353,1404.529412,50.71250667,466.1381446,7052.43741122,5861.87041519,C0
Mod,H1,Real,CH,Hhigh,HPl,NA,NA,NA,7.5,NA,2024.64408163,27655.337724,992.9074291,21.23693386,32.11764706,115,725.1176471000001,12.29485961,295.6675564,3911.02373875,3378.8685076600004,C0
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,3,NA,8.5,1000,5629.473296,82099.586268,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,15018.1371574,14360.130268,C0
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,4,NA,8.5,1000,5802.7789084,85384.356981,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,15191.442769799998,14533.435880399998,C0
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,5,NA,8.5,1000,6002.071382,88774.11593399999,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,15390.7352434,14732.728354,C0
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,3,NA,11.2,200,5129.2379701,73244.345832,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,12911.7471771,12163.8473814,C0
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,4,NA,11.2,200,5270.2726118,76077.661947,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,13052.7818188,12304.8820231,C0
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,5,NA,11.2,200,5434.3868332,79017.122646,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,13216.8960402,12468.996244500002,C0
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,3,NA,8.5,500,5452.4178845999995,79522.426683,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,13700.9706184,13042.963729,C0
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,4,NA,8.5,500,5615.795965400001,82802.013462,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,13864.3486992,13206.3418098,C0
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,5,NA,8.5,500,5803.7650328,86186.935443,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,14052.317766599996,13394.310877199998,C0
Mod,H1,Real,CH,Hhigh,R,NA,NA,12.5,NA,NA,11541.9554315,154656.498696,1038.869962,50.91364344000001,2.09025266,58.46860588,0,58.46860588,0,12692.297895480002,12692.297895480002,C0
Mod,H1,Real,CH,Hhigh,Rb,NA,NA,4.5,NA,NA,4045.9751728,49390.546968,457.6294769999999,22.42781567,0.920770901,25.75582941,0,25.75582941,0,4552.7090657809995,4552.7090657809995,C0
Mod,H1,Real,CH,Hhigh,Rl,NA,NA,8,NA,NA,7495.9802587,105265.951728,581.2404853,28.48582777,1.169481759,32.71277647,0,32.71277647,0,8139.588829998998,8139.588829998998,C0
Mod,H1,Real,CH,Hlow,HP,NA,NA,NA,12.5,NA,4744.1033627,43687.267932,1836.366253,42.75047033,95.48823529,302.8882353,1404.529412,50.71250667,466.1381446,8426.125968620001,7235.55897259,C0
Mod,H1,Real,CH,Hlow,HPl,NA,NA,NA,7.5,NA,2827.3974596000003,27655.337724,992.9074291,21.23693386,32.11764706,115,725.1176471000001,12.29485961,295.6675564,4713.777116720001,4181.62188563,C0
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,3,NA,8.5,1000,7828.8516727,82099.586268,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,17217.5155341,16559.5086447,C0
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,4,NA,8.5,1000,8022.3090714,85384.356981,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,17410.9729328,16752.9660434,C0
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,5,NA,8.5,1000,8240.628492,88774.11593399999,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,17629.2923534,16971.285464,C0
Mod,H1,Real,CH,Hlow,HYD200,HYD200,3,NA,11.2,200,7224.9887482,73244.345832,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,15007.497955200002,14259.598159500005,C0
Mod,H1,Real,CH,Hlow,HYD200,HYD200,4,NA,11.2,200,7391.065082,76077.661947,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,15173.574289000002,14425.674493300005,C0
Mod,H1,Real,CH,Hlow,HYD200,HYD200,5,NA,11.2,200,7577.1000933,79017.122646,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,15359.6093003,14611.7095046,C0
Mod,H1,Real,CH,Hlow,HYD500,HYD500,3,NA,8.5,500,7618.2411103,79522.426683,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,15866.7938441,15208.7869547,C0
Mod,H1,Real,CH,Hlow,HYD500,HYD500,4,NA,8.5,500,7804.5718762,82802.013462,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,16053.12461,15395.1177206,C0
Mod,H1,Real,CH,Hlow,HYD500,HYD500,5,NA,8.5,500,8015.1681824,86186.935443,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,16263.720916199998,15605.714026799998,C0
Mod,H1,Real,CH,Hlow,R,NA,NA,12.5,NA,NA,16369.2959415,154656.498696,1038.869962,50.91364344000001,2.09025266,58.46860588,0,58.46860588,0,17519.63840548,17519.63840548,C0
Mod,H1,Real,CH,Hlow,Rb,NA,NA,4.5,NA,NA,5800.8945251,49390.546968,457.6294769999999,22.42781567,0.920770901,25.75582941,0,25.75582941,0,6307.628418080999,6307.628418080999,C0
Mod,H1,Real,CH,Hlow,Rl,NA,NA,8,NA,NA,10568.4014161,105265.951728,581.2404853,28.48582777,1.169481759,32.71277647,0,32.71277647,0,11212.009987399,11212.009987399,C0
Mod,Nom,Ideal,AK,Hhigh,HP,NA,NA,NA,11,NA,1330.84660264,17899.191693599998,1869.5477900000003,42.75047033,95.48823529,302.8882353,1404.529412,50.71250667,466.1381446,5046.05074556,3855.48374953,C0
Mod,Nom,Ideal,AK,Hhigh,HPl,NA,NA,NA,8,NA,857.30218666,11460.1616283,1026.088966,21.23693386,32.11764706,115,725.1176471000001,12.29485961,295.6675564,2776.86338068,2244.70814959,C0
Mod,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,3,NA,6,1000,2747.9936797,41919.796842,4923.770572,140.4118104,112.7038556,979.2026551,2668.730647,858.0354924,2258.587855,11572.8132198,11041.5032651,C0
Mod,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,4,NA,6,1000,2891.0876904,44718.452625,4923.770572,140.4118104,112.7038556,979.2026551,2668.730647,858.0354924,2258.587855,11715.9072305,11184.5972758,C0
Mod,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,5,NA,6,1000,3062.6237393,47665.926105,4923.770572,140.4118104,112.7038556,979.2026551,2668.730647,858.0354924,2258.587855,11887.4432794,11356.1333247,C0
Mod,Nom,Ideal,AK,Hhigh,HYD200,HYD200,3,NA,11.2,200,2249.2920541,34317.598749,3872.337406,135.5457292,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,9881.4336309,9133.5338352,C0
Mod,Nom,Ideal,AK,Hhigh,HYD200,HYD200,4,NA,11.2,200,2362.2287032,36725.380167,3872.337406,135.5457292,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,9994.37028,9246.4704843,C0
Mod,Nom,Ideal,AK,Hhigh,HYD200,HYD200,5,NA,11.2,200,2501.2180665,39255.169737,3872.337406,135.5457292,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,10133.3596433,9385.4598476,C0
Mod,Nom,Ideal,AK,Hhigh,HYD500,HYD500,3,NA,8.5,500,2742.7459664,41898.940272,4298.303989,137.9787698,151.1428396,738.4642701,2772.295235,588.4034117,2264.349204,10840.9310699,10182.9241805,C0
Mod,Nom,Ideal,AK,Hhigh,HYD500,HYD500,4,NA,8.5,500,2886.6349376,44866.078362,4298.303989,137.9787698,151.1428396,738.4642701,2772.295235,588.4034117,2264.349204,10984.8200411,10326.8131517,C0
Mod,Nom,Ideal,AK,Hhigh,HYD500,HYD500,5,NA,8.5,500,3059.0932669,47968.199853000006,4298.303989,137.9787698,151.1428396,738.4642701,2772.295235,588.4034117,2264.349204,11157.2783704,10499.271481,C0
Mod,Nom,Ideal,AK,Hhigh,R,NA,NA,12,NA,NA,5288.3530494999995,71200.726464,1008.224245,49.41173736,2.028592112,56.74383529,0,56.74383529,0,6404.761459262,6404.761459262,C0
Mod,Nom,Ideal,AK,Hhigh,Rb,NA,NA,4,NA,NA,1788.02150924,24297.048615,426.9837599,20.92590959,0.859110353,24.03105882,0,24.03105882,0,2260.821347903,2260.821347903,C0
Mod,Nom,Ideal,AK,Hhigh,Rl,NA,NA,8,NA,NA,3500.3315407,46903.67787000001,581.2404853,28.48582777,1.169481759,32.71277647,0,32.71277647,0,4143.940111998999,4143.940111998999,C0
Mod,Nom,Ideal,AK,Hlow,HP,NA,NA,NA,11,NA,2093.89929585,17899.191693599998,1869.5477900000003,42.75047033,95.48823529,302.8882353,1404.529412,50.71250667,466.1381446,5809.10343877,4618.53644274,C0
Mod,Nom,Ideal,AK,Hlow,HPl,NA,NA,NA,8,NA,1293.17154936,11460.1616283,1026.088966,21.23693386,32.11764706,115,725.1176471000001,12.29485961,295.6675564,3212.73274338,2680.57751229,C0
Mod,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,3,NA,6,1000,4058.7429002,41919.796842,4923.770572,140.4118104,112.7038556,979.2026551,2668.730647,858.0354924,2258.587855,12883.562440300002,12352.252485600002,C0
Mod,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,4,NA,6,1000,4222.516044,44718.452625,4923.770572,140.4118104,112.7038556,979.2026551,2668.730647,858.0354924,2258.587855,13047.335584100005,12516.025629400005,C0
Mod,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,5,NA,6,1000,4414.0403646,47665.926105,4923.770572,140.4118104,112.7038556,979.2026551,2668.730647,858.0354924,2258.587855,13238.859904700004,12707.549950000002,C0
Mod,Nom,Ideal,AK,Hlow,HYD200,HYD200,3,NA,11.2,200,3396.1473396,34317.598749,3872.337406,135.5457292,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,11028.2889164,10280.389120700002,C0
Mod,Nom,Ideal,AK,Hlow,HYD200,HYD200,4,NA,11.2,200,3527.6598976,36725.380167,3872.337406,135.5457292,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,11159.8014744,10411.9016787,C0
Mod,Nom,Ideal,AK,Hlow,HYD200,HYD200,5,NA,11.2,200,3688.6036448,39255.169737,3872.337406,135.5457292,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,11320.7452216,10572.8454259,C0
Mod,Nom,Ideal,AK,Hlow,HYD500,HYD500,3,NA,8.5,500,4083.9442561,41898.940272,4298.303989,137.9787698,151.1428396,738.4642701,2772.295235,588.4034117,2264.349204,12182.129359599998,11524.122470199998,C0
Mod,Nom,Ideal,AK,Hlow,HYD500,HYD500,4,NA,8.5,500,4248.9256652,44866.078362,4298.303989,137.9787698,151.1428396,738.4642701,2772.295235,588.4034117,2264.349204,12347.1107687,11689.1038793,C0
Mod,Nom,Ideal,AK,Hlow,HYD500,HYD500,5,NA,8.5,500,4444.9861974,47968.199853000006,4298.303989,137.9787698,151.1428396,738.4642701,2772.295235,588.4034117,2264.349204,12543.171300899998,11885.164411499998,C0
Mod,Nom,Ideal,AK,Hlow,R,NA,NA,12,NA,NA,8313.0066248,71200.726464,1008.224245,49.41173736,2.028592112,56.74383529,0,56.74383529,0,9429.415034562,9429.415034562,C0
Mod,Nom,Ideal,AK,Hlow,Rb,NA,NA,4,NA,NA,3029.8275808,24297.048615,426.9837599,20.92590959,0.859110353,24.03105882,0,24.03105882,0,3502.627419463,3502.627419463,C0
Mod,Nom,Ideal,AK,Hlow,Rl,NA,NA,8,NA,NA,5283.1790435,46903.67787000001,581.2404853,28.48582777,1.169481759,32.71277647,0,32.71277647,0,5926.787614798999,5926.787614798999,C0
Mod,Nom,Ideal,CH,Hhigh,HP,NA,NA,NA,16,NA,4957.6968678,65843.057595,2416.268872,56.580600919999995,78.56470588,386.3941176,1064.823529,209.5713302,380.90285050000006,8960.3286932,8099.585227299999,C0
Mod,Nom,Ideal,CH,Hhigh,HPl,NA,NA,NA,9.5,NA,2236.2905588,30122.980482000003,1125.633577,21.23693386,32.11764706,115,725.1176471000001,12.29485961,295.6675564,4255.39636382,3723.24113273,C0
Mod,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,3,NA,14,1000,7588.3220432,108838.202886,5858.332859,158.6433033,217.75326739999997,1152.137037,3540.777882,970.5909024,2926.256283,18515.9663919,17719.898658299997,C0
Mod,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,4,NA,14,1000,7746.2624786,111771.375408,5858.332859,158.6433033,217.75326739999997,1152.137037,3540.777882,970.5909024,2926.256283,18673.9068273,17877.839093699997,C0
Mod,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,5,NA,14,1000,7927.8805643,114826.935657,5858.332859,158.6433033,217.75326739999997,1152.137037,3540.777882,970.5909024,2926.256283,18855.524912999997,18059.457179399997,C0
Mod,Nom,Ideal,CH,Hhigh,HYD200,HYD200,3,NA,14,200,7261.013711,104593.15356,4364.469222,144.5119565,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,16169.0267127,15372.9589787,C0
Mod,Nom,Ideal,CH,Hhigh,HYD200,HYD200,4,NA,14,200,7403.694071,107516.440311,4364.469222,144.5119565,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,16311.7070727,15515.6393387,C0
Mod,Nom,Ideal,CH,Hhigh,HYD200,HYD200,5,NA,14,200,7572.2245151,110573.385153,4364.469222,144.5119565,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,16480.2375168,15684.1697828,C0
Mod,Nom,Ideal,CH,Hhigh,HYD500,HYD500,3,NA,14,500,7412.1358251,106355.46558,5011.65104,151.5776299,216.7987219,866.7279465,3540.777882,685.1818115000001,2926.256283,17199.669045399998,16403.6013114,C0
Mod,Nom,Ideal,CH,Hhigh,HYD500,HYD500,4,NA,14,500,7557.858838,109268.567016,5011.65104,151.5776299,216.7987219,866.7279465,3540.777882,685.1818115000001,2926.256283,17345.3920583,16549.324324300003,C0
Mod,Nom,Ideal,CH,Hhigh,HYD500,HYD500,5,NA,14,500,7729.7387188,112320.54561,5011.65104,151.5776299,216.7987219,866.7279465,3540.777882,685.1818115000001,2926.256283,17517.2719391,16721.204205100003,C0
Mod,Nom,Ideal,CH,Hhigh,R,NA,NA,15.5,NA,NA,16856.9340055,229397.94528,1222.744265,59.92507993,2.460215951,68.81722941,0,68.81722941,0,18210.880795791,18210.880795791,C0
Mod,Nom,Ideal,CH,Hhigh,Rb,NA,NA,6.5,NA,NA,7916.7957878,106178.231019,580.2123454,28.43544,1.167413096,32.65491176,0,32.65491176,0,8559.265898055999,8559.265898055999,C0
Mod,Nom,Ideal,CH,Hhigh,Rl,NA,NA,9,NA,NA,8940.138217,123219.714366,642.5319195,31.489639930000003,1.292802856,36.16231765,0,36.16231765,0,9651.614896935998,9651.614896935998,C0
Mod,Nom,Ideal,CH,Hlow,HP,NA,NA,NA,16,NA,7099.1941228999995,65843.057595,2416.268872,56.580600919999995,78.56470588,386.3941176,1064.823529,209.5713302,380.90285050000006,11101.8259483,10241.0824824,C0
Mod,Nom,Ideal,CH,Hlow,HPl,NA,NA,NA,9.5,NA,3043.7562565999997,30122.980482000003,1125.633577,21.23693386,32.11764706,115,725.1176471000001,12.29485961,295.6675564,5062.8620616200005,4530.70683053,C0
Mod,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,3,NA,14,1000,10733.2944029,108838.202886,5858.332859,158.6433033,217.75326739999997,1152.137037,3540.777882,970.5909024,2926.256283,21660.9387516,20864.871018,C0
Mod,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,4,NA,14,1000,10912.4789421,111771.375408,5858.332859,158.6433033,217.75326739999997,1152.137037,3540.777882,970.5909024,2926.256283,21840.1232908,21044.0555572,C0
Mod,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,5,NA,14,1000,11113.9077294,114826.935657,5858.332859,158.6433033,217.75326739999997,1152.137037,3540.777882,970.5909024,2926.256283,22041.5520781,21245.484344499997,C0
Mod,Nom,Ideal,CH,Hlow,HYD200,HYD200,3,NA,14,200,10354.3432156,104593.15356,4364.469222,144.5119565,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,19262.3562173,18466.2884833,C0
Mod,Nom,Ideal,CH,Hlow,HYD200,HYD200,4,NA,14,200,10520.3049441,107516.440311,4364.469222,144.5119565,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,19428.3179458,18632.2502118,C0
Mod,Nom,Ideal,CH,Hlow,HYD200,HYD200,5,NA,14,200,10713.9497373,110573.385153,4364.469222,144.5119565,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,19621.962739,18825.895005,C0
Mod,Nom,Ideal,CH,Hlow,HYD500,HYD500,3,NA,14,500,10525.2352381,106355.46558,5011.65104,151.5776299,216.7987219,866.7279465,3540.777882,685.1818115000001,2926.256283,20312.7684584,19516.7007244,C0
Mod,Nom,Ideal,CH,Hlow,HYD500,HYD500,4,NA,14,500,10693.3228569,109268.567016,5011.65104,151.5776299,216.7987219,866.7279465,3540.777882,685.1818115000001,2926.256283,20480.8560772,19684.7883432,C0
Mod,Nom,Ideal,CH,Hlow,HYD500,HYD500,5,NA,14,500,10888.0866154,112320.54561,5011.65104,151.5776299,216.7987219,866.7279465,3540.777882,685.1818115000001,2926.256283,20675.6198357,19879.5521017,C0
Mod,Nom,Ideal,CH,Hlow,R,NA,NA,15.5,NA,NA,24162.591929,229397.94528,1222.744265,59.92507993,2.460215951,68.81722941,0,68.81722941,0,25516.538719291,25516.538719291,C0
Mod,Nom,Ideal,CH,Hlow,Rb,NA,NA,6.5,NA,NA,11860.2017828,106178.231019,580.2123454,28.43544,1.167413096,32.65491176,0,32.65491176,0,12502.671893055998,12502.671893055998,C0
Mod,Nom,Ideal,CH,Hlow,Rl,NA,NA,9,NA,NA,12302.3901476,123219.714366,642.5319195,31.489639930000003,1.292802856,36.16231765,0,36.16231765,0,13013.866827535998,13013.866827535998,C0
Mod,Nom,Real,AK,Hhigh,HP,NA,NA,NA,11,NA,1221.48332006,16055.4437484,1869.5477900000003,42.75047033,95.48823529,302.8882353,1404.529412,50.71250667,466.1381446,4936.68746298,3746.12046695,C0
Mod,Nom,Real,AK,Hhigh,HPl,NA,NA,NA,8,NA,858.78693472,11483.4016101,1026.088966,21.23693386,32.11764706,115,725.1176471000001,12.29485961,295.6675564,2778.34812874,2246.1928976500003,C0
Mod,Nom,Real,AK,Hhigh,HYD1000,HYD1000,3,NA,6,1000,2597.3009972,39406.58001,4923.770572,140.4118104,112.7038556,979.2026551,2668.730647,858.0354924,2258.587855,11422.1205373,10890.8105826,C0
Mod,Nom,Real,AK,Hhigh,HYD1000,HYD1000,4,NA,6,1000,2739.8365161,42201.205704,4923.770572,140.4118104,112.7038556,979.2026551,2668.730647,858.0354924,2258.587855,11564.6560562,11033.3461015,C0
Mod,Nom,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,6,1000,2911.0643965,45147.643611,4923.770572,140.4118104,112.7038556,979.2026551,2668.730647,858.0354924,2258.587855,11735.8839366,11204.5739819,C0
Mod,Nom,Real,AK,Hhigh,HYD200,HYD200,3,NA,11.2,200,2106.0665028,31912.963425,3872.337406,135.5457292,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,9738.2080796,8990.3082839,C0
Mod,Nom,Real,AK,Hhigh,HYD200,HYD200,4,NA,11.2,200,2218.7311069,34320.812778,3872.337406,135.5457292,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,9850.8726837,9102.972888,C0
Mod,Nom,Real,AK,Hhigh,HYD200,HYD200,5,NA,11.2,200,2358.6458957,36853.076673,3872.337406,135.5457292,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,9990.7874725,9242.8876768,C0
Mod,Nom,Real,AK,Hhigh,HYD500,HYD500,3,NA,8.5,500,2588.0445965,39271.503705,4298.303989,137.9787698,151.1428396,738.4642701,2772.295235,588.4034117,2264.349204,10686.2297,10028.2228106,C0
Mod,Nom,Real,AK,Hhigh,HYD500,HYD500,4,NA,8.5,500,2732.7250709,42238.396746,4298.303989,137.9787698,151.1428396,738.4642701,2772.295235,588.4034117,2264.349204,10830.9101744,10172.903285,C0
Mod,Nom,Real,AK,Hhigh,HYD500,HYD500,5,NA,8.5,500,2905.3523422000003,45339.535458,4298.303989,137.9787698,151.1428396,738.4642701,2772.295235,588.4034117,2264.349204,11003.5374457,10345.5305563,C0
Mod,Nom,Real,AK,Hhigh,R,NA,NA,12,NA,NA,4901.4682493,64571.196648,1008.224245,49.41173736,2.028592112,56.74383529,0,56.74383529,0,6017.876659062001,6017.876659062001,C0
Mod,Nom,Real,AK,Hhigh,Rb,NA,NA,4,NA,NA,1394.71551302,17567.72892,426.9837599,20.92590959,0.859110353,24.03105882,0,24.03105882,0,1867.515351683,1867.515351683,C0
Mod,Nom,Real,AK,Hhigh,Rl,NA,NA,8,NA,NA,3506.7527359,47003.467728,581.2404853,28.48582777,1.169481759,32.71277647,0,32.71277647,0,4150.361307198999,4150.361307198999,C0
Mod,Nom,Real,AK,Hlow,HP,NA,NA,NA,11,NA,1861.94522817,16055.4437484,1869.5477900000003,42.75047033,95.48823529,302.8882353,1404.529412,50.71250667,466.1381446,5577.14937109,4386.58237506,C0
Mod,Nom,Real,AK,Hlow,HPl,NA,NA,NA,8,NA,1295.77269616,11483.4016101,1026.088966,21.23693386,32.11764706,115,725.1176471000001,12.29485961,295.6675564,3215.33389018,2683.17865909,C0
Mod,Nom,Real,AK,Hlow,HYD1000,HYD1000,3,NA,6,1000,3746.5756324,39406.58001,4923.770572,140.4118104,112.7038556,979.2026551,2668.730647,858.0354924,2258.587855,12571.395172500002,12040.085217800002,C0
Mod,Nom,Real,AK,Hlow,HYD1000,HYD1000,4,NA,6,1000,3908.8329913,42201.205704,4923.770572,140.4118104,112.7038556,979.2026551,2668.730647,858.0354924,2258.587855,12733.6525314,12202.3425767,C0
Mod,Nom,Real,AK,Hlow,HYD1000,HYD1000,5,NA,6,1000,4100.7413034,45147.643611,4923.770572,140.4118104,112.7038556,979.2026551,2668.730647,858.0354924,2258.587855,12925.5608435,12394.2508888,C0
Mod,Nom,Real,AK,Hlow,HYD200,HYD200,3,NA,11.2,200,3101.2118438,31912.963425,3872.337406,135.5457292,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,10733.3534206,9985.4536249,C0
Mod,Nom,Real,AK,Hlow,HYD200,HYD200,4,NA,11.2,200,3233.0806451,34320.812778,3872.337406,135.5457292,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,10865.2222219,10117.3224262,C0
Mod,Nom,Real,AK,Hlow,HYD200,HYD200,5,NA,11.2,200,3394.6087308,36853.076673,3872.337406,135.5457292,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,11026.7503076,10278.8505119,C0
Mod,Nom,Real,AK,Hlow,HYD500,HYD500,3,NA,8.5,500,3761.0306777,39271.503705,4298.303989,137.9787698,151.1428396,738.4642701,2772.295235,588.4034117,2264.349204,11859.2157812,11201.2088918,C0
Mod,Nom,Real,AK,Hlow,HYD500,HYD500,4,NA,8.5,500,3926.9001545,42238.396746,4298.303989,137.9787698,151.1428396,738.4642701,2772.295235,588.4034117,2264.349204,12025.085257999996,11367.078368599998,C0
Mod,Nom,Real,AK,Hlow,HYD500,HYD500,5,NA,8.5,500,4123.3203855,45339.535458,4298.303989,137.9787698,151.1428396,738.4642701,2772.295235,588.4034117,2264.349204,12221.505488999996,11563.498599599998,C0
Mod,Nom,Real,AK,Hlow,R,NA,NA,12,NA,NA,7479.7825868,64571.196648,1008.224245,49.41173736,2.028592112,56.74383529,0,56.74383529,0,8596.190996562,8596.190996562,C0
