house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),year,Grid_year,P_annual (kWh),Q_annual (kWh),P_avg_peak (kW),kgCO2,kgCO2_kWh_dispatched,sCOP_annual,Q_standing_losses_annual (kWh),unmet_demand_DW (L.K),unmet_demand_DW (min),unmet_demand_SH (L.K),unmet_demand_SH (min),CS_code,Hyd_Cap_kW_Adj,Hyd_Manufacture_HP,Hyd_Manufacture_Tank,Hyd_Manufacture_FC,Manufacture,Distribution,Installation,EOL,Other,kgCO2_oper_year,kgCO2_manuf_year,kgCO2_dist_year,kgCO2_inst_year,kgCO2_eol_year,kgCO2_other_year,P_annual_kWh_year,P_avg_peak_kW_year
Mass,H1,Ideal,AK,Hhigh,HP,NA,NA,NA,6.5,NA,2025,2025,135.95499194893856,538.9339900224929,0.13584818858014883,11.918601005684057,0.08766578435134179,3.964061799399787,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,1215.547618,27.44847036,76.31200903,241.3279934,1264.174085,11.918601005684057,57.88321990476191,1.3070700171428573,3.633905191904762,11.49180920952381,60.19876595238096,135.95499194893856,0.13584818858014883
Mass,H1,Ideal,AK,Hhigh,HPl,NA,NA,NA,4.5,NA,2025,2025,120.44872220910057,452.53689337432246,0.12500115217285668,10.34532167322782,0.08588984161465994,3.7570916907587657,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,793.8182066,16.69170212,44.5649502,147.322111,615.6446734,10.34532167322782,37.800866980952385,0.7948429580952381,2.1221404857142856,7.015338619047619,29.31641301904762,120.44872220910057,0.12500115217285668
Mass,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2025,2025,927.2784077653964,3069.426833331161,0.48654583234726434,64.43451132358366,0.06948777280262708,3.3101459147830528,861.6763056383284,0,0,0,0,C0,5,1711.29,659.5909091,1158.492234,3529.373143,120.3758619,110.2336872,694.3871549,1914.861748,64.43451132358366,168.06538776190476,5.7321839,5.2492232,33.0660549952381,91.18389276190476,927.2784077653964,0.48654583234726434
Mass,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2025,2025,1065.3880246970411,3539.51066666424,0.5192876830307558,73.42009049962994,0.0689139438379815,3.3222737487318317,852.3934212838758,0,0,0,0,C0,5,1711.29,659.5909091,1158.492234,3529.373143,120.3758619,110.2336872,694.3871549,1914.861748,73.42009049962994,168.06538776190476,5.7321839,5.2492232,33.0660549952381,91.18389276190476,1065.3880246970411,0.5192876830307558
Mass,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2025,2025,1205.195896351576,4011.1351555516258,0.5668442487516059,83.06446550845705,0.06892196178224103,3.3282018032871807,845.8121611033579,0,0,0,0,C0,5,1711.29,659.5909091,1158.492234,3529.373143,120.3758619,110.2336872,694.3871549,1914.861748,83.06446550845705,168.06538776190476,5.7321839,5.2492232,33.0660549952381,91.18389276190476,1205.195896351576,0.5668442487516059
Mass,H1,Ideal,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,2025,2025,808.8276840672446,2532.575,0.4257871270686964,56.256760623029315,0.0695534558611278,3.1311675526049942,320.22305682422194,627.4657308303191,129,-534.5544531223122,89,C0,9,1869.654706,0,1158.492234,3028.14694,111.7001728,108.6154548,484.7662779,2002.420748,56.256760623029315,144.19747333333333,5.3190558476190475,5.172164514285714,23.08410847142857,95.35336895238095,808.8276840672446,0.4257871270686964
Mass,H1,Ideal,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2025,2025,950.2083311285494,3008.858333333333,0.4154287785718064,65.24096399140461,0.06865964215859781,3.1665248922410028,318.01778936877133,1234.5362306686873,182,-458.6164410294224,97,C0,9,1869.654706,0,1158.492234,3028.14694,111.7001728,108.6154548,484.7662779,2002.420748,65.24096399140461,144.19747333333333,5.3190558476190475,5.172164514285714,23.08410847142857,95.35336895238095,950.2083311285494,0.4154287785718064
Mass,H1,Ideal,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,2025,2025,1097.8573861346918,3486.4166666666665,0.49273939040765574,75.13515131408428,0.06843798863404126,3.1756553362013196,316.83333573398926,1877.035863945541,264,-597.7100087609194,121,C0,9,1869.654706,0,1158.492234,3028.14694,111.7001728,108.6154548,484.7662779,2002.420748,75.13515131408428,144.19747333333333,5.3190558476190475,5.172164514285714,23.08410847142857,95.35336895238095,1097.8573861346918,0.49273939040765574
Mass,H1,Ideal,AK,Hhigh,HYD500,HYD500,3,NA,5,500,2025,2025,834.5999310476572,2765.215655553599,0.44181091021987046,58.03821553818216,0.06954016335147298,3.3132229619076017,554.3755519846553,0,0,0,0,C0,5,1711.29,336,1158.492234,3205.782234,113.0762903,110.2336872,555.978064,1914.861748,58.03821553818216,152.65629685714285,5.384585252380952,5.2492232,26.475145904761906,91.18389276190476,834.5999310476572,0.44181091021987046
Mass,H1,Ideal,AK,Hhigh,HYD500,HYD500,4,NA,5,500,2025,2025,973.448063575543,3239.093111108693,0.4700766960585953,66.85745898861181,0.06868107451263468,3.327443170631289,548.8548898114417,0,0,0,0,C0,5,1711.29,336,1158.492234,3205.782234,113.0762903,110.2336872,555.978064,1914.861748,66.85745898861181,152.65629685714285,5.384585252380952,5.2492232,26.475145904761906,91.18389276190476,973.448063575543,0.4700766960585953
Mass,H1,Ideal,AK,Hhigh,HYD500,HYD500,5,NA,5,500,2025,2025,1114.0492566357589,3714.36462221792,0.510156114065266,76.37534883977975,0.0685565278059791,3.334111665254978,545.5916776985082,0,0,0,0,C0,5,1711.29,336,1158.492234,3205.782234,113.0762903,110.2336872,555.978064,1914.861748,76.37534883977975,152.65629685714285,5.384585252380952,5.2492232,26.475145904761906,91.18389276190476,1114.0492566357589,0.510156114065266
Mass,H1,Ideal,AK,Hhigh,R,NA,NA,7,NA,NA,2025,2025,538.9339900224929,538.9339900224929,0.5555106682420881,47.150946113367034,0.08748927881019185,NA,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,762.7565478,34.39267655,4.221680447,40.8013688,0,47.150946113367034,36.321740371428575,1.6377465023809523,0.20103240223809524,1.9429223238095237,0,538.9339900224929,0.5555106682420881
Mass,H1,Ideal,AK,Hhigh,Rb,NA,NA,2,NA,NA,2025,2025,86.39709664817063,86.39709664817063,0.07220971782945447,8.393096040607414,0.09714557972689848,NA,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,239.0053865,10.46295479,1.367578355,12.42365061,0,8.393096040607414,11.38120888095238,0.49823594238095237,0.06512277880952382,0.5916024099999999,0,86.39709664817063,0.07220971782945447
Mass,H1,Ideal,AK,Hhigh,Rl,NA,NA,5,NA,NA,2025,2025,452.53689337432246,452.53689337432246,0.4833009504126336,38.75785007275963,0.08564572444859321,NA,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,523.7511613,23.92972175,2.854102092,28.37771819,0,38.75785007275963,24.940531490476193,1.1395105595238095,0.13590962342857144,1.3513199138095238,0,452.53689337432246,0.4833009504126336
Mass,H1,Ideal,AK,Hlow,HP,NA,NA,NA,6.5,NA,2025,2025,135.95499194893856,538.9339900224929,0.13584818858014883,16.826124397056144,0.12376246106046355,3.964061799399787,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,1215.547618,27.44847036,76.31200903,241.3279934,1264.174085,16.826124397056144,57.88321990476191,1.3070700171428573,3.633905191904762,11.49180920952381,60.19876595238096,135.95499194893856,0.13584818858014883
Mass,H1,Ideal,AK,Hlow,HPl,NA,NA,NA,4.5,NA,2025,2025,120.44872220910057,452.53689337432246,0.12500115217285668,14.602840645241487,0.1212369909569548,3.7570916907587657,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,793.8182066,16.69170212,44.5649502,147.322111,615.6446734,14.602840645241487,37.800866980952385,0.7948429580952381,2.1221404857142856,7.015338619047619,29.31641301904762,120.44872220910057,0.12500115217285668
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,2025,2025,927.2784077653964,3069.426833331161,0.48654583234726434,83.75641368231912,0.09032499083437052,3.3101459147830528,861.6763056383284,0,0,0,0,C0,5,1711.29,659.5909091,1158.492234,3529.373143,120.3758619,110.2336872,694.3871549,1914.861748,83.75641368231912,168.06538776190476,5.7321839,5.2492232,33.0660549952381,91.18389276190476,927.2784077653964,0.48654583234726434
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,2025,2025,1065.3880246970411,3539.51066666424,0.5192876830307558,93.5050621928774,0.08776620351018771,3.3222737487318317,852.3934212838758,0,0,0,0,C0,5,1711.29,659.5909091,1158.492234,3529.373143,120.3758619,110.2336872,694.3871549,1914.861748,93.5050621928774,168.06538776190476,5.7321839,5.2492232,33.0660549952381,91.18389276190476,1065.3880246970411,0.5192876830307558
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,2025,2025,1205.195896351576,4011.1351555516258,0.5668442487516059,104.76364720047386,0.08692665442822958,3.3282018032871807,845.8121611033579,0,0,0,0,C0,5,1711.29,659.5909091,1158.492234,3529.373143,120.3758619,110.2336872,694.3871549,1914.861748,104.76364720047386,168.06538776190476,5.7321839,5.2492232,33.0660549952381,91.18389276190476,1205.195896351576,0.5668442487516059
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,2025,2025,808.8276840672446,2532.575,0.4257871270686964,75.13298751989767,0.09289121650990774,3.1311675526049942,320.22305682422194,627.4657308303191,129,-534.5544531223122,89,C0,9,1869.654706,0,1158.492234,3028.14694,111.7001728,108.6154548,484.7662779,2002.420748,75.13298751989767,144.19747333333333,5.3190558476190475,5.172164514285714,23.08410847142857,95.35336895238095,808.8276840672446,0.4257871270686964
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,2025,2025,950.2083311285494,3008.858333333333,0.4154287785718064,85.36923173897156,0.08984264707254219,3.1665248922410028,318.01778936877133,1234.5362306686873,182,-458.6164410294224,97,C0,9,1869.654706,0,1158.492234,3028.14694,111.7001728,108.6154548,484.7662779,2002.420748,85.36923173897156,144.19747333333333,5.3190558476190475,5.172164514285714,23.08410847142857,95.35336895238095,950.2083311285494,0.4154287785718064
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,2025,2025,1097.8573861346918,3486.4166666666665,0.49273939040765574,97.0717045403064,0.08841922982553681,3.1756553362013196,316.83333573398926,1877.035863945541,264,-597.7100087609194,121,C0,9,1869.654706,0,1158.492234,3028.14694,111.7001728,108.6154548,484.7662779,2002.420748,97.0717045403064,144.19747333333333,5.3190558476190475,5.172164514285714,23.08410847142857,95.35336895238095,1097.8573861346918,0.49273939040765574
Mass,H1,Ideal,AK,Hlow,HYD500,HYD500,3,NA,5,500,2025,2025,834.5999310476572,2765.215655553599,0.44181091021987046,75.85120284832634,0.09088330830930191,3.3132229619076017,554.3755519846553,0,0,0,0,C0,5,1711.29,336,1158.492234,3205.782234,113.0762903,110.2336872,555.978064,1914.861748,75.85120284832634,152.65629685714285,5.384585252380952,5.2492232,26.475145904761906,91.18389276190476,834.5999310476572,0.44181091021987046
Mass,H1,Ideal,AK,Hlow,HYD500,HYD500,4,NA,5,500,2025,2025,973.448063575543,3239.093111108693,0.4700766960585953,85.62911900064687,0.08796475354434946,3.327443170631289,548.8548898114417,0,0,0,0,C0,5,1711.29,336,1158.492234,3205.782234,113.0762903,110.2336872,555.978064,1914.861748,85.62911900064687,152.65629685714285,5.384585252380952,5.2492232,26.475145904761906,91.18389276190476,973.448063575543,0.4700766960585953
Mass,H1,Ideal,AK,Hlow,HYD500,HYD500,5,NA,5,500,2025,2025,1114.0492566357589,3714.36462221792,0.510156114065266,96.67424447166115,0.08677735198495719,3.334111665254978,545.5916776985082,0,0,0,0,C0,5,1711.29,336,1158.492234,3205.782234,113.0762903,110.2336872,555.978064,1914.861748,96.67424447166115,152.65629685714285,5.384585252380952,5.2492232,26.475145904761906,91.18389276190476,1114.0492566357589,0.510156114065266
Mass,H1,Ideal,AK,Hlow,R,NA,NA,7,NA,NA,2025,2025,538.9339900224929,538.9339900224929,0.5555106682420881,66.5647569865975,0.12351189240043917,NA,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,762.7565478,34.39267655,4.221680447,40.8013688,0,66.5647569865975,36.321740371428575,1.6377465023809523,0.20103240223809524,1.9429223238095237,0,538.9339900224929,0.5555106682420881
Mass,H1,Ideal,AK,Hlow,Rb,NA,NA,2,NA,NA,2025,2025,86.39709664817063,86.39709664817063,0.07220971782945447,11.823452228104532,0.13685011055698343,NA,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,239.0053865,10.46295479,1.367578355,12.42365061,0,11.823452228104532,11.38120888095238,0.49823594238095237,0.06512277880952382,0.5916024099999999,0,86.39709664817063,0.07220971782945447
Mass,H1,Ideal,AK,Hlow,Rl,NA,NA,5,NA,NA,2025,2025,452.53689337432246,452.53689337432246,0.4833009504126336,54.74130475849299,0.12096539654549872,NA,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,523.7511613,23.92972175,2.854102092,28.37771819,0,54.74130475849299,24.940531490476193,1.1395105595238095,0.13590962342857144,1.3513199138095238,0,452.53689337432246,0.4833009504126336
