house_type,insulation,schedule,Loc_code,Hydro_resource,SH_DW_code,Occ_code,Operation_SH_life,Operation_WH_life,P_annual_kWh_life,Operation_life,P_avg_peak_kW_year,Manufacture_SH,Manufacture_WH,Manufacture,Distribution_SH,Distribution_WH,Distribution,Installation_SH,Installation_WH,Installation,EOL_SH,EOL_WH,EOL,Other_SH,Other_WH,Other,EOL_S_SH,EOL_S_WH,EOL_S,Other_S_SH,Other_S_WH,Other_S,Embodied_life,Total_life,Embodied_life_R,Total_life_R
Mass,H1,Real,AK,Hlow,HPl_Rb-HPo,4,502.83535711499997,939.32834943,25040.21294858,1442.163706545,0.12391657428571429,1007.3100865,1145.319007,2152.6290935,26.366891940000002,54.02021348,80.38710542,23.900143416000002,37.05882353,60.958966946,98.01552940999998,146.3477647,244.36329411000003,542.2941176,276.7058824,819,16.523390929,146.3477647,162.87115562900001,201.5438287,276.7058824,478.2497111,3357.338459976,4799.502166521001,2935.096032595,4377.2597391399995
Mass,H1,Real,AK,Hlow,HPl_Rb-HPo,5,502.83535711499997,984.3868965700001,25910.62914248,1487.222253685,0.1283257555238095,1007.3100865,1145.319007,2152.6290935,26.366891940000002,54.02021348,80.38710542,23.900143416000002,37.05882353,60.958966946,98.01552940999998,146.3477647,244.36329411000003,542.2941176,276.7058824,819,16.523390929,146.3477647,162.87115562900001,201.5438287,276.7058824,478.2497111,3357.338459976,4844.560713661,2935.096032595,4422.31828628
Mass,H1,Real,AK,Hlow,HPl_Rb-R,1,502.83535711499997,1178.59913205,26036.41740948,1681.434489165,0.2748883404761905,1007.3100865,210,1217.3100865000001,26.366891940000002,3.783646588,30.150538528000002,23.900143416000002,5.311764706,29.211908122,98.01552940999998,22.23529412,120.25082352999998,542.2941176,0,542.2941176,16.523390929,22.23529412,38.758685049,201.5438287,0,201.5438287,1939.2174742800003,3620.6519634450005,1516.975046899,3198.4095360640003
Mass,H1,Real,AK,Hlow,HPl_Rb-R,2,502.83535711499997,1795.55342446,35989.06740948,2298.388781575,0.4067931024285714,1007.3100865,210,1217.3100865000001,26.366891940000002,3.783646588,30.150538528000002,23.900143416000002,5.311764706,29.211908122,98.01552940999998,22.23529412,120.25082352999998,542.2941176,0,542.2941176,16.523390929,22.23529412,38.758685049,201.5438287,0,201.5438287,1939.2174742800003,4237.606255855,1516.975046899,3815.363828474
Mass,H1,Real,AK,Hlow,HPl_Rb-R,3,502.83535711499997,2513.1041958,47497.41740948,3015.9395529149997,0.508618499,1007.3100865,256.9411765,1264.2512629999999,26.366891940000002,4.540375906,30.907267846,23.900143416000002,5.311764706,29.211908122,98.01552940999998,28.41176471,126.42729411999998,542.2941176,0,542.2941176,16.523390929,28.41176471,44.935155639,201.5438287,0,201.5438287,1993.0918506879998,5009.0314036029995,1570.8494233069998,4586.788976221999
Mass,H1,Real,AK,Hlow,HPl_Rb-R,4,502.83535711499997,3226.5168310999998,62770.21740948,3729.352188215,0.47671373733333333,1007.3100865,442.2352941,1449.5453805999998,26.366891940000002,6.558320753,32.925212693000006,23.900143416000002,6.176470588,30.076614004000003,98.01552940999998,42,140.01552941,542.2941176,0,542.2941176,16.523390929,42,58.523390929,201.5438287,0,201.5438287,2194.856854307,5924.209042521999,1772.6144269259999,5501.966615141
Mass,H1,Real,AK,Hlow,HPl_Rb-R,5,502.83535711499997,3825.7011364,72744.01740948,4328.536493515,0.668618498904762,1007.3100865,442.2352941,1449.5453805999998,26.366891940000002,6.558320753,32.925212693000006,23.900143416000002,6.176470588,30.076614004000003,98.01552940999998,42,140.01552941,542.2941176,0,542.2941176,16.523390929,42,58.523390929,201.5438287,0,201.5438287,2194.856854307,6523.393347822001,1772.6144269259999,6101.1509204409995
Mass,H1,Real,AK,Hlow,HPl_Rb-Ro,1,502.83535711499997,1214.4495182,26954.36740948,1717.284875315,0.2790946895714286,1007.3100865,237.17647059999996,1244.4865571,26.366891940000002,4.116960628,30.483852568000003,23.900143416000002,5.311764706,29.211908122,98.01552940999998,25.94117647,123.95670587999999,542.2941176,0,542.2941176,16.523390929,25.94117647,42.464567398999996,201.5438287,0,201.5438287,1970.4331412700003,3687.7180165850004,1548.190713889,3265.4755892040002
Mass,H1,Real,AK,Hlow,HPl_Rb-Ro,2,502.83535711499997,1830.17986627,36888.667409480004,2333.015223385,0.4093327847142857,1007.3100865,237.17647059999996,1244.4865571,26.366891940000002,4.116960628,30.483852568000003,23.900143416000002,5.311764706,29.211908122,98.01552940999998,25.94117647,123.95670587999999,542.2941176,0,542.2941176,16.523390929,25.94117647,42.464567398999996,201.5438287,0,201.5438287,1970.4331412700003,4303.448364655,1548.190713889,3881.205937274
Mass,H1,Real,AK,Hlow,HPl_Rb-Ro,3,502.83535711499997,2572.2522946999998,49006.017409479995,3075.087651815,0.49806294328571427,1007.3100865,302.6470588,1309.9571453,26.366891940000002,5.170983671,31.537875611,23.900143416000002,5.311764706,29.211908122,98.01552940999998,32.11764706,130.13317647,542.2941176,0,542.2941176,16.523390929,32.11764706,48.641037989000004,201.5438287,0,201.5438287,2043.1342231030003,5118.221874918,1620.891795722,4695.979447537
