Hshld_code,Hshld_subcode,house_type,insulation,Loc_code,SH_code,DW_code,HP_cap,R_cap,Hyd_Cap_kW_Adj,Tank_Volume (L),Manufacture,Hyd_Manufacture_HP,Hyd_Manufacture_Tank,Hyd_Manufacture_FC,Hyd_Manufacture,Distribution,Installation,EOL,Other,EOL_S,Other_S,Manufacture_MJ,Hyd_Manufacture_MJ_HP,Hyd_Manufacture_MJ_Tank,Hyd_Manufacture_MJ_FC,Hyd_Manufacture_MJ,Distribution_MJ,Installation_MJ,EOL_MJ,Other_MJ
,Mass-Nom,Mass,Nom,AK,HYD500,HYD500,5,,5,500,3714.629994,1711.29,325.2136364,1678.126358,3714.629994,120.5117444,114.4111198,603.1096887,2277.719806,494.9348736,1927.598561,109146.3037,48340.6478,10613.59091,50192.06501,109146.3037,2579.167825,234.5175471,15878.11671,74147.22173
,Mass-Nom,Mass,Nom,AK,HYD500,HYD500,6,,6,500,3754.22117,1750.881176,325.2136364,1678.126358,3754.22117,122.0559553,116.870198,617.999924,2299.609556,496.8327614,1917.618157,109501.1423,48695.4864,10613.59091,50192.06501,109501.1423,2611.872118,236.9766254,15878.11671,74169.11148
,Mass-Nom,Mass,Nom,AK,HYD500,HYD500,8.5,,9,500,3872.9947,1869.654706,325.2136364,1678.126358,3872.9947,126.688588,124.2474328,662.6706299,2365.278806,512.6097715,1912.411335,110565.6581,49760.0022,10613.59091,50192.06501,110565.6581,2709.984997,244.3538602,15878.11671,74234.78073
,Mass-Nom,Mass,Nom,AK,HYD500,HYD500,14,,14,500,4070.950582,2067.610588,325.2136364,1678.126358,4070.950582,134.4096426,136.5428241,737.1218064,2474.727556,555.5756714,1944.626881,112339.8511,51534.1952,10613.59091,50192.06501,112339.8511,2873.506463,256.6492515,15878.11671,74344.22948
,Mass-Nom,Mass,Nom,AK,HYD1000,HYD1000,5,,5,1000,4028.961812,1711.29,639.5454545,1678.126358,4028.961812,127.8113159,114.4111198,741.5187796,2277.719806,633.3439645,1927.598561,119106.031,48340.6478,20573.31818,50192.06501,119106.031,2759.75315,240.2448199,26014.43489,74147.22173
,Mass-Nom,Mass,Nom,AK,HYD1000,HYD1000,6,,6,1000,4068.552989,1750.881176,639.5454545,1678.126358,4068.552989,129.3555268,116.870198,756.4090149,2299.609556,635.2418523,1917.618157,119460.8696,48695.4864,20573.31818,50192.06501,119460.8696,2792.457443,242.7038981,26014.43489,74169.11148
,Mass-Nom,Mass,Nom,AK,HYD1000,HYD1000,8.5,,9,1000,4187.326518,1869.654706,639.5454545,1678.126358,4187.326518,133.9881595,124.2474328,801.0797208,2365.278806,651.0188625,1912.411335,120525.3854,49760.0022,20573.31818,50192.06501,120525.3854,2890.570322,250.0811329,26014.43489,74234.78073
,Mass-Nom,Mass,Nom,AK,HYD1000,HYD1000,11.2,,12,1000,4306.100047,1988.428235,639.5454545,1678.126358,4306.100047,138.6207923,131.6246676,845.7504267,2430.948056,675.189165,1927.793212,121589.9012,50824.518,20573.31818,50192.06501,121589.9012,2988.683202,257.4583677,26014.43489,74300.44998
,Mass-Nom,Mass,Nom,AK,HYD1000,HYD1000,14,,14,1000,4385.2824,2067.610588,639.5454545,1678.126358,4385.2824,141.7092141,136.5428241,875.5308973,2474.727556,693.9847623,1944.626881,122299.5784,51534.1952,20573.31818,50192.06501,122299.5784,3054.091788,262.3765242,26014.43489,74344.22948
,Mod-Nom,Mod,Nom,AK,HYD200,HYD200,8.5,,9,200,3885.195373,1869.654706,0,2015.540667,3885.195373,126.2580225,112.0812371,577.0451227,2613.051925,426.9842644,2160.184455,109990.4638,49760.0022,0,60230.46157,109990.4638,2673.973704,215.5595956,6067.028898,85723.70099
,Mod-Nom,Mod,Nom,AK,HYD200,HYD200,11.2,,12,200,4003.968902,1988.428235,0,2015.540667,4003.968902,130.8906552,119.4584719,621.7158286,2678.721175,451.1545669,2175.566332,111054.9796,50824.518,0,60230.46157,111054.9796,2772.086583,222.9368304,6067.028898,85789.37024
,Mod-Nom,Mod,Nom,AK,HYD200,HYD200,14,,14,200,4083.151255,2067.610588,0,2015.540667,4083.151255,133.9790771,124.3766284,651.4962992,2722.500675,469.9501642,2192.4,111764.6568,51534.1952,0,60230.46157,111764.6568,2837.49517,227.8549869,6067.028898,85833.14974
,Mod-Nom,Mod,Nom,AK,HYD500,HYD500,5,,5,500,4052.044303,1711.29,325.2136364,2015.540667,4052.044303,127.63414,113.6994695,648.2569088,2525.492925,540.0820937,2175.37168,119184.7003,48340.6478,10613.59091,60230.46157,119184.7003,2730.010506,226.7232826,16566.07435,85636.14199
,Mod-Nom,Mod,Nom,AK,HYD500,HYD500,6,,6,500,4091.63548,1750.881176,325.2136364,2015.540667,4091.63548,129.1783509,116.1585478,663.1471441,2547.382675,541.9799815,2165.391276,119539.5389,48695.4864,10613.59091,60230.46157,119539.5389,2762.714799,229.1823608,16566.07435,85658.03174
,Mod-Nom,Mod,Nom,AK,HYD500,HYD500,8.5,,9,500,4210.409009,1869.654706,325.2136364,2015.540667,4210.409009,133.8109837,123.5357826,707.81785,2613.051925,557.7569916,2160.184455,120604.0547,49760.0022,10613.59091,60230.46157,120604.0547,2860.827679,236.5595956,16566.07435,85723.70099
,Mod-Nom,Mod,Nom,AK,HYD500,HYD500,14,,14,500,4408.364892,2067.610588,325.2136364,2015.540667,4408.364892,141.5320382,135.8311739,782.2690265,2722.500675,600.7228915,2192.4,122378.2477,51534.1952,10613.59091,60230.46157,122378.2477,3024.349145,248.8549869,16566.07435,85833.14974
,Mod-Nom,Mod,Nom,AK,HYD1000,HYD1000,5,,5,1000,4366.376122,1711.29,639.5454545,2015.540667,4366.376122,134.9337115,113.6994695,786.6659997,2525.492925,678.4911846,2175.37168,129144.4275,48340.6478,20573.31818,60230.46157,129144.4275,2910.595832,232.4505553,26702.39253,85636.14199
,Mod-Nom,Mod,Nom,AK,HYD1000,HYD1000,6,,6,1000,4405.967298,1750.881176,639.5454545,2015.540667,4405.967298,136.4779224,116.1585478,801.556235,2547.382675,680.3890724,2165.391276,129499.2661,48695.4864,20573.31818,60230.46157,129499.2661,2943.300125,234.9096335,26702.39253,85658.03174
,Mod-Nom,Mod,Nom,AK,HYD1000,HYD1000,8.5,,9,1000,4524.740828,1869.654706,639.5454545,2015.540667,4524.740828,141.1105552,123.5357826,846.2269409,2613.051925,696.1660825,2160.184455,130563.7819,49760.0022,20573.31818,60230.46157,130563.7819,3041.413004,242.2868683,26702.39253,85723.70099
,Mod-Nom,Mod,Nom,AK,HYD1000,HYD1000,11.2,,12,1000,4643.514357,1988.428235,639.5454545,2015.540667,4643.514357,145.7431879,130.9130173,890.8976468,2678.721175,720.3363851,2175.566332,131628.2977,50824.518,20573.31818,60230.46157,131628.2977,3139.525884,249.6641031,26702.39253,85789.37024
,Mod-Nom,Mod,Nom,AK,HYD1000,HYD1000,14,,14,1000,4722.69671,2067.610588,639.5454545,2015.540667,4722.69671,148.8316098,135.8311739,920.6781174,2722.500675,739.1319824,2192.4,132337.975,51534.1952,20573.31818,60230.46157,132337.975,3204.93447,254.5822596,26702.39253,85833.14974
,Mass-Nom,Mass,Nom,CH,HYD200,HYD200,8.5,,9,200,3965.821788,1869.654706,0,2096.167082,3965.821788,128.4299444,118.0146781,590.8124335,2818.851379,440.7515752,2365.983908,112500.0972,49760.0022,0,62740.09498,112500.0972,2719.972064,280.5449015,6276.816491,95266.35648
,Mass-Nom,Mass,Nom,CH,HYD200,HYD200,11.2,,12,200,4084.595317,1988.428235,0,2096.167082,4084.595317,133.0625771,125.3919129,635.4831394,2884.520629,464.9218777,2381.365785,113564.613,50824.518,0,62740.09498,113564.613,2818.084943,287.9221363,6276.816491,95332.02573
,Mass-Nom,Mass,Nom,CH,HYD200,HYD200,14,,14,200,4163.77767,2067.610588,0,2096.167082,4163.77767,136.1509989,130.3100694,665.26361,2928.300129,483.717475,2398.199453,114274.2902,51534.1952,0,62740.09498,114274.2902,2883.49353,292.8402928,6276.816491,95375.80523
,Mass-Nom,Mass,Nom,CH,HYD500,HYD500,5,,5,500,4132.670718,1711.29,325.2136364,2096.167082,4132.670718,129.8060619,119.6329105,662.0242196,2731.292379,553.8494045,2381.171134,121694.3337,48340.6478,10613.59091,62740.09498,121694.3337,2776.008866,291.7085885,16775.86195,95178.79748
,Mass-Nom,Mass,Nom,CH,HYD500,HYD500,6,,6,500,4172.261895,1750.881176,325.2136364,2096.167082,4172.261895,131.3502728,122.0919887,676.9144549,2753.182129,555.7472923,2371.19073,122049.1723,48695.4864,10613.59091,62740.09498,122049.1723,2808.713159,294.1676668,16775.86195,95200.68723
,Mass-Nom,Mass,Nom,CH,HYD500,HYD500,8.5,,9,500,4291.035424,1869.654706,325.2136364,2096.167082,4291.035424,135.9829055,129.4692235,721.5851608,2818.851379,571.5243025,2365.983908,123113.6881,49760.0022,10613.59091,62740.09498,123113.6881,2906.826039,301.5449015,16775.86195,95266.35648
,Mass-Nom,Mass,Nom,CH,HYD500,HYD500,14,,14,500,4488.991306,2067.610588,325.2136364,2096.167082,4488.991306,143.7039601,141.7646148,796.0363373,2928.300129,614.4902023,2398.199453,124887.8811,51534.1952,10613.59091,62740.09498,124887.8811,3070.347504,313.8402928,16775.86195,95375.80523
,Mass-Nom,Mass,Nom,CH,HYD1000,HYD1000,5,,5,1000,4447.002536,1711.29,639.5454545,2096.167082,4447.002536,137.1056334,119.6329105,800.4333106,2731.292379,692.2584954,2381.171134,131654.061,48340.6478,20573.31818,62740.09498,131654.061,2956.594192,297.4358612,26912.18013,95178.79748
,Mass-Nom,Mass,Nom,CH,HYD1000,HYD1000,6,,6,1000,4486.593713,1750.881176,639.5454545,2096.167082,4486.593713,138.6498443,122.0919887,815.3235458,2753.182129,694.1563832,2371.19073,132008.8996,48695.4864,20573.31818,62740.09498,132008.8996,2989.298485,299.8949395,26912.18013,95200.68723
,Mass-Nom,Mass,Nom,CH,HYD1000,HYD1000,8.5,,9,1000,4605.367242,1869.654706,639.5454545,2096.167082,4605.367242,143.2824771,129.4692235,859.9942517,2818.851379,709.9333934,2365.983908,133073.4154,49760.0022,20573.31818,62740.09498,133073.4154,3087.411364,307.2721743,26912.18013,95266.35648
,Mass-Nom,Mass,Nom,CH,HYD1000,HYD1000,11.2,,12,1000,4724.140772,1988.428235,639.5454545,2096.167082,4724.140772,147.9151098,136.8464583,904.6649576,2884.520629,734.1036959,2381.365785,134137.9312,50824.518,20573.31818,62740.09498,134137.9312,3185.524244,314.649409,26912.18013,95332.02573
,Mass-Nom,Mass,Nom,CH,HYD1000,HYD1000,14,,14,1000,4803.323125,2067.610588,639.5454545,2096.167082,4803.323125,151.0035316,141.7646148,934.4454282,2928.300129,752.8992932,2398.199453,134847.6084,51534.1952,20573.31818,62740.09498,134847.6084,3250.93283,319.5675656,26912.18013,95375.80523
,Mod-Nom,Mod,Nom,CH,HYD200,HYD200,8.5,,9,200,4386.844242,1869.654706,0,2517.189536,4386.844242,137.4112035,118.347386,647.7425598,3157.339013,497.6817015,2704.471542,125048.0997,49760.0022,0,75288.09752,125048.0997,2910.182954,284.1888452,7144.323178,110961.5919
,Mod-Nom,Mod,Nom,CH,HYD200,HYD200,11.2,,12,200,4505.617772,1988.428235,0,2517.189536,4505.617772,142.0438363,125.7246208,692.4132657,3223.008263,521.852004,2719.853419,126112.6155,50824.518,0,75288.09752,126112.6155,3008.295833,291.56608,7144.323178,111027.2611
,Mod-Nom,Mod,Nom,CH,HYD200,HYD200,14,,14,200,4584.800125,2067.610588,0,2517.189536,4584.800125,145.1322581,130.6427773,722.1937363,3266.787762,540.6476013,2736.687087,126822.2927,51534.1952,0,75288.09752,126822.2927,3073.70442,296.4842365,7144.323178,111071.0406
,Mod-Nom,Mod,Nom,CH,HYD500,HYD500,5,,5,500,4553.693173,1711.29,325.2136364,2517.189536,4553.693173,138.787321,119.9656184,718.9543459,3069.780013,610.7795308,2719.658768,134242.3362,48340.6478,10613.59091,75288.09752,134242.3362,2966.219756,295.3525322,17643.36863,110874.0329
,Mod-Nom,Mod,Nom,CH,HYD500,HYD500,6,,6,500,4593.284349,1750.881176,325.2136364,2517.189536,4593.284349,140.331532,122.4246967,733.8445812,3091.669763,612.6774186,2709.678363,134597.1748,48695.4864,10613.59091,75288.09752,134597.1748,2998.924049,297.8116104,17643.36863,110895.9226
,Mod-Nom,Mod,Nom,CH,HYD500,HYD500,8.5,,9,500,4712.057879,1869.654706,325.2136364,2517.189536,4712.057879,144.9641647,129.8019314,778.5152871,3157.339013,628.4544287,2704.471542,135661.6906,49760.0022,10613.59091,75288.09752,135661.6906,3097.036929,305.1888452,17643.36863,110961.5919
,Mod-Nom,Mod,Nom,CH,HYD500,HYD500,14,,14,500,4910.013761,2067.610588,325.2136364,2517.189536,4910.013761,152.6852193,142.0973227,852.9664636,3266.787762,671.4203286,2736.687087,137435.8836,51534.1952,10613.59091,75288.09752,137435.8836,3260.558394,317.4842365,17643.36863,111071.0406
,Mod-Nom,Mod,Nom,CH,HYD1000,HYD1000,5,,5,1000,4868.024991,1711.29,639.5454545,2517.189536,4868.024991,146.0868926,119.9656184,857.3634368,3069.780013,749.1886217,2719.658768,144202.0635,48340.6478,20573.31818,75288.09752,144202.0635,3146.805082,301.0798049,27779.68681,110874.0329
,Mod-Nom,Mod,Nom,CH,HYD1000,HYD1000,6,,6,1000,4907.616167,1750.881176,639.5454545,2517.189536,4907.616167,147.6311035,122.4246967,872.2536721,3091.669763,751.0865095,2709.678363,144556.9021,48695.4864,20573.31818,75288.09752,144556.9021,3179.509375,303.5388832,27779.68681,110895.9226
,Mod-Nom,Mod,Nom,CH,HYD1000,HYD1000,8.5,,9,1000,5026.389697,1869.654706,639.5454545,2517.189536,5026.389697,152.2637362,129.8019314,916.924378,3157.339013,766.8635196,2704.471542,145621.4179,49760.0022,20573.31818,75288.09752,145621.4179,3277.622254,310.9161179,27779.68681,110961.5919
,Mod-Nom,Mod,Nom,CH,HYD1000,HYD1000,11.2,,12,1000,5145.163226,1988.428235,639.5454545,2517.189536,5145.163226,156.896369,137.1791662,961.5950839,3223.008263,791.0338222,2719.853419,146685.9337,50824.518,20573.31818,75288.09752,146685.9337,3375.735134,318.2933527,27779.68681,111027.2611
,Mod-Nom,Mod,Nom,CH,HYD1000,HYD1000,14,,14,1000,5224.345579,2067.610588,639.5454545,2517.189536,5224.345579,159.9847908,142.0973227,991.3755545,3266.787762,809.8294195,2736.687087,147395.6109,51534.1952,20573.31818,75288.09752,147395.6109,3441.14372,323.2115092,27779.68681,111071.0406
,Mass-H1,Mass,H1,AK,HYD200,HYD200,8.5,,9,200,3213.348484,1869.654706,0,1343.693778,3213.348484,111.7001728,108.6154548,484.7662779,2002.420748,334.7054195,1549.553277,89913.64324,49760.0022,0,40153.64105,89913.64324,2365.658189,177.6010271,4660.875072,57409.52013
,Mass-H1,Mass,H1,AK,HYD200,HYD200,11.2,,12,200,3332.122013,1988.428235,0,1343.693778,3332.122013,116.3328056,115.9926895,529.4369838,2068.089998,358.8757221,1564.935154,90978.15905,50824.518,0,40153.64105,90978.15905,2463.771068,184.9782619,4660.875072,57475.18938
,Mass-H1,Mass,H1,AK,HYD200,HYD200,14,,14,200,3411.304366,2067.610588,0,1343.693778,3411.304366,119.4212274,120.9108461,559.2174544,2111.869498,377.6713194,1581.768822,91687.83625,51534.1952,0,40153.64105,91687.83625,2529.179655,189.8964184,4660.875072,57518.96888
,Mass-H1,Mass,H1,AK,HYD500,HYD500,5,,5,500,3380.197414,1711.29,325.2136364,1343.693778,3380.197414,113.0762903,110.2336872,555.978064,1914.861748,447.8032488,1564.740503,99107.87975,48340.6478,10613.59091,40153.64105,99107.87975,2421.694991,188.764714,15159.92053,57321.96113
,Mass-H1,Mass,H1,AK,HYD500,HYD500,6,,6,500,3419.788591,1750.881176,325.2136364,1343.693778,3419.788591,114.6205012,112.6927654,570.8682993,1936.751498,449.7011366,1554.760099,99462.71835,48695.4864,10613.59091,40153.64105,99462.71835,2454.399284,191.2237923,15159.92053,57343.85088
,Mass-H1,Mass,H1,AK,HYD500,HYD500,8.5,,9,500,3538.56212,1869.654706,325.2136364,1343.693778,3538.56212,119.253134,120.0700002,615.5390052,2002.420748,465.4781468,1549.553277,100527.2342,49760.0022,10613.59091,40153.64105,100527.2342,2552.512164,198.6010271,15159.92053,57409.52013
,Mass-H1,Mass,H1,AK,HYD500,HYD500,14,,14,500,3736.518003,2067.610588,325.2136364,1343.693778,3736.518003,126.9741886,132.3653915,689.9901816,2111.869498,508.4440466,1581.768822,102301.4272,51534.1952,10613.59091,40153.64105,102301.4272,2716.03363,210.8964184,15159.92053,57518.96888
,Mass-H1,Mass,H1,AK,HYD1000,HYD1000,5,,5,1000,3694.529233,1711.29,639.5454545,1343.693778,3694.529233,120.3758619,110.2336872,694.3871549,1914.861748,586.2123397,1564.740503,109067.607,48340.6478,20573.31818,40153.64105,109067.607,2602.280317,194.4919868,25296.23871,57321.96113
,Mass-H1,Mass,H1,AK,HYD1000,HYD1000,6,,6,1000,3734.120409,1750.881176,639.5454545,1343.693778,3734.120409,121.9200728,112.6927654,709.2773902,1936.751498,588.1102275,1554.760099,109422.4456,48695.4864,20573.31818,40153.64105,109422.4456,2634.98461,196.951065,25296.23871,57343.85088
,Mass-H1,Mass,H1,AK,HYD1000,HYD1000,8.5,,9,1000,3852.893939,1869.654706,639.5454545,1343.693778,3852.893939,126.5527055,120.0700002,753.9480961,2002.420748,603.8872377,1549.553277,110486.9614,49760.0022,20573.31818,40153.64105,110486.9614,2733.097489,204.3282998,25296.23871,57409.52013
,Mass-H1,Mass,H1,AK,HYD1000,HYD1000,11.2,,12,1000,3971.667468,1988.428235,639.5454545,1343.693778,3971.667468,131.1853383,127.447235,798.618802,2068.089998,628.0575402,1564.935154,111551.4772,50824.518,20573.31818,40153.64105,111551.4772,2831.210369,211.7055346,25296.23871,57475.18938
,Mass-H1,Mass,H1,AK,HYD1000,HYD1000,14,,14,1000,4050.849821,2067.610588,639.5454545,1343.693778,4050.849821,134.2737601,132.3653915,828.3992726,2111.869498,646.8531375,1581.768822,112261.1544,51534.1952,20573.31818,40153.64105,112261.1544,2896.618955,216.6236911,25296.23871,57518.96888
,Mod-H1,Mod,H1,AK,HYD200,HYD200,8.5,,9,200,3634.370938,1869.654706,0,1764.716233,3634.370938,120.681432,108.9481627,541.6964042,2340.908382,391.6355458,1888.040911,102461.6458,49760.0022,0,52701.64359,102461.6458,2555.869079,181.2449708,5528.381758,73104.75554
,Mod-H1,Mod,H1,AK,HYD200,HYD200,11.2,,12,200,3753.144468,1988.428235,0,1764.716233,3753.144468,125.3140647,116.3253974,586.3671101,2406.577632,415.8058483,1903.422788,103526.1616,50824.518,0,52701.64359,103526.1616,2653.981958,188.6222056,5528.381758,73170.42479
,Mod-H1,Mod,H1,AK,HYD200,HYD200,14,,14,200,3832.326821,2067.610588,0,1764.716233,3832.326821,128.4024865,121.243554,616.1475807,2450.357132,434.6014456,1920.256456,104235.8388,51534.1952,0,52701.64359,104235.8388,2719.390545,193.5403621,5528.381758,73214.20429
,Mod-H1,Mod,H1,AK,HYD500,HYD500,5,,5,500,3801.219869,1711.29,325.2136364,1764.716233,3801.219869,122.0575495,110.5663951,612.9081903,2253.349382,504.7333751,1903.228137,111655.8823,48340.6478,10613.59091,52701.64359,111655.8823,2611.905881,192.4086577,16027.42721,73017.19654
,Mod-H1,Mod,H1,AK,HYD500,HYD500,6,,6,500,3840.811045,1750.881176,325.2136364,1764.716233,3840.811045,123.6017604,113.0254733,627.7984256,2275.239132,506.6312629,1893.247732,112010.7209,48695.4864,10613.59091,52701.64359,112010.7209,2644.610174,194.867736,16027.42721,73039.08629
,Mod-H1,Mod,H1,AK,HYD500,HYD500,8.5,,9,500,3959.584575,1869.654706,325.2136364,1764.716233,3959.584575,128.2343932,120.4027081,672.4691315,2340.908382,522.4082731,1888.040911,113075.2367,49760.0022,10613.59091,52701.64359,113075.2367,2742.723054,202.2449708,16027.42721,73104.75554
,Mod-H1,Mod,H1,AK,HYD500,HYD500,14,,14,500,4157.540457,2067.610588,325.2136364,1764.716233,4157.540457,135.9554477,132.6980994,746.9203079,2450.357132,565.3741729,1920.256456,114849.4297,51534.1952,10613.59091,52701.64359,114849.4297,2906.24452,214.5403621,16027.42721,73214.20429
,Mod-H1,Mod,H1,AK,HYD1000,HYD1000,5,,5,1000,4115.551687,1711.29,639.5454545,1764.716233,4115.551687,129.357121,110.5663951,751.3172812,2253.349382,643.142466,1903.228137,121615.6096,48340.6478,20573.31818,52701.64359,121615.6096,2792.491207,198.1359305,26163.74539,73017.19654
,Mod-H1,Mod,H1,AK,HYD1000,HYD1000,6,,6,1000,4155.142864,1750.881176,639.5454545,1764.716233,4155.142864,130.9013319,113.0254733,766.2075165,2275.239132,645.0403538,1893.247732,121970.4482,48695.4864,20573.31818,52701.64359,121970.4482,2825.1955,200.5950087,26163.74539,73039.08629
,Mod-H1,Mod,H1,AK,HYD1000,HYD1000,8.5,,9,1000,4273.916393,1869.654706,639.5454545,1764.716233,4273.916393,135.5339647,120.4027081,810.8782224,2340.908382,660.817364,1888.040911,123034.964,49760.0022,20573.31818,52701.64359,123034.964,2923.308379,207.9722435,26163.74539,73104.75554
,Mod-H1,Mod,H1,AK,HYD1000,HYD1000,11.2,,12,1000,4392.689922,1988.428235,639.5454545,1764.716233,4392.689922,140.1665974,127.7799429,855.5489282,2406.577632,684.9876665,1903.422788,124099.4798,50824.518,20573.31818,52701.64359,124099.4798,3021.421259,215.3494783,26163.74539,73170.42479
,Mod-H1,Mod,H1,AK,HYD1000,HYD1000,14,,14,1000,4471.872275,2067.610588,639.5454545,1764.716233,4471.872275,143.2550192,132.6980994,885.3293988,2450.357132,703.7832638,1920.256456,124809.157,51534.1952,20573.31818,52701.64359,124809.157,3086.829845,220.2676348,26163.74539,73214.20429
,Mass-H1,Mass,H1,CH,HYD200,HYD200,8.5,,9,200,3380.564774,1869.654706,0,1510.910068,3380.564774,115.4178998,110.704171,508.3320903,2183.849777,358.2712319,1730.982306,94932.85523,49760.0022,0,45172.85303,94932.85523,2444.394606,200.4774436,5019.973165,65822.15043
,Mass-H1,Mass,H1,CH,HYD200,HYD200,11.2,,12,200,3499.338303,1988.428235,0,1510.910068,3499.338303,120.0505326,118.0814058,553.0027961,2249.519027,382.4415344,1746.364183,95997.37103,50824.518,0,45172.85303,95997.37103,2542.507485,207.8546784,5019.973165,65887.81968
,Mass-H1,Mass,H1,CH,HYD200,HYD200,14,,14,200,3578.520656,2067.610588,0,1510.910068,3578.520656,123.1389544,122.9995623,582.7832667,2293.298527,401.2371317,1763.197851,96707.04823,51534.1952,0,45172.85303,96707.04823,2607.916071,212.7728349,5019.973165,65931.59918
,Mass-H1,Mass,H1,CH,HYD500,HYD500,5,,5,500,3547.413704,1711.29,325.2136364,1510.910068,3547.413704,116.7940173,112.3224035,579.5438764,2096.290777,471.3690612,1746.169532,104127.0917,48340.6478,10613.59091,45172.85303,104127.0917,2500.431408,211.6411306,15519.01862,65734.59143
,Mass-H1,Mass,H1,CH,HYD500,HYD500,6,,6,500,3587.004881,1750.881176,325.2136364,1510.910068,3587.004881,118.3382283,114.7814817,594.4341117,2118.180527,473.266949,1736.189128,104481.9303,48695.4864,10613.59091,45172.85303,104481.9303,2533.135701,214.1002088,15519.01862,65756.48118
,Mass-H1,Mass,H1,CH,HYD500,HYD500,8.5,,9,500,3705.77841,1869.654706,325.2136364,1510.910068,3705.77841,122.970861,122.1587165,639.1048175,2183.849777,489.0439592,1730.982306,105546.4461,49760.0022,10613.59091,45172.85303,105546.4461,2631.24858,221.4774436,15519.01862,65822.15043
,Mass-H1,Mass,H1,CH,HYD500,HYD500,14,,14,500,3903.734292,2067.610588,325.2136364,1510.910068,3903.734292,130.6919156,134.4541078,713.555994,2293.298527,532.009859,1763.197851,107320.6391,51534.1952,10613.59091,45172.85303,107320.6391,2794.770046,233.7728349,15519.01862,65931.59918
,Mass-H1,Mass,H1,CH,HYD1000,HYD1000,5,,5,1000,3861.745522,1711.29,639.5454545,1510.910068,3861.745522,124.0935889,112.3224035,717.9529673,2096.290777,609.7781521,1746.169532,114086.819,48340.6478,20573.31818,45172.85303,114086.819,2681.016733,217.3684033,25655.3368,65734.59143
,Mass-H1,Mass,H1,CH,HYD1000,HYD1000,6,,6,1000,3901.336699,1750.881176,639.5454545,1510.910068,3901.336699,125.6377998,114.7814817,732.8432026,2118.180527,611.6760399,1736.189128,114441.6576,48695.4864,20573.31818,45172.85303,114441.6576,2713.721026,219.8274816,25655.3368,65756.48118
,Mass-H1,Mass,H1,CH,HYD1000,HYD1000,8.5,,9,1000,4020.110228,1869.654706,639.5454545,1510.910068,4020.110228,130.2704325,122.1587165,777.5139084,2183.849777,627.4530501,1730.982306,115506.1734,49760.0022,20573.31818,45172.85303,115506.1734,2811.833906,227.2047164,25655.3368,65822.15043
,Mass-H1,Mass,H1,CH,HYD1000,HYD1000,11.2,,12,1000,4138.883758,1988.428235,639.5454545,1510.910068,4138.883758,134.9030653,129.5359513,822.1846143,2249.519027,651.6233526,1746.364183,116570.6892,50824.518,20573.31818,45172.85303,116570.6892,2909.946785,234.5819511,25655.3368,65887.81968
,Mass-H1,Mass,H1,CH,HYD1000,HYD1000,14,,14,1000,4218.066111,2067.610588,639.5454545,1510.910068,4218.066111,137.9914871,134.4541078,851.9650849,2293.298527,670.4189499,1763.197851,117280.3664,51534.1952,20573.31818,45172.85303,117280.3664,2975.355372,239.5001077,25655.3368,65931.59918
,Mod-H1,Mod,H1,CH,HYD200,HYD200,8.5,,9,200,3968.803518,1869.654706,0,2099.148812,3968.803518,128.116886,113.1255952,588.8280289,2703.76644,438.7671706,2250.898969,112500.0698,49760.0022,0,62740.06756,112500.0698,2713.341912,226.9978039,6246.577945,89930.01614
,Mod-H1,Mod,H1,CH,HYD200,HYD200,11.2,,12,200,4087.577047,1988.428235,0,2099.148812,4087.577047,132.7495187,120.50283,633.4987348,2769.43569,462.9374731,2266.280846,113564.5856,50824.518,0,62740.06756,113564.5856,2811.454792,234.3750386,6246.577945,89995.68539
,Mod-H1,Mod,H1,CH,HYD200,HYD200,14,,14,200,4166.7594,2067.610588,0,2099.148812,4166.7594,135.8379406,125.4209865,663.2792054,2813.21519,481.7330704,2283.114514,114274.2628,51534.1952,0,62740.06756,114274.2628,2876.863378,239.2931952,6246.577945,90039.46489
,Mod-H1,Mod,H1,CH,HYD500,HYD500,5,,5,500,4135.652448,1711.29,325.2136364,2099.148812,4135.652448,129.4930035,114.7438277,660.039815,2616.20744,551.8649999,2266.086195,121694.3063,48340.6478,10613.59091,62740.06756,121694.3063,2769.378715,238.1614908,16745.6234,89842.45714
,Mod-H1,Mod,H1,CH,HYD500,HYD500,6,,6,500,4175.243625,1750.881176,325.2136364,2099.148812,4175.243625,131.0372144,117.2029059,674.9300503,2638.09719,553.7628876,2256.10579,122049.1449,48695.4864,10613.59091,62740.06756,122049.1449,2802.083008,240.6205691,16745.6234,89864.34689
,Mod-H1,Mod,H1,CH,HYD500,HYD500,8.5,,9,500,4294.017154,1869.654706,325.2136364,2099.148812,4294.017154,135.6698472,124.5801407,719.6007562,2703.76644,569.5398978,2250.898969,123113.6607,49760.0022,10613.59091,62740.06756,123113.6607,2900.195887,247.9978039,16745.6234,89930.01614
,Mod-H1,Mod,H1,CH,HYD500,HYD500,14,,14,500,4491.973037,2067.610588,325.2136364,2099.148812,4491.973037,143.3909017,136.875532,794.0519327,2813.21519,612.5057977,2283.114514,124887.8537,51534.1952,10613.59091,62740.06756,124887.8537,3063.717353,260.2931952,16745.6234,90039.46489
