house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),kgCO2_oper_life,P_annual_kWh_life,kgCO2_manuf_life,kgCO2_dist_life,kgCO2_inst_life,kgCO2_eol_life,kgCO2_other_life,kgCO2_EOL_S_life,kgCO2_Other_S_life,MJ_manuf_life,MJ_dist_life,MJ_inst_life,MJ_eol_life,MJ_other_life,kgCO2_total_life,kgCO2_total_life_R,MJ_total_life
Mass,H1,Ideal,AK,Hhigh,Rb,NA,NA,2,NA,NA,150.91790789507817,1814.3390296115833,239.0053865,10.46295479,1.367578355,12.423650609999997,0,12.423650609999997,0,6248.774369,221.5911942,4.575650373,27.59470672,0,414.1774781500782,414.1774781500782,13028.935307385027
Mass,H1,Ideal,AK,Hhigh,Rl,NA,NA,5,NA,NA,698.0445510694141,9503.274760860771,523.7511613,23.92972175,2.854102092,28.37771819,0,28.37771819,0,13726.93534,506.7990568,9.981579754,58.95777055,0,1276.957254401414,1276.957254401414,48487.1153329341
Mass,H1,Ideal,AK,Hlow,HP,NA,NA,NA,6.5,NA,309.1770247346045,2855.0548309277096,1215.547618,27.44847036,76.31200903,241.3279934,1264.174085,85.71820780999998,480.35241140000005,32134.63109,581.3213807,1385.819188,6795.395899,7331.117876,3133.9872005246043,2194.5557413346046,58498.26683991478
Mass,H1,Ideal,AK,Hlow,HPl,NA,NA,NA,4.5,NA,267.8858597048948,2529.423166391112,793.8182066,16.69170212,44.5649502,147.322111,615.6446734,65.82997252,283.9406467,17752.10168,353.5076162,775.5838942,2636.160605,3421.411994,1885.927503024895,1472.7313378448948,34037.41027282127
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,1442.7416998875517,19472.846563073326,3529.373143,120.3758619,110.2336872,694.3871549,1914.8617479999998,586.2123397,1564.740503,109067.607,2602.280317,194.4919868,25296.23871,57321.96113000001,7811.97329488755,7353.6772346875505,264528.7898023372
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,1588.4925784066177,22373.148518637863,3529.373143,120.3758619,110.2336872,694.3871549,1914.8617479999998,586.2123397,1564.740503,109067.607,2602.280317,194.4919868,25296.23871,57321.96113000001,7957.724173406616,7499.428113206616,274961.5306496916
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,1767.1619582514977,25309.113823383097,3529.373143,120.3758619,110.2336872,694.3871549,1914.8617479999998,586.2123397,1564.740503,109067.607,2602.280317,194.4919868,25296.23871,57321.96113000001,8136.393553251497,7678.097493051498,285522.5569257536
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,1289.9491024855272,16985.381365412137,3028.14694,111.70017279999999,108.6154548,484.7662779,2002.420748,334.7054195,1549.553277,89913.64324,2365.658189,177.6010271,4660.875072,57409.52012999999,7025.598695985527,6422.6703665855275,215625.79177828753
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,1430.8312983548349,19954.37495369954,3028.14694,111.70017279999999,108.6154548,484.7662779,2002.420748,334.7054195,1549.553277,89913.64324,2365.658189,177.6010271,4660.875072,57409.52012999999,7166.480891854835,6563.552562454835,226305.62482968107
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,1617.499827844845,23055.005108828525,3028.14694,111.70017279999999,108.6154548,484.7662779,2002.420748,334.7054195,1549.553277,89913.64324,2365.658189,177.6010271,4660.875072,57409.52012999999,7353.149421344846,6750.221091944845,237458.97071144
