house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),year,Grid_year,P_annual (kWh),Q_annual (kWh),P_avg_peak (kW),kgCO2,kgCO2_kWh_dispatched,sCOP_annual,Q_standing_losses_annual (kWh),unmet_demand_DW (L.K),unmet_demand_DW (min),unmet_demand_SH (L.K),unmet_demand_SH (min),CS_code,Hyd_Cap_kW_Adj,Hyd_Manufacture_HP,Hyd_Manufacture_Tank,Hyd_Manufacture_FC,Manufacture,Distribution,Installation,EOL,Other,kgCO2_oper_year,kgCO2_manuf_year,kgCO2_dist_year,kgCO2_inst_year,kgCO2_eol_year,kgCO2_other_year,P_annual_kWh_year,P_avg_peak_kW_year
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,2025,2025,1065.3880246970411,3539.51066666424,0.5192876830307558,102.70062293309417,0.09639738813687024,3.3222737487318317,852.3934212838758,0,0,0,0,C0,5,1711.29,639.5454545,1343.693778,3694.529233,120.3758619,110.2336872,694.3871549,1914.861748,102.70062293309417,175.9299634761905,5.7321839,5.2492232,33.0660549952381,91.18389276190476,1065.3880246970411,0.5192876830307558
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,2025,2025,1205.195896351576,4011.1351555516258,0.5668442487516059,113.8819047506,0.09449244317488012,3.3282018032871807,845.8121611033579,0,0,0,0,C0,5,1711.29,639.5454545,1343.693778,3694.529233,120.3758619,110.2336872,694.3871549,1914.861748,113.8819047506,175.9299634761905,5.7321839,5.2492232,33.0660549952381,91.18389276190476,1205.195896351576,0.5668442487516059
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,2025,2025,808.8276840672446,2532.575,0.4257871270686964,83.5104105083576,0.103248704456331,3.1311675526049942,320.22305682422194,627.4657308303191,129,-534.5544531223122,89,C0,9,1869.654706,0,1343.693778,3213.348484,111.7001728,108.6154548,484.7662779,2002.420748,83.5104105083576,153.01659447619048,5.3190558476190475,5.172164514285714,23.08410847142857,95.35336895238095,808.8276840672446,0.4257871270686964
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,2025,2025,950.2083311285494,3008.858333333333,0.4154287785718064,93.3269825715509,0.09821739034923818,3.1665248922410028,318.01778936877133,1234.5362306686873,182,-458.6164410294224,97,C0,9,1869.654706,0,1343.693778,3213.348484,111.7001728,108.6154548,484.7662779,2002.420748,93.3269825715509,153.01659447619048,5.3190558476190475,5.172164514285714,23.08410847142857,95.35336895238095,950.2083311285494,0.4154287785718064
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,2025,2025,1097.8573861346918,3486.4166666666665,0.49273939040765574,105.25267593125024,0.0958709913150206,3.1756553362013196,316.83333573398926,1877.035863945541,264,-597.7100087609194,121,C0,9,1869.654706,0,1343.693778,3213.348484,111.7001728,108.6154548,484.7662779,2002.420748,105.25267593125024,153.01659447619048,5.3190558476190475,5.172164514285714,23.08410847142857,95.35336895238095,1097.8573861346918,0.49273939040765574
Mass,H1,Ideal,AK,Hlow,HYD500,HYD500,3,NA,5,500,2025,2025,834.5999310476572,2765.215655553599,0.44181091021987046,84.28892253992186,0.10099320573165588,3.3132229619076017,554.3755519846553,0,0,0,0,C0,5,1711.29,325.2136364,1343.693778,3380.197414,113.0762903,110.2336872,555.978064,1914.861748,84.28892253992186,160.96178161904763,5.384585252380952,5.2492232,26.475145904761906,91.18389276190476,834.5999310476572,0.44181091021987046
Mass,H1,Ideal,AK,Hlow,HYD500,HYD500,4,NA,5,500,2025,2025,973.448063575543,3239.093111108693,0.4700766960585953,93.86175189491809,0.09642194114615348,3.327443170631289,548.8548898114417,0,0,0,0,C0,5,1711.29,325.2136364,1343.693778,3380.197414,113.0762903,110.2336872,555.978064,1914.861748,93.86175189491809,160.96178161904763,5.384585252380952,5.2492232,26.475145904761906,91.18389276190476,973.448063575543,0.4700766960585953
Mass,H1,Ideal,AK,Hlow,HYD500,HYD500,5,NA,5,500,2025,2025,1114.0492566357589,3714.36462221792,0.510156114065266,104.85418159996456,0.09411987932796304,3.334111665254978,545.5916776985082,0,0,0,0,C0,5,1711.29,325.2136364,1343.693778,3380.197414,113.0762903,110.2336872,555.978064,1914.861748,104.85418159996456,160.96178161904763,5.384585252380952,5.2492232,26.475145904761906,91.18389276190476,1114.0492566357589,0.510156114065266
Mass,H1,Ideal,AK,Hlow,R,NA,NA,7,NA,NA,2025,2025,538.9339900224929,538.9339900224929,0.5555106682420881,81.50648261790184,0.15123648559353267,NA,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,833.780793,34.39267655,4.221680447,40.8013688,0,81.50648261790184,39.70384728571429,1.6377465023809523,0.20103240223809524,1.9429223238095237,0,538.9339900224929,0.5555106682420881
Mass,H1,Ideal,AK,Hlow,Rb,NA,NA,2,NA,NA,2025,2025,86.39709664817063,86.39709664817063,0.07220971782945447,14.988132403734852,0.17347958421299808,NA,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,260.6117315,10.46295479,1.367578355,12.42365061,0,14.988132403734852,12.410082452380953,0.49823594238095237,0.06512277880952382,0.5916024099999999,0,86.39709664817063,0.07220971782945447
Mass,H1,Ideal,AK,Hlow,Rl,NA,NA,5,NA,NA,2025,2025,452.53689337432246,452.53689337432246,0.4833009504126336,66.51835021416699,0.1469898944993759,NA,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,573.1690614,23.92972175,2.854102092,28.37771819,0,66.51835021416699,27.29376482857143,1.1395105595238095,0.13590962342857144,1.3513199138095238,0,452.53689337432246,0.4833009504126336
Mass,H1,Ideal,CH,Hhigh,HP,NA,NA,NA,8,NA,2025,2025,584.3428323936963,1918.6507080288188,0.4348691032762066,52.94190216507118,0.0906007556355239,3.2834332889295084,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,1248.729155,28.28269202,81.11150315,246.4902634,1275.71918,52.94190216507118,59.46329309523809,1.346794858095238,3.862452530952381,11.737631590476191,60.74853238095238,584.3428323936963,0.4348691032762066
Mass,H1,Ideal,CH,Hhigh,HPl,NA,NA,NA,5,NA,2025,2025,379.1447510833203,1250.165598278432,0.3206756145518955,33.66265695207012,0.08878576547845303,3.297330622951701,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,826.9997437,17.52592378,49.36444433,152.484381,627.1897679,33.66265695207012,39.38094017619047,0.834567799047619,2.350687825238095,7.261161,29.866179423809523,379.1447510833203,0.3206756145518955
Mass,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2025,2025,1617.2365700087062,4561.500325556299,1.0094985827839158,125.64116025272122,0.07768879493743136,2.8205522989946625,974.1031087309328,0,0,0,0,C0,5,1711.29,639.5454545,1510.910068,3861.745522,124.0935889,112.3224035,717.9529673,2096.290777,125.64116025272122,183.8926439047619,5.909218519047619,5.348685880952381,34.18823653809524,99.82337033333334,1617.2365700087062,1.0094985827839158
Mass,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2025,2025,1767.192749724284,5033.442435278716,0.9890772698206612,135.27211361824436,0.07654632673167622,2.84827019353946,966.6977832369798,0,0,0,0,C0,5,1711.29,639.5454545,1510.910068,3861.745522,124.0935889,112.3224035,717.9529673,2096.290777,135.27211361824436,183.8926439047619,5.909218519047619,5.348685880952381,34.18823653809524,99.82337033333334,1767.192749724284,0.9890772698206612
Mass,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2025,2025,1917.284448064167,5506.922866666166,1.1026588988511234,145.54246378776068,0.07591073089583092,2.872251361672685,961.993412950604,0,0,0,0,C0,5,1711.29,639.5454545,1510.910068,3861.745522,124.0935889,112.3224035,717.9529673,2096.290777,145.54246378776068,183.8926439047619,5.909218519047619,5.348685880952381,34.18823653809524,99.82337033333334,1917.284448064167,1.1026588988511234
Mass,H1,Ideal,CH,Hhigh,HYD200,HYD200,3,NA,11.2,200,2025,2025,1360.5167985966402,3957.1882666666666,0.8239087132363403,107.72417042552726,0.07917886095683911,2.908591992945966,364.78329361299205,218.40922026309576,65,-447.7885426567067,101,C0,12,1988.428235,0,1510.910068,3499.338303,120.0505326,118.0814058,553.0027961,2249.519027,107.72417042552726,166.63515728571429,5.716692028571428,5.622924085714286,26.333466480952378,107.11995366666666,1360.5167985966402,0.8239087132363403
Mass,H1,Ideal,CH,Hhigh,HYD200,HYD200,4,NA,11.2,200,2025,2025,1494.5774338692925,4434.5396,0.8036656242138535,116.08889281243482,0.07767338793005443,2.9670858795984074,363.1925187873685,625.351350672807,106,-375.0605195768318,110,C0,12,1988.428235,0,1510.910068,3499.338303,120.0505326,118.0814058,553.0027961,2249.519027,116.08889281243482,166.63515728571429,5.716692028571428,5.622924085714286,26.333466480952378,107.11995366666666,1494.5774338692925,0.8036656242138535
Mass,H1,Ideal,CH,Hhigh,HYD200,HYD200,5,NA,11.2,200,2025,2025,1634.9273540150357,4913.038799999999,0.8721846478991944,125.26035125073618,0.07661523977999589,3.0050502170231694,362.2269961546847,673.9339137267946,129,-783.1027702615744,194,C0,12,1988.428235,0,1510.910068,3499.338303,120.0505326,118.0814058,553.0027961,2249.519027,125.26035125073618,166.63515728571429,5.716692028571428,5.622924085714286,26.333466480952378,107.11995366666666,1634.9273540150357,0.8721846478991944
Mass,H1,Ideal,CH,Hhigh,HYD500,HYD500,3,NA,6,500,2025,2025,1448.517068848386,4220.4,0.8870462927966823,111.52332693601758,0.07699137920734475,2.91360046130167,629.9121467584868,0,0,0,0,C0,6,1750.881176,325.2136364,1510.910068,3587.004881,118.3382283,114.7814817,594.4341117,2118.180527,111.52332693601758,170.80975623809522,5.635153728571429,5.4657848428571425,28.306386271428572,100.86573938095238,1448.517068848386,0.8870462927966823
Mass,H1,Ideal,CH,Hhigh,HYD500,HYD500,4,NA,6,500,2025,2025,1596.211127699795,4695.6,0.88095247399336,120.67165568626156,0.07559880619310949,2.941716116693504,625.7135285713999,0,0,0,0,C0,6,1750.881176,325.2136364,1510.910068,3587.004881,118.3382283,114.7814817,594.4341117,2118.180527,120.67165568626156,170.80975623809522,5.635153728571429,5.4657848428571425,28.306386271428572,100.86573938095238,1596.211127699795,0.88095247399336
Mass,H1,Ideal,CH,Hhigh,HYD500,HYD500,5,NA,6,500,2025,2025,1749.3599444098772,5171.8,0.9669645854077604,130.60432060893032,0.07465834634334668,2.956395575722775,623.3202958199718,0,0,0,0,C0,6,1750.881176,325.2136364,1510.910068,3587.004881,118.3382283,114.7814817,594.4341117,2118.180527,130.60432060893032,170.80975623809522,5.635153728571429,5.4657848428571425,28.306386271428572,100.86573938095238,1749.3599444098772,0.9669645854077604
Mass,H1,Ideal,CH,Hhigh,R,NA,NA,8.5,NA,NA,2025,2025,1918.6507080288188,1918.6507080288188,1.4001353750396417,170.4279257952908,0.08882696839091929,NA,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,911.6991905,38.89839479,4.400098522,46.09699423,0,170.4279257952908,43.41424716666667,1.8523045138095238,0.20952850104761905,2.195094963333333,0,1918.6507080288188,1.4001353750396417
Mass,H1,Ideal,CH,Hhigh,Rb,NA,NA,3.5,NA,NA,2025,2025,668.4851097503869,668.4851097503869,0.3821599422348701,62.007526399659064,0.09275827613095636,NA,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,338.5301291,14.96867304,1.545996429,17.71927605,0,62.007526399659064,16.12048233809524,0.7127939542857143,0.07361887757142857,0.8437750500000001,0,668.4851097503869,0.3821599422348701
Mass,H1,Ideal,CH,Hhigh,Rl,NA,NA,5,NA,NA,2025,2025,1250.165598278432,1250.165598278432,1.0179754328047714,108.42039939563162,0.08672483033042527,NA,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,573.1690614,23.92972175,2.854102092,28.37771819,0,108.42039939563162,27.29376482857143,1.1395105595238095,0.13590962342857144,1.3513199138095238,0,1250.165598278432,1.0179754328047714
Mass,H1,Ideal,CH,Hlow,HP,NA,NA,NA,8,NA,2025,2025,584.3428323936963,1918.6507080288188,0.4348691032762066,86.50601786351638,0.1480398373488282,3.2834332889295084,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,1248.729155,28.28269202,81.11150315,246.4902634,1275.71918,86.50601786351638,59.46329309523809,1.346794858095238,3.862452530952381,11.737631590476191,60.74853238095238,584.3428323936963,0.4348691032762066
Mass,H1,Ideal,CH,Hlow,HPl,NA,NA,NA,5,NA,2025,2025,379.1447510833203,1250.165598278432,0.3206756145518955,53.20772662429574,0.14033618155669228,3.297330622951701,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,826.9997437,17.52592378,49.36444433,152.484381,627.1897679,53.20772662429574,39.38094017619047,0.834567799047619,2.350687825238095,7.261161,29.866179423809523,379.1447510833203,0.3206756145518955
Mass,H1,Ideal,CH,Hlow,HYD1000,HYD1000,3,NA,5,1000,2025,2025,1617.2365700087062,4561.500325556299,1.0094985827839158,192.2528754079368,0.11887739800918665,2.8205522989946625,974.1031087309328,0,0,0,0,C0,5,1711.29,639.5454545,1510.910068,3861.745522,124.0935889,112.3224035,717.9529673,2096.290777,192.2528754079368,183.8926439047619,5.909218519047619,5.348685880952381,34.18823653809524,99.82337033333334,1617.2365700087062,1.0094985827839158
Mass,H1,Ideal,CH,Hlow,HYD1000,HYD1000,4,NA,5,1000,2025,2025,1767.192749724284,5033.442435278716,0.9890772698206612,203.6367782912868,0.11523178686821686,2.84827019353946,966.6977832369798,0,0,0,0,C0,5,1711.29,639.5454545,1510.910068,3861.745522,124.0935889,112.3224035,717.9529673,2096.290777,203.6367782912868,183.8926439047619,5.909218519047619,5.348685880952381,34.18823653809524,99.82337033333334,1767.192749724284,0.9890772698206612
Mass,H1,Ideal,CH,Hlow,HYD1000,HYD1000,5,NA,5,1000,2025,2025,1917.284448064167,5506.922866666166,1.1026588988511234,215.962979024841,0.11264003066571228,2.872251361672685,961.993412950604,0,0,0,0,C0,5,1711.29,639.5454545,1510.910068,3861.745522,124.0935889,112.3224035,717.9529673,2096.290777,215.962979024841,183.8926439047619,5.909218519047619,5.348685880952381,34.18823653809524,99.82337033333334,1917.284448064167,1.1026588988511234
Mass,H1,Ideal,CH,Hlow,HYD200,HYD200,3,NA,11.2,200,2025,2025,1360.5167985966402,3957.1882666666666,0.8239087132363403,168.66127132382715,0.123968532764755,2.908591992945966,364.78329361299205,218.40922026309576,65,-447.7885426567067,101,C0,12,1988.428235,0,1510.910068,3499.338303,120.0505326,118.0814058,553.0027961,2249.519027,168.66127132382715,166.63515728571429,5.716692028571428,5.622924085714286,26.333466480952378,107.11995366666666,1360.5167985966402,0.8239087132363403
Mass,H1,Ideal,CH,Hlow,HYD200,HYD200,4,NA,11.2,200,2025,2025,1494.5774338692925,4434.5396,0.8036656242138535,178.7846503651292,0.11962220646024067,2.9670858795984074,363.1925187873685,625.351350672807,106,-375.0605195768318,110,C0,12,1988.428235,0,1510.910068,3499.338303,120.0505326,118.0814058,553.0027961,2249.519027,178.7846503651292,166.63515728571429,5.716692028571428,5.622924085714286,26.333466480952378,107.11995366666666,1494.5774338692925,0.8036656242138535
Mass,H1,Ideal,CH,Hlow,HYD200,HYD200,5,NA,11.2,200,2025,2025,1634.9273540150357,4913.038799999999,0.8721846478991944,190.39774683766225,0.11645639567414764,3.0050502170231694,362.2269961546847,673.9339137267946,129,-783.1027702615744,194,C0,12,1988.428235,0,1510.910068,3499.338303,120.0505326,118.0814058,553.0027961,2249.519027,190.39774683766225,166.63515728571429,5.716692028571428,5.622924085714286,26.333466480952378,107.11995366666666,1634.9273540150357,0.8721846478991944
Mass,H1,Ideal,CH,Hlow,HYD500,HYD500,3,NA,6,500,2025,2025,1448.517068848386,4220.4,0.8870462927966823,170.6678525543217,0.11782246562686882,2.91360046130167,629.9121467584868,0,0,0,0,C0,6,1750.881176,325.2136364,1510.910068,3587.004881,118.3382283,114.7814817,594.4341117,2118.180527,170.6678525543217,170.80975623809522,5.635153728571429,5.4657848428571425,28.306386271428572,100.86573938095238,1448.517068848386,0.8870462927966823
Mass,H1,Ideal,CH,Hlow,HYD500,HYD500,4,NA,6,500,2025,2025,1596.211127699795,4695.6,0.88095247399336,181.40220302717825,0.1136454945584712,2.941716116693504,625.7135285713999,0,0,0,0,C0,6,1750.881176,325.2136364,1510.910068,3587.004881,118.3382283,114.7814817,594.4341117,2118.180527,181.40220302717825,170.80975623809522,5.635153728571429,5.4657848428571425,28.306386271428572,100.86573938095238,1596.211127699795,0.88095247399336
Mass,H1,Ideal,CH,Hlow,HYD500,HYD500,5,NA,6,500,2025,2025,1749.3599444098772,5171.8,0.9669645854077604,193.6441027772219,0.11069425900370956,2.956395575722775,623.3202958199718,0,0,0,0,C0,6,1750.881176,325.2136364,1510.910068,3587.004881,118.3382283,114.7814817,594.4341117,2118.180527,193.6441027772219,170.80975623809522,5.635153728571429,5.4657848428571425,28.306386271428572,100.86573938095238,1749.3599444098772,0.9669645854077604
Mass,H1,Ideal,CH,Hlow,R,NA,NA,8.5,NA,NA,2025,2025,1918.6507080288188,1918.6507080288188,1.4001353750396417,276.7083053905999,0.14422026074505462,NA,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,911.6991905,38.89839479,4.400098522,46.09699423,0,276.7083053905999,43.41424716666667,1.8523045138095238,0.20952850104761905,2.195094963333333,0,1918.6507080288188,1.4001353750396417
Mass,H1,Ideal,CH,Hlow,Rb,NA,NA,3.5,NA,NA,2025,2025,668.4851097503869,668.4851097503869,0.3821599422348701,106.05113845424476,0.15864398010876318,NA,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,338.5301291,14.96867304,1.545996429,17.71927605,0,106.05113845424476,16.12048233809524,0.7127939542857143,0.07361887757142857,0.8437750500000001,0,668.4851097503869,0.3821599422348701
Mass,H1,Ideal,CH,Hlow,Rl,NA,NA,5,NA,NA,2025,2025,1250.165598278432,1250.165598278432,1.0179754328047714,170.65716693635542,0.13650764920372355,NA,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,573.1690614,23.92972175,2.854102092,28.37771819,0,170.65716693635542,27.29376482857143,1.1395105595238095,0.13590962342857144,1.3513199138095238,0,1250.165598278432,1.0179754328047714
Mass,H1,Real,AK,Hhigh,HP,NA,NA,NA,6.5,NA,2025,2025,133.31067684186016,530.277894566634,0.13592193958282436,11.6230228126507,0.08718748631393206,3.977760124912398,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,1215.547618,27.44847036,76.31200903,241.3279934,1264.174085,11.6230228126507,57.88321990476191,1.3070700171428573,3.633905191904762,11.49180920952381,60.19876595238096,133.31067684186016,0.13592193958282436
Mass,H1,Real,AK,Hhigh,HPl,NA,NA,NA,4.5,NA,2025,2025,120.24438838465512,451.76431108953096,0.12496476733492028,10.237569581296354,0.08513968692282702,3.757051095343942,NA,NA,NA,NA,NA,C0,NA,NA,NA,NA,793.8182066,16.69170212,44.5649502,147.322111,615.6446734,10.237569581296354,37.800866980952385,0.7948429580952381,2.1221404857142856,7.015338619047619,29.31641301904762,120.24438838465512,0.12496476733492028
