house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),year,...1,Grid_year,P_annual (kWh),Q_annual (kWh),sCOP_annual,Q_standing_losses_annual (kWh),P_avg_peak (kW),kgCO2,kgCO2_kWh_dispatched,unmet_demand_DW (L.K),unmet_demand_DW (min),unmet_demand_SH (L.K),unmet_demand_SH (min),CS_code,Hyd_Cap_kW_Adj,Hyd_Manufacture_HP,Hyd_Manufacture_Tank,Hyd_Manufacture_FC,Manufacture,Distribution,Installation,EOL,Other,EOL_S,Other_S,kgCO2_oper_year,kgCO2_manuf_year,kgCO2_dist_year,kgCO2_inst_year,kgCO2_eol_year,kgCO2_other_year,kgCO2_EOL_S_year,kgCO2_Other_S_year,P_annual_kWh_year,P_avg_peak_kW_year
Mod,Nom,Ideal,AK,Hlow,HYD200,HYD200,3,NA,11.2,200,2030,2730,2030,1633.934035,5419.166667,3.616844067,353.9547356,0.072892719,166.6621784,0.102000555,0,0,-13085.87552,852,Cpeak,12,1923.002118,0,1949.335289,3872.337406,134.3404525,179.0818235,569.3167941,2875.859824,398.7555324,2298.52129,166.6621784,184.39701933333333,6.397164404761905,8.527705880952382,27.11032352857143,136.94570590476192,18.988358685714285,109.45339476190478,1633.934035,0.072892719
Mod,Nom,Ideal,AK,Hlow,HYD200,HYD200,4,NA,11.2,200,2030,2746,2030,1748.599779,5897.833333,3.656484097,353.2110684,0.072892719,172.8693987,0.098861615,28.5583304,3,-13253.69791,834,Cpeak,12,1923.002118,0,1949.335289,3872.337406,134.3404525,179.0818235,569.3167941,2875.859824,398.7555324,2298.52129,172.8693987,184.39701933333333,6.397164404761905,8.527705880952382,27.11032352857143,136.94570590476192,18.988358685714285,109.45339476190478,1748.599779,0.072892719
Mod,Nom,Ideal,AK,Hlow,HYD200,HYD200,5,NA,11.2,200,2030,2762,2030,1868.237188,6373.833333,3.678732362,352.4333376,0.072892719,180.1849314,0.096446497,2353.985443,14,-14213.71895,940,Cpeak,12,1923.002118,0,1949.335289,3872.337406,134.3404525,179.0818235,569.3167941,2875.859824,398.7555324,2298.52129,180.1849314,184.39701933333333,6.397164404761905,8.527705880952382,27.11032352857143,136.94570590476192,18.988358685714285,109.45339476190478,1868.237188,0.072892719
Mod,Nom,Ideal,AK,Hlow,HYD500,HYD500,3,NA,8.5,500,2030,2778,2030,1994.778482,5629.55,3.028010447,567.4675239,0.072892719,200.2251068,0.100374607,0,0,-2866.561778,465,Cpeak,9,1701.786882,325.2136364,1949.335289,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,200.2251068,189.34932419047618,6.536227666666667,7.197278076190476,31.210419785714286,132.01405880952382,24.064664623809524,107.82615257142858,1994.778482,0.072892719
Mod,Nom,Ideal,AK,Hlow,HYD500,HYD500,4,NA,8.5,500,2030,2794,2030,2136.093083,6104.275,3.051416371,562.9311701,0.072892719,207.957658,0.097354212,0,0,-3035.922954,476,Cpeak,9,1701.786882,325.2136364,1949.335289,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,207.957658,189.34932419047618,6.536227666666667,7.197278076190476,31.210419785714286,132.01405880952382,24.064664623809524,107.82615257142858,2136.093083,0.072892719
Mod,Nom,Ideal,AK,Hlow,HYD500,HYD500,5,NA,8.5,500,2030,2810,2030,2283.809788,6581.125,3.063568386,560.9361776,0.072892719,217.0620133,0.095043823,78.80414553,4,-3823.224898,540,Cpeak,9,1701.786882,325.2136364,1949.335289,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,217.0620133,189.34932419047618,6.536227666666667,7.197278076190476,31.210419785714286,132.01405880952382,24.064664623809524,107.82615257142858,2283.809788,0.072892719
Mod,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,3,NA,14,1000,2030,2686,2030,5180.961858,13582.56667,2.863096191,991.5937035,0.181035472,322.2626663,0.06220132,0,0,-3171.53802,524,Cpeak,14,2070.478941,639.5454545,2293.990281,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454479,2926.256283,322.2626663,238.2864131904762,7.689252138095237,10.323748661904762,43.9091229952381,168.60847057142857,35.264068947619045,139.3455372857143,5180.961858,0.181035472
Mod,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,4,NA,14,1000,2030,2702,2030,5320.445212,14058.1,2.878695479,987.7506245,0.181035472,329.2111708,0.061876621,0,0,-3306.808782,519,Cpeak,14,2070.478941,639.5454545,2293.990281,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454479,2926.256283,329.2111708,238.2864131904762,7.689252138095237,10.323748661904762,43.9091229952381,168.60847057142857,35.264068947619045,139.3455372857143,5320.445212,0.181035472
Mod,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,5,NA,14,1000,2030,2718,2030,5466.102567,14533.86667,2.889922714,984.9391648,0.181035472,337.4479854,0.06173466,0,0,-3682.276751,563,Cpeak,14,2070.478941,639.5454545,2293.990281,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454479,2926.256283,337.4479854,238.2864131904762,7.689252138095237,10.323748661904762,43.9091229952381,168.60847057142857,35.264068947619045,139.3455372857143,5466.102567,0.181035472
Mod,Nom,Ideal,CH,Hhigh,HYD200,HYD200,3,NA,14,200,2030,2590,2030,4979.514501,13002.5,2.862368957,403.8565279,0.181035472,307.7044953,0.061794076,0,0,-47062.04107,1632,Cpeak,14,2070.478941,0,2293.990281,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,307.7044953,207.8318677142857,6.981988676190476,9.778294119047619,31.090941176190476,168.60847057142857,22.445887128571428,139.3455372857143,4979.514501,0.181035472
Mod,Nom,Ideal,CH,Hhigh,HYD200,HYD200,4,NA,14,200,2030,2606,2030,5118.447765,13480.83333,2.879597427,403.0109762,0.181035472,313.9739694,0.061341638,0,0,-47859.95056,1651,Cpeak,14,2070.478941,0,2293.990281,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,313.9739694,207.8318677142857,6.981988676190476,9.778294119047619,31.090941176190476,168.60847057142857,22.445887128571428,139.3455372857143,5118.447765,0.181035472
Mod,Nom,Ideal,CH,Hhigh,HYD200,HYD200,5,NA,14,200,2030,2622,2030,5262.584525,13954.73333,2.8917915,402.2705507,0.181035472,321.2142334,0.061037354,4270.16925,13,-47321.53406,1664,Cpeak,14,2070.478941,0,2293.990281,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,321.2142334,207.8318677142857,6.981988676190476,9.778294119047619,31.090941176190476,168.60847057142857,22.445887128571428,139.3455372857143,5262.584525,0.181035472
Mod,Nom,Ideal,CH,Hhigh,HYD500,HYD500,3,NA,14,500,2030,2638,2030,5062.842265,13237.93333,2.861702821,643.2515024,0.181035472,314.5102654,0.062121285,0,0,-13820.01969,1061,Cpeak,14,2070.478941,325.2136364,2293.990281,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,314.5102654,223.31823138095237,7.341653490476191,10.323748661904762,37.318213904761905,168.60847057142857,28.673159857142856,139.3455372857143,5062.842265,0.181035472
Mod,Nom,Ideal,CH,Hhigh,HYD500,HYD500,4,NA,14,500,2030,2654,2030,5201.565733,13715.33333,2.878580287,641.3119005,0.181035472,320.9155529,0.061695953,0,0,-14028.89767,1052,Cpeak,14,2070.478941,325.2136364,2293.990281,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,320.9155529,223.31823138095237,7.341653490476191,10.323748661904762,37.318213904761905,168.60847057142857,28.673159857142856,139.3455372857143,5201.565733,0.181035472
Mod,Nom,Ideal,CH,Hhigh,HYD500,HYD500,5,NA,14,500,2030,2670,2030,5346.752625,14192.96667,2.890739877,639.9256633,0.181035472,328.4981153,0.061438809,260.6280347,6,-14757.50583,1089,Cpeak,14,2070.478941,325.2136364,2293.990281,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,328.4981153,223.31823138095237,7.341653490476191,10.323748661904762,37.318213904761905,168.60847057142857,28.673159857142856,139.3455372857143,5346.752625,0.181035472
Mod,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,3,NA,14,1000,2030,2830,2030,5180.961858,13582.56667,2.863096191,991.5937035,0.181035472,520.5542412,0.10047444,0,0,-3171.53802,524,Cpeak,14,2070.478941,639.5454545,2293.990281,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454479,2926.256283,520.5542412,238.2864131904762,7.689252138095237,10.323748661904762,43.9091229952381,168.60847057142857,35.264068947619045,139.3455372857143,5180.961858,0.181035472
Mod,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,4,NA,14,1000,2030,2846,2030,5320.445212,14058.1,2.878695479,987.7506245,0.181035472,528.909424,0.099410745,0,0,-3306.808782,519,Cpeak,14,2070.478941,639.5454545,2293.990281,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454479,2926.256283,528.909424,238.2864131904762,7.689252138095237,10.323748661904762,43.9091229952381,168.60847057142857,35.264068947619045,139.3455372857143,5320.445212,0.181035472
Mod,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,5,NA,14,1000,2030,2862,2030,5466.102567,14533.86667,2.889922714,984.9391648,0.181035472,538.345561,0.098488009,0,0,-3682.276751,563,Cpeak,14,2070.478941,639.5454545,2293.990281,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454479,2926.256283,538.345561,238.2864131904762,7.689252138095237,10.323748661904762,43.9091229952381,168.60847057142857,35.264068947619045,139.3455372857143,5466.102567,0.181035472
Mod,Nom,Ideal,CH,Hlow,HYD200,HYD200,3,NA,14,200,2030,2734,2030,4979.514501,13002.5,2.862368957,403.8565279,0.181035472,502.0381482,0.100820702,0,0,-47062.04107,1632,Cpeak,14,2070.478941,0,2293.990281,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,502.0381482,207.8318677142857,6.981988676190476,9.778294119047619,31.090941176190476,168.60847057142857,22.445887128571428,139.3455372857143,4979.514501,0.181035472
Mod,Nom,Ideal,CH,Hlow,HYD200,HYD200,4,NA,14,200,2030,2750,2030,5118.447765,13480.83333,2.879597427,403.0109762,0.181035472,509.8908649,0.099618261,0,0,-47859.95056,1651,Cpeak,14,2070.478941,0,2293.990281,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,509.8908649,207.8318677142857,6.981988676190476,9.778294119047619,31.090941176190476,168.60847057142857,22.445887128571428,139.3455372857143,5118.447765,0.181035472
Mod,Nom,Ideal,CH,Hlow,HYD200,HYD200,5,NA,14,200,2030,2766,2030,5262.584525,13954.73333,2.8917915,402.2705507,0.181035472,518.4987537,0.098525497,4270.16925,13,-47321.53406,1664,Cpeak,14,2070.478941,0,2293.990281,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,518.4987537,207.8318677142857,6.981988676190476,9.778294119047619,31.090941176190476,168.60847057142857,22.445887128571428,139.3455372857143,5262.584525,0.181035472
Mod,Nom,Ideal,CH,Hlow,HYD500,HYD500,3,NA,14,500,2030,2782,2030,5062.842265,13237.93333,2.861702821,643.2515024,0.181035472,510.4699138,0.100826747,0,0,-13820.01969,1061,Cpeak,14,2070.478941,325.2136364,2293.990281,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,510.4699138,223.31823138095237,7.341653490476191,10.323748661904762,37.318213904761905,168.60847057142857,28.673159857142856,139.3455372857143,5062.842265,0.181035472
Mod,Nom,Ideal,CH,Hlow,HYD500,HYD500,4,NA,14,500,2030,2798,2030,5201.565733,13715.33333,2.878580287,641.3119005,0.181035472,518.4378316,0.099669572,0,0,-14028.89767,1052,Cpeak,14,2070.478941,325.2136364,2293.990281,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,518.4378316,223.31823138095237,7.341653490476191,10.323748661904762,37.318213904761905,168.60847057142857,28.673159857142856,139.3455372857143,5201.565733,0.181035472
Mod,Nom,Ideal,CH,Hlow,HYD500,HYD500,5,NA,14,500,2030,2814,2030,5346.752625,14192.96667,2.890739877,639.9256633,0.181035472,527.3992613,0.098639174,260.6280347,6,-14757.50583,1089,Cpeak,14,2070.478941,325.2136364,2293.990281,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,527.3992613,223.31823138095237,7.341653490476191,10.323748661904762,37.318213904761905,168.60847057142857,28.673159857142856,139.3455372857143,5346.752625,0.181035472
Mod,Nom,Real,AK,Hhigh,HYD1000,HYD1000,3,NA,6,1000,2030,2684,2030,1876.070016,5619.5,3.205506185,876.4744432,0.074788801,110.3468627,0.058818094,0,0,-378.3799311,183,Cpeak,6,1480.571647,639.5454545,1949.335289,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,110.3468627,193.78344714285714,6.663224747619048,5.321395723809523,35.674152404761905,127.08241176190475,29.904287519047617,107.55180261904763,1876.070016,0.074788801
Mod,Nom,Real,AK,Hhigh,HYD1000,HYD1000,4,NA,6,1000,2030,2700,2030,2009.098183,6090.7,3.229246844,868.3758393,0.074788801,116.6062819,0.058039116,0,0,-564.5931451,231,Cpeak,6,1480.571647,639.5454545,1949.335289,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,116.6062819,193.78344714285714,6.663224747619048,5.321395723809523,35.674152404761905,127.08241176190475,29.904287519047617,107.55180261904763,2009.098183,0.074788801
Mod,Nom,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,6,1000,2030,2716,2030,2149.408159,6565,3.239710866,864.2689181,0.074788801,124.1951289,0.057781082,0,0,-697.3811204,221,Cpeak,6,1480.571647,639.5454545,1949.335289,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,124.1951289,193.78344714285714,6.663224747619048,5.321395723809523,35.674152404761905,127.08241176190475,29.904287519047617,107.55180261904763,2149.408159,0.074788801
Mod,Nom,Real,AK,Hhigh,HYD200,HYD200,3,NA,11.2,200,2030,2588,2030,1519.271846,5102,3.65399728,352.4278316,0.074788801,89.20371569,0.058714782,0,0,-15716.4218,879,Cpeak,12,1923.002118,0,1949.335289,3872.337406,134.3404525,179.0818235,569.3167941,2875.859824,398.7555324,2298.52129,89.20371569,184.39701933333333,6.397164404761905,8.527705880952382,27.11032352857143,136.94570590476192,18.988358685714285,109.45339476190478,1519.271846,0.074788801
Mod,Nom,Real,AK,Hhigh,HYD200,HYD200,4,NA,11.2,200,2030,2604,2030,1634.091645,5580.833333,3.6932284,351.7733808,0.074788801,94.19495818,0.05764362,30.38246777,4,-14807.37251,855,Cpeak,12,1923.002118,0,1949.335289,3872.337406,134.3404525,179.0818235,569.3167941,2875.859824,398.7555324,2298.52129,94.19495818,184.39701933333333,6.397164404761905,8.527705880952382,27.11032352857143,136.94570590476192,18.988358685714285,109.45339476190478,1634.091645,0.074788801
Mod,Nom,Real,AK,Hhigh,HYD200,HYD200,5,NA,11.2,200,2030,2620,2030,1753.841838,6056.5,3.713709666,350.8242719,0.074788801,100.2041035,0.057134059,2353.243715,14,-16368.56466,950,Cpeak,12,1923.002118,0,1949.335289,3872.337406,134.3404525,179.0818235,569.3167941,2875.859824,398.7555324,2298.52129,100.2041035,184.39701933333333,6.397164404761905,8.527705880952382,27.11032352857143,136.94570590476192,18.988358685714285,109.45339476190478,1753.841838,0.074788801
Mod,Nom,Real,AK,Hhigh,HYD500,HYD500,3,NA,8.5,500,2030,2636,2030,1869.598339,5312.641667,3.041695113,566.2301461,0.074788801,109.8857565,0.058775061,0,0,-3651.437377,490,Cpeak,9,1701.786882,325.2136364,1949.335289,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,109.8857565,189.34932419047618,6.536227666666667,7.197278076190476,31.210419785714286,132.01405880952382,24.064664623809524,107.82615257142858,1869.598339,0.074788801
Mod,Nom,Real,AK,Hhigh,HYD500,HYD500,4,NA,8.5,500,2030,2652,2030,2010.881426,5787.366667,3.065523278,561.6888357,0.074788801,116.2243104,0.057797695,0,0,-3987.480965,515,Cpeak,9,1701.786882,325.2136364,1949.335289,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,116.2243104,189.34932419047618,6.536227666666667,7.197278076190476,31.210419785714286,132.01405880952382,24.064664623809524,107.82615257142858,2010.881426,0.074788801
Mod,Nom,Real,AK,Hhigh,HYD500,HYD500,5,NA,8.5,500,2030,2668,2030,2158.513421,6264.075,3.077382169,559.6472628,0.074788801,123.8654209,0.057384596,78.57096986,4,-4799.953911,577,Cpeak,9,1701.786882,325.2136364,1949.335289,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,123.8654209,189.34932419047618,6.536227666666667,7.197278076190476,31.210419785714286,132.01405880952382,24.064664623809524,107.82615257142858,2158.513421,0.074788801
Mod,Nom,Real,AK,Hlow,HYD1000,HYD1000,3,NA,6,1000,2030,2828,2030,1876.070016,5619.5,3.205506185,876.4744432,0.074788801,185.2096942,0.098722165,0,0,-378.3799311,183,Cpeak,6,1480.571647,639.5454545,1949.335289,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,185.2096942,193.78344714285714,6.663224747619048,5.321395723809523,35.674152404761905,127.08241176190475,29.904287519047617,107.55180261904763,1876.070016,0.074788801
Mod,Nom,Real,AK,Hlow,HYD1000,HYD1000,4,NA,6,1000,2030,2844,2030,2009.098183,6090.7,3.229246844,868.3758393,0.074788801,192.7407199,0.095933948,0,0,-564.5931451,231,Cpeak,6,1480.571647,639.5454545,1949.335289,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,192.7407199,193.78344714285714,6.663224747619048,5.321395723809523,35.674152404761905,127.08241176190475,29.904287519047617,107.55180261904763,2009.098183,0.074788801
Mod,Nom,Real,AK,Hlow,HYD1000,HYD1000,5,NA,6,1000,2030,2860,2030,2149.408159,6565,3.239710866,864.2689181,0.074788801,201.7306521,0.093854046,0,0,-697.3811204,221,Cpeak,6,1480.571647,639.5454545,1949.335289,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,201.7306521,193.78344714285714,6.663224747619048,5.321395723809523,35.674152404761905,127.08241176190475,29.904287519047617,107.55180261904763,2149.408159,0.074788801
Mod,Nom,Real,AK,Hlow,HYD200,HYD200,3,NA,11.2,200,2030,2732,2030,1519.271846,5102,3.65399728,352.4278316,0.074788801,153.5148034,0.101044987,0,0,-15716.4218,879,Cpeak,12,1923.002118,0,1949.335289,3872.337406,134.3404525,179.0818235,569.3167941,2875.859824,398.7555324,2298.52129,153.5148034,184.39701933333333,6.397164404761905,8.527705880952382,27.11032352857143,136.94570590476192,18.988358685714285,109.45339476190478,1519.271846,0.074788801
Mod,Nom,Real,AK,Hlow,HYD200,HYD200,4,NA,11.2,200,2030,2748,2030,1634.091645,5580.833333,3.6932284,351.7733808,0.074788801,159.7617888,0.097767949,30.38246777,4,-14807.37251,855,Cpeak,12,1923.002118,0,1949.335289,3872.337406,134.3404525,179.0818235,569.3167941,2875.859824,398.7555324,2298.52129,159.7617888,184.39701933333333,6.397164404761905,8.527705880952382,27.11032352857143,136.94570590476192,18.988358685714285,109.45339476190478,1634.091645,0.074788801
Mod,Nom,Real,AK,Hlow,HYD200,HYD200,5,NA,11.2,200,2030,2764,2030,1753.841838,6056.5,3.713709666,350.8242719,0.074788801,167.0808754,0.095265646,2353.243715,14,-16368.56466,950,Cpeak,12,1923.002118,0,1949.335289,3872.337406,134.3404525,179.0818235,569.3167941,2875.859824,398.7555324,2298.52129,167.0808754,184.39701933333333,6.397164404761905,8.527705880952382,27.11032352857143,136.94570590476192,18.988358685714285,109.45339476190478,1753.841838,0.074788801
Mod,Nom,Real,AK,Hlow,HYD500,HYD500,3,NA,8.5,500,2030,2780,2030,1869.598339,5312.641667,3.041695113,566.2301461,0.074788801,185.9333521,0.099450961,0,0,-3651.437377,490,Cpeak,9,1701.786882,325.2136364,1949.335289,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,185.9333521,189.34932419047618,6.536227666666667,7.197278076190476,31.210419785714286,132.01405880952382,24.064664623809524,107.82615257142858,1869.598339,0.074788801
Mod,Nom,Real,AK,Hlow,HYD500,HYD500,4,NA,8.5,500,2030,2796,2030,2010.881426,5787.366667,3.065523278,561.6888357,0.074788801,193.6984635,0.096325154,0,0,-3987.480965,515,Cpeak,9,1701.786882,325.2136364,1949.335289,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,193.6984635,189.34932419047618,6.536227666666667,7.197278076190476,31.210419785714286,132.01405880952382,24.064664623809524,107.82615257142858,2010.881426,0.074788801
Mod,Nom,Real,AK,Hlow,HYD500,HYD500,5,NA,8.5,500,2030,2812,2030,2158.513421,6264.075,3.077382169,559.6472628,0.074788801,202.8038326,0.093955326,78.57096986,4,-4799.953911,577,Cpeak,9,1701.786882,325.2136364,1949.335289,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,202.8038326,189.34932419047618,6.536227666666667,7.197278076190476,31.210419785714286,132.01405880952382,24.064664623809524,107.82615257142858,2158.513421,0.074788801
Mod,Nom,Real,CH,Hhigh,HYD1000,HYD1000,3,NA,14,1000,2030,2688,2030,4319.007034,11580.56667,2.922909005,988.0716541,0.190454584,277.3994435,0.064227597,0,0,-4470.772054,591,Cpeak,14,2070.478941,639.5454545,2293.990281,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454479,2926.256283,277.3994435,238.2864131904762,7.689252138095237,10.323748661904762,43.9091229952381,168.60847057142857,35.264068947619045,139.3455372857143,4319.007034,0.190454584
Mod,Nom,Real,CH,Hhigh,HYD1000,HYD1000,4,NA,14,1000,2030,2704,2030,4457.905193,12055.86667,2.939810989,984.0700794,0.190454584,284.3699075,0.06379003,0,0,-4579.741922,590,Cpeak,14,2070.478941,639.5454545,2293.990281,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454479,2926.256283,284.3699075,238.2864131904762,7.689252138095237,10.323748661904762,43.9091229952381,168.60847057142857,35.264068947619045,139.3455372857143,4457.905193,0.190454584
Mod,Nom,Real,CH,Hhigh,HYD1000,HYD1000,5,NA,14,1000,2030,2720,2030,4603.434493,12531.63333,2.951100015,981.2344954,0.190454584,292.4945416,0.06353833,0,0,-5121.126531,633,Cpeak,14,2070.478941,639.5454545,2293.990281,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454479,2926.256283,292.4945416,238.2864131904762,7.689252138095237,10.323748661904762,43.9091229952381,168.60847057142857,35.264068947619045,139.3455372857143,4603.434493,0.190454584
Mod,Nom,Real,CH,Hhigh,HYD200,HYD200,3,NA,14,200,2030,2592,2030,4117.614592,10998.86667,2.924757585,398.9594723,0.190454584,262.3658481,0.063717923,0,0,-55628.62442,1701,Cpeak,14,2070.478941,0,2293.990281,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,262.3658481,207.8318677142857,6.981988676190476,9.778294119047619,31.090941176190476,168.60847057142857,22.445887128571428,139.3455372857143,4117.614592,0.190454584
Mod,Nom,Real,CH,Hhigh,HYD200,HYD200,4,NA,14,200,2030,2608,2030,4256.383029,11477.43333,2.943402265,398.0123783,0.190454584,268.5123022,0.063084619,0,0,-54815.86051,1697,Cpeak,14,2070.478941,0,2293.990281,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,268.5123022,207.8318677142857,6.981988676190476,9.778294119047619,31.090941176190476,168.60847057142857,22.445887128571428,139.3455372857143,4256.383029,0.190454584
Mod,Nom,Real,CH,Hhigh,HYD200,HYD200,5,NA,14,200,2030,2624,2030,4400.498364,11950.63333,2.955523126,396.8665755,0.190454584,275.7872614,0.062671825,4345.707872,13,-54784.81362,1720,Cpeak,14,2070.478941,0,2293.990281,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,275.7872614,207.8318677142857,6.981988676190476,9.778294119047619,31.090941176190476,168.60847057142857,22.445887128571428,139.3455372857143,4400.498364,0.190454584
Mod,Nom,Real,CH,Hhigh,HYD500,HYD500,3,NA,14,500,2030,2640,2030,4201.48467,11236.16667,2.92267677,639.9589145,0.190454584,269.3308039,0.064103722,0,0,-16817.33989,1108,Cpeak,14,2070.478941,325.2136364,2293.990281,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,269.3308039,223.31823138095237,7.341653490476191,10.323748661904762,37.318213904761905,168.60847057142857,28.673159857142856,139.3455372857143,4201.48467,0.190454584
Mod,Nom,Real,CH,Hhigh,HYD500,HYD500,4,NA,14,500,2030,2656,2030,4339.96816,11713.33333,2.940860271,637.8771265,0.190454584,275.7877852,0.063546039,0,0,-16916.12629,1099,Cpeak,14,2070.478941,325.2136364,2293.990281,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,275.7877852,223.31823138095237,7.341653490476191,10.323748661904762,37.318213904761905,168.60847057142857,28.673159857142856,139.3455372857143,4339.96816,0.190454584
Mod,Nom,Real,CH,Hhigh,HYD500,HYD500,5,NA,14,500,2030,2672,2030,4484.713415,12190.96667,2.953447833,636.371968,0.190454584,283.2789687,0.063165456,252.9221159,6,-18350.08491,1154,Cpeak,14,2070.478941,325.2136364,2293.990281,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,283.2789687,223.31823138095237,7.341653490476191,10.323748661904762,37.318213904761905,168.60847057142857,28.673159857142856,139.3455372857143,4484.713415,0.190454584
Mod,Nom,Real,CH,Hlow,HYD1000,HYD1000,3,NA,14,1000,2030,2832,2030,4319.007034,11580.56667,2.922909005,988.0716541,0.190454584,432.9272911,0.100237691,0,0,-4470.772054,591,Cpeak,14,2070.478941,639.5454545,2293.990281,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454479,2926.256283,432.9272911,238.2864131904762,7.689252138095237,10.323748661904762,43.9091229952381,168.60847057142857,35.264068947619045,139.3455372857143,4319.007034,0.190454584
Mod,Nom,Real,CH,Hlow,HYD1000,HYD1000,4,NA,14,1000,2030,2848,2030,4457.905193,12055.86667,2.939810989,984.0700794,0.190454584,441.2509638,0.098981684,0,0,-4579.741922,590,Cpeak,14,2070.478941,639.5454545,2293.990281,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454479,2926.256283,441.2509638,238.2864131904762,7.689252138095237,10.323748661904762,43.9091229952381,168.60847057142857,35.264068947619045,139.3455372857143,4457.905193,0.190454584
Mod,Nom,Real,CH,Hlow,HYD1000,HYD1000,5,NA,14,1000,2030,2864,2030,4603.434493,12531.63333,2.951100015,981.2344954,0.190454584,450.6933237,0.097903712,0,0,-5121.126531,633,Cpeak,14,2070.478941,639.5454545,2293.990281,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454479,2926.256283,450.6933237,238.2864131904762,7.689252138095237,10.323748661904762,43.9091229952381,168.60847057142857,35.264068947619045,139.3455372857143,4603.434493,0.190454584
Mod,Nom,Real,CH,Hlow,HYD200,HYD200,3,NA,14,200,2030,2736,2030,4117.614592,10998.86667,2.924757585,398.9594723,0.190454584,413.9638318,0.100534866,0,0,-55628.62442,1701,Cpeak,14,2070.478941,0,2293.990281,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,413.9638318,207.8318677142857,6.981988676190476,9.778294119047619,31.090941176190476,168.60847057142857,22.445887128571428,139.3455372857143,4117.614592,0.190454584
