house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),year,...1,Grid_year,P_annual (kWh),Q_annual (kWh),sCOP_annual,Q_standing_losses_annual (kWh),P_avg_peak (kW),kgCO2,kgCO2_kWh_dispatched,unmet_demand_DW (L.K),unmet_demand_DW (min),unmet_demand_SH (L.K),unmet_demand_SH (min),CS_code,Hyd_Cap_kW_Adj,Hyd_Manufacture_HP,Hyd_Manufacture_Tank,Hyd_Manufacture_FC,Manufacture,Distribution,Installation,EOL,Other,EOL_S,Other_S,kgCO2_oper_year,kgCO2_manuf_year,kgCO2_dist_year,kgCO2_inst_year,kgCO2_eol_year,kgCO2_other_year,kgCO2_EOL_S_year,kgCO2_Other_S_year,P_annual_kWh_year,P_avg_peak_kW_year
NA,NA,NA,AK,Hlow,NA,HP,3,NA,4,180,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.894178158,28.447229585714283,1.1621038704761903,0.7941176471428572,3.922705882380952,13.17647059047619,3.922705882380952,13.17647059047619,473.6165252,0
NA,NA,NA,AK,Hlow,NA,HP,4,NA,4,300,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.63495003,38.6043793952381,1.8039273023809523,1.4411764704761905,5.953529409523809,13.17647059047619,5.953529409523809,13.17647059047619,635.1362391,0
NA,NA,NA,AK,Hlow,NA,HP,5,NA,4,300,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.909936336,38.6043793952381,1.8039273023809523,1.4411764704761905,5.953529409523809,13.17647059047619,5.953529409523809,13.17647059047619,747.7523748,0
NA,NA,NA,AK,Hlow,NA,HPo,1,NA,4,162,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.209614834,26.923657114285714,1.0658303561904763,0.6941176471428572,3.618082352857143,13.17647059047619,3.618082352857143,13.17647059047619,243.1998416,0
NA,NA,NA,AK,Hlow,NA,HPo,2,NA,4,162,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.665335052,26.923657114285714,1.0658303561904763,0.6941176471428572,3.618082352857143,13.17647059047619,3.618082352857143,13.17647059047619,355.2176648,0
NA,NA,NA,AK,Hlow,NA,HPo,3,NA,4,216,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.802474618,31.49437452857143,1.3546509,0.9882352942857143,4.531952940952381,13.17647059047619,4.531952940952381,13.17647059047619,488.2651244,0
NA,NA,NA,AK,Hlow,NA,HPo,4,NA,4,360,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.29703067,43.6829543,2.124839018095238,1.7647058823809523,6.9689411761904765,13.17647059047619,6.9689411761904765,13.17647059047619,661.2119623,0
NA,NA,NA,AK,Hlow,NA,HPo,5,NA,4,360,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.652641162,43.6829543,2.124839018095238,1.7647058823809523,6.9689411761904765,13.17647059047619,6.9689411761904765,13.17647059047619,773.8442663,0
NA,NA,NA,CH,Hhigh,NA,HP,1,NA,4,135,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.538686563999999,24.63829840952381,0.9214200838095239,0.5470588233333333,3.161147059047619,13.17647059047619,3.161147059047619,13.17647059047619,254.7770376,0
NA,NA,NA,CH,Hhigh,NA,HP,2,NA,4,135,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.086733614,24.63829840952381,0.9214200838095239,0.5470588233333333,3.161147059047619,13.17647059047619,3.161147059047619,13.17647059047619,372.9441095,0
NA,NA,NA,CH,Hhigh,NA,HP,3,NA,4,180,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.20753596,28.447229585714283,1.1621038704761903,0.7941176471428572,3.922705882380952,13.17647059047619,3.922705882380952,13.17647059047619,510.0543316,0
NA,NA,NA,CH,Hhigh,NA,HP,4,NA,4,300,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.755598684,38.6043793952381,1.8039273023809523,1.4411764704761905,5.953529409523809,13.17647059047619,5.953529409523809,13.17647059047619,687.0344041,0
NA,NA,NA,CH,Hhigh,NA,HP,5,NA,4,300,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.974963384,38.6043793952381,1.8039273023809523,1.4411764704761905,5.953529409523809,13.17647059047619,5.953529409523809,13.17647059047619,805.0316891,0
NA,NA,NA,CH,Hhigh,NA,HPo,1,NA,4,162,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.11347808,26.923657114285714,1.0658303561904763,0.6941176471428572,3.618082352857143,13.17647059047619,3.618082352857143,13.17647059047619,265.3112195,0
NA,NA,NA,CH,Hhigh,NA,HPo,2,NA,4,162,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.665015538,26.923657114285714,1.0658303561904763,0.6941176471428572,3.618082352857143,13.17647059047619,3.618082352857143,13.17647059047619,383.6944387,0
NA,NA,NA,CH,Hhigh,NA,HPo,3,NA,4,216,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.148458964,31.49437452857143,1.3546509,0.9882352942857143,4.531952940952381,13.17647059047619,4.531952940952381,13.17647059047619,527.4171542,0
NA,NA,NA,CH,Hhigh,NA,HPo,4,NA,4,360,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.361007036,43.6829543,2.124839018095238,1.7647058823809523,6.9689411761904765,13.17647059047619,6.9689411761904765,13.17647059047619,718.0810026,0
NA,NA,NA,CH,Hhigh,NA,HPo,5,NA,4,360,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.635941518,43.6829543,2.124839018095238,1.7647058823809523,6.9689411761904765,13.17647059047619,6.9689411761904765,13.17647059047619,836.2434477,0
NA,NA,NA,CH,Hlow,NA,HP,1,NA,4,135,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.166580176,24.63829840952381,0.9214200838095239,0.5470588233333333,3.161147059047619,13.17647059047619,3.161147059047619,13.17647059047619,254.7770376,0
NA,NA,NA,CH,Hlow,NA,HP,2,NA,4,135,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.05589083,24.63829840952381,0.9214200838095239,0.5470588233333333,3.161147059047619,13.17647059047619,3.161147059047619,13.17647059047619,372.9441095,0
NA,NA,NA,CH,Hlow,NA,HP,3,NA,4,180,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.592845598,28.447229585714283,1.1621038704761903,0.7941176471428572,3.922705882380952,13.17647059047619,3.922705882380952,13.17647059047619,510.0543316,0
NA,NA,NA,CH,Hlow,NA,HP,4,NA,4,300,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.46411022,38.6043793952381,1.8039273023809523,1.4411764704761905,5.953529409523809,13.17647059047619,5.953529409523809,13.17647059047619,687.0344041,0
NA,NA,NA,CH,Hlow,NA,HP,5,NA,4,300,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.051012142,38.6043793952381,1.8039273023809523,1.4411764704761905,5.953529409523809,13.17647059047619,5.953529409523809,13.17647059047619,805.0316891,0
NA,NA,NA,CH,Hlow,NA,HPo,1,NA,4,162,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.863621646,26.923657114285714,1.0658303561904763,0.6941176471428572,3.618082352857143,13.17647059047619,3.618082352857143,13.17647059047619,265.3112195,0
NA,NA,NA,CH,Hlow,NA,HPo,2,NA,4,162,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.742379048,26.923657114285714,1.0658303561904763,0.6941176471428572,3.618082352857143,13.17647059047619,3.618082352857143,13.17647059047619,383.6944387,0
NA,NA,NA,CH,Hlow,NA,HPo,3,NA,4,216,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.698419032,31.49437452857143,1.3546509,0.9882352942857143,4.531952940952381,13.17647059047619,4.531952940952381,13.17647059047619,527.4171542,0
NA,NA,NA,CH,Hlow,NA,HPo,4,NA,4,360,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.434456406,43.6829543,2.124839018095238,1.7647058823809523,6.9689411761904765,13.17647059047619,6.9689411761904765,13.17647059047619,718.0810026,0
NA,NA,NA,CH,Hlow,NA,HPo,5,NA,4,360,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.059566728,43.6829543,2.124839018095238,1.7647058823809523,6.9689411761904765,13.17647059047619,6.9689411761904765,13.17647059047619,836.2434477,0
NA,NA,NA,NA,Hhigh,NA,R,1,3,NA,135,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.570506542000004,9.092904257142857,0.18017364704761904,0.19178090747619048,1.0684129219047618,0,1.0684129219047618,0,1009.75,0
NA,NA,NA,NA,Hhigh,NA,R,2,3,NA,135,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.47542201,9.092904257142857,0.18017364704761904,0.19178090747619048,1.0684129219047618,0,1.0684129219047618,0,1486.2,0
NA,NA,NA,NA,Hhigh,NA,R,3,3,NA,180,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.789759984,11.184113766666666,0.21620837647619048,0.23588717376190477,1.3141292738095238,0,1.3141292738095238,0,2028.45,0
NA,NA,NA,NA,Hhigh,NA,R,4,3,NA,300,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.9753216,19.42370752857143,0.31230098823809527,0.4096706783809524,2.282278525238095,0,2.282278525238095,0,2731.15,0
NA,NA,NA,NA,Hhigh,NA,R,5,3,NA,300,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.97965174,19.42370752857143,0.31230098823809527,0.4096706783809524,2.282278525238095,0,2.282278525238095,0,3208.55,0
NA,NA,NA,NA,Hhigh,NA,Ro,1,3,NA,162,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.691362568,10.295370804761905,0.1960457441904762,0.21714245514285715,1.2097023009523808,0,1.2097023009523808,0,1049.35,0
NA,NA,NA,NA,Hhigh,NA,Ro,2,3,NA,162,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.441504044,10.295370804761905,0.1960457441904762,0.21714245514285715,1.2097023009523808,0,1.2097023009523808,0,1525.05,0
NA,NA,NA,NA,Hhigh,NA,Ro,3,3,NA,216,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.073336272,13.198383466666666,0.24623731766666668,0.27837068185714287,1.5508052266666668,0,1.5508052266666668,0,2092.85,0
NA,NA,NA,NA,Hhigh,NA,Ro,4,3,NA,360,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.60958094,25.597491480952378,0.3663530823333333,0.5398836285714286,3.0076958795238093,0,3.0076958795238093,0,2847.15,0
NA,NA,NA,NA,Hhigh,NA,Ro,5,3,NA,360,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.88508234,25.597491480952378,0.3663530823333333,0.5398836285714286,3.0076958795238093,0,3.0076958795238093,0,3324.05,0
NA,NA,NA,NA,Hlow,NA,R,1,3,NA,135,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.010884904,9.092904257142857,0.18017364704761904,0.19178090747619048,1.0684129219047618,0,1.0684129219047618,0,1009.75,0
NA,NA,NA,NA,Hlow,NA,R,2,3,NA,135,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.979665008,9.092904257142857,0.18017364704761904,0.19178090747619048,1.0684129219047618,0,1.0684129219047618,0,1486.2,0
NA,NA,NA,NA,Hlow,NA,R,3,3,NA,180,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.3210953,11.184113766666666,0.21620837647619048,0.23588717376190477,1.3141292738095238,0,1.3141292738095238,0,2028.45,0
NA,NA,NA,NA,Hlow,NA,R,4,3,NA,300,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.68582192,19.42370752857143,0.31230098823809527,0.4096706783809524,2.282278525238095,0,2.282278525238095,0,2731.15,0
NA,NA,NA,NA,Hlow,NA,R,5,3,NA,300,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.07341616,19.42370752857143,0.31230098823809527,0.4096706783809524,2.282278525238095,0,2.282278525238095,0,3208.55,0
NA,NA,NA,NA,Hlow,NA,Ro,1,3,NA,162,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.288304468,10.295370804761905,0.1960457441904762,0.21714245514285715,1.2097023009523808,0,1.2097023009523808,0,1049.35,0
NA,NA,NA,NA,Hlow,NA,Ro,2,3,NA,162,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.152842006,10.295370804761905,0.1960457441904762,0.21714245514285715,1.2097023009523808,0,1.2097023009523808,0,1525.05,0
NA,NA,NA,NA,Hlow,NA,Ro,3,3,NA,216,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.96378328,13.198383466666666,0.24623731766666668,0.27837068185714287,1.5508052266666668,0,1.5508052266666668,0,2092.85,0
NA,NA,NA,NA,Hlow,NA,Ro,4,3,NA,360,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.36625754,25.597491480952378,0.3663530823333333,0.5398836285714286,3.0076958795238093,0,3.0076958795238093,0,2847.15,0
NA,NA,NA,NA,Hlow,NA,Ro,5,3,NA,360,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.74731301999998,25.597491480952378,0.3663530823333333,0.5398836285714286,3.0076958795238093,0,3.0076958795238093,0,3324.05,0
Mass,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.003252182000004,159.9372078095238,5.841701271428572,3.9211016042857145,31.027593580952377,91.56352942857143,25.87641190952381,74.10771009523809,948.6501337,0.013197407
Mass,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.461920524,159.9372078095238,5.841701271428572,3.9211016042857145,31.027593580952377,91.56352942857143,25.87641190952381,74.10771009523809,1086.654408,0.013197407
Mass,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.109481258,159.9372078095238,5.841701271428572,3.9211016042857145,31.027593580952377,91.56352942857143,25.87641190952381,74.10771009523809,1226.518682,0.013197407
Mass,H1,Ideal,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.681657066,143.52807409523808,5.428573223809524,5.876823528571428,21.045647057142858,98.13905880952382,13.8998919,73.95115257142858,838.1220162,0.013197407
Mass,H1,Ideal,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.04820794,143.52807409523808,5.428573223809524,5.876823528571428,21.045647057142858,98.13905880952382,13.8998919,73.95115257142858,980.1715675,0.013197407
Mass,H1,Ideal,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.837219376,143.52807409523808,5.428573223809524,5.876823528571428,21.045647057142858,98.13905880952382,13.8998919,73.95115257142858,1127.596531,0.013197407
Mass,H1,Ideal,AK,Hhigh,HYD500,HYD500,3,NA,5,500,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.810996026,144.96902595238095,5.4941026285714285,3.9211016042857145,24.436684490476193,91.56352942857143,19.28550281904762,74.10771009523809,855.9948479,0.013197407
Mass,H1,Ideal,AK,Hhigh,HYD500,HYD500,4,NA,5,500,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.090020738,144.96902595238095,5.4941026285714285,3.9211016042857145,24.436684490476193,91.56352942857143,19.28550281904762,74.10771009523809,994.802354,0.013197407
Mass,H1,Ideal,AK,Hhigh,HYD500,HYD500,5,NA,5,500,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.596199985999995,144.96902595238095,5.4941026285714285,3.9211016042857145,24.436684490476193,91.56352942857143,19.28550281904762,74.10771009523809,1135.403051,0.013197407
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.162949566,159.9372078095238,5.841701271428572,3.9211016042857145,31.027593580952377,91.56352942857143,25.87641190952381,74.10771009523809,948.6501337,0.013197407
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.13542656199999,159.9372078095238,5.841701271428572,3.9211016042857145,31.027593580952377,91.56352942857143,25.87641190952381,74.10771009523809,1086.654408,0.013197407
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.244633412,159.9372078095238,5.841701271428572,3.9211016042857145,31.027593580952377,91.56352942857143,25.87641190952381,74.10771009523809,1226.518682,0.013197407
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.786482449999994,143.52807409523808,5.428573223809524,5.876823528571428,21.045647057142858,98.13905880952382,13.8998919,73.95115257142858,838.1220162,0.013197407
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.81460295400001,143.52807409523808,5.428573223809524,5.876823528571428,21.045647057142858,98.13905880952382,13.8998919,73.95115257142858,980.1715675,0.013197407
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.376233636,143.52807409523808,5.428573223809524,5.876823528571428,21.045647057142858,98.13905880952382,13.8998919,73.95115257142858,1127.596531,0.013197407
Mass,H1,Ideal,AK,Hlow,HYD500,HYD500,3,NA,5,500,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.169492782,144.96902595238095,5.4941026285714285,3.9211016042857145,24.436684490476193,91.56352942857143,19.28550281904762,74.10771009523809,855.9948479,0.013197407
Mass,H1,Ideal,AK,Hlow,HYD500,HYD500,4,NA,5,500,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.02932810200001,144.96902595238095,5.4941026285714285,3.9211016042857145,24.436684490476193,91.56352942857143,19.28550281904762,74.10771009523809,994.802354,0.013197407
Mass,H1,Ideal,AK,Hlow,HYD500,HYD500,5,NA,5,500,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.02831786,144.96902595238095,5.4941026285714285,3.9211016042857145,24.436684490476193,91.56352942857143,19.28550281904762,74.10771009523809,1135.403051,0.013197407
Mass,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.13655272,165.41463595238096,5.987620123809524,3.9211016042857145,31.652593580952377,99.68852942857144,26.50141190952381,82.23271009523809,1692.888801,0.044458756
Mass,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.67577548,165.41463595238096,5.987620123809524,3.9211016042857145,31.652593580952377,99.68852942857144,26.50141190952381,82.23271009523809,1842.953974,0.044458756
Mass,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.95735164,165.41463595238096,5.987620123809524,3.9211016042857145,31.652593580952377,99.68852942857144,26.50141190952381,82.23271009523809,1992.905448,0.044458756
Mass,H1,Ideal,CH,Hhigh,HYD200,HYD200,3,NA,11.2,200,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.31265364000001,159.5395610952381,5.795093633333333,7.752705880952381,23.797823528571428,111.19570590476191,15.675858685714285,83.70339476190476,1442.569673,0.044458756
Mass,H1,Ideal,CH,Hhigh,HYD200,HYD200,4,NA,11.2,200,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.776251696,159.5395610952381,5.795093633333333,7.752705880952381,23.797823528571428,111.19570590476191,15.675858685714285,83.70339476190476,1577.452273,0.044458756
Mass,H1,Ideal,CH,Hhigh,HYD200,HYD200,5,NA,11.2,200,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.21944961999999,159.5395610952381,5.795093633333333,7.752705880952381,23.797823528571428,111.19570590476191,15.675858685714285,83.70339476190476,1717.170709,0.044458756
Mass,H1,Ideal,CH,Hhigh,HYD500,HYD500,3,NA,6,500,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.232458382,153.95780704761904,5.713555333333334,4.546395721904762,25.770743314285717,101.33241176190475,20.00087842857143,81.80180261904762,1524.734491,0.044458756
