house_type,insulation,schedule,Loc_code,Hydro_resource,SH_DW_code,Occ_code,CS_code,year,Grid_year,SH_code,HP_cap,R_cap,P_annual_kWh_SH,Q_annual_kWh_SH,Operation_SH,P_avg_peak_kW_SH,Manufacture_SH,Distribution_SH,Installation_SH,EOL_SH,Other_SH,EOL_S_SH,Other_S_SH,Manufacture_SH_MJ,Distribution_SH_MJ,Installation_SH_MJ,EOL_SH_MJ,Other_SH_MJ,DW_code,Tank_Volume (L),P_annual_kWh_WH,Q_annual_kWh_WH,Operation_WH,P_avg_peak_kW_WH,Manufacture_WH,Distribution_WH,Installation_WH,EOL_WH,Other_WH,EOL_S_WH,Other_S_WH,Manufacture_WH_MJ,Distribution_WH_MJ,Installation_WH_MJ,EOL_WH_MJ,Other_WH_MJ,scenario,P_annual_kWh_total,Q_annual_kWh_total,P_avg_peak_kW_total,Operation,Manufacture,Distribution,Installation,EOL,Other,EOL_S,Other_S,Manufacture_MJ,Distribution_MJ,Installation_MJ,EOL_MJ,Other_MJ,Operation_SH_total_year,Operation_WH_total_year,Operation_total_year,P_annual_kWh_total_year,P_avg_peak_kW_total_year
Mass,H1,Real,CH,Hhigh,HPl_Rb-HPo,1,C0,2025,2025,HPl_Rb,5,3.5,926.6603178019421,1797.9505396109198,88.38219767228452,0.8648915276751071,54.02931964285714,1.5473617533333335,2.4243067028095235,8.104936050000001,29.866179423809523,3.934931837619048,13.193739185714286,1275.7804503333332,32.77102363809524,40.1022132802381,143.0586418761905,171.4705680952381,HPo,162,279.470783836782,1121.3468291753002,16.30359368115024,0.05291938803457049,24.66288429047619,1.0658303561904763,0.77968299,3.7301793976190476,13.588235295238094,3.7301793976190476,13.588235295238094,827.0623285714286,22.57284161904762,5.64429590952381,35.294117647619046,13.588235295238094,Mass-H1-Real-CH-1-HPl_Rb-HPo-C0-2025-Hhigh,1206.1311016387242,2919.29736878622,0.9178109157096777,104.68579135343475,78.69220393333333,2.6131921095238098,3.2039896928095235,11.83511544761905,43.45441471904762,7.665111235238095,26.78197448095238,2102.842778904762,55.34386525714285,45.74650918976191,178.35275952380954,185.05880339047619,88.38219767228452,16.30359368115024,104.68579135343475,1206.1311016387242,0.9178109157096777
Mass,H1,Real,CH,Hhigh,HPl_Rb-HPo,2,C0,2025,2025,HPl_Rb,5,3.5,926.6603178019421,1797.9505396109198,88.38219767228452,0.8648915276751071,54.02931964285714,1.5473617533333335,2.4243067028095235,8.104936050000001,29.866179423809523,3.934931837619048,13.193739185714286,1275.7804503333332,32.77102363809524,40.1022132802381,143.0586418761905,171.4705680952381,HPo,162,397.3706803290595,1597.273410363638,23.42445560990059,0.04987514513606125,24.66288429047619,1.0658303561904763,0.77968299,3.7301793976190476,13.588235295238094,3.7301793976190476,13.588235295238094,827.0623285714286,22.57284161904762,5.64429590952381,35.294117647619046,13.588235295238094,Mass-H1-Real-CH-2-HPl_Rb-HPo-C0-2025-Hhigh,1324.0309981310015,3395.223949974558,0.9147666728111684,111.80665328218511,78.69220393333333,2.6131921095238098,3.2039896928095235,11.83511544761905,43.45441471904762,7.665111235238095,26.78197448095238,2102.842778904762,55.34386525714285,45.74650918976191,178.35275952380954,185.05880339047619,88.38219767228452,23.42445560990059,111.80665328218511,1324.0309981310015,0.9147666728111684
Mass,H1,Real,CH,Hhigh,HPl_Rb-HPo,3,C0,2025,2025,HPl_Rb,5,3.5,926.6603178019421,1797.9505396109198,88.38219767228452,0.8648915276751071,54.02931964285714,1.5473617533333335,2.4243067028095235,8.104936050000001,29.866179423809523,3.934931837619048,13.193739185714286,1275.7804503333332,32.77102363809524,40.1022132802381,143.0586418761905,171.4705680952381,HPo,216,545.1663988449028,2186.8109812089406,32.970948526607074,0.1258887972936598,28.345186138095237,1.3546509,1.0103260523809523,4.126710269999999,13.588235295238094,4.126710269999999,13.588235295238094,905.6567166666666,28.68966909047619,8.161275895238095,35.294117647619046,13.588235295238094,Mass-H1-Real-CH-3-HPl_Rb-HPo-C0-2025-Hhigh,1471.826716646845,3984.7615208198604,0.9907803249687669,121.3531461988916,82.37450578095238,2.9020126533333332,3.434632755190476,12.23164632,43.45441471904762,8.061642107619047,26.78197448095238,2181.437167,61.46069272857143,48.263489175476195,178.35275952380954,185.05880339047619,88.38219767228452,32.970948526607074,121.3531461988916,1471.826716646845,0.9907803249687669
Mass,H1,Real,CH,Hhigh,HPl_Rb-HPo,4,C0,2025,2025,HPl_Rb,5,3.5,926.6603178019421,1797.9505396109198,88.38219767228452,0.8648915276751071,54.02931964285714,1.5473617533333335,2.4243067028095235,8.104936050000001,29.866179423809523,3.934931837619048,13.193739185714286,1275.7804503333332,32.77102363809524,40.1022132802381,143.0586418761905,171.4705680952381,HPo,360,747.5442541466115,3003.7385515235687,45.380470130737784,0.1344568143922835,38.14037145714286,2.124839018095238,1.625374219047619,5.1841259285714285,13.588235295238094,5.1841259285714285,13.588235295238094,1115.2417514285714,45.00120901904762,14.873222533333333,35.294117647619046,13.588235295238094,Mass-H1-Real-CH-4-HPl_Rb-HPo-C0-2025-Hhigh,1674.2045719485536,4801.689091134489,0.9993483420673906,133.7626678030223,92.1696911,3.6722007714285714,4.049680921857142,13.289061978571429,43.45441471904762,9.119057766190476,26.78197448095238,2391.0222017619044,77.77223265714287,54.97543581357143,178.35275952380954,185.05880339047619,88.38219767228452,45.380470130737784,133.7626678030223,1674.2045719485536,0.9993483420673906
Mass,H1,Real,CH,Hhigh,HPl_Rb-HPo,5,C0,2025,2025,HPl_Rb,5,3.5,926.6603178019421,1797.9505396109198,88.38219767228452,0.8648915276751071,54.02931964285714,1.5473617533333335,2.4243067028095235,8.104936050000001,29.866179423809523,3.934931837619048,13.193739185714286,1275.7804503333332,32.77102363809524,40.1022132802381,143.0586418761905,171.4705680952381,HPo,360,865.3280660882153,3481.1073301970373,52.999189866298735,0.19057822399793353,38.14037145714286,2.124839018095238,1.625374219047619,5.1841259285714285,13.588235295238094,5.1841259285714285,13.588235295238094,1115.2417514285714,45.00120901904762,14.873222533333333,35.294117647619046,13.588235295238094,Mass-H1-Real-CH-5-HPl_Rb-HPo-C0-2025-Hhigh,1791.9883838901574,5279.057869807957,1.0554697516730407,141.38138753858325,92.1696911,3.6722007714285714,4.049680921857142,13.289061978571429,43.45441471904762,9.119057766190476,26.78197448095238,2391.0222017619044,77.77223265714287,54.97543581357143,178.35275952380954,185.05880339047619,88.38219767228452,52.999189866298735,141.38138753858325,1791.9883838901574,1.0554697516730407
Mass,H1,Real,CH,Hhigh,HPl_Rb-R,1,C0,2025,2025,HPl_Rb,5,3.5,926.6603178019421,1797.9505396109198,88.38219767228452,0.8648915276751071,54.02931964285714,1.5473617533333335,2.4243067028095235,8.104936050000001,29.866179423809523,3.934931837619048,13.193739185714286,1275.7804503333332,32.77102363809524,40.1022132802381,143.0586418761905,171.4705680952381,R,135,1009.8,1009.7747841269364,56.725815430829584,0.16551724137931034,9.092904257142857,0.18017364704761904,0.19178090747619048,1.0684129219047618,0,1.0684129219047618,0,176.31950095238093,4.457346105714286,2.6519285480952384,0.8491582847619048,0,Mass-H1-Real-CH-1-HPl_Rb-R-C0-2025-Hhigh,1936.460317801942,2807.7253237378563,1.0304087690544175,145.1080131031141,63.122223899999995,1.7275354003809524,2.616087610285714,9.173348971904762,29.866179423809523,5.003344759523809,13.193739185714286,1452.099951285714,37.22836974380952,42.75414182833333,143.9078001609524,171.4705680952381,88.38219767228452,56.725815430829584,145.1080131031141,1936.460317801942,1.0304087690544175
Mass,H1,Real,CH,Hhigh,HPl_Rb-R,2,C0,2025,2025,HPl_Rb,5,3.5,926.6603178019421,1797.9505396109198,88.38219767228452,0.8648915276751071,54.02931964285714,1.5473617533333335,2.4243067028095235,8.104936050000001,29.866179423809523,3.934931837619048,13.193739185714286,1275.7804503333332,32.77102363809524,40.1022132802381,143.0586418761905,171.4705680952381,R,135,1486.3000000000002,1486.279096390136,84.52858844362737,0.15862068965517245,9.092904257142857,0.18017364704761904,0.19178090747619048,1.0684129219047618,0,1.0684129219047618,0,176.31950095238093,4.457346105714286,2.6519285480952384,0.8491582847619048,0,Mass-H1-Real-CH-2-HPl_Rb-R-C0-2025-Hhigh,2412.9603178019424,3284.229636001056,1.0235122173302795,172.9107861159119,63.122223899999995,1.7275354003809524,2.616087610285714,9.173348971904762,29.866179423809523,5.003344759523809,13.193739185714286,1452.099951285714,37.22836974380952,42.75414182833333,143.9078001609524,171.4705680952381,88.38219767228452,84.52858844362737,172.9107861159119,2412.9603178019424,1.0235122173302795
Mass,H1,Real,CH,Hhigh,HPl_Rb-R,3,C0,2025,2025,HPl_Rb,5,3.5,926.6603178019421,1797.9505396109198,88.38219767228452,0.8648915276751071,54.02931964285714,1.5473617533333335,2.4243067028095235,8.104936050000001,29.866179423809523,3.934931837619048,13.193739185714286,1275.7804503333332,32.77102363809524,40.1022132802381,143.0586418761905,171.4705680952381,R,180,2028.5,2028.608019547896,118.85476783648906,0.41206896551724137,11.184113766666666,0.21620837647619048,0.23588717376190477,1.3141292738095238,0,1.3141292738095238,0,216.86991323809525,5.348815328571429,3.2618258961904765,1.044449890952381,0,Mass-H1-Real-CH-3-HPl_Rb-R-C0-2025-Hhigh,2955.1603178019423,3826.558559158816,1.2769604931923486,207.23696550877358,65.2134334095238,1.7635701298095239,2.6601938765714284,9.419065323809525,29.866179423809523,5.249061111428572,13.193739185714286,1492.6503635714284,38.11983896666666,43.36403917642858,144.1030917671429,171.4705680952381,88.38219767228452,118.85476783648906,207.23696550877358,2955.1603178019423,1.2769604931923486
Mass,H1,Real,CH,Hhigh,HPl_Rb-R,4,C0,2025,2025,HPl_Rb,5,3.5,926.6603178019421,1797.9505396109198,88.38219767228452,0.8648915276751071,54.02931964285714,1.5473617533333335,2.4243067028095235,8.104936050000001,29.866179423809523,3.934931837619048,13.193739185714286,1275.7804503333332,32.77102363809524,40.1022132802381,143.0586418761905,171.4705680952381,R,300,2731.2,2731.3125786529554,160.69686755786176,0.4810344827586207,19.42370752857143,0.31230098823809527,0.4096706783809524,2.282278525238095,0,2.282278525238095,0,376.64296476190475,7.726066585714285,5.664888033333334,1.81392014,0,Mass-H1-Real-CH-4-HPl_Rb-R-C0-2025-Hhigh,3657.860317801942,4529.263118263875,1.3459260104337278,249.07906523014628,73.45302717142857,1.8596627415714289,2.833977381190476,10.387214575238096,29.866179423809523,6.217210362857143,13.193739185714286,1652.423415095238,40.49709022380952,45.76710131357143,144.8725620161905,171.4705680952381,88.38219767228452,160.69686755786176,249.07906523014628,3657.860317801942,1.3459260104337278
Mass,H1,Real,CH,Hhigh,HPl_Rb-R,5,C0,2025,2025,HPl_Rb,5,3.5,926.6603178019421,1797.9505396109198,88.38219767228452,0.8648915276751071,54.02931964285714,1.5473617533333335,2.4243067028095235,8.104936050000001,29.866179423809523,3.934931837619048,13.193739185714286,1275.7804503333332,32.77102363809524,40.1022132802381,143.0586418761905,171.4705680952381,R,300,3208.65,3208.894841460051,191.31277268802867,0.6862068965517242,19.42370752857143,0.31230098823809527,0.4096706783809524,2.282278525238095,0,2.282278525238095,0,376.64296476190475,7.726066585714285,5.664888033333334,1.81392014,0,Mass-H1-Real-CH-5-HPl_Rb-R-C0-2025-Hhigh,4135.310317801942,5006.845381070971,1.5510984242268313,279.69497036031316,73.45302717142857,1.8596627415714289,2.833977381190476,10.387214575238096,29.866179423809523,6.217210362857143,13.193739185714286,1652.423415095238,40.49709022380952,45.76710131357143,144.8725620161905,171.4705680952381,88.38219767228452,191.31277268802867,279.69497036031316,4135.310317801942,1.5510984242268313
Mass,H1,Real,CH,Hhigh,HPl_Rb-Ro,1,C0,2025,2025,HPl_Rb,5,3.5,926.6603178019421,1797.9505396109198,88.38219767228452,0.8648915276751071,54.02931964285714,1.5473617533333335,2.4243067028095235,8.104936050000001,29.866179423809523,3.934931837619048,13.193739185714286,1275.7804503333332,32.77102363809524,40.1022132802381,143.0586418761905,171.4705680952381,Ro,162,1049.3,1049.389071515771,59.06914690893061,0.17068965517241377,10.295370804761905,0.1960457441904762,0.21714245514285715,1.2097023009523808,0,1.2097023009523808,0,199.63639676190476,4.850008580952381,3.0026256704761902,0.9614529266666667,0,Mass-H1-Real-CH-1-HPl_Rb-Ro-C0-2025-Hhigh,1975.960317801942,2847.339611126691,1.035581182847521,147.45134458121512,64.32469044761905,1.7434074975238096,2.6414491579523807,9.314638350952382,29.866179423809523,5.144634138571429,13.193739185714286,1475.416847095238,37.62103221904762,43.10483895071429,144.0200948028572,171.4705680952381,88.38219767228452,59.06914690893061,147.45134458121512,1975.960317801942,1.035581182847521
Mass,H1,Real,CH,Hhigh,HPl_Rb-Ro,2,C0,2025,2025,HPl_Rb,5,3.5,926.6603178019421,1797.9505396109198,88.38219767228452,0.8648915276751071,54.02931964285714,1.5473617533333335,2.4243067028095235,8.104936050000001,29.866179423809523,3.934931837619048,13.193739185714286,1275.7804503333332,32.77102363809524,40.1022132802381,143.0586418761905,171.4705680952381,Ro,162,1525.1,1525.1150595859226,86.86186765743865,0.17068965517241377,10.295370804761905,0.1960457441904762,0.21714245514285715,1.2097023009523808,0,1.2097023009523808,0,199.63639676190476,4.850008580952381,3.0026256704761902,0.9614529266666667,0,Mass-H1-Real-CH-2-HPl_Rb-Ro-C0-2025-Hhigh,2451.760317801942,3323.0655991968424,1.035581182847521,175.24406532972318,64.32469044761905,1.7434074975238096,2.6414491579523807,9.314638350952382,29.866179423809523,5.144634138571429,13.193739185714286,1475.416847095238,37.62103221904762,43.10483895071429,144.0200948028572,171.4705680952381,88.38219767228452,86.86186765743865,175.24406532972318,2451.760317801942,1.035581182847521
Mass,H1,Real,CH,Hhigh,HPl_Rb-Ro,3,C0,2025,2025,HPl_Rb,5,3.5,926.6603178019421,1797.9505396109198,88.38219767228452,0.8648915276751071,54.02931964285714,1.5473617533333335,2.4243067028095235,8.104936050000001,29.866179423809523,3.934931837619048,13.193739185714286,1275.7804503333332,32.77102363809524,40.1022132802381,143.0586418761905,171.4705680952381,Ro,216,2092.9,2092.9852925285027,122.6816595097678,0.4482758620689655,13.198383466666666,0.24623731766666668,0.27837068185714287,1.5508052266666668,0,1.5508052266666668,0,255.92839433333333,6.091706342857143,3.849283893809524,1.2325563261904762,0,Mass-H1-Real-CH-3-HPl_Rb-Ro-C0-2025-Hhigh,3019.5603178019423,3890.9358321394225,1.3131673897440725,211.06385718205232,67.2277031095238,1.793599071,2.7026773846666665,9.655741276666667,29.866179423809523,5.485737064285715,13.193739185714286,1531.7088446666664,38.86272998095238,43.95149717404762,144.291198202381,171.4705680952381,88.38219767228452,122.6816595097678,211.06385718205232,3019.5603178019423,1.3131673897440725
Mass,H1,Real,CH,Hhigh,HPl_Rb-Ro,4,C0,2025,2025,HPl_Rb,5,3.5,926.6603178019421,1797.9505396109198,88.38219767228452,0.8648915276751071,54.02931964285714,1.5473617533333335,2.4243067028095235,8.104936050000001,29.866179423809523,3.934931837619048,13.193739185714286,1275.7804503333332,32.77102363809524,40.1022132802381,143.0586418761905,171.4705680952381,Ro,360,2847.2,2847.2279246596777,167.82459802694808,0.4827586206896552,25.597491480952378,0.3663530823333333,0.5398836285714286,3.0076958795238093,0,3.0076958795238093,0,496.3581266666667,9.063270414285714,7.46546059047619,2.3904707823809526,0,Mass-H1-Real-CH-4-HPl_Rb-Ro-C0-2025-Hhigh,3773.860317801942,4645.178464270597,1.3476501483647623,256.2067956992326,79.62681112380952,1.9137148356666667,2.9641903313809523,11.112631929523811,29.866179423809523,6.942627717142857,13.193739185714286,1772.138577,41.834294052380955,47.56767387071429,145.44911265857147,171.4705680952381,88.38219767228452,167.82459802694808,256.2067956992326,3773.860317801942,1.3476501483647623
Mass,H1,Real,CH,Hhigh,HPl_Rb-Ro,5,C0,2025,2025,HPl_Rb,5,3.5,926.6603178019421,1797.9505396109198,88.38219767228452,0.8648915276751071,54.02931964285714,1.5473617533333335,2.4243067028095235,8.104936050000001,29.866179423809523,3.934931837619048,13.193739185714286,1275.7804503333332,32.77102363809524,40.1022132802381,143.0586418761905,171.4705680952381,Ro,360,3324.15,3324.3940525519356,198.2505268868453,0.743103448275862,25.597491480952378,0.3663530823333333,0.5398836285714286,3.0076958795238093,0,3.0076958795238093,0,496.3581266666667,9.063270414285714,7.46546059047619,2.3904707823809526,0,Mass-H1-Real-CH-5-HPl_Rb-Ro-C0-2025-Hhigh,4250.810317801942,5122.344592162855,1.607994975950969,286.6327245591298,79.62681112380952,1.9137148356666667,2.9641903313809523,11.112631929523811,29.866179423809523,6.942627717142857,13.193739185714286,1772.138577,41.834294052380955,47.56767387071429,145.44911265857147,171.4705680952381,88.38219767228452,198.2505268868453,286.6327245591298,4250.810317801942,1.607994975950969
Mass,H1,Real,CH,Hhigh,HYD1000-HYD1000,3,C0,2025,2025,HYD1000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HYD1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mass-H1-Real-CH-3-HYD1000-HYD1000-C0-2025-Hhigh,1556.219168484302,4439.320631667332,1.1318706610804292,122.92187143454755,175.11110438095238,5.909218519047619,5.348685880952381,34.18823653809524,99.82337033333334,29.037054861904764,83.1509300952381,5432.705666666667,127.66746347619048,10.350876347619048,1221.682704761905,3130.2186395238095,NA,NA,122.92187143454755,1556.219168484302,1.1318706610804292
Mass,H1,Real,CH,Hhigh,HYD1000-HYD1000,4,C0,2025,2025,HYD1000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HYD1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mass-H1-Real-CH-4-HYD1000-HYD1000-C0-2025-Hhigh,1705.6063916959922,4911.074798334168,1.1448254400842748,132.723385263328,175.11110438095238,5.909218519047619,5.348685880952381,34.18823653809524,99.82337033333334,29.037054861904764,83.1509300952381,5432.705666666667,127.66746347619048,10.350876347619048,1221.682704761905,3130.2186395238095,NA,NA,132.723385263328,1705.6063916959922,1.1448254400842748
Mass,H1,Real,CH,Hhigh,HYD1000-HYD1000,5,C0,2025,2025,HYD1000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HYD1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mass-H1-Real-CH-5-HYD1000-HYD1000-C0-2025-Hhigh,1855.7992938083964,5384.644701666168,1.244208218674496,143.07495349798742,175.11110438095238,5.909218519047619,5.348685880952381,34.18823653809524,99.82337033333334,29.037054861904764,83.1509300952381,5432.705666666667,127.66746347619048,10.350876347619048,1221.682704761905,3130.2186395238095,NA,NA,143.07495349798742,1855.7992938083964,1.244208218674496
Mass,H1,Real,CH,Hhigh,HYD200-HYD200,3,C0,2025,2025,HYD200,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HYD200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mass-H1-Real-CH-3-HYD200-HYD200-C0-2025-Hhigh,1301.4272403772973,3835.4298,0.9413069152133032,104.8555074926622,156.89907228571428,5.716692028571428,5.622924085714286,26.333466480952378,107.11995366666666,18.21150163809524,83.16019919047619,4571.303382380952,121.071785,9.89784182857143,239.0463411904762,3137.515222857143,NA,NA,104.8555074926622,1301.4272403772973,0.9413069152133032
Mass,H1,Real,CH,Hhigh,HYD200-HYD200,4,C0,2025,2025,HYD200,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HYD200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mass-H1-Real-CH-4-HYD200-HYD200-C0-2025-Hhigh,1435.417615524417,4312.779733333333,0.9223907820378532,113.25178162131944,156.89907228571428,5.716692028571428,5.622924085714286,26.333466480952378,107.11995366666666,18.21150163809524,83.16019919047619,4571.303382380952,121.071785,9.89784182857143,239.0463411904762,3137.515222857143,NA,NA,113.25178162131944,1435.417615524417,0.9223907820378532
Mass,H1,Real,CH,Hhigh,HYD200-HYD200,5,C0,2025,2025,HYD200,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HYD200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mass-H1-Real-CH-5-HYD200-HYD200-C0-2025-Hhigh,1575.6920402624912,4791.113266666666,1.0081739778662155,122.49083618676536,156.89907228571428,5.716692028571428,5.622924085714286,26.333466480952378,107.11995366666666,18.21150163809524,83.16019919047619,4571.303382380952,121.071785,9.89784182857143,239.0463411904762,3137.515222857143,NA,NA,122.49083618676536,1575.6920402624912,1.0081739778662155
Mass,H1,Real,CH,Hhigh,HYD500-HYD500,3,C0,2025,2025,HYD500,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HYD500,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mass-H1-Real-CH-3-HYD500-HYD500-C0-2025-Hhigh,1398.2993593785727,4098.5999999999995,1.002034055005577,109.457931102949,161.58730757142857,5.635153728571429,5.4657848428571425,28.306386271428572,100.86573938095238,22.536521380952383,82.67567276190476,4975.330014285714,120.62550957142858,10.195248038095238,739.0008866666667,3131.2610085714286,NA,NA,109.457931102949,1398.2993593785727,1.002034055005577
Mass,H1,Real,CH,Hhigh,HYD500-HYD500,4,C0,2025,2025,HYD500,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HYD500,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mass-H1-Real-CH-4-HYD500-HYD500-C0-2025-Hhigh,1545.8510392186397,4573.7,1.021994163970383,118.760506628184,161.58730757142857,5.635153728571429,5.4657848428571425,28.306386271428572,100.86573938095238,22.536521380952383,82.67567276190476,4975.330014285714,120.62550957142858,10.195248038095238,739.0008866666667,3131.2610085714286,NA,NA,118.760506628184,1545.8510392186397,1.021994163970383
Mass,H1,Real,CH,Hhigh,HYD500-HYD500,5,C0,2025,2025,HYD500,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HYD500,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mass-H1-Real-CH-5-HYD500-HYD500-C0-2025-Hhigh,1699.1022202771928,5049.8,1.0931570979623393,128.74636161573773,161.58730757142857,5.635153728571429,5.4657848428571425,28.306386271428572,100.86573938095238,22.536521380952383,82.67567276190476,4975.330014285714,120.62550957142858,10.195248038095238,739.0008866666667,3131.2610085714286,NA,NA,128.74636161573773,1699.1022202771928,1.0931570979623393
Mass,H1,Real,CH,Hhigh,R-HP,1,C0,2025,2025,R,NA,8.5,1797.9505396109191,1797.9505396109191,163.2704323746251,1.5629866406095956,39.58891095714286,1.8523045138095238,0.20952850104761905,2.195094963333333,0,2.195094963333333,0,1039.0376,39.22929778571429,0.7525070780952381,4.390714902380952,0,HP,135,267.29049419911405,1073.2995674180138,15.564179731989054,0.04752638336403338,22.833876500000002,0.9214200838095239,0.6643614585714286,3.531913960952381,13.588235295238094,3.531913960952381,13.588235295238094,787.7651342857143,19.51442788095238,4.385805914761905,35.294117647619046,13.588235295238094,Mass-H1-Real-CH-1-R-HP-C0-2025-Hhigh,2065.241033810033,2871.2501070289327,1.610513023973629,178.83461210661414,62.42278745714286,2.7737245976190477,0.8738899596190477,5.727008924285714,13.588235295238094,5.727008924285714,13.588235295238094,1826.8027342857145,58.74372566666666,5.138312992857143,39.684832549999996,13.588235295238094,163.2704323746251,15.564179731989054,178.83461210661414,2065.241033810033,1.610513023973629
Mass,H1,Real,CH,Hhigh,R-HP,2,C0,2025,2025,R,NA,8.5,1797.9505396109191,1797.9505396109191,163.2704323746251,1.5629866406095956,39.58891095714286,1.8523045138095238,0.20952850104761905,2.195094963333333,0,2.195094963333333,0,1039.0376,39.22929778571429,0.7525070780952381,4.390714902380952,0,HP,135,385.4294016581187,1549.901321452792,22.67822533112952,0.04460859450021762,22.833876500000002,0.9214200838095239,0.6643614585714286,3.531913960952381,13.588235295238094,3.531913960952381,13.588235295238094,787.7651342857143,19.51442788095238,4.385805914761905,35.294117647619046,13.588235295238094,Mass-H1-Real-CH-2-R-HP-C0-2025-Hhigh,2183.3799412690378,3347.851861063711,1.6075952351098133,185.9486577057546,62.42278745714286,2.7737245976190477,0.8738899596190477,5.727008924285714,13.588235295238094,5.727008924285714,13.588235295238094,1826.8027342857145,58.74372566666666,5.138312992857143,39.684832549999996,13.588235295238094,163.2704323746251,22.67822533112952,185.9486577057546,2183.3799412690378,1.6075952351098133
Mass,H1,Real,CH,Hhigh,R-HP,3,C0,2025,2025,R,NA,8.5,1797.9505396109191,1797.9505396109191,163.2704323746251,1.5629866406095956,39.58891095714286,1.8523045138095238,0.20952850104761905,2.195094963333333,0,2.195094963333333,0,1039.0376,39.22929778571429,0.7525070780952381,4.390714902380952,0,HP,180,525.1599993573593,2108.024474349978,31.67787883687691,0.11707986378040774,25.89031823809524,1.1621038704761903,0.8565640104761905,3.862356354761905,13.588235295238094,3.862356354761905,13.588235295238094,853.2604576190477,24.611784109523807,6.483289238095239,35.294117647619046,13.588235295238094,Mass-H1-Real-CH-3-R-HP-C0-2025-Hhigh,2323.1105389682784,3905.975013960897,1.6800665043900034,194.94831121150202,65.4792291952381,3.014408384285714,1.0660925115238096,6.057451318095238,13.588235295238094,6.057451318095238,13.588235295238094,1892.2980576190478,63.84108189523809,7.235796316190477,39.684832549999996,13.588235295238094,163.2704323746251,31.67787883687691,194.94831121150202,2323.1105389682784,1.6800665043900034
Mass,H1,Real,CH,Hhigh,R-HP,4,C0,2025,2025,R,NA,8.5,1797.9505396109191,1797.9505396109191,163.2704323746251,1.5629866406095956,39.58891095714286,1.8523045138095238,0.20952850104761905,2.195094963333333,0,2.195094963333333,0,1039.0376,39.22929778571429,0.7525070780952381,4.390714902380952,0,HP,300,711.5567065675885,2861.6860144892566,43.12535128364099,0.1359901528884285,34.06106809523809,1.8039273023809523,1.3691041495238094,4.743536071428571,13.588235295238094,4.743536071428571,13.588235295238094,1027.9146533333333,38.20473404761905,12.0765781,35.294117647619046,13.588235295238094,Mass-H1-Real-CH-4-R-HP-C0-2025-Hhigh,2509.5072461785076,4659.636554100176,1.698976793498024,206.39578365826608,73.64997905238096,3.656231816190476,1.5786326505714285,6.9386310347619045,13.588235295238094,6.9386310347619045,13.588235295238094,2066.9522533333334,77.43403183333334,12.829085178095239,39.684832549999996,13.588235295238094,163.2704323746251,43.12535128364099,206.39578365826608,2509.5072461785076,1.698976793498024
