house_type,insulation,schedule,Loc_code,Hydro_resource,SH_DW_code,Occ_code,CS_code,year,Grid_year,SH_code,HP_cap,R_cap,P_annual_kWh_SH,Q_annual_kWh_SH,Operation_SH,P_avg_peak_kW_SH,Manufacture_SH,Distribution_SH,Installation_SH,EOL_SH,Other_SH,EOL_S_SH,Other_S_SH,Manufacture_SH_MJ,Distribution_SH_MJ,Installation_SH_MJ,EOL_SH_MJ,Other_SH_MJ,DW_code,Tank_Volume (L),P_annual_kWh_WH,Q_annual_kWh_WH,Operation_WH,P_avg_peak_kW_WH,Manufacture_WH,Distribution_WH,Installation_WH,EOL_WH,Other_WH,EOL_S_WH,Other_S_WH,Manufacture_WH_MJ,Distribution_WH_MJ,Installation_WH_MJ,EOL_WH_MJ,Other_WH_MJ,scenario,P_annual_kWh_total,Q_annual_kWh_total,P_avg_peak_kW_total,Operation,Manufacture,Distribution,Installation,EOL,Other,EOL_S,Other_S,Manufacture_MJ,Distribution_MJ,Installation_MJ,EOL_MJ,Other_MJ,Operation_SH_total_year,Operation_WH_total_year,Operation_total_year,P_annual_kWh_total_year,P_avg_peak_kW_total_year
Mass,H1,Ideal,AK,Hhigh,HP-R,1,C0,2025,2025,HP,6.5,NA,135.95499194893856,538.9339900224929,11.790158414188236,0.13584818858014883,57.88321990476191,1.3070700171428573,3.633905191904762,11.49180920952381,60.19876595238096,4.081819419523809,22.873924352380953,1530.220528095238,27.681970509523808,65.9913899047619,323.5902809047619,349.10085123809523,R,135,1009.8,1009.7747841269364,56.725815430829584,0.16551724137931034,9.092904257142857,0.18017364704761904,0.19178090747619048,1.0684129219047618,0,1.0684129219047618,0,176.31950095238093,4.457346105714286,2.6519285480952384,0.8491582847619048,0,Mass-H1-Ideal-AK-1-HP-R-C0-2025-Hhigh,1145.7549919489386,1548.7087741494292,0.30136542995945914,68.51597384501783,66.97612416190476,1.4872436641904763,3.8256860993809525,12.56022213142857,60.19876595238096,5.150232341428571,22.873924352380953,1706.5400290476189,32.139316615238094,68.64331845285714,324.43943918952385,349.10085123809523,11.790158414188236,56.725815430829584,68.51597384501783,1145.7549919489386,0.30136542995945914
Mass,H1,Ideal,AK,Hhigh,HP-R,2,C0,2025,2025,HP,6.5,NA,135.95499194893856,538.9339900224929,11.790158414188236,0.13584818858014883,57.88321990476191,1.3070700171428573,3.633905191904762,11.49180920952381,60.19876595238096,4.081819419523809,22.873924352380953,1530.220528095238,27.681970509523808,65.9913899047619,323.5902809047619,349.10085123809523,R,135,1486.3000000000002,1486.279096390136,84.52858844362737,0.15862068965517245,9.092904257142857,0.18017364704761904,0.19178090747619048,1.0684129219047618,0,1.0684129219047618,0,176.31950095238093,4.457346105714286,2.6519285480952384,0.8491582847619048,0,Mass-H1-Ideal-AK-2-HP-R-C0-2025-Hhigh,1622.2549919489388,2025.2130864126289,0.2944688782353213,96.31874685781561,66.97612416190476,1.4872436641904763,3.8256860993809525,12.56022213142857,60.19876595238096,5.150232341428571,22.873924352380953,1706.5400290476189,32.139316615238094,68.64331845285714,324.43943918952385,349.10085123809523,11.790158414188236,84.52858844362737,96.31874685781561,1622.2549919489388,0.2944688782353213
Mass,H1,Ideal,AK,Hhigh,HP-R,3,C0,2025,2025,HP,6.5,NA,135.95499194893856,538.9339900224929,11.790158414188236,0.13584818858014883,57.88321990476191,1.3070700171428573,3.633905191904762,11.49180920952381,60.19876595238096,4.081819419523809,22.873924352380953,1530.220528095238,27.681970509523808,65.9913899047619,323.5902809047619,349.10085123809523,R,180,2028.5,2028.608019547896,118.85476783648906,0.41206896551724137,11.184113766666666,0.21620837647619048,0.23588717376190477,1.3141292738095238,0,1.3141292738095238,0,216.86991323809525,5.348815328571429,3.2618258961904765,1.044449890952381,0,Mass-H1-Ideal-AK-3-HP-R-C0-2025-Hhigh,2164.4549919489386,2567.542009570389,0.5479171540973902,130.6449262506773,69.06733367142857,1.5232783936190477,3.8697923656666666,12.805938483333334,60.19876595238096,5.395948693333333,22.873924352380953,1747.0904413333333,33.030785838095234,69.25321580095238,324.6347307957143,349.10085123809523,11.790158414188236,118.85476783648906,130.6449262506773,2164.4549919489386,0.5479171540973902
Mass,H1,Ideal,AK,Hhigh,HP-R,4,C0,2025,2025,HP,6.5,NA,135.95499194893856,538.9339900224929,11.790158414188236,0.13584818858014883,57.88321990476191,1.3070700171428573,3.633905191904762,11.49180920952381,60.19876595238096,4.081819419523809,22.873924352380953,1530.220528095238,27.681970509523808,65.9913899047619,323.5902809047619,349.10085123809523,R,300,2731.2,2731.3125786529554,160.69686755786176,0.4810344827586207,19.42370752857143,0.31230098823809527,0.4096706783809524,2.282278525238095,0,2.282278525238095,0,376.64296476190475,7.726066585714285,5.664888033333334,1.81392014,0,Mass-H1-Ideal-AK-4-HP-R-C0-2025-Hhigh,2867.1549919489385,3270.2465686754485,0.6168826713387695,172.48702597205,77.30692743333334,1.6193710053809527,4.043575870285714,13.774087734761904,60.19876595238096,6.3640979447619035,22.873924352380953,1906.8634928571428,35.40803709523809,71.65627793809523,325.4042010447619,349.10085123809523,11.790158414188236,160.69686755786176,172.48702597205,2867.1549919489385,0.6168826713387695
Mass,H1,Ideal,AK,Hhigh,HP-R,5,C0,2025,2025,HP,6.5,NA,135.95499194893856,538.9339900224929,11.790158414188236,0.13584818858014883,57.88321990476191,1.3070700171428573,3.633905191904762,11.49180920952381,60.19876595238096,4.081819419523809,22.873924352380953,1530.220528095238,27.681970509523808,65.9913899047619,323.5902809047619,349.10085123809523,R,300,3208.65,3208.894841460051,191.31277268802867,0.6862068965517242,19.42370752857143,0.31230098823809527,0.4096706783809524,2.282278525238095,0,2.282278525238095,0,376.64296476190475,7.726066585714285,5.664888033333334,1.81392014,0,Mass-H1-Ideal-AK-5-HP-R-C0-2025-Hhigh,3344.6049919489387,3747.828831482544,0.822055085131873,203.1029311022169,77.30692743333334,1.6193710053809527,4.043575870285714,13.774087734761904,60.19876595238096,6.3640979447619035,22.873924352380953,1906.8634928571428,35.40803709523809,71.65627793809523,325.4042010447619,349.10085123809523,11.790158414188236,191.31277268802867,203.1029311022169,3344.6049919489387,0.822055085131873
Mass,H1,Ideal,AK,Hhigh,HP-Ro,1,C0,2025,2025,HP,6.5,NA,135.95499194893856,538.9339900224929,11.790158414188236,0.13584818858014883,57.88321990476191,1.3070700171428573,3.633905191904762,11.49180920952381,60.19876595238096,4.081819419523809,22.873924352380953,1530.220528095238,27.681970509523808,65.9913899047619,323.5902809047619,349.10085123809523,Ro,162,1049.3,1049.389071515771,59.06914690893061,0.17068965517241377,10.295370804761905,0.1960457441904762,0.21714245514285715,1.2097023009523808,0,1.2097023009523808,0,199.63639676190476,4.850008580952381,3.0026256704761902,0.9614529266666667,0,Mass-H1-Ideal-AK-1-HP-Ro-C0-2025-Hhigh,1185.2549919489386,1588.323061538264,0.3065378437525626,70.85930532311885,68.17859070952382,1.5031157613333335,3.851047647047619,12.701511510476191,60.19876595238096,5.29152172047619,22.873924352380953,1729.8569248571428,32.53197909047619,68.9940155752381,324.5517338314286,349.10085123809523,11.790158414188236,59.06914690893061,70.85930532311885,1185.2549919489386,0.3065378437525626
Mass,H1,Ideal,AK,Hhigh,HP-Ro,2,C0,2025,2025,HP,6.5,NA,135.95499194893856,538.9339900224929,11.790158414188236,0.13584818858014883,57.88321990476191,1.3070700171428573,3.633905191904762,11.49180920952381,60.19876595238096,4.081819419523809,22.873924352380953,1530.220528095238,27.681970509523808,65.9913899047619,323.5902809047619,349.10085123809523,Ro,162,1525.1,1525.1150595859226,86.86186765743865,0.17068965517241377,10.295370804761905,0.1960457441904762,0.21714245514285715,1.2097023009523808,0,1.2097023009523808,0,199.63639676190476,4.850008580952381,3.0026256704761902,0.9614529266666667,0,Mass-H1-Ideal-AK-2-HP-Ro-C0-2025-Hhigh,1661.0549919489386,2064.0490496084158,0.3065378437525626,98.65202607162689,68.17859070952382,1.5031157613333335,3.851047647047619,12.701511510476191,60.19876595238096,5.29152172047619,22.873924352380953,1729.8569248571428,32.53197909047619,68.9940155752381,324.5517338314286,349.10085123809523,11.790158414188236,86.86186765743865,98.65202607162689,1661.0549919489386,0.3065378437525626
Mass,H1,Ideal,AK,Hhigh,HP-Ro,3,C0,2025,2025,HP,6.5,NA,135.95499194893856,538.9339900224929,11.790158414188236,0.13584818858014883,57.88321990476191,1.3070700171428573,3.633905191904762,11.49180920952381,60.19876595238096,4.081819419523809,22.873924352380953,1530.220528095238,27.681970509523808,65.9913899047619,323.5902809047619,349.10085123809523,Ro,216,2092.9,2092.9852925285027,122.6816595097678,0.4482758620689655,13.198383466666666,0.24623731766666668,0.27837068185714287,1.5508052266666668,0,1.5508052266666668,0,255.92839433333333,6.091706342857143,3.849283893809524,1.2325563261904762,0,Mass-H1-Ideal-AK-3-HP-Ro-C0-2025-Hhigh,2228.8549919489387,2631.9192825509954,0.5841240506491143,134.47181792395602,71.08160337142857,1.5533073348095239,3.9122758737619048,13.042614436190476,60.19876595238096,5.632624646190475,22.873924352380953,1786.1489224285713,33.77367685238095,69.84067379857143,324.8228372309524,349.10085123809523,11.790158414188236,122.6816595097678,134.47181792395602,2228.8549919489387,0.5841240506491143
Mass,H1,Ideal,AK,Hhigh,HP-Ro,4,C0,2025,2025,HP,6.5,NA,135.95499194893856,538.9339900224929,11.790158414188236,0.13584818858014883,57.88321990476191,1.3070700171428573,3.633905191904762,11.49180920952381,60.19876595238096,4.081819419523809,22.873924352380953,1530.220528095238,27.681970509523808,65.9913899047619,323.5902809047619,349.10085123809523,Ro,360,2847.2,2847.2279246596777,167.82459802694808,0.4827586206896552,25.597491480952378,0.3663530823333333,0.5398836285714286,3.0076958795238093,0,3.0076958795238093,0,496.3581266666667,9.063270414285714,7.46546059047619,2.3904707823809526,0,Mass-H1-Ideal-AK-4-HP-Ro-C0-2025-Hhigh,2983.1549919489385,3386.1619146821704,0.618606809269804,179.6147564411363,83.48071138571429,1.6734230994761905,4.17378882047619,14.49950508904762,60.19876595238096,7.089515299047618,22.873924352380953,2026.5786547619048,36.74524092380952,73.45685049523809,325.98075168714286,349.10085123809523,11.790158414188236,167.82459802694808,179.6147564411363,2983.1549919489385,0.618606809269804
Mass,H1,Ideal,AK,Hhigh,HP-Ro,5,C0,2025,2025,HP,6.5,NA,135.95499194893856,538.9339900224929,11.790158414188236,0.13584818858014883,57.88321990476191,1.3070700171428573,3.633905191904762,11.49180920952381,60.19876595238096,4.081819419523809,22.873924352380953,1530.220528095238,27.681970509523808,65.9913899047619,323.5902809047619,349.10085123809523,Ro,360,3324.15,3324.3940525519356,198.2505268868453,0.743103448275862,25.597491480952378,0.3663530823333333,0.5398836285714286,3.0076958795238093,0,3.0076958795238093,0,496.3581266666667,9.063270414285714,7.46546059047619,2.3904707823809526,0,Mass-H1-Ideal-AK-5-HP-Ro-C0-2025-Hhigh,3460.1049919489387,3863.3280425744288,0.8789516368560109,210.04068530103353,83.48071138571429,1.6734230994761905,4.17378882047619,14.49950508904762,60.19876595238096,7.089515299047618,22.873924352380953,2026.5786547619048,36.74524092380952,73.45685049523809,325.98075168714286,349.10085123809523,11.790158414188236,198.2505268868453,210.04068530103353,3460.1049919489387,0.8789516368560109
Mass,H1,Ideal,AK,Hhigh,HPl_Rb-HP,1,C0,2025,2025,HPl_Rb,4.5,2,206.84581885727118,538.933990022493,18.535859961796394,0.19721087000231113,49.182075861904764,1.2930789004761905,2.1872632645238093,7.606941029047619,29.31641301904762,3.726363006190476,13.520983176190477,1142.8988594761904,27.38565763809524,37.15045450347619,126.84549103428573,162.92438066666668,HP,135,246.0223328758283,1045.1411360470563,13.958188131346366,0.04191527961026113,22.833876500000002,0.9214200838095239,0.6643614585714286,3.531913960952381,13.588235295238094,3.531913960952381,13.588235295238094,787.7651342857143,19.51442788095238,4.385805914761905,35.294117647619046,13.588235295238094,Mass-H1-Ideal-AK-1-HPl_Rb-HP-C0-2025-Hhigh,452.86815173309947,1584.0751260695492,0.23912614961257228,32.49404809314276,72.01595236190477,2.214498984285714,2.851624723095238,11.13885499,42.904648314285716,7.258276967142857,27.10921847142857,1930.6639937619047,46.90008551904762,41.53626041823809,162.13960868190478,176.51261596190477,18.535859961796394,13.958188131346366,32.49404809314276,452.86815173309947,0.23912614961257228
Mass,H1,Ideal,AK,Hhigh,HPl_Rb-HP,2,C0,2025,2025,HPl_Rb,4.5,2,206.84581885727118,538.933990022493,18.535859961796394,0.19721087000231113,49.182075861904764,1.2930789004761905,2.1872632645238093,7.606941029047619,29.31641301904762,3.726363006190476,13.520983176190477,1142.8988594761904,27.38565763809524,37.15045450347619,126.84549103428573,162.92438066666668,HP,135,357.83452212095375,1521.4076238337868,20.614021384626497,0.04093005821561086,22.833876500000002,0.9214200838095239,0.6643614585714286,3.531913960952381,13.588235295238094,3.531913960952381,13.588235295238094,787.7651342857143,19.51442788095238,4.385805914761905,35.294117647619046,13.588235295238094,Mass-H1-Ideal-AK-2-HPl_Rb-HP-C0-2025-Hhigh,564.6803409782249,2060.3416138562798,0.238140928217922,39.14988134642289,72.01595236190477,2.214498984285714,2.851624723095238,11.13885499,42.904648314285716,7.258276967142857,27.10921847142857,1930.6639937619047,46.90008551904762,41.53626041823809,162.13960868190478,176.51261596190477,18.535859961796394,20.614021384626497,39.14988134642289,564.6803409782249,0.238140928217922
Mass,H1,Ideal,AK,Hhigh,HPl_Rb-HP,3,C0,2025,2025,HPl_Rb,4.5,2,206.84581885727118,538.933990022493,18.535859961796394,0.19721087000231113,49.182075861904764,1.2930789004761905,2.1872632645238093,7.606941029047619,29.31641301904762,3.726363006190476,13.520983176190477,1142.8988594761904,27.38565763809524,37.15045450347619,126.84549103428573,162.92438066666668,HP,180,487.7820823802187,2072.346479155806,28.840901845156953,0.10354924650263708,25.89031823809524,1.1621038704761903,0.8565640104761905,3.862356354761905,13.588235295238094,3.862356354761905,13.588235295238094,853.2604576190477,24.611784109523807,6.483289238095239,35.294117647619046,13.588235295238094,Mass-H1-Ideal-AK-3-HPl_Rb-HP-C0-2025-Hhigh,694.6279012374898,2611.280469178299,0.3007601165049482,47.37676180695335,75.0723941,2.455182770952381,3.043827275,11.469297383809524,42.904648314285716,7.58871936095238,27.10921847142857,1996.159317095238,51.99744174761905,43.63374374157143,162.13960868190478,176.51261596190477,18.535859961796394,28.840901845156953,47.37676180695335,694.6279012374898,0.3007601165049482
Mass,H1,Ideal,AK,Hhigh,HPl_Rb-HP,4,C0,2025,2025,HPl_Rb,4.5,2,206.84581885727118,538.933990022493,18.535859961796394,0.19721087000231113,49.182075861904764,1.2930789004761905,2.1872632645238093,7.606941029047619,29.31641301904762,3.726363006190476,13.520983176190477,1142.8988594761904,27.38565763809524,37.15045450347619,126.84549103428573,162.92438066666668,HP,300,658.1091448908267,2802.744823491569,39.0760636512097,0.11969580494125288,34.06106809523809,1.8039273023809523,1.3691041495238094,4.743536071428571,13.588235295238094,4.743536071428571,13.588235295238094,1027.9146533333333,38.20473404761905,12.0765781,35.294117647619046,13.588235295238094,Mass-H1-Ideal-AK-4-HPl_Rb-HP-C0-2025-Hhigh,864.9549637480978,3341.6788135140623,0.316906674943564,57.6119236130061,83.24314395714285,3.097006202857143,3.5563674140476187,12.35047710047619,42.904648314285716,8.469899077619047,27.10921847142857,2170.8135128095237,65.59039168571428,49.22703260347619,162.13960868190478,176.51261596190477,18.535859961796394,39.0760636512097,57.6119236130061,864.9549637480978,0.316906674943564
