hour_of_year,Base_2024,Environmental_2025,Environmental_2030,Environmental_2035,Environmental_2040,Environmental_2045,Reference_2025,Reference_2030,Reference_2035,Reference_2040,Reference_2045
1,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0
6,0,1443.710834,12503.51283,19885.24273,24722.93408,31895.6155,2237.073569,6810.98756,13413.82911,20545.69279,20545.69279
7,0,38100.34778,286020.7181,497525.3446,647910.831,889360.714,49842.66567,193261.8609,299990.3813,531685.9355,575600.887
8,0,70806.86896,554806.9577,1045528.369,1480042.748,2019186.804,105478.0299,409411.0614,589675.4427,1123688.073,1258510.165
9,0,76785.52957,627325.0186,1411299.85,1920799.775,2630783.177,109476.1054,444414.8731,659337.1862,1500406.946,1652908.501
10,0,76331.57984,644605.6913,1513221.143,2101554.108,2868386.883,107382.0321,439044.0117,673384.4781,1603872.805,1802883.25
11,0,76586.61271,639109.9206,1546062.425,2120366.273,2935990.909,107915.4434,441559.817,667770.3812,1632831.423,1811071.914
12,0,77039.18831,641350.171,1523982.427,2086386.459,2885937.193,111471.3096,448633.5949,673490.8269,1609691.373,1758445.03
13,0,60949.27121,530193.7362,1454759.303,2165789.331,2920589.693,76634.25838,385660.3962,565005.0858,1537458.365,1792108.403
14,0,66681.58556,589399.7232,1417407.292,2116237.919,2869181.867,84492.80033,426481.1139,623517.7967,1494120.007,1737001.183
15,0,68620.5381,560396.1798,1309230.428,1995740.283,2636301.911,85404.45519,403827.9075,590445.5591,1380620.041,1624472.644
16,0,60090.52863,507465.8117,1250933.266,1862931.973,2443992.682,72226.71253,353514.246,532613.4828,1315701.049,1534689.909
17,0,50891.95447,438312.7877,1149059.552,1719271.336,2264094.786,64009.78012,303164.7602,462297.4044,1203559.966,1413496.736
18,0,43840.04999,350605.0898,1000367.571,1453171.891,1977278.063,44950.44657,216657.7784,362807.2845,1034752.534,1209069.236
19,0,26485.0423,216268.2387,685713.9735,927098.394,1337883.102,29664.58925,141994.9912,225848.396,703042.2941,794664.2349
20,0,3944.543704,28978.34065,163667.874,221494.2677,342227.384,3732.983213,17055.58259,30190.46115,166972.0525,188545.5216
21,0,0,0,2909.193788,3100.964163,5433.026301,0,0,0,2909.193788,2984.600935
22,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0
30,0,1323.04573,10076.80531,14944.24091,17997.09181,23618.67433,1998.524406,5501.386456,10895.60112,15900.68496,15900.68496
31,0,38031.11066,299288.9374,551540.1628,779066.2837,999203.2669,47624.6081,195058.6985,314786.0343,563016.6129,640125.3723
32,0,69361.88511,562349.4863,1142854.993,1628897.525,2153303.629,89378.2481,365583.0059,591880.9822,1162415.06,1326525.687
33,0,76915.97475,612408.1895,1426488.441,1987065.833,2725741.902,97400.76257,397311.6425,645432.7337,1450618.837,1656606.054
34,0,79166.98362,606889.3035,1419232.026,1996236.813,2728080.678,98231.90016,390164.8726,640674.0402,1445420.939,1669137.996
35,0,76612.82918,603192.107,1395798.362,1980053.96,2710672.813,93290.74139,382537.4365,633395.2302,1421261.216,1629231.476
36,0,72623.48049,624272.1116,1426898.482,2023694.406,2763562.789,87777.03293,411363.8533,655055.8134,1455360.349,1661854.237
37,0,74678.48144,591778.6456,1377612.101,1964099.453,2648303.479,88018.22434,377338.2593,619828.2648,1408939.427,1610225.933
38,0,67554.79639,600220.1543,1391934.753,1964651.446,2688280.684,88304.8676,402503.4652,633620.684,1424759.379,1630504.82
39,0,70244.48056,569607.9957,1269993.987,1810090.772,2448504.636,83308.97116,369780.1016,594305.1091,1293945.164,1499182.682
40,0,62843.04038,565413.2008,1192333.738,1721636.008,2294992.89,80621.59064,388736.5566,598261.4702,1216627.762,1416607.841
41,0,60913.94372,547706.6442,1156726.584,1605877.954,2179839.151,76623.65056,371127.1331,574644.7028,1174092.239,1337084.378
42,0,50503.12918,447632.7536,890550.2527,1250398.121,1676298.342,63697.50505,302835.0571,469262.5845,904496.0625,1033507.163
43,0,27195.41674,252092.2003,502015.3677,705822.2001,938421.6488,34342.80534,174850.0934,266006.5626,510748.2633,575985.7896
44,0,3652.771889,31028.62937,90024.0777,117147.8526,165875.3,3801.11787,18628.95723,32314.09818,91174.13485,100365.5841
45,0,0,0,554.6932571,554.6932571,554.6932571,0,0,0,554.6932571,554.6932571
46,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0
54,0,1378.692988,10165.46444,14192.23601,17787.94871,22765.64309,2078.217498,5828.20095,10978.11042,15628.68479,15628.68479
55,0,27605.59482,296245.8251,546936.2855,761114.8275,930010.4079,45762.28462,202480.4692,316217.2597,569012.2151,673102.1718
56,0,50786.96604,568008.3708,1034896.681,1496803.473,1830310.982,86400.03598,392460.8488,605370.2386,1068882.894,1280323.286
57,0,64470.00793,617321.0262,1206068.498,1765205.936,2233145.252,100565.3309,417161.2521,654413.6082,1251364.31,1480481.027
58,0,69951.56096,615788.1584,1242732.56,1839563.91,2384121.032,101037.9855,398622.5657,647177.068,1278798.693,1526616.998
59,0,68546.78327,585766.5445,1273548.48,1904363.209,2487467.406,95378.06787,381463.0556,617961.2189,1316556.227,1566373.611
60,0,71488.32232,591727.2574,1213242.861,1840297.36,2410165.429,94911.8951,376229.1299,620215.9721,1250000.528,1493008.175
61,0,70530.3982,567369.5339,1234255.763,1834496.238,2398039.647,89585.59678,350798.4129,592279.9025,1272352.062,1526846.857
62,0,71528.2797,581258.4166,1217525.01,1751698.572,2362770.349,87972.91811,372071.8056,608554.6227,1256116.837,1467794.349
63,0,63958.49669,524272.3522,1192831.642,1700388.886,2309706.198,76579.4616,327630.2783,548054.8939,1220402.232,1437192.586
64,0,58406.49276,530221.7361,1184326.858,1703481.473,2335912.54,77415.56696,353605.6124,562699.3621,1209444.688,1441204.338
65,0,41192.04632,429630.2257,1053658.211,1525238.128,2090767.152,49069.09153,283722.8594,453853.4773,1073322.065,1291855.756
66,0,32121.68565,352944.1533,853090.9659,1230416.714,1735901.729,37216.21189,243766.045,374145.657,869833.809,1046445.889
67,0,17827.00205,180473.4132,540487.7121,787139.5037,1158525.675,19062.69508,124617.8917,192043.1548,549869.2716,666918.4128
68,0,1894.021661,23136.09929,134525.3661,202052.9613,314927.3878,1516.011479,15226.35675,24815.66798,136113.4515,163138.2466
69,0,0,0,2325.269255,3054.490318,5267.930566,0,0,0,2325.269255,2612.010519
70,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0
78,0,1353.41343,6662.081486,10203.02891,10917.8572,11732.7636,2064.86915,2064.86915,7522.436569,11274.32423,11274.32423
79,0,35507.36338,250562.6333,584241.9342,827645.3866,1088409.938,40575.25413,155419.3921,262178.8788,604774.4992,695848.8433
80,0,69406.9696,489992.4368,1173218.774,1837705.409,2418455.585,82951.78011,305333.378,514011.7679,1216997.51,1464106.78
81,0,78471.6659,584341.0373,1461989.83,2229538.161,2991908.178,96675.57639,363319.155,615510.8156,1520756.566,1799182.616
82,0,77061.17537,625627.7209,1474477.133,2258248.463,3072567.847,99436.89404,413234.4338,664256.1581,1537745.525,1819657.172
83,0,69812.27196,627623.1024,1459810.246,2255522.666,3066943.333,93824.21943,433066.751,669742.5474,1524367.092,1807495.718
84,0,82266.01015,661462.8391,1442072.476,2240386.95,3094262.784,110510.7396,457904.5539,707611.4011,1507909.007,1789688.06
85,0,79695.5022,648412.5317,1441483.434,2216510.753,3038237.146,106748.064,450672.2495,694475.6872,1507202.02,1775664.862
86,0,76407.14778,630950.2399,1383986.387,2129925.934,2942503.08,102875.4394,429843.1672,673708.179,1446744.276,1695429.316
87,0,69965.83555,598244.5719,1318732.841,2022200.996,2803360.851,95585.52611,409628.3999,638664.4075,1378805.541,1611950.411
88,0,62161.38604,494588.2281,1173281.743,1854016.266,2574195.247,81825.73105,321064.4013,529273.4929,1231331.55,1476165.34
89,0,62423.01202,406070.2846,1050681.886,1673688.544,2312984.443,75210.6334,242895.4347,432062.1861,1104674.105,1329552.595
90,0,55225.5906,367554.8555,874371.2334,1411901.974,1948035.292,63655.9402,237227.3574,384123.556,915445.8507,1105265.87
91,0,33969.46721,193768.6219,522339.2033,884582.5008,1271199.366,41148.46403,142722.7798,204739.5937,544878.6978,677654.2476
92,0,4577.726192,23593.56727,124866.3625,212448.8965,322090.3724,4860.304782,16115.85371,24585.02856,130823.6154,161288.8686
93,0,0,0,1055.570946,2466.384963,3726.653735,0,0,0,1055.570946,1610.325347
94,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0
102,0,1014.971228,3852.587561,6699.345925,8142.856411,8826.19999,1425.283359,1425.283359,4262.899692,8287.968974,8287.968974
103,0,11357.86318,121113.7172,540618.2569,755843.0839,1090119.383,11293.92641,96925.88117,126120.249,577609.7308,649176.9316
104,0,36490.46849,309194.2747,1111753.632,1686296.45,2336454.26,38799.57249,237342.9026,324063.2319,1182327.698,1384869.465
105,0,49233.86246,402429.8139,1320131.471,2003023.668,2774028.81,52173.58294,289579.458,414114.8105,1392464.073,1648069.639
106,0,62057.34385,463976.2573,1392385.336,2116928.969,2918345.892,66059.85751,309357.4211,474433.1668,1462694.04,1751865.318
107,0,49137.27772,412255.5062,1309177.481,2035175.164,2754644.444,51115.58758,269985.7353,424160.9273,1381316.375,1668204.875
108,0,52188.71361,401009.5387,1325654.191,2042715.273,2776915.122,53456.9555,256431.2405,415973.187,1401303.066,1682250.992
109,0,49466.96859,432704.2508,1306606.947,2021314.925,2694647.459,54490.46232,264895.2329,448757.5242,1381559.966,1663577.233
110,0,48443.85301,427967.6522,1194292.404,1915395.375,2502632.539,53082.45137,291973.935,445090.141,1266804.854,1546184.071
111,0,46658.07753,405211.8636,1064646.8,1782472.78,2271079.334,50333.98272,289355.1369,421646.039,1137215.056,1408528.213
112,0,37951.45191,339284.9856,954913.0618,1635357.977,2109105.672,39373.71535,243994.6802,354268.3027,1022275.874,1283373.679
113,0,23212.58987,249281.0621,776357.6806,1403267.262,1808175.318,24685.01555,189420.5383,261459.4217,841059.8228,1083429.797
114,0,20405.48675,226201.3363,709769.8421,1254245.28,1654574.044,21527.38554,167786.9707,236511.6331,766312.9508,971168.4039
115,0,14552.23842,106348.5647,454981.5022,812103.6296,1065294.8,12498.85653,88245.48613,111943.7574,489416.7004,614530.1777
116,0,1652.610841,13094.61566,131565.0208,220385.7925,312237.5047,1072.479617,10970.30757,13986.03537,138442.2844,168328.6928
117,0,0,0,2752.593927,4256.793992,5256.284631,0,0,0,2752.593927,3344.0692
118,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0,0,0
126,0,1197.24221,4886.635408,6853.317861,7965.018883,8604.25561,1197.24221,1197.24221,4886.635408,7982.051048,7982.051048
127,0,24276.11092,126448.0749,326204.3789,561329.627,714929.5652,25217.19851,72021.59647,131253.2186,359061.1444,451021.8223
128,0,48589.77812,271582.7215,724205.3908,1316600.088,1634201.176,47925.90999,168000.2774,285062.6063,794925.5536,1023711.314
129,0,60561.31955,346624.0662,900238.4077,1514239.569,1924563.272,58889.93092,191434.7733,360147.6853,974901.4531,1211225.084
130,0,71384.19979,427080.0994,1007103.152,1613054.341,2082082.019,72968.76715,238304.9288,445269.2673,1086436.971,1317107.048
131,0,62861.01269,435644.5883,1053564.744,1658223.347,2161814.205,65856.74566,240580.2421,455646.8616,1133225.191,1361882.379
132,0,66076.99367,448637.9956,1044616.206,1663329.166,2205612.187,69841.61126,261994.015,469825.2195,1123254.646,1353604.269
133,0,68439.69661,428483.8049,1026381.251,1625276.526,2176459.659,71675.68069,258387.8799,446681.5413,1103353.895,1328923.698
134,0,64030.79936,407425.6853,1002291.345,1616934.565,2153710.909,64944.62334,243820.4011,425214.31,1077023.989,1309185.807
135,0,70089.02995,416455.4771,1006619.303,1646162.557,2188763.247,72245.52008,244886.6734,434545.2705,1081220.482,1320659.044
136,0,63949.96231,369946.4757,902392.2323,1553702.71,2038111.365,64750.21785,223449.5072,387334.0748,975085.6935,1228158.105
137,0,55993.50644,323380.3854,835408.4265,1385144.279,1831289.334,55037.09555,192139.87,340580.055,903851.544,1114517.108
138,0,42576.77031,253962.7529,695957.841,1092809.984,1473054.139,40758.80787,141827.4432,265283.6383,754039.8074,904538.5002
139,0,23395.6242,158582.9171,458135.5458,678266.4156,945143.7061,25912.34305,93518.903,166416.6063,494531.3344,574626.1721
140,0,3053.580458,17936.77277,102738.946,140693.7731,221855.9658,3030.643231,8011.249538,18661.05149,109740.0198,121637.5813
141,0,0,0,1319.941485,1319.941485,2085.630563,0,0,0,1319.941485,1319.941485
142,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0
150,0,1281.429924,4661.29672,6834.24061,8062.534451,8672.547576,1281.429924,1281.429924,4661.29672,8090.065818,8090.065818
151,0,14935.05509,134122.2113,412987.7299,635487.0067,809010.6999,13505.62668,94260.52855,142733.8699,444549.5294,520550.3743
152,0,32811.877,303916.0536,859930.1205,1354864.424,1689508.66,29858.1448,210605.3257,321009.4776,925179.8361,1103158.615
153,0,34488.17835,321942.9765,990801.4333,1509132.43,1949918.68,33714.52398,255706.941,342279.3157,1060478.151,1235351.663
154,0,44800.68185,381356.8793,1101959.06,1662559.038,2145319.5,45192.09824,278555.3674,404099.2958,1170315.683,1351960.674
155,0,54095.74148,398400.8344,1227620.923,1781471.503,2370836.332,53705.91385,273610.6111,420398.228,1296496.578,1468626.088
156,0,56430.99904,441798.5986,1229408.116,1817851.452,2364978.087,57368.25091,286455.0526,464618.3793,1306439.258,1502280.385
157,0,53953.53742,417037.772,1240157.512,1827352.076,2395150.065,52761.83962,257707.081,438439.3096,1315604.159,1500535.922
158,0,47547.92011,412155.7611,1213877.637,1799397.022,2367902.347,44123.9817,250753.507,432218.4191,1290317.457,1480605.201
159,0,40403.98862,394259.171,1180407.993,1789033.016,2334641.423,40701.64469,236725.3012,417279.4044,1256315.583,1468359.71
160,0,32306.21567,361661.6126,1083951.342,1681495.474,2143918.494,30340.49639,216310.0187,382252.0416,1154623.109,1367326.382
161,0,19865.8788,296631.109,851647.6484,1385791.795,1724987.15,15936.20135,174163.7599,314625.4807,914247.5063,1110551.021
162,0,15223.03089,240713.6444,743154.047,1222429.888,1479972.933,11337.72547,136000.4532,256332.4272,795866.3364,966135.8732
163,0,11591.14442,137393.5542,531451.1339,813959.98,994349.1525,8252.016745,69953.37357,146341.3701,563228.4621,665448.6566
164,0,2303.548305,21643.18434,139247.049,198856.3531,257337.5332,1528.076725,9903.487272,23058.37457,144170.5659,162874.7964
165,0,0,0,2140.583628,2686.600163,3521.367602,0,0,0,2140.583628,2355.285972
166,0,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,0,0,0
174,0,1057.480749,3919.138333,3919.138333,3919.138333,4477.012574,1057.480749,1057.480749,3919.138333,6501.376672,6501.376672
175,0,24052.90169,175742.1281,412795.1301,585861.419,628189.9752,21586.81589,102929.9068,182718.4806,432460.4909,477462.5074
176,0,50278.05201,372069.4028,812660.2366,1189241.601,1306904.436,46409.39211,229040.372,389376.2772,841007.2617,962563.7638
177,0,58032.94485,447454.792,955304.4138,1422806.142,1646814.535,57047.20814,289701.2586,468712.7975,982503.1302,1141177.786
178,0,63320.37656,505586.1524,1076916.135,1602170.654,1916907.524,69365.99641,321528.7423,530924.9685,1112549.9,1318290.464
179,0,77471.96262,606123.2442,1255277.679,1847581.81,2266240.578,87642.68863,379864.265,630417.1263,1299415.026,1527056.667
180,0,73439.90621,651664.7096,1340862.98,1953981.873,2551770.327,93536.13324,451270.3257,685425.0209,1390010.009,1615861.452
181,0,76119.59717,659228.5959,1322867.961,1942532.524,2526424.463,99664.80956,468477.8879,694573.2342,1371528.86,1591246.304
182,0,75298.42766,637716.0737,1384191.343,2020152.798,2658630.621,102270.5011,471717.7543,676393.2201,1443385.188,1653653.638
183,0,77214.30389,636079.6545,1350458.408,1988584.818,2625353.559,104202.4021,467923.0294,675808.6576,1409382.156,1632106.498
184,0,73549.32904,591766.8622,1223234.126,1841302.708,2430911.106,99253.14259,441871.6129,629810.5416,1276725.085,1488775.514
185,0,64600.7908,555233.5937,1150213.369,1718698.641,2278761.411,86765.4181,403406.2537,589969.3402,1205130.657,1389783.791
186,0,56061.78943,467195.802,999723.2254,1485175.782,1999934.911,75764.14121,339128.8905,498980.7637,1046474.486,1200938.584
187,0,31599.66958,250444.1142,571039.1027,875320.9038,1131388.672,41389.2662,181022.9698,267911.4128,602332.4308,689986.8452
188,0,4348.33403,31667.38386,130940.0978,199966.5483,278909.2911,4907.967282,21960.57488,33914.56007,137542.0386,157829.2081
189,0,0,0,1040.931175,1950.883967,2783.852908,0,0,0,1040.931175,1398.739015
190,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0,0,0,0
199,0,33528.93935,207386.327,558452.5327,746677.8445,1085098.292,43035.67271,136716.5623,220321.069,597794.6857,642245.3587
200,0,62518.12975,450027.6766,1192036.291,1657757.021,2373930.965,85304.05448,311833.017,479299.9261,1262469.644,1382561.852
201,0,70454.76421,538610.6382,1452468.239,2022054.049,2830248.253,92614.05285,372392.2015,568018.2678,1528872.767,1698364.75
202,0,71728.74974,519727.502,1447761.127,2065112.221,2884368.215,89503.04927,376606.7842,545038.8629,1522695.596,1713522.296
203,0,69250.90351,535207.6285,1447362.565,2082921.017,2901469.981,84229.68804,393047.1123,559889.6205,1522500.83,1707460.926
204,0,59494.37971,527304.2718,1410977.322,2034834.146,2850119.921,70810.53057,382168.2763,549969.6156,1486472.456,1682372.392
205,0,55831.55209,513182.3434,1349477.382,1983293.301,2790347.491,72931.78305,381739.2791,541473.1173,1422648.957,1620130.169
206,0,56197.76799,468865.2805,1242391.999,1848262.036,2628650.923,67931.89164,340039.1685,490171.9587,1309511.529,1516546.913
207,0,57535.2593,413800.2682,1111479.304,1675845.977,2419222.091,64343.38882,279824.3848,430325.5986,1170201.64,1371737.614
208,0,52945.13659,370154.681,1017012.966,1509459.072,2216119.753,59147.06644,250766.2098,384503.5393,1068364.737,1250931.949
209,0,52034.48557,327767.0323,944533.075,1335544.06,1998896.822,59202.09841,226951.0896,339300.2218,995117.532,1136992.244
210,0,43418.55206,271316.2527,864673.2808,1159730.205,1751745,47309.60534,193627.7749,283058.169,910452.6098,1012791.987
211,0,20477.78088,137159.6945,564956.4103,712031.8383,1137492.933,21311.51069,92142.06317,140881.9459,596455.7315,658246.9817
212,0,2885.572591,14843.88983,147169.1357,172326.1419,307027.0329,2880.92509,8745.718572,15391.6192,154148.643,162055.0044
213,0,0,0,2343.273044,2343.273044,4858.759042,0,0,0,2343.273044,2343.273044
214,0,0,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0,0,0,0
223,0,15945.76974,170464.801,578143.0221,715632.6804,1052283.434,21590.03594,85464.94251,175027.31,611930.4833,674680.7447
224,0,30069.33962,364221.5916,1169659.233,1480775.589,2151806.027,44198.37918,203402.8936,375590.6088,1228553.942,1369688.168
225,0,34249.9512,461590.6762,1388062.569,1817177.21,2590937.581,56277.29731,290958.0066,480045.5962,1454987.047,1644613.125
226,0,30924.27578,459432.8234,1323308.581,1786444.011,2582223.984,54500.01141,300267.6405,481287.1674,1391274.656,1584152.503
227,0,35214.4151,502267.1118,1313601.477,1803624.877,2629112.287,59224.41412,335982.5149,526204.8384,1377650.739,1576458.366
228,0,38332.86197,464739.6238,1267571.068,1802732.002,2604174.162,57608.91938,295957.4257,484660.441,1327912.86,1549472.139
229,0,35783.39523,465045.4988,1256618.946,1748615.516,2576721.888,58603.08825,303558.3389,488902.0468,1312603.435,1505746.213
230,0,34684.65249,404832.0886,1167421.33,1616124.406,2419000.812,51600.49174,233009.8844,421599.7752,1219314.153,1407582.631
231,0,41725.0621,466152.7257,1218343.169,1666812.482,2473060.664,62941.90642,285128.195,487010.9023,1260949.688,1453372.76
232,0,36367.08443,416252.2855,1091847.874,1478040.958,2244913.869,51809.18502,250032.9195,431479.1323,1115164.207,1290486.651
233,0,32782.07456,434071.7522,1070601.425,1426803.722,2173517.833,51060.24149,274009.7559,449448.7623,1088955.771,1260289.923
234,0,26792.05071,310056.3508,834525.2218,1087481.055,1699650.979,35888.12185,160455.536,316279.4637,843056.8712,978201.2397
235,0,18447.93162,201175.4433,579010.8911,730355.1061,1150267.585,26128.5609,108191.7984,206925.2427,583959.8095,661807.9073
236,0,2650.64669,26756.04521,129402.1512,152987.7518,254736.258,3505.010845,13312.75763,27504.48613,131123.7326,141703.9486
237,0,0,0,875.5839935,875.5839935,1196.987901,0,0,0,875.5839935,875.5839935
238,0,0,0,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0
247,0,24823.34455,235429.5543,413331.0208,591596.9541,786918.158,38088.64209,160488.2768,247478.4829,435006.9997,510746.3218
248,0,49809.92353,490202.2311,920580.4548,1335186.356,1788002.989,77893.98761,347796.3488,518848.0833,973262.2008,1125033.135
249,0,57832.74252,550205.995,1112096.501,1655062.114,2195850.567,90808.63066,402528.0656,584587.162,1183674.036,1380311.406
250,0,61582.9611,589513.1478,1180605.535,1770738.099,2318677.376,89323.22088,416258.0561,620115.8292,1253372.257,1461832.506
251,0,57447.16221,603253.3493,1182994.642,1869829.733,2407727.841,85838.38688,435916.0261,636335.5444,1257762.44,1510254.104
252,0,54720.71567,583247.3042,1258464.475,1913400.122,2496779.782,84745.37231,428851.5136,617370.9771,1335993.952,1583620.577
253,0,47845.21892,534043.464,1210043.776,1844982.892,2444315.877,71212.71362,382231.0344,562223.052,1283048.994,1531911.606
254,0,49810.68103,544154.2509,1233887.418,1856989.482,2460773.071,70690.30024,373569.0124,568970.6527,1301107.318,1543178.462
255,0,46760.05007,532352.1016,1200067.009,1812137.365,2365278.915,66363.10935,373054.0874,562440.6351,1270832.024,1501108.319
256,0,49623.88453,551142.554,1109178.913,1700010.748,2184228.008,68513.81751,389232.8868,582694.8124,1177715.892,1389998.76
257,0,41769.47412,499638.7419,1062047.978,1582926.307,2051030.071,61206.73932,358844.6001,529542.2826,1124121.954,1322720.972
258,0,45679.04208,439998.2296,914739.9844,1346221.039,1711014.818,59336.98119,303570.4178,463663.5835,967229.8237,1141097.861
259,0,26586.22753,248919.7489,563002.1674,849831.6436,1054186.077,33111.33347,172993.6195,264863.9789,596608.9466,710421.6524
260,0,4347.211141,35870.72283,116104.9623,171814.43,225906.2879,4727.702148,22532.48048,37899.9446,122908.974,143630.2679
261,0,0,0,410.8298722,575.0119733,575.0119733,0,0,0,410.8298722,475.3888729
262,0,0,0,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0,0
271,0,35024.9939,276403.8448,457344.7317,672370.1819,837059.4376,50181.53497,185926.4567,292195.7267,474845.1025,561197.145
272,0,70232.75343,559596.5505,1028108.605,1533255.603,1990360.093,102828.5033,382198.2503,592486.4666,1060398.553,1263077.894
273,0,76456.04256,605627.6129,1221380.638,1747898.828,2292755.402,110024.133,416940.8776,642837.5792,1262148.852,1452622.832
274,0,79102.29942,649102.9243,1293912.812,1894578.355,2471924.923,109751.7556,438201.9234,689943.9465,1343871.907,1548700.542
275,0,79548.49219,662703.1176,1297501.068,1922908.366,2512904.448,108425.9946,452489.5664,706067.8476,1353389.694,1561201.28
276,0,78737.74661,594081.8812,1258987.506,1891577.6,2508418.266,102386.9014,396234.202,632317.8542,1317004.179,1535549.172
277,0,74808.27392,576741.6796,1246112.977,1885313.365,2516891.834,98505.16548,385867.3616,612908.4711,1299466.494,1527071.91
278,0,73556.5413,617090.552,1304056.873,1956234.491,2628947.527,99171.39071,430026.0483,652935.8688,1362267.629,1594386.282
279,0,71624.03688,573501.2331,1287734.91,1894404.551,2522863.438,89090.55228,393172.7918,602978.9298,1350946.386,1563125.54
280,0,70886.12938,538171.4057,1237036.485,1823194.895,2470714.017,88994.18053,400174.8075,566895.315,1307371.6,1498719.937
281,0,66611.66632,473378.9242,1107785.916,1656928.095,2258802.48,84540.23758,360566.1432,501197.5103,1177804.033,1371572.861
282,0,56295.0665,368389.4737,887349.9012,1302342.434,1806085.469,66402.95151,271758.408,390250.3261,948837.5596,1075123.211
