hour_of_year,Base_2024,Environmental_2025,Environmental_2030,Environmental_2035,Environmental_2040,Environmental_2045,Reference_2025,Reference_2030,Reference_2035,Reference_2040,Reference_2045
6591,0,39469.59253,403457.7263,873262.9357,1392097.104,1850442.604,51164.7738,307205.8563,420523.5862,909990.5819,1081344.008
6592,0,27839.60221,312534.8067,758239.1174,1253762.318,1643284.817,38052.44392,254310.1177,330088.2157,799962.7192,964966.1543
6593,0,14673.82814,233627.8691,758007.4058,1160146.183,1607141.288,22470.27124,182372.0224,248841.3398,804836.6436,943843.7262
6594,0,5044.656875,96105.95015,377650.8704,552059.5849,730624.1048,6396.601482,63874.0845,101913.01,399686.2331,457841.3046
6595,0,158.4817652,1949.1663,42765.93724,53351.43504,82723.60273,49.40190274,1252.43768,2131.649952,43806.29017,47407.52619
6596,0,0,0,0,0,0,0,0,0,0,0
6597,0,0,0,0,0,0,0,0,0,0,0
6598,0,0,0,0,0,0,0,0,0,0,0
6599,0,0,0,0,0,0,0,0,0,0,0
6600,0,0,0,0,0,0,0,0,0,0,0
6601,0,0,0,0,0,0,0,0,0,0,0
6602,0,0,0,0,0,0,0,0,0,0,0
6603,0,0,0,0,0,0,0,0,0,0,0
6604,0,0,0,0,0,0,0,0,0,0,0
6605,0,0,0,0,0,0,0,0,0,0,0
6606,0,0,0,0,0,0,0,0,0,0,0
6607,0,873.4587525,13991.22486,21160.91074,33664.12978,41865.20873,2396.941407,11006.54324,15651.82454,22976.2541,28037.70628
6608,0,12557.48819,284184.5636,704912.3007,1044853.51,1439322.847,23586.98519,218796.7257,303339.1359,745452.6716,841198.3719
6609,0,25063.49929,520580.0689,1358271.926,2059019.778,2796784.425,36083.54884,372356.9562,545930.3493,1427457.584,1640600.387
6610,0,30167.97156,535829.8586,1415105.056,2139169.859,2920253.471,40352.84883,375105.1243,560654.4925,1482250.707,1696435.946
6611,0,36567.11503,518803.2446,1368181.107,2060970.652,2811518.072,51428.82936,383682.3984,551323.0668,1436588.587,1649300.791
6612,0,38639.12164,517346.6485,1305281.951,1987631.947,2684451.066,47583.05656,362677.632,539405.1574,1364983.011,1588271.703
6613,0,37953.31297,461480.5632,1197799.989,1832321.748,2480108.246,46936.4887,321483.0268,484082.3303,1256561.976,1466683.012
6614,0,31091.05779,437336.5768,1129701.552,1725144.559,2362865.797,38532.48318,320074.1695,459371.2003,1188825.47,1371110.059
6615,0,18375.65502,396176.3506,1070231.826,1642228.588,2234460.262,28482.33549,295504.426,417308.543,1122296.639,1301689.305
6616,0,12266.49994,363607.69,982861.7284,1541968.86,2128518.156,20813.1861,279890.0165,384469.3808,1037139.743,1220005.829
6617,0,9354.697059,286525.9258,849822.8709,1302167.591,1839726.515,17946.09004,222050.7306,303645.5051,888573.76,1017640.27
6618,0,6696.064808,133854.9777,376103.7746,629609.2507,827870.8793,9723.24591,102254.0094,142529.4269,398772.5772,479361.04
6619,0,524.0918773,2991.162109,35403.46281,58567.76065,80134.75594,436.6341294,2252.975844,3360.08335,36770.24793,44873.24748
6620,0,0,0,0,0,0,0,0,0,0,0
6621,0,0,0,0,0,0,0,0,0,0,0
6622,0,0,0,0,0,0,0,0,0,0,0
6623,0,0,0,0,0,0,0,0,0,0,0
6624,0,0,0,0,0,0,0,0,0,0,0
6625,0,0,0,0,0,0,0,0,0,0,0
6626,0,0,0,0,0,0,0,0,0,0,0
6627,0,0,0,0,0,0,0,0,0,0,0
6628,0,0,0,0,0,0,0,0,0,0,0
6629,0,0,0,0,0,0,0,0,0,0,0
6630,0,0,0,0,0,0,0,0,0,0,0
6631,0,2182.902622,19050.40125,27410.80188,41506.91847,55116.28653,4079.834602,13966.47402,21113.56344,29504.93755,35519.24278
6632,0,52812.87082,439382.6861,929830.071,1288738.742,1764902.54,70081.7738,295175.2938,463149.6035,978575.9847,1088219.326
6633,0,80467.10718,651685.3958,1515269.342,2102472.581,2890992.626,106047.6467,440532.9372,690352.1286,1597174.096,1781969.206
6634,0,80160.9963,645374.0051,1574209.526,2129957.775,2956490.793,106609.2302,449106.6492,688790.6647,1655969.119,1813823.493
6635,0,78231.38259,620926.3162,1500424.908,2044892.953,2826556.923,102781.8705,427395.5349,660806.2859,1576954.74,1733549.05
6636,0,73988.89139,598548.4204,1421812.602,1963107.625,2708225.726,96503.04282,415028.5337,634836.5016,1492087.006,1655476.004
6637,0,70455.22666,564143.9112,1311106.872,1801721.54,2458396.548,92280.50201,383656.0466,596976.9578,1377345.155,1528961.627
6638,0,66071.87528,561145.5015,1290620.742,1797548.887,2402424.765,88422.77162,382514.1612,592753.0745,1356305.376,1516557.274
6639,0,57905.14667,519737.8742,1192187.809,1660820.447,2257660.849,80062.76456,353255.9551,549792.246,1256006.625,1407620.103
6640,0,60554.8541,465066.3462,1013389.607,1451067.844,1932106.728,83117.80948,311604.3142,495399.2571,1075766.512,1229985.775
6641,0,51498.89915,383811.5229,843852.5331,1254425.891,1669626.476,69082.00023,240323.1444,405579.2134,894349.3609,1042420.918
6642,0,23718.08428,164300.1083,473970.4573,679993.1719,969998.2157,30396.17741,108256.0925,175765.8765,496837.3766,565227.5345
6643,0,780.4686225,4415.52612,50298.93095,67501.62493,106924.5075,706.6055209,2604.106123,4593.677694,51311.81914,56752.90252
6644,0,0,0,0,0,0,0,0,0,0,0
6645,0,0,0,0,0,0,0,0,0,0,0
6646,0,0,0,0,0,0,0,0,0,0,0
6647,0,0,0,0,0,0,0,0,0,0,0
6648,0,0,0,0,0,0,0,0,0,0,0
6649,0,0,0,0,0,0,0,0,0,0,0
6650,0,0,0,0,0,0,0,0,0,0,0
6651,0,0,0,0,0,0,0,0,0,0,0
6652,0,0,0,0,0,0,0,0,0,0,0
6653,0,0,0,0,0,0,0,0,0,0,0
6654,0,0,0,0,0,0,0,0,0,0,0
6655,0,2505.94484,57938.75009,70016.41807,103482.5408,144930.0839,5944.35443,52393.45244,62176.20883,73687.68867,79977.02627
6656,0,39582.40013,359667.9803,748245.1693,1054932.876,1508054.277,61195.14954,256322.3667,383852.9042,782098.5089,884833.093
6657,0,64631.30182,618060.8239,1314971.323,1831757.367,2574703.097,95717.84931,418926.4658,653815.3403,1375601.161,1550448.082
6658,0,55255.58181,597763.7173,1430746.674,1895343.942,2670275.963,86753.75689,411786.0923,635406.3142,1500480.98,1615380.071
6659,0,54884.32583,586312.7891,1385608.465,1866567.284,2557647.56,85279.12412,404908.5708,622796.4652,1455354.854,1580652.506
6660,0,47746.61718,541142.8598,1295959.391,1778921.896,2394033.864,76247.41639,375916.9414,576206.9723,1363806.701,1496572.762
6661,0,51875.30908,548099.8116,1275319.551,1761227.973,2358086.621,75144.45548,378766.7883,580621.2103,1339968.873,1489234.942
6662,0,57288.91826,544150.0054,1204483.701,1720999.12,2250138.832,74920.11662,367101.4612,571285.4152,1265220.986,1434975.228
6663,0,49865.32716,513917.6149,1167689.361,1667692.855,2223902.194,66304.37092,352908.7567,540430.6041,1227206.825,1393193.204
6664,0,39403.31129,477550.3762,1118389.747,1609056.511,2177990.146,57857.43531,342197.7648,505618.5202,1169738.08,1336207.46
6665,0,40856.8392,424864.0428,948268.3241,1364915.044,1809251.856,58098.96186,300734.538,450528.5742,992531.1371,1133620.352
6666,0,19307.71071,192660.8561,469983.1158,669955.7712,887264.2016,25953.43137,135282.2331,203268.2322,490335.8889,555057.0633
6667,0,474.8944225,5540.280452,50779.831,71027.43309,102214.3153,357.2563594,3381.559205,5707.160262,51943.64719,58569.97658
6668,0,0,0,0,0,0,0,0,0,0,0
6669,0,0,0,0,0,0,0,0,0,0,0
6670,0,0,0,0,0,0,0,0,0,0,0
6671,0,0,0,0,0,0,0,0,0,0,0
6672,0,0,0,0,0,0,0,0,0,0,0
6673,0,0,0,0,0,0,0,0,0,0,0
6674,0,0,0,0,0,0,0,0,0,0,0
6675,0,0,0,0,0,0,0,0,0,0,0
6676,0,0,0,0,0,0,0,0,0,0,0
6677,0,0,0,0,0,0,0,0,0,0,0
6678,0,0,0,0,0,0,0,0,0,0,0
6679,0,3811.779688,63324.8089,76314.99742,109982.6952,156950.1724,7408.715088,56157.72834,67254.72958,79597.04563,85839.34699
6680,0,28799.33929,349234.9526,758872.1303,1066881.474,1487196.369,41593.33651,249131.0731,369126.4139,802418.5577,897640.3679
6681,0,60717.82407,533312.4385,1244769.476,1766654.896,2428438.795,87952.47334,361037.2796,570740.7866,1320755.625,1482090.781
6682,0,71691.19572,538249.5847,1230744.708,1802211.144,2426492.997,101207.6224,366567.1723,573989.3248,1300426.065,1472098.265
6683,0,69510.66118,523052.3155,1262091.226,1860759.285,2567344.444,99126.37999,364405.4651,559941.2002,1331257.293,1516156.369
6684,0,64321.73316,506905.8313,1261531.295,1826224.83,2536318.94,93438.89065,346478.7,540051.0236,1327267.667,1494804.125
6685,0,61033.30293,491302.1727,1201512.26,1756295.483,2428041.388,90458.3742,336993.3175,523063.5835,1263951.285,1437548.067
6686,0,54002.57848,469244.5622,1190940.68,1709036.113,2399200.016,81661.53225,316445.2043,498672.2015,1247811.733,1404916.45
6687,0,53516.93712,460211.8427,1185048.973,1727988.938,2385330.332,79419.9884,314226.6367,493822.0457,1248470.283,1430208.363
6688,0,50824.77162,420939.9409,1104217.498,1626083.055,2201798.217,74531.29297,280689.2198,452493.4517,1164342.914,1353620.516
6689,0,40230.10596,328417.2936,815575.721,1269159.485,1695579.382,60683.58173,222079.8562,356350.9651,860578.2903,1016188.077
6690,0,17212.6182,142939.3007,450841.2931,684206.2591,962344.0911,25856.02318,94273.58683,154064.7432,469272.219,543679.3876
6691,0,714.9839544,4474.766271,50507.10993,76590.52224,117137.1195,751.9172936,2729.263151,4670.248968,51206.50365,59980.28133
6692,0,0,0,0,0,0,0,0,0,0,0
6693,0,0,0,0,0,0,0,0,0,0,0
6694,0,0,0,0,0,0,0,0,0,0,0
6695,0,0,0,0,0,0,0,0,0,0,0
6696,0,0,0,0,0,0,0,0,0,0,0
6697,0,0,0,0,0,0,0,0,0,0,0
6698,0,0,0,0,0,0,0,0,0,0,0
6699,0,0,0,0,0,0,0,0,0,0,0
6700,0,0,0,0,0,0,0,0,0,0,0
6701,0,0,0,0,0,0,0,0,0,0,0
6702,0,0,0,0,0,0,0,0,0,0,0
6703,0,13541.53521,93292.4065,109563.2423,145650.6999,194280.8967,22109.58415,69620.71001,102356.6924,114076.7465,121543.9472
6704,0,42647.09042,321922.8325,724664.2313,971611.2911,1415590.785,67712.20667,228720.8427,344261.0019,751781.7648,827600.3232
6705,0,63473.08186,502328.0137,1191937.235,1663761.666,2433108.403,99124.69412,340210.5827,532186.2691,1233946.89,1375816.049
6706,0,58925.62665,467270.719,1138051.77,1701890.503,2453848.037,92595.61347,338278.0723,499947.3715,1180366.711,1354980.826
6707,0,54422.11109,428652.2582,1094101.235,1677149.841,2388525.64,88942.65556,274788.9515,460988.7317,1140242.666,1342947.601
6708,0,46985.77155,395411.2424,994225.7803,1490915.316,2104247.912,79675.52821,272172.1724,426319.3596,1030247.141,1200822.859
6709,0,48644.68891,384999.6245,954344.8472,1442793.224,2000982.823,80862.9615,273056.0202,415927.4583,987963.0736,1158699.075
6710,0,43721.95912,358806.1821,903214.5686,1316374.336,1823957.353,74638.44869,241532.1309,389104.8623,937447.882,1073201.467
6711,0,38513.96897,287919.3871,774866.2611,1173546.261,1604007.535,69553.35678,196787.3285,315306.1674,807625.0631,948168.2395
6712,0,33419.18479,244374.3199,714828.822,1072854.812,1447721.819,62835.26623,155220.9921,270686.0409,750073.5022,870717.0525
6713,0,24373.81332,204760.234,636321.9466,930653.5572,1311727.573,49995.88652,132427.8374,226876.4103,661302.534,758667.1916
6714,0,15199.86477,93453.40376,379422.1459,535907.0461,808311.0325,26809.70771,58002.09322,102883.0547,390154.1759,439854.5949
6715,0,787.6640311,3767.575526,40692.53566,56507.90573,92690.14261,1061.774436,2051.223061,3798.158717,40993.88115,45716.82366
6716,0,0,0,0,0,0,0,0,0,0,0
6717,0,0,0,0,0,0,0,0,0,0,0
6718,0,0,0,0,0,0,0,0,0,0,0
6719,0,0,0,0,0,0,0,0,0,0,0
6720,0,0,0,0,0,0,0,0,0,0,0
6721,0,0,0,0,0,0,0,0,0,0,0
6722,0,0,0,0,0,0,0,0,0,0,0
6723,0,0,0,0,0,0,0,0,0,0,0
6724,0,0,0,0,0,0,0,0,0,0,0
6725,0,0,0,0,0,0,0,0,0,0,0
6726,0,0,0,0,0,0,0,0,0,0,0
6727,0,14880.83028,73020.80147,88884.06171,118005.5955,146469.827,19847.01272,51941.30244,78508.25286,93021.30179,100992.6143
6728,0,49287.60231,308005.4302,621743.6321,848644.2105,1205698.59,63260.59921,232508.9014,319827.6576,631167.6199,683290.9453
6729,0,76103.76409,487830.996,1069130.2,1516672.456,2142709.311,88302.06102,354641.9708,501460.7867,1085321.556,1220644.058
6730,0,78940.69849,511821.8368,1109487.073,1643691.883,2235948.247,82984.92674,359347.4946,520189.4393,1143679.261,1302366.547
6731,0,72781.3643,492267.1043,998862.7234,1486624.047,2010933.281,77316.67512,336985.3254,495060.2717,1026740.169,1152109.099
6732,0,68456.00326,496690.907,955906.3279,1440045.665,1935690.682,75418.93807,351706.2376,502192.8634,984035.8516,1110341.737
6733,0,64492.6882,469348.8531,922224.7349,1401410.184,1872794.687,79979.60779,333255.4589,483419.0166,952305.8925,1081539.749
6734,0,62041.42043,477826.588,954402.218,1398211.894,1880381.152,89769.03114,328934.4484,503750.9526,994743.9333,1113974.317
6735,0,61239.93802,419612.5411,860360.6491,1281347.651,1734707.178,83591.5973,284590.7077,441373.93,899891.1451,1023762.643
6736,0,59487.83246,390468.6641,810906.5527,1238735.094,1708017.894,74289.25483,263336.3054,408421.0958,848419.5315,985046.4857
6737,0,48235.94921,307164.1752,719082.0497,1089176.769,1573503.004,63766.64019,188108.1203,321848.7016,753651.7186,872103.6193
6738,0,22378.60417,127892.2723,378970.4705,581764.6546,876748.0691,27706.16466,66713.19381,134438.6508,397387.2886,461023.4943
6739,0,1107.729369,5499.021244,44996.58997,71591.41706,120076.4481,1322.831818,2525.610908,5589.140873,45893.95705,54878.02493
6740,0,0,0,0,0,0,0,0,0,0,0
6741,0,0,0,0,0,0,0,0,0,0,0
6742,0,0,0,0,0,0,0,0,0,0,0
6743,0,0,0,0,0,0,0,0,0,0,0
6744,0,0,0,0,0,0,0,0,0,0,0
6745,0,0,0,0,0,0,0,0,0,0,0
6746,0,0,0,0,0,0,0,0,0,0,0
6747,0,0,0,0,0,0,0,0,0,0,0
6748,0,0,0,0,0,0,0,0,0,0,0
6749,0,0,0,0,0,0,0,0,0,0,0
6750,0,0,0,0,0,0,0,0,0,0,0
6751,0,14251.90266,116983.1568,160732.0265,219917.0587,276478.3693,23814.20421,79109.74441,127839.6482,175425.1837,192379.8694
6752,0,52275.04159,391754.6738,711051.8967,997644.252,1324852.543,79338.34492,260867.7595,419306.8584,750768.5115,826312.3345
6753,0,75113.89702,567566.592,1136604.903,1736299.02,2314231.088,109814.4569,359791.9729,602430.3428,1188100.143,1367122.312
6754,0,72093.83056,565281.7211,1214163.623,1880663.261,2533299.049,104341.5109,385948.5772,608079.4445,1275977.875,1487195.688
6755,0,70873.8246,586394.2159,1327171.427,2016697.56,2735931.297,101074.9831,407695.3657,629433.2503,1395627.216,1634643.129
6756,0,65056.70782,554898.9428,1211452.302,1837817.461,2449490.054,93647.62168,396698.2226,596596.125,1277143.576,1493778.933
6757,0,55879.81765,469126.4622,1091093.976,1600550.165,2208442.281,80677.22166,344140.0132,503638.6686,1144044.219,1316086.509
6758,0,58088.51463,431397.6242,988429.2476,1488678.905,2016305.403,84399.93967,306383.6816,464719.9057,1037753.724,1218261.564
6759,0,56699.82011,382217.3606,907369.6298,1349337.822,1842822.806,82863.17225,267356.9544,415444.6134,956963.5072,1104628.43
6760,0,55734.15496,366783.1259,887966.5575,1376477.127,1934544.482,73644.44576,264222.6565,394348.2414,940775.6119,1100781.26
6761,0,46458.7727,330376.346,743234.667,1167059.698,1591485.701,66242.14704,236644.1511,358871.2186,793444.0902,915644.107
6762,0,22351.19867,160600.6111,427140.748,669204.9672,921986.5966,30728.4877,108620.9172,174127.3893,452202.2262,529937.5757
6763,0,1267.088415,6789.637346,53855.9203,85846.87389,117909.6042,1435.472559,3831.81535,7323.880607,55617.39823,66049.68609
6764,0,0,0,0,0,0,0,0,0,0,0
6765,0,0,0,0,0,0,0,0,0,0,0
6766,0,0,0,0,0,0,0,0,0,0,0
6767,0,0,0,0,0,0,0,0,0,0,0
6768,0,0,0,0,0,0,0,0,0,0,0
6769,0,0,0,0,0,0,0,0,0,0,0
6770,0,0,0,0,0,0,0,0,0,0,0
6771,0,0,0,0,0,0,0,0,0,0,0
6772,0,0,0,0,0,0,0,0,0,0,0
6773,0,0,0,0,0,0,0,0,0,0,0
6774,0,0,0,0,0,0,0,0,0,0,0
6775,0,16859.09736,132460.9021,185688.553,271633.3491,334147.6466,26185.77553,88040.52553,143737.4654,202962.0084,228474.5785
6776,0,50352.30957,397459.8023,825345.3128,1198318.165,1590933.8,71019.16847,271162.103,432034.4362,881074.2434,986522.2088
6777,0,71144.79365,545520.9863,1272757.915,1933346.424,2611778.331,97715.82987,345508.0484,585603.827,1346160.994,1544752.736
6778,0,72741.88831,574419.3333,1306231.466,1962372.747,2695824.321,99401.95985,364392.9584,613426.3939,1377557.08,1585623.444
6779,0,70011.16145,547238.6304,1168529.139,1802514.627,2477269.042,96019.35352,352525.456,584418.7159,1233835.356,1446380.994
6780,0,65862.79267,500813.7728,1125643.353,1677044.785,2299580.193,90897.02255,313974.5305,536235.6092,1187423.068,1377902.872
6781,0,61150.55166,475911.4357,1130785.404,1610254.347,2201177.321,84361.42701,300912.9244,507511.7385,1187899.44,1327618.762
6782,0,54540.57535,449846.7352,1107011.822,1542227.93,2060946.88,77478.18371,273373.6109,480867.8392,1165891.357,1304976.236
6783,0,51674.34777,376702.3983,970946.3333,1311439.593,1761859.963,73966.50149,219086.9278,401684.871,1016476.027,1121796.883
6784,0,48473.52734,372937.2993,924404.5855,1247850.971,1696274.374,67860.76472,225372.4086,394650.2167,967711.0373,1076088.374
6785,0,43955.59281,323469.3679,790539.0646,1034707.64,1392139.464,59580.1957,195369.171,341262.5903,828798.4806,906138.6799
6786,0,20825.75668,155805.3707,453221.2131,575725.1765,828629.1478,28686.66285,99254.20325,165966.5653,467809.209,508302.8768
6787,0,1048.065542,7954.377465,68760.78334,78817.39153,125262.4961,1067.655602,4017.460961,8186.743461,69990.15785,72969.86124
6788,0,0,0,0,0,0,0,0,0,0,0
6789,0,0,0,0,0,0,0,0,0,0,0
6790,0,0,0,0,0,0,0,0,0,0,0
6791,0,0,0,0,0,0,0,0,0,0,0
6792,0,0,0,0,0,0,0,0,0,0,0
6793,0,0,0,0,0,0,0,0,0,0,0
6794,0,0,0,0,0,0,0,0,0,0,0
6795,0,0,0,0,0,0,0,0,0,0,0
6796,0,0,0,0,0,0,0,0,0,0,0
6797,0,0,0,0,0,0,0,0,0,0,0
6798,0,0,0,0,0,0,0,0,0,0,0
6799,0,13568.62894,102505.492,140533.6024,229546.349,307279.2962,19721.9533,81489.21035,109453.071,147270.7732,178908.9902
6800,0,40613.53416,333602.4407,709447.8253,1061522.786,1535604.21,62629.63616,283834.2192,358769.3641,727265.0425,842434.6621
6801,0,56418.19317,499013.8897,1213029.772,1741898.602,2532966.223,88671.5135,395434.0547,536927.8678,1246034.542,1441508.021
6802,0,63901.86277,555742.5696,1356148.266,1845894.78,2674821.4,94491.84658,423459.4568,596298.7005,1396970.191,1583549.288
6803,0,69588.37625,520004.424,1290449.177,1795673.186,2573008.924,98145.84065,395433.5987,562692.475,1334917.317,1523113.837
6804,0,63202.6855,536337.4273,1268684.808,1807258.243,2567115.595,90379.56026,415941.1108,577494.9764,1312917.378,1500827.013
6805,0,53995.82241,489052.8389,1168146.724,1688049.383,2361287.915,79717.34692,378914.4659,529905.5275,1215581.413,1395715.645
6806,0,56224.73906,517866.4052,1222940.228,1771176.174,2436170.611,80035.78568,370060.1497,553393.1327,1274475.322,1462151.276
6807,0,41642.87225,480226.1075,1165149.53,1725838.202,2361995.091,64226.17453,356016.9732,513703.0531,1218095.466,1412835.772
6808,0,37946.0117,450700.5857,1103163.987,1616666.092,2190117.875,58278.31293,324623.4889,482696.4261,1154351.636,1332774.447
6809,0,24679.18898,331684.1899,840227.4602,1225017.824,1634851.146,42050.15449,235281.5066,360213.7697,892599.4699,1012801.297
6810,0,9822.842795,160739.9007,463303.631,677319.5787,890870.199,17395.29619,116432.7018,175474.6856,493220.0693,560874.6004
6811,0,582.5969337,9938.428605,59099.40051,81482.31355,108444.7592,497.736776,6250.392659,10599.59634,61801.04109,68481.77364
6812,0,0,0,0,0,0,0,0,0,0,0
6813,0,0,0,0,0,0,0,0,0,0,0
6814,0,0,0,0,0,0,0,0,0,0,0
6815,0,0,0,0,0,0,0,0,0,0,0
6816,0,0,0,0,0,0,0,0,0,0,0
6817,0,0,0,0,0,0,0,0,0,0,0
6818,0,0,0,0,0,0,0,0,0,0,0
6819,0,0,0,0,0,0,0,0,0,0,0
6820,0,0,0,0,0,0,0,0,0,0,0
6821,0,0,0,0,0,0,0,0,0,0,0
6822,0,0,0,0,0,0,0,0,0,0,0
6823,0,4348.798123,121828.0983,186605.9141,315970.4232,403701.9344,8890.936848,94616.24702,130497.2335,205267.6494,248134.3432
6824,0,17881.96826,352574.0495,861677.3626,1246542.619,1716655.991,30151.6924,250496.3511,374130.8897,918402.7987,1040651.495
6825,0,23718.94517,446581.636,1311188.356,1874567.699,2642442.379,45087.6491,326541.4281,481045.2143,1389647.674,1574753.794
6826,0,26434.52085,475281.4512,1365768.618,1978989.882,2772200.981,54079.81852,359817.5715,512125.2944,1442659.011,1656709.949
6827,0,30136.89644,459128.1637,1313442.034,1897257.127,2628805.203,56683.30261,337134.4128,493660.5324,1387724.841,1605469.91
6828,0,31680.07179,415160.7435,1234444.499,1818041.91,2500260.163,57472.36793,292428.3881,450458.0082,1304890.879,1531910.46
6829,0,29831.65413,391152.2294,1155199.441,1711054.762,2346389.38,54427.50713,280506.5894,425752.2738,1223227.123,1436621.362
6830,0,29408.69868,353451.6336,1065000.095,1573453.272,2144874.845,52964.53911,243589.5555,389745.2553,1134189.532,1323577.778
6831,0,24352.32056,314552.2422,1024589.326,1510401.262,2063360.379,46142.28494,203130.0262,345279.2902,1091654.459,1262301.775
6832,0,16204.86245,298064.8816,973203.4044,1453626.734,1980399.712,35504.29665,200876.8362,327500.2078,1037780.762,1202722.463
6833,0,13007.16696,268728.7241,893647.0259,1341669.857,1848350.771,29433.69302,187325.7913,294607.3369,951283.8752,1097012.688
6834,0,5615.747915,145416.4693,570287.3932,835412.1523,1166402.622,13773.42876,96049.87515,158169.7259,600516.9333,693860.1818
6835,0,423.6198939,10561.87895,90254.36921,127586.4782,184607.3148,382.7153518,6540.847826,11166.15257,93324.99535,106743.6303
6836,0,0,0,0,0,0,0,0,0,0,0
6837,0,0,0,0,0,0,0,0,0,0,0
6838,0,0,0,0,0,0,0,0,0,0,0
6839,0,0,0,0,0,0,0,0,0,0,0
6840,0,0,0,0,0,0,0,0,0,0,0
6841,0,0,0,0,0,0,0,0,0,0,0
6842,0,0,0,0,0,0,0,0,0,0,0
6843,0,0,0,0,0,0,0,0,0,0,0
6844,0,0,0,0,0,0,0,0,0,0,0
6845,0,0,0,0,0,0,0,0,0,0,0
6846,0,0,0,0,0,0,0,0,0,0,0
6847,0,1595.399347,103552.3878,164705.4391,248061.6065,341068.7955,6919.207616,79766.83627,110364.0924,181891.0681,210300.311
6848,0,10813.42443,366093.1437,811988.325,1190551.248,1606839.252,20825.88482,284271.0488,380931.6798,852852.2979,977917.9231
6849,0,16843.74783,501061.5669,1305073.944,1869414.272,2514020.64,30015.91618,367081.2715,517478.4853,1367899.025,1559110.949
6850,0,26274.36053,517468.3351,1423861.292,2008217.15,2751786.861,41333.64796,382797.7466,534956.6169,1488650.366,1699670.57
6851,0,27473.92713,485611.1965,1392934.899,1947526.964,2682255.94,44813.01712,352364.5928,503221.395,1460134.288,1654220.756
6852,0,27988.60302,472872.121,1344129.314,1874598.839,2599178.329,46652.72164,340468.7262,490698.7568,1406891.609,1602670.668
6853,0,27170.84152,443517.9158,1260899.166,1765035.333,2465645.113,45338.50953,322066.1206,462967.1723,1320102.565,1504801.882
6854,0,22421.93316,433934.6521,1232939.109,1731536.926,2426753.321,37151.24622,304160.661,447819.7169,1288302.86,1471246.359
6855,0,20446.93996,394268.9769,1183681.104,1663583.58,2350266.496,38284.90361,272566.5473,411437.8475,1238347.702,1403974.817
6856,0,17146.10688,358526.5364,1098602.6,1541157.633,2198338.15,31825.02602,266375.446,373605.894,1152274.907,1294126.134
6857,0,14847.25695,304268.9056,951957.0782,1301709.957,1853618.098,27683.96109,225738.3397,316464.458,998499.0115,1113536.481
6858,0,7533.917909,155352.0929,561160.8986,774870.4743,1119149.056,11478.47044,113990.2318,161510.7725,588955.8214,659535.7559
6859,0,654.1849257,10526.00624,90903.92777,125804.4851,190513.343,817.8125598,7246.536176,10987.74858,93744.35642,105955.7423
6860,0,0,0,0,0,0,0,0,0,0,0
6861,0,0,0,0,0,0,0,0,0,0,0
6862,0,0,0,0,0,0,0,0,0,0,0
6863,0,0,0,0,0,0,0,0,0,0,0
6864,0,0,0,0,0,0,0,0,0,0,0
6865,0,0,0,0,0,0,0,0,0,0,0
6866,0,0,0,0,0,0,0,0,0,0,0
6867,0,0,0,0,0,0,0,0,0,0,0
6868,0,0,0,0,0,0,0,0,0,0,0
6869,0,0,0,0,0,0,0,0,0,0,0
6870,0,0,0,0,0,0,0,0,0,0,0
6871,0,10554.34304,106449.6774,179898.5545,289763.8337,381946.498,12588.12984,62084.70592,112906.7671,198760.1299,251078.9679
6872,0,40504.40886,345135.456,849245.7604,1275743.212,1686459.999,49973.76901,236224.5455,368465.0825,905822.1868,1083653.028
6873,0,41256.86949,414017.6696,1282151.534,1929695.08,2612264.525,51579.91339,278195.984,440623.5708,1349924.539,1620947.717
6874,0,47099.09784,469151.067,1338634.732,2056117.075,2757154.029,61336.53059,332070.0868,496809.1565,1405418.608,1685579.683
6875,0,53326.22683,461514.0823,1186974.728,1867334.334,2466074.843,63423.17582,315408.8135,484449.175,1250592.51,1513483.915
6876,0,57430.91713,442594.6285,1090126.398,1746057.893,2293077.269,68038.84326,312615.4581,464825.2035,1148568.103,1396942.938
6877,0,54174.83118,414515.2842,957537.366,1571444.835,2032073.856,67185.73412,294186.0914,438660.0262,1012531.646,1244687.81
6878,0,52045.11439,390625.3265,974197.9015,1590419.103,2092258.112,67857.79531,279812.2747,420099.3935,1030674.326,1270068.164
6879,0,47313.01585,359533.638,892105.6694,1464129.828,1928331.861,63579.66755,263547.4923,387961.3829,942945.2182,1165939.538
6880,0,33131.52173,257469.7614,752376.744,1277304.719,1682462.965,46165.46387,188485.5021,280710.1179,799087.2656,1011813.324
6881,0,26597.34031,238539.6115,767923.2926,1216935.239,1601909.839,37914.05996,159994.055,257697.7298,815681.5787,1001669.509
6882,0,15438.95979,134407.6224,489501.1131,767809.918,997580.5404,18068.51582,83424.50806,141649.0573,516966.9369,632070.458
6883,0,1223.160618,10979.19724,73076.39485,117778.8689,159109.1351,1038.189474,6203.232984,11524.86842,75600.75775,92531.21538
6884,0,0,0,0,0,0,0,0,0,0,0
6885,0,0,0,0,0,0,0,0,0,0,0
6886,0,0,0,0,0,0,0,0,0,0,0
6887,0,0,0,0,0,0,0,0,0,0,0
6888,0,0,0,0,0,0,0,0,0,0,0
6889,0,0,0,0,0,0,0,0,0,0,0
6890,0,0,0,0,0,0,0,0,0,0,0
6891,0,0,0,0,0,0,0,0,0,0,0
