hour_of_day,day_of_week,month,kWh
13,1,11,4968000
14,1,11,4991000
15,1,11,4971000
16,1,11,4950000
17,1,11,5031000.000000001
18,1,11,5111000.000000001
19,1,11,5114000
20,1,11,5044000.000000001
21,1,11,5002000
22,1,11,4904000
23,1,11,4489000.000000001
0,1,11,4138000
1,2,11,3817000
2,2,11,3625000
3,2,11,3509000
4,2,11,3464000
5,2,11,3557000
6,2,11,3925000
7,2,11,4589000
8,2,11,5198000
9,2,11,5269000
10,2,11,5224000
11,2,11,5098000.000000001
12,2,11,5052000
13,2,11,4996000
14,2,11,4992000
15,2,11,4991000
16,2,11,4983000
17,2,11,5052000
18,2,11,5130000.000000001
19,2,11,5127000.000000001
20,2,11,5010000
21,2,11,4939999.999999999
22,2,11,4830000
23,2,11,4429000
0,2,11,4110000.0000000005
1,3,11,3796000.0000000005
2,3,11,3606000
3,3,11,3487000
4,3,11,3443000
5,3,11,3514000.0000000005
6,3,11,3885999.9999999995
7,3,11,4539000
8,3,11,5144000
9,3,11,5292000
10,3,11,5295999.999999999
11,3,11,5192000
12,3,11,5170000
13,3,11,5128000
14,3,11,5066000
15,3,11,5132000
16,3,11,5095000
17,3,11,5157000
18,3,11,5241000
19,3,11,5220000.000000001
20,3,11,5115000
21,3,11,5007000
22,3,11,4859000
23,3,11,4468000
0,3,11,4137000.0000000005
1,4,11,3807000.0000000005
2,4,11,3623999.9999999995
3,4,11,3509000
4,4,11,3456000.0000000005
5,4,11,3524000
6,4,11,3820999.9999999995
7,4,11,4384000
8,4,11,4979000
9,4,11,5223000
10,4,11,5320000
11,4,11,5286000
12,4,11,5266999.999999999
13,4,11,5210000
14,4,11,5140000.000000001
15,4,11,5121000
16,4,11,5096000
17,4,11,5137000
18,4,11,5141000
19,4,11,5042000
20,4,11,4904000
21,4,11,4824000
22,4,11,4720000
23,4,11,4403000.000000001
0,4,11,4099000
1,5,11,3779000
2,5,11,3566000
3,5,11,3450000
4,5,11,3395500
5,5,11,3401000
6,5,11,3613000
7,5,11,3902000
8,5,11,4271000
9,5,11,4621000
10,5,11,4878000
11,5,11,4843999.999999999
12,5,11,4750750
13,5,11,4645000
14,5,11,4535000
15,5,11,4458000
16,5,11,4358000.000000001
17,5,11,4409000.000000001
18,5,11,4499000.000000001
19,5,11,4483000.000000001
20,5,11,4502000
21,5,11,4535000
22,5,11,4537000.000000001
23,5,11,4261000
0,5,11,3995000
1,6,11,3692000
2,6,11,3472000
3,6,11,3363000
4,6,11,3304000.0000000005
5,6,11,3336999.9999999995
6,6,11,3532000
7,6,11,3804000.0000000005
8,6,11,4134000.0000000005
9,6,11,4461000
10,6,11,4641999.999999999
11,6,11,4567000
12,6,11,4490000
13,6,11,4403000.000000001
14,6,11,4305000
15,6,11,4279999.999999999
16,6,11,4247999.999999999
17,6,11,4366000
18,6,11,4515000.000000001
19,6,11,4604000
20,6,11,4576000.000000001
21,6,11,4600000
22,6,11,4569000
23,6,11,4191000.000000001
0,6,11,3856000
1,0,11,3525000
2,0,11,3341000
3,0,11,3272000.0000000005
4,0,11,3271000
5,0,11,3372000
6,0,11,3788999.9999999995
7,0,11,4523000
8,0,11,5148000
9,0,11,5208000
10,0,11,5134000
11,0,11,4998000
12,0,11,4943000
13,0,11,4877000
14,0,11,4814999.999999999
15,0,11,4814999.999999999
16,0,11,4810000
17,0,11,4891000
18,0,11,4998000
19,0,11,5007000
20,0,11,4919000.000000001
21,0,11,4881000
22,0,11,4821000
23,0,11,4414000
0,0,11,4046999.9999999995
1,1,11,3716999.9999999995
2,1,11,3529000
3,1,11,3450000
4,1,11,3401000
5,1,11,3497000
6,1,11,3881000
7,1,11,4557000
8,1,11,5161000
9,1,11,5191000.000000001
10,1,11,5092000
11,1,11,4954000.000000001
12,1,11,4938000.000000001
13,1,11,4896000
14,1,11,4859000
15,1,11,4863000
16,1,11,4872000
17,1,11,4971000
18,1,11,5057000
19,1,11,5064000
20,1,11,4988000
21,1,11,4944000.000000001
22,1,11,4850000
23,1,11,4416000
0,1,11,4059000
1,2,11,3738000
2,2,11,3589000
3,2,11,3482000
4,2,11,3479000
5,2,11,3538666.666666667
6,2,11,3896000
7,2,11,4569000
8,2,11,5178000
9,2,11,5277000
10,2,11,5266000
11,2,11,5151000
12,2,11,5137000
13,2,11,5053000
14,2,11,4977000
15,2,11,4954000.000000001
16,2,11,4946000
17,2,11,5026999.999999999
18,2,11,5090999.999999999
19,2,11,5091000
20,2,11,4989000
21,2,11,4946000
22,2,11,4887000
23,2,11,4491000
0,2,11,4138999.9999999995
1,3,11,3803000
2,3,11,3613000
3,3,11,3518000
4,3,11,3482000
5,3,11,3562999.9999999995
6,3,11,3929000.0000000005
7,3,11,4612000
8,3,11,5283000
9,3,11,5373000
10,3,11,5314000
11,3,11,5180000
12,3,11,5156000.000000001
13,3,11,5112000
14,3,11,5043000
15,3,11,5068000
16,3,11,5039000
17,3,11,5102000
18,3,11,5191000.000000001
19,3,11,5212000
20,3,11,5149000
21,3,11,5143000
22,3,11,5066000.000000001
23,3,11,4639000
0,3,11,4254000
1,4,11,3928000
2,4,11,3740000
3,4,11,3633000
4,4,11,3590000
5,4,11,3665000
6,4,11,4046000.0000000005
7,4,11,4726000
8,4,11,5349000
9,4,11,5419000.000000001
10,4,11,5308999.999999999
11,4,11,5128000
12,4,11,5058999.999999999
13,4,11,4979000
14,4,11,4881000
15,4,11,4859999.999999999
16,4,11,4819000
17,4,11,4887000
18,4,11,4945000
19,4,11,4935000.000000001
20,4,11,4875999.999999999
21,4,11,4856999.999999999
22,4,11,4829000.000000001
23,4,11,4509000
0,4,11,4198000
1,5,11,3854000
2,5,11,3636000
3,5,11,3497000
4,5,11,3425000
5,5,11,3370000
6,5,11,3653000
7,5,11,3924000.0000000005
8,5,11,4277000
9,5,11,4629000
10,5,11,4899000
11,5,11,4835000
12,5,11,4746000
13,5,11,4624000.000000001
14,5,11,4498000
15,5,11,4467000.000000001
16,5,11,4436000
17,5,11,4534000
18,5,11,4659000
19,5,11,4709000
20,5,11,4627000.000000001
21,5,11,4585000
22,5,11,4558000
23,5,11,4272000
0,5,11,4015000.0000000005
1,6,11,3708999.9999999995
2,6,11,3481000
3,6,11,3386000
4,6,11,3320000
5,6,11,3333000
6,6,11,3494000
7,6,11,3740000
8,6,11,4067000
9,6,11,4414000
10,6,11,4646000
11,6,11,4592000.000000001
12,6,11,4529000
13,6,11,4471999.999999999
14,6,11,4381000
15,6,11,4357000
16,6,11,4318000
17,6,11,4439999.999999999
18,6,11,4612000
19,6,11,4713000
20,6,11,4643000.000000001
21,6,11,4650000
22,6,11,4653000.000000001
23,6,11,4289000
0,6,11,3953000
1,0,11,3639000.0000000005
2,0,11,3471000
3,0,11,3388000
4,0,11,3360999.9999999995
5,0,11,3454000
6,0,11,3840000
7,0,11,4531000.000000001
8,0,11,5149000
9,0,11,5230000
10,0,11,5166000
11,0,11,5055999.999999999
12,0,11,5050000.000000001
13,0,11,5016999.999999999
14,0,11,4959000
15,0,11,4949000
16,0,11,4974000
17,0,11,5071000
18,0,11,5176000
19,0,11,5194000
20,0,11,5063000
21,0,11,4969000
22,0,11,4898000
23,0,11,4496000
0,0,11,4153000.0000000005
1,1,11,3854000
2,1,11,3677000
3,1,11,3583000
4,1,11,3546000
5,1,11,3602999.9999999995
6,1,11,3969000
7,1,11,4617000
8,1,11,5248000
9,1,11,5362000
10,1,11,5346000
11,1,11,5247000
12,1,11,5215000
13,1,11,5202999.999999999
14,1,11,5167000
15,1,11,5157000
16,1,11,5157999.999999999
17,1,11,5236000
18,1,11,5305000
19,1,11,5304000
20,1,11,5189000
21,1,11,5084000
22,1,11,4994000
23,1,11,4583000
0,1,11,4225000
1,2,11,3895000
2,2,11,3713000
3,2,11,3610000.0000000005
4,2,11,3562999.9999999995
5,2,11,3626000
6,2,11,3981000
7,2,11,4625000
8,2,11,5244999.999999999
9,2,11,5359999.999999999
10,2,11,5326000.000000001
11,2,11,5236000.000000001
12,2,11,5217000.000000001
13,2,11,5165000
14,2,11,5135999.999999999
15,2,11,5152000
16,2,11,5143000
17,2,11,5191000.000000001
18,2,11,5234000
19,2,11,5175000.000000001
20,2,11,5092000.000000001
21,2,11,5029999.999999999
22,2,11,4981000
23,2,11,4603000
0,2,11,4279000
1,3,11,3959000
2,3,11,3749000
3,3,11,3641000
4,3,11,3582000
5,3,11,3631999.9999999995
6,3,11,3965000
7,3,11,4595000.000000001
8,3,11,5205999.999999999
9,3,11,5343000
10,3,11,5339000
11,3,11,5244000
12,3,11,5228000
13,3,11,5183000
14,3,11,5177000
15,3,11,5192000
16,3,11,5188000.000000001
17,3,11,5229000
18,3,11,5256000
19,3,11,5235000
20,3,11,5118000
21,3,11,5034000
22,3,11,5002000.000000001
23,3,11,4622000
0,3,11,4288000
1,4,11,3947999.9999999995
2,4,11,3747000
3,4,11,3633000
4,4,11,3575000
5,4,11,3631999.9999999995
6,4,11,3981000
7,4,11,4580000
8,4,11,5189000
9,4,11,5335000
10,4,11,5319000
11,4,11,5238000
12,4,11,5241000
13,4,11,5188000.000000001
14,4,11,5119999.999999999
15,4,11,5149000
16,4,11,5096999.999999999
17,4,11,5121000
18,4,11,5122000
19,4,11,5078000
20,4,11,4958000
21,4,11,4886000
22,4,11,4870000
23,4,11,4579000.000000001
0,4,11,4295999.999999999
1,5,11,3967000
2,5,11,3753000
3,5,11,3622000
4,5,11,3550000
5,5,11,3558000
6,5,11,3744000
7,5,11,4010000
8,5,11,4346999.999999999
9,5,11,4675000.000000001
10,5,11,4938000
11,5,11,4904999.999999999
12,5,11,4866000
13,5,11,4773000
14,5,11,4672000.000000001
15,5,11,4647000
16,5,11,4605000
17,5,11,4663000
18,5,11,4754000
19,5,11,4743000
20,5,11,4632000
21,5,11,4577000
22,5,11,4548999.999999999
23,5,11,4317000
0,5,11,4086000.0000000005
1,6,12,3795000
2,6,12,3585000
3,6,12,3490000
4,6,12,3432000.0000000005
5,6,12,3444000
6,6,12,3614000
7,6,12,3832000
8,6,12,4122000
9,6,12,4445000
10,6,12,4746000
11,6,12,4745000
12,6,12,4715000
13,6,12,4673000
14,6,12,4601000
15,6,12,4604000
16,6,12,4564000
17,6,12,4672000
18,6,12,4824000
19,6,12,4863000
20,6,12,4761000
21,6,12,4687000
22,6,12,4670000
23,6,12,4335000
0,6,12,4035000
1,0,12,3741000
2,0,12,3562999.9999999995
3,0,12,3461999.9999999995
4,0,12,3426000
5,0,12,3525000.0000000005
6,0,12,3889000
7,0,12,4531000.000000001
8,0,12,5135999.999999999
9,0,12,5278000
10,0,12,5324000
11,0,12,5282000
12,0,12,5269000
13,0,12,5241000
14,0,12,5193000
15,0,12,5255000
16,0,12,5260000
17,0,12,5343000
18,0,12,5395000
19,0,12,5365000
20,0,12,5201000.000000001
21,0,12,5077999.999999999
22,0,12,5045000
23,0,12,4641999.999999999
0,0,12,4295000
1,1,12,3964000
2,1,12,3762000
3,1,12,3657000
4,1,12,3599999.9999999995
5,1,12,3645000
6,1,12,4003999.9999999995
7,1,12,4607000
8,1,12,5221000
9,1,12,5365000
10,1,12,5406000.000000001
11,1,12,5351000
12,1,12,5349000
13,1,12,5339000
14,1,12,5343999.999999999
15,1,12,5354000
16,1,12,5380000.000000001
17,1,12,5479000
18,1,12,5507000
19,1,12,5455999.999999999
20,1,12,5285000
21,1,12,5138999.999999999
22,1,12,5110000
23,1,12,4726000
0,1,12,4366000
1,2,12,4027000
2,2,12,3820000.0000000005
3,2,12,3706000
4,2,12,3651000
5,2,12,3699000
6,2,12,4044000.0000000005
7,2,12,4625000
8,2,12,5215999.999999999
9,2,12,5363000
10,2,12,5393000
11,2,12,5303000
12,2,12,5356000
13,2,12,5364000
14,2,12,5350000
15,2,12,5372000
16,2,12,5381000
17,2,12,5451000.000000001
18,2,12,5475000
19,2,12,5419000.000000001
20,2,12,5266999.999999999
21,2,12,5124000
22,2,12,5059000
23,2,12,4692000
0,2,12,4337000
1,3,12,4016000
2,3,12,3827000
3,3,12,3706000
4,3,12,3658000
5,3,12,3719000.0000000005
6,3,12,4064999.9999999995
7,3,12,4670000
8,3,12,5274000
9,3,12,5446000
10,3,12,5443000
11,3,12,5377000.000000001
12,3,12,5399000
13,3,12,5448000
14,3,12,5418000
15,3,12,5447000
16,3,12,5471999.999999999
17,3,12,5527000
18,3,12,5527000
19,3,12,5451000.000000001
20,3,12,5301000
21,3,12,5204000.000000001
22,3,12,5144000
23,3,12,4775000
0,3,12,4423000
1,4,12,4077000
2,4,12,3870000
3,4,12,3750000
4,4,12,3686000
5,4,12,3732999.9999999995
6,4,12,4067000
7,4,12,4650000
8,4,12,5228000
9,4,12,5381000
10,4,12,5420000
11,4,12,5330999.999999999
12,4,12,5314000
13,4,12,5254000
14,4,12,5202000
15,4,12,5244000
16,4,12,5207000.000000001
17,4,12,5226000
18,4,12,5209000
19,4,12,5119999.999999999
20,4,12,4999000
21,4,12,4888999.999999999
22,4,12,4884000
23,4,12,4603000
0,4,12,4327000
1,5,12,3992000
2,5,12,3762000
3,5,12,3642000.0000000005
4,5,12,3567000
5,5,12,3580000
6,5,12,3763000
7,5,12,4019000
8,5,12,4333000
9,5,12,4650000
10,5,12,4920000
11,5,12,4896000
12,5,12,4826000
13,5,12,4726000
14,5,12,4656000.000000001
15,5,12,4663000
16,5,12,4614000
17,5,12,4672000
18,5,12,4746000
19,5,12,4729000
20,5,12,4618000
21,5,12,4554000
22,5,12,4555000
23,5,12,4317000
0,5,12,4075000
1,6,12,3793000
2,6,12,3588000
3,6,12,3475000
4,6,12,3397999.9999999995
5,6,12,3411000
6,6,12,3575999.9999999995
7,6,12,3786000
8,6,12,4060000.0000000005
9,6,12,4399000
10,6,12,4728000
11,6,12,4763999.999999999
12,6,12,4768000.000000001
13,6,12,4738000
14,6,12,4676000
15,6,12,4686000
16,6,12,4650000
17,6,12,4750000
18,6,12,4900000
19,6,12,4935000.000000001
20,6,12,4829000.000000001
21,6,12,4732000
22,6,12,4657999.999999999
23,6,12,4314999.999999999
0,6,12,4027000
1,0,12,3735999.9999999995
2,0,12,3567999.9999999995
3,0,12,3477000.0000000005
4,0,12,3444000
5,0,12,3512000
6,0,12,3882000
7,0,12,4488000
8,0,12,5111000.000000001
9,0,12,5298999.999999999
10,0,12,5406000.000000001
11,0,12,5351000
12,0,12,5385000
13,0,12,5378000
14,0,12,5365000
15,0,12,5397000
16,0,12,5338000
17,0,12,5427000
18,0,12,5478999.999999999
19,0,12,5413000
20,0,12,5218000
21,0,12,5039000
22,0,12,4964000
23,0,12,4585000.000000001
0,0,12,4265000
1,1,12,3947999.9999999995
2,1,12,3777000
3,1,12,3662000
4,1,12,3612000
5,1,12,3675000
6,1,12,4035000
7,1,12,4650000
8,1,12,5205000
9,1,12,5307000
10,1,12,5335000
11,1,12,5263999.999999999
12,1,12,5277000
13,1,12,5224000
14,1,12,5211000
15,1,12,5229000
16,1,12,5224000
17,1,12,5258000
18,1,12,5306000
19,1,12,5266999.999999999
20,1,12,5136000
21,1,12,5018000
22,1,12,5022000
23,1,12,4670999.999999999
0,1,12,4318000
1,2,12,3981000
2,2,12,3800000
3,2,12,3689000
4,2,12,3626000
5,2,12,3695000.0000000005
6,2,12,4057000.0000000005
7,2,12,4667000
8,2,12,5265000.000000001
9,2,12,5393000.000000001
10,2,12,5417000
11,2,12,5342000.000000001
12,2,12,5363000
13,2,12,5327999.999999999
14,2,12,5320000
15,2,12,5319000
16,2,12,5293000
17,2,12,5391000
18,2,12,5418000
19,2,12,5367000
20,2,12,5255000
21,2,12,5125000
22,2,12,5071000
23,2,12,4705999.999999999
0,2,12,4379000
1,3,12,4058000
2,3,12,3878000
3,3,12,3763000
4,3,12,3705000
5,3,12,3775000
6,3,12,4094000.0000000005
7,3,12,4672000
8,3,12,5276000
9,3,12,5437000
10,3,12,5471999.999999999
11,3,12,5412000
12,3,12,5435000.000000001
13,3,12,5397000
14,3,12,5367000
15,3,12,5334000
16,3,12,5343000
17,3,12,5395000
18,3,12,5413000
19,3,12,5361000.000000001
20,3,12,5208000
21,3,12,5069000
22,3,12,5045000
23,3,12,4711000
0,3,12,4363000
1,4,12,4034000
2,4,12,3833000
3,4,12,3719000.0000000005
4,4,12,3532333.3333333335
5,4,12,3726000
6,4,12,4064999.9999999995
7,4,12,4624000.000000001
8,4,12,5183000
9,4,12,5377000.000000001
10,4,12,5425000.000000001
11,4,12,5370000
12,4,12,5330000
13,4,12,5311999.999999999
14,4,12,5274000
15,4,12,5284000
16,4,12,5247999.999999999
17,4,12,5252000
18,4,12,5246000
19,4,12,5182000
20,4,12,5048999.999999999
21,4,12,4918000
22,4,12,4906000.000000001
23,4,12,4649000
0,4,12,4366000
1,5,12,4035999.9999999995
2,5,12,3815000
3,5,12,3680000
4,5,12,3606000
5,5,12,3614000
6,5,12,3796000
7,5,12,4035000
8,5,12,4388000
9,5,12,4720000.000000001
10,5,12,4983000.000000001
11,5,12,4989000.000000001
12,5,12,4970000
13,5,12,4936000
14,5,12,4912000.000000001
15,5,12,4942000
16,5,12,4905000
17,5,12,4992000
18,5,12,5064999.999999999
19,5,12,5047000.000000001
20,5,12,4909000.000000001
21,5,12,4738000
22,5,12,4734000
23,5,12,4499000.000000001
0,5,12,4250999.999999999
1,6,12,3934000
2,6,12,3703999.9999999995
3,6,12,3594999.9999999995
4,6,12,3522999.9999999995
5,6,12,3522999.9999999995
6,6,12,3677000
7,6,12,3884000
8,6,12,4168000
9,6,12,4467000.000000001
10,6,12,4759000
11,6,12,4792000
12,6,12,4789999.999999999
13,6,12,4787000
14,6,12,4752000.000000001
15,6,12,4785000
16,6,12,4769000
17,6,12,4899000
18,6,12,5042000
19,6,12,5077000
20,6,12,4964000
21,6,12,4850000
22,6,12,4850000
23,6,12,4526000
0,6,12,4205000
1,0,12,3891000
2,0,12,3682000
3,0,12,3599000
4,0,12,3554000
5,0,12,3610000.0000000005
6,0,12,3966000
7,0,12,4544000.000000001
8,0,12,5133000
9,0,12,5365000
10,0,12,5476000
11,0,12,5442000
12,0,12,5493000
13,0,12,5476000
14,0,12,5427000
15,0,12,5407000
16,0,12,5385000
17,0,12,5404000
18,0,12,5425000
19,0,12,5346000
20,0,12,5154999.999999999
21,0,12,5005000
22,0,12,4969000
23,0,12,4582000
0,0,12,4275000
1,1,12,3939000
2,1,12,3735000
3,1,12,3634000
4,1,12,3586999.9999999995
5,1,12,3650000
6,1,12,4002000
7,1,12,4598000
8,1,12,5149000
9,1,12,5298000
10,1,12,5324999.999999999
11,1,12,5257000
12,1,12,5209000
13,1,12,5197000
14,1,12,5157000
15,1,12,5141000
16,1,12,5087000
17,1,12,5144000
18,1,12,5188000
19,1,12,5143000.000000001
20,1,12,5028000.000000001
21,1,12,4922000.000000001
22,1,12,4945000
23,1,12,4612000
0,1,12,4271000.000000001
1,2,12,3933000
2,2,12,3741000
3,2,12,3637000
4,2,12,3591000
5,2,12,3639000.0000000005
6,2,12,3974000
7,2,12,4564000
8,2,12,5085000
9,2,12,5231000
10,2,12,5239000
11,2,12,5139000
12,2,12,5126000
13,2,12,5082000
14,2,12,5047000.000000001
15,2,12,5052000
16,2,12,5019000
17,2,12,5073000
18,2,12,5122000
19,2,12,5099000
20,2,12,4993000
21,2,12,4880000
22,2,12,4909000.000000001
23,2,12,4580999.999999999
0,2,12,4240000
1,3,12,3902000
2,3,12,3692000
3,3,12,3583999.9999999995
4,3,12,3514000.0000000005
5,3,12,3583000
6,3,12,3908000.0000000005
7,3,12,4435000.000000001
8,3,12,4975000
9,3,12,5188000.000000001
10,3,12,5270000
11,3,12,5189999.999999999
12,3,12,5198000
13,3,12,5144000
14,3,12,5111000
15,3,12,5093000
16,3,12,5080000
17,3,12,5127000.000000001
18,3,12,5169000.000000001
19,3,12,5161000
20,3,12,5037000
21,3,12,4889000
22,3,12,4862000
23,3,12,4513000
0,3,12,4183000
1,4,12,3843000
2,4,12,3640000
3,4,12,3514999.9999999995
4,4,12,3453999.9999999995
5,4,12,3479000
6,4,12,3771000
7,4,12,4263999.999999999
8,4,12,4744000
9,4,12,4977000
10,4,12,5096999.999999999
11,4,12,5040000
12,4,12,5003000
13,4,12,4926000
14,4,12,4894000
15,4,12,4866000
16,4,12,4826000.000000001
17,4,12,4850000
18,4,12,4860000
19,4,12,4797000.000000001
20,4,12,4657000
21,4,12,4528000.000000001
22,4,12,4527000
23,4,12,4278000.000000001
0,4,12,4001000.0000000005
1,5,12,3675000
2,5,12,3461999.9999999995
3,5,12,3352000.0000000005
4,5,12,3283000
5,5,12,3277000
6,5,12,3453000.0000000005
7,5,12,3694000
8,5,12,4020000.0000000005
9,5,12,4350000
10,5,12,4636000
11,5,12,4635000
12,5,12,4621000
13,5,12,4547000.000000001
14,5,12,4487000
15,5,12,4380000
16,5,12,4240000
17,5,12,4335000
18,5,12,4534000
19,5,12,4526999.999999999
20,5,12,4376000
21,5,12,4250999.999999999
22,5,12,4270000
23,5,12,4046999.9999999995
0,5,12,3801000
1,6,12,3506999.9999999995
2,6,12,3309000
3,6,12,3192000
4,6,12,3121000
5,6,12,3128000
6,6,12,3280999.9999999995
7,6,12,3485999.9999999995
8,6,12,3782000
9,6,12,4115000
10,6,12,4411000
11,6,12,4403000.000000001
12,6,12,4397000
13,6,12,4366000
14,6,12,4330999.999999999
15,6,12,4320000
16,6,12,4323000
17,6,12,4393000
18,6,12,4486000
19,6,12,4489000.000000001
20,6,12,4359000
21,6,12,4244000
22,6,12,4284000.000000001
23,6,12,4045000
0,6,12,3779000
1,0,12,3482000
2,0,12,3266000
3,0,12,3283750
4,0,12,3371750
5,0,12,3434500
6,0,12,3391000
7,0,12,3769000
8,0,12,4181000
9,0,12,4458000
10,0,12,4662000.000000001
11,0,12,4639000
12,0,12,4651999.999999999
13,0,12,4635000
14,0,12,4558999.999999999
15,0,12,4629000
16,0,12,4587000
17,0,12,4643000.000000001
18,0,12,4712000
19,0,12,4680000
20,0,12,4535000
21,0,12,4411000
22,0,12,4432000
23,0,12,4183000
0,0,12,3908000.0000000005
1,1,12,3585000
2,1,12,3392000
3,1,12,3282000
4,1,12,3200000
5,1,12,3218000
6,1,12,3445999.9999999995
7,1,12,3793000
8,1,12,4191000.000000001
9,1,12,4500000
10,1,12,4738000
11,1,12,4752000.000000001
12,1,12,4721000
13,1,12,4654999.999999999
14,1,12,4593000
15,1,12,4605000
16,1,12,4544000
17,1,12,4599000
18,1,12,4623000
19,1,12,4537000
20,1,12,4419000.000000001
21,1,12,4300000
22,1,12,4325000
23,1,12,4104000
0,1,12,3851000
1,2,12,3528000
2,2,12,3328000
3,2,12,3200000
4,2,12,3115000
5,2,12,3112000
6,2,12,3256000
7,2,12,3492000
8,2,12,3851000
9,2,12,4199999.999999999
10,2,12,4483000.000000001
11,2,12,4490000
12,2,12,4442000
13,2,12,4307000
14,2,12,4124000.0000000005
15,2,12,4062999.9999999995
16,2,12,3982000
17,2,12,3982000
18,2,12,3961000.0000000005
19,2,12,3844000
20,2,12,3889000.0000000005
21,2,12,3884000
22,2,12,3952000
23,2,12,3791000.0000000005
0,2,12,3601000
1,3,12,3349000
2,3,12,3187999.9999999995
3,3,12,3097000
4,3,12,3046999.9999999995
5,3,12,3070000.0000000005
6,3,12,3218000
7,3,12,3410000
8,3,12,3658000.0000000005
9,3,12,3964000
10,3,12,4281000
11,3,12,4344000
12,3,12,4279999.999999999
13,3,12,4228000
14,3,12,4128999.9999999995
15,3,12,4149000
16,3,12,4086999.9999999995
17,3,12,4115000
18,3,12,4149000
19,3,12,4157999.9999999995
20,3,12,4104000
21,3,12,4058000
22,3,12,4083000
23,3,12,3848000
0,3,12,3613000
1,4,12,3352000.0000000005
2,4,12,3192000
3,4,12,3104000
4,4,12,3059999.9999999995
5,4,12,3094999.9999999995
6,4,12,3288000.0000000005
7,4,12,3560000
8,4,12,3901000
9,4,12,4213000
10,4,12,4486000.000000001
11,4,12,4500999.999999999
12,4,12,4447000
13,4,12,4362000
14,4,12,4242000
15,4,12,4215000
16,4,12,4163999.9999999995
17,4,12,4222000
18,4,12,4284000
19,4,12,4290000
20,4,12,4207000.000000001
21,4,12,4138000
22,4,12,4192999.9999999995
23,4,12,3979000
0,4,12,3716000
1,5,12,3417000
2,5,12,3227000.0000000005
3,5,12,3329666.666666667
4,5,12,3485333.333333333
5,5,12,3490333.333333333
6,5,12,3670666.6666666665
7,5,12,3916000
8,5,12,3673000
9,5,12,3955999.9999999995
10,5,12,4225000
11,5,12,4225000
12,5,12,4176999.9999999995
13,5,12,4424333.333333333
14,5,12,4042000
15,5,12,4045999.9999999995
16,5,12,3975000
17,5,12,4083000
18,5,12,4205000
19,5,12,4246000
20,5,12,4174000.0000000005
21,5,12,4082000
22,5,12,4143000.0000000005
23,5,12,3921000.0000000005
0,5,12,3690000
1,6,12,3405000.0000000005
2,6,12,3217000
3,6,12,3277750
4,6,12,3368500
5,6,12,3376500
6,6,12,3537000
7,6,12,3375000
8,6,12,3619000
9,6,12,3890000
10,6,12,4179000.0000000005
11,6,12,4213000
12,6,12,4185000.0000000005
13,6,12,4155999.9999999995
14,6,12,4106999.9999999995
15,6,12,4149000
16,6,12,4119000
17,6,12,4224000
18,6,12,4352000
19,6,12,4365000
20,6,12,4253000
21,6,12,4151000
22,6,12,4170999.9999999995
23,6,12,3921000.0000000005
0,6,12,3659000
1,0,12,3379000
2,0,12,3215000
3,0,12,3104000
4,0,12,3062999.9999999995
5,0,12,3091000
6,0,12,3296999.9999999995
7,0,12,3570000
8,0,12,3914000
9,0,12,4199000
10,0,12,4458000
11,0,12,4510000
12,0,12,4504000
13,0,12,4476000.000000001
14,0,12,4398000
15,0,12,4429000
16,0,12,4387000
17,0,12,4437000
18,0,12,4500999.999999999
19,0,12,4444000.000000001
20,0,12,4295000
21,0,12,4189999.9999999995
22,0,12,4223000
23,0,12,3967000
0,0,12,3716999.9999999995
1,1,12,3414000
