cogen_wood_kWh
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26680.91304347826
26776.541666666668
26782.75
26851.625
26845.75
26754.333333333332
26866.416666666668
27071.416666666668
27414.041666666668
27685.833333333332
27822.333333333332
27804.541666666668
27860
27957.166666666668
28017.25
28096.458333333332
28282.75
28539.958333333332
28888.25
29067.875
29391.291666666668
29732.166666666668
30025.75
30160.25
30121.625
30189
30157.208333333332
30133.5
30055.5
30161
30182.208333333332
30202.75
30181.583333333332
30151.166666666668
30165.583333333332
30174.666666666668
30209.125
30251.166666666668
30363.25
30438.875
30400.958333333332
30377.458333333332
30365.25
30360.583333333332
30405.458333333332
30435.75
30583.5
30629.541666666668
30777.083333333332
30857.458333333332
30924.125
31005.5
31205.75
31288.708333333332
31381.291666666668
31440.875
31524.166666666668
31563.5
31558.708333333332
31470.875
31312.958333333332
31119.958333333332
30838.75
30546.708333333332
30364.583333333332
30095.916666666668
29888.666666666668
29759.833333333332
29572.125
29347.25
29096.208333333332
29095.083333333332
28997.625
28874.166666666668
28721
28533.208333333332
28360.833333333332
28194.708333333332
28040.041666666668
27910.083333333332
27722.833333333332
27607.833333333332
27519.75
27515.583333333332
27546.666666666668
27617.875
27762.625
27934.416666666668
28108.791666666668
28318.916666666668
28468.833333333332
28576.291666666668
28703.833333333332
28878.166666666668
29020.416666666668
28982.083333333332
28964.833333333332
28968.916666666668
28987.083333333332
28967.875
28960.041666666668
28934.916666666668
28900.291666666668
28860.458333333332
28836.875
28826.791666666668
28739.166666666668
28674
28629.875
28536.625
28436.291666666668
28211.208333333332
27717.916666666668
27294.083333333332
26945.875
26610.208333333332
26447.416666666668
26282.625
26166.625
26052.25
25889.875
25753.083333333332
25646.916666666668
25561.583333333332
25429.375
25291.625
25170.208333333332
25041.583333333332
24991.291666666668
24913.458333333332
24923.166666666668
24921.833333333332
24955.791666666668
25025.25
25090.458333333332
25301.541666666668
25763.125
26130.958333333332
26421.083333333332
26677.958333333332
26825.125
27007.375
27007.291666666668
26905.375
26712.5
26233.041666666668
25782.125
25260.125
24729.625
24177.208333333332
23585.166666666668
22987.541666666668
22398.75
21792.833333333332
21129.375
20467.958333333332
19752.625
19012.875
18260.375
17504.5
16772.958333333332
16053.875
15390.458333333334
14770.875
14086.916666666666
13346.5
12887.083333333334
12594.125
12384.208333333334
12372.666666666666
12351.25
12532.25
12732.208333333334
12983.458333333334
13153.666666666666
13383.583333333334
13566.666666666666
13739.041666666666
13925.125
14084.208333333334
14340.583333333334
14609.166666666666
14871
15111.916666666666
15336.791666666666
15635.625
15812.25
15948.791666666666
16146.708333333334
16330.666666666666
16388.375
16374.416666666666
16384.666666666668
16462.125
16509.25
16387.208333333332
16288.958333333334
16214.833333333334
16224.458333333334
16203.916666666666
16179.75
16208.25
16254.75
16471.708333333332
16610.041666666668
16713.416666666668
16801.625
16883.208333333332
16968.708333333332
16956.666666666668
17068.916666666668
17199.083333333332
17245.125
17299.791666666668
17374.291666666668
17476.375
17605.833333333332
17742.166666666668
17856.708333333332
17933.541666666668
17900.708333333332
17795.916666666668
17696.583333333332
17598.666666666668
17497.708333333332
17378.208333333332
17263.083333333332
16946.875
16509.125
16335.916666666666
16184.708333333334
16098.541666666666
15973
15918.75
15897.541666666666
15828.666666666666
15746.208333333334
15757.875
15797.25
15801.083333333334
15794.75
15760.625
15715.125
15795.375
16005.583333333334
16255.708333333334
16586.625
16942.5
17339.541666666668
17699.666666666668
17941.625
18248.208333333332
18688.375
18878.458333333332
19129.458333333332
19267.833333333332
19402.708333333332
19499.875
19533.333333333332
19679.916666666668
19817.583333333332
19867
19829.5
19793.083333333332
19774.25
19876.083333333332
19964.416666666668
20005.958333333332
20145.875
20474.333333333332
20679.916666666668
20876.083333333332
21027.833333333332
21202.916666666668
21495.208333333332
21795.916666666668
22093.041666666668
22507.5
22824.458333333332
23201
23493.208333333332
23821.041666666668
24128.75
24348.75
24626.291666666668
24900.833333333332
25156.583333333332
25424.708333333332
25781.708333333332
26017.25
26281.833333333332
26623.458333333332
26759
26802.291666666668
26877.083333333332
26933.25
26991.5
27055.208333333332
27133.25
27224.375
27351.25
27368.875
27334.208333333332
27365.833333333332
27375.75
27289.166666666668
27203.375
27073.958333333332
26926.708333333332
26772.375
26795.291666666668
26920.083333333332
27034.5
27117.958333333332
27191.166666666668
27215.25
27315.375
27316.208333333332
27243
27235.25
27206.958333333332
27170.125
27199.541666666668
27225.083333333332
27284.916666666668
27336.375
27399.791666666668
27398.916666666668
27591.166666666668
27837.208333333332
28141.458333333332
28491.833333333332
28845.625
29191.916666666668
29381.916666666668
29587.625
29710.666666666668
29795.583333333332
29879
29956.75
30080.458333333332
30198.708333333332
30400.791666666668
30562.666666666668
30741.083333333332
30893.625
30869.958333333332
30799.916666666668
30663.291666666668
30559.75
30563.916666666668
30521.041666666668
30361.208333333332
30250.5
30083.833333333332
30025.5
29963.333333333332
29768.125
29595.25
29328.166666666668
29043.541666666668
28854.625
28682.25
28566.166666666668
28365.916666666668
28143.125
27922.166666666668
27557.333333333332
27154.833333333332
26753.083333333332
26466.416666666668
26221.666666666668
26043.25
25827.416666666668
25601
25411.583333333332
25214.333333333332
25036.416666666668
24965.125
24724.625
24535.5
24569.458333333332
24696.791666666668
24825.5
24969.75
25074.833333333332
25213.25
25302.875
25417.666666666668
25463.125
25573.291666666668
25832.291666666668
26178.25
26566.333333333332
26920.166666666668
27262.041666666668
27510.166666666668
27777.791666666668
28045.5
28332.916666666668
28670.916666666668
28939.916666666668
28969.875
29088.416666666668
29177
29109.291666666668
29061.125
29115.458333333332
