hourly_timestamp,Cogen_Gas,Cogen_Wood,Geo_Geo,Hydro_Hydro,Thrml_Coal,Thrml_Diesel,Thrml_Gas,Wind_Wind,Solar_Solar,kWh
2022-01-03T09:00:00Z,106399,29848,835523,2863969,0,0,285484,126021,0,4247244
2022-01-03T10:00:00Z,106605,29934,832525,2968374,0,0,310530,132185,0,4380153
2022-01-03T11:00:00Z,109206,30735,827008,2982425,0,0,299476,148310,0,4397160
2022-01-03T12:00:00Z,110244,30889,822041,2951159,0,0,325143,145113,0,4384589
2022-01-03T13:00:00Z,110274,31031,818559,2927954,0,0,310617,155670,0,4354105
2022-01-03T14:00:00Z,109567,31622,811756,2912590,0,0,314253,153993,0,4333781
2022-01-03T15:00:00Z,107172,31821,807026,2978284,0,0,339879,138761,0,4402943
2022-01-03T16:00:00Z,110607,31789,799147,3072197,0,0,359824,156685,0,4530249
2022-01-03T17:00:00Z,120088,31137,799588,3191500,0,0,369186,148118,0,4659617
2022-01-03T18:00:00Z,119935,31488,799433,3278535,0,0,408591,102003,0,4739985
2022-01-03T19:00:00Z,118051,31353,802014,3203717,0,0,413615,87053,0,4655803
2022-01-03T20:00:00Z,106623,31531,818073,3048574,0,0,391291,82429,0,4478521
2022-01-03T21:00:00Z,103720,31623,821524,3022217,0,0,362891,63135,0,4405110
2022-01-03T22:00:00Z,103301,31393,827483,2948488,0,0,325106,52051,0,4287822
2022-01-03T23:00:00Z,103544,31186,834677,2721452,0,0,277765,31105,0,3999729
2022-01-04T00:00:00Z,99542,31521,840293,2473264,0,0,247664,26122,0,3718406
2022-01-04T01:00:00Z,105234,31508,843589,2265146,0,0,213022,14541,0,3473040
2022-01-04T02:00:00Z,106463,31143,839541,2136300,0,0,210222,8905,0,3332574
2022-01-04T03:00:00Z,112608,31016,838807,2039595,0,0,208227,29797,0,3260050
2022-01-04T04:00:00Z,120723,31420,841704,1957316,0,0,210231,61956,0,3223350
2022-01-04T05:00:00Z,122255,31098,812137,2058978,0,0,209523,68203,0,3302194
2022-01-04T06:00:00Z,121794,31140,800457,2275245,0,0,206808,60159,0,3495603
2022-01-04T07:00:00Z,119783,31503,791791,2479036,0,0,231545,80532,0,3734190
2022-01-04T08:00:00Z,120873,31078,789836,2695878,0,0,271790,129154,0,4038609
2022-01-04T09:00:00Z,121848,31370,783628,2905570,0,0,321435,192330,0,4356181
2022-01-04T10:00:00Z,120714,30824,776357,2975865,0,0,414720,168790,0,4487270
2022-01-04T11:00:00Z,120775,31197,776955,3004079,0,0,411306,160802,0,4505114
2022-01-04T12:00:00Z,118787,30998,774510,3044762,0,0,420300,133400,0,4522757
2022-01-04T13:00:00Z,120468,31051,769534,3044719,0,0,441652,117983,0,4525407
2022-01-04T14:00:00Z,125369,31336,763319,3022224,0,0,460755,122681,0,4525684
2022-01-04T15:00:00Z,125965,31357,759013,3104079,0,0,447113,124023,0,4591550
2022-01-04T16:00:00Z,121151,31559,755821,3264350,0,0,408611,140520,0,4722012
2022-01-04T17:00:00Z,124638,31227,742567,3317168,0,0,469209,150396,0,4835205
2022-01-04T18:00:00Z,132339,31416,745855,3308047,0,0,492080,182618,0,4892355
2022-01-04T19:00:00Z,129010,31181,753295,3233281,0,0,434758,248329,0,4829854
2022-01-04T20:00:00Z,125645,31079,770229,3119094,0,0,338435,250522,0,4635004
2022-01-04T21:00:00Z,112298,31369,800454,3021293,0,0,312107,244671,0,4522192
2022-01-04T22:00:00Z,110514,31256,810006,2974196,0,0,283516,182025,0,4391513
2022-01-04T23:00:00Z,109236,31568,817309,2666806,0,0,265453,165564,0,4055936
2022-01-05T00:00:00Z,107747,31104,821651,2396652,0,0,241024,163514,0,3761692
2022-01-05T01:00:00Z,106692,31197,824055,2176129,0,0,207784,176560,0,3522417
2022-01-05T02:00:00Z,107981,31167,826021,2102335,0,0,211773,93711,0,3372988
2022-01-05T03:00:00Z,108877,31150,829392,2036662,0,0,211844,89626,0,3307551
2022-01-05T04:00:00Z,108644,30949,808160,2074982,0,0,206540,64459,0,3293734
2022-01-05T05:00:00Z,109399,31010,792653,2230401,0,0,207700,59473,0,3430636
2022-01-05T06:00:00Z,121545,30810,791938,2543820,0,0,216541,49424,0,3754078
2022-01-05T07:00:00Z,130692,29949,795767,2842263,0,0,297596,47903,0,4144170
2022-01-05T08:00:00Z,131113,30186,820024,3125442,0,0,362808,56670,0,4526243
2022-01-05T09:00:00Z,132291,29873,814857,3437044,0,0,375730,54448,0,4844243
2022-01-05T10:00:00Z,129800,29623,810055,3557055,0,0,357651,48376,0,4932560
2022-01-05T11:00:00Z,127880,30302,802987,3591344,0,0,357833,39238,0,4949584
2022-01-05T12:00:00Z,126589,31348,799676,3562256,0,0,395772,72839,0,4988480
2022-01-05T13:00:00Z,122651,31270,805763,3519012,0,0,406161,79027,0,4963884
2022-01-05T14:00:00Z,124421,31954,803614,3489938,0,0,433434,79195,0,4962556
2022-01-05T15:00:00Z,122747,31583,797764,3476459,0,0,470534,97987,0,4997074
2022-01-05T16:00:00Z,120482,30659,793195,3549673,0,0,476695,109951,0,5080655
2022-01-05T17:00:00Z,133153,30152,790485,3578702,0,0,480897,138229,0,5151618
2022-01-05T18:00:00Z,146990,30512,790787,3574505,0,0,505468,128007,0,5176269
2022-01-05T19:00:00Z,137760,30464,795994,3446808,0,0,522192,99567,0,5032785
2022-01-05T20:00:00Z,138665,29955,809704,3276183,0,0,457599,76910,0,4789016
2022-01-05T21:00:00Z,134435,29754,823503,3268734,0,0,358003,78675,0,4693104
2022-01-05T22:00:00Z,126994,29099,829663,3132233,0,0,333479,79588,0,4531056
2022-01-05T23:00:00Z,129716,30092,831987,2793324,0,0,315139,99376,0,4199634
2022-01-06T00:00:00Z,129607,30190,842835,2542267,0,0,229863,121332,0,3896094
2022-01-06T01:00:00Z,127918,29976,845660,2254353,0,0,212081,184803,0,3654791
2022-01-06T02:00:00Z,126476,30320,846487,2139606,0,0,200863,165772,0,3509524
2022-01-06T03:00:00Z,126168,29414,848741,2025827,0,0,200713,215310,0,3446173
2022-01-06T04:00:00Z,126022,29205,849044,1962045,0,0,200827,256637,0,3423780
2022-01-06T05:00:00Z,126631,29700,844544,2035329,0,0,200714,308032,0,3544950
2022-01-06T06:00:00Z,125166,29130,838264,2384660,0,0,207708,281204,0,3866132
2022-01-06T07:00:00Z,124976,30039,836862,2739330,0,0,246038,257978,0,4235223
2022-01-06T08:00:00Z,124284,30657,833415,3076270,0,0,313997,233974,0,4612597
2022-01-06T09:00:00Z,130980,30546,827704,3390907,0,0,297731,219308,0,4897176
2022-01-06T10:00:00Z,138734,30916,807303,3459585,0,0,297813,244280,0,4978631
2022-01-06T11:00:00Z,137249,30468,812892,3335910,0,0,307035,374845,0,4998399
2022-01-06T12:00:00Z,138124,29928,811831,3364617,0,0,316395,374353,0,5035248
2022-01-06T13:00:00Z,138632,30591,797171,3272090,0,0,336760,422748,0,4997992
2022-01-06T14:00:00Z,136568,30051,804886,3124436,0,0,376774,492015,0,4964730
2022-01-06T15:00:00Z,135010,30085,781233,3091482,0,0,381156,586166,0,5005132
2022-01-06T16:00:00Z,136896,30474,733798,3238308,0,0,381481,589540,0,5110497
2022-01-06T17:00:00Z,138379,30323,733390,3282947,0,0,391732,585280,0,5162051
2022-01-06T18:00:00Z,138208,30173,738333,3241554,0,0,437070,573711,0,5159049
2022-01-06T19:00:00Z,139588,29015,747219,3088375,0,0,436874,585737,0,5026808
2022-01-06T20:00:00Z,139755,29802,752691,2898543,0,0,417277,591622,0,4829690
2022-01-06T21:00:00Z,136404,30038,763784,2797697,0,0,393321,604934,0,4726178
2022-01-06T22:00:00Z,131642,29368,771474,2643483,0,0,393811,581997,0,4551775
2022-01-06T23:00:00Z,132855,29436,777010,2324276,0,0,374353,590673,0,4228603
2022-01-07T00:00:00Z,130282,30291,778955,2166256,0,0,306838,548430,0,3961052
2022-01-07T01:00:00Z,132782,30197,781340,2037020,0,0,202286,525141,0,3708766
2022-01-07T02:00:00Z,133665,30871,783047,1977473,0,0,220430,413316,0,3558802
2022-01-07T03:00:00Z,133904,30829,784141,1925431,0,0,220926,389517,0,3484748
2022-01-07T04:00:00Z,147017,30524,786085,1951202,0,0,208052,346542,0,3469422
2022-01-07T05:00:00Z,137711,30468,786164,2116412,0,0,233640,280957,0,3585352
2022-01-07T06:00:00Z,130040,30832,784488,2439898,0,0,268215,242857,0,3896330
2022-01-07T07:00:00Z,129341,30557,781487,2694698,0,0,369742,264404,0,4270229
2022-01-07T08:00:00Z,128873,30704,773142,3070832,0,0,379470,260389,0,4643410
2022-01-07T09:00:00Z,129652,30409,765328,3319249,0,0,376904,265597,0,4887139
2022-01-07T10:00:00Z,129636,30804,763572,3359688,0,0,349470,321714,0,4954884
2022-01-07T11:00:00Z,129430,29974,786644,3322583,0,0,361750,328584,0,4958965
2022-01-07T12:00:00Z,113506,29479,839006,3238697,0,0,397492,293265,0,4911445
2022-01-07T13:00:00Z,111835,29635,838223,3215286,0,0,376397,267068,0,4838444
2022-01-07T14:00:00Z,114688,30299,830995,3188305,0,0,337957,311373,0,4813617
2022-01-07T15:00:00Z,119184,30456,826008,3203685,0,0,351403,279172,0,4809908
2022-01-07T16:00:00Z,117695,30842,825722,3241121,0,0,368999,263933,0,4848312
2022-01-07T17:00:00Z,122317,30872,825988,3263898,0,0,404593,227417,0,4875085
2022-01-07T18:00:00Z,134703,31405,828100,3271704,0,0,416828,183935,0,4866675
2022-01-07T19:00:00Z,151070,31167,835903,3168970,0,0,417514,156809,0,4761433
2022-01-07T20:00:00Z,147199,30877,845702,3050384,0,0,381562,144975,0,4600699
2022-01-07T21:00:00Z,143871,31333,852682,2962330,0,0,424233,129617,0,4544066
2022-01-07T22:00:00Z,144313,31069,856518,2857787,0,0,386378,165888,0,4441953
2022-01-07T23:00:00Z,143778,30780,860585,2625909,0,0,379313,153898,0,4194263
2022-01-08T00:00:00Z,145642,30869,863425,2496870,0,0,283461,101540,0,3921807
2022-01-08T01:00:00Z,143712,31501,865612,2310893,0,0,229853,89910,0,3671481
2022-01-08T02:00:00Z,137344,31984,866730,2203960,0,0,224130,52443,0,3516591
2022-01-08T03:00:00Z,129448,32502,870220,2161550,0,0,215696,11485,0,3420901
2022-01-08T04:00:00Z,129320,32150,872804,2133972,0,0,215384,7969,0,3391599
2022-01-08T05:00:00Z,129667,32109,872715,2206077,0,0,215403,13565,0,3469536
2022-01-08T06:00:00Z,128624,31966,870513,2381276,0,0,229054,13088,0,3654521
2022-01-08T07:00:00Z,128560,32975,866209,2539110,0,0,298536,15329,0,3880719
2022-01-08T08:00:00Z,128815,32783,857968,2757458,0,0,354708,20768,0,4152500
2022-01-08T09:00:00Z,138882,31747,852481,3029418,0,0,395201,22256,0,4469985
2022-01-08T10:00:00Z,129242,31196,845945,3129319,0,0,434537,28069,0,4598308
2022-01-08T11:00:00Z,129701,30925,842986,3112577,0,0,438922,31035,0,4586146
2022-01-08T12:00:00Z,130468,31490,837859,3011542,0,0,501515,44551,0,4557425
2022-01-08T13:00:00Z,131873,31021,833152,2896347,0,0,548001,57708,0,4498102
2022-01-08T14:00:00Z,130959,31358,829718,2939540,0,0,452113,79526,0,4463214
2022-01-08T15:00:00Z,131947,31047,822648,2951257,0,0,439602,116170,0,4492671
2022-01-08T16:00:00Z,131970,30923,817558,2997753,0,0,439974,143114,0,4561292
2022-01-08T17:00:00Z,131205,30781,819235,3069926,0,0,445471,168660,0,4665278
2022-01-08T18:00:00Z,128110,31086,819281,3129448,0,0,432711,212267,0,4752903
2022-01-08T19:00:00Z,135430,31363,820894,3041066,0,0,424680,193505,0,4646938
2022-01-08T20:00:00Z,146207,30433,826547,2874837,0,0,434966,162151,0,4475141
2022-01-08T21:00:00Z,157688,30309,833621,2824595,0,0,415532,173468,0,4435213
2022-01-08T22:00:00Z,159616,29978,843726,2753445,0,0,359639,212257,0,4358661
2022-01-08T23:00:00Z,153207,30082,851992,2451322,0,0,356325,267579,0,4110507
2022-01-09T00:00:00Z,145530,30272,855009,2171940,0,0,315562,325447,0,3843760
2022-01-09T01:00:00Z,145950,30373,856749,1963226,0,0,249134,350415,0,3595847
2022-01-09T02:00:00Z,145767,30123,859815,1831476,0,0,223010,345414,0,3435605
2022-01-09T03:00:00Z,145070,30349,861962,1668279,0,0,216248,434553,0,3356461
2022-01-09T04:00:00Z,147214,30182,863697,1578227,0,0,214123,504744,0,3338187
2022-01-09T05:00:00Z,147195,29648,862775,1623864,0,0,214373,524665,0,3402520
2022-01-09T06:00:00Z,146851,29515,862068,1766734,0,0,209185,548298,0,3562651
2022-01-09T07:00:00Z,146985,30046,859851,1887589,0,0,268668,547121,0,3740260
2022-01-09T08:00:00Z,142338,30062,852368,2172639,0,0,296469,506253,0,4000129
2022-01-09T09:00:00Z,138453,30678,843446,2435326,0,0,303771,548312,0,4299986
2022-01-09T10:00:00Z,122876,30106,839279,2529821,0,0,357223,607272,0,4486577
2022-01-09T11:00:00Z,121664,30030,832434,2510064,0,0,389184,649505,0,4532881
2022-01-09T12:00:00Z,121273,30252,828636,2524453,0,0,385103,666144,0,4555861
2022-01-09T13:00:00Z,119477,30418,825996,2531178,0,0,403620,629406,0,4540095
2022-01-09T14:00:00Z,118802,30370,818819,2556652,0,0,364299,608372,0,4497314
2022-01-09T15:00:00Z,119304,30736,816006,2623229,0,0,359555,618238,0,4567068
2022-01-09T16:00:00Z,118403,30420,814548,2703831,0,0,374029,631008,0,4672239
2022-01-09T17:00:00Z,118245,30146,815593,2793922,0,0,406326,647237,0,4811469
2022-01-09T18:00:00Z,120240,30761,820849,2871068,0,0,420339,648060,0,4911317
2022-01-09T19:00:00Z,126787,29946,827335,2805728,0,0,417990,629445,0,4837231
2022-01-09T20:00:00Z,122270,29551,832331,2649878,0,0,414807,601466,0,4650303
2022-01-09T21:00:00Z,131465,29606,839163,2596399,0,0,390221,615724,0,4602578
2022-01-09T22:00:00Z,130910,29983,840954,2530347,0,0,319563,594205,0,4445962
2022-01-09T23:00:00Z,127677,29684,845814,2276242,0,0,280205,576034,0,4135656
2022-01-10T00:00:00Z,120730,29633,848703,2007658,0,0,277591,571569,0,3855884
2022-01-10T01:00:00Z,109877,29840,851726,1777655,0,0,280008,558644,0,3607750
2022-01-10T02:00:00Z,118569,29857,854261,1697977,0,0,230307,557353,0,3488324
2022-01-10T03:00:00Z,115501,29909,856284,1663434,2923,0,214548,536996,0,3419595
2022-01-10T04:00:00Z,116240,29729,858338,1687716,16322,0,208429,505333,0,3422107
2022-01-10T05:00:00Z,116111,29824,856898,1840019,26141,0,220088,496365,0,3585446
2022-01-10T06:00:00Z,117620,29466,853264,2173653,51812,0,267488,467489,0,3960792
2022-01-10T07:00:00Z,117504,29486,850801,2522410,106459,0,375325,457246,0,4459231
2022-01-10T08:00:00Z,124235,29245,844973,2819113,167817,0,470120,429760,0,4885263
2022-01-10T09:00:00Z,126381,29702,841886,2991132,188686,0,474356,441748,0,5093891
2022-01-10T10:00:00Z,132851,29844,833976,3108981,197796,0,441853,410231,0,5155532
2022-01-10T11:00:00Z,136581,29047,829988,3115993,167918,0,450937,439776,0,5170240
2022-01-10T12:00:00Z,123645,27017,827196,3194792,143561,0,504648,390147,0,5211006
2022-01-10T13:00:00Z,130676,27366,823550,3170257,110068,0,538373,378979,0,5179269
2022-01-10T14:00:00Z,132170,27563,823806,3110135,106726,0,553607,432958,0,5186965
2022-01-10T15:00:00Z,132387,27130,825140,3140779,105414,0,551455,449287,0,5231592
2022-01-10T16:00:00Z,132142,27546,826694,3279149,96171,0,562112,398420,0,5322234
2022-01-10T17:00:00Z,132946,29844,825785,3302965,96798,0,612831,353729,0,5354898
2022-01-10T18:00:00Z,130856,30358,827146,3304844,96663,0,634534,318204,0,5342605
2022-01-10T19:00:00Z,112446,30219,833489,3149342,111764,0,639000,298193,0,5174453
2022-01-10T20:00:00Z,111527,29528,838208,2964354,147905,0,621377,222820,0,4935719
2022-01-10T21:00:00Z,112469,29491,844803,2914207,192214,0,551394,194274,0,4838852
2022-01-10T22:00:00Z,109354,28928,850446,2760761,209772,0,508425,214866,0,4682552
2022-01-10T23:00:00Z,103513,28918,855323,2506918,165415,0,495447,197549,0,4353083
2022-01-11T00:00:00Z,101586,29205,859564,2347544,37732,0,482365,188497,0,4046493
2022-01-11T01:00:00Z,93253,28750,862513,2183212,0,0,440549,190661,0,3798938
2022-01-11T02:00:00Z,93963,28961,865107,2041206,0,0,414527,215559,0,3659323
2022-01-11T03:00:00Z,94882,29067,867892,1975928,0,0,375098,240119,0,3582986
2022-01-11T04:00:00Z,95249,29244,869815,1963388,0,0,368862,244597,0,3571155
2022-01-11T05:00:00Z,95323,29162,871034,2090911,0,0,353460,280713,0,3720603
2022-01-11T06:00:00Z,94933,29048,859948,2317574,70795,0,392463,339619,0,4104380
2022-01-11T07:00:00Z,94866,28923,853424,2614986,157574,0,493905,348042,0,4591720
2022-01-11T08:00:00Z,110738,28977,843275,2978346,201104,0,542293,311713,0,5016446
2022-01-11T09:00:00Z,106858,29470,833552,3185509,234302,0,546722,283363,0,5219776
2022-01-11T10:00:00Z,114898,29100,831332,3184273,206640,0,567025,301908,0,5235176
2022-01-11T11:00:00Z,118202,28882,824710,3241421,168476,0,564952,302306,0,5248949
2022-01-11T12:00:00Z,121439,29348,818023,3368385,107751,15834,564450,250724,0,5275954
2022-01-11T13:00:00Z,123867,29061,811150,3384485,101915,15403,561388,289583,0,5316852
2022-01-11T14:00:00Z,124638,29221,808010,3301662,103544,0,559553,388977,0,5315605
2022-01-11T15:00:00Z,125317,29201,805000,3321049,73135,0,534387,468787,0,5356876
2022-01-11T16:00:00Z,122727,28806,809932,3227260,80363,0,600427,552951,0,5422466
2022-01-11T17:00:00Z,118489,28914,821479,3236808,80888,0,579808,569480,0,5435866
2022-01-11T18:00:00Z,129612,28734,826010,3145622,80820,0,645815,581138,0,5437751
2022-01-11T19:00:00Z,130921,28867,829681,2992042,80201,0,646836,588752,0,5297300
2022-01-11T20:00:00Z,130955,28791,836152,2803096,80697,0,572163,627192,0,5079046
2022-01-11T21:00:00Z,114666,28776,845521,2709105,102398,0,533409,614099,0,4947974
2022-01-11T22:00:00Z,106631,29736,851955,2510667,158726,0,475276,622361,0,4755352
2022-01-11T23:00:00Z,106761,29270,855499,2256653,161452,0,372662,611519,0,4393816
2022-01-12T00:00:00Z,101600,29052,863081,2118306,134058,0,243490,584728,0,4074315
2022-01-12T01:00:00Z,95287,29653,862153,1957635,109250,0,200680,581633,0,3836291
2022-01-12T02:00:00Z,96504,29925,826304,1877992,130075,0,207394,507103,0,3675297
2022-01-12T03:00:00Z,97819,29290,828245,1826788,181691,0,206365,410363,0,3580561
2022-01-12T04:00:00Z,103331,29610,835018,1894748,159661,0,202058,333574,0,3558000
2022-01-12T05:00:00Z,105277,28857,835174,2066095,109423,0,242775,337763,0,3725364
2022-01-12T06:00:00Z,115043,30222,833899,2352123,107957,0,320890,362919,0,4123053
2022-01-12T07:00:00Z,113390,30390,832443,2583579,105738,0,489404,455972,0,4610916
2022-01-12T08:00:00Z,124241,30007,824949,2941470,157373,0,531740,410557,0,5020337
2022-01-12T09:00:00Z,125800,29602,819296,3084093,157016,0,524046,470410,0,5210263
2022-01-12T10:00:00Z,127586,30010,819567,3122168,155920,0,519553,486647,0,5261451
2022-01-12T11:00:00Z,126233,30268,818145,3077134,155422,0,538142,526646,0,5271990
2022-01-12T12:00:00Z,126959,30189,813638,3081965,155782,0,574401,499375,0,5282309
2022-01-12T13:00:00Z,125487,31752,815748,3093077,157046,0,578785,465424,0,5267319
2022-01-12T14:00:00Z,126412,31754,836486,3061551,156848,0,512785,511338,0,5237174
2022-01-12T15:00:00Z,126985,31719,838645,3067337,156705,0,488155,541288,0,5250834
2022-01-12T16:00:00Z,127670,31074,837738,3091952,155580,0,481714,594528,0,5320256
2022-01-12T17:00:00Z,127170,31186,845563,3020183,156740,0,549589,602524,0,5332955
2022-01-12T18:00:00Z,127006,31039,849748,3010728,155826,0,563124,594845,0,5332316
2022-01-12T19:00:00Z,126394,31265,855718,2876740,156990,0,545987,589931,0,5183025
2022-01-12T20:00:00Z,126940,30732,862306,2741814,156941,0,520008,507828,0,4946569
2022-01-12T21:00:00Z,139292,30954,869937,2707383,156479,0,565306,416132,0,4885483
2022-01-12T22:00:00Z,141561,30871,879644,2598235,136141,0,532583,363745,0,4682780
2022-01-12T23:00:00Z,131011,30205,884503,2411188,101630,0,440569,339168,0,4338274
2022-01-13T00:00:00Z,124371,30467,880331,2192071,111551,0,335278,344606,0,4018675
2022-01-13T01:00:00Z,115837,30988,882291,2046140,101747,0,273604,318213,0,3768820
2022-01-13T02:00:00Z,109622,30575,882703,1973215,108780,0,256508,284944,0,3646347
2022-01-13T03:00:00Z,108822,30452,880289,1835824,103682,0,256323,332190,0,3547582
2022-01-13T04:00:00Z,111555,30436,872998,1703485,102059,0,251402,478373,0,3550308
2022-01-13T05:00:00Z,113041,30253,873612,1786055,101858,0,246992,546557,0,3698368
2022-01-13T06:00:00Z,105073,30633,868130,2106331,102894,0,295715,554151,0,4062927
2022-01-13T07:00:00Z,93862,31040,865150,2452060,147679,0,461585,476398,0,4527774
2022-01-13T08:00:00Z,105541,30946,845496,2887171,155529,0,535317,406080,0,4966080
2022-01-13T09:00:00Z,111177,30740,766862,3059474,136465,0,600556,431126,0,5136400
2022-01-13T10:00:00Z,108591,31358,760314,3049708,133217,0,581668,485447,0,5150303
2022-01-13T11:00:00Z,92907,30867,770626,3031632,134490,0,580037,505910,0,5146469
2022-01-13T12:00:00Z,87201,30756,765396,3075620,136009,0,576930,475765,0,5147677
2022-01-13T13:00:00Z,83412,30647,765561,3109291,128752,0,578523,445795,0,5141981
2022-01-13T14:00:00Z,88048,30565,780994,3096585,111971,0,601270,390795,0,5100228
2022-01-13T15:00:00Z,90027,31151,830519,3089830,112127,0,601063,378247,0,5132964
2022-01-13T16:00:00Z,89635,30869,842210,3124575,115863,0,619600,352640,0,5175392
2022-01-13T17:00:00Z,89664,31137,846713,3121377,114905,0,651092,339142,0,5194030
2022-01-13T18:00:00Z,90940,31231,853224,3107351,117082,0,676176,363091,0,5239095
2022-01-13T19:00:00Z,91229,31475,858639,2938270,118918,0,667013,430353,0,5135897
2022-01-13T20:00:00Z,86780,31661,866702,2745175,111617,0,647548,424931,0,4914414
2022-01-13T21:00:00Z,84943,31499,874190,2618392,115690,0,640694,452021,0,4817429
2022-01-13T22:00:00Z,85645,30795,879462,2465629,114261,0,579862,483584,0,4639238
2022-01-13T23:00:00Z,85526,31855,883303,2334448,107164,0,428896,435667,0,4306859
