hour_of_year,Base_2024,Environmental_2025,Environmental_2030,Environmental_2035,Environmental_2040,Environmental_2045,Reference_2025,Reference_2030,Reference_2035,Reference_2040,Reference_2045
1593,0,58239.81997,1194519.567,1362193.656,1486615.232,1648102.088,58239.81997,921759.3958,1236748.366,1350512.348,1494998.869
1594,0,30549.84343,1168794.278,1324714.65,1443249.119,1599237.16,30549.84343,893597.4236,1197306.19,1309622.478,1464037.008
1595,0,47846.16925,1094136.059,1215373.896,1299911.29,1453548.922,47846.16925,819430.9203,1131257.109,1203212.003,1351697.333
1596,0,33590.19862,1050205.014,1177595.19,1256858.353,1386296.174,33590.19862,794680.8576,1079284.157,1168663.375,1295320.83
1597,0,29874.83058,1230554.75,1417597.649,1541624.458,1683867.952,29874.83058,953183.3874,1258858.122,1401788.356,1551428.962
1598,0,16145.01838,1163529.948,1313339.327,1414714.149,1548116.673,16145.01838,886718.7893,1184911.738,1293307.613,1468551.772
1599,0,16190.69528,1076735.326,1196405.455,1267753.831,1403486.854,16190.69528,799376.8474,1098189.35,1180506.078,1332726.672
1600,0,13638.1258,1129648.18,1274066.788,1367168.42,1500018.114,13638.1258,856675.5046,1149608.089,1259182.715,1408369.187
1601,0,5478.607369,1009462.837,1105584.61,1172302.642,1308367.186,5478.607369,743158.7389,1025006.719,1093810.335,1234241.912
1602,0,8914.999754,929425.0938,991497.7054,1025895.895,1156661.899,8914.999754,663731.9683,946652.98,980532.2023,1119347.523
1603,0,22141.35296,884174.0282,1082147.667,1200456.655,1326053.103,22141.35296,678434.4661,905360.6513,1044663.815,1183740.645
1604,0,9520.823949,798363.1081,1058247.549,1239757.418,1355931.326,9520.823949,651195.1755,810497.2804,1008382.375,1147473.052
1605,0,4410.165874,595833.1602,908292.6278,1084256.118,1201801.624,4410.165874,476775.6628,604360.4919,834751.0958,950780.1781
1606,0,3286.500045,284353.6024,526637.9057,655648.3052,742496.0043,3286.500045,221186.724,289603.2708,451644.7046,562458.3003
1607,0,6829.258828,167954.2313,456522.7926,586508.702,680454.1825,6829.258828,118815.4528,174525.4279,362504.4801,463455.8975
1608,0,1751.825205,153962.5108,435849.7568,574203.5073,663231.6959,1751.825205,118507.5865,157288.6373,348907.8831,434812.5926
1609,0,1726.093151,107096.137,368643.299,511884.1084,617011.7669,1726.093151,74652.4637,110249.5371,279691.0201,377099.694
1610,0,1707.212786,114799.8746,388121.6827,539254.6814,647274.7911,1707.212786,81276.21094,118021.9264,292551.7912,406233.4152
1611,0,1530.134718,138404.0266,362656.0554,490169.9229,580023.122,1530.134718,102158.3394,141508.0396,282623.111,393403.4046
1612,0,1084.259161,133560.4857,241497.208,322708.9619,372975.5735,1084.259161,109080.5023,135505.4033,199470.9369,289090.031
1613,0,1530.134718,148777.9762,357136.0998,476245.1785,531849.6619,1530.134718,126683.2212,151087.2348,278432.7452,417715.5294
1614,0,1464.787267,197563.0403,519573.6188,691843.004,775101.0384,1464.787267,166856.9807,200549.3619,404806.368,582082.6809
1615,0,1128.818073,121854.8332,320298.2991,420682.4272,477398.7976,1128.818073,99317.99389,124000.8864,258306.5119,329875.5989
1616,0,1541.968745,149711.942,289152.1284,369225.3156,406685.36,1541.968745,128967.8314,151768.3904,248123.8442,311632.7685
1617,0,1401.7,158112.5356,290899.0755,360318.5949,405099.4266,1401.7,124511.9627,160735.3958,251534.3219,307285.9308
1618,0,1270.289544,263479.1935,433290.749,518979.8727,582410.6055,1270.289544,200520.7396,267529.8405,381777.9142,465888.7606
1619,0,1624.897053,331444.3892,403526.6236,447640.1347,497396.9724,1624.897053,246793.4556,336428.0181,379340.9594,466248.9569
1620,0,1741.531919,373182.3749,433185.9772,475083.0099,523883.1942,1741.531919,280668.0761,378544.7525,413823.8414,505028.9924
1621,0,4983.216785,509042.2005,698059.1946,804323.2399,891383.9223,4983.216785,388850.5542,517656.5836,639145.5135,786694.1075
1622,0,6638.232576,341738.5338,522627.0357,620763.6424,691705.4565,6638.232576,261886.9664,349274.9328,460278.429,594511.5413
1623,0,12773.00757,287780.0945,472488.9092,577268.8062,636680.6954,12773.00757,233333.7849,297146.5009,411449.8425,536933.538
1624,0,9398.776378,485393.2952,625041.6965,701805.6127,786515.1544,9398.776378,360206.6255,496362.215,581993.7406,703633.9851
1625,0,21783.97003,884864.7907,1006641.503,1078680.869,1214058.492,21783.97003,644232.819,907450.1383,973129.8213,1143866.071
1626,0,5997.533933,385737.9138,435074.1081,471507.041,530982.9018,5997.533933,284160.5263,393652.8019,422740.1847,494785.1982
1627,0,7678.624531,202767.4062,248521.8128,280038.8196,315990.7048,7678.624531,154788.9163,208968.4687,240182.0952,270200.5847
1628,0,12013.9316,250363.7651,287200.1469,305033.7195,342547.9485,12013.9316,183475.8311,259624.7212,280449.47,317112.6209
1629,0,3378.815025,151910.7215,176963.0792,192705.6691,222224.8006,3378.815025,108514.4944,155728.0367,170448.6004,196553.0902
1630,0,1971.989668,77174.61838,97325.41303,108534.5156,123566.7046,1971.989668,55994.64406,79217.53492,91044.67691,109164.6362
1631,0,19517.22362,66815.90287,103719.5476,119386.7679,132036.628,19517.22362,54710.57603,77218.82637,93980.91254,113719.9757
1632,0,10207.8424,98738.40944,137789.8418,158156.7314,176458.3599,10207.8424,75951.60045,105006.8776,125192.1106,157235.1691
1633,0,13718.44263,101434.7746,141549.7998,165585.8195,183899.6572,13718.44263,81350.97702,109317.3823,129049.1333,163528.5827
1634,0,18742.4765,116643.5259,178370.5151,211000.6492,236564.2654,18742.4765,92659.7926,127281.8038,159405.1768,200491.7514
1635,0,16670.05903,92357.90322,172171.0908,214653.7384,240273.5532,16670.05903,76517.50172,101620.024,145773.6459,194246.9673
1636,0,7476.062043,62137.15936,100555.1578,124304.7509,136621.2971,7476.062043,52237.98878,66416.18046,86623.14361,120292.4607
1637,0,1810.921989,65763.24996,100703.1505,123008.0739,135892.671,1810.921989,52790.57248,67355.65353,87464.3251,120275.8427
1638,0,1376.361123,72254.59987,127009.9198,154701.7728,175014.8804,1376.361123,53961.11339,73954.29423,107684.4413,141953.694
1639,0,909.1284142,43954.51248,103322.7065,134006.2746,150987.4992,909.1284142,35092.25802,44980.89896,82289.18622,114867.4549
1640,0,483.155497,67648.38335,134606.5755,173550.6431,189697.419,483.155497,59734.65415,68406.09685,114168.4801,147581.5852
1641,0,204.8364808,76179.52336,182805.2604,237935.0808,264627.7249,204.8364808,65469.61655,77046.68453,151127.3762,188994.6392
1642,0,584.7394316,68896.9583,217022.7364,285448.2806,324863.1125,584.7394316,54951.25086,70250.00378,172363.7041,212508.2349
1643,0,1040.543384,56016.44172,184907.0969,244190.6192,278464.4434,1040.543384,44569.83026,57428.65311,145718.6872,180923.492
1644,0,977.3238781,70508.09852,258048.3397,343646.5601,393535.1034,977.3238781,55285.9425,72233.83114,200064.2982,251609.1427
1645,0,1288.292439,83117.97587,306258.4289,402532.8818,469969.7636,1288.292439,54997.05763,85751.8106,233888.7204,299134.2036
1646,0,2784.644991,146516.3479,363457.7682,462213.4741,528494.7234,2784.644991,109911.4641,150241.889,297363.9022,363983.2102
1647,0,5613.764839,131234.9413,289916.8737,369238.2558,412017.222,5613.764839,110329.0783,135415.559,246370.4723,292172.6153
1648,0,16190.69528,125248.9466,215263.0722,263316.4239,289984.8936,16190.69528,106292.4069,134424.2074,191854.6321,229285.455
1649,0,23048.56862,216092.8683,302165.5659,363871.6097,386739.7312,23048.56862,190371.1678,228918.0435,278685.4628,354041.4401
1650,0,12370.43573,158499.2475,224288.2168,270340.957,287607.2999,12370.43573,139748.9786,165643.346,209354.3897,252567.4672
1651,0,7083.110919,198769.612,286054.7993,361127.8871,385930.7618,7083.110919,184320.0937,203062.4287,270427.5413,314951.8914
1652,0,7153.453075,204373.7142,271008.7843,317107.217,340104.631,7153.453075,172946.8468,209515.1477,261192.6379,291133.9949
1653,0,4300.511471,166162.6831,237433.8711,277715.7666,303588.1576,4300.511471,134907.0672,169929.7713,223336.4792,248830.41
1654,0,16339.11733,263071.9282,346459.1391,387525.718,427763.8561,16339.11733,203819.5594,274218.9531,330303.122,368738.9303
1655,0,16453.25912,336243.9919,481906.5167,565687.7815,611752.7009,16453.25912,281970.6323,347282.2052,457672.1948,499656.4075
1656,0,2649.132159,261813.4155,351038.8487,416650.6081,449505.4348,2649.132159,223294.7886,265067.114,340749.0286,367117.888
1657,0,3009.742465,76818.60583,149560.4096,186591.1228,216733.4112,3009.742465,57001.93619,79461.55418,128239.2308,152514.2716
1658,0,5305.917147,92195.78112,223595.9192,284066.1344,325964.6448,5305.917147,69968.78984,96260.31002,184839.2245,221903.8888
1659,0,3958.427549,150000.362,510006.4876,670567.9917,778962.4333,3958.427549,107509.8758,155022.8692,398414.0123,492922.0858
1660,0,6956.306242,145567.1189,442732.1917,570818.8131,663880.9848,6956.306242,100815.4456,152029.6861,349430.895,433022.8294
1661,0,6878.694999,131363.8687,644379.8718,854718.176,1009047.277,6878.694999,72670.33253,139142.3673,475482.869,615430.4436
1662,0,8880.78865,69920.37863,323850.7628,430320.5105,507967.8537,8880.78865,42361.54121,76424.26657,241492.9227,309800.7025
1663,0,11177.66016,84638.88737,211966.8277,262936.7234,306390.4033,11177.66016,57493.86437,91889.08788,171838.0397,211309.2478
1664,0,25989.93243,155107.0966,237930.9146,267244.7668,303722.7085,25989.93243,113539.4184,170292.2855,215503.5631,249661.2248
1665,0,21261.05961,142862.4337,320182.0499,389960.6006,451012.1818,21261.05961,100475.9902,156012.0751,266128.1857,320966.0239
1666,0,12773.00757,141963.1247,300688.6703,364722.2187,421470.0411,12773.00757,99144.50022,150840.8784,252007.9552,303355.1055
1667,0,10334.95534,199980.6178,352916.2127,417771.233,476701.4699,10334.95534,144880.2788,208187.5778,308397.5421,362929.506
1668,0,23945.24812,383975.0556,573988.0874,651837.45,740815.9358,23945.24812,277474.2094,401521.9599,520743.9852,605102.5619
1669,0,14910.2559,697041.9661,930701.9025,1044596.438,1164330.172,14910.2559,524066.1786,713253.9561,876760.1579,992427.9132
1670,0,24751.441,965177.4132,1605476.677,1891367.749,2150215.047,24751.441,705655.9293,991616.8836,1422189.856,1665572.823
1671,0,61047.48816,665224.4546,1124823.098,1338579.726,1491220.074,61047.48816,528231.4343,703322.171,1010056.241,1155119.868
1672,0,33443.2284,426909.0747,684770.2421,823047.9672,905242.4664,33443.2284,356594.2709,447478.3846,629893.6724,702740.9044
1673,0,3929.614506,196241.8958,316710.2913,385157.776,429520.5297,3929.614506,159249.5391,200224.5009,288472.2014,326616.3668
1674,0,11512.66905,96654.76463,249612.2997,318666.9644,360443.6831,11512.66905,78555.14058,103664.6003,206343.0928,245132.9536
1675,0,24871.58389,86300.75033,185722.1106,231168.1965,252918.5081,24871.58389,78846.04854,99296.13193,161868.9494,185752.3159
1676,0,21248.31164,107995.6888,214409.9683,271973.7254,290961.2515,21248.31164,103095.6933,119039.1188,186522.6621,230445.182
1677,0,27692.37615,116440.8071,286533.0553,367879.5651,405052.2705,27692.37615,105601.6245,131182.6568,236050.6223,302097.0775
1678,0,45505.14274,149222.4019,355072.268,457323.6902,509357.424,45505.14274,135220.4513,173091.1668,294069.1499,377442.8324
1679,0,77314.41989,148321.6581,314622.2012,385537.3679,425116.3103,77314.41989,136708.1311,187854.9504,272503.5966,326772.478
1680,0,48948.56215,101747.3998,396811.8037,516237.8464,600810.4128,48948.56215,77329.26597,128193.2342,307678.1767,380212.8712
1681,0,80312.10702,133683.6328,493932.4083,642620.8703,750892.9138,80312.10702,105505.8527,176145.0681,385664.3512,479355.4091
1682,0,88915.16262,138081.9776,433818.3417,557853.2135,650298.8915,88915.16262,114811.0476,184399.9312,349164.8809,423461.9665
1683,0,91389.93982,145676.9208,426696.1099,552716.6443,648047.4586,91389.93982,123332.2493,193132.2723,347520.1668,419743.9175
1684,0,68254.61511,179546.1194,726338.8371,964278.6712,1125929.071,68254.61511,136298.6994,217235.7669,553801.3656,713266.1079
1685,0,83954.32314,134649.6923,361538.7993,456832.0122,528100.6581,83954.32314,115529.8119,178081.5347,300426.3185,354873.1978
1686,0,73281.17831,111047.1389,250874.3983,307357.0896,349433.7575,73281.17831,99019.96628,148557.6714,216588.7064,250541.7043
1687,0,61262.39677,93108.51006,263813.1407,328225.0709,374765.1001,61262.39677,79250.64233,124817.2814,217050.9842,257888.6994
1688,0,50226.28623,94874.75813,229142.5551,282286.5485,317902.8936,50226.28623,82760.49539,120871.4663,194236.9141,227352.2697
1689,0,45529.45416,128737.6488,372689.0805,475969.2196,539875.1841,45529.45416,107869.6961,153111.1525,301758.9652,369859.8249
1690,0,59039.53281,155839.6481,358611.594,452710.484,508035.141,59039.53281,139462.2423,186582.7452,306092.8752,361033.099
1691,0,57362.41115,385524.605,966946.0888,1284701.512,1490306.148,57362.41115,323251.5552,418604.4116,800551.625,970477.0193
1692,0,81603.94685,625771.0112,1401237.172,1824830.86,2078042.199,81603.94685,536600.4886,672619.3516,1189600.755,1418576.479
1693,0,72862.66701,600407.7986,1064379.658,1379164.678,1539721.873,72862.66701,544291.5931,640313.9331,951123.4098,1132268.943
1694,0,48482.72519,695584.1692,1769204.094,2333430.453,2672783.326,48482.72519,574513.5305,728288.6824,1446287.693,1804359.777
1695,0,58319.70259,845984.7537,2270405.118,2947047.949,3359806.644,58319.70259,669883.0588,887266.3102,1828332.101,2309557.614
1696,0,62554.79029,764152.7917,2072569.663,2700168.558,3103766.982,62554.79029,599456.5347,806736.138,1674480.939,2077560.423
1697,0,49071.24366,693495.3074,2016832.579,2652615.32,3070309.288,49071.24366,535736.047,729113.4032,1613781.254,1995727.988
1698,0,44364.24971,620701.1818,1949798.512,2576805.879,2994275.684,44364.24971,470908.2353,653662.8612,1544167.634,1905818.601
1699,0,66189.41336,927143.5191,2283337.317,2927010.456,3342361.787,66189.41336,720488.1789,973642.2125,1861531.539,2341194.604
1700,0,81504.35343,586557.9598,1900160.829,2507914.036,2905413.579,81504.35343,449362.6885,637418.7506,1487434.204,1893030.998
1701,0,81952.81861,595797.5209,1971310.485,2659325.898,3109696.224,81952.81861,472622.0121,646326.546,1547701.23,1948994.784
1702,0,43395.96722,503053.9789,1834780.553,2510037.409,2964457.962,43395.96722,374590.8405,534563.2392,1395843.615,1854800.394
1703,0,50472.4667,496210.0779,1823810.923,2488392.368,2908077.108,50472.4667,388122.4393,530199.6698,1391582.818,1844504.663
1704,0,90830.56254,564688.8611,1868403.7,2523695.641,2932302.078,90830.56254,458790.4335,618583.8743,1453292.075,1898329.285
1705,0,96952.8847,535791.702,1810449.45,2458233.106,2880051.111,96952.8847,426692.9,592863.0847,1400060.821,1841673.349
1706,0,94370.94964,701739.4061,2083141.135,2780710.985,3244525.828,94370.94964,548862.668,759886.2042,1642093.721,2125815.416
1707,0,96857.54801,625592.621,1607600.158,2106042.519,2407965.841,96857.54801,518304.7341,681577.3889,1302307.851,1672080.37
1708,0,97886.80794,451557.2045,1531525.003,2063063.295,2423940.861,97886.80794,345577.6723,508478.392,1174777.983,1572627.819
1709,0,98979.24268,1058764.428,2221044.467,2812554.595,3274163.119,98979.24268,789673.7159,1124155.606,1848243.159,2337798.047
1710,0,99509.65297,1258001.744,2556523.154,3173623.714,3713552.701,99509.65297,890187.537,1328906.906,2131602.079,2682145.521
1711,0,98861.40706,1110396.502,1926161.187,2295244.89,2672750.276,98861.40706,786563.7304,1177514.724,1672969.498,2021295.439
1712,0,95487.33968,1106407.749,1895238.388,2285619.186,2677459.453,95487.33968,790397.7729,1171359.612,1646508.647,2010166.479
1713,0,99387.84954,1234310.89,2044159.555,2447204.359,2818939.133,99387.84954,909655.7964,1301558.04,1790050.252,2200774.056
1714,0,90382.57701,1229069.1,1983946.064,2368037.626,2736361.404,90382.57701,904496.5761,1291666.332,1756005.886,2117346.58
1715,0,95250.41166,1276702.052,1831326.973,2163258.995,2486396.57,95250.41166,970176.2936,1340169.897,1679569.303,1984654.325
1716,0,96605.9148,1228089.156,1712399.447,1998142.464,2288708.413,96605.9148,929585.8676,1291675.681,1577457.453,1875344.576
1717,0,99490.56861,1250314.238,1726352.475,2001085.712,2212785.375,99490.56861,994617.6425,1313077.135,1603981.846,1909521.909
1718,0,99720.54307,1353403.707,2281361.104,2742525.349,3068645.216,99720.54307,1063276.874,1419228.474,2014140.07,2437195.565
1719,0,99700.3476,1262855.087,2400501.383,2967888.9,3390414.595,99700.3476,972468.6492,1329397.386,2063681.294,2505356.782
1720,0,99583.69576,1360829.785,2463348.86,3011747.464,3467110.515,99583.69576,1022550.854,1429573.962,2142028.759,2557544.6
1721,0,99720.66299,1404211.615,2685677.064,3270099.649,3745993.585,99720.66299,1042632.546,1474690.588,2309440.026,2754191.328
1722,0,98196.36315,1333935.623,2531957.594,3069740.576,3531449.319,98196.36315,976003.2737,1403313.058,2179970.221,2588212.947
1723,0,99526.70165,1330142.263,2148876.145,2536356.319,2880568.447,99526.70165,1003747.221,1397473.129,1925469.855,2245582.552
1724,0,99571.00784,1330453.014,2154745.346,2533129.545,2867015.808,99571.00784,1004454.795,1397802.452,1931947.044,2244414.087
1725,0,99607.12716,1158606.144,1608882.983,1801008.542,2024047.991,99607.12716,864366.1711,1223469.565,1495804.625,1716818.837
1726,0,99654.2897,1237277.598,1729240.065,1967184.363,2215123.822,99654.2897,934636.8813,1302618.363,1601679.254,1862998.745
1727,0,99395.603,1235467.555,1912781.622,2224595.347,2525321.519,99395.603,920393.1963,1301852.7,1719780.774,2035604.605
1728,0,91911.04631,1279020.039,2510058.568,3055594.678,3526392.411,91911.04631,916108.4374,1345663.641,2122680.713,2607707.315
1729,0,96841.61341,1353927.607,2715834.155,3343487.334,3859832.957,96841.61341,986825.3351,1423536.392,2294385.413,2807444.37
1730,0,99570.32236,1295309.603,2677747.658,3342594.291,3904637.104,99570.32236,926553.4654,1366488.132,2228565.258,2803306.873
1731,0,99632.83767,1251276.097,2589525.607,3225687.399,3791646.962,99632.83767,878484.5114,1322627.218,2158363.271,2685061.108
1732,0,99678.39808,1296403.574,2674282.146,3315750.136,3864031.889,99678.39808,924715.9721,1367779.436,2235815.808,2770810.843
1733,0,99388.68954,1064002.178,2419402.169,3043438.619,3541639.579,99388.68954,765453.915,1131672.597,1986822.943,2488145.263
1734,0,99692.97402,1288337.134,2687369.809,3352409.021,3906269.324,99692.97402,935244.711,1358838.235,2260081.111,2742530.478
1735,0,98063.76748,1329051.085,2716439.141,3369771.19,3930550.948,98063.76748,955997.1744,1399687.448,2292543.15,2772906.267
1736,0,96825.90689,1310047.802,2689607.768,3345853.454,3913770.074,96825.90689,937062.3399,1380060.088,2262206.502,2756261.225
1737,0,98266.65996,1327251.868,2697878.254,3356627.693,3918553.759,98266.65996,953930.5207,1397948.613,2264622.841,2798234.965
1738,0,99376.25025,1480744.665,2935439.146,3628637.299,4167034.836,99376.25025,1108081.64,1552019.386,2495790.078,3034531.898
1739,0,96899.19581,1416205.816,2661070.618,3264266.122,3760784.814,96899.19581,1057756.272,1484994.199,2299339.697,2732455.796
1740,0,99470.41395,1478533.899,2895683.43,3589797.851,4125980.791,99470.41395,1114560.365,1549301.493,2469618.558,3000521.941
1741,0,99726.90556,1475200.235,2891019.739,3580662.213,4126782.058,99726.90556,1103996.721,1546472.806,2467780.988,2980929.113
1742,0,99543.885,1444434.925,2876123.986,3577207.184,4130752.308,99543.885,1080034.816,1515346.947,2446160.27,2962351.596
1743,0,99652.85143,1376506.855,2767668.216,3436321.269,3999158.386,99652.85143,1003502.156,1447887.432,2346370.717,2833200.974
1744,0,99265.01517,1361518.6,2737671.683,3377774.926,3920954.008,99265.01517,988583.7192,1432680.484,2325309.567,2785975.343
1745,0,99723.18242,1439535.302,2828794.063,3473870.643,3985809.757,99723.18242,1071193.626,1510627.069,2413979.912,2908583.484
1746,0,99710.60695,1391463.833,2672055.005,3296446.145,3776935.758,99710.60695,1054446.059,1460674.317,2290007.288,2775403.939
1747,0,99434.57181,1172215.349,2169445.679,2655263.639,3062222.975,99434.57181,870321.0329,1238925.364,1861800.074,2283997.194
1748,0,98422.6798,1316825.523,2636419.724,3253130.956,3759839.848,98422.6798,957188.3176,1386754.809,2214394.807,2764398.117
1749,0,99689.413,996874.3355,2375820.044,3045417.492,3568761.365,99689.413,719509.0628,1063741.848,1922948.817,2470347.538
1750,0,99082.27559,1348068.257,2750247.972,3436774.337,4006109.473,99082.27559,975648.272,1419183.264,2296714.666,2887568.062
1751,0,99393.01881,1435768.667,2870780.776,3582643.234,4150881.847,99393.01881,1061863.019,1507105.152,2418075.259,3008174.241
1752,0,99609.11029,1339851.321,2513205.388,3129736.083,3610702.402,99609.11029,1018563.559,1407945.795,2151629.864,2659148.314
1753,0,99177.74682,1067537.706,2262914.614,2871237.034,3347106.775,99177.74682,796246.3851,1133228.824,1884493.025,2363809.551
1754,0,99697.72899,1374315.571,2549850.38,3160411.554,3639576.726,99697.72899,1047886.712,1442691.619,2201136.26,2665840.312
1755,0,99708.09838,1399405.355,2462708.422,3030731.957,3472054.551,99708.09838,1078441.453,1467149.447,2149036.695,2607261.09
1756,0,97908.6351,1248221.19,2445351.615,3063362.217,3541592.03,97908.6351,943762.9536,1314775.108,2071101.833,2579726.208
1757,0,69695.3871,784325.8319,2143825.336,2810565.709,3311230.36,69695.3871,558787.4908,833727.8042,1689714.522,2215056.575
1758,0,81454.57076,767866.6719,2110559.111,2754127.41,3229506.458,81454.57076,552011.4128,822617.3681,1663867.245,2180030.831
1759,0,56725.79269,1227835.778,2590260.667,3212464.97,3705493.95,56725.79269,879547.2431,1276567.998,2143308.4,2715778.538
1760,0,41539.03322,1246936.033,2533532.62,3163171.628,3697302.727,41539.03322,878356.6423,1288884.474,2103042.348,2677429.016
1761,0,54665.4892,1209359.261,1903009.51,2302912.615,2675137.416,54665.4892,890087.8785,1253669.786,1674923.964,2093370.959
1762,0,73048.58754,1355850.08,2326417.854,2856944.691,3296863.929,73048.58754,1019846.808,1410829.49,2023840.217,2499431.83
1763,0,59012.84381,1289314.465,1950098.079,2360806.452,2709376.742,59012.84381,987676.2733,1334698.231,1750115.656,2142483.636
1764,0,33884.27489,1108125.522,1563454.801,1879962.281,2185595.518,33884.27489,826911.2499,1139525.165,1412491.031,1762178.974
1765,0,66325.79426,1206847.949,2027464.019,2477563.164,2895120.4,66325.79426,877681.3023,1257865.158,1758512.564,2197890.255
1766,0,70596.11176,1370019.811,2251073.478,2748108.545,3161677.56,70596.11176,1040056.151,1423190.321,1983770.819,2424091.788
1767,0,45553.76714,1143204.244,2453231.623,3142312.073,3640089.302,45553.76714,868570.4796,1182503.979,2041335.768,2559146.825
1768,0,83462.41343,1296462.813,2598719.707,3273969.046,3758456.513,83462.41343,1002122.092,1355519.082,2202008.295,2719312.837
1769,0,65073.1541,1378282.402,2817215.434,3528168.788,4042325.987,65073.1541,1045711.436,1430415.21,2372846.823,2935832.48
1770,0,61235.52553,1486707.547,2908392.761,3607477.267,4124382.686,61235.52553,1122066.52,1538397.244,2469077.727,3047188.265
1771,0,52477.22901,1347537.134,2728370.985,3416469.248,3908406.637,52477.22901,1025116.092,1392720.852,2300941.926,2852040.827
1772,0,88965.79462,1490981.696,2708102.639,3331148.6,3798529.599,88965.79462,1144991.254,1554977.134,2343262.987,2860154.665
1773,0,64150.26651,1501427.555,2832944.803,3493982.712,3987423.745,64150.26651,1137528.622,1554260.258,2425243.279,2979091.926
1774,0,64367.18889,1468185.519,2629843.389,3213011.13,3654113.552,64367.18889,1117325.507,1520007.932,2278263.79,2783808.286
1775,0,81927.88399,1461246.939,2320616.041,2801798.678,3175709.028,81927.88399,1136388.583,1519645.375,2073204.515,2502364.163
1776,0,92199.68681,1395303.43,1966000.283,2290384.371,2565342.643,92199.68681,1091636.983,1457003.705,1826041.533,2121376.598
1777,0,84365.29608,1373916.147,1968488.385,2296928.729,2579140.42,84365.29608,1068003.702,1431913.489,1821190.392,2108877.898
1778,0,92557.04691,1478233.754,2261002.945,2700249.928,3035288.35,92557.04691,1160778.794,1541321.678,2041923.337,2453434.926
1779,0,96367.11243,1440078.009,2154905.536,2567196.15,2874255.362,96367.11243,1142082.019,1503916.845,1960000.231,2347932.251
1780,0,97604.23129,1442851.27,2190866.329,2642540.03,2991821.509,97604.23129,1139254.429,1507689.111,1983614.86,2382166.969
1781,0,82759.74037,1469292.072,2255377.979,2716288.331,3072875.596,82759.74037,1152130.218,1527489.264,2034781.66,2444420.469
1782,0,96193.6095,1435685.677,2312487.846,2757936.196,3105269.293,96193.6095,1108299.267,1501425.128,2056630.62,2489016.309
1783,0,66528.69437,1220821.423,1793231.323,2105950.573,2401741.532,66528.69437,913518.6549,1270086.282,1616657.637,1974019.794
1784,0,57309.31146,1165800.564,1967025.292,2376569.943,2757825.865,57309.31146,840443.6191,1212109.38,1701393.771,2132722.368
1785,0,45286.40947,1183001.212,2133132.008,2580618.127,2983892.799,45286.40947,839807.7744,1224628.652,1816612.329,2284970.98
1786,0,87620.3534,1193246.065,2187610.475,2633584.999,3042591.01,87620.3534,847939.2373,1256255.262,1860900.664,2329881.413
1787,0,85769.72681,1149960.408,1607563.187,1834746.864,2080432.078,85769.72681,849196.024,1208258.197,1458951.565,1801738.707
1788,0,69813.28867,1082394.942,1421048.395,1577753.764,1791004.783,69813.28867,787021.108,1132191.017,1320387.496,1571366.698
1789,0,67756.29456,1028136.361,1534211.175,1752149.248,1991210.04,67756.29456,748660.8509,1076634.293,1389042.588,1633466.804
1790,0,39129.05519,856857.7344,1075499.734,1175769.586,1322764.041,39129.05519,627254.8388,887857.4115,1019061.77,1179579.046
1791,0,25827.26016,1041056.839,1329782.726,1481960.918,1655909.965,25827.26016,772511.4697,1067388.41,1242562.867,1494894.672
1792,0,18894.80256,1030637.977,1188238.315,1288119.804,1434765.867,18894.80256,761870.7035,1053151.73,1138438.802,1373382.416
1793,0,15710.88655,1057853.728,1238268.807,1355618.97,1523541.435,15710.88655,775567.1304,1079504.81,1176309.482,1434812.51
1794,0,6694.889885,1044016.432,1283116.634,1425078.261,1603409.586,6694.889885,760985.4093,1061381.152,1194550.633,1489955.016
1795,0,10475.13397,978376.3117,1272095.418,1435502.261,1651753.891,10475.13397,698169.0491,997730.9545,1177386.569,1415194.885
1796,0,12192.2286,846730.9327,1018833.783,1152694.333,1327612.673,12192.2286,622078.9542,863887.0703,969246.6526,1148653.236
1797,0,8750.615661,777381.7699,983339.6032,1142562.055,1299680.332,8750.615661,585454.5732,791299.223,910955.9536,1144868.418
1798,0,12695.62558,573515.2876,739258.6675,876687.3679,1018955.127,12695.62558,429907.0256,587047.417,685095.2574,845119.6552
1799,0,22090.28467,640287.1446,783155.4947,887557.2528,1013416.237,22090.28467,479995.6612,659235.4031,747355.214,872988.5528
1800,0,22652.28491,707806.3934,822793.9264,950500.1076,1084775.577,22652.28491,549636.9543,726762.8292,801188.2031,930691.4982
1801,0,18146.2397,1037792.079,1172211.637,1289815.588,1428641.916,18146.2397,786475.2233,1058949.894,1127230.776,1385989.05
1802,0,24459.7427,1062844.788,1218974.59,1369579.263,1552101.486,24459.7427,798823.9762,1087845.773,1165759.334,1434359.108
1803,0,6892.812877,1103917.048,1461068.56,1731862.501,2020271.719,6892.812877,810519.7624,1122181.958,1338490.094,1662463.834
1804,0,12106.96733,777523.6783,1325523.911,1702500.101,1969056.451,12106.96733,618389.23,792402.1156,1151708.255,1462398.377
1805,0,27474.6951,1237301.21,1972153.651,2438938.894,2785838.256,27474.6951,971108.4878,1265369.264,1755948.429,2142840.499
1806,0,22959.06143,1265105.258,1908664.705,2341868.284,2666505.178,22959.06143,997545.6922,1290692.471,1724459.536,2089806.792
1807,0,35228.27391,1145335.852,1636265.797,2006377.297,2266816.027,35228.27391,928443.1134,1174146.261,1505196.144,1814163.486
