cogen_gas_kWh
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
103740.69565217392
104159
104363
104418.41666666667
104326.04166666667
104180.54166666667
104176.5
104297.125
104454.70833333333
104661.29166666667
104567.125
103996.70833333333
103326.33333333333
102711.33333333333
102090.5
101456.79166666667
100749.375
100015.875
99241.54166666667
97796
96196.66666666667
95036.20833333333
93970.125
92601.25
91198.625
89727.54166666667
88631.375
87607.41666666667
86682.375
85731.83333333333
84787.33333333333
83855.54166666667
82955.79166666667
82147.91666666667
81456.75
80423.58333333333
79397
78365.33333333333
77408.25
76278.70833333333
75315.625
74327.625
73353.20833333333
73036.45833333333
72777.91666666667
72367.875
72091.5
72043.33333333333
72064.375
72170.83333333333
72250.66666666667
72312.54166666667
72578.91666666667
72908.33333333333
73178.875
73331.91666666667
73453.20833333333
73524.08333333333
73762.08333333333
75054.625
76701.04166666667
78415.91666666667
80080.04166666667
81930
83519.04166666667
85244.83333333333
86940
88433.66666666667
89892.54166666667
90954.58333333333
91844.70833333333
92789.125
93735.58333333333
94690.66666666667
95664.04166666667
96702.04166666667
97001.29166666667
97111.75
97309.95833333333
97640.75
98157.95833333333
98928.45833333333
99598.54166666667
99957.75
99950.33333333333
100088.79166666667
100427.41666666667
100937.29166666667
101416.91666666667
101776.625
102153.79166666667
102692.33333333333
103198.08333333333
103690.91666666667
104214.16666666667
104652.04166666667
105057.33333333333
105389.25
105581.04166666667
105699
106259.45833333333
106452.95833333333
106282.91666666667
105989.04166666667
105561.5
105037.25
104982.33333333333
105269.75
105516.875
105602.5
105394.83333333333
104971.875
104693.75
104411.29166666667
104173.29166666667
103902.70833333333
103632.54166666667
103411.54166666667
103406.70833333333
103449.83333333333
103215.79166666667
102965.20833333333
102924.33333333333
102889.04166666667
102923.79166666667
103507.41666666667
104399.79166666667
105325.04166666667
106252.20833333333
107024.91666666667
107310.95833333333
107338.08333333333
107650.58333333333
107936.29166666667
108302.25
108719.45833333333
109108.58333333333
109490.20833333333
109816.375
110243.58333333333
110675.5
110961.45833333333
111026.625
111106.5
111220.16666666667
111085.45833333333
110822.5
110566.04166666667
109964.83333333333
109371.95833333333
108731.54166666667
108101.83333333333
107561.125
106928.20833333333
106621.41666666667
106386
106045
105626.16666666667
105245.125
104696.08333333333
