kWh
0.0
0.0
0.0
0.0
0.0
1259.8744931929136
12363.621814861197
26901.099905729956
33924.065713781616
41156.42941449111
39795.98358222772
40963.58820813063
49099.66909700117
47748.58307684635
47440.73453726605
46402.60355638022
43565.71729480806
39730.37286430047
29402.534462817533
9445.577934336025
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1230.1331868568625
2132.8967749005196
5419.123600563966
7915.176897317161
13919.879247555193
11238.626234193223
16904.283689664517
14403.235522386407
15417.946112406082
14430.043449123814
10784.880163336104
6586.705771241153
2929.0780848217523
785.0789370235173
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3214.8181956301914
4755.245555440953
4902.079189795954
6962.306919863664
8149.090354019752
13737.992357318008
24455.26654001298
27495.132199203457
25755.345164568975
35562.130129358695
29760.42392851841
24883.828277214718
24990.498200734462
7227.311354050978
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
15880.888607733468
39137.0471022609
49405.71217615588
48814.95287695546
37284.61167010104
29285.682081588628
18929.727107100753
23704.336560891963
34924.880246528075
37494.30407877927
33985.37550349345
32263.29376790551
25562.058341999047
8723.345751456283
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
24056.649209845564
44169.86779077968
49405.71217615588
46029.13290088235
49405.71217615588
47856.68193762848
48690.09348082206
45264.07066926485
42398.890898305915
45674.67934605321
43163.064218484105
39280.16658294155
29106.81469557766
9332.608764941353
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
16748.277299759637
33190.768694479884
41587.00799655056
49405.71217615588
49405.71217615588
49405.71217615588
49405.71217615588
47844.55045533994
39512.806074178145
39128.499982798734
32906.83030096578
30769.60991577999
14038.297655231792
3202.4289865714486
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
17426.985898114912
42043.48032980066
49405.71217615588
49405.71217615588
49405.71217615588
33264.89205193332
29412.31013869722
38445.73348864612
22347.95669055273
21765.644703180053
8646.04294718059
11098.695136847615
2548.129712423083
696.808269349531
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
12370.46895853024
36575.83480492338
49405.71217615588
49405.71217615588
49405.71217615588
49405.71217615588
48393.73720150281
41137.97710947798
39836.03535657351
41516.70955583204
37632.87550296861
33260.36624614088
29070.353888213114
8806.689710314946
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
11304.963439355024
14131.939260794537
26985.383238453407
24630.89705396941
26764.090272680663
42522.87516179245
45902.39165776184
46364.2232583935
30826.125307391743
22094.49706107443
20802.95980669256
28560.28103297483
24902.460831180895
