Northland,Auckland,Waikato,Bay of Plenty,Gisborne,Hawke's Bay,Taranaki,Manawatu-Wanganui,Wellington,Tasman,Nelson,Marlborough,West Coast,Canterbury,Otago,Southland,kWh
116.26429190257755,1546.5092621470003,271.23786332120494,0.0,46.11297217036366,582.0671335251628,9.700538091823779,595.0226343248421,1.2231644359942704,0.0,0.0,0.0,0.040053458175349214,3066.110834619604,1752.931239777252,320.8453035780529,8308.065291352053
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9634711494697408,25.479044847522225,26.442515996991965
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
0.0,0.0,0.0,0.0,60.75175977576602,766.8471799789119,-0.0,655.4614756152615,477.2977671086219,0.0,0.0,0.0,-0.0,523.9218767977658,583.7112702873067,0.0,3067.9913295636334
3703.248478808989,37.40331914210255,8982.917263630394,2207.466718038895,180.15365847924156,2274.0135508436542,1214.079979774135,2907.095944504965,5022.84038103393,724.6506429167291,1066.1868065864987,1285.3639272719684,131.41577048489773,5811.787126004417,2143.0331756137075,548.2023067503089,38239.859049884835
7623.934888969578,14886.484385361975,20272.17836089121,9277.539319640826,257.50420887547585,3250.3811764088027,4901.832792995196,4640.232959622472,9687.933358926808,1950.489400324089,2869.7774373620814,3459.7205428699413,275.84713278493604,14402.852788756712,6702.385105357263,1234.1622715631895,105693.25613071056
11235.757865736992,40167.37189500213,27878.559430757512,10886.071971135802,272.4380008270853,3438.8849545174935,7032.605851383617,7096.706725654153,14974.243408531647,2788.071997789626,4102.122324616704,4945.399838702255,553.2739449174143,18695.28200157088,11845.45823138763,1886.196894192266,167798.44533672318
15330.925832675657,48667.30730185996,39960.00058913728,11321.21965911159,607.1741533921277,7664.136627537971,7050.80759970166,9540.885991232968,18809.648060976633,4531.646603266165,6667.463649887512,8038.101024154081,583.3976592840143,27131.773878209817,11280.86975677667,2663.9608038607635,219849.31919106486
16598.973953171102,47602.76252036665,33752.95285565984,14494.315342502316,1021.593098656955,12895.194965257715,7898.54051631087,13690.498439190655,19550.278668615483,4291.672694598947,6314.387284266482,7612.442386157475,689.7225114290603,37887.84089294355,15906.842128779801,2529.4426646530746,242737.4609225599
19017.650027288877,61237.900813201486,37536.6788126698,15843.586292171718,938.6078829832319,11847.703026683103,11732.045303270173,12329.770393062758,19167.257941325184,4992.275224340291,7345.191825976083,8855.1504798954,826.6021954214892,43750.94679276093,18105.812093561806,3422.8400270800885,276950.0191316924
20080.663231931176,52970.10314803473,31090.882882506136,15683.171589086558,1298.9970427242515,16396.763199794535,8187.395935743577,12740.290682039686,26669.756036276118,4988.890124567188,7340.2112898345085,8849.14608980606,552.720454897886,38224.09506234898,15626.487918380588,3548.267776104654,264247.84246407665
18620.53610629011,50353.398783286895,27265.92903180212,15082.241332118456,1565.8868694781183,19765.615588049204,8535.578038348462,10398.475299475176,19818.370396858452,4628.099006891319,6809.375178172062,8209.185451567879,430.8453467665755,29855.70112677979,16185.343756966864,3550.784806561425,241075.36611941288
17208.254114184238,44984.317521786725,23078.492027925444,13687.796311265745,1086.9682100033651,13720.401016273212,7714.690227694629,10159.76228458168,19469.961505941243,4266.773093190652,6277.752214981327,7568.276207921778,582.4204140774299,22469.90800715706,15209.350041432599,3151.8468132085122,210636.97001162564
15273.03434255417,44056.265062027254,24753.732282445962,10854.880978359155,1048.7990796915788,13238.606084737472,8299.060144876436,9620.764305381528,14951.682542244029,3794.8607124318232,5583.422113782887,6731.211952215135,584.0075898179913,24967.442713581622,11414.227175525422,2614.2418182208808,197786.23889789337
12110.143243428089,27721.31349659685,31551.962560691663,8076.253023316184,666.8899558779488,8417.907298633763,4926.022274545177,8244.81916606555,14338.660262876823,3399.948592131475,5002.383379406555,6030.728486370911,461.5560839284868,14190.398059889802,10424.93719359139,2535.2879719755533,158099.2110493262
7367.451087843247,26533.783078978428,9817.09838638821,4948.873697072816,357.91109776415254,4517.78050572752,5109.5705268363145,4357.864934583319,7886.220279390003,2087.063238637171,3070.7200929128862,3701.9711872219978,423.9910077849394,11246.47893298177,7522.088432590744,960.4865006886605,99909.35298740216
4293.141878136722,10645.791828261787,2932.5918570856093,1304.801010963584,78.15045687215834,986.4645516060286,969.8203908028536,2749.9513070602643,2426.235355230314,719.6514603113038,1058.8314518514674,1276.496524683329,126.15284140144212,4840.049966950845,4109.402079839309,447.8656828756645,38965.398643932676
459.6089134093534,3.409737405262281,544.6718240953221,333.62127873742884,0.0,0.0,232.14087088884102,484.5806263127505,321.5198721058021,92.61281228917241,136.26229349103642,164.27387360145005,22.325038269182727,1703.4642229364513,380.25212361546244,293.6188690490945,5172.36235620661
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1723431365406384,0.1723431365406384
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.0,0.0,0.0,0.0,112.88846853517956,1424.949730968497,0.0,273.04632568749133,1844.2137883465723,0.0,0.0,0.0,0.0,0.0,542.6811450477147,0.0,4197.779458585454
4202.73842638359,15431.281418616469,5170.277184249853,2009.3590450163783,180.3324066596292,2276.269823560076,1221.4254664772907,1528.882736043114,3063.2301619454606,812.0764355793202,1194.8173785777701,1440.437218519384,95.92243956823498,1725.9482271883417,2604.9758479617994,585.3495326410236,43543.32374898774
7876.816562778373,17933.455782965906,10459.672114027275,5462.885001875187,596.1767526461433,7525.320471754445,4033.624241280664,4363.587907996114,8968.839499726024,1503.6932839257236,2212.4011841366173,2667.2067757502173,199.65807410295847,6077.9561816330015,4942.092208284177,921.2097757246862,85744.59581860749
11759.280224784347,31315.32541477532,33792.468394451425,9259.808546775217,988.4529239418806,12476.878695604557,7407.3536207398865,7348.897059826418,12850.724213265457,4165.99657281217,6129.478564096592,7389.5217898078145,336.14920179825947,10019.151470824481,9486.226599487902,865.411774344986,165591.12506733672
12024.826948496639,41270.064379983,27242.351596043314,14327.902423531545,1038.6947419244125,13111.062735361167,8997.956271956731,5061.359456648268,16329.291370508188,3722.8191016797446,5477.426465176345,6603.42666888112,469.6999107824952,18050.18057175302,8590.763400317855,1380.8668397832585,183698.6928828271
11720.158822627196,64492.4998684172,30506.407438187587,14526.392802013515,1162.3875752204824,14672.391999678708,10422.521595569058,6081.34319584435,17802.38791929013,4185.8530324550375,6158.693601030157,7424.742591994017,564.7245749759974,15518.417366678412,9792.747623403577,1842.5861265353576,216874.2561339208
13034.501419150594,57384.25167253277,33292.07493472772,16605.953553426818,1252.5163233503342,15810.05412820814,8569.478197546241,8920.174409064664,20315.04164728541,4688.391699496317,6898.084508685155,8316.130850581992,602.6708040703876,17639.84754742642,9816.004035350941,1904.5496122729878,225049.72534317695
15225.641035171924,54095.06403715541,26974.69109815933,19221.62238188286,1331.4786695805183,16806.76686138051,8382.313976682812,11499.775887223681,19313.71859444439,4580.268148001322,6739.001086608501,8124.344485471195,652.3009964404721,26565.42582876406,10234.458494374823,2168.920813021302,231915.79239436312
12674.366721207145,64956.26560808577,40054.181628612474,15289.04882349729,1192.4994882251692,15052.483632524307,11670.646174367796,12622.15500280841,19928.720168927088,4889.2379034738115,7193.591833389746,8672.385920587973,651.3111910063341,20905.397570266116,8171.565578199465,2346.8091245359115,246270.66636971483
13852.531030343142,45047.22533604364,21839.87401465692,13702.367658343912,1083.7193765087652,13679.392182738995,9495.667703667263,8730.148682344592,16735.258038213717,4302.121241601202,6329.760351372261,7630.975710512296,635.2795183904572,24971.24427974989,3966.667274986165,2560.7728626751777,194563.0052621484
14831.784257893201,43914.76732307506,20460.743913316226,10664.305635043831,981.3041528809536,12386.642380662886,3261.7517555517206,9249.097784024274,15047.887033011662,3487.834556126211,5131.6910067594645,6186.618015948458,501.0434130589243,14630.851428967302,3993.874524434348,3101.6508109973497,167831.84799175186
11260.254475307987,26752.883223340727,17198.397966782177,7716.358324428696,721.0604212815069,9101.681213762957,5320.903743110675,7300.144722602859,11317.754731138002,2670.353039336562,3928.9210701714164,4736.593423872393,637.5932065397692,9986.792727735372,2598.7252627786947,2338.3829642486016,123586.80051643838
8059.947289797687,15888.025600050461,9272.014787790189,5433.83354170074,674.4944064191575,8513.89548851236,2234.338672785861,5162.378606914775,7441.719392668894,1687.1098327531931,2482.2640572065416,2992.545637768778,322.6742421076857,10028.018434563704,4146.174597657323,1030.948468439203,85370.38305713658
4826.18954368722,4742.714702499821,3949.9353439973056,1215.4922642211075,281.7390928255096,3556.2892271845258,1064.4107369906499,1592.213560262973,2576.9026722500294,627.5041237743969,923.2540181762643,1113.0482982358974,164.27372384032572,7523.196782804998,2440.2397661520286,602.6089115041257,37200.01276840718
282.4867703436271,1546.5122115326556,260.19388887860816,740.4563045261959,45.635432465736905,576.0393249946343,403.6438110497431,289.1293912142859,437.5532097957772,37.39510441028584,55.01984624300251,66.33033274086766,43.62418938439152,1170.6996512170065,1059.9640931787133,349.22317941991116,7363.9067413954435
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.479025202142246,25.479025202142246
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
