kWh
0.0
0.0
0.0
0.0
0.0
0.0
9526.719079093797
20186.68688396339
25879.182568462606
25879.182568462606
25879.182568462606
25879.182568462606
17285.822281187044
19715.350622554797
21668.77373906584
19221.352182719733
17515.617603188028
9711.422155127724
8373.72015862299
1042.9520475341212
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
8113.885651429524
16905.193228732223
20810.307493929486
21076.934026792955
23495.120221685225
21976.70441633934
21081.496059353794
20812.47451914337
22147.4280845385
21620.801990969732
21593.62373285868
19324.996025291668
10445.261826664271
1137.2771879339587
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
7434.215984479226
12451.217065052453
17868.797456107808
19971.25186936376
20482.169753692826
21643.91298004532
20110.930762537195
20155.30016216252
16711.809913273693
15444.578212545852
11960.167991675262
11408.269324664114
7198.51556363298
622.5047768818773
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
8697.805148242256
19653.349736835622
22274.619975275542
22718.605445017012
21892.198702598133
25529.032088337488
24418.10360348576
23237.081637393978
24128.838219994846
22032.017444317196
22749.192550087308
19714.236521635095
11482.09393145784
1537.7423292943802
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5012.4694896819665
16230.183928683167
21633.914834532698
19363.620283881708
17648.736588486157
20199.160787724202
21920.78864630811
21308.148556927248
21152.586827445175
17662.086077070184
11383.467164411657
6621.400777872716
3548.1761469617386
312.97531355230916
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3963.6974110378114
6051.2504600132315
9982.968261009872
15310.90479487434
16385.598319183977
18428.688566700876
20290.29115690728
15056.543747473714
15851.220506618276
13178.415303740507
6846.976429512571
3943.171775452839
1780.6851773858714
134.01250461832583
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
297.1104460071048
1622.7325364810717
1693.1104330697765
2668.451876381979
3648.203702172612
3829.725701400248
5350.647600354284
3719.422311578305
3098.226372821509
3595.294792642523
2386.2740341681338
1463.1296367574291
519.3019017323679
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
373.8402113286659
1703.6566232596756
6719.837019648932
13799.118521309792
21012.497903631014
22489.224657954306
23440.570879877916
25162.582252020486
24124.209740440423
22300.415089038368
19459.980824917184
13730.668812308959
9181.788981103618
1147.950094125059
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5272.105953103081
10386.804312211789
15073.770692886308
17178.53193461471
17704.504520357015
14411.899635921645
16938.620590351737
17056.784339573805
18108.159890658695
13305.025848690097
15014.08132510967
10959.403302241695
4580.686970373115
