kWh_rangitaiki
0
0
0
0
0
1880.3854239630448
9348.486208897417
16327.989388637552
20100.210608103887
22984.7425252496
23191.790888323736
23290.41635447745
22636.152342847297
23265.63226069743
23351.36478881764
21302.910350567057
19288.33618926232
10956.79340744524
9713.15215862269
725.7912669209106
0
0
0
0
0
0
0
0
0
2218.797498329577
11318.486902161312
18717.650873835355
22897.316985064383
23059.47548385871
22461.221119893908
22623.730242488677
22579.962374370287
23038.367931071927
22549.78869188628
21779.86891522367
20956.333750561593
12152.05992533898
5526.004737274454
633.2466192492009
0
0
0
0
0
0
0
0
0
2791.316075341724
5406.512146082838
11372.282610972426
22558.143556159743
23089.488881176792
22264.27072227258
22730.780697675935
22562.541380399613
22401.214360903483
22648.103605531032
21598.426107404877
20900.143782084582
13806.52340794108
6112.347909847
998.3261380952844
0
0
0
0
0
0
0
0
0
826.8310283862564
5814.755124400832
16065.432269041554
15172.754090931749
18646.44418887644
20586.776264892687
22319.769460971573
22732.393567157986
22729.17784601676
22927.31034673673
21910.05052341742
20868.677800450372
12249.012415073425
5195.393207649248
934.472535122836
0
0
0
0
0
0
0
0
0
2640.467698567465
9934.65740884403
15725.01663010105
20163.60339122432
21492.69800483644
22570.16494360357
21905.96325168652
22400.272685553715
23057.21145589012
21904.200114861425
11241.339648240568
8891.68934758496
4843.897856614686
3756.713629663799
0
0
0
0
0
0
0
0
0
0
1248.921977184678
8549.971391671375
19910.402918188764
22866.722554019852
22086.55454456137
23073.981291374257
22718.95966668951
22598.75581007413
19865.793552949304
21808.129193539527
18789.729109383956
7838.505611454356
5535.93907828706
0
0
0
0
0
0
0
0
0
0
0
2898.116084957236
8232.636816623015
19279.801004177203
22552.443414946796
22632.195302813703
22368.305812776012
22610.697054934997
22541.473898904307
22381.58944590144
22015.107431853576
19821.274348115672
14201.415967647848
9235.56113541556
1074.6018414263517
0
0
0
0
0
0
0
0
0
0
65.06575953970068
2122.5262205502822
6511.063938615762
7188.579317126848
8913.979003470384
20171.998326789257
22056.61127200338
21659.114078350452
21438.912313848192
22277.744694032535
14472.528307974704
7571.660863670058
4491.070135138434
782.2216631467974
0
0
0
0
0
0
0
0
0
0
0
1869.1654623488084
11322.62426300656
11513.153236168311
16653.358257627533
17270.235754307392
21261.737098571957
21698.814710383682
21946.896075932746
22011.831603775132
18196.48365685408
14157.798366872506
9646.1916948508715
3700.884302810104
0
0
0
0
0
0
0
0
0
0
0
5365.813071036911
10905.912885089252
14169.729593910502
17118.716183400855
21303.65166945943
19627.679921155748
17344.207358378393
15528.787515726352
14310.870700323872
14077.575641330715
17315.83688401097
4299.439201461
0
0
0
0
0
0
0
0
0
0
0
0
458.2853428272036
3920.725425689046
5748.286869659352
15699.060451045258
17168.314424429504
19792.69349946798
20762.58905625862
23001.722735014
22504.60831074325
20417.58525444372
19098.6286775759
10038.2391928626
3462.3298868102743
0
0
0
0
0
0
0
0
0
0
734.5268084634232
6902.770830649917
15769.986636963824
19662.872532897545
22181.052667692704
22573.6110746708
22240.9692662773
23342.47897993208
22552.19296937505
21980.195319152135
19617.2613853711
18481.56084226151
12079.37060259532
3935.3614649019023
32.02697971492272
0
0
0
0
0
0
0
0
0
1261.0635785029408
5730.004342921869
16647.988704569292
19565.769775820052
17221.46899257695
22002.03417300842
23200.205859534417
23454.688613897313
22855.492574582742
22747.570568805808
19270.304108096585
19923.01535718191
15138.663439705637
3594.1744536004207
682.3239334886148
0
0
0
0
0
0
0
0
0
1872.8720568106544
3844.259383723452
14268.44522047004
18702.043105804125
17309.836208111927
21968.614715914584
23326.971390129547
22789.825745670852
22576.64647500036
22074.863745272258
19401.267106474184
18839.036833549377
6027.964448539931
4398.585594403944
598.6650947024655
0
0
0
0
0
0
0
0
0
564.6345504135719
2985.942338057245
5901.3892565793285
10094.098573184903
19817.888323985662
14763.786490092834
11078.0992245763
15891.362578854973
12918.002626322264
11432.37953036868
6678.261402313623
3951.9409617515103
1411.0103512189132
561.0481698261642
50.54993420128247
0
0
0
0
0
0
0
0
0
674.3597643070809
4397.513687356869
11071.487461482197
20211.538673656574
18730.223241537024
20199.657535732924
18925.470609270473
18718.11169368737
22744.885792276687
19349.545086997125
19769.52227517001
11326.471106988583
6544.573556115424
1294.7434989913895
0
0
0
0
0
0
0
0
0
0
236.49074448863956
2293.540474761557
12053.92533250589
12161.6569996483
