storage_GWh,inflow_MW
2672.242333333333,1829.7183333333332
2671.6369999999997,1831.5675
2671.0316666666668,1833.4166666666667
2670.4263333333333,1835.2658333333334
2669.821,1837.115
2669.4735,1864.4891666666667
2669.1259999999997,1891.8633333333332
2668.7785,1919.2375
2668.431,1946.6116666666667
2668.0834999999997,1973.9858333333332
2667.736,2001.36
2667.3883333333333,2035.6133333333332
2667.0406666666668,2069.866666666667
2666.693,2104.12
2666.345333333333,2138.3733333333334
2665.9976666666666,2172.6266666666666
2665.65,2206.88
2665.5266666666666,2212.508333333333
2665.403333333333,2218.1366666666668
2665.2799999999997,2223.7650000000003
2665.1566666666668,2229.3933333333334
2665.0333333333333,2235.0216666666665
2664.91,2240.65
2664.7864999999997,2233.9225
2664.663,2227.195
2664.5395,2220.4674999999997
2664.4159999999997,2213.74
2664.2925,2207.0125
2664.169,2200.285
2663.177333333333,2196.0491666666667
2662.1856666666667,2191.813333333333
2661.194,2187.5775
2660.202333333333,2183.3416666666667
2659.210666666667,2179.105833333333
2658.219,2174.87
2657.2271666666666,2168.0758333333333
2656.2353333333335,2161.2816666666668
2655.2435,2154.4875
2654.2516666666666,2147.693333333333
2653.2598333333335,2140.8991666666666
2652.268,2134.105
2651.8063333333334,2126.2733333333335
2651.344666666667,2118.4416666666666
2650.883,2110.6099999999997
2650.421333333333,2102.778333333333
2649.9596666666666,2094.9466666666667
2649.498,2087.115
2649.0361666666668,2077.703333333333
2648.5743333333335,2068.2916666666665
2648.1125,2058.88
2647.6506666666664,2049.4683333333332
2647.188833333333,2040.0566666666666
2646.727,2030.645
2644.928,2019.9
2643.129,2009.155
2641.33,1998.4099999999999
2639.531,1987.665
2637.732,1976.92
2635.933,1966.175
2634.134,1958.5391666666667
2632.335,1950.9033333333332
2630.536,1943.2675
2628.737,1935.6316666666667
2626.938,1927.9958333333332
2625.139,1920.36
2625.368,1918.7641666666666
2625.597,1917.1683333333333
2625.826,1915.5725
2626.055,1913.9766666666667
2626.284,1912.3808333333334
2626.513,1910.785
2626.7418333333335,1916.1091666666666
2626.9706666666666,1921.4333333333334
2627.1994999999997,1926.7575000000002
2627.4283333333333,1932.0816666666667
2627.657166666667,1937.4058333333332
2627.886,1942.73
2627.4936666666667,1950.4825
2627.1013333333335,1958.235
2626.709,1965.9875
2626.3166666666666,1973.74
2625.9243333333334,1981.4924999999998
2625.532,1989.245
2625.1395,2033.1325
2624.7470000000003,2077.02
2624.3545000000004,2120.9075000000003
2623.962,2164.795
2623.5695,2208.6825
2623.177,2252.57
2626.362666666667,2380.689166666667
2629.5483333333336,2508.8083333333334
2632.7340000000004,2636.9275
2635.9196666666667,2765.0466666666666
2639.1053333333334,2893.1658333333335
2642.291,3021.285
2645.4765,3168.4624999999996
2648.6620000000003,3315.64
2651.8475,3462.8175
2655.033,3609.995
2658.2185,3757.1724999999997
2661.404,3904.35
2663.355666666667,4043.0525
2665.307333333333,4181.755
2667.259,4320.4574999999995
2669.210666666667,4459.16
2671.162333333333,4597.862499999999
2673.114,4736.565
2675.065666666667,4828.1525
2677.0173333333332,4919.74
2678.969,5011.327499999999
2680.920666666667,5102.915
2682.8723333333332,5194.5025000000005
2684.824,5286.09
2685.525833333333,5220.2925000000005
2686.2276666666667,5154.495
2686.9295,5088.6975
2687.6313333333333,5022.9000000000005
2688.3331666666663,4957.1025
2689.035,4891.305
2689.7368333333334,4760.428333333333
2690.4386666666664,4629.551666666667
2691.1405,4498.675
2691.8423333333335,4367.798333333333
2692.5441666666666,4236.921666666667
2693.246,4106.045
2693.1615,4015.2883333333334
2693.077,3924.5316666666668
2692.9925000000003,3833.775
2692.908,3743.0183333333334
2692.8235,3652.2616666666668
2692.739,3561.505
2692.6545,3502.1458333333335
2692.57,3442.786666666667
2692.4855,3383.4275
2692.401,3324.068333333333
2692.3165,3264.7091666666665
2692.232,3205.35
2691.7723333333333,3172.0466666666666
2691.3126666666667,3138.7433333333333
2690.853,3105.44
2690.3933333333334,3072.1366666666668
2689.933666666667,3038.8333333333335
2689.474,3005.53
2689.014166666667,2981.2633333333333
2688.5543333333335,2956.996666666667
2688.0945,2932.73
2687.634666666667,2908.463333333333
2687.1748333333335,2884.1966666666667
2686.715,2859.93
2685.3105,2835.179166666667
2683.906,2810.4283333333333
2682.5015000000003,2785.6775
2681.097,2760.9266666666667
2679.6925,2736.1758333333337
2678.288,2711.425
2676.8835,2688.4675
2675.479,2665.51
2674.0744999999997,2642.5525
2672.67,2619.595
2671.2655,2596.6375
2669.861,2573.68
2669.3551666666667,2555.3125
2668.849333333333,2536.9449999999997
2668.3435,2518.5775
2667.837666666667,2500.21
2667.331833333333,2481.8424999999997
2666.826,2463.475
2666.320166666667,2447.514166666667
2665.8143333333333,2431.5533333333333
2665.3085,2415.5924999999997
2664.802666666667,2399.6316666666667
2664.2968333333333,2383.6708333333336
2663.791,2367.71
2662.82,2356.8808333333336
2661.849,2346.0516666666667
2660.878,2335.2225
2659.907,2324.3933333333334
2658.936,2313.564166666667
2657.965,2302.735
2656.9938333333334,2299.3500000000004
2656.0226666666667,2295.965
2655.0515,2292.58
2654.0803333333333,2289.195
2653.1091666666666,2285.8100000000004
2652.138,2282.425
2651.3945,2288.701666666667
2650.651,2294.9783333333335
2649.9075000000003,2301.255
2649.164,2307.5316666666668
2648.4205,2313.8083333333334
2647.677,2320.085
2646.9333333333334,2337.684166666667
2646.1896666666667,2355.2833333333333
2645.446,2372.8824999999997
2644.7023333333336,2390.4816666666666
2643.958666666667,2408.0808333333334
2643.215,2425.68
2641.8731666666667,2443.8633333333332
2640.5313333333334,2462.0466666666666
2639.1895000000004,2480.23
2637.847666666667,2498.4133333333334
2636.5058333333336,2516.596666666667
2635.164,2534.78
2633.822166666667,2575.9483333333337
2632.4803333333334,2617.116666666667
2631.1385,2658.285
2629.7966666666666,2699.4533333333334
2628.4548333333332,2740.621666666667
2627.113,2781.79
2628.5913333333333,2862.355833333333
2630.0696666666668,2942.9216666666666
2631.548,3023.4875
2633.0263333333332,3104.0533333333333
2634.5046666666667,3184.6191666666664
2635.983,3265.185
2637.4613333333336,3492.4283333333333
2638.9396666666667,3719.6716666666666
2640.418,3946.915
2641.8963333333336,4174.158333333334
2643.3746666666666,4401.401666666667
2644.853,4628.645
2656.4456666666665,5169.575833333333
2668.0383333333334,5710.506666666666
2679.6310000000003,6251.4375
2691.2236666666668,6792.368333333333
2702.816333333333,7333.299166666667
2714.409,7874.23
2726.001666666667,8494.566666666666
2737.5943333333335,9114.903333333334
2749.187,9735.24
2760.779666666667,10355.576666666666
2772.3723333333337,10975.913333333334
2783.965,11596.25
2797.0863333333336,12075.51
2810.2076666666667,12554.77
2823.329,13034.029999999999
2836.4503333333337,13513.289999999999
2849.5716666666667,13992.55
2862.693,14471.81
2875.8143333333337,14705.18
2888.9356666666667,14938.55
2902.057,15171.92
2915.1783333333333,15405.29
2928.299666666667,15638.66
2941.421,15872.03
2949.466833333333,15675.569166666668
2957.5126666666665,15479.108333333334
2965.5585,15282.6475
2973.604333333333,15086.186666666666
2981.6501666666663,14889.725833333334
2989.696,14693.265
2997.741666666667,14334.529999999999
3005.787333333333,13975.795
3013.8329999999996,13617.06
3021.8786666666665,13258.324999999999
3029.9243333333334,12899.59
3037.97,12540.855
3041.5285,12222.852499999999
3045.087,11904.85
3048.6454999999996,11586.8475
3052.2039999999997,11268.845
3055.7625,10950.8425
3059.321,10632.84
3062.8795,10318.77
3066.438,10004.7
3069.9965,9690.630000000001
3073.555,9376.56
3077.1135,9062.49
3080.672,8748.42
3082.5821666666666,8508.799166666668
3084.492333333333,8269.178333333333
3086.4025,8029.5575
3088.3126666666667,7789.9366666666665
3090.2228333333333,7550.315833333333
3092.133,7310.695
3094.0429999999997,7140.889166666666
3095.953,6971.083333333333
3097.863,6801.2775
3099.7729999999997,6631.471666666666
3101.683,6461.665833333333
3103.593,6291.86
3104.996,6172.1775
3106.399,6052.495
3107.8019999999997,5932.8125
3109.205,5813.13
3110.608,5693.4475
3112.011,5573.765
3113.4139999999998,5515.321666666667
3114.817,5456.878333333333
3116.2200000000003,5398.4349999999995
3117.623,5339.991666666667
3119.026,5281.548333333333
3120.429,5223.105
3122.017,5208.329166666666
3123.605,5193.553333333333
3125.193,5178.7775
3126.781,5164.001666666666
3128.3689999999997,5149.225833333333
3129.957,5134.45
3131.545,5149.008333333333
3133.133,5163.566666666667
3134.721,5178.125
3136.309,5192.683333333333
3137.897,5207.241666666667
3139.485,5221.8
3142.9388333333336,5292.885
3146.3926666666666,5363.97
3149.8465,5435.055
3153.3003333333336,5506.14
3156.7541666666666,5577.225
3160.208,5648.31
3163.661666666667,5726.395833333334
3167.115333333333,5804.481666666667
3170.569,5882.5675
3174.0226666666667,5960.653333333334
3177.476333333333,6038.739166666666
3180.93,6116.825
3183.5733333333333,6143.345833333333
3186.2166666666667,6169.866666666667
3188.8599999999997,6196.3875
3191.503333333333,6222.908333333333
3194.1466666666665,6249.429166666667
3196.79,6275.95
3199.4331666666667,6264.221666666666
3202.0763333333334,6252.493333333333
3204.7195,6240.764999999999
3207.3626666666664,6229.036666666667
3210.005833333333,6217.308333333333
3212.649,6205.58
3213.7775,6147.404166666666
3214.906,6089.2283333333335
3216.0344999999998,6031.0525
3217.163,5972.876666666666
3218.2915000000003,5914.700833333333
3219.42,5856.525
3220.548333333333,5776.978333333333
3221.6766666666667,5697.431666666666
3222.8050000000003,5617.885
3223.9333333333334,5538.338333333333
3225.0616666666665,5458.791666666666
3226.19,5379.245
3226.9523333333336,5304.9025
3227.7146666666667,5230.5599999999995
3228.477,5156.2175
3229.2393333333334,5081.875
3230.001666666667,5007.532499999999
3230.764,4933.19
3231.5263333333332,4856.270833333333
3232.288666666667,4779.3516666666665
3233.0510000000004,4702.4325
3233.8133333333335,4625.513333333333
3234.5756666666666,4548.594166666667
3235.338,4471.675
3235.1360000000004,4397.695
3234.934,4323.715
3234.732,4249.735000000001
3234.53,4175.755
3234.3280000000004,4101.775
3234.126,4027.795
3233.9238333333333,3964.77
3233.721666666667,3901.745
3233.5195000000003,3838.7200000000003
3233.3173333333334,3775.695
3233.1151666666665,3712.67
3232.913,3649.645
3232.141833333333,3604.8025
3231.3706666666667,3559.96
3230.5995000000003,3515.1175000000003
3229.8283333333334,3470.275
3229.0571666666665,3425.4325
3228.286,3380.59
3227.5148333333336,3351.455
3226.7436666666667,3322.32
3225.9725,3293.1850000000004
3225.2013333333334,3264.05
3224.430166666667,3234.915
3223.659,3205.78
3222.9783333333335,3183.0408333333335
3222.297666666667,3160.3016666666667
3221.617,3137.5625
3220.936333333333,3114.8233333333333
3220.2556666666665,3092.0841666666665
3219.575,3069.345
3218.8941666666665,3056.1383333333333
3218.213333333333,3042.9316666666664
3217.5325,3029.725
3216.8516666666665,3016.5183333333334
3216.170833333333,3003.3116666666665
3215.49,2990.105
3215.9469999999997,2981.7025
3216.404,2973.3
3216.861,2964.8975
3217.3179999999998,2956.495
3217.775,2948.0925
3218.232,2939.69
3218.689,2998.195833333333
3219.146,3056.701666666667
3219.603,3115.2075
3220.06,3173.713333333333
3220.5170000000003,3232.2191666666668
3220.974,3290.725
3226.7580000000003,3549.963333333333
3232.542,3809.2016666666664
3238.326,4068.4399999999996
3244.11,4327.678333333333
3249.894,4586.916666666666
3255.678,4846.155
3261.4618333333333,5168.1241666666665
3267.2456666666667,5490.093333333333
3273.0294999999996,5812.0625
3278.813333333333,6134.031666666667
3284.5971666666665,6456.0008333333335
3290.381,6777.97
3294.9328333333333,6963.536666666667
3299.4846666666667,7149.1033333333335
3304.0365,7334.67
3308.588333333333,7520.236666666667
3313.1401666666666,7705.803333333333
3317.692,7891.37
3322.2436666666667,7944.680833333334
3326.7953333333335,7997.991666666667
3331.3469999999998,8051.3025
3335.8986666666665,8104.613333333334
3340.450333333333,8157.924166666668
3345.002,8211.235
3348.4911666666667,8110.1883333333335
3351.9803333333334,8009.141666666667
3355.4695,7908.095
3358.9586666666664,7807.048333333333
3362.447833333333,7706.001666666667
3365.937,7604.955
3369.426,7454.49
3372.915,7304.025
3376.404,7153.5599999999995
3379.893,7003.095
3383.382,6852.63
3386.871,6702.165
3390.79,6638.698333333334
3394.7090000000003,6575.231666666667
3398.628,6511.764999999999
3402.547,6448.298333333333
3406.4660000000003,6384.831666666667
3410.385,6321.365
3414.304,6315.740833333333
3418.223,6310.116666666667
3422.142,6304.4925
3426.061,6298.868333333333
3429.98,6293.244166666666
3433.899,6287.62
3435.7605,6287.8625
3437.622,6288.105
3439.4835000000003,6288.3475
3441.3450000000003,6288.59
3443.2065000000002,6288.8324999999995
3445.068,6289.075
3446.9293333333335,6261.1849999999995
3448.7906666666668,6233.295
3450.652,6205.405
3452.5133333333333,6177.514999999999
3454.3746666666666,6149.625
3456.236,6121.735
3456.4873333333335,6042.5625
3456.7386666666666,5963.389999999999
3456.99,5884.2175
3457.2413333333334,5805.045
3457.492666666667,5725.8724999999995
3457.744,5646.7
3457.9953333333333,5549.109166666666
3458.246666666667,5451.518333333333
3458.498,5353.9275
3458.749333333333,5256.336666666666
3459.000666666667,5158.745833333333
3459.252,5061.155
3459.760333333333,4983.8516666666665
3460.268666666667,4906.548333333333
3460.777,4829.245
3461.2853333333333,4751.941666666667
3461.793666666667,4674.638333333333
3462.302,4597.335
3462.8103333333333,4534.4725
3463.3186666666666,4471.61
3463.827,4408.7474999999995
3464.3353333333334,4345.885
3464.8436666666666,4283.0225
3465.352,4220.16
3465.138,4169.025
3464.924,4117.889999999999
3464.71,4066.755
3464.496,4015.62
3464.282,3964.4849999999997
3464.068,3913.35
3463.8540000000003,3877.6008333333334
3463.6400000000003,3841.8516666666665
3463.4260000000004,3806.1025
3463.212,3770.3533333333335
3462.998,3734.6041666666665
3462.784,3698.855
3462.8323333333333,3676.205
3462.880666666667,3653.555
3462.929,3630.9049999999997
3462.9773333333333,3608.255
3463.025666666667,3585.605
3463.074,3562.955
3463.1221666666665,3544.628333333333
3463.1703333333335,3526.3016666666667
3463.2185,3507.975
3463.2666666666664,3489.648333333333
3463.3148333333334,3471.3216666666667
3463.363,3452.995
3462.401,3437.9375
3461.439,3422.88
3460.477,3407.8225
3459.515,3392.765
3458.553,3377.7075
3457.591,3362.65
3456.628833333333,3346.8733333333334
3455.6666666666665,3331.096666666667
3454.7045,3315.3199999999997
3453.7423333333336,3299.543333333333
3452.780166666667,3283.7666666666664
3451.818,3267.99
3451.1578333333337,3242.7025
3450.4976666666666,3217.415
3449.8375,3192.1274999999996
3449.1773333333335,3166.8399999999997
3448.5171666666665,3141.5525
3447.857,3116.265
3447.1968333333334,3093.253333333333
3446.536666666667,3070.241666666667
3445.8765000000003,3047.23
3445.2163333333333,3024.2183333333332
3444.5561666666667,3001.206666666667
3443.896,2978.195
3443.1921666666667,2968.599166666667
3442.4883333333332,2959.0033333333336
3441.7844999999998,2949.4075000000003
3441.0806666666667,2939.8116666666665
3440.3768333333333,2930.215833333333
3439.673,2920.62
3438.969,2926.491666666667
3438.265,2932.3633333333332
3437.5609999999997,2938.2349999999997
3436.857,2944.1066666666666
3436.1530000000002,2949.9783333333335
3435.449,2955.85
3435.712666666667,2981.860833333333
3435.9763333333335,3007.8716666666664
3436.24,3033.8824999999997
3436.5036666666665,3059.8933333333334
3436.7673333333332,3085.9041666666667
3437.031,3111.915
3437.2945,3150.420833333333
3437.558,3188.9266666666667
3437.8215,3227.4325
3438.085,3265.938333333333
3438.3485,3304.4441666666667
3438.612,3342.95
3438.204166666667,3385.858333333333
3437.796333333333,3428.7666666666664
3437.3885,3471.675
3436.980666666667,3514.5833333333335
3436.572833333333,3557.491666666667
3436.165,3600.4
3435.7571666666668,3620.4841666666666
3435.349333333333,3640.5683333333336
3434.9415,3660.6525
3434.5336666666667,3680.7366666666667
3434.125833333333,3700.8208333333337
3433.718,3720.905
3433.3485,3694.09
3432.979,3667.275
3432.6095,3640.46
3432.2400000000002,3613.645
3431.8705,3586.83
3431.501,3560.015
3431.1313333333337,3521.838333333333
3430.7616666666668,3483.6616666666664
3430.392,3445.4849999999997
3430.0223333333333,3407.3083333333334
3429.652666666667,3369.1316666666667
3429.283,3330.955
3428.882333333333,3305.5633333333335
3428.4816666666666,3280.1716666666666
3428.081,3254.7799999999997
3427.6803333333332,3229.3883333333333
3427.2796666666663,3203.996666666667
3426.879,3178.605
3426.4783333333335,3157.1766666666667
3426.0776666666666,3135.7483333333334
3425.6769999999997,3114.3199999999997
3425.2763333333332,3092.8916666666664
3424.875666666667,3071.463333333333
3424.475,3050.035
3424.4728333333333,3037.815833333333
3424.4706666666666,3025.5966666666664
3424.4685,3013.3774999999996
3424.4663333333333,3001.1583333333333
3424.4641666666666,2988.9391666666666
3424.462,2976.72
3424.4598333333333,2975.3458333333333
3424.4576666666667,2973.9716666666664
3424.4555,2972.5975
3424.4533333333334,2971.2233333333334
3424.4511666666667,2969.8491666666664
3424.449,2968.475
3424.8945,2961.795833333333
3425.34,2955.116666666667
3425.7855,2948.4375
3426.2309999999998,2941.758333333333
3426.6765,2935.079166666667
3427.122,2928.4
3427.5673333333334,2926.789166666667
3428.0126666666665,2925.1783333333333
3428.4579999999996,2923.5675
3428.903333333333,2921.956666666667
3429.3486666666668,2920.3458333333333
3429.794,2918.735
3430.7771666666667,2946.9525000000003
3431.760333333333,2975.17
3432.7435,3003.3875
3433.726666666667,3031.605
3434.7098333333333,3059.8225
3435.693,3088.04
3436.6760000000004,3122.1183333333333
3437.659,3156.1966666666667
3438.642,3190.275
3439.625,3224.3533333333335
3440.608,3258.431666666667
3441.591,3292.51
3441.221,3317.405
3440.851,3342.3
3440.4809999999998,3367.195
3440.111,3392.09
3439.741,3416.985
3439.371,3441.88
3439.001,3450.0291666666667
3438.631,3458.1783333333333
3438.261,3466.3275000000003
3437.891,3474.476666666667
3437.5209999999997,3482.6258333333335
3437.151,3490.775
3437.6571666666664,3453.5291666666667
3438.1633333333334,3416.2833333333333
3438.6695,3379.0375000000004
3439.1756666666665,3341.791666666667
3439.6818333333335,3304.5458333333336
3440.188,3267.3
3440.6941666666667,3235.645
3441.200333333333,3203.9900000000002
3441.7065000000002,3172.335
3442.212666666667,3140.68
3442.7188333333334,3109.025
3443.225,3077.37
3444.9828333333335,3102.6691666666666
3446.7406666666666,3127.9683333333332
3448.4984999999997,3153.2675
3450.2563333333333,3178.5666666666666
3452.014166666667,3203.8658333333333
3453.772,3229.165
3455.529833333333,3279.349166666667
3457.2876666666666,3329.5333333333333
3459.0455,3379.7174999999997
3460.8033333333333,3429.9016666666666
3462.5611666666664,3480.0858333333335
3464.319,3530.27
3466.0938333333334,3601.1541666666667
3467.8686666666667,3672.0383333333334
3469.6435,3742.9224999999997
3471.418333333333,3813.8066666666664
3473.1931666666665,3884.690833333333
3474.968,3955.575
3476.7428333333332,4007.1124999999997
3478.5176666666666,4058.65
3480.2925,4110.1875
3482.0673333333334,4161.725
3483.842166666667,4213.2625
3485.617,4264.8
3484.302666666667,4244.931666666667
3482.9883333333337,4225.0633333333335
3481.674,4205.195
3480.3596666666667,4185.326666666667
3479.0453333333335,4165.458333333334
3477.731,4145.59
3476.4165000000003,4092.7125
3475.1020000000003,4039.835
3473.7875000000004,3986.9575
3472.473,3934.08
3471.1585,3881.2025
3469.844,3828.325
3469.012,3762.2516666666666
3468.18,3696.1783333333333
3467.348,3630.105
3466.516,3564.0316666666668
3465.6839999999997,3497.9583333333335
3464.852,3431.885
3464.0198333333333,3366.6025
3463.1876666666667,3301.32
3462.3554999999997,3236.0375000000004
3461.523333333333,3170.755
3460.6911666666665,3105.4725
3459.859,3040.19
3458.7565,3001.6358333333333
3457.654,2963.0816666666665
3456.5515,2924.5275
3455.449,2885.9733333333334
3454.3465,2847.4191666666666
3453.244,2808.865
3452.1413333333335,2787.5983333333334
3451.038666666667,2766.3316666666665
3449.936,2745.0649999999996
3448.8333333333335,2723.798333333333
3447.730666666667,2702.5316666666668
3446.628,2681.265
3445.533166666667,2665.6275
3444.4383333333335,2649.99
3443.3435,2634.3525
3442.248666666667,2618.715
3441.1538333333338,2603.0775
3440.059,2587.44
3438.964,2579.8108333333334
3437.869,2572.181666666667
3436.7740000000003,2564.5525
3435.679,2556.923333333333
3434.584,2549.2941666666666
3433.489,2541.665
3431.6981666666666,2549.753333333333
3429.9073333333336,2557.8416666666667
3428.1165,2565.9300000000003
3426.3256666666666,2574.0183333333334
3424.5348333333336,2582.1066666666666
3422.744,2590.195
3420.953,2603.146666666667
3419.1620000000003,2616.0983333333334
3417.371,2629.05
3415.58,2642.001666666667
3413.789,2654.9533333333334
3411.998,2667.905
3411.2110000000002,2671.5275
3410.424,2675.15
3409.6369999999997,2678.7725
3408.85,2682.395
3408.063,2686.0175
3407.276,2689.64
3406.489,2682.3283333333334
3405.7019999999998,2675.0166666666664
3404.915,2667.705
3404.128,2660.3933333333334
3403.341,2653.0816666666665
3402.554,2645.77
3401.6653333333334,2625.7975
3400.7766666666666,2605.825
3399.888,2585.8525
3398.9993333333337,2565.88
3398.110666666667,2545.9075
3397.222,2525.935
3396.3333333333335,2502.0025
3395.4446666666668,2478.07
3394.556,2454.1375
3393.6673333333333,2430.205
3392.7786666666666,2406.2725
3391.89,2382.34
3390.7439999999997,2361.3016666666667
3389.598,2340.2633333333333
3388.452,2319.2250000000004
3387.306,2298.186666666667
3386.16,2277.1483333333335
3385.014,2256.11
