hour_of_year,Reference_2025,Environmental_2025,Reference_2030,Environmental_2030,Reference_2035,Environmental_2035,Reference_2040,Environmental_2040,Reference_2045,Environmental_2045
3388,59814.48223098368,59814.48223098368,667485.4570765797,926202.9324116,302052.3715092035,449269.09782006964,264429.1437333541,210166.34434021154,288714.8680468992,212992.4759266421
3389,35984.6570259881,35984.6570259881,534871.3663942483,760104.9443049193,254962.7826278112,378163.20610701316,230264.44731209608,167904.36558744227,216711.03841244226,188832.84533525875
3390,49046.70426801538,49046.70426801538,378207.59499377524,546101.0493813974,201025.97786595605,234561.07822861412,134286.85890820355,95628.79437016265,130487.73557338802,131238.07673456575
3391,20242.11636973033,20242.11636973033,254467.60098130535,385629.53663471516,148453.96029060244,312211.4784659053,195072.27759260382,124070.5222801966,128627.8559002926,135781.06126111848
3392,16977.986469718428,16977.986469718428,196801.4951814189,290823.33565785707,107518.64633955894,184844.83757957513,113915.99738517914,73803.94449989658,84151.96641171233,86187.92430452153
3393,14383.44917547949,14383.44917547949,52642.93811707909,80749.93836160432,37048.411541373825,145568.18629300673,91365.46949738664,59240.04161052137,44789.25928841087,47602.12307009641
3394,15081.921152880015,15081.921152880015,45612.57701550642,71585.90629376865,35163.70256561504,145670.0266742817,90281.43587456689,58864.638327265,46732.658208819965,46379.21530896255
3395,11157.893080067475,11157.893080067475,51156.46343049562,74976.07460154832,30967.937064823705,156621.92717464134,97528.79914180427,67722.95160997922,59472.73208208647,47213.0963778348
3396,21439.56089956312,21439.56089956312,145534.46506044277,180571.64340572772,48091.16529197745,271519.442790644,177494.20912030817,127752.06666727325,95832.9442607775,71297.62480117581
3397,33424.860301236906,33424.860301236906,200263.63720153907,221723.81495156707,39482.02134428041,184152.94216015248,113206.344550752,108060.28401668338,111731.64718637454,34471.10110209592
3398,27365.892743728076,27365.892743728076,210607.11199525528,231983.19867327984,36343.97731652951,180456.4586729441,104596.56863659776,114808.09052578543,148348.09108382446,32738.872579115938
3399,29838.370986082602,29838.370986082602,253957.53226624557,275016.8835952058,37338.38573959973,233096.96650288324,138034.07528726055,151125.67399855456,184625.29009244608,43375.78572209677
3400,42526.638387690335,42526.638387690335,314641.9939286577,329924.14928972156,37666.775234292036,283124.4245241104,177585.8283423626,197936.35353974358,185609.6679962407,61663.11820008204
3401,33773.975069106185,33773.975069106185,318872.9922356806,342901.6222524524,42612.82916004711,327626.10112862836,208790.02970297303,228787.0893260328,200189.89026657862,92094.45760580167
3402,28527.76323325722,28527.76323325722,228452.1994782968,264915.3834088148,53519.83502357735,450202.65894867986,281631.4891501093,261823.04354288115,228148.82414235728,138326.74419614757
3403,51744.16612521775,51744.16612521775,310638.89242075104,405785.66533130675,127091.196792522,609018.7297130919,371102.65273017663,312196.4441321276,298209.1067643617,197850.82908951573
3404,40314.17534549015,40314.17534549015,235811.11788068694,292154.5536466953,80314.07612883134,465471.0919660885,283750.15972855117,246728.850087859,236734.37080493558,139871.88570942002
3405,27093.998206644043,27093.998206644043,159727.50026076275,239350.2252396677,99453.11246113949,878001.3037564906,559574.786121064,403935.0419894804,315301.9290853401,262943.74918511376
3406,23381.145307888753,23381.145307888753,192990.80743815674,292247.3868266098,119196.93922529198,1233021.0574507222,791404.5060674144,556948.5690010514,436966.7075031706,351635.1804152057
3407,38673.288885033944,38673.288885033944,132807.57408027808,232526.36822532833,127279.06630193132,1195416.162654128,765781.8876553788,516315.3019113896,380263.34959295817,343431.01173318876
3408,38369.64721757199,38369.64721757199,246036.22581753263,332167.5536445352,112280.77307240045,1045541.7610770119,667060.4187292211,477681.88412501523,394022.56495679764,281178.0865223085
3409,50398.59631857095,50398.59631857095,275718.20904679387,353820.0978354744,109398.14375076856,902346.4072119867,571820.9643622361,431663.2935921151,355359.0416209343,249550.46495279873
3410,89269.87483135813,89269.87483135813,413224.6242943227,499542.59364074137,136912.80726543695,786423.2543460518,496458.89794111263,384394.1251296596,314398.1467473392,203112.66363007482
3411,98793.27616971423,98793.27616971423,321782.3120297276,414560.1406751992,148371.19410644256,721229.5710900854,438579.77391540294,369313.88438177865,295659.2072766484,236873.56075677328
3412,98389.47291710156,98389.47291710156,363167.64182086696,437903.82660897274,128778.2922246535,584932.5257931782,355985.4207944814,357024.5718981936,257015.67985291162,224265.8537059277
3413,92935.48970231583,92935.48970231583,608965.6826034439,734648.0460629553,180219.12331786507,914025.7900895304,592977.3786360766,482063.46494363964,356983.15834503307,268494.2212168182
3414,99606.79774846559,99606.79774846559,736217.6062813418,925860.9195202141,250800.22594210017,991315.7074927922,640989.2295615135,508224.57670491136,394189.39084700635,315361.3831734956
3415,99713.71582547315,99713.71582547315,979757.2649653296,1302813.1872395936,391065.2390474978,1119356.1118594084,715728.8206260606,589442.5213734024,486316.3784380577,450906.1829448611
3416,99715.00036841043,99715.00036841043,998755.8459175198,1308936.4538118367,376247.37179957307,675878.1191449342,418556.31058278144,394027.9591350953,389475.6102820714,322406.01739104465
3417,99712.28054563659,99712.28054563659,1061785.0447879836,1356078.944130133,359158.16195878206,562434.7015097807,354442.1003416159,382829.6635757623,351588.6194172212,302851.72295134387
3418,99425.29959927195,99425.29959927195,1050493.7577027613,1344635.4876369287,359058.5570928895,628634.4912929041,398477.3628041244,412176.6945298117,365463.9599107728,322228.2205708483
3419,99699.63319395558,99699.63319395558,1059358.7516302248,1357921.1401845627,363743.1530999866,598850.3722927017,378275.32133320847,392565.8611534016,359251.7885228877,310605.466110004
3420,99166.96576432821,99166.96576432821,1034208.7890747272,1322175.336401381,351855.977052614,416147.2155095014,256746.3201611972,318525.3919838085,305793.9732158447,269947.57583965786
3421,99089.57198164541,99089.57198164541,993361.8972624394,1295222.9650832382,366911.7082961492,574115.3481660059,351577.9851905181,350949.9086175206,362759.6610233117,291971.98603485385
3422,98105.4473668076,98105.4473668076,967705.7063955363,1271834.5106126715,370063.47825502,1002005.2651445563,645536.1964848251,514551.81854085845,432762.1251382818,382891.6196714343
3423,99647.90825710693,99647.90825710693,580712.837822702,766933.2717242652,247650.86202532492,1073821.8080707407,683296.2287370109,528174.4632153384,401114.42921797925,359001.7350286292
3424,82277.18158600274,82277.18158600274,691308.650296821,896299.0413487173,259095.91256637243,1255713.9784435793,822520.2279256872,647317.0045891842,440034.9580420741,435173.7553952271
3425,91754.58020908761,91754.58020908761,663428.4431403336,843395.588265423,237542.42427029644,1247597.785343445,811404.5312265102,640749.179926967,451410.7636938578,407127.03469097754
3426,90879.50751106848,90879.50751106848,665606.6597923053,841529.7428957641,232756.8616104397,1213048.0263685049,790058.1302381733,599085.4382111743,440373.34206215444,365156.08434529864
3427,90015.26189625602,90015.26189625602,1029462.8297018984,1399340.383599043,436275.16006608744,1439787.0907409722,937013.4105770453,667965.1923151735,546669.1703348896,502614.1229667957
3428,76771.48856030447,76771.48856030447,1009991.0459051303,1332288.357653303,378775.6759614315,1112555.5478558936,724938.7180582543,555119.5720997917,477199.14126101456,404921.1205214138
3429,98234.9035532104,98234.9035532104,974545.0481995798,1274900.1861456924,366400.57476501336,1088656.2032924974,700786.19633019,562549.7414746663,471462.5029329843,405000.2546798767
3430,96445.97355019278,96445.97355019278,1000517.8003064686,1277116.679045356,339170.61364336126,616046.7875552402,391348.520503997,357225.32229777396,351506.3288453692,260535.8674691606
3431,87687.39340690809,87687.39340690809,648230.0120306221,854716.1766509485,260704.77638963246,309790.22353326913,168264.61399838427,207689.95053851302,250112.6702312682,191340.80732552535
3432,70044.12940426997,70044.12940426997,513618.5541012122,671537.7457740537,200800.7646866663,220335.1399424943,115478.18533797443,180782.58398296477,198739.84589740352,167479.88670825073
3433,83167.92625646916,83167.92625646916,334932.17310538545,437775.1005977963,149487.99730694407,142703.73718509934,60775.54925164909,143182.84598472383,129806.10272986339,140379.95690997093
3434,98004.27270170745,98004.27270170745,238690.10284935037,329072.64136239653,143823.7553236928,109240.20779968258,37318.66511841968,106313.13984095177,70273.93936363995,130813.33219895912
3435,96013.49279377557,96013.49279377557,548154.5442364123,767235.8304568767,277725.9723987722,137994.36687747986,51615.90292824297,127272.83389264572,147837.46746005298,198867.34161237313
3436,98976.57360846816,98976.57360846816,642256.1941003858,855552.8731619266,273224.9013013572,215131.6525396062,100127.43730465893,190859.28814861225,220800.36213835154,207509.7879257964
3437,97813.23246052588,97813.23246052588,762279.9144852934,1024996.6599886329,324615.1216838599,287682.29417458194,141587.70262741036,227035.54474843282,288183.25208411895,245283.50129712935
3438,63825.145610865395,63825.145610865395,498716.4120928256,646032.4860120036,186561.1444288447,213889.67006088837,113307.07402925336,190295.48551717208,198317.80387182382,170279.24025786098
3439,38304.60222651463,38304.60222651463,461234.93700444826,597314.4459409928,162201.77961542306,256987.52190340834,148462.838354072,159255.1033271446,212914.4599740368,120374.09728071596
3440,33755.594240947765,33755.594240947765,490121.8267335381,625747.2784344356,159608.7028114087,320037.9061255048,206073.9467350947,198588.37550615592,187951.31164506963,145785.56217353934
3441,20522.14520210258,20522.14520210258,492155.173567462,611948.6362947064,136584.45083556525,390207.8297459279,271518.65664932935,271332.8556035199,164040.4959631104,194513.72922452027
3442,17354.092494669432,17354.092494669432,405727.67656262266,548439.017550703,158943.96482809196,307236.5622373329,198130.74358652814,231515.4766929641,164388.61820807977,218329.91239724815
3443,8067.989467618639,8067.989467618639,230597.8441329152,294934.0675031547,72275.70192155233,335702.3270447666,216571.61565971377,248612.06495125918,164448.35562741556,187446.1126506116
3444,4741.584575038245,4741.584575038245,269158.7363280746,375656.4324701242,114679.87155372513,270159.5115254157,180521.9823799704,189590.83773323934,109628.52738934555,183905.15210636542
3445,2399.6270972821426,2399.6270972821426,562178.6875540334,791147.8149139355,241536.95858798618,177821.56648289374,109737.5569761139,143043.43173352277,169218.74725365939,202910.65949907294
3446,4532.133905032303,4532.133905032303,658798.2190219257,855793.7667776804,209096.68539016976,251894.11918147287,158181.22801724207,208189.66012863303,253594.24562390125,180443.45573336532
3447,2780.6725894524334,2780.6725894524334,644141.5886395697,788463.6262150394,152865.5390130287,235944.95244420582,160661.78849875546,214615.91636374075,229345.77260720273,136876.05724542926
3448,3516.532758715071,3516.532758715071,504544.92404265166,637298.3579073091,141049.69581862362,165715.84818456208,103377.68351024676,182385.90758090673,197624.981778913,146675.98703177
3449,5219.29054126118,5219.29054126118,677058.2183395057,894339.8222867049,230490.9577964315,169638.7785460285,98813.53747282657,181537.08976679324,242472.95349605603,188386.01214959385
3450,6652.401398483665,6652.401398483665,708603.4471182337,954136.026524408,260751.11798829434,137047.48161287376,74139.6901524463,149559.08427371102,237828.80731566565,185326.3005549298
3451,14520.930738108926,14520.930738108926,467578.6201671065,590820.0943855104,136534.34422992336,146960.9778108064,83708.30507919489,184836.6216635985,195215.0149343259,153726.59238289684
3452,53457.22538895948,53457.22538895948,543881.3855675792,699261.5901339769,189734.44538928187,189573.44523211848,96338.54626729558,204225.43868775468,223998.7168569519,181661.49918045616
3453,31957.704728176766,31957.704728176766,590705.0304948867,776070.8599583518,210452.74994026692,189008.4949545413,96395.95010901043,206944.2591696574,253421.58273563875,199668.46821035809
3454,24065.26635557468,24065.26635557468,781280.2943846858,1038326.8757683863,281552.6281568881,178023.08816444894,94171.86359554867,205967.6955679314,276260.72108359874,226860.5120191302
3455,44146.17046482943,44146.17046482943,624613.2731058239,843818.940248527,251929.8134007247,149021.05121317954,74485.30158927994,169580.91440732285,198044.07167251606,207766.63829111477
3456,45359.3066420769,45359.3066420769,658123.1037902448,916223.9694092498,293284.5036466906,123928.62552445666,58805.154906513526,143969.89853598984,173623.91830986846,225388.92479513472
3457,60055.35807339975,60055.35807339975,721505.8014425851,977457.4488341702,298317.8365667047,141340.05468403653,58256.46285622873,168366.4239657916,234064.99873694914,219416.10583467747
3458,65726.12762671674,65726.12762671674,773511.1403470094,1047859.704720844,320485.70935967605,167554.8158564341,80680.31502955337,176264.01944652738,223589.25764463574,232164.46159833318
3459,54481.24845515095,54481.24845515095,792916.6406678185,1078126.8099671844,326524.37185434543,255169.4026835891,156256.8880487673,206732.525200167,196911.06980912687,258635.1672939414
3460,57548.32900028336,57548.32900028336,848835.2894692586,1137161.1383281928,331387.5684394462,300775.53382474213,188594.11941462033,232294.6014397081,219406.54227217467,261886.6993925477
3461,84645.3019786867,84645.3019786867,882748.803662535,1169983.9131816952,343847.7922270953,349502.872478919,212856.30085207013,251134.38210430674,241231.25512473178,260933.26687887489
3462,38261.243032583065,38261.243032583065,880254.8379642791,1175072.801136251,328811.9150847517,391864.9243805259,255275.50143688376,243543.2442448644,257790.43762848075,246512.20835575298
3463,23457.92094369794,23457.92094369794,912448.163809108,1209673.3576770686,324453.9796808003,577279.9939835208,392054.3748703973,306273.63256540976,289783.7947821972,264908.24526263605
3464,12734.318699891503,12734.318699891503,701184.1655946553,989711.8897510851,310013.60529903835,502397.27222130395,326221.585040358,230970.93275699267,261763.7963078442,250502.50687788829
3465,3162.2644806423573,3162.2644806423573,664339.8115362356,957824.80647791,310431.6577266622,481831.33524626313,306075.49815890816,217287.99151814674,276090.36889530957,252448.917646646
3466,3505.411585664361,3505.411585664361,364464.51924265816,485540.9542515466,129279.8294057588,281207.4058872635,172220.13819847678,155795.05051220936,207906.91264634277,118707.45607954724
3467,1577.5449076141836,1577.5449076141836,109737.07491359743,135868.61188579406,28607.726509990112,178858.92659035997,113397.12579809308,97049.92939917656,99220.25674486462,53314.40387809233
3468,1914.5691946830311,1914.5691946830311,320892.9444305568,412471.87421229185,97405.06490056573,230301.05113232922,136063.1818867494,136576.1997271581,206213.6852885036,85646.04399085845
3469,1634.558383312311,1634.558383312311,506379.53959905484,678202.7536533952,181795.40975264632,392264.7948382367,243173.14970768223,203920.32070223012,280274.93198219256,156363.67169846044
3470,1658.3351814558212,1658.3351814558212,353195.79667030426,458891.19445986266,112926.18366960512,531486.5010296847,335665.03687202424,267429.6484550783,297178.64472751634,160262.5873009185
3471,1779.672342939842,1779.672342939842,212660.4724700257,295602.6678190681,90025.54816323495,800130.070391115,509652.9160068285,369429.3017588777,343939.91350851883,222615.44315043738
3472,1774.8692579647834,1774.8692579647834,366515.56321578566,503632.7550958193,146808.94031491745,822822.7285451238,526434.2320651526,389670.0151272228,373897.87546891224,255510.23604741986
3473,4632.802773600611,4632.802773600611,520379.3155803986,722730.8552991829,216522.18777969506,805583.0050265326,511868.05153263954,439231.19862205186,400081.47858492105,342012.5322630467
3474,5367.678590526089,5367.678590526089,397002.9630447622,540096.7686900354,154312.3950579155,638286.1405787434,400694.57933039556,363894.5608282645,338772.8357791913,268788.58889991563
3475,4473.297393582821,4473.297393582821,800595.4537936983,1097049.4468068408,314515.9007580272,652709.4822266257,415292.7593426751,393221.694551117,396278.51372293895,354852.8000475265
3476,4582.498927077717,4582.498927077717,881706.50882901,1176791.3911507404,313073.8614672365,666039.1850544295,435975.20448464504,391255.3930212849,389422.2693896636,326976.4815703501
3477,6311.522558145216,6311.522558145216,928608.512782938,1228614.716337738,319882.4523839611,956227.5071007718,640646.7580984171,538785.6064428354,438167.5540887924,414361.84420393116
3478,3907.967542467379,3907.967542467379,843072.2391613626,1160386.514640009,336987.2962402486,964562.4544183813,625055.1808999695,531168.875570543,478404.10849536926,441587.5994678786
3479,8296.336001486448,8296.336001486448,858351.8003780082,1207281.194947852,372810.066821038,1119768.5544854752,721000.2651900799,593785.5986207115,528931.862603914,503546.71073401277
3480,12013.931600060057,12013.931600060057,864987.8888263745,1191925.8037424914,350785.919523315,851112.3436181629,544421.6672592666,486544.186535592,458755.01769177045,424844.2772611149
3481,49955.6663285929,49955.6663285929,852822.0078039332,1139873.3096971377,327754.3020471983,827992.4508982616,527805.4101580752,478042.12369769416,423915.40342898463,386491.60530855367
3482,71403.26697849687,71403.26697849687,987556.0144431072,1326849.5608368726,394622.1919828858,1337773.335685534,868660.7826753036,691582.9888422427,549918.7954879167,521906.1263842375
3483,32324.069175338158,32324.069175338158,935104.3168036549,1252631.8129081666,351743.29773694824,1130167.2769202206,740523.3593292956,615141.8289475354,501881.40054078907,473378.48851231067
3484,17905.410707268864,17905.410707268864,866389.911961478,1237534.1575641443,401544.1987534268,1334838.6215126615,861840.568550256,668529.664286328,571589.6139532869,559695.7820030996
3485,30586.358200061557,30586.358200061557,954175.3138253652,1324078.2007951615,406498.43938146986,1349741.6172252032,876452.7536109139,644704.2379631447,577842.2708930168,505082.38089301356
3486,40506.04402368517,40506.04402368517,1005342.0014813659,1371327.7374438206,407506.92581928667,1432721.1321568955,938915.1496690013,687527.007020466,582620.6912552041,516450.32073987555
3487,45869.97648771503,45869.97648771503,950349.823114271,1317964.386251873,411883.1772246823,1406866.600607272,910803.0564734223,659098.5837325525,585722.0334285714,507982.2677725347
3488,59600.519214705666,59600.519214705666,899329.880660362,1264076.9112570153,415542.1928566119,1324838.8940844673,843701.440373547,606541.7231863901,572362.1778017718,481656.4727058466
3489,74096.90942425777,74096.90942425777,716387.1137225732,1045060.1386915117,385096.62334350165,1325004.4123339015,826711.1814935949,613198.569532959,563604.1055127895,500632.2941571375
3490,38998.79904765016,38998.79904765016,790357.5720426387,1159233.4953681796,409765.9402577216,1334603.3441257346,841647.750321234,645892.0039325716,588424.2490328519,552994.2543352887
3491,52531.59592312553,52531.59592312553,932276.2513021544,1306401.574508148,422051.14752196736,1402202.3615935466,900190.1525959532,698122.6727049566,592132.6717114947,563528.5376969101
3492,46698.220931111326,46698.220931111326,876570.1806715785,1239781.6564490981,407646.8751654679,1367471.2288592444,876201.0101868368,659868.676272265,577628.7930672894,533522.7568421309
3493,51391.80127189101,51391.80127189101,958697.7722551557,1330851.328233262,419408.6653038956,1411961.1292647957,912187.3449065794,681782.0238023552,587592.6182986756,534817.6446955026
3494,41635.27054548534,41635.27054548534,879662.9593335277,1249062.475208154,411650.05359315063,1378524.4356140657,883078.7030330958,655581.7630060522,587057.4176564596,530973.531309259
3495,38369.64721757199,38369.64721757199,848069.5275666428,1220153.2425066233,412830.2414467334,1359548.2194500782,874982.7144539155,649914.3190043644,553104.1499639219,545975.2854021318
3496,29710.78469689759,29710.78469689759,973763.6422367409,1336372.4809568648,398570.1745466438,1416004.8548145932,932427.6181895952,712636.0927677803,563913.0558832621,553987.0651891865
3497,27293.371981272234,27293.371981272234,795853.1864631271,1152960.8701905452,391589.8754431204,1339809.776312146,874335.4034695204,643175.7354103501,501842.3067022457,547192.8107319288
3498,46381.32818335522,46381.32818335522,517513.6288676855,768692.092418367,290143.0095392018,1332425.6160503433,849653.6540860604,628253.7977990706,500621.51437026553,488214.9565094861
3499,57415.51958996628,57415.51958996628,381645.5717200841,580884.5208957107,241241.01071900746,1330990.5300818754,837132.4286070024,646043.0668056268,505854.8839057835,485130.61436503625
3500,36465.00876636651,36465.00876636651,317878.8445666926,511338.7535868528,224686.12677364974,1288049.4791393832,820524.0672160774,624634.921640454,453334.40103108337,488251.56603428314
3501,36538.951475216876,36538.951475216876,315171.5464126971,495581.37976067245,211076.92767434765,1310051.2414723455,832106.7996331921,645465.745778008,479010.0783723265,487641.9001430128
3502,44606.70687244355,44606.70687244355,253422.0294083741,411657.89007616736,191865.05705685588,1303610.4230046424,827293.6271679287,637486.8598530787,455726.64159980125,476268.4313264773
3503,49365.837116745664,49365.837116745664,561520.3981802667,838390.3938680256,318547.46367471665,1327181.5385937868,838822.4092717635,652884.7233743389,525604.8012918425,529864.2585405322
3504,43033.499070206686,43033.499070206686,745941.1094225547,1095217.6626877743,391258.4392377421,1339586.9239757627,845409.6044742855,663609.6377985522,576103.3297933626,563178.5488469295
3505,59173.01344656262,59173.01344656262,383340.9652800197,597372.2311034177,257598.15564403628,1309755.401596288,826984.4794512705,635651.8182209875,472461.70772956253,500735.5905528588
3506,89219.16048765279,89219.16048765279,674655.7921311379,993265.7499433373,382219.72272717353,1360854.7843511917,845874.1696475755,661872.5556890413,558683.578416045,548592.4033097341
3507,82433.88922944179,82433.88922944179,590651.0114657294,880110.5021297226,348279.26094466425,1346884.0132123472,839912.8698229097,644592.9696095239,534660.712339199,525312.2314642554
3508,74821.5032204737,74821.5032204737,521260.29304981296,767729.5294169695,299421.1564706056,1350309.3429626639,851944.8570250628,661730.1950380803,507030.2034066328,516185.46977924975
3509,40170.338763397354,40170.338763397354,506550.595416353,716286.5382784288,243574.05291090763,1349533.7697673251,870209.9218897703,681820.3246625942,501422.5252013295,496740.3955745475
3510,67141.89668018479,67141.89668018479,418572.84483816347,586314.787534067,213047.26783471412,1360836.293946874,869304.3702170054,666833.2792838853,488770.45097580017,458423.7986978147
3511,82027.63650870608,82027.63650870608,345492.034842434,504331.47553102387,211177.54794410086,1351558.1249949357,849914.1623666442,622471.208024948,490980.3853668852,423186.5499714359
3512,59279.83735554698,59279.83735554698,367501.6719783161,548313.3424959139,222689.4584616918,1281818.2469604814,805424.7149255674,617782.0135969218,491940.54403674195,449066.88086390565
3513,53648.122541390665,53648.122541390665,468742.21310467494,694418.768240588,266878.51681701845,1278661.527473608,805183.1807658299,597576.6073228373,505630.15516044915,449154.5120183536
3514,53893.72549600585,53893.72549600585,418934.46669204545,609765.2736039477,230573.124457015,1318623.7208341262,837293.0946067867,648714.5314686815,496383.1475502841,471454.3671685558
3515,58692.74862991526,58692.74862991526,699612.3260586058,895220.806374043,236778.4169481043,1015159.9539291718,662442.2145742928,558370.3577624063,418073.9962454888,374226.91667124437
3516,58959.472725704945,58959.472725704945,504224.40713367605,598270.7677388099,130672.61202099468,1087812.4160629837,719880.8681862704,598437.0977780531,385429.19332416356,344520.0326946577
3517,85074.3981991891,85074.3981991891,529110.8670690636,649152.6113242017,171578.59205556512,1300751.0243632374,851001.7346845156,679441.6650035235,441100.9067800057,407035.89722411206
3518,82547.86776716044,82547.86776716044,681278.2817193017,870364.6431459121,242721.58855857758,1321670.2649175506,863791.5920032217,680821.1738176553,474522.68978762906,436864.787406076
3519,90820.77616820797,90820.77616820797,580851.8984596672,747936.4347767746,223452.32697897495,1177134.354687287,773972.4891141092,595132.7645879892,368796.4872000749,393412.99700247933
3520,98855.51124207489,98855.51124207489,585172.4503278864,737256.6247154254,211607.34154812878,1147518.471955731,749353.7334219385,558740.351739596,380420.73038571083,339794.7933634833
3521,91212.9800749861,91212.9800749861,556420.4233244164,702842.3984493713,201831.91046634564,1129670.0724496266,736649.6059332436,557577.4242087047,381173.2458069343,342579.5134951164
3522,70711.26122959949,70711.26122959949,402107.6806027562,486206.50373779575,124477.1577604329,480601.4102689846,311176.5534912185,270957.8883711618,181923.20251613573,161512.14831788896
3523,67492.83478920012,67492.83478920012,461838.0715726353,567413.0286088646,145333.6726274154,472405.5838419411,303457.16886990017,266805.05650472356,204761.9253565291,162908.57831898957
3524,89303.692018057,89303.692018057,458960.9654778004,543557.9718898844,134193.12110080762,478234.5705516649,306996.9865445887,243403.82952091852,189009.74209963137,117392.77446714051
3525,85372.06685772551,85372.06685772551,473581.5290010318,548012.4069853124,121183.99386945105,356191.2999440517,225061.12022117584,207689.20705442794,177255.21025900744,88343.28807705549
3526,78977.0249639456,78977.0249639456,434622.3532684845,481512.46434392524,89003.03630567157,317531.7879388607,205401.93304237485,198677.00660016935,153629.94352861829,68185.16962441774
3527,89354.42923444932,89354.42923444932,455517.28444028273,528391.4102264012,121575.63969922418,359878.27567965357,239129.22302225363,192516.70994213628,119824.03092880541,84485.28743677522
3528,75336.9499703725,75336.9499703725,524378.8460760365,642704.9619644699,162723.26338427365,526288.1099844307,350054.7389221707,271183.43348712457,184408.57693869242,158692.87661683303
3529,80882.74273366341,80882.74273366341,635206.909308176,808460.9246388088,222813.09336937105,441390.1432877038,293872.734443082,214233.69204343704,162862.71900298572,151228.84639069086
3530,76535.77986045185,76535.77986045185,636509.5281115505,800377.7310344981,210712.0236935189,415477.6349469435,282245.32468548225,209009.50154335686,146797.18087808508,141606.7081388893
3531,93345.22557674619,93345.22557674619,605607.4219785149,790212.3321485152,241767.05884702862,714008.7900322764,469734.8857530131,326744.56877505424,221090.82356799376,232441.31970170652
3532,97122.7015438757,97122.7015438757,726541.2779124943,961410.3664228895,296856.7410312242,908089.2786131027,595982.4445801849,430595.32131431997,299097.38541186706,319090.8875552423
3533,88476.94081459734,88476.94081459734,510338.84676206374,698037.3797798413,243815.38877270248,1104374.6699498405,713894.223339444,510017.30092296435,353534.761234237,361605.6859799628
3534,75782.9309665992,75782.9309665992,301367.650002121,425158.47367732634,170433.58369906215,1042640.4840783483,674034.9442401369,464594.5093569037,302385.99231975613,315422.5848517718
3535,76700.75377932216,76700.75377932216,276796.2302815707,347610.0203891673,113789.26195462047,524598.216451383,334617.5137379186,260276.2488288848,162774.0215145433,164513.29365988667
3536,59493.5902396177,59493.5902396177,87218.20643167138,136584.1708817506,82859.1620649508,505783.2189087619,317799.05980641674,213758.22367502598,131461.64534887506,149188.8478928501
3537,56566.835052841256,56566.835052841256,114377.94291130673,170807.8883420102,89233.8549082963,661738.4894588495,425561.9573378941,292233.1524740068,169928.22178918772,197444.61193351512
3538,64991.62106312555,64991.62106312555,110158.17139323152,139429.5431333938,63964.54823574477,331375.6310747989,204496.4446461322,148055.4187676068,88237.47182640813,90232.11991291294
3539,22013.69073022925,22013.69073022925,188354.76930351954,229762.91291257544,55383.946381291185,399013.3438051152,268317.85049358016,187866.84033892347,120787.85020437867,102689.7080524601
3540,18767.861344560995,18767.861344560995,234682.87440433423,315828.80042732274,96856.27784949169,889404.4932726681,597467.3553395595,393389.6453583888,242513.96226286722,241574.6081997678
3541,36760.84750752741,36760.84750752741,347722.3908069807,468761.62444952806,148294.1089706224,1133676.793866903,757138.8414867888,512698.93156038487,317188.1488873107,327108.5948684913
3542,33553.45182027731,33553.45182027731,412268.46539788216,551946.8829301522,166194.5732246675,1134434.986896881,754639.2812141887,529756.0087579979,349408.8039397184,343504.6744382815
3543,27601.663338010523,27601.663338010523,195294.15586378414,296097.50463824824,121448.86940826713,712252.8564327549,463277.1328470925,303019.4440591746,214865.58019017123,218078.90409698366
3544,13867.569641545042,13867.569641545042,91908.24886115316,157342.70247863015,77202.22951880656,582307.1407441759,378889.3189528538,249536.7226782411,169734.8005283759,179435.98933199508
3545,11236.920955835225,11236.920955835225,172786.28632916254,220133.95201049827,56205.43652933477,377608.98171251017,250697.8574856124,184440.37584571628,133061.70970513168,111369.64756356385
3546,14887.362907180943,14887.362907180943,230200.2442987504,261315.85664268458,40824.620474698866,351185.73340200726,234054.4635970369,190105.4597620766,152795.14196676278,84691.31049570267
3547,29492.14598876877,29492.14598876877,194912.61357373165,242374.05952665795,65714.53641623251,488307.90601807705,318628.48680491466,229616.06507585803,169217.6714319521,128165.06802487969
3548,39672.10947887172,39672.10947887172,279685.2280313314,311265.9212381746,53748.65105326019,399044.5182829481,265596.9905741844,225483.92590030434,152444.6792550928,102862.7543728101
3549,27456.559602831923,27456.559602831923,246235.97444763294,274895.75877231226,44345.67765916634,301118.30739695916,193219.99806895223,191512.35530160274,159112.15841349436,88928.12180807223
3550,43928.21645445672,43928.21645445672,398747.1019476773,442223.1943241944,68008.37736547596,326288.82935308723,215988.26430201248,233647.77308120823,174788.98131234857,103403.14892146179
3551,45067.801438447874,45067.801438447874,487377.62895204173,566641.9995384956,106251.26295768026,393729.0894088038,254222.89858067318,289658.064833888,232287.9557744902,158423.2995781815
3552,22371.21630394971,22371.21630394971,356967.4420187984,410192.55240134813,67615.9495529211,348949.20441391546,230116.82576833136,225640.13858650476,191248.2269996118,108415.72803532536
3553,12339.449641092975,12339.449641092975,171489.3828040371,199496.28852020283,36232.72625977908,309068.8997668963,190439.0210152046,175173.59104028012,182973.68066063273,84212.05955868245
3554,9804.657756736962,9804.657756736962,153869.8621077839,178009.3112755548,30611.007976578614,198485.38471378986,115197.06427995,116810.17594719511,157710.70635129,47126.21071456092
