kWh_kohira
628.3215128130089
525.9817288142577
628.3215128130089
634.048878458267
639.7762441035252
1489.9492489090555
7475.117558789104
15372.086624820777
12163.775088222945
21562.219345039473
21897.04134412008
21584.0606488412
22450.957968248513
21629.828709299483
22081.354684725386
22001.96505507069
18825.65759008917
14811.64914566817
8384.313965857136
2082.400972618725
0
0
0
0
0
0
0
0
0
2574.405079310137
7800.295610033644
11644.324387373616
16286.857803422732
21885.403499895965
15335.718361620422
15344.782451833433
18977.224234403027
21036.62418797392
12114.8534161305
15539.105966141997
19542.13780748798
15614.22296067945
6328.108315683418
1648.7386811592055
0
0
0
0
0
0
655.5239563927963
655.5239563927963
0
1882.655280887564
4830.112270636886
6340.814318686842
15792.18838625342
12212.930737952762
14477.46804185515
18464.660614445063
22820.74436470523
22440.866411019208
22641.303862721736
17196.817181047416
8305.544885588513
7649.05449982396
3440.5496011015557
1484.4762067826812
680.5086988879189
680.5086988879189
680.5086988879189
0
0
0
0
0
0
1888.9625041558768
5558.433791074917
8125.544871863473
15398.485406080888
16322.16808078453
21329.960934654235
15789.401000486458
15948.373545670203
15639.787560797626
16394.935126007498
13410.489323671747
9965.626395689926
3866.4295928832375
2749.8374426360283
1811.220890903545
0
0
0
0
671.4547816156635
671.4547816156635
671.4547816156635
667.8332147067614
0
1737.4568974865524
7907.854112639887
11894.192158206351
14154.751842273405
16518.109092673192
22987.89595425627
22840.001741555097
22591.436107139045
22968.821690340003
16099.228084131186
15439.70616202154
19583.3890822509
15859.401005823973
8326.256992966391
2209.2982356008742
0
0
687.2431856679559
677.5382001873586
674.3032050271596
674.3032050271596
671.0682098669605
667.8332147067614
667.8332147067614
1835.005226389537
3636.53130475324
9614.649766689836
15906.603450928766
17525.52524273406
18932.402257434984
22099.218368691767
18292.64635921297
21717.83481977396
22305.993562484873
22613.267238000008
16889.84869375494
8979.02408241449
3849.786661807497
1742.431465515915
0
0
0
0
0
0
667.8332147067614
0
0
1946.0428747341064
8802.635462657598
16081.496648394625
20685.332197810418
22773.4605360744
21826.797188204437
23366.115718599172
23185.189967265396
15707.183293301774
23262.738294643375
22078.516434254645
18041.69008371941
8169.502148867311
7347.18265584991
1586.6837425516128
0
0
0
0
0
0
683.3367764179043
0
683.3367764179043
1586.6837425516128
4229.776517841826
5166.958684927806
15505.860795753537
17458.139683170666
21798.140014096636
22092.9009724827
22034.152239620595
23022.178764601776
22933.053630644215
21658.16034930311
19081.008575989035
15689.339955216905
9148.006801301492
1926.9787837585936
0
0
0
0
0
0
0
0
0
1966.1039139036432
4950.610753883924
15159.52302773788
16613.37868284698
20408.729938672634
21704.091176813487
22260.327231434138
21762.880601438617
21646.827693301664
22562.667030682933
21265.016880872125
17479.187497593473
7195.025980972244
3932.808031311851
1561.3734659523193
0
0
0
0
0
0
0
0
0
1960.8445035331304
6981.516300399103
15278.57695339766
16324.996158314514
21493.663897289214
21507.560134361014
20892.80932451563
20977.60078571142
22510.367942259712
21284.640483589184
20924.01990675303
21408.3332702334
16174.334905727885
8151.8622695975455
1941.790585498373
0
0
0
0
0
0
0
0
0
1810.3867097616069
3540.6411651933763
13292.768053250918
17041.557759239367
17431.92401484415
21093.663866789127
21624.07082483196
21359.086064036783
21464.07081263193
20670.561087833656
20414.62007136998
16281.832370689594
13056.572714793365
7795.260004359749
2201.434552396994
0
0
0
0
0
675.7375896736629
0
0
675.7375896736629
1827.416212586051
4485.992203705896
12127.0405991554
18050.916940984505
20898.068734886147
20660.67298941946
21638.719859519653
21573.26715869978
22486.898967937137
20523.51122921517
11156.684472266248
14029.177061589447
12252.910395121262
6815.290448456798
1708.738685734219
0
0
690.8240608138368
0
0
0
0
739.4710635058872
739.4710635058872
1912.5637267082725
7758.779838811091
12033.836115954948
17914.040023121368
21569.971125895045
21721.731056083252
19092.107254353115
21559.737147495172
21569.584554146342
22330.642597935068
21599.62524819687
19966.339264045033
17621.92402933169
9632.737255352837
1816.4497824517912
0
0
0
0
0
0
0
677.1007637348789
0
2258.555614738246
8020.448220920024
12349.675407586084
18507.142815039377
22045.454376799786
23058.12993723116
22085.82060571698
21866.15629598686
22852.667052795496
20717.2040211969
18882.43277244474
9233.123796601449
3069.9798882066743
6516.155125545935
1413.1944109099925
0
0
663.3062560706337
663.3062560706337
663.3062560706337
663.3062560706337
663.3062560706337
663.3062560706337
663.3062560706337
1331.2513731257038
3815.096933831776
10329.471794745526
15454.060181427329
18543.3584841284
23177.84510404004
22653.63346691721
17086.03385622173
12927.539134252593
3069.9798882066743
7474.822543507199
5866.0736924572475
4116.7653189907205
1844.7814224554215
1079.5016082532293
670.5595628291933
674.2726862048935
674.2726862048935
680.8037141698238
680.3561047765886
680.3561047765886
679.9084953833536
679.9084953833536
1150.8037500074286
1132.6145319368752
2438.118192010806
3912.299382749079
3081.516003023233
6584.191753317669
8246.033182169756
7117.843879461456
6308.688171781468
8627.43707696908
21191.914128604232
11996.033468108091
17726.878259104564
7752.696420239395
4656.806051928862
1856.083559634608
0
734.5168413580351
0
0
0
0
731.546342657475
731.546342657475
731.546342657475
1345.9105807541532
3997.568972160366
12304.273572994987
18737.325945510525
22228.89284450013
22978.374081709273
20398.97408848826
21760.398403894313
22847.19401066912
23223.155382164336
22262.728045452397
21973.61306918555
13183.876895405723
7913.154214773421
1976.7549828744873
0
0
0
0
0
0
828.80982921931
0
828.80982921931
1719.8068452760322
3658.464165021759
8418.820580899259
17808.546627488457
22101.741257999092
21616.919247480953
22175.067814963608
22159.014914451676
22291.283490152648
22413.20618510543
22972.03633961869
21439.1776266036
15743.378616509284
8745.209212093687
1984.1100190406005
0
0
0
0
0
0
0
1045.717272004735
1045.717272004735
1709.80684451353
5259.125528171214
7977.854117977402
17455.820252678448
17722.79890986167
21938.485904757348
22455.088182195177
22534.59988713894
