house_type,insulation,schedule,Loc_code,Grid_year,Hydro_resource,SH_code,HP_cap,R_cap,P_annual_kWh_SH,Q_annual_kWh_SH,kgCO2_SH,P_avg_peak_kW_SH,Embodied_SH,Occ_code,DW_code,Tank_Volume (L),CS_code,P_annual_kWh_WH,Q_annual_kWh_WH,kgCO2_WH,P_avg_peak_kW_WH,Embodied_WH,scenario,P_annual_kWh_total,Q_annual_kWh_total,P_avg_peak_kW_total,kgCO2_total,Embodied,SH_DW_code
Mod,Nom,Ideal,AK,2024,Hlow,R,NA,12,3390.510784,3390.510784,518.6797632,1.822317984,1510.588235,5,HPo,360,C0,773.8495193,3297.56996,83.64623848,0.181698996,823.5294118,Mod-Nom-Ideal-AK-5-R-HPo-C0-2024-Hlow,4164.3603033,6688.080744,2.00401698,602.32600168,2334.1176468,R-HPo
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,234.2033887,1.822317984,1510.588235,1,HP,135,C0,234.3015847,996.6101491,13.39896224,0.053704028,470.5882353,Mod-Nom-Ideal-AK-1-R-HP-C0-2025-Hhigh,3624.8123687,4387.1209331,1.876022012,247.60235094,1981.1764703,R-HP
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,234.2033887,1.822317984,1510.588235,1,HPo,162,C0,243.1903742,1034.464362,13.95187364,0.05320211,529.4117647,Mod-Nom-Ideal-AK-1-R-HPo-C0-2025-Hhigh,3633.7011582,4424.975146,1.8755200939999999,248.15526234,2039.9999997,R-HPo
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,234.2033887,1.822317984,1510.588235,2,HP,135,C0,346.2037848,1473.307538,20.198766,0.096266879,470.5882353,Mod-Nom-Ideal-AK-2-R-HP-C0-2025-Hhigh,3736.7145688,4863.818322,1.918584863,254.4021547,1981.1764703,R-HP
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,234.2033887,1.822317984,1510.588235,2,HPo,162,C0,355.2147967,1511.447369,20.7705137,0.095305414,529.4117647,Mod-Nom-Ideal-AK-2-R-HPo-C0-2025-Hhigh,3745.7255807,4901.958153,1.917623398,254.97390240000001,2039.9999997,R-HPo
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,234.2033887,1.822317984,1510.588235,3,HP,180,C0,473.6227091,2014.038439,28.32817447,0.123087459,588.2352941,Mod-Nom-Ideal-AK-3-R-HP-C0-2025-Hhigh,3864.1334931,5404.549223,1.9454054429999998,262.53156317,2098.8235291,R-HP
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,234.2033887,1.822317984,1510.588235,3,HPo,216,C0,488.2653678,2076.177865,29.23583014,0.126466521,617.6470588,Mod-Nom-Ideal-AK-3-R-HPo-C0-2025-Hhigh,3878.7761518,5466.688649,1.948784505,263.43921884,2128.2352938,R-HPo
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,234.2033887,1.822317984,1510.588235,4,HP,300,C0,635.1496666,2708.608941,37.93236382,0.135525193,764.7058824,Mod-Nom-Ideal-AK-4-R-HP-C0-2025-Hhigh,4025.6604506000003,6099.1197250000005,1.957843177,272.13575252,2275.2941174,R-HP
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,234.2033887,1.822317984,1510.588235,4,HPo,360,C0,661.2466487,2819.645139,39.52037219,0.148237232,823.5294118,Mod-Nom-Ideal-AK-4-R-HPo-C0-2025-Hhigh,4051.7574327,6210.155923,1.970555216,273.72376089,2334.1176468,R-HPo
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,234.2033887,1.822317984,1510.588235,5,HP,300,C0,747.760984,3186.809617,45.18871941,0.173343892,764.7058824,Mod-Nom-Ideal-AK-5-R-HP-C0-2025-Hhigh,4138.2717680000005,6577.320401,1.9956618759999998,279.39210811,2275.2941174,R-HP
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,234.2033887,1.822317984,1510.588235,5,HPo,360,C0,773.8495193,3297.56996,46.84411846,0.181698996,823.5294118,Mod-Nom-Ideal-AK-5-R-HPo-C0-2025-Hhigh,4164.3603033,6688.080744,2.00401698,281.04750716,2334.1176468,R-HPo
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,435.3498641,1.822317984,1510.588235,1,HP,135,C0,234.3015847,996.6101491,18.80136425,0.053704028,470.5882353,Mod-Nom-Ideal-AK-1-R-HP-C0-2025-Hlow,3624.8123687,4387.1209331,1.876022012,454.15122835,1981.1764703,R-HP
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,435.3498641,1.822317984,1510.588235,1,HPo,162,C0,243.1903742,1034.464362,19.54604162,0.05320211,529.4117647,Mod-Nom-Ideal-AK-1-R-HPo-C0-2025-Hlow,3633.7011582,4424.975146,1.8755200939999999,454.89590572,2039.9999997,R-HPo
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,435.3498641,1.822317984,1510.588235,2,HP,135,C0,346.2037848,1473.307538,28.28040179,0.096266879,470.5882353,Mod-Nom-Ideal-AK-2-R-HP-C0-2025-Hlow,3736.7145688,4863.818322,1.918584863,463.63026589,1981.1764703,R-HP
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,435.3498641,1.822317984,1510.588235,2,HPo,162,C0,355.2147967,1511.447369,29.04882242,0.095305414,529.4117647,Mod-Nom-Ideal-AK-2-R-HPo-C0-2025-Hlow,3745.7255807,4901.958153,1.917623398,464.39868652,2039.9999997,R-HPo
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,435.3498641,1.822317984,1510.588235,3,HP,180,C0,473.6227091,2014.038439,39.5420214,0.123087459,588.2352941,Mod-Nom-Ideal-AK-3-R-HP-C0-2025-Hlow,3864.1334931,5404.549223,1.9454054429999998,474.8918855,2098.8235291,R-HP
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,435.3498641,1.822317984,1510.588235,3,HPo,216,C0,488.2653678,2076.177865,40.81290612,0.126466521,617.6470588,Mod-Nom-Ideal-AK-3-R-HPo-C0-2025-Hlow,3878.7761518,5466.688649,1.948784505,476.16277021999997,2128.2352938,R-HPo
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,435.3498641,1.822317984,1510.588235,4,HP,300,C0,635.1496666,2708.608941,51.52714762,0.135525193,764.7058824,Mod-Nom-Ideal-AK-4-R-HP-C0-2025-Hlow,4025.6604506000003,6099.1197250000005,1.957843177,486.87701172,2275.2941174,R-HP
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,435.3498641,1.822317984,1510.588235,4,HPo,360,C0,661.2466487,2819.645139,53.85843185,0.148237232,823.5294118,Mod-Nom-Ideal-AK-4-R-HPo-C0-2025-Hlow,4051.7574327,6210.155923,1.970555216,489.20829595,2334.1176468,R-HPo
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,435.3498641,1.822317984,1510.588235,5,HP,300,C0,747.760984,3186.809617,60.20690661,0.173343892,764.7058824,Mod-Nom-Ideal-AK-5-R-HP-C0-2025-Hlow,4138.2717680000005,6577.320401,1.9956618759999998,495.55677070999997,2275.2941174,R-HP
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,435.3498641,1.822317984,1510.588235,5,HPo,360,C0,773.8495193,3297.56996,62.52751644,0.181698996,823.5294118,Mod-Nom-Ideal-AK-5-R-HPo-C0-2025-Hlow,4164.3603033,6688.080744,2.00401698,497.87738054,2334.1176468,R-HPo
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,228.8624538,1.822317984,1510.588235,1,HP,135,C0,234.3015847,996.6101491,10.39422059,0.053704028,470.5882353,Mod-Nom-Ideal-AK-1-R-HP-C0-2030-Hhigh,3624.8123687,4387.1209331,1.876022012,239.25667439,1981.1764703,R-HP
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,228.8624538,1.822317984,1510.588235,1,HPo,162,C0,243.1903742,1034.464362,10.81927906,0.05320211,529.4117647,Mod-Nom-Ideal-AK-1-R-HPo-C0-2030-Hhigh,3633.7011582,4424.975146,1.8755200939999999,239.68173286,2039.9999997,R-HPo
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,228.8624538,1.822317984,1510.588235,2,HP,135,C0,346.2037848,1473.307538,15.79225589,0.096266879,470.5882353,Mod-Nom-Ideal-AK-2-R-HP-C0-2030-Hhigh,3736.7145688,4863.818322,1.918584863,244.65470969,1981.1764703,R-HP
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,228.8624538,1.822317984,1510.588235,2,HPo,162,C0,355.2147967,1511.447369,16.21091143,0.095305414,529.4117647,Mod-Nom-Ideal-AK-2-R-HPo-C0-2030-Hhigh,3745.7255807,4901.958153,1.917623398,245.07336523,2039.9999997,R-HPo
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,228.8624538,1.822317984,1510.588235,3,HP,180,C0,473.6227091,2014.038439,22.17140393,0.123087459,588.2352941,Mod-Nom-Ideal-AK-3-R-HP-C0-2030-Hhigh,3864.1334931,5404.549223,1.9454054429999998,251.03385773,2098.8235291,R-HP
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,228.8624538,1.822317984,1510.588235,3,HPo,216,C0,488.2653678,2076.177865,22.90153926,0.126466521,617.6470588,Mod-Nom-Ideal-AK-3-R-HPo-C0-2030-Hhigh,3878.7761518,5466.688649,1.948784505,251.76399306,2128.2352938,R-HPo
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,228.8624538,1.822317984,1510.588235,4,HP,300,C0,635.1496666,2708.608941,29.43375931,0.135525193,764.7058824,Mod-Nom-Ideal-AK-4-R-HP-C0-2030-Hhigh,4025.6604506000003,6099.1197250000005,1.957843177,258.29621311,2275.2941174,R-HP
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,228.8624538,1.822317984,1510.588235,4,HPo,360,C0,661.2466487,2819.645139,30.66180804,0.148237232,823.5294118,Mod-Nom-Ideal-AK-4-R-HPo-C0-2030-Hhigh,4051.7574327,6210.155923,1.970555216,259.52426184,2334.1176468,R-HPo
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,228.8624538,1.822317984,1510.588235,5,HP,300,C0,747.760984,3186.809617,35.22487619,0.173343892,764.7058824,Mod-Nom-Ideal-AK-5-R-HP-C0-2030-Hhigh,4138.2717680000005,6577.320401,1.9956618759999998,264.08732999,2275.2941174,R-HP
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,228.8624538,1.822317984,1510.588235,5,HPo,360,C0,773.8495193,3297.56996,36.53566941,0.181698996,823.5294118,Mod-Nom-Ideal-AK-5-R-HPo-C0-2030-Hhigh,4164.3603033,6688.080744,2.00401698,265.39812321,2334.1176468,R-HPo
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,409.4556963,1.822317984,1510.588235,1,HP,135,C0,234.3015847,996.6101491,14.44250795,0.053704028,470.5882353,Mod-Nom-Ideal-AK-1-R-HP-C0-2030-Hlow,3624.8123687,4387.1209331,1.876022012,423.89820425,1981.1764703,R-HP
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,409.4556963,1.822317984,1510.588235,1,HPo,162,C0,243.1903742,1034.464362,14.9991484,0.05320211,529.4117647,Mod-Nom-Ideal-AK-1-R-HPo-C0-2030-Hlow,3633.7011582,4424.975146,1.8755200939999999,424.4548447,2039.9999997,R-HPo
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,409.4556963,1.822317984,1510.588235,2,HP,135,C0,346.2037848,1473.307538,21.71126791,0.096266879,470.5882353,Mod-Nom-Ideal-AK-2-R-HP-C0-2030-Hlow,3736.7145688,4863.818322,1.918584863,431.16696421,1981.1764703,R-HP
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,409.4556963,1.822317984,1510.588235,2,HPo,162,C0,355.2147967,1511.447369,22.30173579,0.095305414,529.4117647,Mod-Nom-Ideal-AK-2-R-HPo-C0-2030-Hlow,3745.7255807,4901.958153,1.917623398,431.75743209,2039.9999997,R-HPo
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,409.4556963,1.822317984,1510.588235,3,HP,180,C0,473.6227091,2014.038439,30.45030961,0.123087459,588.2352941,Mod-Nom-Ideal-AK-3-R-HP-C0-2030-Hlow,3864.1334931,5404.549223,1.9454054429999998,439.90600591,2098.8235291,R-HP
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,409.4556963,1.822317984,1510.588235,3,HPo,216,C0,488.2653678,2076.177865,31.42249863,0.126466521,617.6470588,Mod-Nom-Ideal-AK-3-R-HPo-C0-2030-Hlow,3878.7761518,5466.688649,1.948784505,440.87819493,2128.2352938,R-HPo
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,409.4556963,1.822317984,1510.588235,4,HP,300,C0,635.1496666,2708.608941,39.65680395,0.135525193,764.7058824,Mod-Nom-Ideal-AK-4-R-HP-C0-2030-Hlow,4025.6604506000003,6099.1197250000005,1.957843177,449.11250025,2275.2941174,R-HP
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,409.4556963,1.822317984,1510.588235,4,HPo,360,C0,661.2466487,2819.645139,41.49642764,0.148237232,823.5294118,Mod-Nom-Ideal-AK-4-R-HPo-C0-2030-Hlow,4051.7574327,6210.155923,1.970555216,450.95212394,2334.1176468,R-HPo
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,409.4556963,1.822317984,1510.588235,5,HP,300,C0,747.760984,3186.809617,46.32556423,0.173343892,764.7058824,Mod-Nom-Ideal-AK-5-R-HP-C0-2030-Hlow,4138.2717680000005,6577.320401,1.9956618759999998,455.78126053,2275.2941174,R-HP
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,409.4556963,1.822317984,1510.588235,5,HPo,360,C0,773.8495193,3297.56996,48.10095133,0.181698996,823.5294118,Mod-Nom-Ideal-AK-5-R-HPo-C0-2030-Hlow,4164.3603033,6688.080744,2.00401698,457.55664763,2334.1176468,R-HPo
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,246.0557849,1.822317984,1510.588235,1,HP,135,C0,234.3015847,996.6101491,11.19315813,0.053704028,470.5882353,Mod-Nom-Ideal-AK-1-R-HP-C0-2035-Hhigh,3624.8123687,4387.1209331,1.876022012,257.24894302999996,1981.1764703,R-HP
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,246.0557849,1.822317984,1510.588235,1,HPo,162,C0,243.1903742,1034.464362,11.65250335,0.05320211,529.4117647,Mod-Nom-Ideal-AK-1-R-HPo-C0-2035-Hhigh,3633.7011582,4424.975146,1.8755200939999999,257.70828825,2039.9999997,R-HPo
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,246.0557849,1.822317984,1510.588235,2,HP,135,C0,346.2037848,1473.307538,16.32110815,0.096266879,470.5882353,Mod-Nom-Ideal-AK-2-R-HP-C0-2035-Hhigh,3736.7145688,4863.818322,1.918584863,262.37689305,1981.1764703,R-HP
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,246.0557849,1.822317984,1510.588235,2,HPo,162,C0,355.2147967,1511.447369,16.78037513,0.095305414,529.4117647,Mod-Nom-Ideal-AK-2-R-HPo-C0-2035-Hhigh,3745.7255807,4901.958153,1.917623398,262.83616003,2039.9999997,R-HPo
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,246.0557849,1.822317984,1510.588235,3,HP,180,C0,473.6227091,2014.038439,22.76089158,0.123087459,588.2352941,Mod-Nom-Ideal-AK-3-R-HP-C0-2035-Hhigh,3864.1334931,5404.549223,1.9454054429999998,268.81667648,2098.8235291,R-HP
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,246.0557849,1.822317984,1510.588235,3,HPo,216,C0,488.2653678,2076.177865,23.50733614,0.126466521,617.6470588,Mod-Nom-Ideal-AK-3-R-HPo-C0-2035-Hhigh,3878.7761518,5466.688649,1.948784505,269.56312104,2128.2352938,R-HPo
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,246.0557849,1.822317984,1510.588235,4,HP,300,C0,635.1496666,2708.608941,30.38008335,0.135525193,764.7058824,Mod-Nom-Ideal-AK-4-R-HP-C0-2035-Hhigh,4025.6604506000003,6099.1197250000005,1.957843177,276.43586825,2275.2941174,R-HP
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,246.0557849,1.822317984,1510.588235,4,HPo,360,C0,661.2466487,2819.645139,31.67226204,0.148237232,823.5294118,Mod-Nom-Ideal-AK-4-R-HPo-C0-2035-Hhigh,4051.7574327,6210.155923,1.970555216,277.72804694,2334.1176468,R-HPo
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,246.0557849,1.822317984,1510.588235,5,HP,300,C0,747.760984,3186.809617,36.17705694,0.173343892,764.7058824,Mod-Nom-Ideal-AK-5-R-HP-C0-2035-Hhigh,4138.2717680000005,6577.320401,1.9956618759999998,282.23284184,2275.2941174,R-HP
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,246.0557849,1.822317984,1510.588235,5,HPo,360,C0,773.8495193,3297.56996,37.59518833,0.181698996,823.5294118,Mod-Nom-Ideal-AK-5-R-HPo-C0-2035-Hhigh,4164.3603033,6688.080744,2.00401698,283.65097323,2334.1176468,R-HPo
Mod,Nom,Ideal,AK,2035,Hlow,R,NA,12,3390.510784,3390.510784,368.5432717,1.822317984,1510.588235,1,HP,135,C0,234.3015847,996.6101491,13.71644406,0.053704028,470.5882353,Mod-Nom-Ideal-AK-1-R-HP-C0-2035-Hlow,3624.8123687,4387.1209331,1.876022012,382.25971576,1981.1764703,R-HP
Mod,Nom,Ideal,AK,2035,Hlow,R,NA,12,3390.510784,3390.510784,368.5432717,1.822317984,1510.588235,1,HPo,162,C0,243.1903742,1034.464362,14.26839785,0.05320211,529.4117647,Mod-Nom-Ideal-AK-1-R-HPo-C0-2035-Hlow,3633.7011582,4424.975146,1.8755200939999999,382.81166955,2039.9999997,R-HPo
Mod,Nom,Ideal,AK,2035,Hlow,R,NA,12,3390.510784,3390.510784,368.5432717,1.822317984,1510.588235,2,HP,135,C0,346.2037848,1473.307538,20.19090491,0.096266879,470.5882353,Mod-Nom-Ideal-AK-2-R-HP-C0-2035-Hlow,3736.7145688,4863.818322,1.918584863,388.73417660999996,1981.1764703,R-HP
Mod,Nom,Ideal,AK,2035,Hlow,R,NA,12,3390.510784,3390.510784,368.5432717,1.822317984,1510.588235,2,HPo,162,C0,355.2147967,1511.447369,20.74616397,0.095305414,529.4117647,Mod-Nom-Ideal-AK-2-R-HPo-C0-2035-Hlow,3745.7255807,4901.958153,1.917623398,389.28943567,2039.9999997,R-HPo
Mod,Nom,Ideal,AK,2035,Hlow,R,NA,12,3390.510784,3390.510784,368.5432717,1.822317984,1510.588235,3,HP,180,C0,473.6227091,2014.038439,27.93879439,0.123087459,588.2352941,Mod-Nom-Ideal-AK-3-R-HP-C0-2035-Hlow,3864.1334931,5404.549223,1.9454054429999998,396.48206609,2098.8235291,R-HP
Mod,Nom,Ideal,AK,2035,Hlow,R,NA,12,3390.510784,3390.510784,368.5432717,1.822317984,1510.588235,3,HPo,216,C0,488.2653678,2076.177865,28.83843605,0.126466521,617.6470588,Mod-Nom-Ideal-AK-3-R-HPo-C0-2035-Hlow,3878.7761518,5466.688649,1.948784505,397.38170775,2128.2352938,R-HPo
