house_type,insulation,schedule,Loc_code,Hydro_resource,SH_DW_code,Occ_code,kgCO2_SH_life,kgCO2_WH_life,P_annual_kWh_life,kgCO2_op_life,Embodied_SH,Embodied_WH,Embodied,kgCO2_total_life,x_num
Mass,Nom,Real,CH,Hhigh,HPl_Rb Ro,5,5416.61738421,3910.2294481999998,140013.03047599999,9326.84683241,1272.2602536,520,1792.2602536,11119.107086009999,8
Mass,Nom,Real,CH,Hhigh,HYD1000 HYD1000,3,NA,NA,62240.90551799999,4783.4166706,NA,NA,4111.4,8894.8166706,9
Mass,Nom,Real,CH,Hhigh,HYD1000 HYD1000,4,NA,NA,65232.664178,4960.8291007,NA,NA,4111.4,9072.229100699999,9
Mass,Nom,Real,CH,Hhigh,HYD1000 HYD1000,5,NA,NA,68346.067086,5160.8416148,NA,NA,4111.4,9272.2416148,9
Mass,Nom,Real,CH,Hhigh,HYD200 HYD200,3,NA,NA,57230.108606,4308.2289127,NA,NA,3066.4,7374.6289127,10
Mass,Nom,Real,CH,Hhigh,HYD200 HYD200,4,NA,NA,60282.404819999996,4465.5026304,NA,NA,3066.4,7531.9026304,10
Mass,Nom,Real,CH,Hhigh,HYD200 HYD200,5,NA,NA,63480.157884,4651.2005074,NA,NA,3066.4,7717.6005074,10
Mass,Nom,Real,CH,Hhigh,HYD500 HYD500,3,NA,NA,59330.3513,4484.3098951,NA,NA,3516.4,8000.709895100001,11
Mass,Nom,Real,CH,Hhigh,HYD500 HYD500,4,NA,NA,62380.44362,4650.0398577,NA,NA,3516.4,8166.439857699999,11
Mass,Nom,Real,CH,Hhigh,HYD500 HYD500,5,NA,NA,65579.369724,4839.5943916,NA,NA,3516.4,8355.9943916,11
Mass,Nom,Real,CH,Hhigh,R HP,1,9458.1069652,315.84917212,127633.6245184,9773.95613732,856,400,1256,11029.95613732,12
Mass,Nom,Real,CH,Hhigh,R HP,2,9458.1069652,456.05555058,130232.6804834,9914.16251578,856,400,1256,11170.16251578,12
Mass,Nom,Real,CH,Hhigh,R HP,3,9458.1069652,638.0746513,133306.7536328,10096.1816165,856,500,1356,11452.1816165,12
Mass,Nom,Real,CH,Hhigh,R HP,4,9458.1069652,855.2975632299999,137407.48119120003,10313.40452843,856,650,1506,11819.40452843,12
Mass,Nom,Real,CH,Hhigh,R HP,5,9458.1069652,1007.14341023,140001.95037180002,10465.25037543,856,650,1506,11971.25037543,12
Mass,Nom,Real,CH,Hhigh,R HPo,1,9458.1069652,331.31890819,127901.59088960002,9789.42587339,856,450,1306,11095.42587339,13
Mass,Nom,Real,CH,Hhigh,R HPo,2,9458.1069652,471.18011143,130495.3886126,9929.28707663,856,450,1306,11235.28707663,13
Mass,Nom,Real,CH,Hhigh,R HPo,3,9458.1069652,663.44556097,133746.89441960002,10121.55252617,856,525,1381,11502.55252617,13
Mass,Nom,Real,CH,Hhigh,R HPo,4,9458.1069652,901.87348838,138199.20723620002,10359.98045358,856,700,1556,11915.98045358,13
Mass,Nom,Real,CH,Hhigh,R HPo,5,9458.1069652,1052.95455777,140790.4511002,10511.06152297,856,700,1556,12067.06152297,13
Mass,Nom,Real,CH,Hhigh,R R,1,9458.1069652,1142.27165596,143968.833646,10600.37862116,856,250,1106,11706.37862116,14
Mass,Nom,Real,CH,Hhigh,R R,2,9458.1069652,1692.05136659,154451.833646,11150.15833179,856,250,1106,12256.15833179,14
Mass,Nom,Real,CH,Hhigh,R R,3,9458.1069652,2379.4360957,166380.233646,11837.5430609,856,320,1176,13013.5430609,14
Mass,Nom,Real,CH,Hhigh,R R,4,9458.1069652,3159.4717947,181839.633646,12617.5787599,856,500,1356,13973.5787599,14
Mass,Nom,Real,CH,Hhigh,R R,5,9458.1069652,3769.5827505,192343.53364600003,13227.6897157,856,500,1356,14583.6897157,14
Mass,Nom,Real,CH,Hhigh,R Ro,1,9458.1069652,1190.98017465,144837.833646,10649.08713985,856,300,1156,11805.08713985,15
Mass,Nom,Real,CH,Hhigh,R Ro,2,9458.1069652,1739.10247119,155305.433646,11197.20943639,856,300,1156,12353.20943639,15
Mass,Nom,Real,CH,Hhigh,R Ro,3,9458.1069652,2456.9152311000003,167797.03364600003,11915.0221963,856,400,1256,13171.0221963,15
Mass,Nom,Real,CH,Hhigh,R Ro,4,9458.1069652,3301.5916237,184391.633646,12759.6985889,856,520,1376,14135.6985889,15
Mass,Nom,Real,CH,Hhigh,R Ro,5,9458.1069652,3910.2294481999998,194884.53364600003,13368.336413399998,856,520,1376,14744.336413399998,15
Mass,Nom,Real,CH,Hlow,HP HP,1,3614.934008,399.85912614,40563.1330104,4014.79313414,1671.577554,400,2071.577554,6086.370688139999,1
Mass,Nom,Real,CH,Hlow,HP HP,2,3614.934008,577.49271098,43162.1889754,4192.42671898,1671.577554,400,2071.577554,6264.004272980001,1
Mass,Nom,Real,CH,Hlow,HP HP,3,3614.934008,801.78192078,46236.2621248,4416.71592878,1671.577554,500,2171.577554,6588.29348278,1
Mass,Nom,Real,CH,Hlow,HP HP,4,3614.934008,1061.53047939,50336.9896832,4676.46448739,1671.577554,650,2321.577554,6998.042041389999,1
Mass,Nom,Real,CH,Hlow,HP HP,5,3614.934008,1230.44518788,52931.4588638,4845.37919588,1671.577554,650,2321.577554,7166.956749880001,1
Mass,Nom,Real,CH,Hlow,HP HPo,1,3614.934008,418.96788871,40831.0993816,4033.90189671,1671.577554,450,2121.577554,6155.47945071,2
Mass,Nom,Real,CH,Hlow,HP HPo,2,3614.934008,596.28104933,43424.8971046,4211.21505733,1671.577554,450,2121.577554,6332.79261133,2
Mass,Nom,Real,CH,Hlow,HP HPo,3,3614.934008,833.75215589,46676.4029116,4448.68616389,1671.577554,525,2196.577554,6645.26371789,2
Mass,Nom,Real,CH,Hlow,HP HPo,4,3614.934008,1120.02548023,51128.7157282,4734.95948823,1671.577554,700,2371.577554,7106.53704223,2
Mass,Nom,Real,CH,Hlow,HP HPo,5,3614.934008,1287.20534511,53719.9595922,4902.13935311,1671.577554,700,2371.577554,7273.71690711,2
Mass,Nom,Real,CH,Hlow,HP R,1,3614.934008,1424.3001382,56898.342138,5039.2341462,1671.577554,250,1921.577554,6960.8117002,3
Mass,Nom,Real,CH,Hlow,HP R,2,3614.934008,2116.82834238,67381.34213799999,5731.76235038,1671.577554,250,1921.577554,7653.33990438,3
Mass,Nom,Real,CH,Hlow,HP R,3,3614.934008,2949.0576277,79309.742138,6563.991635699999,1671.577554,320,1991.577554,8555.5691897,3
Mass,Nom,Real,CH,Hlow,HP R,4,3614.934008,3858.5893132,94769.142138,7473.5233212,1671.577554,500,2171.577554,9645.1008752,3
Mass,Nom,Real,CH,Hlow,HP R,5,3614.934008,4529.6598573,105273.04213799999,8144.5938653,1671.577554,500,2171.577554,10316.1714193,3
Mass,Nom,Real,CH,Hlow,HP Ro,1,3614.934008,1480.45213785,57767.342138,5095.38614585,1671.577554,300,1971.577554,7066.963699849999,4
Mass,Nom,Real,CH,Hlow,HP Ro,2,3614.934008,2170.57626608,68234.94213799998,5785.51027408,1671.577554,300,1971.577554,7757.087828080001,4
Mass,Nom,Real,CH,Hlow,HP Ro,3,3614.934008,3040.0721144999998,80726.54213799999,6655.0061225,1671.577554,400,2071.577554,8726.5836765,4
Mass,Nom,Real,CH,Hlow,HP Ro,4,3614.934008,4028.5461609,97321.142138,7643.4801689,1671.577554,520,2191.577554,9835.0577229,4
Mass,Nom,Real,CH,Hlow,HP Ro,5,3614.934008,4696.6579119,107814.04213799999,8311.5919199,1671.577554,520,2191.577554,10503.1694739,4
Mass,Nom,Real,CH,Hlow,HPl_Rb HP,1,7032.15516104,399.85912614,72762.1213484,7432.01428718,1272.2602536,400,1672.2602536,9104.27454078,5
Mass,Nom,Real,CH,Hlow,HPl_Rb HP,2,7032.15516104,577.49271098,75361.17731340001,7609.64787202,1272.2602536,400,1672.2602536,9281.90812562,5
Mass,Nom,Real,CH,Hlow,HPl_Rb HP,3,7032.15516104,801.78192078,78435.2504628,7833.93708182,1272.2602536,500,1772.2602536,9606.19733542,5
Mass,Nom,Real,CH,Hlow,HPl_Rb HP,4,7032.15516104,1061.53047939,82535.9780212,8093.68564043,1272.2602536,650,1922.2602536,10015.94589403,5
Mass,Nom,Real,CH,Hlow,HPl_Rb HP,5,7032.15516104,1230.44518788,85130.44720180001,8262.60034892,1272.2602536,650,1922.2602536,10184.860602519999,5
Mass,Nom,Real,CH,Hlow,HPl_Rb HPo,1,7032.15516104,418.96788871,73030.08771960001,7451.12304975,1272.2602536,450,1722.2602536,9173.38330335,6
Mass,Nom,Real,CH,Hlow,HPl_Rb HPo,2,7032.15516104,596.28104933,75623.8854426,7628.4362103700005,1272.2602536,450,1722.2602536,9350.69646397,6
Mass,Nom,Real,CH,Hlow,HPl_Rb HPo,3,7032.15516104,833.75215589,78875.39124960001,7865.90731693,1272.2602536,525,1797.2602536,9663.16757053,6
Mass,Nom,Real,CH,Hlow,HPl_Rb HPo,4,7032.15516104,1120.02548023,83327.7040662,8152.18064127,1272.2602536,700,1972.2602536,10124.44089487,6
Mass,Nom,Real,CH,Hlow,HPl_Rb HPo,5,7032.15516104,1287.20534511,85918.94793020001,8319.36050615,1272.2602536,700,1972.2602536,10291.62075975,6
Mass,Nom,Real,CH,Hlow,HPl_Rb R,1,7032.15516104,1424.3001382,89097.33047600002,8456.45529924,1272.2602536,250,1522.2602536,9978.71555284,7
Mass,Nom,Real,CH,Hlow,HPl_Rb R,2,7032.15516104,2116.82834238,99580.33047600002,9148.98350342,1272.2602536,250,1522.2602536,10671.24375702,7
Mass,Nom,Real,CH,Hlow,HPl_Rb R,3,7032.15516104,2949.0576277,111508.73047600001,9981.21278874,1272.2602536,320,1592.2602536,11573.47304234,7
Mass,Nom,Real,CH,Hlow,HPl_Rb R,4,7032.15516104,3858.5893132,126968.130476,10890.74447424,1272.2602536,500,1772.2602536,12663.00472784,7
Mass,Nom,Real,CH,Hlow,HPl_Rb R,5,7032.15516104,4529.6598573,137472.03047599999,11561.81501834,1272.2602536,500,1772.2602536,13334.075271939999,7
Mass,Nom,Real,CH,Hlow,HPl_Rb Ro,1,7032.15516104,1480.45213785,89966.33047600002,8512.60729889,1272.2602536,300,1572.2602536,10084.867552489999,8
Mass,Nom,Real,CH,Hlow,HPl_Rb Ro,2,7032.15516104,2170.57626608,100433.93047600001,9202.73142712,1272.2602536,300,1572.2602536,10774.991680719999,8
Mass,Nom,Real,CH,Hlow,HPl_Rb Ro,3,7032.15516104,3040.0721144999998,112925.530476,10072.227275539999,1272.2602536,400,1672.2602536,11744.487529139999,8
Mass,Nom,Real,CH,Hlow,HPl_Rb Ro,4,7032.15516104,4028.5461609,129520.130476,11060.70132194,1272.2602536,520,1792.2602536,12852.96157554,8
Mass,Nom,Real,CH,Hlow,HPl_Rb Ro,5,7032.15516104,4696.6579119,140013.03047599999,11728.81307294,1272.2602536,520,1792.2602536,13521.07332654,8
Mass,Nom,Real,CH,Hlow,HYD1000 HYD1000,3,NA,NA,62240.90551799999,6142.6499334,NA,NA,4111.4,10254.0499334,9
Mass,Nom,Real,CH,Hlow,HYD1000 HYD1000,4,NA,NA,65232.664178,6343.4279782,NA,NA,4111.4,10454.827978199999,9
Mass,Nom,Real,CH,Hlow,HYD1000 HYD1000,5,NA,NA,68346.067086,6564.6210623,NA,NA,4111.4,10676.021062299998,9
Mass,Nom,Real,CH,Hlow,HYD200 HYD200,3,NA,NA,57230.108606,5578.2821894,NA,NA,3066.4,8644.6821894,10
Mass,Nom,Real,CH,Hlow,HYD200 HYD200,4,NA,NA,60282.404819999996,5762.2123713,NA,NA,3066.4,8828.6123713,10
Mass,Nom,Real,CH,Hlow,HYD200 HYD200,5,NA,NA,63480.157884,5976.0966384,NA,NA,3066.4,9042.4966384,10
Mass,Nom,Real,CH,Hlow,HYD500 HYD500,3,NA,NA,59330.3513,5778.3324916,NA,NA,3516.4,9294.7324916,11
Mass,Nom,Real,CH,Hlow,HYD500 HYD500,4,NA,NA,62380.44362,5968.5997693,NA,NA,3516.4,9484.9997693,11
Mass,Nom,Real,CH,Hlow,HYD500 HYD500,5,NA,NA,65579.369724,6185.5069924,NA,NA,3516.4,9701.9069924,11
Mass,Nom,Real,CH,Hlow,R HP,1,12278.612766,399.85912614,127633.6245184,12678.47189214,856,400,1256,13934.47189214,12
Mass,Nom,Real,CH,Hlow,R HP,2,12278.612766,577.49271098,130232.6804834,12856.10547698,856,400,1256,14112.10547698,12
Mass,Nom,Real,CH,Hlow,R HP,3,12278.612766,801.78192078,133306.7536328,13080.39468678,856,500,1356,14436.39468678,12
Mass,Nom,Real,CH,Hlow,R HP,4,12278.612766,1061.53047939,137407.48119120003,13340.14324539,856,650,1506,14846.14324539,12
Mass,Nom,Real,CH,Hlow,R HP,5,12278.612766,1230.44518788,140001.95037180002,13509.057953880001,856,650,1506,15015.057953880001,12
Mass,Nom,Real,CH,Hlow,R HPo,1,12278.612766,418.96788871,127901.59088960002,12697.58065471,856,450,1306,14003.58065471,13
Mass,Nom,Real,CH,Hlow,R HPo,2,12278.612766,596.28104933,130495.3886126,12874.89381533,856,450,1306,14180.89381533,13
Mass,Nom,Real,CH,Hlow,R HPo,3,12278.612766,833.75215589,133746.89441960002,13112.36492189,856,525,1381,14493.36492189,13
Mass,Nom,Real,CH,Hlow,R HPo,4,12278.612766,1120.02548023,138199.20723620002,13398.63824623,856,700,1556,14954.63824623,13
Mass,Nom,Real,CH,Hlow,R HPo,5,12278.612766,1287.20534511,140790.4511002,13565.81811111,856,700,1556,15121.81811111,13
Mass,Nom,Real,CH,Hlow,R R,1,12278.612766,1424.3001382,143968.833646,13702.9129042,856,250,1106,14808.9129042,14
Mass,Nom,Real,CH,Hlow,R R,2,12278.612766,2116.82834238,154451.833646,14395.44110838,856,250,1106,15501.44110838,14
Mass,Nom,Real,CH,Hlow,R R,3,12278.612766,2949.0576277,166380.233646,15227.6703937,856,320,1176,16403.6703937,14
Mass,Nom,Real,CH,Hlow,R R,4,12278.612766,3858.5893132,181839.633646,16137.2020792,856,500,1356,17493.2020792,14
Mass,Nom,Real,CH,Hlow,R R,5,12278.612766,4529.6598573,192343.53364600003,16808.2726233,856,500,1356,18164.2726233,14
Mass,Nom,Real,CH,Hlow,R Ro,1,12278.612766,1480.45213785,144837.833646,13759.06490385,856,300,1156,14915.06490385,15
Mass,Nom,Real,CH,Hlow,R Ro,2,12278.612766,2170.57626608,155305.433646,14449.18903208,856,300,1156,15605.18903208,15
Mass,Nom,Real,CH,Hlow,R Ro,3,12278.612766,3040.0721144999998,167797.03364600003,15318.6848805,856,400,1256,16574.6848805,15
Mass,Nom,Real,CH,Hlow,R Ro,4,12278.612766,4028.5461609,184391.633646,16307.1589269,856,520,1376,17683.1589269,15
Mass,Nom,Real,CH,Hlow,R Ro,5,12278.612766,4696.6579119,194884.53364600003,16975.2706779,856,520,1376,18351.2706779,15
Mod,H1,Ideal,AK,Hhigh,HP HP,1,908.56415222,283.68309575,17543.3097928,1192.24724797,729.30375,400,1129.30375,2321.55099797,1
Mod,H1,Ideal,AK,Hhigh,HP HP,2,908.56415222,414.71101768,20003.1779552,1323.2751698999998,729.30375,400,1129.30375,2452.5789199,1
Mod,H1,Ideal,AK,Hhigh,HP HP,3,908.56415222,580.67151856,22862.024281799997,1489.23567078,729.30375,500,1229.30375,2718.53942078,1
Mod,H1,Ideal,AK,Hhigh,HP HP,4,908.56415222,774.18877493,26609.219656800004,1682.75292715,729.30375,650,1379.30375,3062.05667715,1
Mod,H1,Ideal,AK,Hhigh,HP HP,5,908.56415222,918.04520597,29084.993185599997,1826.60935819,729.30375,650,1379.30375,3205.91310819,1
Mod,H1,Ideal,AK,Hhigh,HP HPo,1,908.56415222,296.83513925,17773.1476516,1205.39929147,729.30375,450,1179.30375,2384.7030414700002,2
Mod,H1,Ideal,AK,Hhigh,HP HPo,2,908.56415222,427.31784297999997,20228.714153999998,1335.8819952,729.30375,450,1179.30375,2515.1857452,2
Mod,H1,Ideal,AK,Hhigh,HP HPo,3,908.56415222,602.25784292,23238.4605002,1510.8219951400001,729.30375,525,1254.30375,2765.12574514,2
Mod,H1,Ideal,AK,Hhigh,HP HPo,4,908.56415222,813.36842187,27288.982412999998,1721.93257409,729.30375,700,1429.30375,3151.23632409,2
Mod,H1,Ideal,AK,Hhigh,HP HPo,5,908.56415222,956.65799203,29761.4927918,1865.22214425,729.30375,700,1429.30375,3294.52589425,2
Mod,H1,Ideal,AK,Hhigh,HP R,1,908.56415222,1142.27165596,34346.418469,2050.8358081799997,729.30375,250,979.30375,3030.1395581799998,3
Mod,H1,Ideal,AK,Hhigh,HP R,2,908.56415222,1692.05136659,44829.418469,2600.61551881,729.30375,250,979.30375,3579.91926881,3
Mod,H1,Ideal,AK,Hhigh,HP R,3,908.56415222,2379.4360957,56757.818469000005,3288.0002479199998,729.30375,320,1049.30375,4337.30399792,3
Mod,H1,Ideal,AK,Hhigh,HP R,4,908.56415222,3159.4717947,72217.218469,4068.03594692,729.30375,500,1229.30375,5297.33969692,3
Mod,H1,Ideal,AK,Hhigh,HP R,5,908.56415222,3769.5827505,82721.11846900001,4678.14690272,729.30375,500,1229.30375,5907.45065272,3
Mod,H1,Ideal,AK,Hhigh,HP Ro,1,908.56415222,1190.98017465,35215.418469,2099.54432687,729.30375,300,1029.30375,3128.84807687,4
Mod,H1,Ideal,AK,Hhigh,HP Ro,2,908.56415222,1739.10247119,45683.018469,2647.66662341,729.30375,300,1029.30375,3676.97037341,4
Mod,H1,Ideal,AK,Hhigh,HP Ro,3,908.56415222,2456.9152311000003,58174.618469,3365.47938332,729.30375,400,1129.30375,4494.78313332,4
Mod,H1,Ideal,AK,Hhigh,HP Ro,4,908.56415222,3301.5916237,74769.218469,4210.15577592,729.30375,520,1249.30375,5459.4595259200005,4
Mod,H1,Ideal,AK,Hhigh,HP Ro,5,908.56415222,3910.2294481999998,85262.11846900001,4818.79360042,729.30375,520,1249.30375,6068.09735042,4
Mod,H1,Ideal,AK,Hhigh,HPl_Rb HP,1,1701.93803921,283.68309575,27725.755965599998,1985.62113496,1456,400,1856,3841.62113496,5
Mod,H1,Ideal,AK,Hhigh,HPl_Rb HP,2,1701.93803921,414.71101768,30185.624128000003,2116.64905689,1456,400,1856,3972.64905689,5
Mod,H1,Ideal,AK,Hhigh,HPl_Rb HP,3,1701.93803921,580.67151856,33044.4704546,2282.60955777,1456,500,1956,4238.60955777,5
Mod,H1,Ideal,AK,Hhigh,HPl_Rb HP,4,1701.93803921,774.18877493,36791.6658296,2476.12681414,1456,650,2106,4582.12681414,5
Mod,H1,Ideal,AK,Hhigh,HPl_Rb HP,5,1701.93803921,918.04520597,39267.4393584,2619.98324518,1456,650,2106,4725.983245179999,5
Mod,H1,Ideal,AK,Hhigh,HPl_Rb HPo,1,1701.93803921,296.83513925,27955.5938244,1998.77317846,1456,450,1906,3904.77317846,6
Mod,H1,Ideal,AK,Hhigh,HPl_Rb HPo,2,1701.93803921,427.31784297999997,30411.1603268,2129.2558821899997,1456,450,1906,4035.2558821899997,6
Mod,H1,Ideal,AK,Hhigh,HPl_Rb HPo,3,1701.93803921,602.25784292,33420.906673,2304.19588213,1456,525,1981,4285.1958821299995,6
Mod,H1,Ideal,AK,Hhigh,HPl_Rb HPo,4,1701.93803921,813.36842187,37471.4285858,2515.30646108,1456,700,2156,4671.30646108,6
Mod,H1,Ideal,AK,Hhigh,HPl_Rb HPo,5,1701.93803921,956.65799203,39943.9389646,2658.5960312400002,1456,700,2156,4814.59603124,6
Mod,H1,Ideal,AK,Hhigh,HPl_Rb R,1,1701.93803921,1142.27165596,44528.8646418,2844.20969517,1456,250,1706,4550.2096951700005,7
Mod,H1,Ideal,AK,Hhigh,HPl_Rb R,2,1701.93803921,1692.05136659,55011.8646418,3393.9894058,1456,250,1706,5099.9894058,7
Mod,H1,Ideal,AK,Hhigh,HPl_Rb R,3,1701.93803921,2379.4360957,66940.26464180001,4081.37413491,1456,320,1776,5857.37413491,7
Mod,H1,Ideal,AK,Hhigh,HPl_Rb R,4,1701.93803921,3159.4717947,82399.6646418,4861.40983391,1456,500,1956,6817.40983391,7
Mod,H1,Ideal,AK,Hhigh,HPl_Rb R,5,1701.93803921,3769.5827505,92903.5646418,5471.52078971,1456,500,1956,7427.52078971,7
Mod,H1,Ideal,AK,Hhigh,HPl_Rb Ro,1,1701.93803921,1190.98017465,45397.8646418,2892.91821386,1456,300,1756,4648.91821386,8
Mod,H1,Ideal,AK,Hhigh,HPl_Rb Ro,2,1701.93803921,1739.10247119,55865.4646418,3441.0405104,1456,300,1756,5197.0405104,8
Mod,H1,Ideal,AK,Hhigh,HPl_Rb Ro,3,1701.93803921,2456.9152311000003,68357.06464180001,4158.85327031,1456,400,1856,6014.85327031,8
Mod,H1,Ideal,AK,Hhigh,HPl_Rb Ro,4,1701.93803921,3301.5916237,84951.6646418,5003.52966291,1456,520,1976,6979.52966291,8
Mod,H1,Ideal,AK,Hhigh,HPl_Rb Ro,5,1701.93803921,3910.2294481999998,95444.5646418,5612.16748741,1456,520,1976,7588.16748741,8
Mod,H1,Ideal,AK,Hhigh,HYD1000 HYD1000,3,NA,NA,32041.651994,2152.08582987,NA,NA,4167.4,6319.48582987,9
Mod,H1,Ideal,AK,Hhigh,HYD1000 HYD1000,4,NA,NA,35073.980414,2312.8121828500002,NA,NA,4167.4,6480.21218285,9
Mod,H1,Ideal,AK,Hhigh,HYD1000 HYD1000,5,NA,NA,38161.796178000004,2501.5307842,NA,NA,4167.4,6668.9307842,9
Mod,H1,Ideal,AK,Hhigh,HYD200 HYD200,3,NA,NA,30617.524058,2058.32925278,NA,NA,2967.4,5025.72925278,10
Mod,H1,Ideal,AK,Hhigh,HYD200 HYD200,4,NA,NA,33733.273243999996,2212.86759513,NA,NA,2967.4,5180.267595130001,10
Mod,H1,Ideal,AK,Hhigh,HYD200 HYD200,5,NA,NA,36985.383138,2399.2012954,NA,NA,2967.4,5366.6012954,10
Mod,H1,Ideal,AK,Hhigh,HYD500 HYD500,3,NA,NA,30691.702514,2076.19474015,NA,NA,3417.4,5493.59474015,11
Mod,H1,Ideal,AK,Hhigh,HYD500 HYD500,4,NA,NA,33629.42759,2228.77258763,NA,NA,3417.4,5646.172587630001,11
Mod,H1,Ideal,AK,Hhigh,HYD500 HYD500,5,NA,NA,36710.961319999995,2408.7133856,NA,NA,3417.4,5826.1133856,11
Mod,H1,Ideal,AK,Hhigh,R HP,1,3722.3956268,283.68309575,55180.6279618,4006.0787225500003,1284,400,1684,5690.078722550001,12
Mod,H1,Ideal,AK,Hhigh,R HP,2,3722.3956268,414.71101768,57640.4961242,4137.10664448,1284,400,1684,5821.10664448,12
Mod,H1,Ideal,AK,Hhigh,R HP,3,3722.3956268,580.67151856,60499.3424508,4303.06714536,1284,500,1784,6087.06714536,12
Mod,H1,Ideal,AK,Hhigh,R HP,4,3722.3956268,774.18877493,64246.5378258,4496.5844017300005,1284,650,1934,6430.5844017300005,12
Mod,H1,Ideal,AK,Hhigh,R HP,5,3722.3956268,918.04520597,66722.31135460001,4640.44083277,1284,650,1934,6574.44083277,12
Mod,H1,Ideal,AK,Hhigh,R HPo,1,3722.3956268,296.83513925,55410.4658206,4019.23076605,1284,450,1734,5753.23076605,13
Mod,H1,Ideal,AK,Hhigh,R HPo,2,3722.3956268,427.31784297999997,57866.032323,4149.71346978,1284,450,1734,5883.71346978,13
Mod,H1,Ideal,AK,Hhigh,R HPo,3,3722.3956268,602.25784292,60875.7786692,4324.65346972,1284,525,1809,6133.65346972,13
Mod,H1,Ideal,AK,Hhigh,R HPo,4,3722.3956268,813.36842187,64926.300581999996,4535.76404867,1284,700,1984,6519.76404867,13
Mod,H1,Ideal,AK,Hhigh,R HPo,5,3722.3956268,956.65799203,67398.8109608,4679.05361883,1284,700,1984,6663.05361883,13
Mod,H1,Ideal,AK,Hhigh,R R,1,3722.3956268,1142.27165596,71983.736638,4864.6672827600005,1284,250,1534,6398.6672827600005,14
Mod,H1,Ideal,AK,Hhigh,R R,2,3722.3956268,1692.05136659,82466.736638,5414.44699339,1284,250,1534,6948.44699339,14
Mod,H1,Ideal,AK,Hhigh,R R,3,3722.3956268,2379.4360957,94395.136638,6101.8317225,1284,320,1604,7705.8317225,14
Mod,H1,Ideal,AK,Hhigh,R R,4,3722.3956268,3159.4717947,109854.53663799999,6881.8674215,1284,500,1784,8665.8674215,14
Mod,H1,Ideal,AK,Hhigh,R R,5,3722.3956268,3769.5827505,120358.43663800001,7491.9783773,1284,500,1784,9275.9783773,14
Mod,H1,Ideal,AK,Hhigh,R Ro,1,3722.3956268,1190.98017465,72852.736638,4913.37580145,1284,300,1584,6497.37580145,15
Mod,H1,Ideal,AK,Hhigh,R Ro,2,3722.3956268,1739.10247119,83320.336638,5461.49809799,1284,300,1584,7045.49809799,15
Mod,H1,Ideal,AK,Hhigh,R Ro,3,3722.3956268,2456.9152311000003,95811.93663800001,6179.3108579,1284,400,1684,7863.3108579,15
Mod,H1,Ideal,AK,Hhigh,R Ro,4,3722.3956268,3301.5916237,112406.53663799999,7023.9872505,1284,520,1804,8827.9872505,15
Mod,H1,Ideal,AK,Hhigh,R Ro,5,3722.3956268,3910.2294481999998,122899.43663800001,7632.625075,1284,520,1804,9436.625075,15
Mod,H1,Ideal,AK,Hlow,HP HP,1,1455.73097095,359.57224216,17543.3097928,1815.30321311,729.30375,400,1129.30375,2944.60696311,1
Mod,H1,Ideal,AK,Hlow,HP HP,2,1455.73097095,525.53704288,20003.1779552,1981.26801383,729.30375,400,1129.30375,3110.5717638300002,1
Mod,H1,Ideal,AK,Hlow,HP HP,3,1455.73097095,730.15983088,22862.024281799997,2185.89080183,729.30375,500,1229.30375,3415.19455183,1
Mod,H1,Ideal,AK,Hlow,HP HP,4,1455.73097095,960.86713255,26609.219656800004,2416.5981035,729.30375,650,1379.30375,3795.9018535,1
Mod,H1,Ideal,AK,Hlow,HP HP,5,1455.73097095,1121.38611449,29084.993185599997,2577.11708544,729.30375,650,1379.30375,3956.4208354400002,1
Mod,H1,Ideal,AK,Hlow,HP HPo,1,1455.73097095,375.60576102,17773.1476516,1831.33673197,729.30375,450,1179.30375,3010.64048197,2
Mod,H1,Ideal,AK,Hlow,HP HPo,2,1455.73097095,541.02691562,20228.714153999998,1996.75788657,729.30375,450,1179.30375,3176.06163657,2
Mod,H1,Ideal,AK,Hlow,HP HPo,3,1455.73097095,756.5268997300001,23238.4605002,2212.25787068,729.30375,525,1254.30375,3466.56162068,2
Mod,H1,Ideal,AK,Hlow,HP HPo,4,1455.73097095,1009.30977259,27288.982412999998,2465.0407435399998,729.30375,700,1429.30375,3894.34449354,2
Mod,H1,Ideal,AK,Hlow,HP HPo,5,1455.73097095,1168.8965837599999,29761.4927918,2624.62755471,729.30375,700,1429.30375,4053.93130471,2
Mod,H1,Ideal,AK,Hlow,HP R,1,1455.73097095,1424.3001382,34346.418469,2880.03110915,729.30375,250,979.30375,3859.33485915,3
Mod,H1,Ideal,AK,Hlow,HP R,2,1455.73097095,2116.82834238,44829.418469,3572.55931333,729.30375,250,979.30375,4551.86306333,3
Mod,H1,Ideal,AK,Hlow,HP R,3,1455.73097095,2949.0576277,56757.818469000005,4404.78859865,729.30375,320,1049.30375,5454.09234865,3
Mod,H1,Ideal,AK,Hlow,HP R,4,1455.73097095,3858.5893132,72217.218469,5314.32028415,729.30375,500,1229.30375,6543.62403415,3
Mod,H1,Ideal,AK,Hlow,HP R,5,1455.73097095,4529.6598573,82721.11846900001,5985.39082825,729.30375,500,1229.30375,7214.69457825,3
Mod,H1,Ideal,AK,Hlow,HP Ro,1,1455.73097095,1480.45213785,35215.418469,2936.1831088,729.30375,300,1029.30375,3965.4868588,4
