house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),year,Grid_year,P_annual (kWh),Q_annual (kWh),P_avg_peak (kW),kgCO2,kgCO2_kWh_dispatched,sCOP_annual,Q_standing_losses_annual (kWh),unmet_demand_DW (L.K),unmet_demand_DW (min),unmet_demand_SH (L.K),unmet_demand_SH (min),Hyd_Cap_kW_Adj,Hyd_Embodied_HP,Hyd_Embodied_Tank,Hyd_Embodied_FC,Embodied,kgCO2_oper_year,kgCO2_embod_year,P_annual_kWh_year,P_avg_peak_kW_year
Mass,Nom,Real,CH,Hhigh,R,NA,NA,15.5,NA,NA,2030,2030,5534.237893,5534.237893,2.64126311,371.2004218,0.067073449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.058824,371.2004218,50.3529412,5534.237893,2.64126311
Mass,Nom,Real,CH,Hhigh,Rb,NA,NA,7,NA,NA,2030,2030,2073.64123,2073.64123,0.926224786,148.14739,0.071443116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,148.14739,25.17647059,2073.64123,0.926224786
Mass,Nom,Real,CH,Hhigh,Rl,NA,NA,8.5,NA,NA,2030,2030,3460.596662,3460.596662,1.715038324,223.0530318,0.064455079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,223.0530318,25.17647059,3460.596662,1.715038324
Mass,Nom,Real,CH,Hlow,HP,NA,NA,NA,15.5,NA,2030,2030,1576.488279,5534.237893,0.793328417,161.5683272,0.102486222,3.510484642,NA,NA,NA,NA,NA,NA,NA,NA,NA,1966.561829,161.5683272,98.32809145,1576.488279,0.793328417
Mass,Nom,Real,CH,Hlow,HPl,NA,NA,NA,8.5,NA,2030,2030,966.437428,3460.596662,0.514176085,94.26218643,0.097535737,3.58077674,NA,NA,NA,NA,NA,NA,NA,NA,NA,993.2473572,94.26218643,49.66236786,966.437428,0.514176085
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,3,NA,11.2,1000,2030,2030,2829.132069,8183.059867,1.362601672,273.1245543,0.096540051,2.892427666,980.5127216,0,0,0,0,12,1947.529412,1090.909091,1193.75,4232.188503,273.1245543,211.60942515000002,2829.132069,1.362601672
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,4,NA,11.2,1000,2030,2030,2965.121099,8657.915,1.371381372,281.599652,0.094970709,2.919919528,976.0706669,0,0,0,0,12,1947.529412,1090.909091,1193.75,4232.188503,281.599652,211.60942515000002,2965.121099,1.371381372
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,5,NA,11.2,1000,2030,2030,3106.639413,9133.244133,1.46103273,290.8925614,0.093635766,2.939911242,972.95181,0,0,0,0,12,1947.529412,1090.909091,1193.75,4232.188503,290.8925614,211.60942515000002,3106.639413,1.46103273
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,3,NA,14,200,2030,2030,2601.368573,7576.333333,1.20761839,247.5325606,0.095154744,2.912441324,368.1092831,24.96087235,10,-448.2980183,95,14,2129.882353,0,1193.75,3323.632353,247.5325606,166.18161765,2601.368573,1.20761839
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,4,NA,14,200,2030,2030,2740.10931,8054.9,1.187990265,255.2626005,0.093157817,2.939627252,367.348379,40.98188154,20,-281.1634444,86,14,2129.882353,0,1193.75,3323.632353,255.2626005,166.18161765,2740.10931,1.187990265
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,5,NA,14,200,2030,2030,2885.461722,8533.466667,1.3053257,264.1392671,0.091541421,2.957400752,366.4181975,59.8025166,23,-365.5999132,118,14,2129.882353,0,1193.75,3323.632353,264.1392671,166.18161765,2885.461722,1.3053257
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,3,NA,14,500,2030,2030,2696.83415,7841.866667,1.269811895,256.2237594,0.09500909,2.90780457,636.0195278,0,0,0,0,14,2129.882353,409.0909091,1193.75,3732.723262,256.2237594,186.6361631,2696.83415,1.269811895
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,4,NA,14,500,2030,2030,2835.47471,8319.266667,1.255819949,264.2384019,0.093190181,2.933994311,633.9753098,0,0,0,0,14,2129.882353,409.0909091,1193.75,3732.723262,264.2384019,186.6361631,2835.47471,1.255819949
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,5,NA,14,500,2030,2030,2980.880442,8796.2,1.379253968,273.2669761,0.091673243,2.95087313,632.280084,0,0,0,0,14,2129.882353,409.0909091,1193.75,3732.723262,273.2669761,186.6361631,2980.880442,1.379253968
Mass,Nom,Real,CH,Hlow,R,NA,NA,15.5,NA,NA,2030,2030,5534.237893,5534.237893,2.64126311,545.3059888,0.098533167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.058824,545.3059888,50.3529412,5534.237893,2.64126311
Mass,Nom,Real,CH,Hlow,Rb,NA,NA,7,NA,NA,2030,2030,2073.64123,2073.64123,0.926224786,220.3603298,0.106267336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,220.3603298,25.17647059,2073.64123,0.926224786
Mass,Nom,Real,CH,Hlow,Rl,NA,NA,8.5,NA,NA,2030,2030,3460.596662,3460.596662,1.715038324,324.9456589,0.093898738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,324.9456589,25.17647059,3460.596662,1.715038324
Mod,H1,Ideal,AK,Hhigh,HP,NA,NA,NA,7,NA,2030,2030,551.4008395,2262.188029,0.349578428,33.7473295,0.061202898,4.102619849,NA,NA,NA,NA,NA,NA,NA,NA,NA,858.0044118,33.7473295,42.900220589999996,551.4008395,0.349578428
Mod,H1,Ideal,AK,Hhigh,HPl,NA,NA,NA,5,NA,2030,2030,436.7886287,1684.737356,0.295661971,26.46091007,0.060580584,3.857099853,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.8823529,26.46091007,35.294117645,436.7886287,0.295661971
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2030,2030,1456.438727,4806.848133,0.717926571,82.0181588,0.056314184,3.300412194,876.1004334,0,0,0,0,5,1509.882353,1090.909091,1443.75,4044.541444,82.0181588,202.2270722,1456.438727,0.717926571
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2030,2030,1594.271837,5277.732156,0.723847273,88.41133575,0.055455622,3.31043429,867.7591511,0,0,0,0,5,1509.882353,1090.909091,1443.75,4044.541444,88.41133575,202.2270722,1594.271837,0.723847273
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2030,2030,1734.627099,5750.801622,0.789151756,96.01431459,0.055351559,3.315295619,862.5129576,0,0,0,0,5,1509.882353,1090.909091,1443.75,4044.541444,96.01431459,202.2270722,1734.627099,0.789151756
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,2030,2030,1391.705639,4261.758333,0.67412009,78.05516346,0.056085972,3.062255563,326.0503189,437.7886419,96,-1000.041785,176,9,1509.882353,0,1443.75,2953.632353,78.05516346,147.68161765,1391.705639,0.67412009
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2030,2030,1533.330602,4738.466667,0.663045257,84.15095815,0.054881157,3.090309853,324.2111492,1081.668568,166,-646.8441378,130,9,1509.882353,0,1443.75,2953.632353,84.15095815,147.68161765,1533.330602,0.663045257
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,2030,2030,1681.153779,5216.45,0.7749086,91.69123592,0.05454066,3.102898775,323.0321681,1397.734532,220,-1349.636907,278,9,1509.882353,0,1443.75,2953.632353,91.69123592,147.68161765,1681.153779,0.7749086
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,3,NA,6,500,2030,2030,1395.077387,4499.6,0.687509571,78.8541959,0.05652317,3.225340789,565.6551715,0,0,0,0,6,1509.882353,409.0909091,1443.75,3362.723262,78.8541959,168.1361631,1395.077387,0.687509571
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,4,NA,6,500,2030,2030,1528.610345,4973.8,0.696386645,84.82951597,0.055494532,3.253805011,560.516451,0,0,0,0,6,1509.882353,409.0909091,1443.75,3362.723262,84.82951597,168.1361631,1528.610345,0.696386645
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,5,NA,6,500,2030,2030,1668.68006,5449.8,0.767651792,92.09817135,0.055192229,3.265934633,557.8658071,0,0,0,0,6,1509.882353,409.0909091,1443.75,3362.723262,92.09817135,168.1361631,1668.68006,0.767651792
Mod,H1,Ideal,AK,Hhigh,R,NA,NA,8.5,NA,NA,2030,2030,2262.188029,2262.188029,1.464712612,138.2777264,0.061125656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510.588235,138.2777264,75.52941175,2262.188029,1.464712612
Mod,H1,Ideal,AK,Hhigh,Rb,NA,NA,4,NA,NA,2030,2030,577.4506732,577.4506732,0.312567224,36.57521738,0.06333912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.058824,36.57521738,50.3529412,577.4506732,0.312567224
Mod,H1,Ideal,AK,Hhigh,Rl,NA,NA,4.5,NA,NA,2030,2030,1684.737356,1684.737356,1.152145388,101.702509,0.060366982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,101.702509,25.17647059,1684.737356,1.152145388
Mod,H1,Ideal,AK,Hlow,HP,NA,NA,NA,7,NA,2030,2030,551.4008395,2262.188029,0.349578428,65.09497933,0.118053827,4.102619849,NA,NA,NA,NA,NA,NA,NA,NA,NA,858.0044118,65.09497933,42.900220589999996,551.4008395,0.349578428
Mod,H1,Ideal,AK,Hlow,HPl,NA,NA,NA,5,NA,2030,2030,436.7886287,1684.737356,0.295661971,49.56475454,0.113475378,3.857099853,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.8823529,49.56475454,35.294117645,436.7886287,0.295661971
Mod,H1,Ideal,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,2030,2030,1456.438727,4806.848133,0.717926571,136.6835398,0.093847779,3.300412194,876.1004334,0,0,0,0,5,1509.882353,1090.909091,1443.75,4044.541444,136.6835398,202.2270722,1456.438727,0.717926571
Mod,H1,Ideal,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,2030,2030,1594.271837,5277.732156,0.723847273,144.2483493,0.090479143,3.31043429,867.7591511,0,0,0,0,5,1509.882353,1090.909091,1443.75,4044.541444,144.2483493,202.2270722,1594.271837,0.723847273
Mod,H1,Ideal,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,2030,2030,1734.627099,5750.801622,0.789151756,152.9702141,0.088186224,3.315295619,862.5129576,0,0,0,0,5,1509.882353,1090.909091,1443.75,4044.541444,152.9702141,202.2270722,1734.627099,0.789151756
Mod,H1,Ideal,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,2030,2030,1391.705639,4261.758333,0.67412009,134.1678783,0.096405357,3.062255563,326.0503189,437.7886419,96,-1000.041785,176,9,1509.882353,0,1443.75,2953.632353,134.1678783,147.68161765,1391.705639,0.67412009
Mod,H1,Ideal,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,2030,2030,1533.330602,4738.466667,0.663045257,141.7468661,0.092443773,3.090309853,324.2111492,1081.668568,166,-646.8441378,130,9,1509.882353,0,1443.75,2953.632353,141.7468661,147.68161765,1533.330602,0.663045257
Mod,H1,Ideal,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,2030,2030,1681.153779,5216.45,0.7749086,150.7348233,0.089661532,3.102898775,323.0321681,1397.734532,220,-1349.636907,278,9,1509.882353,0,1443.75,2953.632353,150.7348233,147.68161765,1681.153779,0.7749086
Mod,H1,Ideal,AK,Hlow,HYD500,HYD500,3,NA,6,500,2030,2030,1395.077387,4499.6,0.687509571,134.00867,0.096058234,3.225340789,565.6551715,0,0,0,0,6,1509.882353,409.0909091,1443.75,3362.723262,134.00867,168.1361631,1395.077387,0.687509571
Mod,H1,Ideal,AK,Hlow,HYD500,HYD500,4,NA,6,500,2030,2030,1528.610345,4973.8,0.696386645,141.4060081,0.092506248,3.253805011,560.516451,0,0,0,0,6,1509.882353,409.0909091,1443.75,3362.723262,141.4060081,168.1361631,1528.610345,0.696386645
Mod,H1,Ideal,AK,Hlow,HYD500,HYD500,5,NA,6,500,2030,2030,1668.68006,5449.8,0.767651792,150.0696825,0.089933167,3.265934633,557.8658071,0,0,0,0,6,1509.882353,409.0909091,1443.75,3362.723262,150.0696825,168.1361631,1668.68006,0.767651792
Mod,H1,Ideal,AK,Hlow,R,NA,NA,8.5,NA,NA,2030,2030,2262.188029,2262.188029,1.464712612,266.5642405,0.117834697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510.588235,266.5642405,75.52941175,2262.188029,1.464712612
Mod,H1,Ideal,AK,Hlow,Rb,NA,NA,4,NA,NA,2030,2030,577.4506732,577.4506732,0.312567224,76.22538,0.132003275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.058824,76.22538,50.3529412,577.4506732,0.312567224
Mod,H1,Ideal,AK,Hlow,Rl,NA,NA,4.5,NA,NA,2030,2030,1684.737356,1684.737356,1.152145388,190.3388605,0.112978358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,190.3388605,25.17647059,1684.737356,1.152145388
Mod,H1,Ideal,CH,Hhigh,HP,NA,NA,NA,12.5,NA,2030,2030,2439.432565,8463.566682,1.143833885,155.2390546,0.063637363,3.469481717,NA,NA,NA,NA,NA,NA,NA,NA,NA,1467.478715,155.2390546,73.37393575,2439.432565,1.143833885
Mod,H1,Ideal,CH,Hhigh,HPl,NA,NA,NA,8,NA,2030,2030,1310.243366,4986.386754,0.784157093,81.80991726,0.062438719,3.805695099,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.949864,81.80991726,47.297493200000005,1310.243366,0.784157093
Mod,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,3,NA,8.5,1000,2030,2030,4061.001338,11121.0939,1.768666137,247.5444822,0.060956513,2.738510277,989.9083119,0,0,0,0,9,1509.882353,1090.909091,1575,4175.791444,247.5444822,208.7895722,4061.001338,1.768666137
Mod,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,4,NA,8.5,1000,2030,2030,4217.796239,11595.67694,1.776136857,255.2441437,0.060515997,2.749226441,985.0078229,0,0,0,0,9,1509.882353,1090.909091,1575,4175.791444,255.2441437,208.7895722,4217.796239,1.776136857
Mod,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,5,NA,8.5,1000,2030,2030,4379.267842,12070.98013,1.855932278,264.3942904,0.060374085,2.756392293,981.8424491,0,0,0,0,9,1509.882353,1090.909091,1575,4175.791444,264.3942904,208.7895722,4379.267842,1.855932278
Mod,H1,Ideal,CH,Hhigh,HYD200,HYD200,3,NA,11.2,200,2030,2030,3652.650685,10507.7824,1.593251017,227.8519758,0.062379898,2.87675535,370.4514429,204.9184242,50,-1325.407998,209,12,1947.529412,0,1575,3522.529412,227.8519758,176.1264706,3652.650685,1.593251017
Mod,H1,Ideal,CH,Hhigh,HYD200,HYD200,4,NA,11.2,200,2030,2030,3787.207701,10985.8006,1.586979834,234.0048436,0.061788226,2.900765278,369.4872277,608.2674389,105,-1340.868739,236,12,1947.529412,0,1575,3522.529412,234.0048436,176.1264706,3787.207701,1.586979834
Mod,H1,Ideal,CH,Hhigh,HYD200,HYD200,5,NA,11.2,200,2030,2030,3927.594697,11464.46567,1.674189087,241.3527201,0.061450516,2.918953342,368.6298561,535.730126,100,-1791.957391,328,12,1947.529412,0,1575,3522.529412,241.3527201,176.1264706,3927.594697,1.674189087
Mod,H1,Ideal,CH,Hhigh,HYD500,HYD500,3,NA,8.5,500,2030,2030,3937.640372,10775.98706,1.680217406,239.7800252,0.060894343,2.736661057,641.1009504,0,0,0,0,9,1509.882353,409.0909091,1575,3493.973262,239.7800252,174.6986631,3937.640372,1.680217406
Mod,H1,Ideal,CH,Hhigh,HYD500,HYD500,4,NA,8.5,500,2030,2030,4094.096434,11252.83442,1.690510959,246.9663386,0.06032255,2.748551383,638.5486694,0,0,0,0,9,1509.882353,409.0909091,1575,3493.973262,246.9663386,174.6986631,4094.096434,1.690510959
Mod,H1,Ideal,CH,Hhigh,HYD500,HYD500,5,NA,8.5,500,2030,2030,4255.337402,11729.82797,1.768318287,255.4142098,0.060022082,2.756497748,636.7432464,0,0,0,0,9,1509.882353,409.0909091,1575,3493.973262,255.4142098,174.6986631,4255.337402,1.768318287
Mod,H1,Ideal,CH,Hhigh,R,NA,NA,12.5,NA,NA,2030,2030,8463.566682,8463.566682,3.898873357,522.0970531,0.061687593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510.588235,522.0970531,75.52941175,8463.566682,3.898873357
Mod,H1,Ideal,CH,Hhigh,Rb,NA,NA,4.5,NA,NA,2030,2030,3477.179928,3477.179928,1.025843728,219.9739002,0.063262156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.058824,219.9739002,50.3529412,3477.179928,1.025843728
Mod,H1,Ideal,CH,Hhigh,Rl,NA,NA,8,NA,NA,2030,2030,4986.386754,4986.386754,2.873029629,302.1231529,0.060589595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,302.1231529,25.17647059,4986.386754,2.873029629
Mod,H1,Ideal,CH,Hlow,HP,NA,NA,NA,12.5,NA,2030,2030,2439.432565,8463.566682,1.143833885,264.0286146,0.108233619,3.469481717,NA,NA,NA,NA,NA,NA,NA,NA,NA,1467.478715,264.0286146,73.37393575,2439.432565,1.143833885
Mod,H1,Ideal,CH,Hlow,HPl,NA,NA,NA,8,NA,2030,2030,1310.243366,4986.386754,0.784157093,132.0376254,0.100773359,3.805695099,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.949864,132.0376254,47.297493200000005,1310.243366,0.784157093
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,3,NA,8.5,1000,2030,2030,4061.001338,11121.0939,1.768666137,403.7050728,0.099410229,2.738510277,989.9083119,0,0,0,0,9,1509.882353,1090.909091,1575,4175.791444,403.7050728,208.7895722,4061.001338,1.768666137
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,4,NA,8.5,1000,2030,2030,4217.796239,11595.67694,1.776136857,412.9030249,0.097895441,2.749226441,985.0078229,0,0,0,0,9,1509.882353,1090.909091,1575,4175.791444,412.9030249,208.7895722,4217.796239,1.776136857
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,5,NA,8.5,1000,2030,2030,4379.267842,12070.98013,1.855932278,423.1206932,0.096619049,2.756392293,981.8424491,0,0,0,0,9,1509.882353,1090.909091,1575,4175.791444,423.1206932,208.7895722,4379.267842,1.855932278
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,3,NA,11.2,200,2030,2030,3652.650685,10507.7824,1.593251017,378.008702,0.103488873,2.87675535,370.4514429,204.9184242,50,-1325.407998,209,12,1947.529412,0,1575,3522.529412,378.008702,176.1264706,3652.650685,1.593251017
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,4,NA,11.2,200,2030,2030,3787.207701,10985.8006,1.586979834,385.8920157,0.101893544,2.900765278,369.4872277,608.2674389,105,-1340.868739,236,12,1947.529412,0,1575,3522.529412,385.8920157,176.1264706,3787.207701,1.586979834
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,5,NA,11.2,200,2030,2030,3927.594697,11464.46567,1.674189087,394.5078403,0.10044515,2.918953342,368.6298561,535.730126,100,-1791.957391,328,12,1947.529412,0,1575,3522.529412,394.5078403,176.1264706,3927.594697,1.674189087
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,3,NA,8.5,500,2030,2030,3937.640372,10775.98706,1.680217406,393.3075068,0.09988406,2.736661057,641.1009504,0,0,0,0,9,1509.882353,409.0909091,1575,3493.973262,393.3075068,174.6986631,3937.640372,1.680217406
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,4,NA,8.5,500,2030,2030,4094.096434,11252.83442,1.690510959,402.1588691,0.098228968,2.748551383,638.5486694,0,0,0,0,9,1509.882353,409.0909091,1575,3493.973262,402.1588691,174.6986631,4094.096434,1.690510959
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,5,NA,8.5,500,2030,2030,4255.337402,11729.82797,1.768318287,411.8258005,0.096778648,2.756497748,636.7432464,0,0,0,0,9,1509.882353,409.0909091,1575,3493.973262,411.8258005,174.6986631,4255.337402,1.768318287
Mod,H1,Ideal,CH,Hlow,R,NA,NA,12.5,NA,NA,2030,2030,8463.566682,8463.566682,3.898873357,888.6219388,0.10499379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510.588235,888.6219388,75.52941175,8463.566682,3.898873357
Mod,H1,Ideal,CH,Hlow,Rb,NA,NA,4.5,NA,NA,2030,2030,3477.179928,3477.179928,1.025843728,397.7631238,0.114392448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.058824,397.7631238,50.3529412,3477.179928,1.025843728
Mod,H1,Ideal,CH,Hlow,Rl,NA,NA,8,NA,NA,2030,2030,4986.386754,4986.386754,2.873029629,490.858815,0.09843978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,490.858815,25.17647059,4986.386754,2.873029629
Mod,H1,Real,AK,Hhigh,HP,NA,NA,NA,7,NA,2030,2030,529.7986599,2185.267241,0.355340181,32.7283116,0.061774999,4.124712662,NA,NA,NA,NA,NA,NA,NA,NA,NA,858.0044118,32.7283116,42.900220589999996,529.7986599,0.355340181
Mod,H1,Real,AK,Hhigh,HPl,NA,NA,NA,5,NA,2030,2030,437.3440963,1686.918049,0.296205409,26.49372987,0.060578684,3.857187197,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.8823529,26.49372987,35.294117645,437.3440963,0.296205409
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2030,2030,1430.150196,4729.227522,0.738138237,80.9164762,0.056579006,3.306804794,875.4210304,0,0,0,0,5,1509.882353,1090.909091,1443.75,4044.541444,80.9164762,202.2270722,1430.150196,0.738138237
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2030,2030,1567.889348,5200.141611,0.754152068,87.30267302,0.055681655,3.316650895,867.0387606,0,0,0,0,5,1509.882353,1090.909091,1443.75,4044.541444,87.30267302,202.2270722,1567.889348,0.754152068
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2030,2030,1708.214851,5673.294856,0.818617204,94.87162307,0.055538461,3.321183428,861.8587026,0,0,0,0,5,1509.882353,1090.909091,1443.75,4044.541444,94.87162307,202.2270722,1708.214851,0.818617204
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,2030,2030,1363.973004,4184.266667,0.699500896,76.99077273,0.056445965,3.067704898,325.4811098,439.6259402,96,-945.2269676,165,9,1509.882353,0,1443.75,2953.632353,76.99077273,147.68161765,1363.973004,0.699500896
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2030,2030,1505.570612,4660.975,0.693555466,83.07744546,0.055180039,3.095819594,323.6992585,1092.49449,169,-626.990467,117,9,1509.882353,0,1443.75,2953.632353,83.07744546,147.68161765,1505.570612,0.693555466
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,2030,2030,1653.385015,5138.958333,0.80409797,90.61911247,0.054808234,3.10814377,322.4677313,1412.98472,223,-1228.428619,254,9,1509.882353,0,1443.75,2953.632353,90.61911247,147.68161765,1653.385015,0.80409797
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,3,NA,6,500,2030,2030,1368.845111,4422.2,0.711181673,77.8832433,0.056897046,3.230606562,565.1044901,0,0,0,0,6,1509.882353,409.0909091,1443.75,3362.723262,77.8832433,168.1361631,1368.845111,0.711181673
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,4,NA,6,500,2030,2030,1502.297468,4896.3,0.721209046,83.87493616,0.055831111,3.25920805,559.9876762,0,0,0,0,6,1509.882353,409.0909091,1443.75,3362.723262,83.87493616,168.1361631,1502.297468,0.721209046
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,5,NA,6,500,2030,2030,1642.342648,5372.4,0.790271947,91.1534551,0.055502093,3.271180961,557.3520999,0,0,0,0,6,1509.882353,409.0909091,1443.75,3362.723262,91.1534551,168.1361631,1642.342648,0.790271947
Mod,H1,Real,AK,Hhigh,R,NA,NA,8.5,NA,NA,2030,2030,2185.267241,2185.267241,1.491085333,134.7132934,0.061646141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510.588235,134.7132934,75.52941175,2185.267241,1.491085333
Mod,H1,Real,AK,Hhigh,Rb,NA,NA,4,NA,NA,2030,2030,498.3491919,498.3491919,0.33671559,32.88254073,0.065982932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.058824,32.88254073,50.3529412,498.3491919,0.33671559
Mod,H1,Real,AK,Hhigh,Rl,NA,NA,4.5,NA,NA,2030,2030,1686.918049,1686.918049,1.154369743,101.8307527,0.060364967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,101.8307527,25.17647059,1686.918049,1.154369743
Mod,H1,Real,AK,Hlow,HP,NA,NA,NA,7,NA,2030,2030,529.7986599,2185.267241,0.355340181,62.31837244,0.11762652,4.124712662,NA,NA,NA,NA,NA,NA,NA,NA,NA,858.0044118,62.31837244,42.900220589999996,529.7986599,0.355340181
Mod,H1,Real,AK,Hlow,HPl,NA,NA,NA,5,NA,2030,2030,437.3440963,1686.918049,0.296205409,49.63989387,0.113503062,3.857187197,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.8823529,49.63989387,35.294117645,437.3440963,0.296205409
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,2030,2030,1430.150196,4729.227522,0.738138237,133.3098654,0.093213892,3.306804794,875.4210304,0,0,0,0,5,1509.882353,1090.909091,1443.75,4044.541444,133.3098654,202.2270722,1430.150196,0.738138237
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,2030,2030,1567.889348,5200.141611,0.754152068,140.84904,0.089833533,3.316650895,867.0387606,0,0,0,0,5,1509.882353,1090.909091,1443.75,4044.541444,140.84904,202.2270722,1567.889348,0.754152068
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,2030,2030,1708.214851,5673.294856,0.818617204,149.558811,0.087552693,3.321183428,861.8587026,0,0,0,0,5,1509.882353,1090.909091,1443.75,4044.541444,149.558811,202.2270722,1708.214851,0.818617204
Mod,H1,Real,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,2030,2030,1363.973004,4184.266667,0.699500896,130.8037621,0.095899084,3.067704898,325.4811098,439.6259402,96,-945.2269676,165,9,1509.882353,0,1443.75,2953.632353,130.8037621,147.68161765,1363.973004,0.699500896
Mod,H1,Real,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,2030,2030,1505.570612,4660.975,0.693555466,138.4009484,0.09192591,3.095819594,323.6992585,1092.49449,169,-626.990467,117,9,1509.882353,0,1443.75,2953.632353,138.4009484,147.68161765,1505.570612,0.693555466
Mod,H1,Real,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,2030,2030,1653.385015,5138.958333,0.80409797,147.3670679,0.089130521,3.10814377,322.4677313,1412.98472,223,-1228.428619,254,9,1509.882353,0,1443.75,2953.632353,147.3670679,147.68161765,1653.385015,0.80409797
Mod,H1,Real,AK,Hlow,HYD500,HYD500,3,NA,6,500,2030,2030,1368.845111,4422.2,0.711181673,130.8332467,0.095579292,3.230606562,565.1044901,0,0,0,0,6,1509.882353,409.0909091,1443.75,3362.723262,130.8332467,168.1361631,1368.845111,0.711181673
