house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),year,Grid_year,P_annual (kWh),Q_annual (kWh),P_avg_peak (kW),kgCO2,kgCO2_kWh_dispatched,sCOP_annual,Q_standing_losses_annual (kWh),unmet_demand_DW (L.K),unmet_demand_DW (min),unmet_demand_SH (L.K),unmet_demand_SH (min),Hyd_Cap_kW_Adj,Hyd_Embodied_HP,Hyd_Embodied_Tank,Hyd_Embodied_FC,Embodied,kgCO2_oper_year,kgCO2_embod_year,P_annual_kWh_year,P_avg_peak_kW_year
NA,NA,NA,AK,Hlow,NA,HPo,4,NA,NA,360,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.627202526,41.17647059,689.007452,0.159907075
NA,NA,NA,AK,Hlow,NA,HPo,5,NA,NA,360,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.89837504,41.17647059,801.3942874,0.184070403
NA,NA,NA,CH,Hhigh,NA,HP,1,NA,NA,135,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.896622436,23.529411765,267.2904942,0.068005247
NA,NA,NA,CH,Hhigh,NA,HP,2,NA,NA,135,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.429771628,23.529411765,385.4294017,0.100237013
NA,NA,NA,CH,Hhigh,NA,HP,3,NA,NA,180,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.606266334,29.411764705000003,525.1599994,0.129604819
NA,NA,NA,CH,Hhigh,NA,HP,4,NA,NA,300,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.46632613,38.23529412,711.5567066,0.151548151
NA,NA,NA,CH,Hhigh,NA,HP,5,NA,NA,300,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.62222715,38.23529412,829.4871239,0.195235593
NA,NA,NA,CH,Hhigh,NA,HPo,1,NA,NA,162,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.526144224000001,26.470588235,279.4707838,0.065616576
NA,NA,NA,CH,Hhigh,NA,HPo,2,NA,NA,162,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.056083118,26.470588235,397.3706803,0.105360375
NA,NA,NA,CH,Hhigh,NA,HPo,3,NA,NA,216,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.653250948,30.882352939999997,545.1663988,0.135741021
NA,NA,NA,CH,Hhigh,NA,HPo,4,NA,NA,360,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.365747979999995,41.17647059,747.5442541,0.160874261
NA,NA,NA,CH,Hhigh,NA,HPo,5,NA,NA,360,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.516946378,41.17647059,865.3280661,0.199542521
NA,NA,NA,CH,Hlow,NA,HP,1,NA,NA,135,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.168687488,23.529411765,267.2904942,0.068005247
NA,NA,NA,CH,Hlow,NA,HP,2,NA,NA,135,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.27472643,23.529411765,385.4294017,0.100237013
NA,NA,NA,CH,Hlow,NA,HP,3,NA,NA,180,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.132238476,29.411764705000003,525.1599994,0.129604819
NA,NA,NA,CH,Hlow,NA,HP,4,NA,NA,300,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.697306686,38.23529412,711.5567066,0.151548151
NA,NA,NA,CH,Hlow,NA,HP,5,NA,NA,300,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.255917352000004,38.23529412,829.4871239,0.195235593
NA,NA,NA,CH,Hlow,NA,HPo,1,NA,NA,162,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.924619026,26.470588235,279.4707838,0.065616576
NA,NA,NA,CH,Hlow,NA,HPo,2,NA,NA,162,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.026835096,26.470588235,397.3706803,0.105360375
NA,NA,NA,CH,Hlow,NA,HPo,3,NA,NA,216,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.41871098,30.882352939999997,545.1663988,0.135741021
NA,NA,NA,CH,Hlow,NA,HPo,4,NA,NA,360,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.012779234,41.17647059,747.5442541,0.160874261
NA,NA,NA,CH,Hlow,NA,HPo,5,NA,NA,360,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.58352989,41.17647059,865.3280661,0.199542521
NA,NA,NA,NA,Hhigh,NA,R,1,NA,NA,135,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.617950016,14.705882355,1009.8,0.226666667
NA,NA,NA,NA,Hhigh,NA,R,2,NA,NA,135,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.53394907799999,14.705882355,1486.3,0.365
NA,NA,NA,NA,Hhigh,NA,R,3,NA,NA,180,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.57157542,18.82352941,2028.5,0.476666667
NA,NA,NA,NA,Hhigh,NA,R,4,NA,NA,300,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.55220168,29.411764705000003,2731.2,0.556666667
NA,NA,NA,NA,Hhigh,NA,R,5,NA,NA,300,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.25885096000002,29.411764705000003,3208.65,0.7
NA,NA,NA,NA,Hhigh,NA,Ro,1,NA,NA,162,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.706134754,17.647058825,1049.3,0.22
NA,NA,NA,NA,Hhigh,NA,Ro,2,NA,NA,162,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.400335626,17.647058825,1525.1,0.373333333
NA,NA,NA,NA,Hhigh,NA,Ro,3,NA,NA,216,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.771291108,23.529411765,2092.9,0.496666667
NA,NA,NA,NA,Hhigh,NA,Ro,4,NA,NA,360,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.219912,30.588235294999997,2847.2,0.585
NA,NA,NA,NA,Hhigh,NA,Ro,5,NA,NA,360,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.07871914,30.588235294999997,3324.15,0.725
NA,NA,NA,NA,Hlow,NA,R,1,NA,NA,135,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.759518742,14.705882355,1009.8,0.226666667
NA,NA,NA,NA,Hlow,NA,R,2,NA,NA,135,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.539951958,14.705882355,1486.3,0.365
NA,NA,NA,NA,Hlow,NA,R,3,NA,NA,180,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.53892744,18.82352941,2028.5,0.476666667
NA,NA,NA,NA,Hlow,NA,R,4,NA,NA,300,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.75322796,29.411764705000003,2731.2,0.556666667
NA,NA,NA,NA,Hlow,NA,R,5,NA,NA,300,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.90648362,29.411764705000003,3208.65,0.7
NA,NA,NA,NA,Hlow,NA,Ro,1,NA,NA,162,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.073433334,17.647058825,1049.3,0.22
NA,NA,NA,NA,Hlow,NA,Ro,2,NA,NA,162,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.76550832,17.647058825,1525.1,0.373333333
NA,NA,NA,NA,Hlow,NA,Ro,3,NA,NA,216,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.26378194,23.529411765,2092.9,0.496666667
NA,NA,NA,NA,Hlow,NA,Ro,4,NA,NA,360,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.56040280000002,30.588235294999997,2847.2,0.585
NA,NA,NA,NA,Hlow,NA,Ro,5,NA,NA,360,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.67445512,30.588235294999997,3324.15,0.725
Mass,H1,Ideal,AK,Hhigh,HP,NA,NA,NA,6.5,NA,2035,2035,135.9549919,538.93399,0.081109541,9.814135184,0.072186648,3.964061799,NA,NA,NA,NA,NA,NA,NA,NA,NA,817.1470588,9.814135184,40.85735294,135.9549919,0.081109541
Mass,H1,Ideal,AK,Hhigh,HPl,NA,NA,NA,5,NA,2035,2035,120.4487222,452.5368934,0.075788727,8.530678401,0.07082415,3.757091691,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.8823529,8.530678401,35.294117645,120.4487222,0.075788727
Mass,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2035,2035,927.2784078,3069.426833,0.329344791,51.34179379,0.055368262,3.310145915,861.6763056,0,0,0,0,5,1509.882353,1090.909091,987.5,3588.291444,51.34179379,179.4145722,927.2784078,0.329344791
Mass,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2035,2035,1065.388025,3539.510667,0.351349079,57.8722719,0.05432037,3.322273749,852.3934213,0,0,0,0,5,1509.882353,1090.909091,987.5,3588.291444,57.8722719,179.4145722,1065.388025,0.351349079
Mass,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2035,2035,1205.195896,4011.135156,0.39891997,65.31517642,0.054194656,3.328201803,845.8121611,0,0,0,0,5,1509.882353,1090.909091,987.5,3588.291444,65.31517642,179.4145722,1205.195896,0.39891997
Mass,H1,Ideal,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,2035,2035,808.8276841,2532.575,0.295180738,44.92172829,0.055539306,3.131167553,320.2230568,627.4657308,129,-534.5544531,89,9,1509.882353,0,987.5,2497.382353,44.92172829,124.86911764999999,808.8276841,0.295180738
Mass,H1,Ideal,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2035,2035,950.2083311,3008.858333,0.280927035,51.39051025,0.054083414,3.166524892,318.0177894,1234.536231,182,-458.616441,97,9,1509.882353,0,987.5,2497.382353,51.39051025,124.86911764999999,950.2083311,0.280927035
Mass,H1,Ideal,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,2035,2035,1097.857386,3486.416667,0.389912816,59.0214607,0.05376059,3.175655336,316.8333357,1877.035864,264,-597.7100088,121,9,1509.882353,0,987.5,2497.382353,59.0214607,124.86911764999999,1097.857386,0.389912816
Mass,H1,Ideal,AK,Hhigh,HYD500,HYD500,3,NA,5,500,2035,2035,834.599931,2765.215656,0.30342222,46.25566523,0.055422561,3.313222962,554.375552,0,0,0,0,5,1509.882353,409.0909091,987.5,2906.473262,46.25566523,145.3236631,834.599931,0.30342222
Mass,H1,Ideal,AK,Hhigh,HYD500,HYD500,4,NA,5,500,2035,2035,973.4480636,3239.093111,0.315921189,52.62126281,0.054056569,3.327443171,548.8548898,0,0,0,0,5,1509.882353,409.0909091,987.5,2906.473262,52.62126281,145.3236631,973.4480636,0.315921189
Mass,H1,Ideal,AK,Hhigh,HYD500,HYD500,5,NA,5,500,2035,2035,1114.049257,3714.364622,0.366784007,59.92276576,0.053788255,3.334111665,545.5916777,0,0,0,0,5,1509.882353,409.0909091,987.5,2906.473262,59.92276576,145.3236631,1114.049257,0.366784007
Mass,H1,Ideal,AK,Hhigh,R,NA,NA,7,NA,NA,2035,2035,538.93399,538.93399,0.329935168,38.79417432,0.071983165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.058824,38.79417432,50.3529412,538.93399,0.329935168
Mass,H1,Ideal,AK,Hhigh,Rb,NA,NA,2,NA,NA,2035,2035,86.39709665,86.39709665,0.03777853,6.842207499,0.079194878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,6.842207499,25.17647059,86.39709665,0.03777853
Mass,H1,Ideal,AK,Hhigh,Rl,NA,NA,5,NA,NA,2035,2035,452.5368934,452.5368934,0.292156638,31.95196682,0.070606325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,31.95196682,25.17647059,452.5368934,0.292156638
Mass,H1,Ideal,AK,Hlow,HP,NA,NA,NA,6.5,NA,2035,2035,135.9549919,538.93399,0.081109541,12.70976294,0.093485077,3.964061799,NA,NA,NA,NA,NA,NA,NA,NA,NA,817.1470588,12.70976294,40.85735294,135.9549919,0.081109541
Mass,H1,Ideal,AK,Hlow,HPl,NA,NA,NA,5,NA,2035,2035,120.4487222,452.5368934,0.075788727,11.07012657,0.091907381,3.757091691,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.8823529,11.07012657,35.294117645,120.4487222,0.075788727
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,2035,2035,927.2784078,3069.426833,0.329344791,62.67264468,0.067587732,3.310145915,861.6763056,0,0,0,0,5,1509.882353,1090.909091,987.5,3588.291444,62.67264468,179.4145722,927.2784078,0.329344791
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,2035,2035,1065.388025,3539.510667,0.351349079,69.86606143,0.065578043,3.322273749,852.3934213,0,0,0,0,5,1509.882353,1090.909091,987.5,3588.291444,69.86606143,179.4145722,1065.388025,0.351349079
Mass,H1,Ideal,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,2035,2035,1205.195896,4011.135156,0.39891997,77.69035809,0.064462847,3.328201803,845.8121611,0,0,0,0,5,1509.882353,1090.909091,987.5,3588.291444,77.69035809,179.4145722,1205.195896,0.39891997
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,2035,2035,808.8276841,2532.575,0.295180738,56.16631785,0.069441636,3.131167553,320.2230568,627.4657308,129,-534.5544531,89,9,1509.882353,0,987.5,2497.382353,56.16631785,124.86911764999999,808.8276841,0.295180738
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,2035,2035,950.2083311,3008.858333,0.280927035,63.45523645,0.066780340999999993,3.166524892,318.0177894,1234.536231,182,-458.616441,97,9,1509.882353,0,987.5,2497.382353,63.45523645,124.86911764999999,950.2083311,0.280927035
Mass,H1,Ideal,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,2035,2035,1097.857386,3486.416667,0.389912816,71.74864589,0.065353339,3.175655336,316.8333357,1877.035864,264,-597.7100088,121,9,1509.882353,0,987.5,2497.382353,71.74864589,124.86911764999999,1097.857386,0.389912816
Mass,H1,Ideal,AK,Hlow,HYD500,HYD500,3,NA,5,500,2035,2035,834.599931,2765.215656,0.30342222,56.73478727,0.067978423,3.313222962,554.375552,0,0,0,0,5,1509.882353,409.0909091,987.5,2906.473262,56.73478727,145.3236631,834.599931,0.30342222
Mass,H1,Ideal,AK,Hlow,HYD500,HYD500,4,NA,5,500,2035,2035,973.4480636,3239.093111,0.315921189,63.84473252,0.065586172,3.327443171,548.8548898,0,0,0,0,5,1509.882353,409.0909091,987.5,2906.473262,63.84473252,145.3236631,973.4480636,0.315921189
Mass,H1,Ideal,AK,Hlow,HYD500,HYD500,5,NA,5,500,2035,2035,1114.049257,3714.364622,0.366784007,71.57589012,0.064248407,3.334111665,545.5916777,0,0,0,0,5,1509.882353,409.0909091,987.5,2906.473262,71.57589012,145.3236631,1114.049257,0.366784007
Mass,H1,Ideal,AK,Hlow,R,NA,NA,7,NA,NA,2035,2035,538.93399,538.93399,0.329935168,50.30955214,0.093350119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.058824,50.30955214,50.3529412,538.93399,0.329935168
Mass,H1,Ideal,AK,Hlow,Rb,NA,NA,2,NA,NA,2035,2035,86.39709665,86.39709665,0.03777853,8.778131838,0.101602162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,8.778131838,25.17647059,86.39709665,0.03777853
Mass,H1,Ideal,AK,Hlow,Rl,NA,NA,5,NA,NA,2035,2035,452.5368934,452.5368934,0.292156638,41.5314203,0.091774662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,41.5314203,25.17647059,452.5368934,0.292156638
Mass,H1,Ideal,CH,Hhigh,HP,NA,NA,NA,8.5,NA,2035,2035,584.3428324,1918.650708,0.342511423,42.94958033,0.073500654,3.283433289,NA,NA,NA,NA,NA,NA,NA,NA,NA,993.2473572,42.94958033,49.66236786,584.3428324,0.342511423
Mass,H1,Ideal,CH,Hhigh,HPl,NA,NA,NA,5,NA,2035,2035,379.1447511,1250.165598,0.261959279,26.64638508,0.070280243,3.297330623,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.8823529,26.64638508,35.294117645,379.1447511,0.261959279
Mass,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2035,2035,1617.23657,4561.500326,0.697556615,102.1599861,0.063169476,2.820552299,974.1031087,0,0,0,0,5,1509.882353,1090.909091,987.5,3588.291444,102.1599861,179.4145722,1617.23657,0.697556615
Mass,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2035,2035,1767.19275,5033.442435,0.710415841,109.6854892,0.062067643,2.848270194,966.6977832,0,0,0,0,5,1509.882353,1090.909091,987.5,3588.291444,109.6854892,179.4145722,1767.19275,0.710415841
Mass,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2035,2035,1917.284448,5506.922867,0.792243282,117.814836,0.061448804,2.872251362,961.993413,0,0,0,0,5,1509.882353,1090.909091,987.5,3588.291444,117.814836,179.4145722,1917.284448,0.792243282
Mass,H1,Ideal,CH,Hhigh,HYD200,HYD200,3,NA,11.2,200,2035,2035,1360.516799,3957.188267,0.600385231,87.66665677,0.064436291,2.908591993,364.7832936,218.4092203,65,-447.7885427,101,12,1947.529412,0,987.5,2935.029412,87.66665677,146.7514706,1360.516799,0.600385231
Mass,H1,Ideal,CH,Hhigh,HYD200,HYD200,4,NA,11.2,200,2035,2035,1494.577434,4434.5396,0.590015962,94.22276268,0.063043079,2.96708588,363.1925188,625.3513507,106,-375.0605196,110,12,1947.529412,0,987.5,2935.029412,94.22276268,146.7514706,1494.577434,0.590015962
Mass,H1,Ideal,CH,Hhigh,HYD200,HYD200,5,NA,11.2,200,2035,2035,1634.927354,4913.0388,0.71302909,101.5854329,0.062134523999999997,3.005050217,362.2269962,673.9339137,129,-783.1027703,194,12,1947.529412,0,987.5,2935.029412,101.5854329,146.7514706,1634.927354,0.71302909
Mass,H1,Ideal,CH,Hhigh,HYD500,HYD500,3,NA,6,500,2035,2035,1448.517069,4220.4,0.612637494,90.50252035,0.06247943,2.913600461,629.9121468,0,0,0,0,6,1509.882353,409.0909091,987.5,2906.473262,90.50252035,145.3236631,1448.517069,0.612637494
Mass,H1,Ideal,CH,Hhigh,HYD500,HYD500,4,NA,6,500,2035,2035,1596.211128,4695.6,0.633763169,97.63912146,0.061169303,2.941716117,625.7135286,0,0,0,0,6,1509.882353,409.0909091,987.5,2906.473262,97.63912146,145.3236631,1596.211128,0.633763169
Mass,H1,Ideal,CH,Hhigh,HYD500,HYD500,5,NA,6,500,2035,2035,1749.359944,5171.8,0.712748045,105.661082,0.060399852,2.956395576,623.3202958,0,0,0,0,6,1509.882353,409.0909091,987.5,2906.473262,105.661082,145.3236631,1749.359944,0.712748045
Mass,H1,Ideal,CH,Hhigh,R,NA,NA,8.5,NA,NA,2035,2035,1918.650708,1918.650708,1.111468888,137.8603343,0.071852752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.058824,137.8603343,50.3529412,1918.650708,1.111468888
Mass,H1,Ideal,CH,Hhigh,Rb,NA,NA,3.5,NA,NA,2035,2035,668.4851098,668.4851098,0.280849937,52.0938741,0.077928249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,52.0938741,25.17647059,668.4851098,0.280849937
Mass,H1,Ideal,CH,Hhigh,Rl,NA,NA,5,NA,NA,2035,2035,1250.165598,1250.165598,0.830618951,85.76646016,0.06860408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,85.76646016,25.17647059,1250.165598,0.830618951
Mass,H1,Ideal,CH,Hlow,HP,NA,NA,NA,8.5,NA,2035,2035,584.3428324,1918.650708,0.342511423,54.64919774,0.093522492,3.283433289,NA,NA,NA,NA,NA,NA,NA,NA,NA,993.2473572,54.64919774,49.66236786,584.3428324,0.342511423
Mass,H1,Ideal,CH,Hlow,HPl,NA,NA,NA,5,NA,2035,2035,379.1447511,1250.165598,0.261959279,33.42733265,0.088165094,3.297330623,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.8823529,33.42733265,35.294117645,379.1447511,0.261959279
Mass,H1,Ideal,CH,Hlow,HYD1000,HYD1000,3,NA,5,1000,2035,2035,1617.23657,4561.500326,0.697556615,126.7075561,0.078348189,2.820552299,974.1031087,0,0,0,0,5,1509.882353,1090.909091,987.5,3588.291444,126.7075561,179.4145722,1617.23657,0.697556615
Mass,H1,Ideal,CH,Hlow,HYD1000,HYD1000,4,NA,5,1000,2035,2035,1767.19275,5033.442435,0.710415841,135.2622104,0.076540723,2.848270194,966.6977832,0,0,0,0,5,1509.882353,1090.909091,987.5,3588.291444,135.2622104,179.4145722,1767.19275,0.710415841
Mass,H1,Ideal,CH,Hlow,HYD1000,HYD1000,5,NA,5,1000,2035,2035,1917.284448,5506.922867,0.792243282,143.6357589,0.074916249,2.872251362,961.993413,0,0,0,0,5,1509.882353,1090.909091,987.5,3588.291444,143.6357589,179.4145722,1917.284448,0.792243282
Mass,H1,Ideal,CH,Hlow,HYD200,HYD200,3,NA,11.2,200,2035,2035,1360.516799,3957.188267,0.600385231,110.229806,0.08102054,2.908591993,364.7832936,218.4092203,65,-447.7885427,101,12,1947.529412,0,987.5,2935.029412,110.229806,146.7514706,1360.516799,0.600385231
Mass,H1,Ideal,CH,Hlow,HYD200,HYD200,4,NA,11.2,200,2035,2035,1494.577434,4434.5396,0.590015962,117.6882975,0.078743526,2.96708588,363.1925188,625.3513507,106,-375.0605196,110,12,1947.529412,0,987.5,2935.029412,117.6882975,146.7514706,1494.577434,0.590015962
Mass,H1,Ideal,CH,Hlow,HYD200,HYD200,5,NA,11.2,200,2035,2035,1634.927354,4913.0388,0.71302909,125.5530868,0.076794291,3.005050217,362.2269962,673.9339137,129,-783.1027703,194,12,1947.529412,0,987.5,2935.029412,125.5530868,146.7514706,1634.927354,0.71302909
Mass,H1,Ideal,CH,Hlow,HYD500,HYD500,3,NA,6,500,2035,2035,1448.517069,4220.4,0.612637494,112.8115445,0.077880715,2.913600461,629.9121468,0,0,0,0,6,1509.882353,409.0909091,987.5,2906.473262,112.8115445,145.3236631,1448.517069,0.612637494
Mass,H1,Ideal,CH,Hlow,HYD500,HYD500,4,NA,6,500,2035,2035,1596.211128,4695.6,0.633763169,120.9338217,0.075763049,2.941716117,625.7135286,0,0,0,0,6,1509.882353,409.0909091,987.5,2906.473262,120.9338217,145.3236631,1596.211128,0.633763169
Mass,H1,Ideal,CH,Hlow,HYD500,HYD500,5,NA,6,500,2035,2035,1749.359944,5171.8,0.712748045,129.3246077,0.073926814,2.956395576,623.3202958,0,0,0,0,6,1509.882353,409.0909091,987.5,2906.473262,129.3246077,145.3236631,1749.359944,0.712748045
Mass,H1,Ideal,CH,Hlow,R,NA,NA,8.5,NA,NA,2035,2035,1918.650708,1918.650708,1.111468888,176.1097106,0.091788312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.058824,176.1097106,50.3529412,1918.650708,1.111468888
Mass,H1,Ideal,CH,Hlow,Rb,NA,NA,3.5,NA,NA,2035,2035,668.4851098,668.4851098,0.280849937,67.8203542,0.101453799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,67.8203542,25.17647059,668.4851098,0.280849937
Mass,H1,Ideal,CH,Hlow,Rl,NA,NA,5,NA,NA,2035,2035,1250.165598,1250.165598,0.830618951,108.2893564,0.08662001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.5294118,108.2893564,25.17647059,1250.165598,0.830618951
Mass,H1,Real,AK,Hhigh,HP,NA,NA,NA,6.5,NA,2035,2035,133.3106768,530.2778946,0.081080262,9.604754512,0.072047901,3.977760125,NA,NA,NA,NA,NA,NA,NA,NA,NA,817.1470588,9.604754512,40.85735294,133.3106768,0.081080262
Mass,H1,Real,AK,Hhigh,HPl,NA,NA,NA,5,NA,2035,2035,120.2443884,451.7643111,0.075756903,8.516012046,0.070822532,3.757051095,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.8823529,8.516012046,35.294117645,120.2443884,0.075756903
Mass,H1,Real,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2035,2035,923.9190575,3060.524044,0.331938342,51.04023554,0.055243189,3.312545639,861.4321648,0,0,0,0,5,1509.882353,1090.909091,987.5,3588.291444,51.04023554,179.4145722,923.9190575,0.331938342
Mass,H1,Real,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2035,2035,1061.843401,3530.518789,0.351269389,57.55029791,0.05419848,3.324895917,852.1081541,0,0,0,0,5,1509.882353,1090.909091,987.5,3588.291444,57.55029791,179.4145722,1061.843401,0.351269389
Mass,H1,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2035,2035,1201.665453,4002.205489,0.397158379,65.01609979,0.054104992,3.330548848,845.5635167,0,0,0,0,5,1509.882353,1090.909091,987.5,3588.291444,65.01609979,179.4145722,1201.665453,0.397158379
Mass,H1,Real,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,2035,2035,805.5686842,2523.65,0.293729553,44.71062834,0.055501944,3.13275584,320.0831018,654.3796786,128,-556.6827523,90,9,1509.882353,0,987.5,2497.382353,44.71062834,124.86911764999999,805.5686842,0.293729553
Mass,H1,Real,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2035,2035,946.9901214,3000.075,0.280849993,51.18288608,0.054047962,3.168010872,317.8883457,1237.930762,184,-468.9995059,98,9,1509.882353,0,987.5,2497.382353,51.18288608,124.86911764999999,946.9901214,0.280849993
