Hshld_code,Loc_code,Occ_code,SH_code,DW_code,Grid_code,Tank_Volume (L),HP_cap (kW),P_annual (kWh),Q_annual (kWh),sCOP_annual,Q_standing_losses_annual (kWh),P_avg_peak (kW),kgCO2,kgCO2_kWh_dispatched,unmet_demand_DW (L.K),unmet_demand_DW (min),unmet_demand_SH (L.K),unmet_demand_SH (min),CS_code
Mod-H1-Ideal,CH,,Rb,,2024-Hlow,,,3477.179928,3477.179928,,,1.025843728,535.8494846,0.154104618,,,,,C0
Mod-H1-Ideal,CH,,Rb,,2025-Hhigh,,,3477.179928,3477.179928,,,1.025843728,250.6596104,0.072087041,,,,,C0
Mod-H1-Ideal,CH,,Rb,,2025-Hlow,,,3477.179928,3477.179928,,,1.025843728,448.9180249,0.129104054,,,,,C0
Mod-H1-Ideal,CH,,Rb,,2030-Hhigh,,,3477.179928,3477.179928,,,1.025843728,240.8407583,0.069263243,,,,,C0
Mod-H1-Ideal,CH,,Rb,,2030-Hlow,,,3477.179928,3477.179928,,,1.025843728,418.7105796,0.120416714,,,,,C0
Mod-H1-Ideal,CH,,Rb,,2035-Hhigh,,,3477.179928,3477.179928,,,1.025843728,262.7032643,0.075550667,,,,,C0
Mod-H1-Ideal,CH,,Rb,,2035-Hlow,,,3477.179928,3477.179928,,,1.025843728,388.6328025,0.111766665,,,,,C0
Mod-H1-Ideal,CH,,Rb,,2040-Hhigh,,,3477.179928,3477.179928,,,1.025843728,271.668754,0.078129047,,,,,C0
Mod-H1-Ideal,CH,,Rb,,2040-Hlow,,,3477.179928,3477.179928,,,1.025843728,387.3453168,0.111396397,,,,,C0
Mod-H1-Ideal,CH,,Rb,,2045-Hhigh,,,3477.179928,3477.179928,,,1.025843728,305.5101957,0.087861486,,,,,C0
Mod-H1-Ideal,CH,,Rb,,2045-Hlow,,,3477.179928,3477.179928,,,1.025843728,412.5163117,0.118635308,,,,,C0
Mod-H1-Ideal,CH,,R,,2024-Hhigh,,,8463.566682,8463.566682,,,3.898873357,752.3364858,0.088891187,,,,,C0
Mod-H1-Ideal,CH,,R,,2024-Hlow,,,8463.566682,8463.566682,,,3.898873357,1210.871629,0.143068717,,,,,C0
Mod-H1-Ideal,CH,,R,,2025-Hhigh,,,8463.566682,8463.566682,,,3.898873357,597.1426913,0.070554497,,,,,C0
Mod-H1-Ideal,CH,,R,,2025-Hlow,,,8463.566682,8463.566682,,,3.898873357,999.4332686,0.118086536,,,,,C0
Mod-H1-Ideal,CH,,R,,2030-Hhigh,,,8463.566682,8463.566682,,,3.898873357,574.1650569,0.067839609,,,,,C0
Mod-H1-Ideal,CH,,R,,2030-Hlow,,,8463.566682,8463.566682,,,3.898873357,933.7801959,0.110329396,,,,,C0
Mod-H1-Ideal,CH,,R,,2035-Hhigh,,,8463.566682,8463.566682,,,3.898873357,609.5745075,0.07202336,,,,,C0
Mod-H1-Ideal,CH,,R,,2035-Hlow,,,8463.566682,8463.566682,,,3.898873357,860.7268187,0.101697884,,,,,C0
Mod-H1-Ideal,CH,,R,,2040-Hhigh,,,8463.566682,8463.566682,,,3.898873357,630.9076442,0.074543944,,,,,C0
Mod-H1-Ideal,CH,,R,,2040-Hlow,,,8463.566682,8463.566682,,,3.898873357,860.9559542,0.101724957,,,,,C0
Mod-H1-Ideal,CH,,R,,2045-Hhigh,,,8463.566682,8463.566682,,,3.898873357,712.7950236,0.084219225,,,,,C0
Mod-H1-Ideal,CH,,R,,2045-Hlow,,,8463.566682,8463.566682,,,3.898873357,930.9740441,0.109997839,,,,,C0
Mod-Nom-Real,CH,,Rl,,2024-Hhigh,,,5901.745137,5901.745137,,,3.305952908,527.7814197,0.089428026,,,,,C0
Mod-Nom-Real,CH,,Rl,,2024-Hlow,,,5901.745137,5901.745137,,,3.305952908,793.2339852,0.134406683,,,,,C0
Mod-Nom-Real,CH,,Rl,,2025-Hhigh,,,5901.745137,5901.745137,,,3.305952908,419.7725619,0.071126854,,,,,C0
Mod-Nom-Real,CH,,Rl,,2025-Hlow,,,5901.745137,5901.745137,,,3.305952908,646.597292,0.109560355,,,,,C0
Mod-Nom-Real,CH,,Rl,,2030-Hhigh,,,5901.745137,5901.745137,,,3.305952908,403.7654033,0.068414578,,,,,C0
Mod-Nom-Real,CH,,Rl,,2030-Hlow,,,5901.745137,5901.745137,,,3.305952908,605.8440798,0.102655073,,,,,C0
Mod-Nom-Real,CH,,Rl,,2035-Hhigh,,,5901.745137,5901.745137,,,3.305952908,418.1213573,0.070847071,,,,,C0
Mod-Nom-Real,CH,,Rl,,2035-Hlow,,,5901.745137,5901.745137,,,3.305952908,556.6170732,0.09431398,,,,,C0
Mod-Nom-Real,CH,,Rl,,2040-Hhigh,,,5901.745137,5901.745137,,,3.305952908,431.5462391,0.073121802,,,,,C0
Mod-Nom-Real,CH,,Rl,,2040-Hlow,,,5901.745137,5901.745137,,,3.305952908,557.9290138,0.094536277,,,,,C0
Mod-Nom-Real,CH,,Rl,,2045-Hhigh,,,5901.745137,5901.745137,,,3.305952908,488.4591465,0.082765205,,,,,C0
Mod-Nom-Real,CH,,Rl,,2045-Hlow,,,5901.745137,5901.745137,,,3.305952908,611.5193034,0.103616691,,,,,C0
Mod-Nom-Real,CH,,Rb,,2024-Hhigh,,,3023.420564,3023.420564,,,1.455411681,287.2659558,0.095013562,,,,,C0
Mod-Nom-Real,CH,,Rb,,2024-Hlow,,,3023.420564,3023.420564,,,1.455411681,445.8567106,0.147467645,,,,,C0
Mod-Nom-Real,CH,,Rb,,2025-Hhigh,,,3023.420564,3023.420564,,,1.455411681,233.7032737,0.07729764,,,,,C0
Mod-Nom-Real,CH,,Rb,,2025-Hlow,,,3023.420564,3023.420564,,,1.455411681,372.2132575,0.123109984,,,,,C0
Mod-Nom-Real,CH,,Rb,,2030-Hhigh,,,3023.420564,3023.420564,,,1.455411681,229.7988439,0.076006245,,,,,C0
Mod-Nom-Real,CH,,Rb,,2030-Hlow,,,3023.420564,3023.420564,,,1.455411681,353.7429654,0.117000913,,,,,C0
Mod-Nom-Real,CH,,Rb,,2035-Hhigh,,,3023.420564,3023.420564,,,1.455411681,239.6649295,0.079269465,,,,,C0
Mod-Nom-Real,CH,,Rb,,2035-Hlow,,,3023.420564,3023.420564,,,1.455411681,316.7445018,0.104763626,,,,,C0
Mod-Nom-Real,CH,,Rb,,2040-Hhigh,,,3023.420564,3023.420564,,,1.455411681,252.0470953,0.083364881,,,,,C0
Mod-Nom-Real,CH,,Rb,,2040-Hlow,,,3023.420564,3023.420564,,,1.455411681,326.6391553,0.108036295,,,,,C0
Mod-Nom-Real,CH,,Rb,,2045-Hhigh,,,3023.420564,3023.420564,,,1.455411681,286.1327267,0.094638745,,,,,C0
Mod-Nom-Real,CH,,Rb,,2045-Hlow,,,3023.420564,3023.420564,,,1.455411681,359.6913148,0.118968336,,,,,C0
Mod-Nom-Real,CH,,R,,2024-Hhigh,,,8925.165701,8925.165701,,,4.761364589,815.0473754,0.091320139,,,,,C0
Mod-Nom-Real,CH,,R,,2024-Hlow,,,8925.165701,8925.165701,,,4.761364589,1239.090696,0.138831114,,,,,C0
Mod-Nom-Real,CH,,R,,2025-Hhigh,,,8925.165701,8925.165701,,,4.761364589,653.4758356,0.073217222,,,,,C0
Mod-Nom-Real,CH,,R,,2025-Hlow,,,8925.165701,8925.165701,,,4.761364589,1018.81055,0.114150323,,,,,C0
Mod-Nom-Real,CH,,R,,2030-Hhigh,,,8925.165701,8925.165701,,,4.761364589,633.5642472,0.070986273,,,,,C0
Mod-Nom-Real,CH,,R,,2030-Hlow,,,8925.165701,8925.165701,,,4.761364589,959.5870452,0.10751476,,,,,C0
Mod-Nom-Real,CH,,R,,2035-Hhigh,,,8925.165701,8925.165701,,,4.761364589,657.7862868,0.073700176,,,,,C0
Mod-Nom-Real,CH,,R,,2035-Hlow,,,8925.165701,8925.165701,,,4.761364589,873.3615751,0.097853822,,,,,C0
Mod-Nom-Real,CH,,R,,2040-Hhigh,,,8925.165701,8925.165701,,,4.761364589,683.5933343,0.076591669,,,,,C0
Mod-Nom-Real,CH,,R,,2040-Hlow,,,8925.165701,8925.165701,,,4.761364589,884.5681691,0.099109439,,,,,C0
Mod-Nom-Real,CH,,R,,2045-Hhigh,,,8925.165701,8925.165701,,,4.761364589,774.5918732,0.086787394,,,,,C0
