Hshld_code,Loc_code,Occ_code,SH_code,DW_code,Grid_code,Tank_Volume (L),HP_cap (kW),P_annual (kWh),Q_annual (kWh),sCOP_annual,Q_standing_losses_annual (kWh),P_avg_peak (kW),kgCO2,kgCO2_kWh_dispatched,unmet_demand_DW (L.K),unmet_demand_DW (min),unmet_demand_SH (L.K),unmet_demand_SH (min),CS_code
Mod-H1-Real,AK,4.0,HYD200,HYD200,2035-Hhigh,200.0,8.5,1600.7671757824512,4689.308333333333,3.098614487875522,349.87910160052445,0.0596434133230077,92.82405437642798,0.0579872299861819,85.94723398060609,6.0,-11203.803419826809,716.0,Cpeak
Mod-Nom-Ideal,CH,4.0,HYD200,HYD200,2035-Hhigh,200.0,14.0,5118.447765185955,13480.833333333332,2.8795974271821847,403.0109762443989,0.1810354721757316,330.67440134797545,0.064604430194075,0.0,0.0,-47859.95056270338,1651.0,Cpeak
Mod-H1-Ideal,CH,4.0,HYD200,HYD200,2035-Hhigh,200.0,11.2,4131.264210340775,11012.965066666668,2.903710420510217,395.2317595840549,0.1559549342622235,267.015763681347,0.0646329428684305,28.504303612137377,4.0,-42966.41343888509,1857.0,Cpeak
Mod-Nom-Real,CH,4.0,HYD200,HYD200,2035-Hhigh,200.0,14.0,4256.383029236724,11477.433333333332,2.943402265498443,398.0123782768534,0.1904545835772732,274.7186355316145,0.0645427428980418,0.0,0.0,-54815.86051384166,1697.0,Cpeak
Mod-H1-Real,CH,4.0,HYD200,HYD200,2035-Hhigh,200.0,11.2,3620.3416691141497,9911.030266666668,2.9800817370742423,392.2872172712614,0.1659937740780578,233.39292869785027,0.0644671000775897,32.81374545049535,4.0,-51302.31023368604,1943.0,Cpeak
Mass-Nom-Ideal,AK,4.0,HYD200,HYD200,2035-Hhigh,200.0,11.2,1453.0167239553298,4958.166666666666,3.6593136137446622,352.1030761817951,0.0437160354946966,87.40781242478987,0.060156095235334,36.23293588548268,4.0,-7767.301599552397,471.0,Cpeak
Mass-H1-Ideal,AK,4.0,HYD200,HYD200,2035-Hhigh,200.0,8.5,980.1715674853408,3038.6083333333336,3.169792715715341,345.56981893064966,0.0131974067277822,53.08721520238318,0.0541611458273371,79.31229947816445,6.0,-1844.4637680719609,287.0,Cpeak
Mass-Nom-Real,AK,4.0,HYD200,HYD200,2035-Hhigh,200.0,11.2,1343.5791484626593,4658.833333333333,3.70508070477984,350.6255351842354,0.0458413828737017,80.41853081284405,0.0598539586632168,35.54430543581215,5.0,-9517.174735893908,501.0,Cpeak
Mass-H1-Real,AK,4.0,HYD200,HYD200,2035-Hhigh,200.0,8.5,976.5543807502956,3029.825,3.171451677217465,345.38981564297,0.0131927210596281,52.85354334928325,0.0541224783699965,83.27784492145894,7.0,-1815.75270971521,283.0,Cpeak
Mass-Nom-Ideal,CH,4.0,HYD200,HYD200,2035-Hhigh,200.0,14.0,3505.842452204643,9313.733333333334,2.878545415913301,402.7182863988709,0.0944992470215117,224.5150703038354,0.0640402623234394,0.0,0.0,-19236.20476679964,875.0,Cpeak
Mass-H1-Ideal,CH,4.0,HYD200,HYD200,2035-Hhigh,200.0,11.2,1577.4522727785366,4463.534,2.9742889499429634,390.6864191769461,0.044458755515742,99.6472599567301,0.0631697463538536,37.69224773380805,5.0,-6158.011035271547,531.0,Cpeak
Mass-Nom-Real,CH,4.0,HYD200,HYD200,2035-Hhigh,200.0,14.0,2967.332054158658,8086.633333333333,2.944917572647783,398.1537479591003,0.1056505244125007,188.71249802597967,0.063596690421452,0.0,0.0,-25461.686982622126,938.0,Cpeak
Mass-H1-Real,CH,4.0,HYD200,HYD200,2035-Hhigh,200.0,11.2,1513.2417567402165,4341.774733333333,3.012352206122568,389.5638248262809,0.0480108072747325,95.13747729795205,0.0628699788875074,36.496496756198994,5.0,-8450.254375527347,592.0,Cpeak
Mod-Nom-Ideal,AK,5.0,HYD200,HYD200,2035-Hhigh,200.0,11.2,1868.2371880135236,6373.833333333334,3.678732361845432,352.4333376021515,0.0728927193530367,111.68247825567938,0.0597796034530445,2353.985442625987,14.0,-14213.71894663894,940.0,Cpeak
Mod-H1-Ideal,AK,5.0,HYD200,HYD200,2035-Hhigh,200.0,8.5,1778.963758320862,5243.366666666666,3.105383748512601,349.6493811904082,0.0585885044937941,102.08373470092953,0.0573838192169158,1826.6475565195103,16.0,-11087.739108423186,889.0,Cpeak
Mod-Nom-Real,AK,5.0,HYD200,HYD200,2035-Hhigh,200.0,11.2,1753.8418375314,6056.5,3.7137096662189975,350.8242719145893,0.074788800602692,105.05197956152192,0.0598982059347989,2353.2437154383247,14.0,-16368.56466108802,950.0,Cpeak
Mod-H1-Real,AK,5.0,HYD200,HYD200,2035-Hhigh,200.0,8.5,1748.0661110625003,5165.733333333334,3.110659361745421,348.9390515522809,0.0596434133230077,100.3761033897123,0.057421228381747,1820.2496323648209,16.0,-12727.971596279362,903.0,Cpeak
Mod-Nom-Ideal,CH,5.0,HYD200,HYD200,2035-Hhigh,200.0,14.0,5262.584525069406,13954.733333333332,2.891791499916577,402.27055068628914,0.1810354721757316,338.1030040389327,0.064246569803926,4270.169249653814,13.0,-47321.53405822412,1664.0,Cpeak
Mod-H1-Ideal,CH,5.0,HYD200,HYD200,2035-Hhigh,200.0,11.2,4270.388201219188,11486.7954,2.9214767723858994,394.5205008717492,0.1559549342622235,274.1963171167557,0.0642087567211039,4217.055078246901,19.0,-43121.502331100775,1922.0,Cpeak
Mod-Nom-Real,CH,5.0,HYD200,HYD200,2035-Hhigh,200.0,14.0,4400.498363779118,11950.633333333331,2.955523125640576,396.8665755486097,0.1904545835772732,282.1969855206064,0.0641284150548479,4345.707871862191,13.0,-54784.813619805456,1720.0,Cpeak
Mod-H1-Real,CH,5.0,HYD200,HYD200,2035-Hhigh,200.0,11.2,3759.340512168933,10384.692933333332,2.997235828418337,391.3647545867119,0.1659937740780578,240.55429769169533,0.063988430128376,4219.853099566016,19.0,-50769.89972708626,1993.0,Cpeak
Mass-Nom-Ideal,AK,5.0,HYD200,HYD200,2035-Hhigh,200.0,11.2,1572.8003132144604,5434.5,3.685086239936211,351.3520548494205,0.0437160354946966,93.56177013246035,0.0594873801501479,1979.4355930483723,14.0,-8649.5673094182,610.0,Cpeak
Mass-H1-Ideal,AK,5.0,HYD200,HYD200,2035-Hhigh,200.0,8.5,1127.5965310494955,3515.458333333333,3.178421184422507,344.7750902036002,0.0131974067277822,60.6603174780427,0.0537961192746699,1604.2156444845134,16.0,-2224.696692280869,316.0,Cpeak
Mass-Nom-Real,AK,5.0,HYD200,HYD200,2035-Hhigh,200.0,11.2,1463.5280620169692,5135.333333333333,3.72837123547153,349.8497862030517,0.0458413828737017,86.59285104532074,0.0591671955548172,1936.9343348433408,14.0,-11036.013424285553,647.0,Cpeak
Mass-H1-Real,AK,5.0,HYD200,HYD200,2035-Hhigh,200.0,8.5,1124.070651398393,3506.675,3.179620692169306,344.60732944219603,0.0131927210596281,60.43188905270253,0.0537616465455464,1570.878412132844,15.0,-2194.129894445541,303.0,Cpeak
Mass-Nom-Ideal,CH,5.0,HYD200,HYD200,2035-Hhigh,200.0,14.0,3651.11770196784,9790.2,2.895785268446383,402.0897825837564,0.0944992470215117,232.0011858711054,0.0635425107621329,2083.04739549188,10.0,-19341.816144592514,900.0,Cpeak
Mass-H1-Ideal,CH,5.0,HYD200,HYD200,2035-Hhigh,200.0,11.2,1717.170709487921,4940.5332,3.011740347923805,389.9802267093437,0.044458755515742,106.93474612690969,0.0622738004649513,1539.114033496673,12.0,-7290.845227597457,651.0,Cpeak
Mass-Nom-Real,CH,5.0,HYD200,HYD200,2035-Hhigh,200.0,14.0,3112.273127306805,8562.4,2.9618420917351207,396.9423214994028,0.1056505244125007,196.26953148690637,0.0630630807318467,2177.321214018129,11.0,-25866.534926243105,988.0,Cpeak
Mass-H1-Real,CH,5.0,HYD200,HYD200,2035-Hhigh,200.0,11.2,1652.6007150679402,4818.441,3.048329066842084,388.6777090977511,0.0480108072747325,102.41045654743198,0.0619692679627224,1560.4923656266403,12.0,-10035.634933905454,712.0,Cpeak
Mod-Nom-Ideal,AK,3.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,1994.7784823286515,5629.549999999999,3.0280104465044526,567.4675238664005,0.0728927193530367,121.9632408920852,0.0611412454929374,0.0,0.0,-2866.561778037766,465.0,Cpeak
Mod-H1-Ideal,AK,3.0,HYD500,HYD500,2035-Hhigh,500.0,6.0,1485.2743946305784,4499.2,3.2257257976380225,565.2006125516043,0.0585885044937941,88.47397795744429,0.0595674296125261,0.0,0.0,-2137.038810109584,361.0,Cpeak
Mod-Nom-Real,AK,3.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,1869.5983389098917,5312.641666666667,3.041695112621783,566.2301460634238,0.074788800602692,114.79979247540808,0.0614034523278109,0.0,0.0,-3651.437376882568,490.0,Cpeak
Mod-H1-Real,AK,3.0,HYD500,HYD500,2035-Hhigh,500.0,6.0,1455.8579429085248,4421.7,3.2311804414709013,564.6396750692346,0.0596434133230077,86.88585180810702,0.0596801715657269,0.0,0.0,-2609.820756992388,390.0,Cpeak
Mod-Nom-Ideal,CH,3.0,HYD500,HYD500,2035-Hhigh,500.0,14.0,5062.84226548923,13237.933333333332,2.861702821350581,643.2515024060766,0.1810354721757316,330.41721131847174,0.0652631849842043,0.0,0.0,-13820.01969073298,1061.0,Cpeak
Mod-H1-Ideal,CH,3.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,4274.888527871664,10774.855458271828,2.737273562812404,639.958467221288,0.1559549342622235,272.9357887535348,0.0638462937627571,0.0,0.0,-11808.508120539764,1141.0,Cpeak
Mod-Nom-Real,CH,3.0,HYD500,HYD500,2035-Hhigh,500.0,14.0,4201.484670071164,11236.166666666666,2.9226767701112024,639.9589145487865,0.1904545835772732,274.7521438810178,0.0653940607800347,0.0,0.0,-16817.339894272376,1108.0,Cpeak
Mod-H1-Real,CH,3.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,3785.071920852359,9672.914134629827,2.771221049681304,637.0871161794983,0.1659937740780578,241.17809546150505,0.0637182332343091,0.0,0.0,-15385.297950332655,1266.0,Cpeak
Mass-Nom-Ideal,AK,3.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,1644.4914085499634,4686.05,3.030258679151783,562.6246030753715,0.0437160354946966,100.58509876634542,0.061164867291728,0.0,0.0,-1637.7507753243156,301.0,Cpeak
Mass-H1-Ideal,AK,3.0,HYD500,HYD500,2035-Hhigh,500.0,5.0,855.9948478598665,2765.0146444424536,3.3136270641574237,554.1665909333783,0.0131974067277822,47.75620284546869,0.0557902923888705,0.0,0.0,-80.91344064846935,102.0,Cpeak
Mass-Nom-Real,AK,3.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,1525.6668789945047,4386.708333333333,3.04737226856966,561.1194471288356,0.0458413828737017,93.11751362590792,0.0610339746559073,0.0,0.0,-2391.450583292993,338.0,Cpeak
Mass-H1-Real,AK,3.0,HYD500,HYD500,2035-Hhigh,500.0,5.0,852.6025736146366,2756.204066664733,3.315170057017565,554.014168412739,0.0131927210596281,47.50740490607566,0.0557204568415345,0.0,0.0,-71.25010812509484,98.0,Cpeak
Mass-Nom-Ideal,CH,3.0,HYD500,HYD500,2035-Hhigh,500.0,14.0,3455.018080848085,9067.566666666666,2.8471876758087045,639.0495982847137,0.0944992470215117,224.42960048702412,0.0649575762659784,0.0,0.0,-5012.58443768876,515.0,Cpeak
Mass-H1-Ideal,CH,3.0,HYD500,HYD500,2035-Hhigh,500.0,6.0,1524.734491052469,4220.0,2.91438786193081,629.5145403154231,0.044458755515742,95.90921977318509,0.0629022432010326,0.0,0.0,-1091.118608575077,281.0,Cpeak
Mass-Nom-Real,CH,3.0,HYD500,HYD500,2035-Hhigh,500.0,14.0,2916.625487654468,7841.166666666666,2.909247488277208,635.3111187441021,0.1056505244125007,188.8725426435362,0.0647572146108571,0.0,0.0,-7563.488183758495,584.0,Cpeak
Mass-H1-Real,CH,3.0,HYD500,HYD500,2035-Hhigh,500.0,6.0,1469.5452802304876,4098.1,2.9321837955350314,628.2993633433055,0.0480108072747325,92.0979634477618,0.062671062053506,0.0,0.0,-1900.290135719136,343.0,Cpeak
Mod-Nom-Ideal,AK,4.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,2136.093083215074,6104.275,3.0514163712138767,562.9311701434409,0.0728927193530367,128.60422661431778,0.0602053476156353,0.0,0.0,-3035.922953521136,476.0,Cpeak
Mod-H1-Ideal,AK,4.0,HYD500,HYD500,2035-Hhigh,500.0,6.0,1618.7306679923192,4973.400000000001,3.254325079271085,560.0951228002036,0.0585885044937941,94.76948482952504,0.0585455546765329,0.0,0.0,-2553.4696188390653,394.0,Cpeak
Mod-Nom-Real,AK,4.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,2010.8814262081612,5787.366666666666,3.065523278216103,561.6888356613522,0.074788800602692,121.43826055058906,0.0603905625502645,0.0,0.0,-3987.4809653932257,515.0,Cpeak
Mod-H1-Real,AK,4.0,HYD500,HYD500,2035-Hhigh,500.0,6.0,1589.3316477203152,4895.9,3.259758760010292,559.5372202837269,0.0596434133230077,93.16603134035267,0.0586196288697748,0.0,0.0,-3193.230529273052,425.0,Cpeak
Mod-Nom-Ideal,CH,4.0,HYD500,HYD500,2035-Hhigh,500.0,14.0,5201.565732759042,13715.333333333332,2.878580286600656,641.3119005449732,0.1810354721757316,337.1737480651804,0.0648215874581161,0.0,0.0,-14028.89766810834,1052.0,Cpeak
Mod-H1-Ideal,CH,4.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,4431.430477189392,11251.70166938297,2.7490862667070983,637.4302249290376,0.1559549342622235,280.4324789345738,0.0632826082634238,0.0,0.0,-12263.93130939234,1116.0,Cpeak
Mod-Nom-Real,CH,4.0,HYD500,HYD500,2035-Hhigh,500.0,14.0,4339.968160376003,11713.333333333334,2.9408602714884258,637.8771265397675,0.1904545835772732,281.40790441748953,0.064841006666074,0.0,0.0,-16916.12628886268,1099.0,Cpeak
Mod-H1-Real,CH,4.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,3941.481963839725,10149.77265000022,2.783124785402968,634.4687690103555,0.1659937740780578,248.66254523948564,0.0630885914284998,0.0,0.0,-16199.622654401055,1236.0,Cpeak
Mass-Nom-Ideal,AK,4.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,1786.0351702438722,5161.2,3.057650150722026,558.582226567304,0.0437160354946966,107.34494047380132,0.0601023665503429,0.0,0.0,-1755.8102081985212,297.0,Cpeak
Mass-H1-Ideal,AK,4.0,HYD500,HYD500,2035-Hhigh,500.0,5.0,994.8023539956064,3238.832355553039,3.3278695233026867,548.6501756414182,0.0131974067277822,54.098472529006806,0.0543811263732149,0.0,0.0,-264.6854488748227,164.0,Cpeak
Mass-Nom-Real,AK,4.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,1667.2547020065444,4862.0,3.0750878170207714,557.0435300902307,0.0458413828737017,99.8880508764084,0.0599116924103995,0.0,0.0,-2633.704337157295,343.0,Cpeak
Mass-H1-Real,AK,4.0,HYD500,HYD500,2035-Hhigh,500.0,5.0,991.3111162409504,3230.0089888864272,3.3295629186275004,548.4664964940947,0.0131927210596281,53.8447290714704,0.0543166803935877,0.0,0.0,-262.7310796477014,161.0,Cpeak
Mass-Nom-Ideal,CH,4.0,HYD500,HYD500,2035-Hhigh,500.0,14.0,3594.235860557292,9545.2,2.8716326508244663,637.2599786539337,0.0944992470215117,231.18593267222107,0.0643213026749934,0.0,0.0,-4981.316103561469,498.0,Cpeak
Mass-H1-Ideal,CH,4.0,HYD500,HYD500,2035-Hhigh,500.0,6.0,1672.4485415400156,4695.2,2.9424030864805792,625.3171672269912,0.044458755515742,103.03542208412752,0.0616075290359911,0.0,0.0,-1339.656037250505,297.0,Cpeak
Mass-Nom-Real,CH,4.0,HYD500,HYD500,2035-Hhigh,500.0,14.0,3055.5193063800143,8318.566666666668,2.935118917859599,633.3273524920706,0.1056505244125007,195.62828946626047,0.0640245633721845,0.0,0.0,-7537.3249010087,583.0,Cpeak
Mass-H1-Real,CH,4.0,HYD500,HYD500,2035-Hhigh,500.0,6.0,1617.1734797048557,4573.2,2.9595106595272216,624.0665930348136,0.0480108072747325,99.19100076858648,0.0613360298158546,0.0,0.0,-2333.7191675156623,380.0,Cpeak
Mod-Nom-Ideal,AK,5.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,2283.809788283105,6581.125,3.0635683855461564,560.9361776181822,0.0728927193530367,136.3725182136233,0.0597127304179494,78.80414552636012,4.0,-3823.224898349628,540.0,Cpeak
Mod-H1-Ideal,AK,5.0,HYD500,HYD500,2035-Hhigh,500.0,6.0,1758.7484465613345,5449.299999999999,3.266455454892041,557.4306288311619,0.0585885044937941,102.11159562736104,0.0580592385608114,60.907453280933815,4.0,-3033.8442154835398,452.0,Cpeak
Mod-Nom-Real,AK,5.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,2158.5134210237275,6264.075,3.0773821686837164,559.6472628380205,0.074788800602692,129.1921394164325,0.0598523679112266,78.57096985829946,4.0,-4799.9539109967545,577.0,Cpeak
Mod-H1-Real,AK,5.0,HYD500,HYD500,2035-Hhigh,500.0,6.0,1729.2972492915976,5371.900000000001,3.27178511107677,556.8860618279771,0.0596434133230077,100.50121020195144,0.0581167929591754,61.43477240274399,4.0,-3638.693909717761,476.0,Cpeak
Mod-Nom-Ideal,CH,5.0,HYD500,HYD500,2035-Hhigh,500.0,14.0,5346.752624970127,14192.966666666667,2.89073987700903,639.9256632967499,0.1810354721757316,344.8141105851942,0.0644903803805811,260.62803465024297,6.0,-14757.50582928833,1089.0,Cpeak
Mod-H1-Ideal,CH,5.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,4592.630966012972,11728.384250679272,2.756967751276881,635.5888307076035,0.1559549342622235,288.9166025851836,0.0629087346062125,271.52593676952927,9.0,-13442.66579274497,1220.0,Cpeak
Mod-Nom-Real,CH,5.0,HYD500,HYD500,2035-Hhigh,500.0,14.0,4484.713415019744,12190.966666666664,2.9534478333348466,636.3719679792293,0.1904545835772732,289.07897055285434,0.0644587387868978,252.92211589684987,6.0,-18350.08490847235,1154.0,Cpeak
Mod-H1-Real,CH,5.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,4102.51498295968,10626.32901737677,2.7905780137530747,632.5295415394913,0.1659937740780578,257.1145164204878,0.0626724137482607,271.1792117951065,9.0,-17754.723052345675,1322.0,Cpeak
Mass-Nom-Ideal,AK,5.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,1933.9104343392512,5638.049999999999,3.0711040471505857,556.6022011191593,0.0437160354946966,115.10073413048046,0.0595170965969819,41.50270852479247,4.0,-2376.114642235921,356.0,Cpeak
Mass-H1-Ideal,AK,5.0,HYD500,HYD500,2035-Hhigh,500.0,5.0,1135.4030510526104,3714.10054444008,3.33448391724654,545.3829219084865,0.0131974067277822,61.424553272581214,0.0540993378656466,57.29049608056774,5.0,-271.95755810200507,151.0,Cpeak
Mass-Nom-Real,AK,5.0,HYD500,HYD500,2035-Hhigh,500.0,8.5,1815.0439623886227,5338.708333333334,3.087953573706679,554.9873563770633,0.0458413828737017,107.61103701783917,0.0592883914923038,50.19676855396053,4.0,-3297.4775860165064,398.0,Cpeak
Mass-H1-Real,AK,5.0,HYD500,HYD500,2035-Hhigh,500.0,5.0,1131.8677250818566,3705.274433328987,3.3361116318994064,545.2116363182673,0.0131927210596281,61.17501164615599,0.0540478452477579,56.244216077040434,5.0,-263.0385361253767,148.0,Cpeak
Mass-Nom-Ideal,CH,5.0,HYD500,HYD500,2035-Hhigh,500.0,14.0,3739.445608394321,10022.133333333331,2.888911780081204,635.7012489158984,0.0944992470215117,238.89130160016967,0.0638841493145148,68.04588925540392,4.0,-5510.937001964472,570.0,Cpeak
Mass-H1-Ideal,CH,5.0,HYD500,HYD500,2035-Hhigh,500.0,6.0,1825.648709017629,5171.299999999999,2.956882653951107,622.9206023179303,0.044458755515742,111.08585925813682,0.0608473353660198,37.71545012267834,4.0,-1802.8039197037945,359.0,Cpeak
Mass-Nom-Real,CH,5.0,HYD500,HYD500,2035-Hhigh,500.0,14.0,3200.7965291119867,8795.5,2.952077684874601,631.645440161704,0.1056505244125007,203.3828829503297,0.0635413345086184,66.43728414178243,4.0,-8469.869474529685,655.0,Cpeak
Mass-H1-Real,CH,5.0,HYD500,HYD500,2035-Hhigh,500.0,6.0,1770.4192899899258,5049.4,2.9728561844055905,621.6468273880762,0.0480108072747325,107.2654622726628,0.0605876036705819,36.60692910202958,4.0,-2872.8559992908504,423.0,Cpeak
Mod-Nom-Ideal,AK,3.0,HYD1000,HYD1000,2035-Hhigh,1000.0,6.0,1995.8396549587835,5936.7,3.1913980485336126,877.9580992229141,0.0728927193530367,122.15952922641324,0.061207085911386,0.0,0.0,-146.31787879909018,121.0,Cpeak
Mod-H1-Ideal,AK,3.0,HYD1000,HYD1000,2035-Hhigh,1000.0,5.0,1546.670633691688,4806.351166663373,3.3006502583779977,875.6056062400676,0.0585885044937941,91.4372314366072,0.059118748002837,0.0,0.0,-80.84298104689901,88.0,Cpeak
Mod-Nom-Real,AK,3.0,HYD1000,HYD1000,2035-Hhigh,1000.0,6.0,1876.0700158035652,5619.499999999999,3.205506184650276,876.4744431675277,0.074788800602692,115.17141390008103,0.061389720495453,0.0,0.0,-378.37993107884233,183.0,Cpeak
Mod-H1-Real,AK,3.0,HYD1000,HYD1000,2035-Hhigh,1000.0,5.0,1517.2511950401183,4728.6756444409575,3.3071350451512598,874.8989771880243,0.0596434133230077,89.72953208283026,0.059139536272013,0.0,0.0,-172.12519816537153,122.0,Cpeak
Mod-Nom-Ideal,CH,3.0,HYD1000,HYD1000,2035-Hhigh,1000.0,14.0,5180.961857754765,13582.566666666666,2.8630961907081938,991.5937035211616,0.1810354721757316,338.2241671506058,0.0652821187332924,0.0,0.0,-3171.538020363668,524.0,Cpeak
Mod-H1-Ideal,CH,3.0,HYD1000,HYD1000,2035-Hhigh,1000.0,8.5,4398.256131712686,11119.975424012577,2.739103515912371,988.7822802188311,0.1559549342622235,280.6690706012155,0.0638137166631818,0.0,0.0,-2209.6053517188348,481.0,Cpeak
Mod-Nom-Real,CH,3.0,HYD1000,HYD1000,2035-Hhigh,1000.0,14.0,4319.007034238081,11580.566666666668,2.9229090053929943,988.0716541269976,0.1904545835772732,282.63931548132933,0.0654408092510064,0.0,0.0,-4470.7720542097,591.0,Cpeak
Mod-H1-Real,CH,3.0,HYD1000,HYD1000,2035-Hhigh,1000.0,8.5,3907.8763375951694,10018.085345247116,2.7725641532093883,985.8513141264756,0.1659937740780578,248.961646561592,0.0637076573192687,0.0,0.0,-3778.501370606221,585.0,Cpeak
Mass-Nom-Ideal,AK,3.0,HYD1000,HYD1000,2035-Hhigh,1000.0,6.0,1660.5945838686348,4989.7,3.19336240691202,869.7341441435904,0.0437160354946966,101.58907929341257,0.0611763282141651,0.0,0.0,-15.802486327005964,38.0,Cpeak
Mass-H1-Ideal,AK,3.0,HYD1000,HYD1000,2035-Hhigh,1000.0,5.0,948.6501336832206,3069.244422220121,3.3106119560237106,861.4761896958784,0.0131974067277822,52.83395946783529,0.0556938302034519,0.0,0.0,0.0,0.0,Cpeak
Mass-Nom-Real,AK,3.0,HYD1000,HYD1000,2035-Hhigh,1000.0,6.0,1546.124980010384,4689.499999999999,3.2120669640089643,867.2838194439289,0.0458413828737017,94.18880831925532,0.0609192720750315,0.0,0.0,-130.27364715734203,115.0,Cpeak
Mass-H1-Real,AK,3.0,HYD1000,HYD1000,2035-Hhigh,1000.0,5.0,944.9487842061573,3060.3362444423333,3.312992799855496,861.2218757028907,0.0131927210596281,52.51520799630322,0.0555746606313915,0.0,0.0,0.0,0.0,Cpeak
Mass-Nom-Ideal,CH,3.0,HYD1000,HYD1000,2035-Hhigh,1000.0,11.2,3631.554546817895,9409.077266666667,2.799253025682502,984.036578671281,0.0944992470215117,238.8739092474964,0.065777315518173,0.0,0.0,-790.4935847074939,220.0,Cpeak
Mass-H1-Ideal,CH,3.0,HYD1000,HYD1000,2035-Hhigh,1000.0,5.0,1692.8888009863165,4561.021165833991,2.8221647511453845,973.6242810302028,0.044458755515742,107.54363822842446,0.0635266995479957,0.0,0.0,-4.219278957641777,15.0,Cpeak
Mass-Nom-Real,CH,3.0,HYD1000,HYD1000,2035-Hhigh,1000.0,11.2,3047.825898724814,8182.216133333333,2.8948672912415083,979.7441798670758,0.1056505244125007,200.18787433504767,0.0656821882177734,0.0,0.0,-1715.2323337915698,300.0,Cpeak
Mass-H1-Real,CH,3.0,HYD1000,HYD1000,2035-Hhigh,1000.0,5.0,1626.9464097748105,4438.790036667343,2.854475243267345,972.0940971369498,0.0480108072747325,102.8613307496997,0.0632235518832713,0.0,0.0,-131.5746043889029,79.0,Cpeak
Mod-Nom-Ideal,AK,4.0,HYD1000,HYD1000,2035-Hhigh,1000.0,6.0,2129.0732319499493,6408.0,3.2145230617658656,869.9870756874125,0.0728927193530367,128.63098054115832,0.060416419036629,0.0,0.0,-258.4480065769648,146.0,Cpeak
Mod-H1-Ideal,AK,4.0,HYD1000,HYD1000,2035-Hhigh,1000.0,5.0,1684.443530138401,5277.287444440746,3.3108112235688134,867.2812726229033,0.0585885044937941,97.93594542024474,0.0581414239586873,0.0,0.0,-169.17127542904868,124.0,Cpeak
Mod-Nom-Real,AK,4.0,HYD1000,HYD1000,2035-Hhigh,1000.0,6.0,2009.098183368642,6090.700000000001,3.229246843828907,868.3758392960527,0.074788800602692,121.58017602171272,0.0605148006345115,0.0,0.0,-564.5931450701465,231.0,Cpeak
Mod-H1-Real,AK,4.0,HYD1000,HYD1000,2035-Hhigh,1000.0,5.0,1654.9217304175015,5199.596899996224,3.317103844679502,866.5221817501258,0.0596434133230077,96.17853985834272,0.0581166698645493,0.0,0.0,-323.0231805100425,173.0,Cpeak
Mod-Nom-Ideal,CH,4.0,HYD1000,HYD1000,2035-Hhigh,1000.0,14.0,5320.445211671183,14058.1,2.8786954790986297,987.7506244939896,0.1810354721757316,345.28047442900805,0.0648969138281105,0.0,0.0,-3306.8087820229102,519.0,Cpeak
Mod-H1-Ideal,CH,4.0,HYD1000,HYD1000,2035-Hhigh,1000.0,8.5,4555.006138314094,11594.535909815077,2.749824821080053,983.9055008385168,0.1559549342622235,288.49621418454643,0.0633360758304762,0.0,0.0,-2393.387175760016,502.0,Cpeak
Mod-Nom-Real,CH,4.0,HYD1000,HYD1000,2035-Hhigh,1000.0,14.0,4457.905193046616,12055.866666666663,2.9398109891136777,984.0700793539044,0.1904545835772732,289.6890471525755,0.0649832229730746,0.0,0.0,-4579.741922410694,590.0,Cpeak
Mod-H1-Real,CH,4.0,HYD1000,HYD1000,2035-Hhigh,1000.0,8.5,4064.2854984323744,10492.434257315048,2.783359299040203,980.7813625898326,0.1659937740780578,256.69697488697227,0.0631591887395662,0.0,0.0,-4055.5048945681833,626.0,Cpeak
Mass-Nom-Ideal,AK,4.0,HYD1000,HYD1000,2035-Hhigh,1000.0,6.0,1794.5861576372483,5461.4,3.219189690697716,862.1267414829525,0.0437160354946966,108.24688496720933,0.0603185779108689,0.0,0.0,-55.40938554042826,75.0,Cpeak
Mass-H1-Ideal,AK,4.0,HYD1000,HYD1000,2035-Hhigh,1000.0,5.0,1086.654407608767,3539.2607999976008,3.322946774303197,852.1939798947457,0.0131974067277822,59.34647695793043,0.0546139384724211,0.0,0.0,0.0,0.0,Cpeak
Mass-Nom-Real,AK,4.0,HYD1000,HYD1000,2035-Hhigh,1000.0,6.0,1679.8061412131435,5161.0,3.2384888908979645,859.4647648188054,0.0458413828737017,100.79255201576768,0.0600024904915373,0.0,0.0,-262.96561095804435,158.0,Cpeak
