house_type,insulation,schedule,Loc_code,Grid_year,Hydro_resource,SH_code,HP_cap,R_cap,P_annual_kWh_SH,Q_annual_kWh_SH,kgCO2_SH,P_avg_peak_kW_SH,Embodied_SH,Occ_code,DW_code,Tank_Volume (L),P_annual_kWh_WH,Q_annual_kWh_WH,kgCO2_WH,P_avg_peak_kW_WH,Embodied_WH,scenario,P_annual_kWh_total,Q_annual_kWh_total,P_avg_peak_kW_total,kgCO2_total,Embodied,SH_DW_code
Mod,Nom,Ideal,AK,2024,Hhigh,R,NA,12,3390.510784,3390.510784,316.2185041,1.822317984,1510.588235,1,HP,135,246.0223329,1045.141136,19.6340218,0.057059516,470.5882353,Mod-Nom-Ideal-AK-1-R-HP-C0-2024-Hhigh,3636.5331169,4435.65192,1.8793775,335.85252590000005,1981.1764703,R HP
Mod,Nom,Ideal,AK,2024,Hhigh,R,NA,12,3390.510784,3390.510784,316.2185041,1.822317984,1510.588235,1,HPo,162,256.4695083,1089.176501,20.52199168,0.055650274,529.4117647,Mod-Nom-Ideal-AK-1-R-HPo-C0-2024-Hhigh,3646.9802923,4479.687285,1.877968258,336.74049578,2039.9999997,R HPo
Mod,Nom,Ideal,AK,2024,Hhigh,R,NA,12,3390.510784,3390.510784,316.2185041,1.822317984,1510.588235,2,HP,135,357.8345221,1521.407624,28.82816036,0.095308373,470.5882353,Mod-Nom-Ideal-AK-2-R-HP-C0-2024-Hhigh,3748.3453061,4911.9184079999995,1.9176263569999998,345.04666446,1981.1764703,R HP
Mod,Nom,Ideal,AK,2024,Hhigh,R,NA,12,3390.510784,3390.510784,316.2185041,1.822317984,1510.588235,2,HPo,162,368.0861675,1564.817059,29.66169752,0.097729838,529.4117647,Mod-Nom-Ideal-AK-2-R-HPo-C0-2024-Hhigh,3758.5969515,4955.327843,1.920047822,345.88020162000004,2039.9999997,R HPo
Mod,Nom,Ideal,AK,2024,Hhigh,R,NA,12,3390.510784,3390.510784,316.2185041,1.822317984,1510.588235,3,HP,180,487.7820824,2072.346479,39.76874019,0.120158304,588.2352941,Mod-Nom-Ideal-AK-3-R-HP-C0-2024-Hhigh,3878.2928664,5462.857263,1.942476288,355.98724429000004,2098.8235291,R HP
Mod,Nom,Ideal,AK,2024,Hhigh,R,NA,12,3390.510784,3390.510784,316.2185041,1.822317984,1510.588235,3,HPo,216,504.8928196,2144.518205,41.16973628,0.127447436,617.6470588,Mod-Nom-Ideal-AK-3-R-HPo-C0-2024-Hhigh,3895.4036036,5535.028989,1.9497654199999999,357.38824038,2128.2352938,R HPo
Mod,Nom,Ideal,AK,2024,Hhigh,R,NA,12,3390.510784,3390.510784,316.2185041,1.822317984,1510.588235,4,HP,300,658.1091449,2802.744823,54.85324742,0.143883432,764.7058824,Mod-Nom-Ideal-AK-4-R-HP-C0-2024-Hhigh,4048.6199289,6193.255607,1.9662014159999999,371.07175152,2275.2941174,R HP
Mod,Nom,Ideal,AK,2024,Hhigh,R,NA,12,3390.510784,3390.510784,316.2185041,1.822317984,1510.588235,4,HPo,360,689.007452,2932.842508,57.36667092,0.159907075,823.5294118,Mod-Nom-Ideal-AK-4-R-HPo-C0-2024-Hhigh,4079.518236,6323.353292,1.982225059,373.58517502,2334.1176468,R HPo
Mod,Nom,Ideal,AK,2024,Hhigh,R,NA,12,3390.510784,3390.510784,316.2185041,1.822317984,1510.588235,5,HP,300,770.6443053,3280.567041,64.52926499,0.176677134,764.7058824,Mod-Nom-Ideal-AK-5-R-HP-C0-2024-Hhigh,4161.1550893,6671.077825,1.9989951179999998,380.74776909,2275.2941174,R HP
Mod,Nom,Ideal,AK,2024,Hhigh,R,NA,12,3390.510784,3390.510784,316.2185041,1.822317984,1510.588235,5,HPo,360,801.3942874,3410.240662,67.02444223,0.184070403,823.5294118,Mod-Nom-Ideal-AK-5-R-HPo-C0-2024-Hhigh,4191.9050714,6800.751446,2.006388387,383.24294633,2334.1176468,R HPo
Mod,Nom,Ideal,AK,2024,Hlow,R,NA,12,3390.510784,3390.510784,584.7565592,1.822317984,1510.588235,1,HP,135,246.0223329,1045.141136,26.35931869,0.057059516,470.5882353,Mod-Nom-Ideal-AK-1-R-HP-C0-2024-Hlow,3636.5331169,4435.65192,1.8793775,611.11587789,1981.1764703,R HP
Mod,Nom,Ideal,AK,2024,Hlow,R,NA,12,3390.510784,3390.510784,584.7565592,1.822317984,1510.588235,1,HPo,162,256.4695083,1089.176501,27.52729278,0.055650274,529.4117647,Mod-Nom-Ideal-AK-1-R-HPo-C0-2024-Hlow,3646.9802923,4479.687285,1.877968258,612.28385198,2039.9999997,R HPo
Mod,Nom,Ideal,AK,2024,Hlow,R,NA,12,3390.510784,3390.510784,584.7565592,1.822317984,1510.588235,2,HP,135,357.8345221,1521.407624,38.58419105,0.095308373,470.5882353,Mod-Nom-Ideal-AK-2-R-HP-C0-2024-Hlow,3748.3453061,4911.9184079999995,1.9176263569999998,623.3407502499999,1981.1764703,R HP
Mod,Nom,Ideal,AK,2024,Hlow,R,NA,12,3390.510784,3390.510784,584.7565592,1.822317984,1510.588235,2,HPo,162,368.0861675,1564.817059,39.70960978,0.097729838,529.4117647,Mod-Nom-Ideal-AK-2-R-HPo-C0-2024-Hlow,3758.5969515,4955.327843,1.920047822,624.46616898,2039.9999997,R HPo
Mod,Nom,Ideal,AK,2024,Hlow,R,NA,12,3390.510784,3390.510784,584.7565592,1.822317984,1510.588235,3,HP,180,487.7820824,2072.346479,53.59883766,0.120158304,588.2352941,Mod-Nom-Ideal-AK-3-R-HP-C0-2024-Hlow,3878.2928664,5462.857263,1.942476288,638.3553968599999,2098.8235291,R HP
Mod,Nom,Ideal,AK,2024,Hlow,R,NA,12,3390.510784,3390.510784,584.7565592,1.822317984,1510.588235,3,HPo,216,504.8928196,2144.518205,55.47759246,0.127447436,617.6470588,Mod-Nom-Ideal-AK-3-R-HPo-C0-2024-Hlow,3895.4036036,5535.028989,1.9497654199999999,640.23415166,2128.2352938,R HPo
Mod,Nom,Ideal,AK,2024,Hlow,R,NA,12,3390.510784,3390.510784,584.7565592,1.822317984,1510.588235,4,HP,300,658.1091449,2802.744823,70.70401928,0.143883432,764.7058824,Mod-Nom-Ideal-AK-4-R-HP-C0-2024-Hlow,4048.6199289,6193.255607,1.9662014159999999,655.46057848,2275.2941174,R HP
Mod,Nom,Ideal,AK,2024,Hlow,R,NA,12,3390.510784,3390.510784,584.7565592,1.822317984,1510.588235,4,HPo,360,689.007452,2932.842508,74.22146886,0.159907075,823.5294118,Mod-Nom-Ideal-AK-4-R-HPo-C0-2024-Hlow,4079.518236,6323.353292,1.982225059,658.9780280599999,2334.1176468,R HPo
Mod,Nom,Ideal,AK,2024,Hlow,R,NA,12,3390.510784,3390.510784,584.7565592,1.822317984,1510.588235,5,HP,300,770.6443053,3280.567041,83.04502808,0.176677134,764.7058824,Mod-Nom-Ideal-AK-5-R-HP-C0-2024-Hlow,4161.1550893,6671.077825,1.9989951179999998,667.8015872799999,2275.2941174,R HP
Mod,Nom,Ideal,AK,2024,Hlow,R,NA,12,3390.510784,3390.510784,584.7565592,1.822317984,1510.588235,5,HPo,360,801.3942874,3410.240662,86.51265103,0.184070403,823.5294118,Mod-Nom-Ideal-AK-5-R-HPo-C0-2024-Hlow,4191.9050714,6800.751446,2.006388387,671.26921023,2334.1176468,R HPo
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,251.6008238,1.822317984,1510.588235,1,HP,135,246.0223329,1045.141136,14.0578276,0.057059516,470.5882353,Mod-Nom-Ideal-AK-1-R-HP-C0-2025-Hhigh,3636.5331169,4435.65192,1.8793775,265.6586514,1981.1764703,R HP
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,251.6008238,1.822317984,1510.588235,1,HPo,162,256.4695083,1089.176501,14.70986532,0.055650274,529.4117647,Mod-Nom-Ideal-AK-1-R-HPo-C0-2025-Hhigh,3646.9802923,4479.687285,1.877968258,266.31068912,2039.9999997,R HPo
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,251.6008238,1.822317984,1510.588235,2,HP,135,357.8345221,1521.407624,20.88854664,0.095308373,470.5882353,Mod-Nom-Ideal-AK-2-R-HP-C0-2025-Hhigh,3748.3453061,4911.9184079999995,1.9176263569999998,272.48937044,1981.1764703,R HP
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,251.6008238,1.822317984,1510.588235,2,HPo,162,368.0861675,1564.817059,21.52492318,0.097729838,529.4117647,Mod-Nom-Ideal-AK-2-R-HPo-C0-2025-Hhigh,3758.5969515,4955.327843,1.920047822,273.12574698,2039.9999997,R HPo
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,251.6008238,1.822317984,1510.588235,3,HP,180,487.7820824,2072.346479,29.14712487,0.120158304,588.2352941,Mod-Nom-Ideal-AK-3-R-HP-C0-2025-Hhigh,3878.2928664,5462.857263,1.942476288,280.74794867,2098.8235291,R HP
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,251.6008238,1.822317984,1510.588235,3,HPo,216,504.8928196,2144.518205,30.22790593,0.127447436,617.6470588,Mod-Nom-Ideal-AK-3-R-HPo-C0-2025-Hhigh,3895.4036036,5535.028989,1.9497654199999999,281.82872973,2128.2352938,R HPo
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,251.6008238,1.822317984,1510.588235,4,HP,300,658.1091449,2802.744823,39.23931449,0.143883432,764.7058824,Mod-Nom-Ideal-AK-4-R-HP-C0-2025-Hhigh,4048.6199289,6193.255607,1.9662014159999999,290.84013829,2275.2941174,R HP
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,251.6008238,1.822317984,1510.588235,4,HPo,360,689.007452,2932.842508,41.14622165,0.159907075,823.5294118,Mod-Nom-Ideal-AK-4-R-HPo-C0-2025-Hhigh,4079.518236,6323.353292,1.982225059,292.74704545,2334.1176468,R HPo
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,251.6008238,1.822317984,1510.588235,5,HP,300,770.6443053,3280.567041,46.55314379,0.176677134,764.7058824,Mod-Nom-Ideal-AK-5-R-HP-C0-2025-Hhigh,4161.1550893,6671.077825,1.9989951179999998,298.15396759,2275.2941174,R HP
Mod,Nom,Ideal,AK,2025,Hhigh,R,NA,12,3390.510784,3390.510784,251.6008238,1.822317984,1510.588235,5,HPo,360,801.3942874,3410.240662,48.45412703,0.184070403,823.5294118,Mod-Nom-Ideal-AK-5-R-HPo-C0-2025-Hhigh,4191.9050714,6800.751446,2.006388387,300.05495083,2334.1176468,R HPo
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,498.4139872,1.822317984,1510.588235,1,HP,135,246.0223329,1045.141136,19.67512093,0.057059516,470.5882353,Mod-Nom-Ideal-AK-1-R-HP-C0-2025-Hlow,3636.5331169,4435.65192,1.8793775,518.08910813,1981.1764703,R HP
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,498.4139872,1.822317984,1510.588235,1,HPo,162,256.4695083,1089.176501,20.58306396,0.055650274,529.4117647,Mod-Nom-Ideal-AK-1-R-HPo-C0-2025-Hlow,3646.9802923,4479.687285,1.877968258,518.99705116,2039.9999997,R HPo
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,498.4139872,1.822317984,1510.588235,2,HP,135,357.8345221,1521.407624,29.22198271,0.095308373,470.5882353,Mod-Nom-Ideal-AK-2-R-HP-C0-2025-Hlow,3748.3453061,4911.9184079999995,1.9176263569999998,527.63596991,1981.1764703,R HP
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,498.4139872,1.822317984,1510.588235,2,HPo,162,368.0861675,1564.817059,30.06639162,0.097729838,529.4117647,Mod-Nom-Ideal-AK-2-R-HPo-C0-2025-Hlow,3758.5969515,4955.327843,1.920047822,528.48037882,2039.9999997,R HPo
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,498.4139872,1.822317984,1510.588235,3,HP,180,487.7820824,2072.346479,40.68328291,0.120158304,588.2352941,Mod-Nom-Ideal-AK-3-R-HP-C0-2025-Hlow,3878.2928664,5462.857263,1.942476288,539.09727011,2098.8235291,R HP
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,498.4139872,1.822317984,1510.588235,3,HPo,216,504.8928196,2144.518205,42.12771757,0.127447436,617.6470588,Mod-Nom-Ideal-AK-3-R-HPo-C0-2025-Hlow,3895.4036036,5535.028989,1.9497654199999999,540.54170477,2128.2352938,R HPo
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,498.4139872,1.822317984,1510.588235,4,HP,300,658.1091449,2802.744823,53.31292643,0.143883432,764.7058824,Mod-Nom-Ideal-AK-4-R-HP-C0-2025-Hlow,4048.6199289,6193.255607,1.9662014159999999,551.72691363,2275.2941174,R HP
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,498.4139872,1.822317984,1510.588235,4,HPo,360,689.007452,2932.842508,55.96469225,0.159907075,823.5294118,Mod-Nom-Ideal-AK-4-R-HPo-C0-2025-Hlow,4079.518236,6323.353292,1.982225059,554.37867945,2334.1176468,R HPo
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,498.4139872,1.822317984,1510.588235,5,HP,300,770.6443053,3280.567041,62.08589728,0.176677134,764.7058824,Mod-Nom-Ideal-AK-5-R-HP-C0-2025-Hlow,4161.1550893,6671.077825,1.9989951179999998,560.49988448,2275.2941174,R HP
Mod,Nom,Ideal,AK,2025,Hlow,R,NA,12,3390.510784,3390.510784,498.4139872,1.822317984,1510.588235,5,HPo,360,801.3942874,3410.240662,64.71951734,0.184070403,823.5294118,Mod-Nom-Ideal-AK-5-R-HPo-C0-2025-Hlow,4191.9050714,6800.751446,2.006388387,563.13350454,2334.1176468,R HPo
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,207.8552005,1.822317984,1510.588235,1,HP,135,246.0223329,1045.141136,10.93244744,0.057059516,470.5882353,Mod-Nom-Ideal-AK-1-R-HP-C0-2030-Hhigh,3636.5331169,4435.65192,1.8793775,218.78764794,1981.1764703,R HP
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,207.8552005,1.822317984,1510.588235,1,HPo,162,256.4695083,1089.176501,11.44400166,0.055650274,529.4117647,Mod-Nom-Ideal-AK-1-R-HPo-C0-2030-Hhigh,3646.9802923,4479.687285,1.877968258,219.29920216,2039.9999997,R HPo
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,207.8552005,1.822317984,1510.588235,2,HP,135,357.8345221,1521.407624,16.32563827,0.095308373,470.5882353,Mod-Nom-Ideal-AK-2-R-HP-C0-2030-Hhigh,3748.3453061,4911.9184079999995,1.9176263569999998,224.18083876999998,1981.1764703,R HP
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,207.8552005,1.822317984,1510.588235,2,HPo,162,368.0861675,1564.817059,16.82450033,0.097729838,529.4117647,Mod-Nom-Ideal-AK-2-R-HPo-C0-2030-Hhigh,3758.5969515,4955.327843,1.920047822,224.67970083,2039.9999997,R HPo
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,207.8552005,1.822317984,1510.588235,3,HP,180,487.7820824,2072.346479,22.80104388,0.120158304,588.2352941,Mod-Nom-Ideal-AK-3-R-HP-C0-2030-Hhigh,3878.2928664,5462.857263,1.942476288,230.65624438,2098.8235291,R HP
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,207.8552005,1.822317984,1510.588235,3,HPo,216,504.8928196,2144.518205,23.65587817,0.127447436,617.6470588,Mod-Nom-Ideal-AK-3-R-HPo-C0-2030-Hhigh,3895.4036036,5535.028989,1.9497654199999999,231.51107867,2128.2352938,R HPo
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,207.8552005,1.822317984,1510.588235,4,HP,300,658.1091449,2802.744823,30.43595531,0.143883432,764.7058824,Mod-Nom-Ideal-AK-4-R-HP-C0-2030-Hhigh,4048.6199289,6193.255607,1.9662014159999999,238.29115581,2275.2941174,R HP
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,207.8552005,1.822317984,1510.588235,4,HPo,360,689.007452,2932.842508,31.98800091,0.159907075,823.5294118,Mod-Nom-Ideal-AK-4-R-HPo-C0-2030-Hhigh,4079.518236,6323.353292,1.982225059,239.84320141,2334.1176468,R HPo
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,207.8552005,1.822317984,1510.588235,5,HP,300,770.6443053,3280.567041,36.27940232,0.176677134,764.7058824,Mod-Nom-Ideal-AK-5-R-HP-C0-2030-Hhigh,4161.1550893,6671.077825,1.9989951179999998,244.13460282,2275.2941174,R HP
Mod,Nom,Ideal,AK,2030,Hhigh,R,NA,12,3390.510784,3390.510784,207.8552005,1.822317984,1510.588235,5,HPo,360,801.3942874,3410.240662,37.80481463,0.184070403,823.5294118,Mod-Nom-Ideal-AK-5-R-HPo-C0-2030-Hhigh,4191.9050714,6800.751446,2.006388387,245.66001513,2334.1176468,R HPo
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,392.282446,1.822317984,1510.588235,1,HP,135,246.0223329,1045.141136,15.15204929,0.057059516,470.5882353,Mod-Nom-Ideal-AK-1-R-HP-C0-2030-Hlow,3636.5331169,4435.65192,1.8793775,407.43449529,1981.1764703,R HP
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,392.282446,1.822317984,1510.588235,1,HPo,162,256.4695083,1089.176501,15.82301085,0.055650274,529.4117647,Mod-Nom-Ideal-AK-1-R-HPo-C0-2030-Hlow,3646.9802923,4479.687285,1.877968258,408.10545685,2039.9999997,R HPo
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,392.282446,1.822317984,1510.588235,2,HP,135,357.8345221,1521.407624,22.43896968,0.095308373,470.5882353,Mod-Nom-Ideal-AK-2-R-HP-C0-2030-Hlow,3748.3453061,4911.9184079999995,1.9176263569999998,414.72141568,1981.1764703,R HP
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,392.282446,1.822317984,1510.588235,2,HPo,162,368.0861675,1564.817059,23.10675061,0.097729838,529.4117647,Mod-Nom-Ideal-AK-2-R-HPo-C0-2030-Hlow,3758.5969515,4955.327843,1.920047822,415.38919661,2039.9999997,R HPo
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,392.282446,1.822317984,1510.588235,3,HP,180,487.7820824,2072.346479,31.34865095,0.120158304,588.2352941,Mod-Nom-Ideal-AK-3-R-HP-C0-2030-Hlow,3878.2928664,5462.857263,1.942476288,423.63109694999997,2098.8235291,R HP
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,392.282446,1.822317984,1510.588235,3,HPo,216,504.8928196,2144.518205,32.47792488,0.127447436,617.6470588,Mod-Nom-Ideal-AK-3-R-HPo-C0-2030-Hlow,3895.4036036,5535.028989,1.9497654199999999,424.76037088,2128.2352938,R HPo
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,392.282446,1.822317984,1510.588235,4,HP,300,658.1091449,2802.744823,41.08475555,0.143883432,764.7058824,Mod-Nom-Ideal-AK-4-R-HP-C0-2030-Hlow,4048.6199289,6193.255607,1.9662014159999999,433.36720155,2275.2941174,R HP
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,392.282446,1.822317984,1510.588235,4,HPo,360,689.007452,2932.842508,43.10059807,0.159907075,823.5294118,Mod-Nom-Ideal-AK-4-R-HPo-C0-2030-Hlow,4079.518236,6323.353292,1.982225059,435.38304407,2334.1176468,R HPo
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,392.282446,1.822317984,1510.588235,5,HP,300,770.6443053,3280.567041,47.71183087,0.176677134,764.7058824,Mod-Nom-Ideal-AK-5-R-HP-C0-2030-Hlow,4161.1550893,6671.077825,1.9989951179999998,439.99427687,2275.2941174,R HP
Mod,Nom,Ideal,AK,2030,Hlow,R,NA,12,3390.510784,3390.510784,392.282446,1.822317984,1510.588235,5,HPo,360,801.3942874,3410.240662,49.76987184,0.184070403,823.5294118,Mod-Nom-Ideal-AK-5-R-HPo-C0-2030-Hlow,4191.9050714,6800.751446,2.006388387,442.05231784,2334.1176468,R HPo
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,223.5659092,1.822317984,1510.588235,1,HP,135,246.0223329,1045.141136,11.75552296,0.057059516,470.5882353,Mod-Nom-Ideal-AK-1-R-HP-C0-2035-Hhigh,3636.5331169,4435.65192,1.8793775,235.32143216,1981.1764703,R HP
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,223.5659092,1.822317984,1510.588235,1,HPo,162,256.4695083,1089.176501,12.30111895,0.055650274,529.4117647,Mod-Nom-Ideal-AK-1-R-HPo-C0-2035-Hhigh,3646.9802923,4479.687285,1.877968258,235.86702814999998,2039.9999997,R HPo
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,223.5659092,1.822317984,1510.588235,2,HP,135,357.8345221,1521.407624,16.90161523,0.095308373,470.5882353,Mod-Nom-Ideal-AK-2-R-HP-C0-2035-Hhigh,3748.3453061,4911.9184079999995,1.9176263569999998,240.46752443,1981.1764703,R HP
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,223.5659092,1.822317984,1510.588235,2,HPo,162,368.0861675,1564.817059,17.40829027,0.097729838,529.4117647,Mod-Nom-Ideal-AK-2-R-HPo-C0-2035-Hhigh,3758.5969515,4955.327843,1.920047822,240.97419947,2039.9999997,R HPo
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,223.5659092,1.822317984,1510.588235,3,HP,180,487.7820824,2072.346479,23.43212177,0.120158304,588.2352941,Mod-Nom-Ideal-AK-3-R-HP-C0-2035-Hhigh,3878.2928664,5462.857263,1.942476288,246.99803097,2098.8235291,R HP
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,223.5659092,1.822317984,1510.588235,3,HPo,216,504.8928196,2144.518205,24.33233001,0.127447436,617.6470588,Mod-Nom-Ideal-AK-3-R-HPo-C0-2035-Hhigh,3895.4036036,5535.028989,1.9497654199999999,247.89823920999999,2128.2352938,R HPo
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,223.5659092,1.822317984,1510.588235,4,HP,300,658.1091449,2802.744823,31.45197786,0.143883432,764.7058824,Mod-Nom-Ideal-AK-4-R-HP-C0-2035-Hhigh,4048.6199289,6193.255607,1.9662014159999999,255.01788706,2275.2941174,R HP
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,223.5659092,1.822317984,1510.588235,4,HPo,360,689.007452,2932.842508,33.01534171,0.159907075,823.5294118,Mod-Nom-Ideal-AK-4-R-HPo-C0-2035-Hhigh,4079.518236,6323.353292,1.982225059,256.58125091,2334.1176468,R HPo
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,223.5659092,1.822317984,1510.588235,5,HP,300,770.6443053,3280.567041,37.27783485,0.176677134,764.7058824,Mod-Nom-Ideal-AK-5-R-HP-C0-2035-Hhigh,4161.1550893,6671.077825,1.9989951179999998,260.84374405,2275.2941174,R HP
Mod,Nom,Ideal,AK,2035,Hhigh,R,NA,12,3390.510784,3390.510784,223.5659092,1.822317984,1510.588235,5,HPo,360,801.3942874,3410.240662,38.89661942,0.184070403,823.5294118,Mod-Nom-Ideal-AK-5-R-HPo-C0-2035-Hhigh,4191.9050714,6800.751446,2.006388387,262.46252862,2334.1176468,R HPo
Mod,Nom,Ideal,AK,2035,Hlow,R,NA,12,3390.510784,3390.510784,326.5491938,1.822317984,1510.588235,1,HP,135,246.0223329,1045.141136,14.40190203,0.057059516,470.5882353,Mod-Nom-Ideal-AK-1-R-HP-C0-2035-Hlow,3636.5331169,4435.65192,1.8793775,340.95109583,1981.1764703,R HP
Mod,Nom,Ideal,AK,2035,Hlow,R,NA,12,3390.510784,3390.510784,326.5491938,1.822317984,1510.588235,1,HPo,162,256.4695083,1089.176501,15.04208939,0.055650274,529.4117647,Mod-Nom-Ideal-AK-1-R-HPo-C0-2035-Hlow,3646.9802923,4479.687285,1.877968258,341.59128319,2039.9999997,R HPo
Mod,Nom,Ideal,AK,2035,Hlow,R,NA,12,3390.510784,3390.510784,326.5491938,1.822317984,1510.588235,2,HP,135,357.8345221,1521.407624,20.88698679,0.095308373,470.5882353,Mod-Nom-Ideal-AK-2-R-HP-C0-2035-Hlow,3748.3453061,4911.9184079999995,1.9176263569999998,347.43618059,1981.1764703,R HP
Mod,Nom,Ideal,AK,2035,Hlow,R,NA,12,3390.510784,3390.510784,326.5491938,1.822317984,1510.588235,2,HPo,162,368.0861675,1564.817059,21.52067959,0.097729838,529.4117647,Mod-Nom-Ideal-AK-2-R-HPo-C0-2035-Hlow,3758.5969515,4955.327843,1.920047822,348.06987339,2039.9999997,R HPo
Mod,Nom,Ideal,AK,2035,Hlow,R,NA,12,3390.510784,3390.510784,326.5491938,1.822317984,1510.588235,3,HP,180,487.7820824,2072.346479,28.76665212,0.120158304,588.2352941,Mod-Nom-Ideal-AK-3-R-HP-C0-2035-Hlow,3878.2928664,5462.857263,1.942476288,355.31584592,2098.8235291,R HP
Mod,Nom,Ideal,AK,2035,Hlow,R,NA,12,3390.510784,3390.510784,326.5491938,1.822317984,1510.588235,3,HPo,216,504.8928196,2144.518205,29.836408080000002,0.127447436,617.6470588,Mod-Nom-Ideal-AK-3-R-HPo-C0-2035-Hlow,3895.4036036,5535.028989,1.9497654199999999,356.38560188,2128.2352938,R HPo
Mod,Nom,Ideal,AK,2035,Hlow,R,NA,12,3390.510784,3390.510784,326.5491938,1.822317984,1510.588235,4,HP,300,658.1091449,2802.744823,38.12377468,0.143883432,764.7058824,Mod-Nom-Ideal-AK-4-R-HP-C0-2035-Hlow,4048.6199289,6193.255607,1.9662014159999999,364.67296848,2275.2941174,R HP
Mod,Nom,Ideal,AK,2035,Hlow,R,NA,12,3390.510784,3390.510784,326.5491938,1.822317984,1510.588235,4,HPo,360,689.007452,2932.842508,40.00885364,0.159907075,823.5294118,Mod-Nom-Ideal-AK-4-R-HPo-C0-2035-Hlow,4079.518236,6323.353292,1.982225059,366.55804744,2334.1176468,R HPo
Mod,Nom,Ideal,AK,2035,Hlow,R,NA,12,3390.510784,3390.510784,326.5491938,1.822317984,1510.588235,5,HP,300,770.6443053,3280.567041,44.28178309,0.176677134,764.7058824,Mod-Nom-Ideal-AK-5-R-HP-C0-2035-Hlow,4161.1550893,6671.077825,1.9989951179999998,370.83097689,2275.2941174,R HP
Mod,Nom,Ideal,AK,2035,Hlow,R,NA,12,3390.510784,3390.510784,326.5491938,1.822317984,1510.588235,5,HPo,360,801.3942874,3410.240662,46.18050084,0.184070403,823.5294118,Mod-Nom-Ideal-AK-5-R-HPo-C0-2035-Hlow,4191.9050714,6800.751446,2.006388387,372.72969464,2334.1176468,R HPo
