house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,CS_code,R_cap,HP_cap,Tank_Volume (L),kgCO2_oper_life,P_annual_kWh_life,kgCO2_embod_life,kgCO2_total_life
Mass,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,4,C0,NA,11.2,1000,7934.765769136201,82949.2181590593,4655.4073533,12590.173122436201
Mass,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,4,Cpeak,NA,11.2,1000,7927.287873540097,82910.70736081972,4655.4073533,12582.695226840096
Mass,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,4,Crenew,NA,11.2,1000,7412.693839819999,81470.72487378633,4655.4073533,12068.10119312
Mass,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,5,C0,NA,11.2,1000,8147.839357454207,86061.8929377456,4655.4073533,12803.246710754207
Mass,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,5,Cpeak,NA,11.2,1000,8139.468766464024,86017.16173364622,4655.4073533,12794.876119764023
Mass,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,5,Crenew,NA,11.2,1000,7625.253659972741,84641.17866904728,4655.4073533,12280.66101327274
Mass,Nom,Ideal,CH,Hlow,HYD200,HYD200,3,C0,NA,14,200,7093.183861097279,74105.24539943715,3655.9955883,10749.17944939728
Mass,Nom,Ideal,CH,Hlow,HYD200,HYD200,3,Cpeak,NA,14,200,7086.652239810771,74080.56112362661,3655.9955883,10742.64782811077
Mass,Nom,Ideal,CH,Hlow,HYD200,HYD200,3,Crenew,NA,14,200,7047.372960860957,74121.04708156241,3655.9955883,10703.368549160958
Mass,Nom,Ideal,CH,Hlow,HYD200,HYD200,4,C0,NA,14,200,7271.780741293108,77159.74862212181,3655.9955883,10927.776329593107
Mass,Nom,Ideal,CH,Hlow,HYD200,HYD200,4,Cpeak,NA,14,200,7263.520382895452,77128.53394850214,3655.9955883,10919.515971195451
Mass,Nom,Ideal,CH,Hlow,HYD200,HYD200,4,Crenew,NA,14,200,7230.0387595836555,77187.40110724521,3655.9955883,10886.034347883655
Mass,Nom,Ideal,CH,Hlow,HYD200,HYD200,5,C0,NA,14,200,7479.84328710186,80357.65526415268,3655.9955883,11135.83887540186
Mass,Nom,Ideal,CH,Hlow,HYD200,HYD200,5,Cpeak,NA,14,200,7472.090434777785,80324.58944329247,3655.9955883,11128.086023077785
Mass,Nom,Ideal,CH,Hlow,HYD200,HYD200,5,Crenew,NA,14,200,7444.260157379723,80409.00212685828,3655.9955883,11100.255745679722
Mass,Nom,Ideal,CH,Hlow,HYD500,HYD500,3,C0,NA,14,500,7277.425276785384,76033.12056111147,4105.9955882,11383.420864985384
Mass,Nom,Ideal,CH,Hlow,HYD500,HYD500,3,Cpeak,NA,14,500,7271.365947740196,76010.39777865788,4105.9955882,11377.361535940196
Mass,Nom,Ideal,CH,Hlow,HYD500,HYD500,3,Crenew,NA,14,500,7021.924530056033,75633.33131273156,4105.9955882,11127.920118256034
Mass,Nom,Ideal,CH,Hlow,HYD500,HYD500,4,C0,NA,14,500,7460.235902406613,79092.32072418321,4105.9955882,11566.231490606613
Mass,Nom,Ideal,CH,Hlow,HYD500,HYD500,4,Cpeak,NA,14,500,7454.4340562917205,79073.18893226043,4105.9955882,11560.42964449172
Mass,Nom,Ideal,CH,Hlow,HYD500,HYD500,4,Crenew,NA,14,500,7210.161896087542,78722.18774804138,4105.9955882,11316.157484287542
Mass,Nom,Ideal,CH,Hlow,HYD500,HYD500,5,C0,NA,14,500,7672.319846011829,82292.37465223757,4105.9955882,11778.315434211829
Mass,Nom,Ideal,CH,Hlow,HYD500,HYD500,5,Cpeak,NA,14,500,7666.024981220445,82267.80338467506,4105.9955882,11772.020569420445
Mass,Nom,Ideal,CH,Hlow,HYD500,HYD500,5,Crenew,NA,14,500,7429.281383960615,81996.27751798218,4105.9955882,11535.276972160616
Mass,Nom,Ideal,CH,Hlow,R,NA,NA,C0,15.5,NA,NA,15103.3465487,148650.203724,1107.7647064,16211.111255099999
Mass,Nom,Ideal,CH,Hlow,Rb,NA,NA,C0,7,NA,NA,7755.073661,72701.98958,553.8823529800001,8308.95601398
Mass,Nom,Ideal,CH,Hlow,Rl,NA,NA,C0,8.5,NA,NA,7348.2728884,75948.214144,553.8823529800001,7902.15524138
Mass,Nom,Real,AK,Hhigh,HP,NA,NA,C0,NA,11,NA,938.119721,11830.8485262,1394.4296179,2332.5493389000003
Mass,Nom,Real,AK,Hhigh,HPl,NA,NA,C0,NA,7,NA,660.20121923,8448.2486066,943.80485298,1604.00607221
Mass,Nom,Real,AK,Hhigh,HYD1000,HYD1000,3,C0,NA,6,1000,2275.0867050297893,34023.398012517566,3988.3705884,6263.457293429789
Mass,Nom,Real,AK,Hhigh,HYD1000,HYD1000,3,Cpeak,NA,6,1000,2271.092864081298,34014.74956022845,3988.3705884,6259.463452481298
Mass,Nom,Real,AK,Hhigh,HYD1000,HYD1000,3,Crenew,NA,6,1000,1813.336540582135,33701.974142903644,3988.3705884,5801.707128982135
Mass,Nom,Real,AK,Hhigh,HYD1000,HYD1000,4,C0,NA,6,1000,2433.5539364319643,36965.35266994397,3988.3705884,6421.924524831964
Mass,Nom,Real,AK,Hhigh,HYD1000,HYD1000,4,Cpeak,NA,6,1000,2428.1569335443496,36955.73510668916,3988.3705884,6416.52752194435
Mass,Nom,Real,AK,Hhigh,HYD1000,HYD1000,4,Crenew,NA,6,1000,1935.8907089323766,36607.2472711184,3988.3705884,5924.261297332377
Mass,Nom,Real,AK,Hhigh,HYD1000,HYD1000,5,C0,NA,6,1000,2616.674487437063,40055.95011452546,3988.3705884,6605.0450758370625
Mass,Nom,Real,AK,Hhigh,HYD1000,HYD1000,5,Cpeak,NA,6,1000,2611.496493692289,40045.62354104823,3988.3705884,6599.867082092289
Mass,Nom,Real,AK,Hhigh,HYD1000,HYD1000,5,Crenew,NA,6,1000,2106.717119551705,39642.01281711554,3988.3705884,6095.087707951705
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,3,C0,NA,11.2,200,1811.5652377813858,27043.339128365296,3269.7823532,5081.347590981386
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,3,Cpeak,NA,11.2,200,1807.7217481200219,27035.676055270185,3269.7823532,5077.5041013200225
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,3,Crenew,NA,11.2,200,1759.790604451193,27057.798664883187,3269.7823532,5029.572957651193
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,4,C0,NA,11.2,200,1933.944001326921,29565.74948652854,3269.7823532,5203.726354526922
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,4,Cpeak,NA,11.2,200,1930.8981343187488,29558.741266178506,3269.7823532,5200.680487518749
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,4,Crenew,NA,11.2,200,1887.9303166345253,29589.90563886914,3269.7823532,5157.7126698345255
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,5,C0,NA,11.2,200,2084.1542750978256,32217.745764490573,3269.7823532,5353.936628297826
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,5,Cpeak,NA,11.2,200,2079.9682290170836,32197.617364373324,3269.7823532,5349.750582217084
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,5,Crenew,NA,11.2,200,2043.9433327246536,32254.61202431773,3269.7823532,5313.725685924654
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,3,C0,NA,8.5,500,2249.1351161706257,33572.85524177244,3238.3705882,5487.505704370626
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,3,Cpeak,NA,8.5,500,2244.7160903462445,33564.6713378791,3238.3705882,5483.086678546244
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,3,Crenew,NA,8.5,500,1977.0503716007433,33464.586449697854,3238.3705882,5215.420959800744
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,4,C0,NA,8.5,500,2410.163141653045,36687.99693031901,3238.3705882,5648.533729853045
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,4,Cpeak,NA,8.5,500,2405.2961103633907,36679.60344414398,3238.3705882,5643.666698563391
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,4,Crenew,NA,8.5,500,2125.7406686329446,36571.46060376895,3238.3705882,5364.1112568329445
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,5,C0,NA,8.5,500,2594.4394856074127,39940.95434344099,3238.3705882,5832.810073807413
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,5,Cpeak,NA,8.5,500,2589.804576549125,39930.9671725497,3238.3705882,5828.1751647491255
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,5,Crenew,NA,8.5,500,2310.347003057153,39827.72269776777,3238.3705882,5548.717591257153
Mass,Nom,Real,AK,Hhigh,R,NA,NA,C0,11,NA,NA,3746.941795,47388.904244000005,1107.7647064,4854.7065014
Mass,Nom,Real,AK,Hhigh,Rb,NA,NA,C0,4,NA,NA,1064.76703929,12965.6475894,553.8823529800001,1618.6493922700001
Mass,Nom,Real,AK,Hhigh,Rl,NA,NA,C0,7,NA,NA,2682.1747559,34423.256647999995,553.8823529800001,3236.05710888
Mass,Nom,Real,AK,Hlow,HP,NA,NA,C0,NA,11,NA,1324.32919096,11830.8485262,1394.4296179,2718.75880886
Mass,Nom,Real,AK,Hlow,HPl,NA,NA,C0,NA,7,NA,929.67919701,8448.2486066,943.80485298,1873.4840499900001
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,3,C0,NA,6,1000,3105.4112694470145,34023.398012517566,3988.3705884,7093.781857847014
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,3,Cpeak,NA,6,1000,3102.849814681604,34014.74956022845,3988.3705884,7091.220403081605
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,3,Crenew,NA,6,1000,2652.1426127709874,33704.11481751919,3988.3705884,6640.5132011709875
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,4,C0,NA,6,1000,3283.6654514343404,36965.35266994397,3988.3705884,7272.03603983434
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,4,Cpeak,NA,6,1000,3279.705091875229,36955.73510668916,3988.3705884,7268.075680275229
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,4,Crenew,NA,6,1000,2801.041764278362,36610.67754756623,3988.3705884,6789.412352678362
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,5,C0,NA,6,1000,3492.235529985368,40055.95011452546,3988.3705884,7480.606118385368
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,5,Cpeak,NA,6,1000,3488.7069582080785,40045.62354104823,3988.3705884,7477.077546608079
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,5,Crenew,NA,6,1000,3003.5860738511574,39645.80951063189,3988.3705884,6991.9566622511575
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,3,C0,NA,11.2,200,2519.3082127570387,27043.339128365296,3269.7823532,5789.090565957039
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,3,Cpeak,NA,11.2,200,2516.0973189003103,27035.676055270185,3269.7823532,5785.879672100311
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,3,Crenew,NA,11.2,200,2472.0134466439526,27058.467683112434,3269.7823532,5741.795799843952
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,4,C0,NA,11.2,200,2662.1665050568195,29565.74948652854,3269.7823532,5931.948858256819
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,4,Cpeak,NA,11.2,200,2659.232674255909,29558.741266178506,3269.7823532,5929.015027455909
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,4,Crenew,NA,11.2,200,2620.915147331769,29590.616427998862,3269.7823532,5890.697500531769
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,5,C0,NA,11.2,200,2837.714492746511,32217.745764490573,3269.7823532,6107.496845946511
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,5,Cpeak,NA,11.2,200,2833.2086926710413,32197.617364373324,3269.7823532,6102.991045871042
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,5,Crenew,NA,11.2,200,2800.6858174288514,32255.319082114045,3269.7823532,6070.468170628852
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,3,C0,NA,8.5,500,3086.211087388576,33572.85524177244,3238.3705882,6324.581675588575
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,3,Cpeak,NA,8.5,500,3083.007856723214,33564.6713378791,3238.3705882,6321.3784449232135
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,3,Crenew,NA,8.5,500,2830.7592888185095,33465.682045792535,3238.3705882,6069.129877018509
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,4,C0,NA,8.5,500,3267.8691394633806,36687.99693031901,3238.3705882,6506.23972766338
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,4,Cpeak,NA,8.5,500,3264.158952619995,36679.60344414398,3238.3705882,6502.5295408199945
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,4,Crenew,NA,8.5,500,3005.1363046417073,36573.82547224977,3238.3705882,6243.506892841708
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,5,C0,NA,8.5,500,3481.3865101910596,39940.95434344099,3238.3705882,6719.757098391059
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,5,Cpeak,NA,8.5,500,3477.5231744400103,39930.9671725497,3238.3705882,6715.89376264001
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,5,Crenew,NA,8.5,500,3218.8253260502634,39829.38667188311,3238.3705882,6457.195914250264
Mass,Nom,Real,AK,Hlow,R,NA,NA,C0,11,NA,NA,5284.7399906,47388.904244000005,1107.7647064,6392.504697
Mass,Nom,Real,AK,Hlow,Rb,NA,NA,C0,4,NA,NA,1513.43289997,12965.6475894,553.8823529800001,2067.3152529500003
Mass,Nom,Real,AK,Hlow,Rl,NA,NA,C0,7,NA,NA,3771.3070907,34423.256647999995,553.8823529800001,4325.18944368
Mass,Nom,Real,CH,Hhigh,HP,NA,NA,C0,NA,15.5,NA,2777.1608131,34682.742138,2163.2180119,4940.378825
Mass,Nom,Real,CH,Hhigh,HPl,NA,NA,C0,NA,8.5,NA,1631.45354771,21261.623416,1092.5720929200002,2724.0256406300005
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,3,C0,NA,11.2,1000,4866.239340179094,67111.0348650799,4655.4073533,9521.646693479095
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,3,Cpeak,NA,11.2,1000,4853.516469964596,67052.1697719459,4655.4073533,9508.923823264595
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,3,Crenew,NA,11.2,1000,4301.98480337041,65689.81892083041,4655.4073533,8957.39215667041
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,4,C0,NA,11.2,1000,5037.719386076476,70102.79351815821,4655.4073533,9693.126739376476
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,4,Cpeak,NA,11.2,1000,5024.357450307303,70047.55011885242,4655.4073533,9679.764803607304
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,4,Crenew,NA,11.2,1000,4457.978840395671,68683.11106314184,4655.4073533,9113.386193695671
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,5,C0,NA,11.2,1000,5229.391651589114,73216.19642543516,4655.4073533,9884.799004889115
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,5,Cpeak,NA,11.2,1000,5216.358467026963,73159.21699271184,4655.4073533,9871.765820326964
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,5,Crenew,NA,11.2,1000,4642.797567838108,71840.75413756304,4655.4073533,9298.204921138109
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,3,C0,NA,14,200,4423.073156198398,62248.70073959703,3655.9955883,8079.068744498398
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,3,Cpeak,NA,14,200,4414.760033331419,62229.87626468426,3655.9955883,8070.755621631419
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,3,Crenew,NA,14,200,4370.5169814031915,62279.62086745045,3655.9955883,8026.512569703191
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,4,C0,NA,14,200,4578.440266299072,65308.604947008214,3655.9955883,8234.435854599073
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,4,Cpeak,NA,14,200,4568.90568071322,65281.30519149048,3655.9955883,8224.90126901322
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,4,Crenew,NA,14,200,4529.470298551276,65346.74777113757,3655.9955883,8185.465886851276
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,5,C0,NA,14,200,4759.401612430483,68510.98129806234,3655.9955883,8415.397200730482
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,5,Cpeak,NA,14,200,4749.804123432023,68470.00880074971,3655.9955883,8405.799711732023
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,5,Crenew,NA,14,200,4718.499424156322,68570.84642813701,3655.9955883,8374.495012456322
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,3,C0,NA,14,500,4589.951469974859,64200.48065492548,4105.9955882,8695.94705817486
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,3,Cpeak,NA,14,500,4580.189315591074,64165.760728398294,4105.9955882,8686.184903791074
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,3,Crenew,NA,14,500,4307.366047513163,63839.89368955344,4105.9955882,8413.361635713163
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,4,C0,NA,14,500,4750.9584510602435,67250.57295839877,4105.9955882,8856.954039260243
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,4,Cpeak,NA,14,500,4740.599289619013,67221.42474036032,4105.9955882,8846.594877819014
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,4,Crenew,NA,14,500,4468.085194435009,66908.30191038075,4105.9955882,8574.08078263501
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,5,C0,NA,14,500,4935.584628200648,70449.49906148977,4105.9955882,9041.580216400649
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,5,Cpeak,NA,14,500,4924.968718126716,70417.52364046371,4105.9955882,9030.964306326718
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,5,Crenew,NA,14,500,4660.242535398544,70166.70745301514,4105.9955882,8766.238123598545
Mass,Nom,Real,CH,Hhigh,R,NA,NA,C0,15.5,NA,NA,9458.1069652,121753.23364600001,1107.7647064,10565.8716716
Mass,Nom,Real,CH,Hhigh,Rb,NA,NA,C0,7,NA,NA,3785.1638365,45620.10706,553.8823529800001,4339.04618948
Mass,Nom,Real,CH,Hhigh,Rl,NA,NA,C0,8.5,NA,NA,5672.9431286,76133.126564,553.8823529800001,6226.82548158
Mass,Nom,Real,CH,Hlow,HP,NA,NA,C0,NA,15.5,NA,3614.934008,34682.742138,2163.2180119,5778.152019900001
Mass,Nom,Real,CH,Hlow,HPl,NA,NA,C0,NA,8.5,NA,2125.75771264,21261.623416,1092.5720929200002,3218.3298055600003
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,3,C0,NA,11.2,1000,6388.225271203918,67111.0348650799,4655.4073533,11043.632624503918
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,3,Cpeak,NA,11.2,1000,6376.990642782222,67052.1697719459,4655.4073533,11032.397996082222
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,3,Crenew,NA,11.2,1000,5863.931530925825,65716.89265796893,4655.4073533,10519.338884225825
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,4,C0,NA,11.2,1000,6580.7069116487955,70102.79351815821,4655.4073533,11236.114264948796
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,4,Cpeak,NA,11.2,1000,6569.769899936567,70047.55011885242,4655.4073533,11225.177253236567
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,4,Crenew,NA,11.2,1000,6050.00924851878,68712.82756865145,4655.4073533,10705.416601818779
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,5,C0,NA,11.2,1000,6795.984379723402,73216.19642543516,4655.4073533,11451.391733023402
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,5,Cpeak,NA,11.2,1000,6784.701057219957,73159.21699271184,4655.4073533,11440.108410519957
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,5,Crenew,NA,11.2,1000,6265.133387563092,71867.85231805396,4655.4073533,10920.540740863093
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,3,C0,NA,14,200,5847.701923944851,62248.70073959703,3655.9955883,9503.697512244851
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,3,Cpeak,NA,14,200,5840.626920520783,62229.87626468426,3655.9955883,9496.622508820783
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,3,Crenew,NA,14,200,5801.516670377972,62282.31627151355,3655.9955883,9457.512258677973
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,4,C0,NA,14,200,6026.781678749259,65308.604947008214,3655.9955883,9682.77726704926
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,4,Cpeak,NA,14,200,6018.342093349172,65281.30519149048,3655.9955883,9674.337681649171
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,4,Crenew,NA,14,200,5986.143829898936,65352.64150874993,3655.9955883,9642.139418198936
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,5,C0,NA,14,200,6236.568298789462,68510.98129806234,3655.9955883,9892.563887089462
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,5,Cpeak,NA,14,200,6227.071034614081,68470.00880074971,3655.9955883,9883.06662291408
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,5,Crenew,NA,14,200,6201.111364349536,68573.11059794582,3655.9955883,9857.106952649536
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,3,C0,NA,14,500,6037.645596648977,64200.48065492548,4105.9955882,10143.641184848977
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,3,Cpeak,NA,14,500,6029.477926043809,64165.760728398294,4105.9955882,10135.47351424381
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,3,Crenew,NA,14,500,5782.434458524834,63850.31363670483,4105.9955882,9888.430046724834
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,4,C0,NA,14,500,6220.764279203435,67250.57295839877,4105.9955882,10326.759867403434
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,4,Cpeak,NA,14,500,6212.478301506991,67221.42474036032,4105.9955882,10318.473889706991
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,4,Crenew,NA,14,500,5967.729540768301,66919.39395678681,4105.9955882,10073.7251289683
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,5,C0,NA,14,500,6433.636335883288,70449.49906148977,4105.9955882,10539.631924083289
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,5,Cpeak,NA,14,500,6424.47065536534,70417.52364046371,4105.9955882,10530.46624356534
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,5,Crenew,NA,14,500,6187.20248897803,70178.22056726833,4105.9955882,10293.198077178029
Mass,Nom,Real,CH,Hlow,R,NA,NA,C0,15.5,NA,NA,12278.612766,121753.23364600001,1107.7647064,13386.3774724
Mass,Nom,Real,CH,Hlow,Rb,NA,NA,C0,7,NA,NA,4906.3974484,45620.10706,553.8823529800001,5460.27980138
Mass,Nom,Real,CH,Hlow,Rl,NA,NA,C0,8.5,NA,NA,7372.2153175,76133.126564,553.8823529800001,7926.0976704800005
Mod,H1,Ideal,AK,Hhigh,HP,NA,NA,C0,NA,7,NA,908.56415222,12130.818469,943.80485298,1852.3690052
Mod,H1,Ideal,AK,Hhigh,HPl,NA,NA,C0,NA,5,NA,710.54028813,9609.3498314,776.47058819,1487.01087632
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,3,C0,NA,5,1000,2193.4065971877217,34032.37745588452,4448.9955884,6642.402185587722
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,3,Cpeak,NA,5,1000,2189.3913598401073,34026.75394121713,4448.9955884,6638.386948240108
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,3,Crenew,NA,5,1000,1791.3303597556655,34380.2228187565,4448.9955884,6240.325948155665
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,4,C0,NA,5,1000,2350.0553604461,37064.705871892584,4448.9955884,6799.0509488461
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,4,Cpeak,NA,5,1000,2345.3549042646555,37057.757663044824,4448.9955884,6794.350492664656
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,4,Crenew,NA,5,1000,1917.7347589880037,37416.91463031878,4448.9955884,6366.730347388004
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,5,C0,NA,5,1000,2531.4928851587456,40152.521644247514,4448.9955884,6980.488473558746
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,5,Cpeak,NA,5,1000,2526.4646431618644,40145.47075333036,4448.9955884,6975.460231561865
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,5,Crenew,NA,5,1000,2082.2943764881975,40469.21617729242,4448.9955884,6531.289964888198
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,3,C0,NA,8.5,200,2107.7303801613903,32777.12400858576,3248.9955883,5356.72596846139
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,3,Cpeak,NA,8.5,200,2103.635996163961,32767.94593500125,3248.9955883,5352.631584463961
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,3,Crenew,NA,8.5,200,2051.222120848314,32819.85762938572,3248.9955883,5300.217709148314
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,4,C0,NA,8.5,200,2259.3922049635776,35903.6041447418,3248.9955883,5508.387793263577
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,4,Cpeak,NA,8.5,200,2255.859731315784,35895.46788061374,3248.9955883,5504.855319615784
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,4,Crenew,NA,8.5,200,2206.4340939269737,35953.2056700558,3248.9955883,5455.4296822269735
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,5,C0,NA,8.5,200,2442.3917360597434,39159.702439006665,3248.9955883,5691.387324359743
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,5,Cpeak,NA,8.5,200,2437.130979650361,39137.20268305897,3248.9955883,5686.126567950361
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,5,Crenew,NA,8.5,200,2396.678499074889,39222.63353238708,3248.9955883,5645.674087374889
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,3,C0,NA,6,500,2121.637910445446,32682.427974415248,3698.9955882,5820.633498645446
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,3,Cpeak,NA,6,500,2117.559095037278,32676.036681872723,3698.9955882,5816.554683237278
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,3,Crenew,NA,6,500,1885.15913855632,32622.018227933528,3698.9955882,5584.15472675632
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,4,C0,NA,6,500,2270.652035810308,35620.15305021861,3698.9955882,5969.6476240103075
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,4,Cpeak,NA,6,500,2265.94172319994,35612.07469583103,3698.9955882,5964.93731139994
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,4,Crenew,NA,6,500,2022.836905498621,35548.64581758123,3698.9955882,5721.832493698621
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,5,C0,NA,6,500,2446.1803793923873,38701.68679407677,3698.9955882,6145.175967592388
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,5,Cpeak,NA,6,500,2441.2178717068145,38692.46582434936,3698.9955882,6140.213459906814
