house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,CS_code,R_cap,HP_cap,Tank_Volume (L),kgCO2_oper_life,P_annual_kWh_life,kgCO2_embod_life,kgCO2_total_life
Mass,H1,Real,AK,Hlow,HYD200,HYD200,4,Cpeak,NA,8.5,200,1659.047232648834,21484.196376506505,2747.1205883,4406.167820948834
Mass,H1,Real,AK,Hlow,HYD200,HYD200,4,Crenew,NA,8.5,200,1609.020948942809,21533.671548221406,2747.1205883,4356.141537242809
Mass,H1,Real,AK,Hlow,HYD200,HYD200,5,C0,NA,8.5,200,1873.6419174060932,24745.84176259682,2747.1205883,4620.762505706093
Mass,H1,Real,AK,Hlow,HYD200,HYD200,5,Cpeak,NA,8.5,200,1870.124437152656,24729.554330764648,2747.1205883,4617.245025452656
Mass,H1,Real,AK,Hlow,HYD200,HYD200,5,Crenew,NA,8.5,200,1825.824924919265,24805.93398039049,2747.1205883,4572.945513219265
Mass,H1,Real,AK,Hlow,HYD500,HYD500,3,C0,NA,5,500,1498.427669014782,18762.045157332595,3197.1205882,4695.548257214782
Mass,H1,Real,AK,Hlow,HYD500,HYD500,3,Cpeak,NA,5,500,1496.4841117215565,18757.256619522006,3197.1205882,4693.604699921556
Mass,H1,Real,AK,Hlow,HYD500,HYD500,3,Crenew,NA,5,500,1271.8882764371012,18980.485537544126,3197.1205882,4469.008864637101
Mass,H1,Real,AK,Hlow,HYD500,HYD500,4,C0,NA,5,500,1668.0050795969898,21813.90585749613,3197.1205882,4865.12566779699
Mass,H1,Real,AK,Hlow,HYD500,HYD500,4,Cpeak,NA,5,500,1665.8777880930784,21808.84455730091,3197.1205882,4862.998376293079
Mass,H1,Real,AK,Hlow,HYD500,HYD500,4,Crenew,NA,5,500,1427.986774695493,22032.953759349282,3197.1205882,4625.107362895493
Mass,H1,Real,AK,Hlow,HYD500,HYD500,5,C0,NA,5,500,1864.5088800421415,24906.054645611996,3197.1205882,5061.629468242141
Mass,H1,Real,AK,Hlow,HYD500,HYD500,5,Cpeak,NA,5,500,1862.5789742756408,24901.089951800845,3197.1205882,5059.699562475641
Mass,H1,Real,AK,Hlow,HYD500,HYD500,5,Crenew,NA,5,500,1623.9258236118358,25105.369057660126,3197.1205882,4821.046411811836
Mass,H1,Real,AK,Hlow,R,NA,NA,C0,7,NA,NA,1377.71177404,11666.113681199999,1107.7647064,2485.47648044
Mass,H1,Real,AK,Hlow,Rb,NA,NA,C0,2,NA,NA,227.860028735,1727.29883656,553.8823529800001,781.7423817150001
Mass,H1,Real,AK,Hlow,Rl,NA,NA,C0,5,NA,NA,1149.85174523,9938.8148442,553.8823529800001,1703.73409821
Mass,H1,Real,CH,Hhigh,HP,NA,NA,C0,NA,8.5,NA,1037.75425888,11882.5449886,1092.5720929200002,2130.3263518000003
Mass,H1,Real,CH,Hhigh,HPl,NA,NA,C0,NA,5,NA,692.88067657,8344.767893,776.47058819,1469.35126476
Mass,H1,Real,CH,Hhigh,HYD1000,HYD1000,3,C0,NA,5,1000,2504.101185156815,35819.01818151224,3947.1205884,6451.221773556816
Mass,H1,Real,CH,Hhigh,HYD1000,HYD1000,3,Cpeak,NA,5,1000,2497.4983298275533,35792.82101504583,3947.1205884,6444.618918227554
Mass,H1,Real,CH,Hhigh,HYD1000,HYD1000,3,Crenew,NA,5,1000,1975.0926671948253,35264.61457775783,3947.1205884,5922.213255594826
Mass,H1,Real,CH,Hhigh,HYD1000,HYD1000,4,C0,NA,5,1000,2683.8713528170847,39105.537092169434,3947.1205884,6630.991941217085
Mass,H1,Real,CH,Hhigh,HYD1000,HYD1000,4,Cpeak,NA,5,1000,2675.9226471963866,39079.33029504467,3947.1205884,6623.043235596387
Mass,H1,Real,CH,Hhigh,HYD1000,HYD1000,4,Crenew,NA,5,1000,2118.7746941444148,38533.76131228511,3947.1205884,6065.895282544415
Mass,H1,Real,CH,Hhigh,HYD1000,HYD1000,5,C0,NA,5,1000,2880.4333160093624,42409.78093864232,3947.1205884,6827.553904409362
Mass,H1,Real,CH,Hhigh,HYD1000,HYD1000,5,Cpeak,NA,5,1000,2872.508282168074,42382.7278015764,3947.1205884,6819.6288705680745
Mass,H1,Real,CH,Hhigh,HYD1000,HYD1000,5,Crenew,NA,5,1000,2300.0374545275463,41842.19767895794,3947.1205884,6247.158042927546
Mass,H1,Real,CH,Hhigh,HYD200,HYD200,3,C0,NA,11.2,200,2155.3158734068443,30343.93198812827,3228.5323532,5383.848226606844
Mass,H1,Real,CH,Hhigh,HYD200,HYD200,3,Cpeak,NA,11.2,200,2149.9304734265556,30326.208326334174,3228.5323532,5378.462826626555
Mass,H1,Real,CH,Hhigh,HYD200,HYD200,3,Crenew,NA,11.2,200,2095.679343082831,30326.246583973272,3228.5323532,5324.211696282831
Mass,H1,Real,CH,Hhigh,HYD200,HYD200,4,C0,NA,11.2,200,2307.495795559524,33300.72857832862,3228.5323532,5536.028148759524
Mass,H1,Real,CH,Hhigh,HYD200,HYD200,4,Cpeak,NA,11.2,200,2303.635302686903,33291.31864828476,3228.5323532,5532.167655886903
Mass,H1,Real,CH,Hhigh,HYD200,HYD200,4,Crenew,NA,11.2,200,2253.2913423399386,33305.81257248959,3228.5323532,5481.823695539939
Mass,H1,Real,CH,Hhigh,HYD200,HYD200,5,C0,NA,11.2,200,2483.7522028700523,36381.81603045604,3228.5323532,5712.2845560700525
Mass,H1,Real,CH,Hhigh,HYD200,HYD200,5,Cpeak,NA,11.2,200,2478.1371198722463,36357.21573149468,3228.5323532,5706.669473072247
Mass,H1,Real,CH,Hhigh,HYD200,HYD200,5,Crenew,NA,11.2,200,2437.8640993168224,36421.90986812966,3228.5323532,5666.396452516823
Mass,H1,Real,CH,Hhigh,HYD500,HYD500,3,C0,NA,6,500,2242.0348974300973,32344.782381186225,3197.1205882,5439.155485630097
Mass,H1,Real,CH,Hhigh,HYD500,HYD500,3,Cpeak,NA,6,500,2236.7037364675934,32329.996165070726,3197.1205882,5433.824324667594
Mass,H1,Real,CH,Hhigh,HYD500,HYD500,3,Crenew,NA,6,500,1953.0166340263054,32105.88270858801,3197.1205882,5150.137222226305
Mass,H1,Real,CH,Hhigh,HYD500,HYD500,4,C0,NA,6,500,2410.8649363895943,35590.91933766766,3197.1205882,5607.985524589594
Mass,H1,Real,CH,Hhigh,HYD500,HYD500,4,Cpeak,NA,6,500,2405.2644304849346,35577.816553506826,3197.1205882,5602.385018684934
Mass,H1,Real,CH,Hhigh,HYD500,HYD500,4,Crenew,NA,6,500,2112.2073017887956,35344.15087011922,3197.1205882,5309.3278899887955
Mass,H1,Real,CH,Hhigh,HYD500,HYD500,5,C0,NA,6,500,2603.794588158623,38962.445320955834,3197.1205882,5800.915176358623
Mass,H1,Real,CH,Hhigh,HYD500,HYD500,5,Cpeak,NA,6,500,2598.4703091050387,38949.22437977837,3197.1205882,5795.590897305039
Mass,H1,Real,CH,Hhigh,HYD500,HYD500,5,Crenew,NA,6,500,2307.1501921606687,38705.37343571297,3197.1205882,5504.270780360668
Mass,H1,Real,CH,Hhigh,R,NA,NA,C0,8.5,NA,NA,3368.3467541,39554.91188,1107.7647064,4476.1114605
Mass,H1,Real,CH,Hhigh,Rb,NA,NA,C0,3.5,NA,NA,1140.6748359599999,12041.7590986,553.8823529800001,1694.5571889399998
Mass,H1,Real,CH,Hhigh,Rl,NA,NA,C0,5,NA,NA,2227.67191835,27513.152766,553.8823529800001,2781.55427133
Mass,H1,Real,CH,Hlow,HP,NA,NA,C0,NA,8.5,NA,1373.55938545,11882.5449886,1092.5720929200002,2466.13147837
Mass,H1,Real,CH,Hlow,HPl,NA,NA,C0,NA,5,NA,917.61669568,8344.767893,776.47058819,1694.08728387
Mass,H1,Real,CH,Hlow,HYD1000,HYD1000,3,C0,NA,5,1000,3284.69806069144,35819.01818151224,3947.1205884,7231.8186490914395
Mass,H1,Real,CH,Hlow,HYD1000,HYD1000,3,Cpeak,NA,5,1000,3280.209540367753,35792.82101504583,3947.1205884,7227.330128767753
Mass,H1,Real,CH,Hlow,HYD1000,HYD1000,3,Crenew,NA,5,1000,2767.456954084323,35288.090929442784,3947.1205884,6714.577542484323
Mass,H1,Real,CH,Hlow,HYD1000,HYD1000,4,C0,NA,5,1000,3486.169311878643,39105.537092169434,3947.1205884,7433.2899002786435
Mass,H1,Real,CH,Hlow,HYD1000,HYD1000,4,Cpeak,NA,5,1000,3480.682510569313,39079.33029504467,3947.1205884,7427.8030989693125
Mass,H1,Real,CH,Hlow,HYD1000,HYD1000,4,Crenew,NA,5,1000,2938.766608778921,38562.706163108574,3947.1205884,6885.887197178921
Mass,H1,Real,CH,Hlow,HYD1000,HYD1000,5,C0,NA,5,1000,3704.7501685038137,42409.78093864232,3947.1205884,7651.870756903814
Mass,H1,Real,CH,Hlow,HYD1000,HYD1000,5,Cpeak,NA,5,1000,3699.4066442828107,42382.7278015764,3947.1205884,7646.527232682811
Mass,H1,Real,CH,Hlow,HYD1000,HYD1000,5,Crenew,NA,5,1000,3156.4494144284004,41868.50036771919,3947.1205884,7103.570002828401
Mass,H1,Real,CH,Hlow,HYD200,HYD200,3,C0,NA,11.2,200,2876.172923849822,30343.93198812827,3228.5323532,6104.705277049822
Mass,H1,Real,CH,Hlow,HYD200,HYD200,3,Cpeak,NA,11.2,200,2870.6732121625405,30326.208326334174,3228.5323532,6099.205565362541
Mass,H1,Real,CH,Hlow,HYD200,HYD200,3,Crenew,NA,11.2,200,2821.875960914171,30330.23446433986,3228.5323532,6050.408314114171
Mass,H1,Real,CH,Hlow,HYD200,HYD200,4,C0,NA,11.2,200,3054.0699873072986,33300.72857832862,3228.5323532,6282.602340507299
Mass,H1,Real,CH,Hlow,HYD200,HYD200,4,Cpeak,NA,11.2,200,3050.4200256893946,33291.31864828476,3228.5323532,6278.952378889395
Mass,H1,Real,CH,Hlow,HYD200,HYD200,4,Crenew,NA,11.2,200,3007.689566143168,33309.28627494187,3228.5323532,6236.221919343168
Mass,H1,Real,CH,Hlow,HYD200,HYD200,5,C0,NA,11.2,200,3256.3495299074343,36381.81603045604,3228.5323532,6484.881883107435
Mass,H1,Real,CH,Hlow,HYD200,HYD200,5,Cpeak,NA,11.2,200,3250.7024769275135,36357.21573149468,3228.5323532,6479.234830127514
Mass,H1,Real,CH,Hlow,HYD200,HYD200,5,Crenew,NA,11.2,200,3215.87850651156,36426.88368976743,3228.5323532,6444.41085971156
Mass,H1,Real,CH,Hlow,HYD500,HYD500,3,C0,NA,6,500,2947.3290722450797,32344.782381186225,3197.1205882,6144.44966044508
Mass,H1,Real,CH,Hlow,HYD500,HYD500,3,Cpeak,NA,6,500,2943.3552376616394,32329.996165070726,3197.1205882,6140.475825861639
Mass,H1,Real,CH,Hlow,HYD500,HYD500,3,Crenew,NA,6,500,2682.8116035806183,32114.905058817913,3197.1205882,5879.932191780618
Mass,H1,Real,CH,Hlow,HYD500,HYD500,4,C0,NA,6,500,3139.14974760113,35590.91933766766,3197.1205882,6336.2703358011295
Mass,H1,Real,CH,Hlow,HYD500,HYD500,4,Cpeak,NA,6,500,3135.340282994794,35577.816553506826,3197.1205882,6332.460871194794
Mass,H1,Real,CH,Hlow,HYD500,HYD500,4,Crenew,NA,6,500,2869.0865192711854,35355.70663159718,3197.1205882,6066.207107471186
Mass,H1,Real,CH,Hlow,HYD500,HYD500,5,C0,NA,6,500,3356.4397518110422,38962.445320955834,3197.1205882,6553.560340011042
Mass,H1,Real,CH,Hlow,HYD500,HYD500,5,Cpeak,NA,6,500,3352.71329155205,38949.22437977837,3197.1205882,6549.83387975205
Mass,H1,Real,CH,Hlow,HYD500,HYD500,5,Crenew,NA,6,500,3088.0800908330502,38715.096060134165,3197.1205882,6285.200679033051
Mass,H1,Real,CH,Hlow,R,NA,NA,C0,8.5,NA,NA,4467.8336351,39554.91188,1107.7647064,5575.5983415
Mass,H1,Real,CH,Hlow,Rb,NA,NA,C0,3.5,NA,NA,1513.5757979500002,12041.7590986,553.8823529800001,2067.45815093
Mass,H1,Real,CH,Hlow,Rl,NA,NA,C0,5,NA,NA,2954.257837,27513.152766,553.8823529800001,3508.1401899800003
Mass,Nom,Ideal,AK,Hhigh,HP,NA,NA,C0,NA,11,NA,1059.57349331,13703.316690800002,1394.4296179,2454.00311121
Mass,Nom,Ideal,AK,Hhigh,HPl,NA,NA,C0,NA,7,NA,659.62331081,8443.2140738,943.80485298,1603.4281637899999
Mass,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,3,C0,NA,6,1000,2440.8444241997095,36540.5487124675,3988.3705884,6429.21501259971
Mass,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,3,Cpeak,NA,6,1000,2437.089216164914,36533.080845109966,3988.3705884,6425.4598045649145
Mass,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,3,Crenew,NA,6,1000,1985.5594754361625,36195.23391354907,3988.3705884,5973.930063836163
Mass,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,4,C0,NA,6,1000,2599.875448950323,39488.448963924064,3988.3705884,6588.246037350324
Mass,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,4,Cpeak,NA,6,1000,2595.602557466031,39480.895468019466,3988.3705884,6583.973145866032
Mass,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,4,Crenew,NA,6,1000,2110.0006515482537,39112.24062620283,3988.3705884,6098.371239948254
Mass,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,5,C0,NA,6,1000,2784.3767073629947,42581.87087065581,3988.3705884,6772.747295762994
Mass,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,5,Cpeak,NA,6,1000,2779.9529599965,42573.50125670476,3988.3705884,6768.3235483965
Mass,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,5,Crenew,NA,6,1000,2281.1347491894016,42149.14033106163,3988.3705884,6269.505337589402
Mass,Nom,Ideal,AK,Hhigh,HYD200,HYD200,3,C0,NA,11.2,200,1967.00617880157,29446.02568338621,3269.7823532,5236.78853200157
Mass,Nom,Ideal,AK,Hhigh,HYD200,HYD200,3,Cpeak,NA,11.2,200,1963.6911358813722,29440.653619430745,3269.7823532,5233.4734890813725
Mass,Nom,Ideal,AK,Hhigh,HYD200,HYD200,3,Crenew,NA,11.2,200,1918.8072044095734,29459.834433846798,3269.7823532,5188.589557609574
Mass,Nom,Ideal,AK,Hhigh,HYD200,HYD200,4,C0,NA,11.2,200,2091.0023237866953,31972.075009542667,3269.7823532,5360.784676986696
Mass,Nom,Ideal,AK,Hhigh,HYD200,HYD200,4,Cpeak,NA,11.2,200,2088.1570490550907,31966.367927017254,3269.7823532,5357.939402255091
Mass,Nom,Ideal,AK,Hhigh,HYD200,HYD200,4,Crenew,NA,11.2,200,2046.2588235059748,31992.119709171922,3269.7823532,5316.041176705975
Mass,Nom,Ideal,AK,Hhigh,HYD200,HYD200,5,C0,NA,11.2,200,2240.1751215527406,34622.81198096987,3269.7823532,5509.95747475274
Mass,Nom,Ideal,AK,Hhigh,HYD200,HYD200,5,Cpeak,NA,11.2,200,2236.201572092676,34601.60689071813,3269.7823532,5505.983925292676
Mass,Nom,Ideal,AK,Hhigh,HYD200,HYD200,5,Crenew,NA,11.2,200,2201.539992749403,34655.524880453864,3269.7823532,5471.322345949404
Mass,Nom,Ideal,AK,Hhigh,HYD500,HYD500,3,C0,NA,8.5,500,2416.033310014915,36185.08999096918,3238.3705882,5654.403898214915
Mass,Nom,Ideal,AK,Hhigh,HYD500,HYD500,3,Cpeak,NA,8.5,500,2412.649339056662,36178.81098809919,3238.3705882,5651.019927256662
Mass,Nom,Ideal,AK,Hhigh,HYD500,HYD500,3,Crenew,NA,8.5,500,2150.048604516616,36065.24745336459,3238.3705882,5388.419192716616
Mass,Nom,Ideal,AK,Hhigh,HYD500,HYD500,4,C0,NA,8.5,500,2576.4053041427546,39300.02385473287,3238.3705882,5814.775892342755
Mass,Nom,Ideal,AK,Hhigh,HYD500,HYD500,4,Cpeak,NA,8.5,500,2572.1118906929214,39292.773745365186,3238.3705882,5810.482478892922
Mass,Nom,Ideal,AK,Hhigh,HYD500,HYD500,4,Crenew,NA,8.5,500,2297.8535771027664,39174.74693808251,3238.3705882,5536.224165302767
Mass,Nom,Ideal,AK,Hhigh,HYD500,HYD500,5,C0,NA,8.5,500,2760.9591204202256,42554.62792046552,3238.3705882,5999.329708620226
Mass,Nom,Ideal,AK,Hhigh,HYD500,HYD500,5,Cpeak,NA,8.5,500,2757.1663266741107,42546.02955546352,3238.3705882,5995.53691487411
Mass,Nom,Ideal,AK,Hhigh,HYD500,HYD500,5,Crenew,NA,8.5,500,2483.1907194676855,42433.85870474066,3238.3705882,5721.5613076676855
Mass,Nom,Ideal,AK,Hhigh,R,NA,NA,C0,11,NA,NA,4165.5700016,53939.751448,1107.7647064,5273.334708
Mass,Nom,Ideal,AK,Hhigh,Rb,NA,NA,C0,4,NA,NA,1485.58596881,19534.358210399998,553.8823529800001,2039.4683217900001
Mass,Nom,Ideal,AK,Hhigh,Rl,NA,NA,C0,7,NA,NA,2679.9840325,34405.39322,553.8823529800001,3233.86638548
Mass,Nom,Ideal,AK,Hlow,HP,NA,NA,C0,NA,11,NA,1551.95501459,13703.316690800002,1394.4296179,2946.38463249
Mass,Nom,Ideal,AK,Hlow,HPl,NA,NA,C0,NA,7,NA,928.67003401,8443.2140738,943.80485298,1872.47488699
Mass,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,3,C0,NA,6,1000,3413.0246128071512,36540.5487124675,3988.3705884,7401.395201207151
Mass,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,3,Cpeak,NA,6,1000,3410.7859484779237,36533.080845109966,3988.3705884,7399.156536877924
Mass,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,3,Crenew,NA,6,1000,2963.789501708257,36197.786625715664,3988.3705884,6952.160090108257
Mass,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,4,C0,NA,6,1000,3593.6657326266613,39488.448963924064,3988.3705884,7582.036321026661
Mass,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,4,Cpeak,NA,6,1000,3590.9770101379363,39480.895468019466,3988.3705884,7579.347598537936
Mass,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,4,Crenew,NA,6,1000,3118.05213196394,39115.96514677757,3988.3705884,7106.42272036394
Mass,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,5,C0,NA,6,1000,3802.9620331521,42581.87087065581,3988.3705884,7791.3326215521
Mass,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,5,Cpeak,NA,6,1000,3799.9591266999314,42573.50125670476,3988.3705884,7788.3297150999315
Mass,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,5,Crenew,NA,6,1000,3319.657545239022,42153.6517197504,3988.3705884,7308.028133639022
Mass,Nom,Ideal,AK,Hlow,HYD200,HYD200,3,C0,NA,11.2,200,2807.107917600074,29446.02568338621,3269.7823532,6076.890270800074
Mass,Nom,Ideal,AK,Hlow,HYD200,HYD200,3,Cpeak,NA,11.2,200,2804.2808843177886,29440.653619430745,3269.7823532,6074.063237517788
Mass,Nom,Ideal,AK,Hlow,HYD200,HYD200,3,Crenew,NA,11.2,200,2761.3130881666248,29460.46189755351,3269.7823532,6031.095441366625
Mass,Nom,Ideal,AK,Hlow,HYD200,HYD200,4,C0,NA,11.2,200,2950.6323281682317,31972.075009542667,3269.7823532,6220.414681368232
Mass,Nom,Ideal,AK,Hlow,HYD200,HYD200,4,Cpeak,NA,11.2,200,2948.026493475083,31966.367927017254,3269.7823532,6217.808846675083
Mass,Nom,Ideal,AK,Hlow,HYD200,HYD200,4,Crenew,NA,11.2,200,2909.4669316254794,31993.133848618134,3269.7823532,6179.24928482548
Mass,Nom,Ideal,AK,Hlow,HYD200,HYD200,5,C0,NA,11.2,200,3125.1438925051343,34622.81198096987,3269.7823532,6394.9262457051345
Mass,Nom,Ideal,AK,Hlow,HYD200,HYD200,5,Cpeak,NA,11.2,200,3121.221001898329,34601.60689071813,3269.7823532,6391.00335509833
Mass,Nom,Ideal,AK,Hlow,HYD200,HYD200,5,Crenew,NA,11.2,200,3088.4987004142436,34656.128622498036,3269.7823532,6358.281053614244
Mass,Nom,Ideal,AK,Hlow,HYD500,HYD500,3,C0,NA,8.5,500,3398.9192068544935,36185.08999096918,3238.3705882,6637.289795054494
Mass,Nom,Ideal,AK,Hlow,HYD500,HYD500,3,Cpeak,NA,8.5,500,3396.3157644817784,36178.81098809919,3238.3705882,6634.686352681778
Mass,Nom,Ideal,AK,Hlow,HYD500,HYD500,3,Crenew,NA,8.5,500,3144.3390330215902,36066.72207924427,3238.3705882,6382.70962122159
Mass,Nom,Ideal,AK,Hlow,HYD500,HYD500,4,C0,NA,8.5,500,3580.526704016495,39300.02385473287,3238.3705882,6818.897292216495
Mass,Nom,Ideal,AK,Hlow,HYD500,HYD500,4,Cpeak,NA,8.5,500,3577.4123409097365,39292.773745365186,3238.3705882,6815.782929109737
Mass,Nom,Ideal,AK,Hlow,HYD500,HYD500,4,Crenew,NA,8.5,500,3318.5846914051804,39177.36326017044,3238.3705882,6556.95527960518
Mass,Nom,Ideal,AK,Hlow,HYD500,HYD500,5,C0,NA,8.5,500,3793.590419494108,42554.62792046552,3238.3705882,7031.961007694108
Mass,Nom,Ideal,AK,Hlow,HYD500,HYD500,5,Cpeak,NA,8.5,500,3790.5114337647055,42546.02955546352,3238.3705882,7028.882021964706
Mass,Nom,Ideal,AK,Hlow,HYD500,HYD500,5,Crenew,NA,8.5,500,3532.849548652091,42436.1861504682,3238.3705882,6771.220136852091
Mass,Nom,Ideal,AK,Hlow,R,NA,NA,C0,11,NA,NA,6078.9774863,53939.751448,1107.7647064,7186.7421927000005
Mass,Nom,Ideal,AK,Hlow,Rb,NA,NA,C0,4,NA,NA,2311.55372995,19534.358210399998,553.8823529800001,2865.4360829300003
Mass,Nom,Ideal,AK,Hlow,Rl,NA,NA,C0,7,NA,NA,3767.4237562,34405.39322,553.8823529800001,4321.30610918
Mass,Nom,Ideal,CH,Hhigh,HP,NA,NA,C0,NA,15.5,NA,3395.2849198,43791.25267,2163.2180119,5558.5029317
Mass,Nom,Ideal,CH,Hhigh,HPl,NA,NA,C0,NA,8.5,NA,1626.9823405,21211.789665,1092.5720929200002,2719.5544334200004
Mass,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,3,C0,NA,11.2,1000,5733.985637515354,79938.37757612996,4655.4073533,10389.392990815355
Mass,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,3,Cpeak,NA,11.2,1000,5725.245860263983,79894.20002999369,4655.4073533,10380.653213563983
Mass,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,3,Crenew,NA,11.2,1000,5201.356894675518,78433.64665484961,4655.4073533,9856.764247975518
Mass,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,4,C0,NA,11.2,1000,5905.9191712632,82949.2181590593,4655.4073533,10561.3265245632
Mass,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,4,Cpeak,NA,11.2,1000,5896.025023022859,82910.70736081972,4655.4073533,10551.43237632286
Mass,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,4,Crenew,NA,11.2,1000,5355.091637149051,81442.89262204726,4655.4073533,10010.49899044905
Mass,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,5,C0,NA,11.2,1000,6097.589492447283,86061.8929377456,4655.4073533,10752.996845747282
Mass,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,5,Cpeak,NA,11.2,1000,6087.747268185419,86017.16173364622,4655.4073533,10743.154621485419
Mass,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,5,Crenew,NA,11.2,1000,5540.419617381037,84613.52933715805,4655.4073533,10195.826970681037
Mass,Nom,Ideal,CH,Hhigh,HYD200,HYD200,3,C0,NA,14,200,5232.538074316592,74105.24539943715,3655.9955883,8888.533662616592
Mass,Nom,Ideal,CH,Hhigh,HYD200,HYD200,3,Cpeak,NA,14,200,5225.531729391516,74080.56112362661,3655.9955883,8881.527317691516
Mass,Nom,Ideal,CH,Hhigh,HYD200,HYD200,3,Crenew,NA,14,200,5182.447741903472,74117.53660314255,3655.9955883,8838.443330203472
Mass,Nom,Ideal,CH,Hhigh,HYD200,HYD200,4,C0,NA,14,200,5386.518033011316,77159.74862212181,3655.9955883,9042.513621311316
Mass,Nom,Ideal,CH,Hhigh,HYD200,HYD200,4,Cpeak,NA,14,200,5378.512644603022,77128.53394850214,3655.9955883,9034.508232903021
Mass,Nom,Ideal,CH,Hhigh,HYD200,HYD200,4,Crenew,NA,14,200,5340.220107013175,77183.75006238745,3655.9955883,8996.215695313174
Mass,Nom,Ideal,CH,Hhigh,HYD200,HYD200,5,C0,NA,14,200,5566.937090452372,80357.65526415268,3655.9955883,9222.932678752371
Mass,Nom,Ideal,CH,Hhigh,HYD200,HYD200,5,Cpeak,NA,14,200,5558.832691228847,80324.58944329247,3655.9955883,9214.828279528847
Mass,Nom,Ideal,CH,Hhigh,HYD200,HYD200,5,Crenew,NA,14,200,5528.94404487894,80406.55200304426,3655.9955883,9184.93963317894
Mass,Nom,Ideal,CH,Hhigh,HYD500,HYD500,3,C0,NA,14,500,5390.657356472096,76033.12056111147,4105.9955882,9496.652944672096
Mass,Nom,Ideal,CH,Hhigh,HYD500,HYD500,3,Cpeak,NA,14,500,5383.4209306524635,76010.39777865788,4105.9955882,9489.416518852464
Mass,Nom,Ideal,CH,Hhigh,HYD500,HYD500,3,Crenew,NA,14,500,5120.449621111151,75622.86688478538,4105.9955882,9226.44520931115
Mass,Nom,Ideal,CH,Hhigh,HYD500,HYD500,4,C0,NA,14,500,5550.296688364695,79092.32072418321,4105.9955882,9656.292276564694
Mass,Nom,Ideal,CH,Hhigh,HYD500,HYD500,4,Cpeak,NA,14,500,5542.954660204836,79073.18893226043,4105.9955882,9648.950248404835
Mass,Nom,Ideal,CH,Hhigh,HYD500,HYD500,4,Crenew,NA,14,500,5282.057797229893,78708.32369592467,4105.9955882,9388.053385429894
Mass,Nom,Ideal,CH,Hhigh,HYD500,HYD500,5,C0,NA,14,500,5735.929877126987,82292.37465223757,4105.9955882,9841.925465326987
Mass,Nom,Ideal,CH,Hhigh,HYD500,HYD500,5,Cpeak,NA,14,500,5728.221025981747,82267.80338467506,4105.9955882,9834.216614181747
Mass,Nom,Ideal,CH,Hhigh,HYD500,HYD500,5,Crenew,NA,14,500,5474.1667146720765,81983.9851294886,4105.9955882,9580.162302872077
Mass,Nom,Ideal,CH,Hhigh,R,NA,NA,C0,15.5,NA,NA,11249.2301745,148650.203724,1107.7647064,12356.9948809
Mass,Nom,Ideal,CH,Hhigh,Rb,NA,NA,C0,7,NA,NA,5592.7126386,72701.98958,553.8823529800001,6146.59499158
Mass,Nom,Ideal,CH,Hhigh,Rl,NA,NA,C0,8.5,NA,NA,5656.5175362,75948.214144,553.8823529800001,6210.39988918
Mass,Nom,Ideal,CH,Hlow,HP,NA,NA,C0,NA,15.5,NA,4592.5366927,43791.25267,2163.2180119,6755.7547046
Mass,Nom,Ideal,CH,Hlow,HPl,NA,NA,C0,NA,8.5,NA,2119.28065924,21211.789665,1092.5720929200002,3211.8527521600004
Mass,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,3,C0,NA,11.2,1000,7738.537297918509,79938.37757612996,4655.4073533,12393.94465121851
Mass,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,3,Cpeak,NA,11.2,1000,7731.107710311485,79894.20002999369,4655.4073533,12386.515063611485
Mass,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,3,Crenew,NA,11.2,1000,7224.597847554519,78454.79982559185,4655.4073533,11880.005200854519
